"UBIGEO","VIVIENDA","PERSONA","P1172$01","P1172$02","P1172$13","P1172$14","P408F5","P408G4","IT","P300A","P301C","P301A","P301D","P302","P314A","P315A"
"150131","140",2,NA,NA,NA,NA,NA,NA,2700,4,NA,8,"Privado",NA,"Si",NA
"150131","143",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150131","155",1,200,450,250,250,NA,NA,NA,4,NA,11,"Privado",NA,"Si",NA
"150131","160",1,40,170,40,200,NA,NA,15670,4,NA,10,"Privado",NA,"Si",NA
"150131","160",2,NA,NA,NA,NA,NA,NA,4500,4,NA,10,"Privado",NA,"Si",NA
"150131","160",3,NA,NA,NA,NA,NA,NA,2196,4,NA,11,"Privado",NA,"Si",NA
"150131","160",4,NA,NA,NA,NA,NA,NA,9000,4,NA,10,"Privado",NA,"Si",NA
"150131","170",1,150,155,50,90,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"150132","001",1,54,220,100,NA,NA,NA,NA,4,NA,8,"Privado",NA,"No",NA
"150132","001",2,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"150132","003",1,80,50,30,NA,NA,NA,1000,4,NA,6,"Estatal",NA,"Si",NA
"150132","003",2,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"Si",NA
"150132","004",1,NA,NA,NA,NA,NA,NA,2400,4,NA,5,"Estatal",NA,"Si",NA
"150132","004",2,48,65,NA,30,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","004",3,NA,NA,NA,NA,0.17,30,NA,4,0,1,NA,2,"No",NA
"150132","004",4,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"150132","005",1,NA,100,NA,40,NA,NA,1710,4,NA,9,"Estatal",NA,"Si",NA
"150132","005",2,NA,NA,NA,NA,NA,NA,599,4,NA,5,"Estatal",NA,"Si",NA
"150132","005",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","005",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","005",5,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"150132","011",1,30,30,10,20,NA,NA,694,4,NA,6,"Estatal",NA,"Si",NA
"150132","011",2,NA,NA,NA,NA,NA,NA,NA,1,NA,6,"Estatal",NA,"Si",NA
"150132","011",3,NA,NA,NA,NA,2,30,NA,4,NA,2,"Estatal",2,NA,NA
"150132","011",4,NA,NA,NA,NA,2,30,NA,4,0,1,NA,2,NA,NA
"150132","013",1,42,62,50,100,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"150132","013",2,NA,NA,NA,NA,NA,NA,NA,1,NA,6,"Estatal",NA,"Si",NA
"150132","013",3,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150132","014",1,38,185,40,35,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","014",2,NA,NA,NA,NA,NA,NA,1025,1,6,4,"Estatal",NA,"Si",NA
"150132","014",3,NA,NA,NA,NA,NA,NA,760,4,3,3,"Estatal",1,"No",NA
"150132","014",4,NA,NA,NA,NA,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"150132","014",5,NA,NA,NA,NA,4,30,480,4,NA,6,"Estatal",NA,"Si",NA
"150132","014",6,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,"No",NA
"150132","014",7,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Estatal",1,"No",NA
"150132","014",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","014",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","015",1,15,33,NA,6,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","015",2,46,38,NA,10,4,60,NA,1,NA,4,"Estatal",NA,"Si",NA
"150132","015",3,23,35,NA,72,3,10,NA,4,NA,5,"Privado",NA,"Si",NA
"150132","015",4,NA,NA,NA,NA,2,5,2400,4,NA,6,"Estatal",NA,"Si",NA
"150132","015",5,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150132","015",6,NA,NA,NA,NA,3,10,1565,4,NA,2,"Estatal",2,NA,NA
"150132","015",7,NA,NA,NA,NA,NA,NA,400,4,NA,7,"Privado",NA,"Si",NA
"150132","015",8,NA,NA,NA,NA,2,10,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","016",1,NA,80,NA,33,NA,NA,1000,4,NA,8,"Privado",NA,"Si",NA
"150132","017",1,35,100,70,100,NA,NA,314,1,NA,6,"Estatal",NA,"Si",NA
"150132","017",2,NA,NA,NA,NA,NA,NA,1000,4,NA,8,"Privado",NA,"Si",NA
"150132","017",3,NA,NA,NA,NA,NA,NA,1200,4,NA,8,"Privado",NA,"Si",NA
"150132","017",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"150132","018",1,60,90,70,35,NA,NA,4000,4,NA,8,"Privado",NA,"Si",NA
"150132","018",2,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"Si",NA
"150132","020",1,23,120,60,50,NA,NA,4000,4,NA,7,"Privado",NA,"Si",NA
"150132","020",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","020",3,45,100,50,30,NA,NA,480,4,NA,2,"Privado",1,"Si",NA
"150132","020",4,22,25,NA,100,NA,NA,2660,4,0,1,NA,2,NA,NA
"150132","020",5,NA,NA,NA,NA,NA,NA,280,4,NA,6,"Estatal",NA,"No",NA
"150132","020",6,NA,NA,NA,NA,NA,NA,450,4,NA,9,"Privado",NA,"Si",NA
"150132","020",7,NA,NA,NA,NA,NA,NA,NA,4,NA,10,"Estatal",NA,"Si",NA
"150132","020",8,NA,NA,NA,NA,NA,NA,NA,1,NA,6,"Estatal",NA,"No",NA
"150132","020",9,NA,NA,NA,NA,NA,NA,NA,4,NA,10,"Estatal",NA,"Si",NA
"150132","020",10,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"150132","020",11,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"No",NA
"150132","024",1,34,57,NA,100,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"150132","024",2,NA,NA,NA,NA,NA,NA,2101,4,NA,6,"Estatal",NA,"Si",NA
"150132","024",3,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150132","024",4,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150132","024",5,NA,NA,NA,NA,NA,NA,1000,4,NA,6,"Estatal",NA,"Si",NA
"150132","024",6,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","025",1,25,35,NA,130,NA,NA,1175,4,NA,8,"Privado",NA,"Si",NA
"150132","025",2,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"150132","030",1,10,100,NA,20,NA,NA,820,1,NA,6,"Estatal",NA,"Si",NA
"150132","030",2,NA,NA,NA,NA,NA,NA,600,4,NA,6,"Estatal",NA,"Si",NA
"150132","030",3,NA,NA,NA,NA,NA,NA,800,4,0,1,NA,2,NA,NA
"150132","030",4,NA,NA,NA,NA,NA,NA,NA,1,NA,6,"Estatal",NA,"Si",NA
"150132","031",1,NA,50,NA,20,NA,NA,446,1,NA,6,"Estatal",NA,"Si",NA
"150132","031",2,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"No",NA
"150132","031",3,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Privado",1,"No",NA
"150132","033",1,45,120,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150132","033",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150132","033",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"No",NA
"150132","034",1,NA,0,0,NA,NA,NA,200,4,NA,4,"Estatal",NA,"No",NA
"150132","035",1,50,70,30,30,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","035",2,NA,NA,NA,NA,NA,NA,2140,4,NA,6,"Estatal",NA,"Si",NA
"150132","037",1,80,160,0,0,NA,NA,NA,4,NA,4,"Estatal",NA,"Si",NA
"150132","037",2,NA,60,NA,40,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"150132","037",3,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150132","037",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","037",5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150132","037",6,NA,NA,NA,NA,NA,NA,1300,4,NA,6,"Estatal",NA,"Si",NA
"150132","037",7,NA,NA,NA,NA,NA,NA,1780,4,NA,6,"Estatal",NA,"Si",NA
"150132","037",8,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Privado",NA,"Si",NA
"150132","037",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","037",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","039",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","040",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","041",1,22,70,100,100,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"150132","041",2,50,60,50,150,NA,NA,5000,1,NA,10,"Privado",NA,"Si",NA
"150132","041",3,NA,NA,NA,NA,360,45,NA,4,NA,6,"Privado",NA,"Si",NA
"150132","041",4,NA,NA,NA,NA,NA,NA,4240,4,NA,8,"Privado",NA,"Si",NA
"150132","041",5,NA,NA,NA,NA,NA,NA,1400,4,NA,9,"Privado",NA,"Si",NA
"150132","041",6,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150132","046",1,10,30,0,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150132","047",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","049",1,19,75,NA,20,NA,NA,400,4,NA,4,"Estatal",NA,"Si",NA
"150132","049",2,50,60,NA,NA,NA,NA,2135,4,NA,8,"Privado",NA,"Si",NA
"150132","049",3,18,50,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",5
"150132","049",4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"150132","049",5,NA,NA,NA,NA,NA,NA,480,4,NA,6,"Estatal",NA,"Si",NA
"150132","049",6,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","049",7,NA,NA,NA,NA,NA,NA,1212,1,1,3,"Estatal",1,"Si",NA
"150132","049",8,NA,NA,NA,NA,NA,NA,124,4,NA,6,"Estatal",NA,"Si",NA
"150132","049",9,NA,NA,NA,NA,NA,30,NA,4,6,4,"Estatal",NA,"Si",NA
"150132","049",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","051",1,10,13,NA,30,NA,NA,1750,4,NA,6,"Estatal",NA,"Si",NA
"150132","051",2,NA,NA,NA,NA,NA,NA,1350,4,NA,5,"Estatal",NA,"No",NA
"150132","054",1,50,60,10,20,NA,NA,5000,4,NA,10,"Privado",NA,"Si",NA
"150132","054",2,NA,NA,NA,NA,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"150132","054",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Privado",1,NA,NA
"150132","055",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","058",1,10,46,20,90,NA,NA,2400,4,NA,6,"Estatal",NA,"Si",NA
"150132","058",2,NA,50,40,NA,NA,NA,1496,4,NA,5,"Estatal",NA,"Si",NA
"150132","058",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","058",4,NA,NA,NA,NA,NA,NA,2044,4,3,3,"Estatal",1,"Si",NA
"150132","058",5,NA,NA,NA,NA,NA,NA,400,1,NA,6,"Estatal",NA,"Si",NA
"150132","058",6,NA,NA,NA,NA,NA,NA,NA,1,NA,6,"Estatal",NA,"Si",NA
"150132","058",7,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"Si",NA
"150132","058",8,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"No",NA
"150132","059",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","061",1,100,190,50,190,NA,NA,1400,4,NA,5,"Estatal",NA,"Si",NA
"150132","061",2,NA,NA,NA,NA,NA,NA,1415,4,NA,5,"Estatal",NA,"Si",NA
"150132","061",3,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150132","061",4,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"150132","061",5,NA,NA,NA,NA,NA,NA,1500,4,NA,8,"Privado",NA,"Si",NA
"150132","062",1,48,52,0,20,NA,NA,NA,4,NA,8,"Privado",NA,"No",NA
"150132","062",2,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"150132","062",3,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,NA
"150132","062",4,NA,NA,NA,NA,NA,NA,400,4,NA,6,"Estatal",NA,"Si",NA
"150132","062",5,NA,NA,NA,NA,NA,NA,346,4,NA,6,"Estatal",NA,"No",NA
"150132","064",1,48,50,50,20,NA,NA,1500,4,NA,6,"Estatal",NA,"Si",NA
"150132","064",2,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"150132","064",3,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"Si",NA
"150132","064",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,"Si",NA
"150132","064",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","066",1,11,47,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"No",NA
"150132","067",1,35,90,NA,55,NA,NA,2150,4,NA,5,"Estatal",NA,"Si",NA
"150132","067",2,50,100,NA,20,1,20,1052,4,NA,4,"Estatal",NA,"No",NA
"150132","067",3,15,45,NA,5,NA,NA,1120,4,NA,10,"Estatal",NA,"Si",NA
"150132","067",4,NA,0,25,0,24,10,520,4,NA,6,"Estatal",NA,"Si",NA
"150132","067",5,NA,NA,NA,NA,NA,NA,920,4,NA,6,"Estatal",NA,"Si",NA
"150132","067",6,NA,NA,NA,NA,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"150132","067",7,NA,NA,NA,NA,NA,NA,1200,4,NA,5,"Estatal",NA,"Si",NA
"150132","067",8,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Privado",1,"Si",NA
"150132","067",9,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","067",10,NA,NA,NA,NA,NA,NA,800,4,NA,5,"Estatal",NA,"Si",NA
"150132","067",11,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","067",12,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150132","067",13,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","067",14,NA,NA,NA,NA,NA,NA,NA,1,NA,4,"Estatal",NA,"No",NA
"150132","067",15,NA,NA,NA,NA,1,20,NA,1,NA,3,"Estatal",1,"No",NA
"150132","067",16,NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA
"150132","068",1,20,57,NA,20,NA,NA,1120,1,NA,5,"Estatal",NA,"Si",NA
"150132","068",2,NA,NA,NA,NA,NA,NA,600,1,NA,5,"Estatal",NA,"Si",NA
"150132","068",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","068",4,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"Si",NA
"150132","074",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","077",1,10,40,30,NA,NA,NA,1200,4,NA,5,"Estatal",NA,"Si",NA
"150132","077",2,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","077",3,NA,NA,NA,NA,NA,NA,30,4,0,1,NA,2,NA,NA
"150132","077",4,NA,NA,NA,NA,3,30,NA,4,NA,5,"Estatal",NA,"No",NA
"150132","077",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","078",1,40,50,50,NA,NA,NA,NA,1,NA,4,"Estatal",NA,"No",NA
"150132","078",2,52,70,NA,80,NA,NA,1000,4,NA,5,"Estatal",NA,"No",NA
"150132","078",3,NA,NA,NA,NA,NA,NA,3208,1,NA,6,"Estatal",NA,"Si",NA
"150132","078",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","078",5,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Privado",NA,"Si",NA
"150132","078",6,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Privado",1,"No",NA
"150132","078",7,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150132","079",1,NA,30,20,50,NA,NA,1026,1,6,4,"Estatal",NA,"Si",NA
"150132","079",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","080",1,72,80,40,80,NA,NA,2418,4,NA,6,"Estatal",NA,"Si",NA
"150132","080",2,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","080",3,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"150132","080",4,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"150132","081",1,20,40,45,60,NA,NA,1920,4,NA,7,"Estatal",NA,"Si",NA
"150132","082",1,24,50,NA,30,NA,NA,1000,4,6,4,"Estatal",NA,"Si",NA
"150132","082",2,NA,NA,NA,NA,NA,NA,160,4,NA,5,"Estatal",NA,"Si",NA
"150132","082",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","082",4,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"Si",NA
"150132","084",1,20,25,NA,50,2,15,850,4,NA,6,"Estatal",NA,"Si",NA
"150132","084",2,30,80,20,45,1,8,NA,4,1,3,"Estatal",2,"Si",NA
"150132","084",3,NA,NA,NA,NA,NA,NA,797,4,NA,5,"Estatal",NA,"Si",NA
"150132","084",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","084",5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","084",6,NA,NA,NA,NA,NA,NA,1250,4,NA,7,"Privado",NA,"Si",NA
"150132","084",7,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","084",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","091",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","093",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","094",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","098",1,26,56,NA,30,NA,NA,1300,4,NA,6,"Estatal",NA,"Si",NA
"150132","098",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","098",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","098",4,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150132","099",1,70,100,NA,60,NA,NA,1000,1,NA,5,"Estatal",NA,"No",NA
"150132","099",2,NA,NA,NA,NA,NA,NA,NA,1,NA,5,"Estatal",NA,"No",NA
"150132","099",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","100",1,50,70,25,50,NA,NA,1500,4,NA,5,"Estatal",NA,"Si",NA
"150132","100",2,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150132","100",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150132","102",1,30,20,NA,10,2,2,1200,1,NA,6,"Estatal",NA,"Si",NA
"150132","102",2,50,0,NA,NA,0.5,10,1146,2,NA,6,"Estatal",NA,"Si",NA
"150132","102",3,NA,NA,NA,NA,NA,NA,1200,4,5,3,"Estatal",1,"Si",NA
"150132","102",4,NA,NA,NA,NA,2,2,NA,4,0,1,NA,2,NA,NA
"150132","102",5,NA,NA,NA,NA,NA,NA,NA,1,NA,4,"Estatal",NA,"No",NA
"150132","103",1,26,48,15,50,NA,NA,850,4,NA,6,"Privado",NA,"Si",NA
"150132","103",2,NA,NA,NA,NA,NA,NA,600,4,NA,6,"Estatal",NA,"Si",NA
"150132","103",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","103",4,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"Si",NA
"150132","106",1,35,35,NA,50,NA,NA,720,4,NA,6,"Estatal",NA,"Si",NA
"150132","118",1,35,45,22,NA,NA,NA,1669,4,NA,6,"Estatal",NA,"Si",NA
"150132","118",2,NA,NA,NA,NA,4,10,NA,1,NA,7,"Privado",NA,"Si",NA
"150132","118",3,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"No",NA
"150132","118",4,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Privado",1,"Si",NA
"150132","118",5,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"150132","118",6,NA,NA,NA,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA
"150132","119",1,40,100,0,80,NA,NA,3300,4,6,4,"Estatal",NA,"Si",NA
"150132","119",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","119",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","119",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","120",1,60,80,50,120,NA,NA,2000,4,NA,6,"Estatal",NA,"Si",NA
"150132","120",2,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"150132","120",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"150132","120",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150132","120",5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"150132","120",6,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Privado",1,"Si",NA
"150132","121",1,25,75,NA,NA,NA,10,40,4,NA,5,"Estatal",NA,"Si",NA
"150132","121",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","121",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","123",1,40,80,NA,30,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150132","123",2,NA,NA,NA,NA,0.05,20,20,4,NA,4,"Estatal",NA,"Si",NA
"150132","123",3,8,120,NA,60,NA,NA,1064,1,NA,6,"Estatal",NA,"Si",NA
"150132","123",4,NA,NA,NA,NA,NA,NA,NA,1,5,3,"Estatal",1,"Si",NA
"150132","123",5,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"Si",NA
"150132","123",6,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"Si",NA
"150132","123",7,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"No",NA
"150132","127",1,50,100,80,NA,NA,NA,NA,2,NA,7,"Estatal",NA,"Si",NA
"150132","127",2,NA,NA,NA,NA,NA,NA,1870,4,NA,10,"Estatal",NA,"Si",NA
"150132","137",1,20,50,NA,10,NA,NA,1025,4,NA,10,"Privado",NA,"Si",NA
"150132","138",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","139",1,20,40,55,100,NA,NA,2100,4,NA,10,"Estatal",NA,"Si",NA
"150132","139",2,NA,NA,NA,NA,NA,NA,1500,4,NA,10,"Privado",NA,"Si",NA
"150132","139",3,NA,NA,NA,NA,1,60,NA,4,4,3,"Estatal",1,"Si",NA
"150132","144",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","155",1,35,80,40,70,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","155",2,NA,NA,NA,NA,NA,NA,56,4,NA,6,"Estatal",NA,"Si",NA
"150132","163",1,38,75,NA,40,1,30,2465,4,NA,5,"Estatal",NA,"Si",NA
"150132","163",2,NA,NA,NA,NA,NA,NA,1400,4,NA,6,"Estatal",NA,"Si",NA
"150132","164",1,NA,0,NA,40,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","164",2,NA,NA,NA,NA,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"150132","164",3,NA,NA,NA,NA,96,15,NA,NA,NA,NA,NA,NA,NA,NA
"150132","168",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","190",1,35,60,15,30,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","190",2,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"150132","190",3,NA,NA,NA,NA,NA,NA,3600,1,NA,4,"Estatal",NA,"No",NA
"150132","190",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"150132","196",1,80,150,50,120,NA,NA,1500,1,NA,6,"Estatal",NA,"Si",NA
"150132","196",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"150132","196",3,NA,NA,NA,NA,NA,NA,3000,4,NA,11,"Estatal",NA,"Si",NA
"150132","196",4,NA,NA,NA,NA,NA,NA,2000,4,NA,9,"Privado",NA,"Si",NA
"150132","196",5,NA,NA,NA,NA,NA,NA,800,4,NA,7,"Privado",NA,"Si",NA
"150132","212",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150132","300",1,34,82,20,20,NA,NA,1118,4,NA,6,"Estatal",NA,"Si",NA
"150132","300",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"150132","300",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"150132","300",4,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"Si",NA
"150132","386",1,17,25,NA,NA,NA,NA,303,4,NA,6,"Estatal",NA,"Si",NA
"150132","386",2,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"Si",NA
"150132","473",1,75,150,50,80,NA,NA,1157,4,NA,5,"Estatal",NA,"Si",NA
