Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo Ingreso,Rubro Ingreso,Importe por Servicios
2021,Marzo,202103,ADP,Tarapoto,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2021,Marzo,202103,ADP,Trujillo,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2021,Marzo,202103,ADP,Tumbes,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2021,Marzo,202103,ADP,Tarapoto,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"2,268.50"
2021,Marzo,202103,ADP,Iquitos,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"2,184.62"
2021,Marzo,202103,ADP,Pucallpa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,944.29
2021,Marzo,202103,ADP,Cajamarca,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,773.61
2021,Marzo,202103,ADP,Trujillo,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,684.68
2021,Marzo,202103,ADP,Chiclayo,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,614.51
2021,Marzo,202103,ADP,Piura,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,403.11
2021,Marzo,202103,ADP,Pisco,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,381.36
2021,Marzo,202103,ADP,Tumbes,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,167.05
2021,Marzo,202103,ADP,Talara,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,152.88
2021,Marzo,202103,ADP,Chachapoyas,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,20.16
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,0.00
2021,Marzo,202103,ADP,Lima,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,0.00
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"4,721.80"
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"3,710.51"
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"2,222.67"
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"2,179.82"
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"2,175.22"
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"1,747.89"
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"1,675.25"
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"1,145.29"
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,415.65
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,95.02
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,40.94
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,0.00
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,0.00
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"2,230.12"
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"2,161.60"
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"1,921.24"
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"1,809.86"
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"1,756.79"
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"1,432.45"
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"1,257.11"
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,729.86
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,247.09
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,0.00
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,0.00
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,0.00
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,0.00
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"32,355.81"
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"12,182.70"
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"5,978.59"
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"3,770.80"
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"3,598.44"
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"1,554.58"
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"1,530.69"
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"1,482.24"
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"1,190.43"
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"1,148.82"
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,0.00
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,0.00
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,0.00
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"2,704.73"
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"1,662.37"
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"1,658.81"
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"1,071.36"
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,463.03
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,239.17
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,221.20
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,0.00
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,0.00
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,0.00
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,0.00
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,0.00
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,0.00
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,"2,512.13"
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,903.78
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,651.46
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,503.92
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,462.04
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,367.67
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,350.23
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,304.37
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,298.92
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,187.92
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,0.00
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,0.00
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,0.00
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,OTROS INGRESOS,"5,137.44"
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,OTROS INGRESOS,"4,538.17"
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,OTROS INGRESOS,"2,346.15"
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,OTROS INGRESOS,"1,585.96"
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,OTROS INGRESOS,"1,514.41"
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,OTROS INGRESOS,934.66
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,OTROS INGRESOS,791.46
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,OTROS INGRESOS,769.25
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,OTROS INGRESOS,708.29
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,OTROS INGRESOS,477.36
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,OTROS INGRESOS,166.67
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,OTROS INGRESOS,24.08
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,OTROS INGRESOS,0.00
2021,Marzo,202103,ADP,Iquitos,INGRESO NO REGULADOS,OTROS ALQUILERES,"8,740.67"
2021,Marzo,202103,ADP,Trujillo,INGRESO NO REGULADOS,OTROS ALQUILERES,"8,009.30"
2021,Marzo,202103,ADP,Chiclayo,INGRESO NO REGULADOS,OTROS ALQUILERES,"7,550.10"
2021,Marzo,202103,ADP,Piura,INGRESO NO REGULADOS,OTROS ALQUILERES,"7,016.98"
2021,Marzo,202103,ADP,Pisco,INGRESO NO REGULADOS,OTROS ALQUILERES,"6,509.09"
2021,Marzo,202103,ADP,Pucallpa,INGRESO NO REGULADOS,OTROS ALQUILERES,"5,505.62"
2021,Marzo,202103,ADP,Tarapoto,INGRESO NO REGULADOS,OTROS ALQUILERES,"5,249.81"
2021,Marzo,202103,ADP,Tumbes,INGRESO NO REGULADOS,OTROS ALQUILERES,"4,440.79"
2021,Marzo,202103,ADP,Cajamarca,INGRESO NO REGULADOS,OTROS ALQUILERES,"2,995.42"
2021,Marzo,202103,ADP,Talara,INGRESO NO REGULADOS,OTROS ALQUILERES,"2,125.12"
2021,Marzo,202103,ADP,Chachapoyas,INGRESO NO REGULADOS,OTROS ALQUILERES,78.05
2021,Marzo,202103,ADP,Huaraz-Anta,INGRESO NO REGULADOS,OTROS ALQUILERES,78.05
2021,Marzo,202103,ADP,Lima,INGRESO NO REGULADOS,OTROS ALQUILERES,"-1,593.49"
2021,Marzo,202103,ADP,Lima,REEMBOLSOS,INGRESOS FINANCIEROS,"63,559.71"
2021,Marzo,202103,ADP,Cajamarca,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Chachapoyas,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Chiclayo,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Huaraz-Anta,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Iquitos,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Pisco,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Piura,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Pucallpa,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Talara,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Tarapoto,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Trujillo,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Tumbes,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2021,Marzo,202103,ADP,Lima,REEMBOLSOS,REEMBOLSOS,"692,898.46"
2021,Marzo,202103,ADP,Chiclayo,REEMBOLSOS,REEMBOLSOS,"21,799.30"
2021,Marzo,202103,ADP,Piura,REEMBOLSOS,REEMBOLSOS,"12,631.61"
2021,Marzo,202103,ADP,Iquitos,REEMBOLSOS,REEMBOLSOS,"8,736.13"
2021,Marzo,202103,ADP,Tarapoto,REEMBOLSOS,REEMBOLSOS,"5,236.81"
2021,Marzo,202103,ADP,Trujillo,REEMBOLSOS,REEMBOLSOS,"3,913.54"
2021,Marzo,202103,ADP,Pucallpa,REEMBOLSOS,REEMBOLSOS,"3,237.79"
2021,Marzo,202103,ADP,Tumbes,REEMBOLSOS,REEMBOLSOS,"1,681.72"
2021,Marzo,202103,ADP,Cajamarca,REEMBOLSOS,REEMBOLSOS,"1,598.49"
2021,Marzo,202103,ADP,Talara,REEMBOLSOS,REEMBOLSOS,"1,439.49"
2021,Marzo,202103,ADP,Pisco,REEMBOLSOS,REEMBOLSOS,784.26
2021,Marzo,202103,ADP,Chachapoyas,REEMBOLSOS,REEMBOLSOS,75.57
2021,Marzo,202103,ADP,Huaraz-Anta,REEMBOLSOS,REEMBOLSOS,6.92
2021,Marzo,202103,ADP,Cajamarca,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Chachapoyas,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Chiclayo,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Huaraz-Anta,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Iquitos,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Lima,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Pisco,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Piura,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Pucallpa,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Talara,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Tarapoto,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Trujillo,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,ADP,Tumbes,REEMBOLSOS,OTROS REEMBOLSOS,0.00
2021,Marzo,202103,AAP,Arequipa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"57,013.44"
2021,Marzo,202103,AAP,Juliaca,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"8,336.97"
2021,Marzo,202103,AAP,Tacna,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"5,937.32"
2021,Marzo,202103,AAP,Puerto Maldonado,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"4,288.21"
2021,Marzo,202103,AAP,Ayacucho,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"3,588.41"
2021,Marzo,202103,AAP,Andahuaylas,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,0.00
2021,Marzo,202103,AAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,0.00
2021,Marzo,202103,AAP,Ayacucho,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"2,401.60"
2021,Marzo,202103,AAP,Arequipa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,211.27
2021,Marzo,202103,AAP,Juliaca,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,106.87
2021,Marzo,202103,AAP,Puerto Maldonado,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,106.05
2021,Marzo,202103,AAP,Tacna,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,18.56
2021,Marzo,202103,AAP,Andahuaylas,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,0.00
2021,Marzo,202103,AAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,0.00
2021,Marzo,202103,AAP,Arequipa,INGRESO REGULADOS,T U U A NACIONAL,"141,112.18"
2021,Marzo,202103,AAP,Juliaca,INGRESO REGULADOS,T U U A NACIONAL,"44,032.08"
2021,Marzo,202103,AAP,Tacna,INGRESO REGULADOS,T U U A NACIONAL,"33,339.66"
2021,Marzo,202103,AAP,Puerto Maldonado,INGRESO REGULADOS,T U U A NACIONAL,"19,841.24"
2021,Marzo,202103,AAP,Ayacucho,INGRESO REGULADOS,T U U A NACIONAL,"16,288.15"
2021,Marzo,202103,AAP,Andahuaylas,INGRESO REGULADOS,T U U A NACIONAL,0.00
2021,Marzo,202103,AAP,Lima,INGRESO REGULADOS,T U U A NACIONAL,0.00
2021,Marzo,202103,AAP,Arequipa,INGRESO REGULADOS,T U U A INTERNACIONAL,"5,740.70"
2021,Marzo,202103,AAP,Andahuaylas,INGRESO REGULADOS,T U U A INTERNACIONAL,0.00
2021,Marzo,202103,AAP,Ayacucho,INGRESO REGULADOS,T U U A INTERNACIONAL,0.00
2021,Marzo,202103,AAP,Juliaca,INGRESO REGULADOS,T U U A INTERNACIONAL,0.00
2021,Marzo,202103,AAP,Lima,INGRESO REGULADOS,T U U A INTERNACIONAL,0.00
2021,Marzo,202103,AAP,Puerto Maldonado,INGRESO REGULADOS,T U U A INTERNACIONAL,0.00
2021,Marzo,202103,AAP,Tacna,INGRESO REGULADOS,T U U A INTERNACIONAL,0.00
2021,Marzo,202103,AAP,Arequipa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"11,629.62"
2021,Marzo,202103,AAP,Juliaca,INGRESO REGULADOS,SERVICIOS DE RAMPA,"2,790.82"
2021,Marzo,202103,AAP,Tacna,INGRESO REGULADOS,SERVICIOS DE RAMPA,"1,943.54"
2021,Marzo,202103,AAP,Ayacucho,INGRESO REGULADOS,SERVICIOS DE RAMPA,"1,454.00"
2021,Marzo,202103,AAP,Puerto Maldonado,INGRESO REGULADOS,SERVICIOS DE RAMPA,"1,281.42"
2021,Marzo,202103,AAP,Andahuaylas,INGRESO REGULADOS,SERVICIOS DE RAMPA,0.00
2021,Marzo,202103,AAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,0.00
2021,Marzo,202103,AAP,Arequipa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"1,867.23"
2021,Marzo,202103,AAP,Tacna,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,600.15
2021,Marzo,202103,AAP,Juliaca,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,538.05
2021,Marzo,202103,AAP,Puerto Maldonado,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,413.63
2021,Marzo,202103,AAP,Ayacucho,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,86.25
2021,Marzo,202103,AAP,Andahuaylas,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,AAP,Lima,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2021,Marzo,202103,AAP,Arequipa,INGRESO REGULADOS,PUENTE DE EMBARQUE,"4,461.15"
2021,Marzo,202103,AAP,Andahuaylas,INGRESO REGULADOS,PUENTE DE EMBARQUE,0.00
2021,Marzo,202103,AAP,Ayacucho,INGRESO REGULADOS,PUENTE DE EMBARQUE,0.00
2021,Marzo,202103,AAP,Juliaca,INGRESO REGULADOS,PUENTE DE EMBARQUE,0.00
2021,Marzo,202103,AAP,Lima,INGRESO REGULADOS,PUENTE DE EMBARQUE,0.00
2021,Marzo,202103,AAP,Puerto Maldonado,INGRESO REGULADOS,PUENTE DE EMBARQUE,0.00
2021,Marzo,202103,AAP,Tacna,INGRESO REGULADOS,PUENTE DE EMBARQUE,0.00
2021,Marzo,202103,AAP,Arequipa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,712.47
2021,Marzo,202103,AAP,Tacna,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,310.36
2021,Marzo,202103,AAP,Puerto Maldonado,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,74.22
2021,Marzo,202103,AAP,Andahuaylas,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,0.00
