work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,EN,FT,Data Scientist,74540,USD,74540,US,0,US,M
2023,EX,FT,Data Engineer,110000,USD,110000,US,0,US,M
2022,SE,FT,Data Engineer,160080,USD,160080,US,100,US,M
2022,SE,FT,Data Engineer,63000,USD,63000,US,0,US,M
2023,SE,FT,Data Analyst,187000,USD,187000,US,0,US,M
2022,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2021,SE,FT,Machine Learning Engineer,185000,USD,185000,US,50,US,L
2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M
2021,EX,FT,Head of Data,235000,USD,235000,US,100,US,L
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,M
2023,SE,FT,Machine Learning Engineer,188800,USD,188800,US,100,US,M
2023,SE,FT,Data Engineer,133832,USD,133832,US,0,US,M
2022,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Engineer,265000,USD,265000,US,100,US,M
2022,EN,FT,Product Data Analyst,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2022,MI,FT,Data Scientist,96000,GBP,118208,GB,0,GB,M
2022,MI,FT,Machine Learning Scientist,22800,USD,22800,EG,100,EG,M
2022,SE,FT,Data Analyst,69000,USD,69000,US,100,US,M
2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2022,SE,FT,Data Engineer,35000,EUR,36773,PT,0,PT,M
2022,SE,FT,Lead Machine Learning Engineer,66000,EUR,69344,PT,100,PT,L
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,128280,USD,128280,US,0,US,M
2022,SE,FT,Data Scientist,208000,USD,208000,US,100,US,M
2023,SE,FT,Data Engineer,114000,USD,114000,US,100,US,M
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,ML Engineer,260000,USD,260000,CA,100,CA,M
2022,EN,FT,Data Analyst,150000,USD,150000,US,100,US,L
2023,SE,FT,Data Strategist,90000,USD,90000,CA,0,CA,M
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2023,MI,FT,Data Science Consultant,90000,USD,90000,US,0,US,M
2023,SE,FT,Data Engineer,240000,USD,240000,US,0,US,M
2021,EN,FT,Data Scientist,42000,EUR,49646,FR,50,FR,M
2023,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M
2023,MI,FT,Data Architect,106500,USD,106500,US,0,US,M
2023,SE,FT,Data Analyst,52000,EUR,55800,ES,100,ES,M
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M
2023,MI,FT,Data Analyst,182500,USD,182500,US,0,US,M
2023,MI,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,S
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
2022,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,EN,FT,Data Analyst,46000,USD,46000,US,100,US,L
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M
2020,EN,FT,AI Scientist,300000,DKK,45896,DK,50,DK,S
2022,SE,FT,Analytics Engineer,184700,USD,184700,US,0,US,M
2022,MI,FT,Data Engineer,2800000,INR,35610,IN,50,IN,L
2022,SE,FT,Machine Learning Infrastructure Engineer,186000,USD,186000,US,100,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M
2022,SE,FT,Data Scientist,107000,USD,107000,US,100,US,M
2022,SE,FT,Data Engineer,206699,USD,206699,US,0,US,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2023,SE,FT,Data Analyst,385000,USD,385000,US,0,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M
2022,SE,FT,Data Scientist,100000,USD,100000,US,0,US,L
2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M
2022,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M
2021,MI,FT,Data Scientist,1250000,INR,16904,IN,100,IN,S
2023,SE,FT,Research Engineer,100000,EUR,107309,DE,100,DE,S
2023,EX,FT,Head of Data Science,131899,GBP,160288,GB,0,GB,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Engineer,187500,USD,187500,US,100,US,M
2022,SE,FT,Data Scientist,243900,USD,243900,US,100,US,M
2022,MI,FT,MLOps Engineer,134000,USD,134000,US,100,US,M
2022,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M
2022,SE,FT,Analytics Engineer,116250,USD,116250,US,100,US,M
2022,SE,FT,Data Engineer,54000,USD,54000,US,0,US,M
2023,SE,FT,Data Analyst,112000,USD,112000,US,100,US,M
2023,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2023,EN,FT,Research Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Data Engineer,163625,USD,163625,US,100,US,M
2021,SE,FT,Computer Vision Engineer,24000,USD,24000,BR,100,BR,M
2022,MI,FT,Data Engineer,60000,GBP,73880,GB,100,GB,M
2020,EN,FT,Machine Learning Engineer,138000,USD,138000,US,100,US,S
2022,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M
2022,MI,FT,Data Engineer,118000,USD,118000,US,100,US,M
2022,EN,FT,Machine Learning Engineer,54000,CHF,56536,CH,100,CH,S
2023,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
2021,MI,FT,Big Data Engineer,60000,USD,60000,ES,50,RO,M
2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,EN,FT,Business Data Analyst,20000,EUR,21461,ES,0,ES,M
2021,EN,FT,Machine Learning Developer,100000,USD,100000,IQ,50,IQ,S
2022,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M
2023,SE,FT,Machine Learning Scientist,220000,USD,220000,US,0,US,M
2020,MI,FT,Data Engineer,130800,USD,130800,ES,100,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2023,SE,FT,Data Engineer,65488,USD,65488,US,0,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2022,SE,FT,Data Engineer,80000,USD,80000,US,0,US,L
2022,SE,FT,Data Scientist,140700,USD,140700,US,0,US,M
2023,SE,FT,Data Engineer,123700,USD,123700,US,0,US,L
2022,SE,FT,Data Engineer,193000,USD,193000,ES,100,US,M
2023,SE,FT,Data Engineer,203100,USD,203100,US,0,US,M
2022,MI,FT,Data Engineer,55000,GBP,67723,GB,100,GB,M
2021,SE,FT,Director of Data Science,168000,USD,168000,JP,0,JP,S
2023,SE,FT,Data Analyst,90000,USD,90000,US,100,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M
2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2022,MI,FT,Data Scientist,61000,EUR,64090,DE,0,DE,M
2023,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,US,0,US,M
2022,MI,FT,Data Scientist,55000,GBP,67723,GB,0,GB,M
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
2023,SE,FT,Data Scientist,113000,USD,113000,CA,0,CA,M
2023,MI,FT,Data Engineer,162500,USD,162500,US,0,US,M
2022,SE,FT,Data Engineer,179500,USD,179500,US,0,US,M
2023,EN,FT,Data Scientist,1050000,INR,12767,IN,50,IN,L
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2022,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M
2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L
2023,SE,FT,ML Engineer,110000,USD,110000,CA,100,CA,M
2022,MI,FT,Machine Learning Scientist,153000,USD,153000,US,50,US,M
2021,MI,CT,ML Engineer,270000,USD,270000,US,100,US,L
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,EN,FT,Applied Scientist,130760,USD,130760,US,0,US,L
2023,SE,FT,Data Scientist,370000,USD,370000,US,0,US,M
2023,EN,FT,Research Scientist,100000,USD,100000,US,0,US,M
2022,EN,FT,Data Analyst,20000,USD,20000,CR,50,US,M
2021,SE,FT,Data Science Manager,174000,USD,174000,US,100,US,L
2022,MI,FT,ML Engineer,148500,USD,148500,US,100,US,L
2023,MI,FT,Machine Learning Engineer,62000,GBP,75344,GB,100,GB,M
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
2023,MI,CT,ML Engineer,25500,USD,25500,US,100,US,S
2023,SE,FT,Data Analyst,127075,USD,127075,US,100,US,M
2023,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2022,SE,FT,Analytics Engineer,125000,USD,125000,US,100,US,M
2022,SE,FT,Data Scientist,149850,USD,149850,US,0,US,M
2022,SE,FT,Data Scientist,153000,USD,153000,US,100,US,M
2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M
2022,SE,FT,Data Analyst,201000,USD,201000,US,100,US,M
2023,SE,FT,Data Engineer,107500,USD,107500,US,100,US,M
2022,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
2021,MI,FT,Machine Learning Engineer,180000,PLN,46597,PL,100,PL,L
2023,MI,FT,Data Engineer,55000,GBP,66837,GB,100,GB,M
2023,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M
2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Data Engineer,81500,USD,81500,US,0,US,M
2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
2022,EN,FT,Data Analyst,500000,INR,6359,FR,100,IN,L
2023,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M
2022,MI,FT,BI Data Analyst,65000,AUD,45050,AU,50,AU,L
2023,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M
2022,EN,FT,Data Scientist,93000,USD,93000,US,0,US,M
2022,EN,FT,3D Computer Vision Researcher,50000,USD,50000,US,100,CR,S
2023,SE,FT,Data Strategist,72000,USD,72000,CA,0,CA,M
2023,MI,FT,Data Analyst,120000,USD,120000,US,100,US,M
2022,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M
2023,EN,FT,Compliance Data Analyst,30000,USD,30000,NG,100,NG,L
2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M
2023,MI,CT,ML Engineer,30000,USD,30000,US,100,US,S
2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M
2022,SE,FT,Data Specialist,70000,USD,70000,US,0,US,M
2023,EX,FT,Head of Data Science,314100,USD,314100,US,0,US,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,US,100,US,M
2020,SE,FT,Machine Learning Engineer,40000,EUR,45618,HR,100,HR,S
2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,M
2023,SE,FT,Applied Scientist,159100,USD,159100,US,0,US,L
2023,SE,FT,Data Engineer,270703,USD,270703,US,0,US,M
2023,SE,FT,Data Engineer,201450,USD,201450,US,100,US,M
2022,SE,FT,Machine Learning Engineer,57000,EUR,59888,NL,100,NL,L
2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2022,EN,FT,Machine Learning Engineer,115000,USD,115000,US,50,US,L
2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
2022,SE,FT,Applied Scientist,141525,USD,141525,US,100,US,M
