Marca temporal,Edad:,Sexo:,Distrito:,¿Actualmente cuál es su principal ocupación?,¿Conocía las billeteras digitales antes de la pandemia de COVID-19?,¿Utilizaba billeteras digitales antes de la pandemia?,¿Cuál es la principal razón por la que utilizaba las billeteras digitales antes de la pandemia?,¿Cuál es la principal razón por la que NO utilizaba las billeteras digitales antes de la pandemia?,¿Actualmente utiliza billeteras digitales?,¿Qué billetera digital usa con más frecuencia?,¿Cuál es la segunda billetera digital que usa con más frecuencia?,¿Desde hace cuánto utiliza este método de pago?,¿Qué razones llevaron a que empezara a usar las billeteras digitales?,¿Por qué razones sigue utilizando este método de pago?,¿Las billeteras digitales son su método principal de pago?,¿Ha intentado usar billeteras digitales?,¿Cuál es su método principal de pago?,¿Qué factores le impiden utilizar una billetera digital como método principal?,¿Cuál es el gasto promedio diario (en soles) que tenía antes de la pandemia con su método principal de pago?,¿Cuál es el gasto promedio diario actual (en soles) que tiene con su método principal de pago?,"En una escala del 1 al 5, ¿qué tan cómodo se siente con su método principal de pago?","En una escala del 1 al 5, ¿cuán rápido cree que es pagar con billeteras digitales que con otros métodos de pago?",¿Cuántos miembros de su familia utilizan billeteras digitales?
3/05/2023 9:37:43,18,Masculino,Lince,Estudiante,No,,,,Sí,Yape,Ninguno,15,"Miedo al contagio por COVID-19, Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)",Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),Sí,,,,50,50,5,1,5
3/05/2023 9:44:42,57,Femenino,Surquillo,Trabajo profesional,Sí,No,,Poca/nula necesidad,Sí,Yape,Plin,24,"Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago)","Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Costumbre",No,,Tarjeta (de crédito o de débito),"Falta de necesidad, Seguridad (ej: Sentimiento de estar más propenso a ser víctima de algún tipo de delito como fraude o suplantación de identidad)",60,80,5,5,3
3/05/2023 9:49:16,21,Femenino,San Martín de Porres,Estudiante,Sí,Sí,Necesidad (ej.: Este medio era muy usado en su entorno),,Sí,Yape,Plin,30,"Miedo al contagio por COVID-19, Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)","Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros), Costumbre",Sí,,,,5,15,4,5,10
3/05/2023 10:00:51,18,Femenino,Surquillo,Estudiante,No,,,,Sí,Yape,Plin,6,Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),No,,Efectivo,Falta de necesidad,20,30,3,4,3
3/05/2023 10:50:22,50,Femenino,Santiago de Surco,Trabajo profesional,No,,,,No,,,,,,,Sí,Efectivo,Seguridad (ej: Sentimiento de estar más propenso a ser víctima de algún tipo de delito como fraude o suplantación de identidad),50,100,4,2,5
3/05/2023 10:58:52,40,Masculino,Lima,Oficio,No,,,,No,,,,,,,No,Efectivo,Seguridad (ej: Sentimiento de estar más propenso a ser víctima de algún tipo de delito como fraude o suplantación de identidad),15,30,1,2,0
3/05/2023 11:27:27,28,Femenino,San Borja,Trabajo profesional,No,,,,Sí,Yape,Plin,24,"Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago)","Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago)",Sí,,,,20,20,5,5,3
3/05/2023 12:54:19,41,Masculino,Los Olivos,Trabajo profesional,Sí,No,,Poca/nula necesidad,Sí,Plin,Agora PAY,12,Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),No,,Efectivo,Seguridad (ej: Sentimiento de estar más propenso a ser víctima de algún tipo de delito como fraude o suplantación de identidad),60,50,5,5,2
3/05/2023 13:29:45,18,Masculino,San Juan de Miraflores,Estudiante,No,,,,No,,,,,,,No,Efectivo,Falta de necesidad,5,30,4,5,0
3/05/2023 13:40:39,19,Femenino,Barranco,Estudiante,No,,,,Sí,Plin,Apple pay,12,"Miedo al contagio por COVID-19, Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)","Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)",Sí,,,,20,30,4,5,5
3/05/2023 13:45:21,19,Femenino,Barranco,Estudiante,No,,,,Sí,Yape,Yape,12,"Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)","Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)",Sí,,,,10,50,5,5,2
3/05/2023 16:04:18,18,Masculino,San Borja,Estudiante,Sí,Sí,Comodidad (ej.: Integridad con otros medios de pago),,Sí,Yape,Yape,16,"Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago)","Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Costumbre",Sí,,,,2,3,5,5,4
3/05/2023 18:08:19,52,Femenino,Lima,Trabajo profesional,No,,,,Sí,Yape,Yape,48,Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno),Sí,,,,50,50,5,5,5
3/05/2023 18:09:34,53,Masculino,San Juan de Lurigancho,Oficio,Sí,Sí,Accesibilidad (ej.: Realizar transferencias desde el teléfono),,Sí,Yape,Plin,36,Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros),Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros),Sí,,,,80,100,5,5,4
3/05/2023 19:04:10,19,Femenino,Barranco,Estudiante,Sí,No,,Ninguna de las anteriores,Sí,Yape,Plin,6,"Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago)",Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno),Sí,,,,20,25,5,5,3
4/05/2023 7:10:57,48,Femenino,Los Olivos,Trabajo profesional,No,,,,No,,,,,,,No,Efectivo,Seguridad (ej: Sentimiento de estar más propenso a ser víctima de algún tipo de delito como fraude o suplantación de identidad),500,950,4,2,0
4/05/2023 12:03:57,19,Femenino,Barranco,Estudiante,No,,,,Sí,Yape,Plin,15,"Miedo al contagio por COVID-19, Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)","Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros), Costumbre",Sí,,,,50,70,5,5,2
4/05/2023 13:07:52,18,Masculino,San Juan de Miraflores,Estudiante,Sí,No,,Ninguna de las anteriores,Sí,Yape,Ninguno,16,Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),Sí,,,,20,20,5,5,4
4/05/2023 14:16:37,18,Femenino,Pueblo Libre,Estudiante,No,,,,Sí,Yape,Plin,12,"Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)","Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros), Costumbre",Sí,,,,10,35,5,5,4
4/05/2023 14:17:50,18,Masculino,Miraflores,Estudiante,Sí,Sí,Comodidad (ej.: Integridad con otros medios de pago),,Sí,Apple Pay,Yape,24,Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros),"Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros), Costumbre",Sí,,,,50,200,5,4,3
4/05/2023 14:19:15,18,Femenino,La Molina,Estudiante,No,,,,Sí,Yape,Yape,8,"Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago)","Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago)",Sí,,,,1,40,4,4,3
4/05/2023 23:05:11,19,Femenino,Los Olivos,Estudiante,No,,,,No,,,,,,,Sí,Tarjeta (de crédito o de débito),Ninguna de las anteriores,5,15,4,3,2
5/05/2023 0:09:42,19,Femenino,San Juan de Lurigancho,Estudiante,Sí,No,,Desconfianza (ej.: Sentimiento de vulnerabilidad),No,,,,,,,No,Efectivo,Seguridad (ej: Sentimiento de estar más propenso a ser víctima de algún tipo de delito como fraude o suplantación de identidad),10,20,3,3,2
5/05/2023 17:54:01,21,Masculino,Comas,Estudiante,No,,,,No,,,,,,,No,Efectivo,Seguridad (ej: Sentimiento de estar más propenso a ser víctima de algún tipo de delito como fraude o suplantación de identidad),10,20,3,2,0
5/05/2023 17:55:49,17,Masculino,Callao *,Estudiante,Sí,No,,Poca/nula necesidad,No,,,,,,,Sí,Efectivo,Desconocimiento de cómo usar este tipo de método de pago,10,25,2,5,2
5/05/2023 18:06:03,19,Masculino,Carabayllo,Estudiante,Sí,No,,Poca/nula necesidad,Sí,Plin,Yape,24,"Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)","Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno), Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago), Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros)",No,,Efectivo,Falta de necesidad,0,20,5,3,5
5/05/2023 18:25:43,17,Masculino,Barranco,Estudiante,Sí,No,,Desconfianza (ej.: Sentimiento de vulnerabilidad),Sí,Yape,Yape,5,Necesidad (ej.: Mayor utilización de este medio de pago por parte de tu entorno),Seguridad (ej.: Sentimiento de que es un método de pago más seguro que otros),No,,Efectivo,Seguridad (ej: Sentimiento de estar más propenso a ser víctima de algún tipo de delito como fraude o suplantación de identidad),500,550,5,4,2
5/05/2023 21:45:55,19,Masculino,Barranco,Estudiante,Sí,Sí,Comodidad (ej.: Integridad con otros medios de pago),,Sí,Yape,Plin,48,Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),Comodidad/Flexibilidad (ej. Tener todo en la app y dejar de lado otros medios de pago),Sí,,,,20,120,4,4,2
