"GENERO","MINEDAD","CAP300P324A","SELECT_UNI_GESTION","NOMBRECCDD","CAP300P351","CAP300P353","CAP400P473","CAP300P319_4","CAP100P101","CAP400P472","CAP400P441_MONE","CAP400P440_MONE","CAP400P437_MONE","CAP400P436_MONE","CAP300P319_2","CAP300P319_5","CAP300P312","SELECT_UNI","CAP400P469","CAP400P406","CAP400P401"
2,1,NA,1,"APURIMAC",2,5,5,2,1,1,0,0,0,1000,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0103",2,1,1
2,1,NA,2,"APURIMAC",1,4,6,2,1,NA,0,0,0,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0125",NA,NA,2
2,1,NA,2,"JUNIN",1,1,1,2,1,1,0,0,0,1000,1,2,"CONTABILIDAD Y FINANZAS","U0057",6,1,1
2,1,NA,1,"TACNA",2,2,6,2,1,1,0,0,0,2500,1,2,"INGENIERÍA COMERCIAL","U0024",2,1,1
2,1,NA,1,"LA LIBERTAD",1,1,6,2,2,1,0,0,0,2350,1,2,"INGENIERÍA ZOOTECNIA   ( INGENIERÍA DE ZOOTECNIA, INGENIERÍA ZOOTÉCNICA E INGENIERÍA DE ZOOTECNISTA )","U0045",1,2,1
2,1,1,1,"JUNIN",1,3,6,2,1,1,0,0,0,1460,1,2,"CONTABILIDAD","U0032",3,1,1
2,1,1,2,"LIMA",3,2,6,2,1,NA,0,0,0,1800,1,2,"CONTABILIDAD","U0076",NA,1,1
2,1,2,1,"LORETO",2,1,6,2,3,1,0,0,0,173.2,1,2,"EDUCACIÓN INICIAL","U0051",2,2,2
1,1,NA,1,"UCAYALI",5,5,6,2,1,NA,400,0,0,400,1,2,"EDUCACIÓN SECUNDARIA - CIENCIAS MATEMÁTICAS, FÍSICAS E INFORMÁTICA","U0031",NA,1,1
2,1,1,2,"LIMA",1,6,6,1,1,2,0,0,0,2500,1,2,"ADMINISTRACIÓN","U0076",1,1,1
1,1,NA,1,"LORETO",3,3,3,2,1,5,0,0,0,2800,1,2,"EDUCACIÓN SECUNDARIA","U0051",6,2,1
2,1,2,2,"LIMA",1,2,6,2,1,1,0,0,0,850,2,2,"EDUCACIÓN SECUNDARIA","U0058",1,1,1
2,1,NA,1,"LIMA",1,1,6,2,1,3,3750,0,2200,0,1,2,"CONTABILIDAD","U0040",6,1,1
2,1,2,1,"CAJAMARCA",1,1,6,2,1,1,0,0,0,1000,1,2,"CONTABILIDAD","U0028",1,1,1
1,1,NA,1,"PIURA",1,1,6,2,1,NA,1000,0,1000,0,1,2,"CIENCIAS ADMINISTRATIVAS   (CIENCIAS DE LA ADMINISTRACION)","U0046",NA,1,1
2,1,NA,2,"APURIMAC",1,5,1,2,1,NA,0,0,0,1100,1,1,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0125",NA,2,1
2,1,NA,2,"APURIMAC",1,5,1,2,1,1,0,0,0,3000,1,2,"CIENCIAS CONTABLES Y FINANCIERAS","U0125",2,1,1
2,1,NA,1,"AYACUCHO",2,5,1,2,1,1,0,0,0,750,1,2,"ENFERMERÍA","U0019",1,1,1
2,1,NA,1,"AYACUCHO",5,3,6,2,1,NA,0,0,0,750,1,2,"OBSTETRICIA","U0019",NA,1,2
1,1,NA,1,"AREQUIPA",1,1,6,2,1,NA,0,0,0,1500,1,2,"INGENIERÍA MECÁNICA","U0035",NA,1,1
2,1,1,2,"LIMA",2,3,6,2,1,NA,0,0,0,1800,1,2,"CONTABILIDAD","U0092",NA,1,1
1,1,1,1,"PIURA",1,1,6,2,1,3,0,900,0,3200,1,2,"AGRONOMÍA","U0046",3,1,1
1,1,NA,1,"TUMBES",1,4,6,2,1,2,0,0,0,1400,1,2,"OBSTETRICIA","U0050",4,1,1
2,1,1,2,"LIMA",2,3,5,2,2,3,0,0,0,2100,1,2,"ADMINISTRACIÓN HOTELERA","U0055",3,1,1
2,1,1,1,"AYACUCHO",8,1,1,2,1,1,0,0,0,0,1,2,"MEDICINA VETERINARIA","U0019",2,NA,2
2,1,NA,1,"LA LIBERTAD",3,2,6,2,1,NA,0,0,0,800,1,2,"EDUCACIÓN SECUNDARIA - CIENCIAS SOCIALES","U0045",NA,1,1
1,1,1,2,"LIMA",2,5,6,2,1,NA,0,0,0,3000,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0089",NA,1,1
1,1,NA,1,"AREQUIPA",NA,NA,1,2,1,2,0,0,0,1800,1,2,"ADMINISTRACIÓN","U0035",6,1,1
1,1,NA,1,"CUSCO",1,3,6,2,1,5,0,0,0,0,1,2,"INGENIERÍA CIVIL","U0044",1,NA,2
2,1,NA,1,"PUNO",3,1,1,2,1,1,0,125,15,0,1,2,"EDUCACIÓN PRIMARIA","U0020",3,2,2
1,1,NA,1,"LIMA",2,2,6,2,1,NA,0,0,0,1500,1,2,"INGENIERÍA DE TELECOMUNICACIONES   ( INGENIERÍA DE LAS TELECOMUNICACIONES E INGENIERÍA EN TELECOMUNICACIONES)","U0039",NA,1,1
1,1,2,1,"CUSCO",2,5,1,2,1,2,0,0,0,2700,1,2,"CONTABILIDAD","U0044",1,1,1
1,1,1,1,"AREQUIPA",NA,NA,1,2,1,NA,1280,0,0,800,1,2,"INGENIERÍA QUÍMICA","U0035",NA,2,1
1,1,1,2,"JUNIN",2,1,6,2,1,NA,0,0,0,600,1,2,"ADMINISTRACIÓN Y SISTEMAS","U0011",NA,1,2
1,1,2,2,"LIMA",3,1,6,2,1,1,0,0,0,1732,2,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0129",3,1,1
2,1,1,2,"LIMA",2,2,5,2,1,NA,0,0,0,0,1,2,"OBSTETRICIA","U0129",NA,NA,2
2,1,NA,2,"PUNO",1,1,1,2,1,2,0,0,600,0,1,2,"CONTABILIDAD","U0052",2,2,2
2,1,1,1,"ANCASH",6,1,6,2,1,1,0,0,0,1050,1,2,"EDUCACIÓN INICIAL","U0029",3,1,1
1,1,NA,1,"ANCASH",3,1,1,2,1,1,0,0,0,750,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0029",6,2,1
2,1,NA,2,"CUSCO",NA,NA,6,2,2,NA,0,0,0,4000,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0049",NA,1,1
2,1,1,2,"LAMBAYEQUE",3,3,8,2,1,NA,1250,0,0,570,1,2,"EDUCACIÓN PRIMARIA","U0036",NA,1,1
1,1,NA,1,"TACNA",1,2,1,2,1,NA,0,0,0,0,1,2,"ARQUITECTURA","U0024",NA,NA,2
2,1,NA,2,"CAJAMARCA",2,1,6,2,1,NA,0,0,0,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0064",NA,NA,2
2,1,1,2,"CAJAMARCA",2,5,6,2,1,NA,0,0,0,2400,1,2,"PSICOLOGÍA","U0064",NA,1,2
1,1,NA,2,"SAN MARTIN",3,5,6,2,1,3,2000,0,0,3500,1,2,"ECONOMÍA","U0014",1,1,1
1,1,1,2,"LIMA",1,2,6,2,1,NA,0,0,0,3600,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0014",NA,1,1
1,1,NA,1,"APURIMAC",2,3,1,2,1,3,0,0,0,1100,1,2,"INGENIERÍA AGROINDUSTRIAL","U0103",1,2,1
2,1,1,1,"ANCASH",1,3,6,2,1,3,0,0,0,1014,1,2,"EDUCACIÓN ARTÍSTICA - MÚSICA","U0048",1,1,1
1,1,NA,1,"ANCASH",1,2,6,2,1,NA,200,0,700,0,1,2,"BIOLOGÍA EN ACUICULTURA","U0029",NA,2,1
2,1,3,2,"LIMA",1,1,6,2,2,5,0,0,0,7500,1,2,"GESTIÓN Y ALTA DIRECCIÓN","U0033",6,1,1
1,1,1,1,"TUMBES",1,5,6,2,2,3,0,0,0,2000,1,2,"CONTABILIDAD","U0050",1,1,1
1,1,NA,1,"UCAYALI",2,1,3,2,1,NA,0,0,400,0,1,2,"INGENIERÍA AGROFORESTAL ACUÍCOLA","U0061",NA,2,2
1,1,1,2,"ANCASH",1,1,6,2,1,NA,0,0,0,1200,1,2,"INGENIERÍA DE SISTEMAS","U0023",NA,1,1
2,1,2,1,"CAJAMARCA",1,5,6,2,2,NA,0,0,0,2300,1,2,"CONTABILIDAD","U0028",NA,1,1
2,1,NA,2,"LAMBAYEQUE",3,1,6,2,1,2,0,0,0,700,1,2,"EDUCACIÓN INICIAL","U0036",2,1,2
1,1,2,1,"LAMBAYEQUE",1,5,6,2,1,1,0,0,0,1740,1,2,"ECONOMÍA","U0002",2,1,1
2,1,NA,1,"TACNA",1,3,2,2,1,NA,0,0,0,800,1,2,"ENFERMERÍA","U0024",NA,2,2
1,1,NA,1,"TACNA",1,3,6,2,1,NA,0,0,0,800,1,2,"CONTABILIDAD","U0024",NA,1,1
2,1,NA,2,"LIMA",1,2,1,2,1,1,0,0,0,1000,1,1,"OBSTETRICIA","U0129",1,1,1
1,1,3,2,"ANCASH",2,1,5,2,1,1,0,0,0,866,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0058",6,2,1
1,1,NA,2,"JUNIN",3,5,8,2,1,NA,0,0,0,3050,1,2,"INGENIERÍA DE SISTEMAS","U0057",NA,1,1
2,1,1,2,"LAMBAYEQUE",2,4,8,2,1,NA,0,0,0,1400,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0079",NA,1,1
1,1,NA,2,"LIMA",4,1,6,2,1,6,0,0,0,4200,1,2,"INGENIERÍA DE SOFTWARE","U0126",2,1,1
1,1,NA,1,"MADRE DE DIOS",2,5,3,2,1,4,0,0,0,2000,1,2,"INGENIERÍA FORESTAL Y DEL MEDIO AMBIENTE   ( INGENIERÍA FORESTAL Y MEDIO AMBIENTE E INGENIERÍA FORESTAL Y AMBIENTAL)","U0102",6,1,1
2,1,1,1,"PUNO",8,1,2,2,1,NA,0,800,0,1500,1,2,"EDUCACIÓN PRIMARIA","U0020",NA,1,1
2,1,NA,2,"LIMA",4,3,6,2,1,1,0,0,0,850,1,2,"EDUCACIÓN PRIMARIA","U0056",1,1,1
1,1,NA,2,"ANCASH",1,2,6,2,1,2,0,0,0,1500,1,2,"CONTABILIDAD","U0023",3,1,1
2,1,NA,1,"HUANCAVELICA",1,5,6,2,1,1,0,0,400,0,1,2,"ADMINISTRACIÓN","U0038",2,2,1
2,1,NA,2,"LIMA",1,2,5,2,1,NA,0,0,0,3000,1,2,"PSICOLOGÍA","U0016",NA,1,1
1,1,1,1,"LA LIBERTAD",1,3,6,2,1,2,100,0,0,750,1,2,"INGENIERÍA INFORMÁTICA","U0045",1,1,1
1,1,NA,1,"LA LIBERTAD",1,2,6,2,1,2,0,0,750,0,1,2,"AGRONOMÍA","U0045",2,1,1
2,1,1,2,"LIMA",1,2,5,2,2,NA,0,0,0,4800,1,2,"ADMINISTRACIÓN","U0004",NA,1,1
2,1,NA,2,"ANCASH",1,5,1,2,1,1,400,0,0,600,1,2,"ENFERMERÍA","U0058",2,1,1
2,1,1,1,"HUANUCO",1,4,6,2,1,NA,0,0,0,1200,1,2,"OBSTETRICIA","U0043",NA,2,1
2,1,2,1,"AREQUIPA",1,3,6,2,1,1,0,0,0,0,1,2,"INGENIERÍA PESQUERA","U0035",2,NA,2
2,1,NA,2,"AREQUIPA",NA,NA,5,2,1,NA,0,0,0,800,1,2,"ADMINISTRACIÓN EN TURISMO","U0076",NA,2,1
1,1,1,2,"AREQUIPA",2,3,6,2,1,1,0,0,0,750,1,2,"DERECHO","U0059",1,1,1
2,1,NA,2,"AREQUIPA",1,4,6,2,1,2,0,0,0,2500,1,2,"CONTABILIDAD","U0059",2,1,1
2,1,1,2,"CAJAMARCA",2,5,6,2,1,NA,0,0,0,1800,1,2,"INGENIERÍA DE SISTEMAS","U0127",NA,1,1
1,1,NA,1,"APURIMAC",1,1,6,2,1,4,0,0,0,2500,1,2,"INGENIERÍA AGROINDUSTRIAL","U0103",2,1,1
1,1,2,1,"AYACUCHO",2,2,6,2,1,4,0,0,1000,0,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0019",2,2,2
1,1,NA,1,"LA LIBERTAD",1,1,6,2,1,4,0,0,0,649.5,1,2,"EDUCACIÓN SECUNDARIA - FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES","U0045",2,2,1
2,1,2,2,"ICA",1,2,6,2,1,NA,0,1082.5,0,760,1,2,"INGENIERÍA DE SISTEMAS","U0073",NA,2,1
2,1,NA,2,"APURIMAC",2,1,1,2,1,NA,0,0,0,1750,1,2,"CIENCIAS CONTABLES","U0125",NA,2,1
1,1,NA,1,"ICA",1,5,5,2,1,3,0,0,0,2100,1,2,"AGRONOMÍA","U0030",6,2,1
1,1,1,2,"ANCASH",2,1,6,2,1,1,0,0,0,2750,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0023",6,1,1
2,1,1,1,"PIURA",1,4,6,2,1,1,0,0,0,600,1,2,"CIENCIAS ADMINISTRATIVAS   (CIENCIAS DE LA ADMINISTRACION)","U0046",6,1,1
2,1,2,1,"LAMBAYEQUE",1,5,7,2,1,3,0,0,0,1300,1,2,"INGENIERÍA DE INDUSTRIAS ALIMENTARIAS (INGENIERÍA DE INDUSTRIA ALIMENTARIA E INGENIERÍA INDUSTRIAS ALIMENTARIAS)","U0002",1,2,1
1,1,1,2,"PUNO",4,2,1,2,1,2,0,0,0,400,1,2,"EDUCACIÓN SECUNDARIA - MATEMÁTICA, COMPUTACIÓN E INFORMÁTICA","U0052",6,2,1
2,1,1,2,"ANCASH",2,4,1,2,1,1,0,150,0,1400,1,2,"ADMINISTRACIÓN","U0058",2,1,1
1,1,3,2,"LIMA",3,3,6,2,1,NA,0,0,0,900,1,2,"DERECHO","U0003",NA,1,1
2,1,NA,1,"UCAYALI",2,1,6,2,1,2,0,0,0,0,1,2,"AGRONOMÍA","U0031",3,NA,2
1,1,NA,2,"UCAYALI",1,5,3,2,1,NA,0,0,0,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0062",NA,NA,2
2,1,NA,1,"HUANUCO",1,1,6,2,1,NA,0,0,0,850,1,2,"CIENCIAS CONTABLES Y FINANCIERAS","U0043",NA,1,1
2,1,NA,2,"LIMA",1,3,6,2,1,3,0,0,0,1968.75,1,2,"INGENIERÍA INDUSTRIAL","U0033",2,1,1
2,1,NA,1,"AMAZONAS",2,5,6,2,1,NA,0,0,0,0,1,2,"ENFERMERÍA","U0078",NA,NA,2
2,1,NA,2,"LAMBAYEQUE",3,3,8,2,2,1,0,0,0,909.3,1,2,"INGENIERÍA AGROINDUSTRIAL Y COMERCIO EXTERIOR","U0079",1,1,2
1,1,NA,2,"LIMA",1,3,6,2,1,NA,0,0,0,2700,1,2,"INGENIERÍA ELECTRÓNICA","U0033",NA,1,1
2,1,NA,2,"JUNIN",1,1,6,2,1,NA,0,0,0,1000,1,2,"ADMINISTRACIÓN Y SISTEMAS","U0011",NA,2,1
2,1,1,2,"JUNIN",2,3,6,2,1,NA,0,0,0,800,1,2,"EDUCACIÓN PRIMARIA","U0011",NA,1,1
1,1,NA,2,"PUNO",2,1,1,2,1,NA,0,0,0,500,1,2,"DERECHO","U0052",NA,1,1
2,1,NA,1,"LAMBAYEQUE",1,4,6,2,1,NA,300,0,0,500,1,2,"BIOLOGÍA","U0002",NA,1,1
2,1,NA,1,"MOQUEGUA",NA,NA,6,2,1,NA,0,0,0,1300,1,2,"GESTIÓN PÚBLICA Y DESARROLLO SOCIAL","U0069",NA,2,1
1,1,NA,1,"CAJAMARCA",1,3,6,2,1,5,0,0,3500,0,1,2,"INGENIERÍA CIVIL","U0028",1,1,1
2,1,NA,1,"SAN MARTIN",3,1,6,2,1,1,0,0,0,1300,1,2,"EDUCACIÓN INICIAL","U0034",1,1,1
1,1,1,1,"TACNA",2,1,2,2,1,1,0,0,0,1100,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0024",4,1,1
1,1,NA,1,"AREQUIPA",NA,NA,1,2,1,1,0,0,0,500,1,2,"CONTABILIDAD","U0035",2,1,1
2,1,1,1,"CALLAO",2,2,6,2,1,NA,0,0,0,1800,1,2,"CONTABILIDAD","U0015",NA,1,1
2,1,NA,1,"LA LIBERTAD",3,1,6,2,1,1,0,216.5,0,500,1,2,"TRABAJO SOCIAL","U0045",3,2,1
2,1,1,2,"LIMA",1,2,6,2,2,2,0,0,1700,0,1,2,"ENFERMERÍA","U0005",2,2,1
1,1,2,1,"CUSCO",NA,NA,6,2,1,5,0,0,0,1300,1,2,"ANTROPOLOGÍA","U0044",2,1,1
1,1,NA,2,"ICA",1,1,6,2,1,NA,1200,0,0,2200,1,2,"DERECHO","U0060",NA,2,1
2,1,2,2,"LIMA",3,1,5,2,1,NA,0,0,0,1200,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0129",NA,1,1
2,1,NA,2,"LORETO",2,4,6,2,1,NA,0,0,0,0,1,2,"ESTOMATOLOGÍA","U0089",NA,NA,2
1,1,1,2,"LIMA",1,1,6,2,1,3,600,0,0,800,1,2,"INGENIERÍA DE SISTEMAS","U0130",2,1,1
2,1,NA,1,"APURIMAC",2,5,1,2,1,3,0,0,0,1300,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0103",6,1,1
2,1,NA,2,"APURIMAC",2,5,6,2,2,3,0,0,0,2360,1,2,"ENFERMERÍA","U0125",1,1,1
2,1,NA,2,"HUANUCO",1,2,6,2,1,NA,0,880,0,700,1,2,"CONTABILIDAD","U0009",NA,1,1
2,1,1,1,"HUANUCO",1,1,6,2,1,NA,0,0,0,1280,1,2,"ADMINISTRACIÓN","U0042",NA,1,1
1,1,1,1,"TUMBES",1,3,4,2,1,NA,0,0,0,0,1,2,"INGENIERÍA FORESTAL Y DEL MEDIO AMBIENTE   ( INGENIERÍA FORESTAL Y MEDIO AMBIENTE E INGENIERÍA FORESTAL Y AMBIENTAL)","U0050",NA,NA,2
2,1,NA,2,"LIMA",NA,NA,6,2,1,NA,0,0,0,0,1,2,"MARKETING Y NEGOCIOS INTERNACIONALES","U0093",NA,NA,2
2,1,2,1,"LA LIBERTAD",1,1,6,2,1,NA,0,0,0,0,1,2,"INGENIERÍA INDUSTRIAL","U0045",NA,NA,2
2,1,NA,2,"LIMA",4,4,6,2,1,NA,0,0,0,2450,1,2,"TRABAJO SOCIAL","U0124",NA,1,1
2,1,NA,2,"LIMA",2,1,6,2,1,NA,0,690,0,670,1,2,"EDUCACIÓN (CIENCIAS DE LA EDUCACION)","U0016",NA,1,1
2,1,1,1,"AREQUIPA",1,4,1,2,3,1,0,0,0,1550,1,2,"AGRONOMÍA","U0035",1,1,1
2,1,NA,1,"AREQUIPA",2,1,1,2,1,1,900,0,0,750,1,2,"EDUCACIÓN INICIAL","U0035",2,1,1
2,1,NA,2,"PIURA",1,1,6,2,1,1,0,300,0,300,1,2,"OBSTETRICIA","U0058",2,1,1
2,1,1,2,"LAMBAYEQUE",4,2,6,2,1,2,0,129.9,0,800,1,2,"DERECHO","U0079",4,1,1
1,1,3,2,"LIMA",1,1,1,2,1,2,0,0,0,700,1,2,"INGENIERÍA DE SISTEMAS","U0128",1,1,1
2,1,NA,2,"LIMA",NA,NA,6,2,1,NA,0,0,2000,0,1,2,"CIENCIAS CONTABLES Y FINANCIERAS","U0124",NA,2,2
2,1,NA,2,"LIMA",2,1,6,2,1,3,0,0,0,0,1,2,"DERECHO","U0033",1,NA,2
2,1,1,2,"JUNIN",3,2,6,2,1,3,0,0,0,2850,1,2,"EDUCACIÓN PRIMARIA","U0011",3,1,1
2,1,NA,2,"LORETO",2,1,6,2,1,NA,0,0,0,300,1,2,"TURISMO, HOTELERÍA Y GASTRONOMÍA","U0089",NA,1,1
1,1,1,1,"PUNO",1,1,1,2,1,3,0,0,0,0,1,2,"ADMINISTRACIÓN","U0020",1,NA,2
1,1,NA,1,"HUANUCO",1,1,5,2,1,NA,0,0,0,800,1,2,"INGENIERÍA DE INDUSTRIAS ALIMENTARIAS (INGENIERÍA DE INDUSTRIA ALIMENTARIA E INGENIERÍA INDUSTRIAS ALIMENTARIAS)","U0042",NA,1,1
1,1,NA,1,"HUANUCO",1,1,5,2,1,4,0,0,1800,0,1,2,"INGENIERÍA DE INDUSTRIAS ALIMENTARIAS (INGENIERÍA DE INDUSTRIA ALIMENTARIA E INGENIERÍA INDUSTRIAS ALIMENTARIAS)","U0042",2,1,1
2,1,2,1,"AREQUIPA",2,5,1,2,1,NA,0,0,0,1950,1,2,"ADMINISTRACIÓN","U0035",NA,1,1
1,1,2,1,"AREQUIPA",1,3,1,2,1,4,0,0,0,0,1,2,"INGENIERÍA ELÉCTRICA","U0035",3,NA,2
2,1,NA,1,"CUSCO",2,6,1,2,2,NA,0,0,100,0,1,2,"TURISMO","U0044",NA,2,2
2,1,NA,2,"CUSCO",NA,NA,6,2,1,4,0,0,0,2500,1,2,"TURISMO","U0049",1,2,1
2,1,1,1,"AREQUIPA",1,1,1,2,2,1,0,0,0,1800,1,2,"ADMINISTRACIÓN","U0035",2,1,1
2,1,1,2,"LAMBAYEQUE",2,5,6,2,1,2,0,0,0,0,1,2,"INGENIERÍA INDUSTRIAL","U0079",1,NA,2
2,1,1,2,"PIURA",3,4,8,2,1,4,0,0,0,0,1,2,"INGENIERÍA CIVIL","U0056",1,NA,2
2,1,1,1,"PIURA",1,1,6,2,1,NA,0,216.5,0,1200,1,2,"FÍSICA","U0046",NA,1,1
1,1,2,1,"PIURA",3,5,6,2,1,NA,0,0,1500,0,1,2,"ECONOMÍA","U0046",NA,1,1
2,1,NA,2,"LA LIBERTAD",2,3,6,2,1,1,0,0,0,700,1,2,"DERECHO","U0018",2,1,1
2,1,NA,2,"LIMA",1,2,6,2,1,1,0,0,0,1400,1,2,"PERIODISMO","U0010",1,2,1
1,1,1,1,"AYACUCHO",3,1,6,2,1,1,0,0,2300,0,1,2,"BIOLOGÍA","U0019",3,1,1
2,1,1,1,"PIURA",1,6,8,2,1,NA,0,216.5,0,1200,1,2,"CIENCIAS ADMINISTRATIVAS   (CIENCIAS DE LA ADMINISTRACION)","U0046",NA,1,1
1,1,2,2,"PIURA",2,1,6,2,1,1,0,0,0,1500,1,2,"ADMINISTRACIÓN EN TURISMO Y HOTELERÍA    (ADMINISTRACIÓN  DE TURISMO Y HOTELERÍA ;  ADMINISTRACIÓN HOTELERA Y DE TURISMO Y ADMINISTRACIÓN HOTELERA Y TURISMO)","U0036",1,1,2
2,1,NA,2,"PIURA",2,5,6,2,1,1,0,0,70,0,1,2,"OBSTETRICIA","U0058",6,2,2
1,1,1,1,"AYACUCHO",1,5,5,2,1,2,0,0,1200,0,1,2,"ARQUEOLOGÍA","U0019",1,2,1
1,1,NA,1,"CUSCO",2,2,1,2,1,3,0,0,0,0,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0044",6,NA,2
2,1,1,2,"LIMA",5,4,6,2,2,1,0,0,450,0,1,2,"ENFERMERÍA","U0058",3,2,2
1,1,NA,1,"CAJAMARCA",1,1,6,2,1,1,0,0,0,0,1,2,"CONTABILIDAD","U0028",1,NA,2
2,1,1,1,"CUSCO",3,4,1,2,1,NA,0,0,0,0,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0044",NA,NA,2
2,1,NA,2,"HUANCAVELICA",1,4,1,2,1,2,0,0,0,900,1,2,"INGENIERÍA INFORMÁTICA","U0091",1,2,1
2,1,1,2,"JUNIN",1,5,6,2,1,3,0,0,0,0,1,2,"PSICOLOGÍA","U0011",2,NA,2
2,1,NA,1,"CALLAO",4,1,6,2,1,2,0,0,0,2000,1,2,"CONTABILIDAD","U0015",2,1,1
2,1,2,2,"JUNIN",1,3,6,2,1,NA,0,0,0,1400,1,2,"ADMINISTRACIÓN","U0057",NA,1,1
2,1,1,2,"LIMA",2,4,8,2,1,NA,0,0,0,3000,1,2,"DERECHO","U0055",NA,1,1
2,1,NA,2,"LIMA",3,5,6,2,1,NA,0,0,0,2000,1,2,"DERECHO","U0036",NA,1,1
2,1,1,1,"LIMA",3,3,6,2,1,NA,0,0,0,4300,1,2,"MEDICINA","U0040",NA,1,1
1,1,NA,1,"LIMA",1,2,5,2,2,NA,0,0,0,0,1,2,"INGENIERÍA AGRÍCOLA","U0026",NA,NA,2
2,1,NA,1,"LIMA",1,1,6,2,1,NA,0,0,0,1300,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0040",NA,1,1
1,1,NA,2,"LIMA",5,3,6,2,1,NA,0,0,0,1600,1,2,"VETERINARIA Y ZOOTECNIA","U0065",NA,1,2
1,1,1,2,"APURIMAC",2,2,6,2,1,NA,0,0,0,1800,1,2,"ENFERMERÍA","U0125",NA,1,1
2,1,NA,2,"LIMA",1,1,6,2,2,NA,0,0,0,500,1,2,"TRADUCCIÓN E INTERPRETACIÓN","U0025",NA,1,1
2,1,1,1,"LIMA",1,2,5,2,3,1,0,0,0,700,1,2,"TRABAJO SOCIAL","U0041",2,1,1
1,1,NA,2,"LIMA",1,1,6,2,1,2,0,0,0,3500,1,2,"DERECHO","U0023",2,2,1
1,1,NA,2,"LA LIBERTAD",1,1,6,2,2,2,4000,0,2727.27272727273,0,1,2,"ARQUITECTURA, URBANISMO Y ARTES","U0018",2,1,2
2,1,1,1,"ICA",4,1,6,2,1,2,0,0,0,1000,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0030",1,1,1
2,1,NA,2,"MOQUEGUA",1,4,6,2,1,4,0,0,150,0,1,2,"ENFERMERÍA","U0053",5,2,2
2,1,3,2,"LA LIBERTAD",4,1,6,2,1,1,0,0,0,1300,1,2,"EDUCACIÓN INICIAL","U0066",2,1,1
2,1,NA,2,"LIMA",2,3,6,2,1,1,0,0,0,2500,1,2,"NUTRICIÓN","U0016",1,1,1
1,1,2,1,"AYACUCHO",1,5,6,2,1,3,0,0,0,1200,1,2,"AGRONOMÍA","U0019",1,1,1
2,1,NA,2,"CAJAMARCA",1,2,6,2,1,NA,0,0,0,950,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0127",NA,1,1
2,1,NA,1,"PASCO",1,3,1,2,1,1,300,0,0,1800,1,2,"CONTABILIDAD","U0032",1,1,1
1,1,1,2,"LIMA",1,5,6,2,2,8,0,0,20000,0,1,2,"ECONOMÍA","U0004",1,1,1
2,1,1,2,"AREQUIPA",1,5,6,2,1,2,0,0,0,2500,1,2,"TECNOLOGÍA MÉDICA","U0056",1,1,1
1,1,NA,2,"LA LIBERTAD",1,3,6,2,2,2,0,0,0,1900,1,2,"ADMINISTRACIÓN","U0127",1,1,1
1,1,NA,2,"SAN MARTIN",2,5,6,2,1,1,160,0,0,1600,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0036",2,1,1
2,1,2,1,"LIMA",NA,NA,6,2,1,1,0,0,0,0,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0123",2,NA,2
1,1,1,1,"LA LIBERTAD",1,5,6,2,2,NA,0,0,0,4000,1,2,"INGENIERÍA MECÁNICA","U0045",NA,1,1
2,1,NA,2,"LIMA",NA,NA,6,2,1,NA,0,0,0,1000,1,2,"TURISMO, HOTELERÍA Y GESTIÓN CULTURAL","U0060",NA,1,1
