MERCADO,CODE,MARCA,Best tittle ,DATA,PUBLIC,MAYOR,,BASE,MIN,MOVES,NOW,REV,CLIENTE,,LARG,ANCHO,ALTO,PESO,,LARGO,ANCHO,ALTO,PESO,,UNIVERSAL,ML,ENVIO,sugerido,ACTUAL,costo de ENVIO,,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TK-878,TOYAKI,,"Taladro el?ctrico 650W , 13mm , 102 piezas con maleta",166,134.56,,0,,#ðREF!,#ðREF!,#ðREF!,157.7,2,,,,,,,,,,,,182.6,13.45,196.05,179.9,13.4,193.3,,,,,,,,,,,,,,
,TK-868H,TOYAKI,,"""Atornillador inalambrico
BRUSHLESS 13mm
20v con percutor, maleta, con 1 bateria de
4A, punta metÿlica. ",365,324.8,,0,,#ðREF!,#ðREF!,#ðREF!,346.75,2,,,,,,,,,,,,401.5,13.45,414.95,369.9,19.1,389,,,,,,,,,,,,,,
,TK-865H,TOYAKI,,"""Amoladora 4 1/2"""" Toyaki inalÿmbrico 20v, con 1 bateria 4A, con maleta. 8000rpm.
Tiempo de carga 2 hrs""",370,330.6,,0,,#ðREF!,#ðREF!,#ðREF!,351.5,1,,,,,,,,,,,,407,13.45,420.45,369.9,19.1,389,,,,,,,,,,,,,,
,TK-MS001,TOYAKI,,Mÿscara para soldar fotosensible Toyaki con diseÏo AL AZAR,67,52.2,,0,,#ðREF!,#ðREF!,#ðREF!,63.65,1,,,,,,,,,,,,73.7,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,MT-HG2200KIT,MACEPLUS,,Pistola de calor 2200w Maceplus con maleta,112,83.52,,0,,#ðREF!,#ðREF!,#ðREF!,106.4,2,,,,,,,,,,,,123.2,7.45,130.65,109.9,11.3,121.2,,,,,,,,,,,,,,
,TK-MS200MA,TOYAKI,,"""MAQUINA DE SOLDAR LIVIANA ARCO 200A ANALOGICA INCLUYE MALETA,
220V 5O/60HZ""",480,417.6,,0,,#ðREF!,#ðREF!,#ðREF!,456,1,,,,,,,,,,,,528,19.45,547.45,520,23.6,543.6,,,,,,,,,,,,,,
,TK-MS300P,TOYAKI,,"MAQUINA DE SOLDAR ARCO
300A, DIGITAL 220V 5O/60HZ",635,580,,0,,#ðREF!,#ðREF!,#ðREF!,603.25,0,,,,,,,,,,,,698.5,34.95,733.45,799.9,32,831.9,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,  NOMBRE PRODUCTO  ,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,EAGR24093,EMTOP,,"Amoladora 9"" (230 Mm) 2,400 Watts EAGR24093",475.13,380.11,,0,,#ðREF!,#ðREF!,#ðREF!,451.38,0,,,,,,,,,,,,522.65,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,EAGR26093,EMTOP,,"Amoladora 9"" (230 Mm) 2,600 Watts EAGR26093",558.25,446.6,,0,,#ðREF!,#ðREF!,#ðREF!,530.34,0,,,,,,,,,,,,614.08,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,EECR1051,EMTOP,,"Cepillo 82 Mm 1,050 Watts EECR1051",396.98,317.58,,0,,#ðREF!,#ðREF!,#ðREF!,377.13,0,,,,,,,,,,,,436.68,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,EERR1601,EMTOP,,"Fresadora 1/4"" - 1/2"" 1,600 Watts EERR1601",460.8,368.64,,0,,#ðREF!,#ðREF!,#ðREF!,437.76,0,,,,,,,,,,,,506.88,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,EATL126801,EMTOP,,"Llave De Impacto 1/2"" 1/2"" 610 Nm EATL126801",378.06,302.45,,0,,#ðREF!,#ðREF!,#ðREF!,359.16,0,,,,,,,,,,,,415.87,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,ERHRL801,EMTOP,,"Rotomartillo Sds-Plus 800w 26 Mm, 13mm, 30mm ERHRL801",222.8,235.25,,2,,#ðREF!,#ðREF!,#ðREF!,211.66,0,,,,,,,,,,,,245.08,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,ERHRL802,EMTOP,,Rotomartillo Sds-Plus  26 Mm 800 Watts ERHRL802,374.77,299.82,,0,,#ðREF!,#ðREF!,#ðREF!,356.03,0,,,,,,,,,,,,412.25,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,ERHRP1801,EMTOP,,Rotomartillo Sds-Plus 36mm 1800w Watts ERHRP1801,398.04,432.73,,2,,#ðREF!,#ðREF!,#ðREF!,378.14,0,43,35,15,8.9K,,,,,,,6.97E+12,437.84,19.45,457.294,399.9,20,419.9,,,,,,,,,,,,,,
,ESGN50001,EMTOP,,pistola de pintar 850ml/Min 550 Watts ESGN50001 bote plastico,152.06,158.99,,8,,#ðREF!,#ðREF!,#ðREF!,144.46,0,24,23,28,3k,,,,,,,,167.27,6.95,174.216,169.99,13.1,183.09,,,,,,,,,,,,,,
,EJSW5701,EMTOP,,Sierra Caladora 65 Mm 570 Watts EJSW5701,161.3,163.91,,5,,#ðREF!,#ðREF!,#ðREF!,153.24,0,26,23,8,2K,,,,,,,6.97E+12,177.43,34.95,212.38,149.9,12.5,162.4,,,,,,,,,,,,,,
,EJSW4001,EMTOP,,Sierra Caladora 55 Mm 400 Watts EJSW4001,157.17,125.73,,0,,#ðREF!,#ðREF!,#ðREF!,149.31,0,,,,,,,,,,,,172.88,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,EJSW8001,EMTOP,,Sierra Caladora 85 Mm 800 Watts EJSW8001,305.39,244.31,,0,,#ðREF!,#ðREF!,#ðREF!,290.12,0,,,,,,,,,,,,335.93,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,ECFS3551,EMTOP,,"Tronzadora De Metal 14"" (350 Mm) 2,350 Watts ECFS3551",607.87,486.3,,0,,#ðREF!,#ðREF!,#ðREF!,577.48,0,,,,,,,,,,,,668.66,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,ERSW8001,EMTOP,,Sierra Sable 115 Mm 750 Watts Ersw8001-Emtop,328.39,262.71,,0,,#ðREF!,#ðREF!,#ðREF!,311.97,0,,,,,,,,,,,,361.23,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,EHPW1401,EMTOP,,"Hidrolavadora 1900 Psi 1,400 Watts EHPW1401",411.7,329.36,,0,,#ðREF!,#ðREF!,#ðREF!,391.11,0,,,,,,,,,,,,452.87,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,EHPW1201,EMTOP,,Hidrolavadora 1300 Psi 1200W atts EHPW1201,286.76,286.24,,2,,#ðREF!,#ðREF!,#ðREF!,272.42,0,25,21,37,"44,624.00",,,,,,,6.94E+12,315.44,19.45,334.886,339,18.17,357.17,,,,,,,,,,,,,,
,EFSR3201,EMTOP,,Lijadora Orbital 180mm X 90 Mm 320 Watts EFSR3201,174,161.24,,6,,#ðREF!,#ðREF!,#ðREF!,165.3,0,30,18,11,2K,,,,,,,6.97E+12,191.4,7.45,198.85,139.9,12.2,152.1,,,,,,,,,,,,,,
,EFSR2401,EMTOP,,Lijadora De Mano 110mm X 100mm 240 Watts EFSR2401,185.28,148.22,,0,,#ðREF!,#ðREF!,#ðREF!,176.01,0,,,,,,,,,,,,203.8,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,EFSR23201,EMTOP,,Lijadora Excentrica  125mm) 320 Watts EFSR23201,223.88,179.1,,0,,#ðREF!,#ðREF!,#ðREF!,212.69,0,,,,,,,,,,,,246.27,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,EWDEM2031,EMTOP,,Maquina De Soldar Inverter 220 V / 240 V (200 A) EWDEM2031,997.03,797.63,,0,,#ðREF!,#ðREF!,#ðREF!,947.18,0,,,,,,,,,,,,1096.74,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,ELAB200181,EMTOP,,Sopladora 2.7m 20 Voltios - 2.0 Ah (Li-Ion) ELAB200181,249.9,231.88,,4,,#ðREF!,#ðREF!,#ðREF!,237.41,0,33,18,19,2.1K,,,,,,,6.94E+12,274.89,13.45,288.34,199.9,14,213.9,,,,,,,,,,,,,,
