pano,pmes,conglome,submuestra,vivienda,hogar,codperso,dominio,estrato,codpanel,p103,p104,p105,p106,p107,p108,p109a,p109b,p109c,p200n,p200i,p200a,p200b,p200bb,p200c,p200d,p200dd,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p20411,p204a,p205a,p206,P206AA,p207a,p207b,p208b1,p208b2,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p222,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,P224,P225,ocu200,i211a,i211b,i212a,i212b,i212c,i212d,ingtot,ingprin,resident,fa_mjj22
2022,06,024283,005,0158,11,04,8,1,22061104,3,1,2, ,1,10,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,06,024496,005,0166,11,01,8,1,21061101,1,1,2, ,1,50,7,1, ,1,1,5,6,2022,11,6,2022,30,1,1972,1, , , , , , , , , , , , , , ,771,1410,2, ,1,1,15,5,2022,0,0,0,5,0,0,0,5,2,15,1,1, , , ,400,50, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,400,50, , ,450,450,1,403.790029190027
2022,06,024496,005,0166,11,02,8,1,21061102,11,1,1, ,2,54,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,06,024496,005,0167,11,01,8,1,21061201,1,1,2, ,2,53,6,5, ,1,1,5,6,2022,11,6,2022,9,6,1969,1, , , , , , , , , , , , , , ,919,4799,2, ,1,1,99,99,2012,0,1,1,1,1,1,2,7,1, ,1,2, , , ,150,69, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,150,69, , ,219,219,1,363.141920718555
2022,06,024496,005,0168,11,01,8,1,21061101,1,1,2, ,2,51,6,5, ,1,1,5,6,2022,11,6,2022,20,11,1970,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6,0, ,1,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,363.141920718555
2022,06,024496,005,0168,11,02,8,1,21061102,3,1,2, ,2,31,10,5, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024496,005,0168,11,03,8,1,21061103,3,1,2, ,1,19,9,1, ,3,3,5,6,2022,11,6,2022,1,10,2002,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,457.864743454085
2022,06,024496,005,0169,11,01,8,1,21061101,1,1,2, ,1,61,6,5, ,1,1,5,6,2022,11,6,2022,21,7,1960,1, , , , , , , , , , , , , , ,128,729,3,5,1,55,99,99,2012,0,8,8,8,8,8,0,40,1, ,2,2,3,2500,0, , , , ,1, , , , , , , , ,3,0,0,0,0,0,0,1,7,4,1,5000,0, , , , ,5000,5000,1,403.790029190027
2022,06,024496,005,0169,11,02,8,1,21061102,2,1,2, ,2,59,10,5, ,2,2,5,6,2022,11,6,2022,24,2,1963,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,4,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,363.141920718555
2022,06,024496,005,0169,11,03,8,1,21061104,3,1,2, ,1,24,10,5, ,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024496,005,0169,11,04,8,1,21061103,3,1,2, ,1,31,10,5, ,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024529,005,0133,11,01,8,1,21061101,1,1,2, ,1,48,8,3, ,1,1,29,5,2022,4,6,2022,14,10,1973,1, , , , , , , , , , , , , , ,916,4789,2, ,1,1,15,10,2021,0,5,5,5,5,8,0,28,1, ,1,2, , , ,1000,200, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,1000,200, , ,1200,1200,1,762.714499581162
2022,06,024529,005,0133,11,02,8,1,21061102,2,1,2, ,2,46,10,5, ,2,2,5,6,2022,11,6,2022,22,11,1975,1, , , , , , , , , , , , , , ,421,4772,3,5,2, ,99,99,2018,9,9,9,9,9,9,0,54,1, ,1,2,4,1600,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,7,4,1,1600,0, , , , ,1600,1600,1,685.934739135048
2022,06,024529,005,0135,11,01,8,1,21061101,1,1,2, ,1,28,10,5, ,1,1,29,5,2022,4,6,2022,27,5,1994,1, , , , , , , , , , , , , , ,251,9200,3,5,2, ,99,99,2017,0,9,9,9,9,8,0,44,1, ,2,2,4,2800,0, , , , ,1, , , , , , , , ,3,0,0,0,0,0,0,1,6,4,1,2800,0, , , , ,2800,2800,1,966.511399214574
2022,06,024529,005,0135,11,02,8,1,21061102,5,1,2, ,2,61,8,3, ,2,2,29,5,2022,4,6,2022,12,12,1960,1, , , , , , , , , , , , , , ,945,9609,2, ,1,1,99,99,2000,0,5,5,5,5,5,5,30,1, ,1,2, , , ,600,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,1,4,1, , ,600,0, , ,600,600,1,685.934739135048
2022,06,024529,005,0136,11,01,8,1,21061101,1,1,2, ,1,77,6,5, ,1,4,29,5,2022,4,6,2022,25,12,1944,1, , , , , , , , , , , , , , ,885,4923,4,5,1,6,99,99,2012,0,8,8,8,8,8,8,48,1, ,1,2,4,2500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2500,0, , , , ,2500,2500,1,762.714499581162
2022,06,024529,005,0136,11,02,8,1,21061102,2,1,2, ,2,61,8,3, ,2,2,29,5,2022,4,6,2022,2,1,1961,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,685.934739135048
2022,06,024529,005,0136,11,03,8,1,22061103,3,1,2, ,1,32,10,6, ,3,3,29,5,2022,4,6,2022,3,9,1989,1, , , , , , , , , , , , , , ,256,8423,3,2,2, ,27,8,2019,0,8,8,8,8,8,0,40,1, ,1,2,4,6500,0, , , , ,1, , , , , , , , ,3,0,0,0,0,0,0,1,6,4,1,6500,0, , , , ,6500,6500,1,966.511399214574
2022,06,024529,005,0136,11,04,8,1,21061103,3,1,2, ,1,27,10,5, ,4,4,29,5,2022,4,6,2022,18,5,1995,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,1,1,1,0, ,1,6,0,0,0,0,0,0,1,6,4,3, , , , , , , , ,1,966.511399214574
2022,06,024529,005,0149,13,01,8,1,21061301,1,1,2, ,1,82,5,3, ,1,1,29,5,2022,4,6,2022,25,7,1939,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,762.714499581162
2022,06,024529,005,0149,13,02,8,1,21061302,3,1,2, ,2,53,10,6, ,2,2,29,5,2022,4,6,2022,7,3,1969,1, , , , , , , , , , , , , , ,268,8620,2, ,1,1,15,3,2021,0,7,7,7,7,7,3,38,1, ,2,2, , , ,500,0, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,500,0, , ,500,500,1,685.934739135048
2022,06,024529,005,0149,13,03,8,1,21061303,3,1,2, ,1,44,9,2, ,3,3,29,5,2022,4,6,2022,6,10,1977,1, , , , , , , , , , , , , , ,319,6110,3,5,2, ,99,99,2016,0,8,8,8,8,8,0,40,1, ,1,2,4,4500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,4500,0, , , , ,4500,4500,1,966.511399214574
2022,06,024529,005,0149,23,01,8,1,21062301,1,1,2, ,2,51,10,5, ,1,1,29,5,2022,4,6,2022,21,4,1971,1, , , , , , , , , , , , , , ,244,8510,3,2,2, ,99,99,2010,0,6,6,6,6,6,0,30,1, ,2,2,4,2800,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2800,0, , , , ,2800,2800,1,685.934739135048
2022,06,024529,005,0149,23,02,8,1,21062302,2,1,2, ,1,55,10,5, ,2,0,29,5,2022,4,6,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024529,005,0149,23,03,8,1,21062303,3,1,2, ,2,24,10,5, ,3,3,29,5,2022,4,6,2022,16,8,1997,1, , , , , , , , , , , , , , ,217,6110,3,5,2, ,15,10,2021,0,8,8,8,8,8,0,40,1, ,1,2,4,5500,0, , , , ,1, , , , , , , , ,3,0,0,0,0,0,0,1,6,4,1,5500,0, , , , ,5500,5500,1,913.296640998576
2022,06,024529,005,0149,23,04,8,1,21062304,3,1,2, ,1,15,5,3, ,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024529,005,0149,33,01,8,1,21063301,1,1,2, ,2,62,8,3, ,1,1,29,5,2022,4,6,2022,27,11,1959,1, , , , , , , , , , , , , , ,352,8610,3,2,2, ,99,99,2000,0,8,8,8,8,8,0,40,1, ,1,2,4,3200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,3200,0, , , , ,3200,3200,1,685.934739135048
2022,06,024529,005,0149,33,02,8,1,21063302,3,1,2, ,2,27,9,3, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024779,005,0091,11,01,8,1,21061101,1,1,2, ,1,61,10,5, ,1,1,5,6,2022,11,6,2022,6,6,1961,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,403.790029190027
2022,06,024779,005,0091,11,02,8,1,21061102,2,1,2, ,2,53,10,5, ,2,2,5,6,2022,11,6,2022,23,3,1969,1, , , , , , , , , , , , , , ,941,9700,6, ,1,2,15,6,2021,4,13,13,13,13,13,0,69,1, ,1,2,4,1400,668, , ,40,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1400,668, , ,40,0,2108,2068,1,363.141920718555
2022,06,024779,005,0091,11,03,8,1,22061103,3,1,2, ,1,24,6,5, ,3,1,5,6,2022,11,6,2022,3,5,1998,1, , , , , , , , , , , , , , ,572,4791,2, ,1,1,99,1,2021,0,8,8,8,8,8,0,40,1, ,1,2, , , ,500,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,500,0, , ,500,500,1,457.864743454085
2022,06,024779,005,0093,11,01,8,1,21061101,1,1,2, ,1,35,10,5, ,1,1,29,5,2022,4,6,2022,4,11,1986,1, , , , , , , , , , , , , , ,419,6419,3,5,2, ,5,3,2022,0,8,8,8,10,10,6,50,1, ,2,2,4,2500,0, , ,1000,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2500,0, , ,1000,0,3500,2500,1,511.682505466539
2022,06,024779,005,0093,11,02,8,1,22061102,11,1,2, ,2,30,8,3, ,2,0,29,5,2022,4,6,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024779,005,0093,11,03,8,1,22061103,5,1,2, ,1,58,8,3, ,3,0,29,5,2022,4,6,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024779,005,0093,11,04,8,1,22061104,6,1,2, ,1,63,6,5, ,4,0,29,5,2022,4,6,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024779,005,0094,11,01,8,1,21061101,1,1,2, ,2,88,4,5, ,1,1,29,5,2022,4,6,2022,14,10,1933,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,1,1,4, , , , , , , , ,1,363.141920718555
2022,06,024779,005,0094,11,02,8,1,21061102,3,1,2, ,1,58,6,5, ,2,2,29,5,2022,4,6,2022,2,10,1963,1, , , , , , , , , , , , , , ,375,4659,3,5,1,2,15,5,2011,0,10,10,10,10,10,10,60,1, ,1,2,4,1100,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1100,0, , , , ,1100,1100,1,403.790029190027
2022,06,024842,005,0131,11,01,8,1,21061101,1,1,2, ,2,89,6,5, ,1,1,12,6,2022,18,6,2022,15,3,1933,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,564.887432228863
2022,06,024842,005,0131,11,02,8,1,21061102,3,1,2, ,2,47,10,5, ,2,2,12,6,2022,18,6,2022,30,7,1974,1, , , , , , , , , , , , , , ,413,8530,3,5,2, ,99,99,1993,0,8,8,8,8,8,0,40,1, ,2,2,4,2500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2500,0, , , , ,2500,2500,1,564.887432228863
2022,06,024842,005,0131,11,03,8,1,21061103,3,1,2, ,2,48,8,3, ,3,3,19,6,2022,25,6,2022,31,3,1974,1, , , , , , , , , , , , , , ,381,2100,3,5,2, ,99,99,2003,0,8,8,8,8,8,0,40,1, ,2,2,4,4000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,4,4,1,4000,0, , , , ,4000,4000,1,564.887432228863
2022,06,024842,005,0131,11,04,8,1,21061104,10,1,2, ,1,11,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,06,024842,005,0132,11,01,8,1,21061101,1,1,2, ,2,66,3,2, ,1,1,12,6,2022,18,6,2022,13,12,1955,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,564.887432228863
2022,06,024842,005,0132,11,02,8,1,21061102,3,1,2, ,1,46,5,3, ,2,2,12,6,2022,18,6,2022,6,7,1975,1, , , , , , , , , , , , , , ,421,4752,3,5,1,5,1,1,2022,0,5,5,5,5,5,4,29,1, ,2,2,2,300,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1299,0, , , , ,1299,1299,1,628.117823184486
2022,06,024842,005,0132,11,03,8,1,21061103,10,1,2, ,2,15,5,3, ,3,2,12,6,2022,18,6,2022,6,8,2006,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,752.126645528239
2022,06,024842,005,0132,11,04,8,1,21061104,3,1,2, ,2,40,8,3, ,4,4,12,6,2022,18,6,2022,5,2,1982,1, , , , , , , , , , , , , , ,572,4752,3,5,1,5,99,99,2018,0,11,11,11,11,11,11,66,1, ,2,2,4,930,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,930,0, , , , ,930,930,1,766.880796754876
2022,06,024842,005,0132,11,05,8,1,21061105,10,1,2, ,2,17,6,5, ,5,4,12,6,2022,18,6,2022,2,2,2005,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,752.126645528239
2022,06,024842,005,0132,11,06,8,1,21061106,10,1,2, ,1,9,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,06,024842,005,0133,11,01,8,1,21061101,1,1,2, ,1,61,6,5, ,1,1,12,6,2022,18,6,2022,22,10,1960,1, , , , , , , , , , , , , , ,942,5610,5,5,1,2,99,99,2020,0,8,8,8,8,8,8,48,1, ,2,2, , , , , , , , , , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , , , , , ,0,0,1,628.117823184486
2022,06,024842,005,0133,11,02,8,1,21061102,2,1,2, ,2,60,5,2, ,2,2,12,6,2022,18,6,2022,31,5,1962,1, , , , , , , , , , , , , , ,912,5610,2, ,1,2,99,99,2020,0,8,8,8,8,8,8,48,1, ,2,2, , , ,1299,416, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,1299,416, , ,1715,1715,1,564.887432228863
2022,06,024842,005,0134,11,01,8,1,21061101,1,1,2, ,2,49,8,3, ,1,1,19,6,2022,25,6,2022,21,12,1972,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,7,2,1,6,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,564.887432228863
2022,06,024842,005,0134,11,02,8,1,21061102,11,1,2, ,1,51,6,5, ,2,2,12,6,2022,18,6,2022,29,7,1970,1, , , , , , , , , , , , , , ,942,9311,4,5,1,3,99,99,2015,0,8,0,8,0,8,0,24,1, ,1,1,2,180,30, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,779,130, , , , ,909,909,1,628.117823184486
2022,06,024896,005,0125,11,01,8,1,22061101,1,1,1, ,1,29,10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,06,024896,005,0125,11,02,8,1,22061102,2,1,2, ,2,27,6,5, ,2,2,5,6,2022,11,6,2022,17,5,1995,1, , , , , , , , , , , , , , ,572,4722,2, ,1,1,99,99,2020,10,10,10,10,10,10,10,70,1, ,1,2, , , ,200,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,200,0, , ,200,200,1,657.326397218465
2022,06,024896,005,0125,11,03,8,1,22061103,3,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,06,024896,005,0126,11,01,8,1,21061101,1,1,2, ,1,46,5,1, ,1,1,5,6,2022,11,6,2022,3,9,1975,1, , , , , , , , , , , , , , ,574,4781,5,5,1,2,99,99,2000,10,10,10,10,10,10,10,70,1, ,1,2, , , , , , , , , , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , , , , , ,0,0,1,538.386705586703
2022,06,024896,005,0126,11,02,8,1,21061102,2,1,2, ,2,44,5,3, ,2,2,5,6,2022,11,6,2022,17,7,1977,1, , , , , , , , , , , , , , ,574,4781,2, ,1,2,99,99,2000,8,8,8,8,8,8,8,56,1, ,1,2, , , ,1000,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,1000,0, , ,1000,1000,1,657.326397218465
2022,06,024896,005,0126,11,03,8,1,21061103,3,1,1, ,1,25,9,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,06,024896,005,0126,11,04,8,1,21061104,3,1,2, ,2,19,5,1, ,4,4,5,6,2022,11,6,2022,3,12,2002,1, , , , , , , , , , , , , , ,942,8121,2, ,1,1,99,6,2021,0,8,8,8,8,8,8,48,1, ,1,2, , , ,866,208, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,866,208, , ,1074,1074,1,644.679981881348
2022,06,024896,005,0126,11,05,8,1,21061105,3,1,2, ,1,13,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,06,024896,005,0126,11,06,8,1,21061106,3,1,2, ,2,6,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,06,024896,005,0135,11,01,8,1,22061101,1,1,2, ,2,55,6,5, ,1,1,5,6,2022,11,6,2022,26,10,1966,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,2,6,0,0,0,0,0,0,1,1,4,4, , , , , , , , ,1,484.18922762474
2022,06,024896,005,0135,11,02,8,1,22061102,3,1,2, ,2,35,8,3, ,2,0,5,6,2022,11,6,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024896,005,0135,11,03,8,1,22061103,4,1,2, ,1,38,6,5, ,3,0,5,6,2022,11,6,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,06,024896,005,0135,11,04,8,1,22061104,10,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,06,024896,005,0136,11,01,8,1,21061101,1,1,2, ,1,72,4,5, ,1,1,5,6,2022,11,6,2022,1,5,1950,1, , , , , , , , , , , , , , ,983,4100,4,5,1,3,1,5,2022,0,8,8,8,8,8,8,48,1, ,1,1,2,420,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1819,0, , , , ,1819,1819,1,538.386705586703
2022,06,025174,005,0228,11,01,8,1,21061101,1,1,2, ,2,90,10,5, ,1,1,5,6,2022,11,6,2022,1,8,1931,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,524.538329926801
2022,06,025174,005,0228,11,02,8,1,21061102,11,2, ,1,2,88,10,6, ,2,2,5,6,2022,11,6,2022,25,10,1933,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,524.538329926801
2022,06,025174,005,0229,11,01,8,1,21061101,1,1,2, ,2,64,5,2, ,1,1,5,6,2022,11,6,2022,6,10,1957,1, , , , , , , , , , , , , , ,572,4719,3,5,1,4,1,3,2022,0,8,8,8,8,8,0,40,1, ,1,2,4,930,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,930,0, , , , ,930,930,1,524.538329926801
2022,06,025174,005,0229,11,02,8,1,21061102,3,1,1, ,1,37,10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,06,025174,005,0229,11,03,8,1,21061104,3,1,2, ,2,45,10,5, ,3,3,5,6,2022,11,6,2022,17,7,1976,1, , , , , , , , , , , , , , ,381,6419,3,5,2, ,99,99,2017,0,8,8,8,8,8,0,40,1, ,1,2,4,2000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2000,0, , , , ,2000,2000,1,524.538329926801
2022,06,025174,005,0229,11,04,8,1,21061105,10,1,2, ,2,16,5,4, ,4,4,5,6,2022,11,6,2022,14,5,2006,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,698.403313704794
2022,06,025174,005,0229,11,05,8,1,21061103,3,1,2, ,2,40,8,3, ,5,3,5,6,2022,11,6,2022,2,3,1982,1, , , , , , , , , , , , , , ,352,8620,3,5,1,30,99,8,2021,0,8,8,8,8,8,8,48,1, ,1,2,4,1500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1500,0, , , , ,1500,1500,1,712.10359698667
2022,06,025174,005,0229,11,06,8,1,21061106,10,1,2, ,1,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,06,025174,005,0230,11,01,8,1,21061101,1,1,2, ,1,66,6,5, ,1,1,5,6,2022,11,6,2022,5,10,1955,1, , , , , , , , , , , , , , ,564,8010,3,4,2, ,99,6,2021,12,12,12,12,12,12,0,72,1, ,1,2,4,1600,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1600,0, , , , ,1600,1600,1,583.252264385594
2022,06,025174,005,0230,11,02,8,1,21061102,2,1,2, ,2,70,8,3, ,2,2,5,6,2022,11,6,2022,7,6,1952,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,524.538329926801
2022,06,025174,005,0231,11,01,8,1,21061101,1,1,2, ,1,31,7,1, ,1,1,5,6,2022,11,6,2022,9,10,1990,1, , , , , , , , , , , , , , ,572,4742,3,5,2, ,2,5,2022,0,10,10,10,10,10,8,58,1, ,1,2,4,2000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2000,0, , , , ,2000,2000,1,739.096952340557
2022,06,025174,005,0231,11,02,8,1,21061102,2,1,2, ,2,30,9,1, ,2,2,5,6,2022,11,6,2022,8,11,1991,1, , , , , , , , , , , , , , ,942,5610,4,5,1,4,1,3,2022,0,8,8,8,8,8,8,48,1, ,1,2,2,200,42, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,866,182, , , , ,1048,1048,1,712.10359698667
