Nombre de la evaluación,Componente ambiental,Matriz,Submatriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Fecha,Acidez,Aceites y grasas,Alcalinidad Total,Aluminio,Aluminio disuelto,Amoniaco,Antimonio,Antimonio disuelto,Arsénico,Arsénico disuelto,Bario,Bario disuelto,Berilio,Berilio disuelto,Bicarbonatos,Bismuto,Bismuto disuelto,Boro,Boro disuelto,Cadmio,Cadmio disuelto,Calcio,Calcio disuelto,Carbonatos,Carbono Orgánico Total,Caudal,Cianuro libre,Cianuro Total,Cianuro Wad,Cerio,Cerio disuelto,Cianuro Total,Cianuro Wad,Clorofila,Cloruros,Cobalto,Cobalto disuelto,Cobre,Cobre disuelto,Conductividad,Cromo,Cromo disuelto,Cromo Hexavalente,Cromo Hexavalente Total,Cromo Total,Demanda Bioquímica de Oxígeno,Demanda Química de Oxígeno (DQO),Estaño,Estaño disuelto,Estroncio,Estroncio disuelto,Fluoruros,Fosfato como P,Fosfatos,Fósforo,Fósforo disuelto,Fósforo Total,Hidrocarburos totales de petróleo (C10-C40),Hidrocarburos totales de petróleo (C6-C10),Hidrocarburos totales de petróleo (C6-C40),Hidrocarburos totales de petroleo (C8-C40),Hidrocarburos totales de petróleo,Hierro,Hierro disuelto,Litio,Litio disuelto,Magnesio,Magnesio disuelto,Manganeso,Manganeso disuelto,Material Particulado PM10,Mercurio,Mercurio disuelto,Mercurio Total,Molibdeno,Molibdeno disuelto,Níquel,Níquel disuelto,Nitratos (NO3-N),Nitratos(como N),Nitratos (NO3-N) + Nitritos (NO2-N),Nitritos (como N),Nitritos (NO2-N),Nitrógeno Amoniacal,Nitrógeno Total,Oxígeno Disuelto,PCB,pH,Plata,Plata disuelto,Plomo,Plomo disuelto,Potasio,Potasio disuelto,Potencial de hidrógeno,Potencial de Neutralización Sobek,Potencial redox,Potencial de óxido reducción (ORP),Selenio,Selenio disuelto,Silicatos,Silicio,Silicio disuelto,Sodio,Sodio disuelto,Sólidos Disueltos Totales (SDT),Sólidos Suspendidos Totales,Sólidos Totales Disueltos,Sulfato Total,Sulfatos,Sulfuro Total,Sulfuros,Talio,Talio disuelto,Temperatura,Titanio,Titanio disuelto,Torio,Torio disuelto,Turbidez,Uranio,Uranio disuelto,Vanadio,Vanadio disuelto,Wolframio disuelto,Wolframio,Zinc,Zinc disuelto,4-4῾DDD,4-4῾DDE,4-4῾DDT,4-4῾DDD2,4-4῾DDE3,4-4῾DDT4,Albicarb (parental),Albicarb sulfona,Albicarb sulfóxido,Aldrín,Alfa-BHC (Hexacloruro de Benceno),Beta-BHC (Hexacloruro de Benceno),Chlordane,Coliformes termotolerantes,Delta-BHC (Hexacloruro de Benceno),Dieldrin,Dimethoate,Disulfoton,Endosulfan I,Endosulfan Ii,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Endrin Ketone,EPN (Ethyl p-nitrophenyl),Famphur (Famophos),Gamma-BHC (Lindano),Heptaclor,Heptaclor Epoxide,Malathion,Methoxychlor,Methyl Parathion,"O,O,O-Triethyphosphoticate",Parathion,Phorate,Sulfotep,Thionazin
Michiquillay,Agua,Agua superficial,Agua superficial de ríos y quebradas,Q.Tr.QQuin2,799379,9218599,17M,WGS 84,3559,Quebrada Quinuamayo. aproximadamente a 510 m al oeste de la I.E N.° 821028 del sector Progreso La Toma y a 2 m arriba de la vía afirmada de Cajamarca - Celendín.,Simple,43625,,-,,0.071 mg/L,0.014 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.0014 mg/L,0.00022 mg/L,0.0056 mg/L,0.0054 mg/L,<0.00001 mg/L,<0.00001 mg/L,120.3 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,33 mg/L,31 mg/L,-,-,1.3 L/s,,,,0.00027 mg/L,<0.00001 mg/L,,,,0.551 mg/L,0.00011 mg/L,<0.00003 mg/L,<0.0003 mg/L,<0.0003 mg/L,209.9 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.09316 mg/L,0.09087 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.059 mg/L,0.027 mg/L,,,,,,,0.19 mg/L,<0.03 mg/L,<0.0001 mg/L,<0.0001 mg/L,1.19 mg/L,1.1 mg/L,0.00957 mg/L,0.00341 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,<0.00003 mg/L,<0.00003 mg/L,<0.0009 mg/L,<0.0009 mg/L,<0.009 mg NO3-/L,<0.002 mg NO3¯-N/L,,,,-,-,7.04 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,0.00044 mg/L,<0.00006 mg/L,0.91 mg/L,0.55 mg/L,7.86 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,4341 mg/L,-,-,0.98 mg/L,0.96 mg/L,,8 mg/L,-,,0.364 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,10.5 °C,0.001 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,5.44 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua superficial,Agua superficial de ríos y quebradas,QJatun3,798160,9219209,17M,WGS 84,3524,Quebrada Jatunsacha. aproximadamente a 360 m antes de la confluencia con la quebrada Quinuamayo,Simple,43625,,-,,0.095 mg/L,0.009 mg/L,,0.00016 mg/L,<0.00002 mg/L,0.00135 mg/L,<0.00004 mg/L,0.0131 mg/L,0.0115 mg/L,<0.00001 mg/L,<0.00001 mg/L,64.6 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,22 mg/L,20 mg/L,-,-,20.5 L/s,,,,0.00016 mg/L,<0.00001 mg/L,,,,0.159 mg/L,0.00045 mg/L,<0.00003 mg/L,0.0015 mg/L,0.0005 mg/L,108.9 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.03999 mg/L,0.0383 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.017 mg/L,<0.008 mg/L,,,,,,,0.79 mg/L,0.09 mg/L,0.0013 mg/L,0.0011 mg/L,1.19 mg/L,1.04 mg/L,0.13192 mg/L,0.02795 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,<0.00003 mg/L,<0.00003 mg/L,<0.0009 mg/L,<0.0009 mg/L,0.081 mg NO3-/L,0.018 mg NO3¯-N/L,,,,-,-,7.22 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,0.00044 mg/L,<0.00006 mg/L,0.45 mg/L,0.4 mg/L,7.87 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,9454 mg/L,-,-,0.8 mg/L,0.8 mg/L,,12 mg/L,-,,4267 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,12.3 °C,0.0008 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,6.74 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,<0.00002 mg/L,<0.00002 mg/L,0.02 mg/L,0.013 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua superficial,Agua superficial de ríos y quebradas,QQuin4,798606,9218577,17M,WGS 84,3534,Quebrada La Toma. aproximadamente a 35 m antes de confluir con la quebrada Quinuamayo,Simple,43625,,-,,0.055 mg/L,0.021 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.00123 mg/L,<0.00004 mg/L,0.012 mg/L,0.0116 mg/L,<0.00001 mg/L,<0.00001 mg/L,60.9 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,20 mg/L,19 mg/L,-,-,43.1 L/s,,,,<0.00001 mg/L,<0.00001 mg/L,,,,0.222 mg/L,0.00019 mg/L,<0.00003 mg/L,0.0006 mg/L,0.0005 mg/L,132.2 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.04486 mg/L,0.04471 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.012 mg/L,0.008 mg/L,,,,,,,0.34 mg/L,0.1 mg/L,0.0013 mg/L,0.0011 mg/L,0.983 mg/L,0.925 mg/L,0.06051 mg/L,0.03492 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,<0.00003 mg/L,<0.00003 mg/L,<0.0009 mg/L,<0.0009 mg/L,0.139 mg NO3-/L,0.032 mg NO3¯-N/L,,,,-,-,7.51 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,0.0004 mg/L,0.00017 mg/L,2.7 mg/L,2.5 mg/L,7.94 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,10.05 mg/L,-,-,0.97 mg/L,0.93 mg/L,,<2 mg/L,-,,2082 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,10.4 °C,0.0009 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,2.28 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,0.00058 mg/L,0.00025 mg/L,0.012 mg/L,0.011 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua superficial,Agua superficial de ríos y quebradas,QQuin5,798139,9218859,17M,WGS 84,3516,Quebrada Quinuamayo. aproximadamente a 300 m antes de la confluencia con la quebrada Jatunsacha.,Simple,43625,,-,,0.164 mg/L,0.015 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.00123 mg/L,<0.00004 mg/L,0.0127 mg/L,0.0104 mg/L,<0.00001 mg/L,<0.00001 mg/L,56.7 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,17 mg/L,17 mg/L,-,-,45 L/s,,,,0.00035 mg/L,<0.00001 mg/L,,,,0.382 mg/L,0.00055 mg/L,<0.00003 mg/L,0.0005 mg/L,<0.0003 mg/L,92.4 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.04133 mg/L,0.0403 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.037 mg/L,<0.008 mg/L,,,,,,,0.7 mg/L,0.12 mg/L,0.0012 mg/L,0.0009 mg/L,0.949 mg/L,0.829 mg/L,0.13684 mg/L,0.02146 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,<0.00003 mg/L,<0.00003 mg/L,<0.0009 mg/L,<0.0009 mg/L,0.116 mg NO3-/L,0.026 mg NO3¯-N/L,,,,-,-,7.32 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,0.00084 mg/L,<0.00006 mg/L,0.67 mg/L,0.41 mg/L,7.85 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,8631 mg/L,-,-,0.98 mg/L,0.98 mg/L,,9 mg/L,-,,2.43 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,11.6 °C,0.0016 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,8.14 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,<0.00002 mg/L,<0.00002 mg/L,0.019 mg/L,0.007 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua subterránea,Agua subterránea de manantial,AFPCum1,800158,9221131,17M,WGS 84,3796,Manantial Pampa del Cumbe I ubicado en la parte alta de la quebrada La Toma. sector de Quinuamayo Alto,Simple,43626,,-,,0.084 mg/L,0.055 mg/L,,<0.00002 mg/L,<0.00002 mg/L,<0.00004 mg/L,<0.00004 mg/L,0.012 mg/L,0.0119 mg/L,<0.00001 mg/L,<0.00001 mg/L,5.4 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.83 mg/L,0.67 mg/L,-,-,-,,,,<0.00001 mg/L,<0.00001 mg/L,,,,<0.061 mg/L,0.00079 mg/L,0.0006 mg/L,<0.0003 mg/L,<0.0003 mg/L,9.53 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.00679 mg/L,0.00641 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.019 mg/L,<0.008 mg/L,,,,,,,1.3 mg/L,0.22 mg/L,0.0003 mg/L,0.0003 mg/L,0.254 mg/L,0.158 mg/L,0.05011 mg/L,0.03568 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,<0.00003 mg/L,<0.00003 mg/L,<0.0009 mg/L,<0.0009 mg/L,0.121 mg NO3-/L,0.027 mg NO3¯-N/L,,,,-,-,3.12 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,0.00011 mg/L,<0.00006 mg/L,0.14 mg/L,0.13 mg/L,5.37 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,4622 mg/L,-,-,0.29 mg/L,0.27 mg/L,,6 mg/L,-,,0.606 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,11.4 °C,<0.0006 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,2.16 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,0.0004 mg/L,0.00038 mg/L,0.014 mg/L,0.009 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua subterránea,Agua subterránea de manantial,AFPCum2,799902,9221009,17M,WGS 84,3774,Manantial Pampa del Cumbe II ubicado en el margen derecho de la quebrada La Toma. parte alta del sector Quinuamayo Alto,Simple,43626,,-,,0.092 mg/L,0.075 mg/L,,<0.00002 mg/L,<0.00002 mg/L,<0.00004 mg/L,<0.00004 mg/L,0.0061 mg/L,0.006 mg/L,<0.00001 mg/L,<0.00001 mg/L,18.4 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,4.3 mg/L,4 mg/L,-,-,0.0444 L/s,,,,<0.00001 mg/L,<0.00001 mg/L,,,,<0.061 mg/L,<0.00003 mg/L,<0.00003 mg/L,<0.0003 mg/L,<0.0003 mg/L,30.1 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.0576 mg/L,0.0561 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.013 mg/L,<0.008 mg/L,,,,,,,0.25 mg/L,0.2 mg/L,0.0001 mg/L,<0.0001 mg/L,0.741 mg/L,0.621 mg/L,0.02145 mg/L,0.01 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,<0.00003 mg/L,<0.00003 mg/L,<0.0009 mg/L,<0.0009 mg/L,0.14 mg NO3-/L,0.032 mg NO3¯-N/L,,,,-,-,5.95 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,<0.00006 mg/L,<0.00006 mg/L,0.32 mg/L,0.14 mg/L,6.41 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,16.7 mg/L,-,-,1.2 mg/L,1.2 mg/L,,4 mg/L,-,,<0.05 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,12 °C,0.0011 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,1.52 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,0.00055 mg/L,0.00041 mg/L,0.011 mg/L,0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua subterránea,Agua subterránea de manantial,FMana1,800642,9220864,17M,WGS 84,3811,Manantial Quishuar quebrada ubicado aguas arriba de la captación para consumo del sector Progreso La Toma (Cumbe Chico),Simple,43626,,-,,0.402 mg/L,0.364 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.00014 mg/L,<0.00004 mg/L,0.0025 mg/L,0.0024 mg/L,<0.00001 mg/L,<0.00001 mg/L,29.4 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,4.8 mg/L,4.7 mg/L,-,-,0.0837 L/s,,,,<0.00001 mg/L,<0.00001 mg/L,,,,<0.061 mg/L,<0.00003 mg/L,<0.00003 mg/L,<0.0003 mg/L,0.001 mg/L,41.5 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.08096 mg/L,0.07992 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.064 mg/L,0.06 mg/L,,,,,,,<0.03 mg/L,<0.03 mg/L,0.0001 mg/L,0.0001 mg/L,0.483 mg/L,0.482 mg/L,0.0012 mg/L,0.00053 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,<0.00003 mg/L,<0.00003 mg/L,0.001 mg/L,<0.0009 mg/L,<0.009 mg NO3-/L,<0.002 mg NO3¯-N/L,,,,-,-,4.46 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,<0.00006 mg/L,<0.00006 mg/L,0.38 mg/L,0.36 mg/L,6.26 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,36.81 mg/L,-,-,2.7 mg/L,2.7 mg/L,,<2 mg/L,-,,<0.05 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,11.7 °C,0.0015 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.5 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua superficial,Agua superficial de ríos y quebradas,QNell2,796957,9219777,17M,WGS 84,3460,Quebrada Las Nellas. aproximadamente a 330 m antes de la confluencia con el río Quinuamayo,Simple,43626,,-,,0.059 mg/L,0.016 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.00161 mg/L,0.00033 mg/L,0.0111 mg/L,0.0105 mg/L,<0.00001 mg/L,<0.00001 mg/L,99.2 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,29 mg/L,29 mg/L,-,-,6.6 L/s,,,,<0.00001 mg/L,<0.00001 mg/L,,,,0.342 mg/L,0.00014 mg/L,<0.00003 mg/L,0.0009 mg/L,<0.0003 mg/L,173.7 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.07512 mg/L,0.07455 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.016 mg/L,0.009 mg/L,,,,,,,0.13 mg/L,<0.03 mg/L,0.0006 mg/L,0.0005 mg/L,1.34 mg/L,1.29 mg/L,0.01408 mg/L,0.00216 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,<0.00003 mg/L,<0.00003 mg/L,<0.0009 mg/L,<0.0009 mg/L,0.124 mg NO3-/L,0.028 mg NO3¯-N/L,,,,-,-,6.66 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,0.00013 mg/L,<0.00006 mg/L,1.7 mg/L,1.6 mg/L,7.87 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,8923 mg/L,-,-,1.3 mg/L,1.2 mg/L,,<2 mg/L,-,,3.49 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,14.7 °C,0.0007 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,2.87 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,<0.00002 mg/L,<0.00002 mg/L,0.011 mg/L,0.008 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua superficial,Agua superficial de ríos y quebradas,RChal2,794471,9219580,17M,WGS 84,3304,Río Challhuamayo. aproximadamente a 140 m antes de la confluencia con el río La Encañada,Simple,43626,,-,,0.185 mg/L,0.009 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.00214 mg/L,0.0007 mg/L,0.0159 mg/L,0.0153 mg/L,<0.00001 mg/L,<0.00001 mg/L,170 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,53 mg/L,52 mg/L,-,-,0.103 L/s,,,,0.00103 mg/L,<0.00001 mg/L,,,,1493 mg/L,0.00016 mg/L,<0.00003 mg/L,0.001 mg/L,0.0004 mg/L,250 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.14601 mg/L,0.14202 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.268 mg/L,0.062 mg/L,,,,,,,0.24 mg/L,<0.03 mg/L,0.0003 mg/L,0.0002 mg/L,1.86 mg/L,1.81 mg/L,0.01855 mg/L,0.00428 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,0.00016 mg/L,0.00015 mg/L,<0.0009 mg/L,<0.0009 mg/L,<0.009 mg NO3-/L,<0.002 mg NO3¯-N/L,,,,-,-,7.89 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,0.00026 mg/L,<0.00006 mg/L,1.5 mg/L,1.4 mg/L,8.32 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,9128 mg/L,-,-,2.1 mg/L,1.9 mg/L,,24 mg/L,-,,2235 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,10.8 °C,0.0015 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,5.62 NTU,0.00019 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,<0.00002 mg/L,<0.00002 mg/L,0.015 mg/L,0.004 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua superficial,Agua superficial de ríos y quebradas,RLEnc,794394,9219433,17M,WGS 84,3292,Río La Encañada. aproximadamente a 60 m aguas abajo de la confluencia de los ríos Challhuamayo y Quinuamayo,Simple,43626,,-,,0.185 mg/L,0.039 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.00194 mg/L,0.00031 mg/L,0.0138 mg/L,0.0135 mg/L,<0.00001 mg/L,<0.00001 mg/L,111 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,39 mg/L,39 mg/L,-,-,87.8 L/s,,,,<0.00001 mg/L,<0.00001 mg/L,,,,0.843 mg/L,0.0013 mg/L,0.00096 mg/L,0.2209 mg/L,0.067 mg/L,229 µS/cm,,<0.001 mg/L,,,<0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.08035 mg/L,0.08028 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.043 mg/L,0.022 mg/L,,,,,,,0.27 mg/L,<0.03 mg/L,0.0011 mg/L,0.0009 mg/L,1.76 mg/L,1.66 mg/L,0.02911 mg/L,0.0205 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,0.00019 mg/L,0.00015 mg/L,<0.0009 mg/L,<0.0009 mg/L,0.595 mg NO3-/L,0.134 mg NO3¯-N/L,,,,-,-,7.74 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,<0.00006 mg/L,<0.00006 mg/L,1.3 mg/L,1.2 mg/L,8.21 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,14.46 mg/L,-,-,1.7 mg/L,1.7 mg/L,,8 mg/L,-,,115.1 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,13.5 °C,<0.0006 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,4.69 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,<0.00002 mg/L,<0.00002 mg/L,0.02 mg/L,0.015 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michiquillay,Agua,Agua superficial,Agua superficial de ríos y quebradas,RMich6,794976,9219905,17M,WGS 84,3340,Río Michiquillay. aproximadamente a 340 m antes de la confluencia con el río Quinuamayo,Simple,43626,,-,,0.657 mg/L,0.009 mg/L,,<0.00002 mg/L,<0.00002 mg/L,0.00269 mg/L,0.0002 mg/L,0.0173 mg/L,0.0163 mg/L,<0.00001 mg/L,<0.00001 mg/L,8.2 mg HCO3-/L,<0.00001 mg/L,<0.00001 mg/L,<0.002 mg/L,<0.002 mg/L,0.00041 mg/L,0.00041 mg/L,13 mg/L,12 mg/L,-,-,58.3 L/s,,,,0.0004 mg/L,<0.00001 mg/L,,,,0.808 mg/L,0.00498 mg/L,0.00416 mg/L,0.8495 mg/L,0.4154 mg/L,98.2 µS/cm,,<0.001 mg/L,,,0.001 mg/L,-,-,<0.0001 mg/L,<0.0001 mg/L,0.05706 mg/L,0.05192 mg/L,,<0.004 mg PO4-3-P/L,<0.012 mg PO4-3/L,0.044 mg/L,<0.008 mg/L,,,,,,,1.1 mg/L,0.06 mg/L,0.0018 mg/L,0.0017 mg/L,1.53 mg/L,1.4 mg/L,0.08826 mg/L,0.06591 mg/L,,<0.00007 mg/L,<0.00007 mg/L,,0.00045 mg/L,<0.00003 mg/L,0.0027 mg/L,0.0012 mg/L,0.146 mg NO3-/L,0.033 mg NO3¯-N/L,,,,-,-,6.85 mg/L,,,<0.00006 mg/L,<0.00006 mg/L,0.00036 mg/L,<0.00006 mg/L,1.4 mg/L,1.1 mg/L,6.41 Unidad de pH,,,-,<0.00004 mg/L,<0.00004 mg/L,18.92 mg/L,-,-,2.1 mg/L,2.1 mg/L,,9 mg/L,-,,37.2 mg/L,,,<0.00001 mg/L,<0.00001 mg/L,14.9 °C,<0.0006 mg/L,<0.0006 mg/L,<0.00001 mg/L,<0.00001 mg/L,8.32 NTU,<0.00001 mg/L,<0.00001 mg/L,<0.006 mg/L,<0.006 mg/L,0.00157 mg/L,0.00132 mg/L,0.088 mg/L,0.088 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
