"","HORA","DEPARTAMENTO","CODE_VIA","KILOMETRO","MODALIDAD","FALLECIDOS","HERIDOS","LATITUD","LONGITUD","ANNO","MES","DIA"
"3680",13.5,"LAMBAYEQUE","PE-1N",80,"DESPISTE",0,2,-66.81,-78.1,"2020","DICIEMBRE","10"
"3681",9,"LIMA","PE-1N",83,"CHOQUE",0,1,-11.96,-76.96,"2020","DICIEMBRE","10"
"3682",12.5,"LIMA","PE-1S",97,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","10"
"3683",19,"LAMBAYEQUE","PE-06A",109,"CHOQUE",0,0,-66.81,-78.1,"2020","DICIEMBRE","10"
"3684",3,"LIMA","PE-1N",123,"CHOQUE",1,2,-11.96,-76.96,"2020","DICIEMBRE","10"
"3685",7.33,"LIMA","PE-1N",210,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","10"
"3686",5,"ANCASH","PE-1N",409,"CHOQUE",0,1,-92.75,-76.44,"2020","DICIEMBRE","10"
"3687",11.17,"ICA","PE-1S",461,"ATROPELLO",0,2,-13.93,-74.27,"2020","DICIEMBRE","10"
"3688",15.75,"AREQUIPA","PE-1S",707,"CHOQUE",0,1,-15.6,-70.47,"2020","DICIEMBRE","10"
"3689",23,"AREQUIPA","AR-115",2,"DESPISTE",0,1,-15.6,-70.47,"2020","DICIEMBRE","11"
"3690",12,"AMAZONAS","PE-5N",7,"CHOQUE",0,4,-50.85,-77.89,"2020","DICIEMBRE","11"
"3691",20.17,"PUNO","PE-34H",39,"CHOQUE",0,4,-14.16,-69.98,"2020","DICIEMBRE","11"
"3692",21,"LIMA","PE-22",54,"DESPISTE",0,1,-11.96,-76.96,"2020","DICIEMBRE","11"
"3693",8,"LIMA","PE-1N",75,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","11"
"3694",18.33,"LIMA","PE-22",87,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","11"
"3695",5.67,"AREQUIPA","PE-34A",124,"CHOQUE",1,1,-15.6,-70.47,"2020","DICIEMBRE","11"
"3696",12.5,"AMAZONAS","PE-5N",237,"CHOQUE",0,2,-50.85,-77.89,"2020","DICIEMBRE","11"
"3697",16.5,"ICA","PE-1S",247,"CHOQUE",0,2,-13.93,-74.27,"2020","DICIEMBRE","11"
"3698",13.17,"AREQUIPA","PE-1S",525,"CHOQUE",0,2,-15.6,-70.47,"2020","DICIEMBRE","11"
"3699",18.83,"PIURA","PE-1N",1112,"DESPISTE",0,1,-50.22,-79.35,"2020","DICIEMBRE","11"
"3700",17.5,"TACNA","PE-1S",1127,"DESPISTE",0,0,-18,-69.76,"2020","DICIEMBRE","11"
"3701",20,"LA LIBERTAD","PE-10A",NA,"CHOQUE",1,2,-80.57,-77.53,"2020","DICIEMBRE","11"
"3702",8.33,"JUNIN","PE-3S",53,"CHOQUE",0,0,-10.85,-74.01,"2020","DICIEMBRE","12"
"3703",8,"JUNIN","PE-3S",53,"CHOQUE",0,1,-10.85,-74.01,"2020","DICIEMBRE","12"
"3704",13.83,"JUNIN","PE-3S",80,"CHOQUE",0,0,-10.85,-74.01,"2020","DICIEMBRE","12"
"3705",14,"LIMA","PE-1N",84,"CHOQUE",0,4,-11.96,-76.96,"2020","DICIEMBRE","12"
"3706",21.75,"LIMA","PE-1S",94,"CHOQUE",0,3,-11.96,-76.96,"2020","DICIEMBRE","12"
"3707",9.5,"LIMA","PE-1S",116,"DESPISTE",0,3,-11.96,-76.96,"2020","DICIEMBRE","12"
"3708",23.25,"CAJAMARCA","PE-08",160,"CHOQUE",0,1,-70.39,-77.49,"2020","DICIEMBRE","12"
"3709",10.23,"LIMA","PE-1S",164,"ESPECIAL",0,0,-11.96,-76.96,"2020","DICIEMBRE","12"
"3710",13,"APURIMAC","PE-30A",355,"DESPISTE",0,13,-13.95,NA,"2020","DICIEMBRE","12"
"3711",21,"MADRE DE DIOS","PE-30C",379,"CHOQUE",0,1,-10.24,-69.19,"2020","DICIEMBRE","12"
"3712",18.08,"LA LIBERTAD","PE-1N",508,"CHOQUE",0,0,-80.57,-77.53,"2020","DICIEMBRE","12"
"3713",23.5,"LA LIBERTAD","PE-1N",649,"DESPISTE",1,0,-80.57,-77.53,"2020","DICIEMBRE","12"
"3714",8.75,"TUMBES","TU-101",NA,"DESPISTE",1,1,-34.44,-79.58,"2020","DICIEMBRE","12"
"3715",12.25,"CAJAMARCA","PE-3N",12,"VOLCADURA",0,0,-70.39,-77.49,"2020","DICIEMBRE","13"
"3716",10.83,"JUNIN","PE-22",49,"DESPISTE",0,1,-10.85,-74.01,"2020","DICIEMBRE","13"
"3717",2.5,"LAMBAYEQUE","PE-06A",63,"ATROPELLO",0,3,-66.81,-78.1,"2020","DICIEMBRE","13"
"3718",13.5,"JUNIN","PE-22B",72,"DESPISTE",0,2,-10.85,-74.01,"2020","DICIEMBRE","13"
"3719",16,"JUNIN","PE-3S",79,"DESPISTE",0,1,-10.85,-74.01,"2020","DICIEMBRE","13"
"3720",0.25,"LIMA","PE-1S",94,"DESPISTE",0,1,-11.96,-76.96,"2020","DICIEMBRE","13"
"3721",11.5,"LIMA","PE-22",110,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","13"
"3722",5,"JUNIN","PE-22",157,"DESPISTE",0,0,-10.85,-74.01,"2020","DICIEMBRE","13"
"3723",12.5,"AREQUIPA","PE-34A",164,"ATROPELLO",0,1,-15.6,-70.47,"2020","DICIEMBRE","13"
"3724",0.5,"PUNO","PE-34A",218,"CHOQUE",0,3,-14.16,-69.98,"2020","DICIEMBRE","13"
"3725",22.17,"LAMBAYEQUE","PE-1N",811,"ATROPELLO",1,0,-66.81,-78.1,"2020","DICIEMBRE","13"
"3726",16.67,"LAMBAYEQUE","PE-1N",877,"DESPISTE",0,2,-66.81,-78.1,"2020","DICIEMBRE","13"
"3727",13,"ANCASH","AN-625",NA,"DESPISTE",0,2,-92.75,-76.44,"2020","DICIEMBRE","13"
"3728",10.33,"CAJAMARCA","PE-5N",NA,"ESPECIAL",0,0,-70.39,-77.49,"2020","DICIEMBRE","13"
"3729",23.25,"LIMA","PE-1S",6,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","14"
"3730",13.25,"ICA","PE-28A",27,"DESPISTE",0,1,-13.93,-74.27,"2020","DICIEMBRE","14"
"3731",17.92,"LIMA","PE-1S",29,"DESPISTE",1,1,-11.96,-76.96,"2020","DICIEMBRE","14"
"3732",15.5,"JUNIN","PE-22",31,"DESPISTE",0,1,-10.85,-74.01,"2020","DICIEMBRE","14"
"3733",21.83,"PIURA","PE-02",40,"DESPISTE",0,2,-50.22,-79.35,"2020","DICIEMBRE","14"
"3734",21,"CAJAMARCA","PE-08",58,"VOLCADURA",0,1,-70.39,-77.49,"2020","DICIEMBRE","14"
"3735",7.75,"JUNIN","PE-22B",67,"DESPISTE",1,1,-10.85,-74.01,"2020","DICIEMBRE","14"
"3736",6.8,"JUNIN","PE-3S",67,"DESPISTE",0,0,-10.85,-74.01,"2020","DICIEMBRE","14"
"3737",7.5,"LIMA","PE-1S",104,"ATROPELLO",0,1,-11.96,-76.96,"2020","DICIEMBRE","14"
"3738",21,"HUANUCO","PE-18A",115,"CHOQUE",0,1,-98.8,-75.76,"2020","DICIEMBRE","14"
"3739",15.82,"LIMA","PE-1N",142,"DESPISTE",0,1,-11.96,-76.96,"2020","DICIEMBRE","14"
"3740",16.5,"PUNO","PE-34A",192,"CHOQUE",11,12,-14.16,-69.98,"2020","DICIEMBRE","14"
"3741",0.67,"MOQUEGUA","PE-1SD",205,"DESPISTE",0,0,-16.81,-69.07,"2020","DICIEMBRE","14"
"3742",16.5,"CUSCO","PE-28B",241,"DESPISTE",0,2,-12.47,-70.04,"2020","DICIEMBRE","14"
"3743",12.58,"APURIMAC","PE-30A",307,"DESPISTE",0,0,-13.95,NA,"2020","DICIEMBRE","14"
"3744",3,"LA LIBERTAD","PE-1N",696,"CHOQUE",1,0,-80.57,-77.53,"2020","DICIEMBRE","14"
"3745",10.25,"LAMBAYEQUE","PE-1N",697,"CHOQUE",0,2,-66.81,-78.1,"2020","DICIEMBRE","14"
"3746",6.92,"AREQUIPA","PE-1S",929,"CHOQUE",0,1,-15.6,-70.47,"2020","DICIEMBRE","14"
"3747",17.33,"PUNO","PE-34B",1,"DESPISTE",0,2,-14.16,-69.98,"2020","DICIEMBRE","15"
"3748",17.42,"LORETO","LO-103",9,"CHOQUE",0,2,-41.68,-73.79,"2020","DICIEMBRE","15"
"3749",17.65,"PIURA","PE-02",23,"DESPISTE",0,3,-50.22,-79.35,"2020","DICIEMBRE","15"
"3750",6.25,"LIMA","PE-1S",26,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","15"
"3751",17,"AMAZONAS","PE-08B",43,"CHOQUE",0,0,-50.85,-77.89,"2020","DICIEMBRE","15"
"3752",20.5,"LIMA","PE-22",50,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","15"
"3753",16.5,"ANCASH","PE-16",117,"CHOQUE",0,0,-92.75,-76.44,"2020","DICIEMBRE","15"
"3754",7,"JUNIN","PE-22",135,"VOLCADURA",0,0,-10.85,-74.01,"2020","DICIEMBRE","15"
"3755",22.67,"LIMA","PE-1S",172,"DESPISTE",0,2,-11.96,-76.96,"2020","DICIEMBRE","15"
"3756",5.5,"ICA","PE-1S",213,"CHOQUE",0,1,-13.93,-74.27,"2020","DICIEMBRE","15"
"3757",1.5,"ANCASH","PE-1N",292,"DESPISTE",0,1,-92.75,-76.44,"2020","DICIEMBRE","15"
"3758",4.25,"ICA","PE-1S",333,"DESPISTE",0,0,-13.93,-74.27,"2020","DICIEMBRE","15"
"3759",19.67,"ANCASH","PE-1N",386,"DESPISTE",0,1,-92.75,-76.44,"2020","DICIEMBRE","15"
"3760",7.67,"PUNO","PE-3S",1274,"CHOQUE",1,2,-14.16,-69.98,"2020","DICIEMBRE","15"
"3761",21.92,"CAJAMARCA","PE-06B",6,"CHOQUE",0,0,-70.39,-77.49,"2020","DICIEMBRE","16"
"3762",3.08,"AREQUIPA","AR-105",14,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","16"
"3763",7.42,"LIMA","PE-1N",62,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","16"
"3764",1.5,"LAMBAYEQUE","PE-1NJ",66,"CHOQUE",0,1,-66.81,-78.1,"2020","DICIEMBRE","16"
"3765",14.83,"HUANUCO","PE-18A",69,"CHOQUE",0,3,-98.8,-75.76,"2020","DICIEMBRE","16"
"3766",22,"CAJAMARCA","PE-08B",89,"DESPISTE",0,1,-70.39,-77.49,"2020","DICIEMBRE","16"
"3767",11.5,"LIMA","PE-22",111,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","16"
"3768",2.5,"MOQUEGUA","PE-1SD",218,"DESPISTE",0,0,-16.81,-69.07,"2020","DICIEMBRE","16"
"3769",16.67,"AMAZONAS","PE-5N",268,"CHOQUE",0,2,-50.85,-77.89,"2020","DICIEMBRE","16"
"3770",14,"ICA","PE-1S",333,"CHOQUE",0,1,-13.93,-74.27,"2020","DICIEMBRE","16"
"3771",17.75,"SAN MARTIN","PE-5N",392,"CHOQUE",0,3,-71.56,-75.18,"2020","DICIEMBRE","16"
"3772",8.5,"SAN MARTIN","PE-5N",472,"CHOQUE",0,2,-71.56,-75.18,"2020","DICIEMBRE","16"
"3773",13.5,"CAJAMARCA","PE-08",37,"DESPISTE",0,2,-70.39,-77.49,"2020","DICIEMBRE","17"
"3774",17,"JUNIN","PE-3S",108,"CHOQUE",0,3,-10.85,-74.01,"2020","DICIEMBRE","17"
"3775",19.33,"JUNIN","PE-22",136,"CHOQUE",1,1,-10.85,-74.01,"2020","DICIEMBRE","17"
"3776",4.83,"LIMA","PE-1N",185,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","17"
"3777",18.42,"ICA","PE-1S",220,"ATROPELLO",0,2,-13.93,-74.27,"2020","DICIEMBRE","17"
"3778",12.5,"AMAZONAS","PE-5N",238,"CHOQUE",0,1,-50.85,-77.89,"2020","DICIEMBRE","17"
"3779",22,"ICA","PE-1S",297,"CHOQUE",0,0,-13.93,-74.27,"2020","DICIEMBRE","17"
"3780",10.75,"ICA","PE-1S",418,"DESPISTE",0,4,-13.93,-74.27,"2020","DICIEMBRE","17"
"3781",14.5,"SAN MARTIN","PE-5N",469,"CHOQUE",0,1,-71.56,-75.18,"2020","DICIEMBRE","17"
"3782",10,"HUANUCO","PE-5N",479,"DESPISTE",0,1,-98.8,-75.76,"2020","DICIEMBRE","17"
"3783",12.67,"AREQUIPA","PE-34A",3,"CHOQUE",0,3,-15.6,-70.47,"2020","DICIEMBRE","18"
"3784",3.5,"LIMA","PE-1S",9,"CHOQUE",1,1,-11.96,-76.96,"2020","DICIEMBRE","18"
"3785",17,"UCAYALI","PE-5N",26,"CHOQUE",0,3,-97.75,NA,"2020","DICIEMBRE","18"
"3786",15.17,"CAJAMARCA","PE-08B",39,"DESPISTE",0,3,-70.39,-77.49,"2020","DICIEMBRE","18"
"3787",20.83,"JUNIN","PE-3S",64,"DESPISTE",0,3,-10.85,-74.01,"2020","DICIEMBRE","18"
"3788",14.75,"JUNIN","AN-110",66,"DESPISTE",0,1,-10.85,-74.01,"2020","DICIEMBRE","18"
"3789",15.17,"LIMA","PE-22",94,"CHOQUE",0,2,-11.96,-76.96,"2020","DICIEMBRE","18"
"3790",11.08,"AREQUIPA","PE-34A",104,"DESPISTE",0,0,-15.6,-70.47,"2020","DICIEMBRE","18"
"3791",3.5,"JUNIN","PE-28A",160,"CHOQUE",0,4,-10.85,-74.01,"2020","DICIEMBRE","18"
"3792",20,"ICA","PE-1S",209,"CHOQUE",0,1,-13.93,-74.27,"2020","DICIEMBRE","18"
"3793",23.83,"AYACUCHO","PE-28A",240,"DESPISTE",0,0,-12.84,-73.78,"2020","DICIEMBRE","18"
"3794",5,"ANCASH","PE-1N",256,"DESPISTE",0,1,-92.75,-76.44,"2020","DICIEMBRE","18"
"3795",23.33,"APURIMAC","PE-30A",347,"CHOQUE",0,4,-13.95,NA,"2020","DICIEMBRE","18"
"3796",21.5,"APURIMAC","PE-30A",401,"CHOQUE",0,0,-13.95,NA,"2020","DICIEMBRE","18"
"3797",15.83,"JUNIN","PE-5N",467,"CHOQUE",0,1,-10.85,-74.01,"2020","DICIEMBRE","18"
"3798",6.5,"SAN MARTIN","PE-5N",701,"CHOQUE",0,2,-71.56,-75.18,"2020","DICIEMBRE","18"
"3799",13.25,"LA LIBERTAD","PE-1N",717,"DESPISTE",0,1,-80.57,-77.53,"2020","DICIEMBRE","18"
"3800",17.83,"CUSCO","PE-3S",901,"CHOQUE",0,2,-12.47,-70.04,"2020","DICIEMBRE","18"
"3801",17.37,"AREQUIPA","AR-105",2,"DESPISTE",0,1,-15.6,-70.47,"2020","DICIEMBRE","19"
"3802",12.67,"AREQUIPA","PE-1S",16,"CHOQUE",0,2,-15.6,-70.47,"2020","DICIEMBRE","19"
"3803",21.83,"PIURA","PE-02A",18,"CHOQUE",0,3,-50.22,-79.35,"2020","DICIEMBRE","19"
"3804",9,"LIMA","PE-1N",83,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","19"
"3805",12.5,"LIMA","PE-1S",96,"VOLCADURA",0,1,-11.96,-76.96,"2020","DICIEMBRE","19"
"3806",7,"PUNO","PE-36A",140,"CHOQUE",1,0,-14.16,-69.98,"2020","DICIEMBRE","19"
"3807",7,"PUNO","PE-34B",153,"CHOQUE",3,0,-14.16,-69.98,"2020","DICIEMBRE","19"
"3808",14.25,"UCAYALI","PE-18C",156,"DESPISTE",0,1,-97.75,NA,"2020","DICIEMBRE","19"
"3809",20,"UCAYALI","PE-18C",165,"CHOQUE",0,3,-97.75,NA,"2020","DICIEMBRE","19"
"3810",23.3,"PUNO","PE-34A",221,"CHOQUE",0,3,-14.16,-69.98,"2020","DICIEMBRE","19"
"3811",23.58,"ICA","PE-1S",308,"CHOQUE",0,2,-13.93,-74.27,"2020","DICIEMBRE","19"
"3812",8.83,"AYACUCHO","PE-3S",486,"CHOQUE",0,0,-12.84,-73.78,"2020","DICIEMBRE","19"
"3813",21,"SAN MARTIN","PE-5N",493,"CHOQUE",0,1,-71.56,-75.18,"2020","DICIEMBRE","19"
"3814",21,"SAN MARTIN","PE-5N",578,"DESPISTE",0,0,-71.56,-75.18,"2020","DICIEMBRE","19"
"3815",15,"AREQUIPA","PE-1S",606,"VOLCADURA",0,1,-15.6,-70.47,"2020","DICIEMBRE","19"
"3816",6.33,"AREQUIPA","PE-1S",680,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","19"
"3817",18.25,"AREQUIPA","PE-1S",788,"CHOQUE",0,4,-15.6,-70.47,"2020","DICIEMBRE","19"
"3818",18.25,"AREQUIPA","PE-1S",874,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","19"
"3819",22.75,"AREQUIPA","PE-1S",920,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","19"
"3820",23,"AREQUIPA","PE-3S",10,"DESPISTE",0,2,-15.6,-70.47,"2020","DICIEMBRE","20"
"3821",14.75,"PUNO","PE-38A",35,"DESPISTE",0,3,-14.16,-69.98,"2020","DICIEMBRE","20"
"3822",10.83,"LIMA","PE-1N",75,"ATROPELLO",0,2,-11.96,-76.96,"2020","DICIEMBRE","20"
"3823",13,"LIMA","PE-1S",84,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","20"
"3824",18.17,"LIMA","PE-1S",115,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","20"
"3825",1.5,"LIMA","PE-22",127,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","20"
"3826",9,"AYACUCHO","PE-22",136,"CHOQUE",0,0,-12.84,-73.78,"2020","DICIEMBRE","20"
"3827",23.67,"LIMA","PE-1S",142,"DESPISTE",0,2,-11.96,-76.96,"2020","DICIEMBRE","20"
"3828",5.9,"LIMA","PE-1S",163,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","20"
"3829",6.33,"LIMA","PE-1S",164,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","20"
"3830",20,"UCAYALI","PE-18C",168,"CHOQUE",1,0,-97.75,NA,"2020","DICIEMBRE","20"
"3831",0.5,"ICA","PE-1S",261,"CHOQUE",0,2,-13.93,-74.27,"2020","DICIEMBRE","20"
"3832",7.33,"PUNO","PE-34B",299,"CHOQUE",0,0,-14.16,-69.98,"2020","DICIEMBRE","20"
"3833",9,"ICA","PE-1S",307,"CHOQUE",0,0,-13.93,-74.27,"2020","DICIEMBRE","20"
"3834",21,"APURIMAC","PE-30A",330,"CHOQUE",0,8,-13.95,NA,"2020","DICIEMBRE","20"
"3835",14,"AYACUCHO","PE-3S",356,"CHOQUE",0,1,-12.84,-73.78,"2020","DICIEMBRE","20"
"3836",8.92,"MADRE DE DIOS","PE-30C",418,"DESPISTE",1,0,-10.24,-69.19,"2020","DICIEMBRE","20"
"3837",5.67,"LA LIBERTAD","PE-1N",461,"DESPISTE",0,0,-80.57,-77.53,"2020","DICIEMBRE","20"
"3838",6,"AREQUIPA","PE-1S",516,"CHOQUE",0,1,-15.6,-70.47,"2020","DICIEMBRE","20"
"3839",6.75,"JUNIN","PE-5N",524,"DESPISTE",0,0,-10.85,-74.01,"2020","DICIEMBRE","20"
"3840",19.25,"TACNA","PE-1S",1283,"CHOQUE",0,2,-18,-69.76,"2020","DICIEMBRE","20"
"3841",11.25,"JUNIN","PE-3N",1,"CHOQUE",1,0,-10.85,-74.01,"2020","DICIEMBRE","21"
"3842",21.25,"JUNIN","PE-22",12,"CHOQUE",0,1,-10.85,-74.01,"2020","DICIEMBRE","21"
"3843",7.2,"TACNA","PE-1SD",21,"CHOQUE",0,1,-18,-69.76,"2020","DICIEMBRE","21"
"3844",18.5,"CUSCO","PE-28B",113,"CHOQUE",0,0,-12.47,-70.04,"2020","DICIEMBRE","21"
"3845",17.17,"ANCASH","PE-16",172,"CHOQUE",2,1,-92.75,-76.44,"2020","DICIEMBRE","21"
"3846",23.67,"PUNO","PE-34B",251,"CHOQUE",0,0,-14.16,-69.98,"2020","DICIEMBRE","21"
"3847",20.33,"PUNO","PE-34A",262,"CHOQUE",0,2,-14.16,-69.98,"2020","DICIEMBRE","21"
"3848",1,"ICA","PE-1S",320,"CHOQUE",1,0,-13.93,-74.27,"2020","DICIEMBRE","21"
"3849",7.5,"ANCASH","PE-1N",344,"DESPISTE",0,0,-92.75,-76.44,"2020","DICIEMBRE","21"
"3850",11.75,"MADRE DE DIOS","PE-30C",413,"DESPISTE",0,1,-10.24,-69.19,"2020","DICIEMBRE","21"
"3851",19.92,"SAN MARTIN","PE-5N",506,"DESPISTE",1,0,-71.56,-75.18,"2020","DICIEMBRE","21"
"3852",16.25,"LAMBAYEQUE","PE-1N",774,"DESPISTE",0,0,-66.81,-78.1,"2020","DICIEMBRE","21"
"3853",14.03,"AREQUIPA","PE-1S",853,"CHOQUE",0,2,-15.6,-70.47,"2020","DICIEMBRE","21"
"3854",19.5,"CUSCO","PE-3S",1064,"CHOQUE",0,1,-12.47,-70.04,"2020","DICIEMBRE","21"
"3855",14.5,"PUNO","PE-3S",1241,"DESPISTE",0,0,-14.16,-69.98,"2020","DICIEMBRE","21"
"3856",12,"PUNO","PE-3S",1275,"DESPISTE",1,0,-14.16,-69.98,"2020","DICIEMBRE","21"
"3857",12.83,"PUNO","PE-3S",1298,"DESPISTE",0,2,-14.16,-69.98,"2020","DICIEMBRE","21"
"3858",9.83,"PUNO","PE-3S",1326,"DESPISTE",0,5,-14.16,-69.98,"2020","DICIEMBRE","21"
"3859",6,"PUNO","PE-3S",1353,"DESPISTE",0,0,-14.16,-69.98,"2020","DICIEMBRE","21"
"3860",18.33,"CAJAMARCA","PE-5N",5,"CHOQUE",0,1,-70.39,-77.49,"2020","DICIEMBRE","22"
"3861",22.17,"PUNO","PE-34H",13,"CHOQUE",0,1,-14.16,-69.98,"2020","DICIEMBRE","22"
"3862",17,"ANCASH","AN-110",22,"CHOQUE",0,3,-92.75,-76.44,"2020","DICIEMBRE","22"
"3863",17,"JUNIN","PE-22",33,"DESPISTE",0,1,-10.85,-74.01,"2020","DICIEMBRE","22"
"3864",14.33,"LIMA","PE-1S",50,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","22"
"3865",14.17,"LIMA","PE-22",88,"DESPISTE",0,3,-11.96,-76.96,"2020","DICIEMBRE","22"
"3866",11.97,"CAJAMARCA","PE-08",89,"DESPISTE",0,1,-70.39,-77.49,"2020","DICIEMBRE","22"
"3867",17.5,"LIMA","PE-1S",110,"CHOQUE",0,2,-11.96,-76.96,"2020","DICIEMBRE","22"
"3868",15.17,"AREQUIPA","PE-34A",123,"DESPISTE",0,0,-15.6,-70.47,"2020","DICIEMBRE","22"
"3869",3.17,"AREQUIPA","PE-34A",123,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","22"
"3870",20.25,"PUNO","PE-34A",196,"CHOQUE",0,1,-14.16,-69.98,"2020","DICIEMBRE","22"
"3871",0.5,"PUNO","PE-34A",211,"DESPISTE",0,0,-14.16,-69.98,"2020","DICIEMBRE","22"
"3872",13.25,"JUNIN","PE-3N",214,"CHOQUE",0,2,-10.85,-74.01,"2020","DICIEMBRE","22"
"3873",13.5,"LAMBAYEQUE","PE-1N",708,"CHOQUE",0,2,-66.81,-78.1,"2020","DICIEMBRE","22"
"3874",2,"LAMBAYEQUE","PE-1N",800,"CHOQUE",0,2,-66.81,-78.1,"2020","DICIEMBRE","22"
"3875",12.83,"LAMBAYEQUE","PE-1N",828,"CHOQUE",0,0,-66.81,-78.1,"2020","DICIEMBRE","22"
"3876",16,"APURIMAC","PE-3S",832,"CHOQUE",0,0,-13.95,NA,"2020","DICIEMBRE","22"
"3877",17.5,"LAMBAYEQUE","PE-08",3,"CHOQUE",0,2,-66.81,-78.1,"2020","DICIEMBRE","23"
"3878",16.25,"AREQUIPA","PE-34A",3,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","23"
"3879",14.5,"AREQUIPA","PE-34A",35,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","23"
"3880",21.08,"JUNIN","PE-22",42,"CHOQUE",1,0,-10.85,-74.01,"2020","DICIEMBRE","23"
"3881",9.83,"PUNO","PE-34H",45,"DESPISTE",0,0,-14.16,-69.98,"2020","DICIEMBRE","23"
"3882",5.67,"LIMA","PE-1S",98,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","23"
"3883",22.5,"CUSCO","PE-28B",122,"CHOQUE",0,4,-12.47,-70.04,"2020","DICIEMBRE","23"
"3884",11.17,"PIURA","PE-1NJ",190,"CHOQUE",0,1,-50.22,-79.35,"2020","DICIEMBRE","23"
"3885",7,"AYACUCHO","PE-3S",418,"CHOQUE",0,9,-12.84,-73.78,"2020","DICIEMBRE","23"
"3886",23.75,"SAN MARTIN","PE-5N",506,"DESPISTE",0,1,-71.56,-75.18,"2020","DICIEMBRE","23"
"3887",2.5,"SAN MARTIN","PE-5N",633,"CHOQUE",1,0,-71.56,-75.18,"2020","DICIEMBRE","23"
"3888",17.5,"APURIMAC","PE-30A",856,"CHOQUE",0,3,-13.95,NA,"2020","DICIEMBRE","23"
"3889",0.83,"LAMBAYEQUE","PE-1N",877,"DESPISTE",0,0,-66.81,-78.1,"2020","DICIEMBRE","23"
"3890",14.5,"CUSCO","PE-3S",1030,"ATROPELLO",0,1,-12.47,-70.04,"2020","DICIEMBRE","23"
"3891",12.75,"CUSCO","PE-3S",1080,"CHOQUE",0,2,-12.47,-70.04,"2020","DICIEMBRE","23"
"3892",21,"LAMBAYEQUE",NA,NA,"CHOQUE",0,2,-66.81,-78.1,"2020","DICIEMBRE","23"
"3893",19.67,"JUNIN","PE-22",10,"DESPISTE",0,0,-10.85,-74.01,"2020","DICIEMBRE","24"
"3894",6,"JUNIN","PE-22",49,"CHOQUE",0,2,-10.85,-74.01,"2020","DICIEMBRE","24"
"3895",6,"PUNO","PE-36B",66,"DESPISTE",0,0,-14.16,-69.98,"2020","DICIEMBRE","24"
"3896",16.5,"LIMA","PE-22",111,"CHOQUE",0,1,-11.96,-76.96,"2020","DICIEMBRE","24"
"3897",3.18,"LIMA","PE-1S",140,"DESPISTE",0,1,-11.96,-76.96,"2020","DICIEMBRE","24"
"3898",22.33,"LIMA","PE-1N",142,"CHOQUE",1,0,-11.96,-76.96,"2020","DICIEMBRE","24"
"3899",3.5,"PUNO","PE-3S",1208,"CHOQUE",0,1,-14.16,-69.98,"2020","DICIEMBRE","24"
"3900",17.25,"CUSCO","PE-34F",37,"CHOQUE",0,3,-12.47,-70.04,"2020","DICIEMBRE","25"
"3901",7.17,"PIURA","PE-1NL",39,"DESPISTE",0,1,-50.22,-79.35,"2020","DICIEMBRE","25"
"3902",15,"CUSCO","CU-130",50,"DESPISTE",0,26,-12.47,-70.04,"2020","DICIEMBRE","25"
"3903",19.33,"PUNO","PE-34H",67,"ATROPELLO",0,1,-14.16,-69.98,"2020","DICIEMBRE","25"
"3904",18.58,"LIMA","PE-1N",102,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","25"
"3905",2.75,"LIMA","PE-1N",120,"CHOQUE",0,2,-11.96,-76.96,"2020","DICIEMBRE","25"
"3906",22,"AREQUIPA","PE-34A",148,"CHOQUE",1,0,-15.6,-70.47,"2020","DICIEMBRE","25"
"3907",10.17,"PUNO","PE-36A",301,"CHOQUE",0,2,-14.16,-69.98,"2020","DICIEMBRE","25"
