Código Geografico,REGION,PROVINCIA,DISTRITO,Cobertura IE,Cobertura Estudiantes,Medida Promedio en Lectura,Medida Promedio en Matemática
081102,CUSCO,PAUCARTAMBO,CAICAY,100.0,97.2,544,574
081103,CUSCO,PAUCARTAMBO,CHALLABAMBA,100.0,95.8,550,557
081104,CUSCO,PAUCARTAMBO,COLQUEPATA,100.0,94.4,513,503
081105,CUSCO,PAUCARTAMBO,HUANCARANI,100.0,97.5,542,521
081106,CUSCO,PAUCARTAMBO,KOSÑIPATA,100.0,97.1,528,525
081201,CUSCO,QUISPICANCHI,URCOS,100.0,100.0,631,636
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,80.0,95.7,-,-
081203,CUSCO,QUISPICANCHI,CAMANTI,100.0,94.7,606,620
081204,CUSCO,QUISPICANCHI,CCARHUAYO,100.0,96.2,559,509
081205,CUSCO,QUISPICANCHI,CCATCA,100.0,100.0,562,559
081206,CUSCO,QUISPICANCHI,CUSIPATA,100.0,97.1,582,595
081207,CUSCO,QUISPICANCHI,HUARO,100.0,100.0,551,515
081208,CUSCO,QUISPICANCHI,LUCRE,100.0,100.0,581,595
081209,CUSCO,QUISPICANCHI,MARCAPATA,100.0,100.0,523,506
081210,CUSCO,QUISPICANCHI,OCONGATE,100.0,100.0,576,600
081211,CUSCO,QUISPICANCHI,OROPESA,100.0,96.2,569,566
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,100.0,100.0,541,525
081301,CUSCO,URUBAMBA,URUBAMBA,100.0,95.7,621,614
081302,CUSCO,URUBAMBA,CHINCHERO,100.0,98.6,594,616
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,100.0,100.0,602,683
081304,CUSCO,URUBAMBA,MACHUPICCHU,100.0,88.7,603,564
081305,CUSCO,URUBAMBA,MARAS,100.0,91.0,560,551
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,100.0,96.3,553,529
081307,CUSCO,URUBAMBA,YUCAY,100.0,98.1,599,587
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,100.0,97.3,597,579
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,100.0,94.1,529,524
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,100.0,96.0,535,540
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,100.0,100.0,595,557
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,100.0,84.6,525,489
090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,100.0,97.1,538,494
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,100.0,100.0,660,706
090109,HUANCAVELICA,HUANCAVELICA,LARIA,100.0,100.0,551,562
090110,HUANCAVELICA,HUANCAVELICA,MANTA,100.0,100.0,507,468
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,100.0,93.1,630,704
090112,HUANCAVELICA,HUANCAVELICA,MOYA,100.0,75.0,-,-
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,100.0,97.0,513,515
090114,HUANCAVELICA,HUANCAVELICA,PALCA,100.0,100.0,552,550
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,100.0,72.7,-,-
090116,HUANCAVELICA,HUANCAVELICA,VILCA,100.0,96.0,540,531
090117,HUANCAVELICA,HUANCAVELICA,YAULI,100.0,98.2,519,517
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,100.0,94.4,611,616
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,100.0,96.1,540,562
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,100.0,99.3,592,590
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,100.0,97.6,546,542
090203,HUANCAVELICA,ACOBAMBA,ANTA,100.0,100.0,558,570
090205,HUANCAVELICA,ACOBAMBA,MARCAS,100.0,100.0,595,617
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,100.0,100.0,562,555
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,100.0,100.0,597,588
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,100.0,100.0,541,522
090301,HUANCAVELICA,ANGARAES,LIRCAY,100.0,99.4,608,641
090302,HUANCAVELICA,ANGARAES,ANCHONGA,100.0,100.0,522,541
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,100.0,100.0,586,658
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,100.0,96.7,568,605
090305,HUANCAVELICA,ANGARAES,CHINCHO,100.0,100.0,558,507
090306,HUANCAVELICA,ANGARAES,CONGALLA,100.0,100.0,577,620
090307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,100.0,100.0,516,472
090308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,100.0,100.0,613,609
090309,HUANCAVELICA,ANGARAES,JULCAMARCA,100.0,100.0,590,591
090310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,100.0,100.0,525,533
090311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,100.0,100.0,522,558
090312,HUANCAVELICA,ANGARAES,SECCLLA,100.0,93.8,559,567
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,100.0,90.7,566,568
090402,HUANCAVELICA,CASTROVIRREYNA,ARMA,100.0,58.3,-,-
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,100.0,92.3,587,644
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,100.0,95.2,551,578
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,100.0,86.7,570,569
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,100.0,100.0,641,677
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,100.0,100.0,545,536
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,100.0,90.0,577,603
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,100.0,100.0,589,641
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,100.0,100.0,678,664
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,100.0,77.8,-,-
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,100.0,100.0,601,614
090502,HUANCAVELICA,CHURCAMPA,ANCO,100.0,98.3,552,562
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,100.0,94.2,575,642
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,100.0,98.1,550,563
090505,HUANCAVELICA,CHURCAMPA,LA MERCED,100.0,100.0,474,496
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,100.0,100.0,534,524
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,100.0,98.9,559,595
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,100.0,84.6,592,667
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,100.0,92.6,563,563
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,100.0,95.3,560,629
090511,HUANCAVELICA,CHURCAMPA,COSME,100.0,97.6,537,550
090601,HUANCAVELICA,HUAYTARÁ,HUAYTARA,100.0,97.4,679,703
090604,HUANCAVELICA,HUAYTARÁ,HUAYACUNDO ARMA,100.0,100.0,546,487
090605,HUANCAVELICA,HUAYTARÁ,LARAMARCA,100.0,90.9,589,612
090606,HUANCAVELICA,HUAYTARÁ,OCOYO,100.0,100.0,612,654
090607,HUANCAVELICA,HUAYTARÁ,PILPICHACA,100.0,95.3,568,599
090608,HUANCAVELICA,HUAYTARÁ,QUERCO,100.0,100.0,578,614
090610,HUANCAVELICA,HUAYTARÁ,SAN ANTONIO DE CUSICANCHA,100.0,100.0,597,636
090611,HUANCAVELICA,HUAYTARÁ,SAN FRANCISCO DE SANGAYAICO,100.0,91.7,597,666
090612,HUANCAVELICA,HUAYTARÁ,SAN ISIDRO,100.0,100.0,613,558
090613,HUANCAVELICA,HUAYTARÁ,SANTIAGO DE CHOCORVOS,100.0,75.0,-,-
090614,HUANCAVELICA,HUAYTARÁ,SANTIAGO DE QUIRAHUARA,100.0,100.0,589,583
090615,HUANCAVELICA,HUAYTARÁ,SANTO DOMINGO DE CAPILLAS,100.0,85.7,539,555
090616,HUANCAVELICA,HUAYTARÁ,TAMBO,100.0,100.0,605,588
090701,HUANCAVELICA,TAYACAJA,PAMPAS,100.0,98.6,632,659
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,100.0,98.0,589,596
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,100.0,97.4,546,538
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,100.0,98.2,576,606
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,100.0,97.2,550,555
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,100.0,97.3,599,622
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,100.0,100.0,580,553
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,100.0,95.6,568,601
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,100.0,96.4,588,587
090711,HUANCAVELICA,TAYACAJA,PAZOS,100.0,94.5,595,609
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,100.0,95.5,525,529
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,100.0,92.4,577,578
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,100.0,97.4,564,573
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,100.0,94.7,587,569
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,100.0,97.8,538,569
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,100.0,98.9,535,540
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,100.0,96.1,510,499
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,100.0,92.0,501,481
100101,HUÁNUCO,HUÁNUCO,HUANUCO,100.0,94.1,609,577
100102,HUÁNUCO,HUÁNUCO,AMARILIS,100.0,95.7,599,588
100103,HUÁNUCO,HUÁNUCO,CHINCHAO,100.0,94.2,535,516
100104,HUÁNUCO,HUÁNUCO,CHURUBAMBA,100.0,97.7,495,479
100105,HUÁNUCO,HUÁNUCO,MARGOS,100.0,97.4,477,466
100106,HUÁNUCO,HUÁNUCO,QUISQUI,100.0,92.7,527,500
100107,HUÁNUCO,HUÁNUCO,SAN FRANCISCO DE CAYRAN,100.0,98.3,557,553
100108,HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULAN,100.0,97.9,479,460
100109,HUÁNUCO,HUÁNUCO,SANTA MARIA DEL VALLE,100.0,94.8,525,531
100110,HUÁNUCO,HUÁNUCO,YARUMAYO,100.0,94.3,516,506
100111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,100.0,97.5,604,592
100112,HUÁNUCO,HUÁNUCO,YACUS,100.0,100.0,497,492
100113,HUÁNUCO,HUÁNUCO,SAN PABLO DE PILLAO,92.9,92.3,505,486
100201,HUÁNUCO,AMBO,AMBO,100.0,96.9,559,552
100202,HUÁNUCO,AMBO,CAYNA,100.0,93.6,520,511
100203,HUÁNUCO,AMBO,COLPAS,100.0,88.9,497,437
100204,HUÁNUCO,AMBO,CONCHAMARCA,100.0,98.5,552,587
100205,HUÁNUCO,AMBO,HUACAR,100.0,98.6,570,587
100206,HUÁNUCO,AMBO,SAN FRANCISCO,100.0,100.0,510,509
100207,HUÁNUCO,AMBO,SAN RAFAEL,100.0,98.0,535,539
100208,HUÁNUCO,AMBO,TOMAY KICHWA,100.0,96.6,573,561
100301,HUÁNUCO,DOS DE MAYO,LA UNION,100.0,93.2,586,597
100307,HUÁNUCO,DOS DE MAYO,CHUQUIS,100.0,96.3,510,501
100311,HUÁNUCO,DOS DE MAYO,MARIAS,100.0,94.5,508,493
100313,HUÁNUCO,DOS DE MAYO,PACHAS,100.0,94.2,540,537
100316,HUÁNUCO,DOS DE MAYO,QUIVILLA,100.0,100.0,501,502
100317,HUÁNUCO,DOS DE MAYO,RIPAN,100.0,95.5,570,591
100321,HUÁNUCO,DOS DE MAYO,SHUNQUI,100.0,96.7,482,470
100322,HUÁNUCO,DOS DE MAYO,SILLAPATA,100.0,97.5,583,581
100323,HUÁNUCO,DOS DE MAYO,YANAS,100.0,90.7,512,503
100401,HUÁNUCO,HUACAYBAMBA,HUACAYBAMBA,100.0,97.6,574,566
100402,HUÁNUCO,HUACAYBAMBA,CANCHABAMBA,100.0,98.1,566,519
100403,HUÁNUCO,HUACAYBAMBA,COCHABAMBA,100.0,94.7,526,544
100404,HUÁNUCO,HUACAYBAMBA,PINRA,100.0,88.5,496,502
100501,HUÁNUCO,HUAMALÍES,LLATA,100.0,98.6,576,593
100502,HUÁNUCO,HUAMALÍES,ARANCAY,100.0,96.9,523,531
100503,HUÁNUCO,HUAMALÍES,CHAVIN DE PARIARCA,100.0,95.8,519,511
100504,HUÁNUCO,HUAMALÍES,JACAS GRANDE,100.0,84.3,540,537
100505,HUÁNUCO,HUAMALÍES,JIRCAN,100.0,97.1,540,524
100506,HUÁNUCO,HUAMALÍES,MIRAFLORES,100.0,95.9,537,560
100507,HUÁNUCO,HUAMALÍES,MONZON,100.0,94.0,575,580
100508,HUÁNUCO,HUAMALÍES,PUNCHAO,100.0,100.0,454,436
100509,HUÁNUCO,HUAMALÍES,PUÑOS,80.0,85.2,-,-
100510,HUÁNUCO,HUAMALÍES,SINGA,100.0,95.7,576,609
100511,HUÁNUCO,HUAMALÍES,TANTAMAYO,100.0,100.0,564,530
100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,100.0,93.2,603,594
100602,HUÁNUCO,LEONCIO PRADO,DANIEL ALOMIAS ROBLES,100.0,88.5,521,485
100603,HUÁNUCO,LEONCIO PRADO,HERMILIO VALDIZAN,100.0,92.8,543,538
100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,100.0,89.7,576,566
100605,HUÁNUCO,LEONCIO PRADO,LUYANDO,100.0,93.3,546,540
100606,HUÁNUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100.0,93.0,551,532
100607,HUÁNUCO,LEONCIO PRADO,PUCAYACU,100.0,89.4,537,524
100608,HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,100.0,86.5,599,580
100701,HUÁNUCO,MARAÑÓN,HUACRACHUCO,100.0,99.2,521,519
100702,HUÁNUCO,MARAÑÓN,CHOLON,100.0,96.3,507,501
100703,HUÁNUCO,MARAÑÓN,SAN BUENAVENTURA,100.0,100.0,483,484
100704,HUÁNUCO,MARAÑÓN,LA MORADA,100.0,88.5,545,530
100705,HUÁNUCO,MARAÑÓN,SANTA ROSA DE ALTO YANAJANCA,100.0,86.3,512,471
100801,HUÁNUCO,PACHITEA,PANAO,100.0,92.9,541,536
100802,HUÁNUCO,PACHITEA,CHAGLLA,95.5,89.3,546,543
100803,HUÁNUCO,PACHITEA,MOLINO,100.0,97.9,555,572
100804,HUÁNUCO,PACHITEA,UMARI,100.0,94.3,542,537
100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,100.0,90.2,553,542
100902,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,100.0,89.5,554,550
100903,HUÁNUCO,PUERTO INCA,HONORIA,100.0,81.7,564,549
100904,HUÁNUCO,PUERTO INCA,TOURNAVISTA,100.0,96.1,587,605
100905,HUÁNUCO,PUERTO INCA,YUYAPICHIS,100.0,89.6,564,587
101001,HUÁNUCO,LAURICOCHA,JESUS,100.0,98.8,580,573
101002,HUÁNUCO,LAURICOCHA,BAÑOS,100.0,100.0,561,550
101003,HUÁNUCO,LAURICOCHA,JIVIA,100.0,100.0,529,552
101004,HUÁNUCO,LAURICOCHA,QUEROPALCA,100.0,100.0,531,574
101005,HUÁNUCO,LAURICOCHA,RONDOS,100.0,91.3,556,563
101006,HUÁNUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,100.0,96.3,563,599
101007,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,100.0,99.1,535,535
101101,HUÁNUCO,YAROWILCA,CHAVINILLO,100.0,92.7,539,547
101102,HUÁNUCO,YAROWILCA,CAHUAC,100.0,100.0,647,647
101103,HUÁNUCO,YAROWILCA,CHACABAMBA,100.0,100.0,516,528
101104,HUÁNUCO,YAROWILCA,APARICIO POMARES,100.0,98.3,524,504
101105,HUÁNUCO,YAROWILCA,JACAS CHICO,100.0,100.0,567,596
101106,HUÁNUCO,YAROWILCA,OBAS,100.0,96.4,607,634
101107,HUÁNUCO,YAROWILCA,PAMPAMARCA,100.0,100.0,536,505
101108,HUÁNUCO,YAROWILCA,CHORAS,100.0,95.1,535,522
110101,ICA,ICA,ICA,100.0,94.2,624,614
110102,ICA,ICA,LA TINGUIÑA,100.0,97.2,606,594
110103,ICA,ICA,LOS AQUIJES,100.0,97.9,608,607
110104,ICA,ICA,OCUCAJE,100.0,98.1,564,526
110105,ICA,ICA,PACHACUTEC,100.0,94.6,602,596
110106,ICA,ICA,PARCONA,100.0,94.5,601,582
110107,ICA,ICA,PUEBLO NUEVO,100.0,94.2,565,554
110108,ICA,ICA,SALAS,100.0,95.2,590,599
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,100.0,96.3,576,557
110110,ICA,ICA,SAN JUAN BAUTISTA,100.0,95.2,600,574
110111,ICA,ICA,SANTIAGO,100.0,96.4,595,611
110112,ICA,ICA,SUBTANJALLA,100.0,96.3,612,611
110113,ICA,ICA,TATE,100.0,94.9,607,587
110114,ICA,ICA,YAUCA DEL ROSARIO,100.0,76.5,-,-
110201,ICA,CHINCHA,CHINCHA ALTA,100.0,96.8,607,604
110202,ICA,CHINCHA,ALTO LARAN,100.0,97.9,638,662
110204,ICA,CHINCHA,CHINCHA BAJA,100.0,95.6,583,581
110205,ICA,CHINCHA,EL CARMEN,100.0,100.0,562,563
110206,ICA,CHINCHA,GROCIO PRADO,100.0,96.7,578,565
110207,ICA,CHINCHA,PUEBLO NUEVO,100.0,96.8,599,594
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,100.0,95.5,555,618
110210,ICA,CHINCHA,SUNAMPE,100.0,93.5,595,596
110211,ICA,CHINCHA,TAMBO DE MORA,100.0,97.3,625,594
110301,ICA,NAZCA,NAZCA,100.0,97.7,645,675
110302,ICA,NAZCA,CHANGUILLO,100.0,93.5,610,666
110303,ICA,NAZCA,EL INGENIO,100.0,98.3,636,683
110304,ICA,NAZCA,MARCONA,100.0,97.8,635,648
110305,ICA,NAZCA,VISTA ALEGRE,100.0,97.5,648,687
110401,ICA,PALPA,PALPA,100.0,93.5,652,707
110402,ICA,PALPA,LLIPATA,100.0,100.0,619,657
110403,ICA,PALPA,RIO GRANDE,100.0,87.8,716,811
110404,ICA,PALPA,SANTA CRUZ,100.0,100.0,612,698
110405,ICA,PALPA,TIBILLO,100.0,100.0,638,631
110501,ICA,PISCO,PISCO,100.0,95.1,615,609
110502,ICA,PISCO,HUANCANO,100.0,100.0,553,576
110503,ICA,PISCO,HUMAY,100.0,93.1,561,565
110504,ICA,PISCO,INDEPENDENCIA,100.0,95.7,604,609
110505,ICA,PISCO,PARACAS,100.0,98.1,589,589
110506,ICA,PISCO,SAN ANDRES,100.0,91.2,618,620
110507,ICA,PISCO,SAN CLEMENTE,100.0,97.2,585,566
110508,ICA,PISCO,TUPAC AMARU INCA,100.0,95.4,611,590
120101,JUNÍN,HUANCAYO,HUANCAYO,100.0,97.0,640,640
120105,JUNÍN,HUANCAYO,CHACAPAMPA,100.0,100.0,569,543
120106,JUNÍN,HUANCAYO,CHICCHE,100.0,100.0,621,623
120107,JUNÍN,HUANCAYO,CHILCA,100.0,96.9,598,589
120108,JUNÍN,HUANCAYO,CHONGOS ALTO,100.0,100.0,506,482
120111,JUNÍN,HUANCAYO,CHUPURO,100.0,95.8,623,645
120112,JUNÍN,HUANCAYO,COLCA,100.0,92.3,545,524
120113,JUNÍN,HUANCAYO,CULLHUAS,100.0,100.0,498,471
120114,JUNÍN,HUANCAYO,EL TAMBO,100.0,96.9,632,617
120116,JUNÍN,HUANCAYO,HUACRAPUQUIO,100.0,100.0,561,527
120117,JUNÍN,HUANCAYO,HUALHUAS,100.0,92.2,609,617
120119,JUNÍN,HUANCAYO,HUANCAN,100.0,95.8,586,589
120120,JUNÍN,HUANCAYO,HUASICANCHA,100.0,100.0,548,551
120121,JUNÍN,HUANCAYO,HUAYUCACHI,100.0,99.4,597,606
120122,JUNÍN,HUANCAYO,INGENIO,100.0,96.7,563,591
120124,JUNÍN,HUANCAYO,PARIAHUANCA,100.0,97.6,547,557
120125,JUNÍN,HUANCAYO,PILCOMAYO,100.0,92.0,603,599
120126,JUNÍN,HUANCAYO,PUCARA,100.0,91.2,564,560
120127,JUNÍN,HUANCAYO,QUICHUAY,100.0,88.9,553,571
120128,JUNÍN,HUANCAYO,QUILCAS,100.0,94.4,604,634
120129,JUNÍN,HUANCAYO,SAN AGUSTIN,100.0,94.4,611,615
120130,JUNÍN,HUANCAYO,SAN JERONIMO DE TUNAN,100.0,96.0,600,585
120132,JUNÍN,HUANCAYO,SAÑO,100.0,100.0,654,689
120133,JUNÍN,HUANCAYO,SAPALLANGA,100.0,97.3,581,573
120134,JUNÍN,HUANCAYO,SICAYA,100.0,96.5,593,613
120135,JUNÍN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,100.0,97.1,477,462
120136,JUNÍN,HUANCAYO,VIQUES,100.0,95.0,598,606
120201,JUNÍN,CONCEPCIÓN,CONCEPCION,100.0,96.8,609,616
120202,JUNÍN,CONCEPCIÓN,ACO,100.0,91.2,576,594
120203,JUNÍN,CONCEPCIÓN,ANDAMARCA,100.0,95.0,502,494
120204,JUNÍN,CONCEPCIÓN,CHAMBARA,100.0,98.1,547,545
120205,JUNÍN,CONCEPCIÓN,COCHAS,100.0,97.4,521,509
120206,JUNÍN,CONCEPCIÓN,COMAS,90.9,73.6,-,-
120207,JUNÍN,CONCEPCIÓN,HEROINAS TOLEDO,100.0,100.0,507,493
120208,JUNÍN,CONCEPCIÓN,MANZANARES,100.0,100.0,553,531
120209,JUNÍN,CONCEPCIÓN,MARISCAL CASTILLA,100.0,100.0,537,480
120210,JUNÍN,CONCEPCIÓN,MATAHUASI,100.0,98.8,593,608
120211,JUNÍN,CONCEPCIÓN,MITO,100.0,92.3,575,600
120212,JUNÍN,CONCEPCIÓN,NUEVE DE JULIO,100.0,100.0,633,646
120213,JUNÍN,CONCEPCIÓN,ORCOTUNA,100.0,94.4,588,608
120214,JUNÍN,CONCEPCIÓN,SAN JOSE DE QUERO,100.0,96.9,563,554
120215,JUNÍN,CONCEPCIÓN,SANTA ROSA DE OCOPA,100.0,94.4,616,645
120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,100.0,96.0,596,593
120302,JUNÍN,CHANCHAMAYO,PERENE,100.0,91.4,563,550
120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,100.0,91.8,581,582
120304,JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,100.0,96.0,555,546
120305,JUNÍN,CHANCHAMAYO,SAN RAMON,100.0,98.0,609,600
120306,JUNÍN,CHANCHAMAYO,VITOC,100.0,76.5,-,-
120401,JUNÍN,JAUJA,JAUJA,100.0,99.4,625,606
120402,JUNÍN,JAUJA,ACOLLA,100.0,94.9,565,583
120403,JUNÍN,JAUJA,APATA,100.0,94.4,561,592
120404,JUNÍN,JAUJA,ATAURA,100.0,100.0,516,463
120405,JUNÍN,JAUJA,CANCHAYLLO,100.0,92.1,588,565
120406,JUNÍN,JAUJA,CURICACA,100.0,90.0,602,591
120407,JUNÍN,JAUJA,EL MANTARO,100.0,100.0,593,628
120408,JUNÍN,JAUJA,HUAMALI,100.0,100.0,616,679
120409,JUNÍN,JAUJA,HUARIPAMPA,100.0,92.9,561,561
120410,JUNÍN,JAUJA,HUERTAS,100.0,100.0,559,580
120411,JUNÍN,JAUJA,JANJAILLO,100.0,100.0,576,591
120412,JUNÍN,JAUJA,JULCAN,100.0,100.0,479,455
120413,JUNÍN,JAUJA,LEONOR ORDOÑEZ,100.0,100.0,617,622
120414,JUNÍN,JAUJA,LLOCLLAPAMPA,100.0,87.5,560,499
120415,JUNÍN,JAUJA,MARCO,100.0,100.0,557,534
120416,JUNÍN,JAUJA,MASMA,100.0,100.0,556,541
120417,JUNÍN,JAUJA,MASMA CHICCHE,100.0,86.7,502,454
120418,JUNÍN,JAUJA,MOLINOS,100.0,95.0,531,553
120419,JUNÍN,JAUJA,MONOBAMBA,100.0,100.0,591,535
120420,JUNÍN,JAUJA,MUQUI,100.0,100.0,636,727
120421,JUNÍN,JAUJA,MUQUIYAUYO,100.0,83.8,533,508
120422,JUNÍN,JAUJA,PACA,100.0,91.7,563,576
120423,JUNÍN,JAUJA,PACCHA,100.0,95.7,545,571
120424,JUNÍN,JAUJA,PANCAN,100.0,98.8,653,661
120425,JUNÍN,JAUJA,PARCO,100.0,100.0,612,619
120426,JUNÍN,JAUJA,POMACANCHA,100.0,100.0,561,536
120427,JUNÍN,JAUJA,RICRAN,100.0,96.9,503,466
120428,JUNÍN,JAUJA,SAN LORENZO,100.0,100.0,613,621
120430,JUNÍN,JAUJA,SAUSA,100.0,96.7,572,538
120431,JUNÍN,JAUJA,SINCOS,100.0,98.3,597,593
120432,JUNÍN,JAUJA,TUNAN MARCA,100.0,100.0,610,497
120433,JUNÍN,JAUJA,YAULI,100.0,88.9,550,525
120434,JUNÍN,JAUJA,YAUYOS,100.0,87.5,529,488
120501,JUNÍN,JUNÍN,JUNIN,100.0,97.6,621,639
120502,JUNÍN,JUNÍN,CARHUAMAYO,100.0,95.5,542,523
120503,JUNÍN,JUNÍN,ONDORES,100.0,100.0,625,666
120504,JUNÍN,JUNÍN,ULCUMAYO,100.0,96.9,492,479
120601,JUNÍN,SATIPO,SATIPO,100.0,93.8,597,591
120602,JUNÍN,SATIPO,COVIRIALI,100.0,85.7,576,572
120603,JUNÍN,SATIPO,LLAYLLA,100.0,98.0,540,533
120604,JUNÍN,SATIPO,MAZAMARI,100.0,94.6,574,585
120605,JUNÍN,SATIPO,PAMPA HERMOSA,100.0,97.3,574,609
120606,JUNÍN,SATIPO,PANGOA,98.4,92.8,569,561
120607,JUNÍN,SATIPO,RIO NEGRO,100.0,92.7,545,538
120608,JUNÍN,SATIPO,RIO TAMBO,100.0,81.2,531,507
120701,JUNÍN,TARMA,TARMA,100.0,95.2,611,602
120702,JUNÍN,TARMA,ACOBAMBA,100.0,95.2,574,611
120703,JUNÍN,TARMA,HUARICOLCA,100.0,97.4,507,514
120704,JUNÍN,TARMA,HUASAHUASI,100.0,97.1,553,559
120705,JUNÍN,TARMA,LA UNION,100.0,94.1,560,562
120706,JUNÍN,TARMA,PALCA,100.0,93.5,531,527
120707,JUNÍN,TARMA,PALCAMAYO,100.0,100.0,542,543
120708,JUNÍN,TARMA,SAN PEDRO DE CAJAS,100.0,88.2,558,547
120709,JUNÍN,TARMA,TAPO,100.0,96.5,514,487
120801,JUNÍN,YAULI,LA OROYA,100.0,93.3,640,665
120802,JUNÍN,YAULI,CHACAPALPA,100.0,100.0,485,461
120803,JUNÍN,YAULI,HUAY-HUAY,100.0,95.7,654,679
120804,JUNÍN,YAULI,MARCAPOMACOCHA,100.0,85.7,540,513
120805,JUNÍN,YAULI,MOROCOCHA,100.0,98.8,618,644
120806,JUNÍN,YAULI,PACCHA,100.0,100.0,645,696
120807,JUNÍN,YAULI,SANTA BARBARA DE CARHUACAYAN,100.0,81.3,591,562
120808,JUNÍN,YAULI,SANTA ROSA DE SACCO,100.0,95.3,601,596
120809,JUNÍN,YAULI,SUITUCANCHA,100.0,94.7,581,627
120810,JUNÍN,YAULI,YAULI,100.0,96.1,607,640
