Código Geografico,REGION,PROVINCIA,DISTRITO,Cobertura IE,Cobertura Estudiantes,Medida Promedio en Lectura,Medida Promedio en Matemática
081102,CUSCO,PAUCARTAMBO,CAICAY,100.0,100.0,508,510
081103,CUSCO,PAUCARTAMBO,CHALLABAMBA,100.0,97.5,544,564
081104,CUSCO,PAUCARTAMBO,COLQUEPATA,100.0,100.0,528,547
081105,CUSCO,PAUCARTAMBO,HUANCARANI,100.0,99.3,532,542
081106,CUSCO,PAUCARTAMBO,KOSÑIPATA,100.0,97.0,539,538
081201,CUSCO,QUISPICANCHI,URCOS,100.0,99.4,596,635
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,100.0,99.3,589,632
081203,CUSCO,QUISPICANCHI,CAMANTI,100.0,100.0,547,556
081204,CUSCO,QUISPICANCHI,CCARHUAYO,100.0,100.0,528,515
081205,CUSCO,QUISPICANCHI,CCATCA,100.0,100.0,550,587
081206,CUSCO,QUISPICANCHI,CUSIPATA,100.0,100.0,545,586
081207,CUSCO,QUISPICANCHI,HUARO,100.0,100.0,537,590
081208,CUSCO,QUISPICANCHI,LUCRE,100.0,97.5,580,629
081209,CUSCO,QUISPICANCHI,MARCAPATA,100.0,100.0,514,523
081210,CUSCO,QUISPICANCHI,OCONGATE,100.0,99.4,561,586
081211,CUSCO,QUISPICANCHI,OROPESA,100.0,96.5,586,614
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,100.0,99.0,576,626
081301,CUSCO,URUBAMBA,URUBAMBA,100.0,98.3,579,602
081302,CUSCO,URUBAMBA,CHINCHERO,100.0,98.7,586,639
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,100.0,94.9,583,621
081304,CUSCO,URUBAMBA,MACHUPICCHU,100.0,98.7,559,557
081305,CUSCO,URUBAMBA,MARAS,100.0,100.0,543,550
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,100.0,99.0,540,568
081307,CUSCO,URUBAMBA,YUCAY,100.0,100.0,567,537
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,100.0,99.0,610,641
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,100.0,100.0,584,710
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,100.0,99.2,531,555
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,100.0,100.0,588,654
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,100.0,94.1,520,527
090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,100.0,100.0,516,507
090107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,100.0,100.0,510,528
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,100.0,100.0,642,774
090109,HUANCAVELICA,HUANCAVELICA,LARIA,100.0,100.0,593,599
090110,HUANCAVELICA,HUANCAVELICA,MANTA,100.0,100.0,521,574
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,100.0,89.7,573,590
090112,HUANCAVELICA,HUANCAVELICA,MOYA,100.0,100.0,574,606
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,100.0,100.0,612,694
090114,HUANCAVELICA,HUANCAVELICA,PALCA,100.0,100.0,579,629
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,100.0,90.0,536,513
090116,HUANCAVELICA,HUANCAVELICA,VILCA,100.0,100.0,564,607
090117,HUANCAVELICA,HUANCAVELICA,YAULI,100.0,97.2,529,554
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,100.0,96.6,563,586
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,100.0,97.4,559,580
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,100.0,98.9,625,687
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,100.0,100.0,551,538
090203,HUANCAVELICA,ACOBAMBA,ANTA,100.0,100.0,561,666
090204,HUANCAVELICA,ACOBAMBA,CAJA,100.0,100.0,590,607
090205,HUANCAVELICA,ACOBAMBA,MARCAS,100.0,100.0,609,683
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,100.0,100.0,603,681
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,100.0,100.0,604,685
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,100.0,97.1,556,592
090301,HUANCAVELICA,ANGARAES,LIRCAY,100.0,98.9,607,685
090302,HUANCAVELICA,ANGARAES,ANCHONGA,100.0,100.0,567,614
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,100.0,100.0,580,607
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,100.0,98.8,569,618
090306,HUANCAVELICA,ANGARAES,CONGALLA,100.0,97.8,576,623
090307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,100.0,100.0,577,685
090308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,100.0,100.0,554,590
090309,HUANCAVELICA,ANGARAES,JULCAMARCA,100.0,85.7,615,674
090310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,100.0,100.0,567,567
090311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,100.0,100.0,568,551
090312,HUANCAVELICA,ANGARAES,SECCLLA,100.0,100.0,526,530
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,100.0,96.8,578,617
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,100.0,100.0,556,626
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,100.0,87.5,628,712
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,100.0,92.3,532,536
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,100.0,100.0,512,529
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,100.0,100.0,534,557
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,100.0,100.0,559,561
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,100.0,100.0,524,530
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,100.0,90.9,614,698
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,100.0,96.0,567,599
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,100.0,100.0,605,642
090502,HUANCAVELICA,CHURCAMPA,ANCO,100.0,99.1,507,525
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,100.0,97.7,546,575
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,100.0,100.0,546,598
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,100.0,100.0,552,575
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,100.0,98.6,625,723
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,100.0,93.8,626,716
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,100.0,97.5,600,649
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,100.0,100.0,575,633
090511,HUANCAVELICA,CHURCAMPA,COSME,100.0,100.0,546,576
090601,HUANCAVELICA,HUAYTARÁ,HUAYTARA,100.0,97.1,605,643
090605,HUANCAVELICA,HUAYTARÁ,LARAMARCA,100.0,85.7,554,615
090606,HUANCAVELICA,HUAYTARÁ,OCOYO,100.0,100.0,601,628
090607,HUANCAVELICA,HUAYTARÁ,PILPICHACA,50.0,69.0,-,-
090608,HUANCAVELICA,HUAYTARÁ,QUERCO,100.0,100.0,675,730
090610,HUANCAVELICA,HUAYTARÁ,SAN ANTONIO DE CUSICANCHA,100.0,90.2,636,689
090612,HUANCAVELICA,HUAYTARÁ,SAN ISIDRO,100.0,100.0,557,589
090613,HUANCAVELICA,HUAYTARÁ,SANTIAGO DE CHOCORVOS,100.0,94.1,509,501
090615,HUANCAVELICA,HUAYTARÁ,SANTO DOMINGO DE CAPILLAS,100.0,75.0,-,-
090616,HUANCAVELICA,HUAYTARÁ,TAMBO,100.0,100.0,553,542
090701,HUANCAVELICA,TAYACAJA,PAMPAS,100.0,98.9,616,668
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,100.0,100.0,571,620
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,100.0,100.0,552,583
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,100.0,94.7,565,623
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,100.0,98.3,553,575
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,100.0,100.0,596,652
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,100.0,97.9,550,565
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,100.0,100.0,540,587
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,100.0,97.0,612,690
090711,HUANCAVELICA,TAYACAJA,PAZOS,100.0,100.0,573,653
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,100.0,100.0,571,606
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,100.0,100.0,568,613
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,100.0,100.0,587,670
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,100.0,100.0,531,546
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,100.0,95.1,518,535
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,100.0,98.0,572,604
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,100.0,99.2,545,594
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,100.0,100.0,507,525
100101,HUÁNUCO,HUÁNUCO,HUANUCO,100.0,96.2,596,599
100102,HUÁNUCO,HUÁNUCO,AMARILIS,100.0,95.6,581,602
100103,HUÁNUCO,HUÁNUCO,CHINCHAO,100.0,92.2,526,550
100104,HUÁNUCO,HUÁNUCO,CHURUBAMBA,100.0,96.7,498,508
100105,HUÁNUCO,HUÁNUCO,MARGOS,100.0,97.7,493,482
100106,HUÁNUCO,HUÁNUCO,QUISQUI (KICHKI),100.0,96.9,511,525
100107,HUÁNUCO,HUÁNUCO,SAN FRANCISCO DE CAYRAN,100.0,97.1,592,684
100108,HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULAN,100.0,100.0,515,526
100109,HUÁNUCO,HUÁNUCO,SANTA MARIA DEL VALLE,100.0,95.6,536,566
100110,HUÁNUCO,HUÁNUCO,YARUMAYO,100.0,94.1,491,500
100111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,100.0,97.6,572,584
100112,HUÁNUCO,HUÁNUCO,YACUS,100.0,100.0,510,533
100113,HUÁNUCO,HUÁNUCO,SAN PABLO DE PILLAO,100.0,96.9,529,523
100201,HUÁNUCO,AMBO,AMBO,96.0,97.2,574,602
100202,HUÁNUCO,AMBO,CAYNA,100.0,97.9,580,617
100203,HUÁNUCO,AMBO,COLPAS,100.0,93.8,512,566
100204,HUÁNUCO,AMBO,CONCHAMARCA,100.0,95.2,550,593
100205,HUÁNUCO,AMBO,HUACAR,100.0,98.9,580,607
100206,HUÁNUCO,AMBO,SAN FRANCISCO,100.0,100.0,540,593
100207,HUÁNUCO,AMBO,SAN RAFAEL,100.0,99.5,540,575
100208,HUÁNUCO,AMBO,TOMAY KICHWA,100.0,98.5,598,626
100301,HUÁNUCO,DOS DE MAYO,LA UNION,100.0,95.7,576,606
100307,HUÁNUCO,DOS DE MAYO,CHUQUIS,100.0,98.9,520,544
100311,HUÁNUCO,DOS DE MAYO,MARIAS,93.3,88.2,517,538
100313,HUÁNUCO,DOS DE MAYO,PACHAS,100.0,92.7,553,599
100316,HUÁNUCO,DOS DE MAYO,QUIVILLA,100.0,88.2,530,612
100317,HUÁNUCO,DOS DE MAYO,RIPAN,100.0,94.7,582,632
100321,HUÁNUCO,DOS DE MAYO,SHUNQUI,100.0,97.1,505,551
100322,HUÁNUCO,DOS DE MAYO,SILLAPATA,100.0,90.9,548,555
100323,HUÁNUCO,DOS DE MAYO,YANAS,100.0,89.1,515,515
100401,HUÁNUCO,HUACAYBAMBA,HUACAYBAMBA,100.0,98.9,549,575
100402,HUÁNUCO,HUACAYBAMBA,CANCHABAMBA,100.0,100.0,563,602
100403,HUÁNUCO,HUACAYBAMBA,COCHABAMBA,100.0,95.8,506,462
100404,HUÁNUCO,HUACAYBAMBA,PINRA,100.0,98.1,508,539
100501,HUÁNUCO,HUAMALÍES,LLATA,100.0,97.4,578,609
100502,HUÁNUCO,HUAMALÍES,ARANCAY,100.0,100.0,539,563
100503,HUÁNUCO,HUAMALÍES,CHAVIN DE PARIARCA,100.0,94.8,526,562
100504,HUÁNUCO,HUAMALÍES,JACAS GRANDE,100.0,97.4,513,526
100505,HUÁNUCO,HUAMALÍES,JIRCAN,100.0,100.0,503,524
100506,HUÁNUCO,HUAMALÍES,MIRAFLORES,100.0,98.2,500,530
100507,HUÁNUCO,HUAMALÍES,MONZON,100.0,97.6,554,579
100508,HUÁNUCO,HUAMALÍES,PUNCHAO,100.0,97.8,521,527
100509,HUÁNUCO,HUAMALÍES,PUÑOS,100.0,100.0,543,577
100510,HUÁNUCO,HUAMALÍES,SINGA,100.0,100.0,490,509
100511,HUÁNUCO,HUAMALÍES,TANTAMAYO,100.0,100.0,560,588
100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,100.0,97.5,590,618
100602,HUÁNUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,100.0,95.3,535,556
100603,HUÁNUCO,LEONCIO PRADO,HERMILIO VALDIZAN,100.0,95.5,539,565
100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,100.0,96.1,559,583
100605,HUÁNUCO,LEONCIO PRADO,LUYANDO,100.0,94.4,574,610
100606,HUÁNUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100.0,97.0,527,557
100607,HUÁNUCO,LEONCIO PRADO,PUCAYACU,100.0,100.0,531,543
100608,HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,100.0,92.7,573,583
100701,HUÁNUCO,MARAÑÓN,HUACRACHUCO,100.0,97.7,521,561
100702,HUÁNUCO,MARAÑÓN,CHOLON,100.0,93.0,511,532
100703,HUÁNUCO,MARAÑÓN,SAN BUENAVENTURA,100.0,96.2,472,461
100704,HUÁNUCO,MARAÑÓN,LA MORADA,100.0,95.5,531,568
100705,HUÁNUCO,MARAÑÓN,SANTA ROSA DE ALTO YANAJANCA,100.0,95.7,530,526
100801,HUÁNUCO,PACHITEA,PANAO,100.0,92.8,534,563
100802,HUÁNUCO,PACHITEA,CHAGLLA,100.0,94.4,552,581
100803,HUÁNUCO,PACHITEA,MOLINO,100.0,99.4,548,569
100804,HUÁNUCO,PACHITEA,UMARI,100.0,98.3,534,569
100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,100.0,96.7,548,584
100902,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,100.0,95.5,538,554
100903,HUÁNUCO,PUERTO INCA,HONORIA,100.0,88.4,505,479
100904,HUÁNUCO,PUERTO INCA,TOURNAVISTA,100.0,95.6,549,553
100905,HUÁNUCO,PUERTO INCA,YUYAPICHIS,100.0,91.5,529,546
101001,HUÁNUCO,LAURICOCHA,JESUS,100.0,100.0,556,577
101002,HUÁNUCO,LAURICOCHA,BAÑOS,100.0,97.1,589,630
101003,HUÁNUCO,LAURICOCHA,JIVIA,100.0,100.0,583,649
101004,HUÁNUCO,LAURICOCHA,QUEROPALCA,100.0,100.0,757,765
101005,HUÁNUCO,LAURICOCHA,RONDOS,100.0,91.4,529,584
101006,HUÁNUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,100.0,100.0,596,715
101007,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,100.0,97.2,527,555
101101,HUÁNUCO,YAROWILCA,CHAVINILLO,100.0,97.0,529,574
101102,HUÁNUCO,YAROWILCA,CAHUAC,100.0,100.0,584,661
101103,HUÁNUCO,YAROWILCA,CHACABAMBA,100.0,100.0,535,556
101104,HUÁNUCO,YAROWILCA,APARICIO POMARES,100.0,99.2,556,585
101105,HUÁNUCO,YAROWILCA,JACAS CHICO,100.0,100.0,554,563
101106,HUÁNUCO,YAROWILCA,OBAS,100.0,97.6,555,591
101107,HUÁNUCO,YAROWILCA,PAMPAMARCA,100.0,100.0,604,693
101108,HUÁNUCO,YAROWILCA,CHORAS,100.0,95.9,506,497
110101,ICA,ICA,ICA,100.0,96.4,611,625
110102,ICA,ICA,LA TINGUIÑA,100.0,96.3,597,620
110103,ICA,ICA,LOS AQUIJES,100.0,99.1,605,635
110104,ICA,ICA,OCUCAJE,100.0,90.3,573,598
110105,ICA,ICA,PACHACUTEC,100.0,95.7,599,637
110106,ICA,ICA,PARCONA,100.0,94.5,584,588
110107,ICA,ICA,PUEBLO NUEVO,100.0,97.2,594,620
110108,ICA,ICA,SALAS,100.0,97.2,571,575
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,100.0,95.3,586,616
110110,ICA,ICA,SAN JUAN BAUTISTA,100.0,95.9,579,606
110111,ICA,ICA,SANTIAGO,100.0,95.4,594,635
110112,ICA,ICA,SUBTANJALLA,100.0,94.3,601,617
110113,ICA,ICA,TATE,100.0,100.0,528,559
110114,ICA,ICA,YAUCA DEL ROSARIO,100.0,100.0,517,484
110201,ICA,CHINCHA,CHINCHA ALTA,100.0,97.8,596,622
110202,ICA,CHINCHA,ALTO LARAN,100.0,96.7,587,598
110204,ICA,CHINCHA,CHINCHA BAJA,100.0,99.1,564,573
110205,ICA,CHINCHA,EL CARMEN,100.0,97.7,531,539
110206,ICA,CHINCHA,GROCIO PRADO,100.0,96.3,580,604
110207,ICA,CHINCHA,PUEBLO NUEVO,100.0,97.5,579,593
110210,ICA,CHINCHA,SUNAMPE,100.0,96.8,589,616
110211,ICA,CHINCHA,TAMBO DE MORA,100.0,96.2,555,533
110301,ICA,NAZCA,NASCA,100.0,99.0,622,682
110302,ICA,NAZCA,CHANGUILLO,100.0,100.0,604,618
110303,ICA,NAZCA,EL INGENIO,100.0,100.0,569,590
110304,ICA,NAZCA,MARCONA,100.0,97.8,619,660
110305,ICA,NAZCA,VISTA ALEGRE,100.0,98.1,613,671
110401,ICA,PALPA,PALPA,100.0,99.4,608,647
110402,ICA,PALPA,LLIPATA,100.0,95.7,626,736
110403,ICA,PALPA,RIO GRANDE,100.0,96.8,649,777
110404,ICA,PALPA,SANTA CRUZ,100.0,92.9,590,748
110405,ICA,PALPA,TIBILLO,100.0,100.0,636,798
110501,ICA,PISCO,PISCO,100.0,96.3,610,635
110502,ICA,PISCO,HUANCANO,100.0,94.7,565,579
110503,ICA,PISCO,HUMAY,100.0,96.3,600,651
110504,ICA,PISCO,INDEPENDENCIA,100.0,97.1,579,603
110505,ICA,PISCO,PARACAS,100.0,96.7,581,616
110506,ICA,PISCO,SAN ANDRES,100.0,94.9,592,598
110507,ICA,PISCO,SAN CLEMENTE,100.0,96.0,574,591
110508,ICA,PISCO,TUPAC AMARU INCA,100.0,94.7,575,588
120101,JUNÍN,HUANCAYO,HUANCAYO,100.0,96.8,624,670
120105,JUNÍN,HUANCAYO,CHACAPAMPA,100.0,94.4,510,475
120106,JUNÍN,HUANCAYO,CHICCHE,100.0,100.0,550,596
120107,JUNÍN,HUANCAYO,CHILCA,100.0,97.4,589,626
120108,JUNÍN,HUANCAYO,CHONGOS ALTO,100.0,100.0,562,585
120111,JUNÍN,HUANCAYO,CHUPURO,100.0,96.6,568,608
120112,JUNÍN,HUANCAYO,COLCA,100.0,100.0,536,574
120113,JUNÍN,HUANCAYO,CULLHUAS,100.0,100.0,532,546
120114,JUNÍN,HUANCAYO,EL TAMBO,100.0,95.7,611,637
120116,JUNÍN,HUANCAYO,HUACRAPUQUIO,100.0,95.5,554,588
120117,JUNÍN,HUANCAYO,HUALHUAS,100.0,93.8,588,640
120119,JUNÍN,HUANCAYO,HUANCAN,100.0,97.0,562,596
120120,JUNÍN,HUANCAYO,HUASICANCHA,100.0,100.0,527,565
120121,JUNÍN,HUANCAYO,HUAYUCACHI,100.0,97.2,580,618
120122,JUNÍN,HUANCAYO,INGENIO,100.0,100.0,583,601
120124,JUNÍN,HUANCAYO,PARIAHUANCA,100.0,94.2,544,557
120125,JUNÍN,HUANCAYO,PILCOMAYO,100.0,98.5,600,631
120126,JUNÍN,HUANCAYO,PUCARA,100.0,98.2,554,588
120127,JUNÍN,HUANCAYO,QUICHUAY,100.0,100.0,553,575
120128,JUNÍN,HUANCAYO,QUILCAS,100.0,96.2,600,656
120129,JUNÍN,HUANCAYO,SAN AGUSTIN,100.0,97.8,579,603
120130,JUNÍN,HUANCAYO,SAN JERONIMO DE TUNAN,100.0,96.2,584,612
120132,JUNÍN,HUANCAYO,SAÑO,100.0,100.0,636,697
120133,JUNÍN,HUANCAYO,SAPALLANGA,100.0,96.0,569,601
120134,JUNÍN,HUANCAYO,SICAYA,100.0,97.5,569,599
120135,JUNÍN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,100.0,99.2,507,509
120136,JUNÍN,HUANCAYO,VIQUES,100.0,97.4,575,629
120201,JUNÍN,CONCEPCIÓN,CONCEPCION,100.0,98.1,595,635
120202,JUNÍN,CONCEPCIÓN,ACO,100.0,100.0,554,531
120203,JUNÍN,CONCEPCIÓN,ANDAMARCA,100.0,98.1,500,494
120204,JUNÍN,CONCEPCIÓN,CHAMBARA,100.0,100.0,536,570
120205,JUNÍN,CONCEPCIÓN,COCHAS,100.0,96.4,495,472
120206,JUNÍN,CONCEPCIÓN,COMAS,100.0,97.9,528,536
120207,JUNÍN,CONCEPCIÓN,HEROINAS TOLEDO,100.0,95.7,500,500
120208,JUNÍN,CONCEPCIÓN,MANZANARES,100.0,100.0,575,643
120209,JUNÍN,CONCEPCIÓN,MARISCAL CASTILLA,100.0,100.0,512,506
120210,JUNÍN,CONCEPCIÓN,MATAHUASI,100.0,95.0,570,618
120211,JUNÍN,CONCEPCIÓN,MITO,100.0,100.0,538,544
120212,JUNÍN,CONCEPCIÓN,NUEVE DE JULIO,100.0,100.0,602,617
120213,JUNÍN,CONCEPCIÓN,ORCOTUNA,100.0,94.5,546,568
120214,JUNÍN,CONCEPCIÓN,SAN JOSE DE QUERO,100.0,95.6,532,565
120215,JUNÍN,CONCEPCIÓN,SANTA ROSA DE OCOPA,100.0,93.5,601,707
120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,100.0,96.5,606,644
120302,JUNÍN,CHANCHAMAYO,PERENE,100.0,95.4,549,561
120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,100.0,93.1,573,595
120304,JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,100.0,100.0,531,521
120305,JUNÍN,CHANCHAMAYO,SAN RAMON,100.0,96.1,583,602
120306,JUNÍN,CHANCHAMAYO,VITOC,100.0,84.2,526,523
120401,JUNÍN,JAUJA,JAUJA,100.0,99.1,603,640
120402,JUNÍN,JAUJA,ACOLLA,100.0,97.2,549,586
120403,JUNÍN,JAUJA,APATA,100.0,96.0,566,633
120404,JUNÍN,JAUJA,ATAURA,100.0,95.0,579,574
120405,JUNÍN,JAUJA,CANCHAYLLO,100.0,91.7,586,635
120406,JUNÍN,JAUJA,CURICACA,100.0,100.0,524,538
120407,JUNÍN,JAUJA,EL MANTARO,100.0,100.0,602,629
120408,JUNÍN,JAUJA,HUAMALI,100.0,100.0,602,654
120409,JUNÍN,JAUJA,HUARIPAMPA,100.0,100.0,611,673
120410,JUNÍN,JAUJA,HUERTAS,100.0,83.3,596,664
120411,JUNÍN,JAUJA,JANJAILLO,100.0,92.9,534,582
120412,JUNÍN,JAUJA,JULCAN,100.0,100.0,514,510
120413,JUNÍN,JAUJA,LEONOR ORDOÑEZ,100.0,100.0,599,645
120414,JUNÍN,JAUJA,LLOCLLAPAMPA,100.0,94.1,604,629
120415,JUNÍN,JAUJA,MARCO,100.0,100.0,549,591
120416,JUNÍN,JAUJA,MASMA,100.0,100.0,566,560
120417,JUNÍN,JAUJA,MASMA CHICCHE,100.0,90.0,520,495
120418,JUNÍN,JAUJA,MOLINOS,100.0,96.3,513,528
120419,JUNÍN,JAUJA,MONOBAMBA,100.0,91.3,550,576
120420,JUNÍN,JAUJA,MUQUI,100.0,100.0,623,718
120421,JUNÍN,JAUJA,MUQUIYAUYO,100.0,96.9,591,608
120423,JUNÍN,JAUJA,PACCHA,100.0,90.0,643,759
120424,JUNÍN,JAUJA,PANCAN,100.0,99.0,606,634
120425,JUNÍN,JAUJA,PARCO,100.0,100.0,589,625
120426,JUNÍN,JAUJA,POMACANCHA,100.0,100.0,547,585
120427,JUNÍN,JAUJA,RICRAN,100.0,100.0,489,482
120428,JUNÍN,JAUJA,SAN LORENZO,100.0,100.0,574,611
120430,JUNÍN,JAUJA,SAUSA,100.0,100.0,561,589
120431,JUNÍN,JAUJA,SINCOS,100.0,100.0,527,542
120432,JUNÍN,JAUJA,TUNAN MARCA,100.0,87.5,522,511
120433,JUNÍN,JAUJA,YAULI,100.0,100.0,536,581
120434,JUNÍN,JAUJA,YAUYOS,100.0,85.7,561,573
120501,JUNÍN,JUNÍN,JUNIN,100.0,98.9,601,638
120502,JUNÍN,JUNÍN,CARHUAMAYO,100.0,97.3,561,560
120503,JUNÍN,JUNÍN,ONDORES,100.0,100.0,558,597
120504,JUNÍN,JUNÍN,ULCUMAYO,100.0,98.1,531,543
120601,JUNÍN,SATIPO,SATIPO,100.0,98.5,580,599
120602,JUNÍN,SATIPO,COVIRIALI,100.0,100.0,552,573
120603,JUNÍN,SATIPO,LLAYLLA,100.0,97.8,545,592
120604,JUNÍN,SATIPO,MAZAMARI,100.0,95.6,552,566
120605,JUNÍN,SATIPO,PAMPA HERMOSA,100.0,95.5,564,533
120606,JUNÍN,SATIPO,PANGOA,100.0,96.7,557,577
120607,JUNÍN,SATIPO,RIO NEGRO,100.0,95.5,552,566
120608,JUNÍN,SATIPO,RIO TAMBO,100.0,92.7,517,539
120701,JUNÍN,TARMA,TARMA,100.0,97.8,592,626
120702,JUNÍN,TARMA,ACOBAMBA,100.0,99.3,559,587
120703,JUNÍN,TARMA,HUARICOLCA,100.0,100.0,528,537
120704,JUNÍN,TARMA,HUASAHUASI,100.0,93.8,549,578
120705,JUNÍN,TARMA,LA UNION,100.0,98.1,545,549
120706,JUNÍN,TARMA,PALCA,100.0,100.0,535,554
120707,JUNÍN,TARMA,PALCAMAYO,100.0,96.3,535,550
120708,JUNÍN,TARMA,SAN PEDRO DE CAJAS,100.0,100.0,564,590
120709,JUNÍN,TARMA,TAPO,100.0,96.9,516,520
120801,JUNÍN,YAULI,LA OROYA,100.0,98.4,627,667
120802,JUNÍN,YAULI,CHACAPALPA,100.0,100.0,533,514
120803,JUNÍN,YAULI,HUAY-HUAY,100.0,100.0,639,736
120804,JUNÍN,YAULI,MARCAPOMACOCHA,100.0,100.0,489,475
120805,JUNÍN,YAULI,MOROCOCHA,100.0,100.0,586,622
120806,JUNÍN,YAULI,PACCHA,100.0,100.0,669,687
120807,JUNÍN,YAULI,SANTA BARBARA DE CARHUACAYAN,100.0,100.0,573,618
120808,JUNÍN,YAULI,SANTA ROSA DE SACCO,100.0,98.7,592,622
120809,JUNÍN,YAULI,SUITUCANCHA,100.0,100.0,570,594
120810,JUNÍN,YAULI,YAULI,100.0,100.0,583,594
120901,JUNÍN,CHUPACA,CHUPACA,100.0,98.9,589,623
120902,JUNÍN,CHUPACA,AHUAC,100.0,99.1,542,545
120903,JUNÍN,CHUPACA,CHONGOS BAJO,100.0,94.0,576,587
120904,JUNÍN,CHUPACA,HUACHAC,100.0,100.0,566,570
120905,JUNÍN,CHUPACA,HUAMANCACA CHICO,100.0,99.2,562,576
120906,JUNÍN,CHUPACA,SAN JUAN DE ISCOS,100.0,94.4,550,573
120907,JUNÍN,CHUPACA,SAN JUAN DE JARPA,100.0,100.0,563,568
