Marca temporal,Edad. Ingresar el valor en años cumplidos. Ejemplo: 19,Carrera,Ciclo,Respecto al último ciclo académico ¿Cuál fue tu promedio ponderado? Usar como separador decimal el punto ( . ). Redondear su respuesta a un decimal. Ejemplo: 15.5,Respecto al último ciclo académico (2022-1)  ¿Cuantos cursos llevaste?,Respecto al último ciclo académico ¿Reprobaste algún curso?,Laptop,Celular,Tablet,Tableta grafica,PC,De la siguiente lista de dispositivos electrónicos ¿Cuál utiliza con fines académicos?,Apple,Huawei,HP,Acer,ZTE,Xiaomi,Asus,Lenovo,MSI,Motorola,Omen,Wacom,Dell,LG,XP-Pen,Razer-Blade,HTC,Samsung,Marcas que dispone,Memoria RAM,Aspecto,Tarjeta de video,Otro,Camara,Duracion de bateria,Marca,Tarjeta grafica,Procesador,Precio,¿Cuál fue el principal factor que considero al momento de adquirir este dispositivo?,"¿Cuántas horas usas por lo menos 1 dispositivo con fines académicos? (Al día, poner solo números enteros. Ejemplo: 5)","¿Cuánto invirtió, en soles, para adquirir sus dispositivos? Usar números enteros (Ejemplo: 3000)",Notion,Otros,No utilizo ninguna,Evernote,Good Notes,OneNote,Anki,Google Calendar,¿Cuál/cuales de las siguientes herramientas/aplicaciones utilizas?,¿Qué tan satisfecho te encuentras con tus dispositivos electrónicos?,¿Consideras que tus dispositivos electrónicos influyen en tu desempeño académico? ,¿Qué tan satisfecho estás con el internet de la universidad?
9/26/2022 13:40:43,20,Ingeniería Civil,1,"15,00",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,"HP, Motorola",Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Marca, Tarjeta gráfica",6,3200,No,No,No,Sí,No,Sí,No,Sí,"Google Calendar, OneNote, Evernote",5,5,5
9/26/2022 13:41:36,17,Bioingeniería,2,"10,50",7,Sí,Sí,No,No,No,No,Laptop,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Lenovo,Sí,No,No,No,No,Sí,No,No,Sí,No,"Memoria RAM, Procesador, Duración de la batería",8,6000,No,No,No,No,No,No,No,Sí,Google Calendar,4,5,1
9/26/2022 13:41:36,24,Ingeniería Industrial,7,"12,60",4,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Dell,Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,6,3000,No,No,No,Sí,No,Sí,No,No,"OneNote, Evernote",4,4,4
9/26/2022 13:41:44,17,Ingeniería Mecatrónica,2,"11,00",7,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,"Huawei, Asus",Sí,No,No,No,No,No,Sí,No,No,No,"Memoria RAM, Marca",6,5000,No,No,No,No,No,No,No,Sí,Google Calendar,4,5,1
9/26/2022 13:42:06,25,Ingeniería Industrial,8,"13,00",4,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica, Duración de la batería",10,3000,No,No,No,Sí,No,No,No,Sí,"Google Calendar, Evernote",4,4,4
9/26/2022 13:42:07,25,Ingeniería Industrial,8,"14,00",5,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Apple, Acer",No,Sí,No,No,No,No,No,No,No,No,"Aspecto (Tamaño, peso, color, luces RBG)",10,4000,No,No,Sí,No,No,No,No,No,No utilizo ninguna,4,5,3
9/26/2022 13:42:56,17,Administración y negocios digitales,1,"16,50",7,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Lenovo",No,Sí,No,No,Sí,Sí,No,No,No,No,"Aspecto (Tamaño, peso, color, luces RBG), Duración de la batería, Cámara",4,1000,No,No,No,No,Sí,No,No,No,Good Notes,4,3,3
9/26/2022 13:43:06,18,Administración y negocios digitales,1,"15,00",7,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Duración de la batería",5,7000,No,No,No,No,Sí,No,No,Sí,"Google Calendar, Good Notes",5,5,5
9/26/2022 13:43:14,18,Administración y negocios digitales,1,"14,00",7,No,Sí,No,No,No,No,Laptop,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,No,No,No,No,No,Sí,Sí,No,No,No,"Marca, Duración de la batería",6,4000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,5,3
9/26/2022 13:43:20,19,Administración y negocios digitales,1,"14,00",7,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",No,Sí,No,No,No,No,Sí,No,No,Sí,"Precio, Aspecto (Tamaño, peso, color, luces RBG), Marca",6,2000,No,No,No,No,Sí,No,No,Sí,"Google Calendar, Good Notes",5,5,3
9/26/2022 13:45:54,18,Ingeniería Civil,2,"13,50",7,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,"Samsung, Dell",Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Duración de la batería, Cámara",10,4150,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,4,4
9/26/2022 13:46:08,19,Administración y negocios digitales,1,"17,00",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Acer",Sí,No,No,No,No,No,No,No,Sí,No,"Memoria RAM, Procesador",8,4000,Sí,No,No,Sí,No,Sí,No,No,"Notion, OneNote, Evernote",4,3,4
9/26/2022 13:46:51,19,Ingeniería Civil,1,"13,00",6,Sí,Sí,No,Sí,Sí,No,"Laptop, Tableta gráfica",No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,"HP, Huawei, XP-Pen",Sí,No,No,No,No,No,No,Sí,Sí,Sí,"Precio, Memoria RAM, Procesador, Tarjeta gráfica",5,5800,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",3,5,1
9/26/2022 13:47:00,20,Ingeniería Civil,1,"16,00",7,No,Sí,No,No,No,No,Laptop,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HP,No,No,No,No,No,No,No,No,Sí,No,Procesador,8,3000,No,No,No,No,Sí,Sí,No,Sí,"Google Calendar, OneNote, Good Notes",5,5,2
9/26/2022 13:50:19,18,Ingeniería Mecánica,1,"0,00",3,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",4,4500,No,No,Sí,No,No,No,No,No,No utilizo ninguna,5,5,5
9/26/2022 13:50:37,17,Ingeniería Mecánica,1,"1,00",3,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,"HP, Lenovo, LG",No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,"Precio, Aspecto (Tamaño, peso, color, luces RBG), Marca, Duración de la batería, Cámara",3,7000,No,No,Sí,No,No,No,No,No,No utilizo ninguna,5,4,5
9/26/2022 13:50:43,18,Ingeniería Mecánica,1,"1,00",6,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"HP, Apple",Sí,No,No,No,No,No,No,Sí,Sí,Sí,"Precio, Memoria RAM, Procesador, Tarjeta gráfica",4,3000,No,No,Sí,No,No,No,No,No,No utilizo ninguna,5,5,5
9/26/2022 13:52:33,18,Ingeniería Ambiental,2,"11,50",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,"Huawei, Asus",Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Marca, Tarjeta gráfica, Cámara",7,5000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,4,5
9/26/2022 13:53:56,17,Ingeniería de la Energía,1,"17,00",6,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,No,No,No,No,Sí,Sí,Sí,No,No,No,"Marca, Duración de la batería, Cámara",5,6000,Sí,No,No,No,No,No,No,Sí,"Notion, Google Calendar",5,5,3
9/26/2022 13:55:48,20,Bioingeniería,2,"14,50",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Huawei,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Marca",6,3500,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",4,4,4
9/26/2022 13:55:59,20,Bioingeniería,6,"16,20",5,No,Sí,Sí,Sí,Sí,No,"Laptop, Tablet, Celular, Tableta gráfica",Sí,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,"Apple, Acer, Wacom",Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Tarjeta gráfica",5,4000,Sí,No,No,No,No,Sí,Sí,Sí,"Notion, Google Calendar, Anki, OneNote",5,4,4
9/26/2022 13:56:14,24,Ingeniería Electrónica,8,"16,47",3,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,"Samsung, Dell",Sí,No,No,No,No,No,No,No,Sí,Sí,"Precio, Memoria RAM, Procesador",8,3500,Sí,No,No,No,No,No,No,No,Notion,4,4,3
9/26/2022 13:57:16,19,Ingeniería de la Energía,4,"15,00",8,No,Sí,Sí,Sí,Sí,No,"Laptop, Tablet, Celular, Tableta gráfica",Sí,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,"Samsung, Apple, Huawei, Asus, Acer, Dell, MSI, Motorola, Wacom",Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca",6,4500,No,No,Sí,No,Sí,Sí,No,Sí,"Google Calendar, OneNote, Good Notes, No utilizo ninguna",4,3,5
9/26/2022 13:57:23,19,Ingeniería Industrial,3,"14,50",6,Sí,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,"Asus, Wacom",Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica, Duración de la batería, Cámara",8,4500,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,5,5
9/26/2022 13:59:37,19,Ciencias de la computación,3,"13,20",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,"HP, Xiaomi",Sí,Sí,No,No,No,No,No,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador",4,3400,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",5,3,4
9/26/2022 13:59:45,19,Ciencias de la computación,3,"17,03",6,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Lenovo,Sí,Sí,No,No,No,No,Sí,No,Sí,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Marca",8,2500,Sí,No,No,No,No,Sí,No,No,"Notion, OneNote",5,5,2
9/26/2022 14:00:41,18,Ciencias de la computación,3,"13,93",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,"Lenovo, Huawei",Sí,No,No,No,No,Sí,No,Sí,Sí,No,"Memoria RAM, Procesador, Tarjeta gráfica, Duración de la batería",20,4500,Sí,No,No,No,Sí,No,No,Sí,"Notion, Google Calendar, Good Notes",4,4,4
9/26/2022 14:05:55,17,Ingeniería Mecatrónica,2,"17,20",7,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Apple, Asus",Sí,No,No,No,No,No,Sí,No,Sí,No,"Memoria RAM, Procesador, Marca",6,7800,Sí,No,No,No,No,No,No,No,Notion,5,4,3
9/26/2022 14:06:38,17,Ingeniería Civil,1,"18,00",7,No,Sí,No,No,No,No,Laptop,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Lenovo,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Tarjeta gráfica",2,4000,No,No,No,No,Sí,No,No,Sí,"Google Calendar, Good Notes",5,5,4
9/26/2022 14:06:49,18,Ingeniería Civil,1,"18,00",7,No,Sí,No,No,No,No,Laptop,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,No,Sí,No,No,No,No,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica",8,3200,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,3
9/26/2022 14:06:50,22,Ingeniería Civil,1,"16,00",8,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HP,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Tarjeta gráfica, Duración de la batería",4,3800,No,No,Sí,No,No,No,No,No,No utilizo ninguna,5,5,5
9/26/2022 14:19:11,19,Ciencias de la computación,3,"15,72",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,"HP, Xiaomi",Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Tarjeta gráfica, Duración de la batería, Cámara",12,5000,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,4
9/26/2022 14:20:24,19,Ingeniería Industrial,3,"13,00",6,No,Sí,Sí,Sí,Sí,No,"Laptop, Tablet, Celular, Tableta gráfica",No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,"HP, Lenovo",Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Tarjeta gráfica",3,3500,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,4,4
9/26/2022 14:27:07,23,Ingeniería Civil,3,"16,00",5,No,Sí,No,Sí,No,No,"Laptop, Tablet",Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,1,3000,No,No,No,No,No,Sí,No,No,OneNote,4,4,4
9/26/2022 14:37:05,22,Ingeniería Industrial,4,"16,00",3,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Apple, Lenovo",No,No,No,No,No,No,No,No,No,Sí,Precio,4,4000,No,No,Sí,No,No,No,No,No,No utilizo ninguna,5,3,4
9/26/2022 14:53:17,18,Bioingeniería,3,"14,00",7,No,No,Sí,Sí,No,No,"Tablet, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HP,Sí,Sí,No,No,No,No,Sí,Sí,No,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Marca, Tarjeta gráfica",12,4400,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",3,3,3
9/26/2022 15:13:19,18,Ingeniería Industrial,2,"15,50",7,Sí,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,No,No,No,No,Sí,Sí,No,No,No,No,"Duración de la batería, Cámara",6,15000,No,No,No,No,No,No,No,Sí,Google Calendar,5,4,3
9/26/2022 15:25:06,19,Ingeniería Civil,1,"14,00",7,No,Sí,Sí,No,No,No,"Laptop, Celular",No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,"Samsung, Huawei, LG",Sí,No,No,No,No,Sí,Sí,No,No,Sí,"Precio, Memoria RAM, Marca, Duración de la batería",7,4000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,5,4
9/26/2022 15:55:06,19,Ciencias de la computación,3,"15,78",6,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Wacom,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Duración de la batería",7,3000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,4,4
9/26/2022 15:58:34,18,Ciencias de la computación,3,"14,85",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,Sí,"Samsung, HP, Lenovo, LG",Sí,No,Sí,No,No,No,No,No,Sí,No,"Memoria RAM, Tarjeta de video, Procesador",5,3500,No,No,No,No,No,Sí,No,No,OneNote,5,5,5
9/26/2022 15:58:53,20,Ciencia de datos,3,"15,00",6,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Apple, Huawei, Xiaomi, Asus",No,No,No,No,No,Sí,No,Sí,No,Sí,"Precio, Tarjeta gráfica, Duración de la batería",12,3000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,4,5
9/26/2022 16:03:30,17,Ingeniería Civil,1,"0,00",7,No,Sí,No,No,No,No,Laptop,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Acer,No,No,No,No,No,No,No,Sí,No,No,Tarjeta gráfica,14,3180,No,No,Sí,No,No,No,No,Sí,"Google Calendar, No utilizo ninguna",5,5,4
9/26/2022 16:13:47,20,Ingeniería Mecánica,4,"14,00",4,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,"Lenovo, Xiaomi",Sí,No,Sí,No,No,No,No,No,No,No,"Memoria RAM, Tarjeta de video",3,5000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,4,3
9/26/2022 16:14:44,18,Ciencias de la computación,3,"15,00",6,Sí,Sí,No,Sí,No,No,"Laptop, Tablet",Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,"Apple, Asus",No,Sí,No,No,No,No,No,No,No,No,"Aspecto (Tamaño, peso, color, luces RBG)",4,2500,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",5,5,5
9/26/2022 16:33:43,21,Bioingeniería,8,"16,50",6,No,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,"Precio, Aspecto (Tamaño, peso, color, luces RBG), Marca, Duración de la batería, Cámara",5,3000,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",5,4,4
9/26/2022 16:43:17,20,Ingeniería Mecánica,6,"15,75",6,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Apple, Acer",Sí,No,Sí,No,No,No,No,No,Sí,No,"Memoria RAM, Tarjeta de video, Procesador",7,13000,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,5
9/26/2022 17:20:57,18,Bioingeniería,2,"14,00",7,Sí,Sí,No,Sí,Sí,No,"Laptop, Tableta gráfica",Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Apple, Lenovo",Sí,No,No,No,No,Sí,No,Sí,Sí,No,"Memoria RAM, Procesador, Tarjeta gráfica, Duración de la batería",10,5000,Sí,No,No,No,Sí,Sí,No,Sí,"Notion, Google Calendar, OneNote, Good Notes",5,5,2
9/26/2022 17:21:06,18,Ingeniería Civil,3,"11,00",4,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",10,3000,No,No,No,No,No,No,No,Sí,Google Calendar,5,4,4
9/26/2022 17:23:28,18,Administración y negocios digitales,1,"15,00",7,No,Sí,No,No,No,No,Laptop,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Apple,No,No,No,No,Sí,No,No,No,No,No,Cámara,5,6500,No,Sí,No,No,No,No,No,No,Notas,5,5,5
9/26/2022 17:41:22,21,Ingeniería Mecatrónica,5,"15,00",7,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,"Precio, Memoria RAM, Procesador, Duración de la batería, Cámara",6,20000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",4,3,5
9/26/2022 17:43:42,20,Ingeniería Mecatrónica,5,"14,50",7,Sí,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,Sí,"Samsung, Xiaomi, Dell",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería, Cámara",10,5000,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,5
9/26/2022 17:50:25,18,Bioingeniería,3,"15,70",6,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"HP, Apple",Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Cámara",5,8500,Sí,No,No,No,No,Sí,No,Sí,"Notion, Google Calendar, OneNote",4,5,4
9/26/2022 17:50:43,18,Ingeniería Mecánica,4,"17,10",5,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,"Apple, Asus",Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,"Memoria RAM, Tarjeta de video, Procesador, Marca, Tarjeta gráfica, Duración de la batería",4,10000,No,No,No,No,No,Sí,No,No,OneNote,4,5,2
9/26/2022 17:57:47,19,Bioingeniería,4,"15,40",5,Sí,Sí,Sí,No,No,No,"Laptop, Celular",Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP, Apple, Asus",Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Marca, Duración de la batería, Cámara",8,7000,Sí,No,No,No,No,No,No,Sí,"Notion, Google Calendar",5,5,4
9/26/2022 18:01:01,17,Ciencias de la computación,4,"15,40",6,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,No,No,No,No,Sí,No,No,Sí,Sí,"Precio, Memoria RAM, Procesador, Duración de la batería",10,2000,Sí,No,No,No,No,No,No,Sí,"Notion, Google Calendar",3,5,3
9/26/2022 18:31:14,20,Ingeniería Mecatrónica,6,"14,88",6,No,Sí,Sí,Sí,No,No,"Laptop, Tablet, Celular",No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,Sí,"Samsung, Lenovo, Xiaomi",Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Marca, Tarjeta gráfica, Duración de la batería",4,1000,Sí,No,No,No,No,No,No,Sí,"Notion, Google Calendar",4,4,4
9/26/2022 18:33:48,18,Ingeniería Electrónica,4,"13,50",5,Sí,Sí,No,Sí,Sí,No,"Laptop, Tableta gráfica",No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,"Xiaomi, Asus",No,Sí,No,No,No,No,No,No,No,No,"Aspecto (Tamaño, peso, color, luces RBG)",3,4000,No,No,No,No,No,Sí,No,Sí,"Google Calendar, OneNote",5,4,2
9/26/2022 19:24:08,18,Ingeniería Industrial,1,"17,50",8,No,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,"Samsung, HP",Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,"Precio, Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Marca",6,3180,No,No,No,No,No,No,No,Sí,Google Calendar,5,5,4
9/26/2022 20:21:16,20,Ingeniería Civil,3,"15,20",6,Sí,Sí,Sí,No,No,No,"Laptop, Celular",No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,"HP, Xiaomi",Sí,No,No,No,No,No,No,No,No,No,Memoria RAM,10,2400,No,No,No,No,No,Sí,No,No,OneNote,5,5,5
9/26/2022 21:21:41,20,Bioingeniería,4,"17,41",6,No,Sí,Sí,Sí,Sí,No,"Laptop, Celular, Tableta gráfica",Sí,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,"Apple, Dell, Wacom",Sí,Sí,No,No,No,No,Sí,No,Sí,No,"Memoria RAM, Aspecto (Tamaño, peso, color, luces RBG), Procesador, Marca",4,6000,No,No,No,No,No,No,No,Sí,Google Calendar,4,4,4
