Código modular,Código de local,Nombre de IE,Nivel / Modalidad,Forma,Gestión / Dependencia,Dirección de IE,Departamento,Provincia,Distrito,Alumnos (2015),Docentes (2015),Secciones (2015)
0325290,295035,07 LA INMACULADA,Educación Especial,Escolarizado,Pública - En convenio,CALLE SANTA ROSA 190,Lima,Lima,Barranco,84,16,13
0775247,340311,ESPECIAL SURCO,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE LOMA VERDE CUADRA 1 S/N,Lima,Lima,Santiago de Surco,103,22,12
0325316,342961,ESPECIAL SURQUILLO,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE DIDEROT,Lima,Lima,Surquillo,64,15,11
0325274,295021,02 LAURA ALVA SALDAÑA,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA LAS PALMAS 300,Lima,Lima,Barranco,216,50,24
1087345,316919,CELAAP JESHUA,Educación Especial,Escolarizado,Privada - Particular,AVENIDA JORGE CHAVEZ 565,Lima,Lima,Miraflores,79,18,9
1068832,340641,DESPERTAD,Educación Especial,Escolarizado,Privada - Particular,CALLE LOMA RICA 188,Lima,Lima,Santiago de Surco,7,2,4
1087303,317650,TOÑITO SILVA GUERRERO,Educación Especial,Escolarizado,Privada - Instituciones Benéficas,CALLE HUAURA 120,Lima,Lima,Miraflores,31,5,10
0325282,316603,ESPECIAL 4,Educación Especial,Escolarizado,Pública - Sector Educación,PASAJE ERICK G. DIAZ CABREL,Lima,Lima,Miraflores,132,23,11
1056472,343244,SANTA MARIA DE GUADALUPE,Educación Especial,Escolarizado,Privada - Instituciones Benéficas,CALLE VARSOVIA Y EL CEREZO S/N,Lima,Lima,Surquillo,85,12,11
0775171,300046,SANTA ISABEL,Educación Especial,Escolarizado,Pública - Otro Sector Público,AVENIDA HIPOLITO UNANUE,Lima,Lima,Chorrillos,92,20,9
0775148,299929,SAN CHRISTOFERUS,Educación Especial,Escolarizado,Privada - Particular,AVENIDA LOS FAISANES 950,Lima,Lima,Chorrillos,17,4,7
1079458,080898,FRAY MASIAS,Educación Especial,Escolarizado,Privada - Particular,CALLE MONTEMAYOR 166-A,Lima,Lima,Santiago de Surco,26,7,6
1079466,322208,LA CRUZ DE ORO,Educación Especial,Escolarizado,Privada - Particular,CALLE JUAN ROMERO HIDALGO 455,Lima,Lima,San Borja,20,7,6
0325027,322581,SAN RAFAEL INSTITUTO SAN BORJA,Educación Especial,Escolarizado,Privada - Particular,AVENIDA LAS ARTES CDR 6,Lima,Lima,San Borja,24,6,7
0325415,322699,INSTITUTO PARA NIÑOS EXCEPCIONALES,Educación Especial,Escolarizado,Privada - Instituciones Benéficas,AVENIDA PRIMAVERA 163,Lima,Lima,San Borja,37,13,5
0604777,298595,ESPECIAL 12,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE VICTOR HUMAREDA,Lima,Lima,Chorrillos,109,23,11
1008846,332269,TALENTOSOS SOBRESALIENTES,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE JOSE GABRIEL AGUILAR 193,Lima,Lima,San Luis,173,15,8
1057702,509833,PRITE,Educación Especial,No escolarizado,Pública - Sector Educación,AVENIDA 28 DE JULIO MZ 26 LOTE 21,Lima,Lima,Chorrillos,44,6,4
0643866,507301,MADRE ADMIRABLE,Educación Especial,Escolarizado,Pública - En convenio,CALLE OLLANTA S/N,Lima,Lima,San Luis,45,8,7
0325431,341650,SAN GABRIEL ARCANGEL,Educación Especial,Escolarizado,Privada - Instituciones Benéficas,CALLE MONTEMAYOR 166,Lima,Lima,Santiago de Surco,0,0,0
1056290,340599,CPAL FERNANDO WIESE ESLAVA,Educación Especial,Escolarizado,Privada - Instituciones Benéficas,CALLE MARTIN PIZARRO 172,Lima,Lima,Santiago de Surco,99,17,16
1082387,342555,COMANDANTE FAP OSCAR OVIDIO MUÑOZ GALLARDO,Educación Especial,Escolarizado,Pública - Otro Sector Público,AVENIDA HIGUERETA 685,Lima,Lima,Santiago de Surco,42,14,11
1512300,724757,KALLPA,Educación Especial,Escolarizado,Privada - Particular,AVENIDA PRIMAVERA 1860,Lima,Lima,Santiago de Surco,43,17,10
1512730,724149,ANDARES,Educación Especial,Escolarizado,Privada - Particular,CALLE LOPEZ DE AYALA 1141,Lima,Lima,San Borja,78,23,14
1513613,725573,ARS VITA,Educación Especial,Escolarizado,Privada - Particular,AVENIDA PASEO DE LA CASTELLANA 217,Lima,Lima,Santiago de Surco,27,9,10
0495218,725592,MARIA AUXILIADORA,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA PAUL LINDER S/N,Lima,Lima,San Borja,84,19,10
0660514,355996,05 CESAR GERMAN BRICEÑO CASAS,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE SANTA ROSA CUADRA 1,Lima,Huaral,Chancay,33,12,12
0600403,355029,02 JUAN YSHIZAWA YSHIZAWA,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE 5 LA HUAQUILLA,Lima,Huaral,Huaral,65,17,11
0766147,350461,ESPECIAL CAJATAMBO,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON 28 DE JULIO S/N,Lima,Cajatambo,Cajatambo,2,1,1
0888537,350927,ESPECIAL CAJAMARQUILLA,Educación Especial,Escolarizado,Pública - Sector Educación,DEFENSA,Lima,Cajatambo,Huancapon,3,1,3
0888560,536285,ESPECIAL CAHUA,Educación Especial,Escolarizado,Pública - Sector Educación,CAHUA VIEJO,Lima,Cajatambo,Manas,2,1,1
0549949,403228,MARIA PARADO DE BELLIDO,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA LAS AMERICAS S/N,Pasco,Pasco,Yanacancha,2,1,1
0683904,402530,SANTA ROSA DE LIMA,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON LAS GEORGIAS DEL SUR S/N,Pasco,Pasco,Simon Bolivar,7,1,4
1160019,403252,34047 CESAR VALLEJO,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA LA CULTURA S/N,Pasco,Pasco,Yanacancha,5,2,4
0596452,541512,DANIEL ALCIDES CARRION,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE NUEVA S/N,Pasco,Pasco,Huariaca,18,2,8
0505834,400201,SAN MARTIN DE PORRAS,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON YAULI 108,Pasco,Pasco,Chaupimarca,33,7,10
1548098,761090,PRITE SANTA MARIA,Educación Especial,No escolarizado,Pública - Sector Educación,JIRON YAULI 108,Pasco,Pasco,Chaupimarca,7,1,4
0505842,404162,ESPECIAL YANAHUANCA,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON 28 DE JULIO 197,Pasco,Daniel Alcides Carrion,Yanahuanca,14,2,5
0751313,405717,ESPECIAL TAPUC,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON OSCAR R BENAVIDES S/N,Pasco,Daniel Alcides Carrion,Tapuc,5,1,3
1549609,526583,CHIPIPATA,Educación Especial,Escolarizado,Pública - Sector Educación,CHIPIPATA S/N,Pasco,Daniel Alcides Carrion,Yanahuanca,4,1,2
0505941,406161,SAGRADO CORAZON DE JESUS Y MARIA,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON ENRIQUE BOTTGER S/N,Pasco,Oxapampa,Oxapampa,21,6,10
0575803,407735,MAESTRA CAROLINA EGG JOHANN-POZUZO,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE LOS COLONOS S/N,Pasco,Oxapampa,Pozuzo,7,4,4
0596395,409739,MOISES HASSINGER CRUZ,Educación Especial,Escolarizado,Pública - Sector Educación,LEANDRO ANDALUZ S/N,Pasco,Oxapampa,Villa Rica,21,3,8
1160092,409188,LA INMACULADA,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON ALAMEDA RAMON CASTILLA S/N,Pasco,Oxapampa,Puerto Bermudez,20,2,10
0355818,410808,JESUS NAZARENO,Educación Especial,Escolarizado,Pública - Sector Educación,PASAJE CARMEN QUIROZ 101,Piura,Piura,Veintiséis de Octubre,52,13,9
0355826,411662,NUESTRA SEÑORA DE LA PAZ,Educación Especial,Escolarizado,Privada - Instituciones Benéficas,AVENIDA PANAMERICANA 796,Piura,Piura,Piura,96,17,14
0613323,765941,LA SENDITA DE SANTA TERESITA DEL NIÑO JESUS,Educación Especial,Escolarizado,Privada - Instituciones Benéficas,AVENIDA SAN MARTIN 220,Piura,Piura,Piura,20,2,6
0698704,410813,PAUL HARRIS,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON TANGARARA MZ LL LOTE 11,Piura,Piura,Piura,21,9,6
0635805,412671,BASICA ESPECIAL CASTILLA,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA SANCHEZ CARRION CUADRA 8 LOTE 01,Piura,Piura,Castilla,36,13,10
0698712,413595,HEROICA VILLA,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON TUMBES CUADRA 1 S/N,Piura,Piura,Catacaos,27,13,9
0648360,414830,CEBE LA UNION,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE SINCHI ROCA S/N,Piura,Piura,La Union,21,2,8
0939454,440202,SAN MARTIN DE PORRES,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE CESAR PINGLO CUADRA 9,Piura,Sechura,Sechura,28,3,8
1606714,829679,SAN DANIEL COMBONI,Educación Especial,Escolarizado,Privada - Particular,CARRETERA LA UNION - SECHURA KM 01,Piura,Sechura,Vice,21,3,4
0653253,417249,CEBE AYABACA,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE AREQUIPA 121,Piura,Ayabaca,Ayabaca,6,1,4
1016773,424565,CEBE NIÑO JESUS,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE GRAU S/N,Piura,Huancabamba,Huancabamba,10,2,4
1097187,430279,CEBES JESUS DE NAZARENO,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON CESAR ARELLANO GOMEZ 276,Piura,Morropon,Chulucanas,20,4,8
0635847,432018,CEBE FRAY MARTIN DE PORRAS,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA SAN MARTIN S/N MZ Q LOTE 3,Piura,Morropon,Morropon,7,1,6
0700187,434121,NIÑO JESUS,Educación Especial,Escolarizado,Pública - Sector Educación,LOS PINOS SECTOR I S/N,Piura,Paita,Paita,35,4,11
1564780,437596,CEBE MARCAVELICA,Educación Especial,Escolarizado,Pública - Sector Educación,DOS DE MAYO 196,Piura,Sullana,Marcavelica,11,3,6
0622944,435432,CEBE MARIA REINA DE LA PAZ,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE MARIA AUXILIADORA 1205,Piura,Sullana,Sullana,37,16,9
1137298,436375,CEBE HIJOS DE MARIA,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE FRANCISCO PIZARRO S/N,Piura,Sullana,Bellavista,16,3,8
1564798,777779,AULA ESPECIAL Y DE REHABILITACION FISICA,Educación Especial,Escolarizado,Pública - Sector Educación,PASAJE ORBEGOSO Y PSAJE LOS ANGELES S/N,Piura,Sullana,Sullana,13,3,5
1565365,777977,NIÑOS DE MARIA,Educación Especial,Escolarizado,Privada - Particular,MZ Q LOTE 6 ETAPA II,Piura,Sullana,Sullana,9,2,3
1137702,439468,CEBE NEGRITOS,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA RICARDO PALMA S/N,Piura,Talara,La Brea,20,2,6
0571406,438647,NUESTRA SEÑORA DEL PERPETUO SOCORRO,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA 2 SUB ESTACION A S/N,Piura,Talara,Pariñas,29,14,8
1565035,782342,CEBE LOS ORGANOS,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA SALAVERRY S/N,Piura,Talara,Los Organos,24,3,8
1024280,446727,ASILLO,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE SAENZ PEÑA S/N,Puno,Azangaro,Asillo,14,2,6
0627315,445817,MADRE FRANCISCA PASCUAL DOMENECH,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON HERMINIA ENRIQUEZ S/N,Puno,Azangaro,Azangaro,23,5,9
1028398,457626,ESPECIAL JUAN GNALDI COLESCHI,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON JUAN JOSE CALLE S/N S/N,Puno,Lampa,Lampa,14,3,7
1380880,593775,HELEN KELLER,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA F SECTOR D GRUPO D-1 MZ Z-1 L S/N,Callao,Callao,Ventanilla,46,8,10
0883918,144715,VENTANILLA,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA LOS GERANIOS,Callao,Callao,Ventanilla,79,13,9
0619734,279158,CEBE LA VICTORIA,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA LOS INCAS 1302,Lambayeque,Chiclayo,La Victoria,38,16,9
0491464,281613,VENERABLE FRANCISCO CAMACHO,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA EL TRABAJO CHALET 1920,Lambayeque,Chiclayo,Tuman,24,8,3
0452540,276070,CERCILAM,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE TARATA 400,Lambayeque,Chiclayo,Chiclayo,45,7,11
0452532,280171,NIÑO JESUS DE PRAGA,Educación Especial,Escolarizado,Pública - Sector Educación,CARRETERA KM 9 PIMENTEL,Lambayeque,Chiclayo,Pimentel,64,23,10
1130251,276089,LA PURISIMA,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA ISABEL LA CATOLICA S/N,Lambayeque,Chiclayo,Chiclayo,33,9,9
0619536,280821,SANTO DOMINGO,Educación Especial,Escolarizado,Pública - Sector Educación,JORGE CHAVEZ 106,Lambayeque,Chiclayo,Cayalti,11,2,4
1260751,035448,SAGRADO CORAZON DE JESUS,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE BOLOGNESI CDRA. 5,Lambayeque,Chiclayo,Lagunas,12,1,6
1272673,280232,HOGAR CLINICA SAN JUAN DE DIOS,Educación Especial,Escolarizado,Pública - Sector Educación,CARRETERA PIMENTEL KM 10,Lambayeque,Chiclayo,Pimentel,6,1,4
1159524,279969,SANTA TERESA DE JESUS,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE JUNIN S/N,Lambayeque,Chiclayo,Oyotun,0,0,0
1462688,674837,BAUTISTA PARA SORDOS HARVEST,Educación Especial,Escolarizado,Privada - Particular,CARRETERA A PIMENTEL KM 8,Lambayeque,Chiclayo,Pimentel,26,4,7
0569798,171884,35001,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON POTOCCHI S/N,Huancavelica,Huancavelica,Huancavelica,22,10,6
1400126,613368,PRITE 01,Educación Especial,No escolarizado,Pública - Sector Educación,AVENIDA SANTOS VILLA 461,Huancavelica,Huancavelica,Ascension,14,1,3
0697607,175839,35004,Educación Especial,Escolarizado,Pública - Sector Educación,ZAENZ PEÑA S/N,Huancavelica,Acobamba,Acobamba,9,1,5
0697615,177635,35005,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON RICARDO FERNANDEZ S/N,Huancavelica,Angaraes,Lircay,0,0,0
1403427,616423,PRITE 02,Educación Especial,No escolarizado,Pública - Sector Educación,AVENIDA ESMERALDA S/N,Huancavelica,Angaraes,Lircay,11,2,3
1058577,181265,35008,Educación Especial,Escolarizado,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica,Castrovirreyna,Ticrapo,5,1,3
0803874,609069,35009 LOS ANGELES DE MARIA,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON LA MERCED S/N,Huancavelica,Churcampa,Churcampa,7,2,4
1313816,241919,DIVINO NIÑO JESUS,Educación Especial,Escolarizado,Privada - Particular,CARRETERA NICARAGUA S/N,Piura,Talara,Mancora,6,1,3
1316199,293753,JUAN PABLO II,Educación Especial,Escolarizado,Privada - Particular,CALLE ASUNCION MZ 15 LOTE 16,Piura,Piura,Piura,0,0,0
1323997,396223,LOS NIÑOS DE JESUS,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON LA PAZ S/N,Junin,Chanchamayo,Pichanaqui,17,2,6
1434562,526597,MADRE FRANCISCA PASCUAL,Educación Especial,Escolarizado,Pública - Sector Educación,SANTA LIDIA,Junin,Chanchamayo,Perene,15,4,5
1329135,487435,PRITE CHEPEN,Educación Especial,No escolarizado,Pública - Sector Educación,AVENIDA 28 DE JULIO S/N,La Libertad,Chepen,Chepen,10,1,3
1330331,505279,INTERNACIONAL PERUANO BRITANICO,Educación Especial,Escolarizado,Privada - Particular,LATERAL 2 B,Arequipa,Arequipa,Cerro Colorado,10,3,5
1332253,540329,CEBE - 11 LA SALLE,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA HUASCAR S/N,Apurimac,Abancay,Abancay,60,8,11
1231539,507730,PRITE VIRGEN DE FATIMA,Educación Especial,No escolarizado,Pública - Sector Educación,SULLANA,Piura,Sullana,Sullana,24,2,3
1346709,255893,ASCOPE,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA GRAU 1179,La Libertad,Ascope,Ascope,15,2,3
1349588,518451,35010,Educación Especial,Escolarizado,Pública - Sector Educación,PARQUE PLAZA PRINCIPAL S/N,Huancavelica,Huaytara,Pilpichaca,3,1,3
1349596,518465,35011,Educación Especial,Escolarizado,Pública - Sector Educación,PARQUE PLAZA PRINCIPAL S/N,Huancavelica,Huaytara,Querco,7,1,5
1353325,521750,35012,Educación Especial,Escolarizado,Pública - Sector Educación,PARQUE PLAZA PRINCIPAL S/N,Huancavelica,Huaytara,San Antonio de Cusicancha,2,1,1
1357755,804457,0075 EKE PEDRO GIRANO PIRO,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON HUALLAGA 349,San Martin,Picota,San Hilarion,11,2,4
1363126,527479,PRITE YURA,Educación Especial,No escolarizado,Pública - Sector Educación,LOCAL SOCIAL APIAAR KM 13,Arequipa,Arequipa,Yura,15,4,4
1366350,529261,PRITE LOS ANGELITOS,Educación Especial,No escolarizado,Pública - Sector Educación,JIRON ALFONSO VILLANUEVA PINILLOS 1235,Cajamarca,Jaen,Jaen,20,2,3
0569830,065751,PAUCARPATA,Educación Especial,Escolarizado,Pública - Sector Educación,PASAJE CAHUIDE MZ M LOTE 7,Arequipa,Arequipa,Jose Luis Bustamante Y Rivero,33,9,10
1202910,066326,MANOS UNIDAS,Educación Especial,Escolarizado,Pública - En convenio,QUINTA TRISTAN MZ Z4 LOTE 6,Arequipa,Arequipa,Jose Luis Bustamante Y Rivero,11,3,3
1600477,813560,PRITE MARIA DEL ROSARIO,Educación Especial,No escolarizado,Pública - Sector Educación,AVENIDA BELLAVISTA 377,Ucayali,Coronel Portillo,Manantay,18,3,4
0685149,787428,9 DE OCTUBRE,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA PARTICIPACION / GABRIELA MISTRAL MZ H LOTE 1,Loreto,Maynas,San Juan Bautista,165,23,13
1136563,493101,007 NTRO SEÑOR DE LOS MILAGROS,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE UÑA DE GATO S/N,Tumbes,Zarumilla,Papayal,3,1,1
1276237,093754,ESPECIAL 020 PAPAYAL,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE SAN MARTIN S/N,Tumbes,Zarumilla,Papayal,4,1,2
1372978,273547,82126,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON BOLOGNESI 570,La Libertad,Gran Chimu,Cascas,13,1,4
1373828,535525,TALENTOS ESPECIALES,Educación Especial,Escolarizado,Privada - Particular,JIRON CHICLAYO 381,Junin,Huancayo,El Tambo,10,3,3
1374420,535441,J.M. ITARD,Educación Especial,Escolarizado,Pública - En convenio,CALLE PRINCIPAL 349-A,Arequipa,Arequipa,Sabandia,55,6,9
1379262,540249,00004 MARIA MONTESSORI,Educación Especial,Escolarizado,Pública - Sector Educación,LOS OLIVOS,San Martin,Rioja,Nueva Cajamarca,28,4,8
1387240,548863,CAMINO NUEVO,Educación Especial,Escolarizado,Privada - Particular,SAN LUIS E 3,Cusco,Cusco,San Sebastian,46,18,12
0664680,509908,CEBE LUISA SOLOGUREN DE SABOGAL,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA LA MARINA S/N,Callao,Callao,La Perla,79,17,12
1083856,509908,PRITE CALLAO,Educación Especial,No escolarizado,Pública - Sector Educación,AVENIDA LA MARINA S/N,Callao,Callao,La Perla,80,10,9
1405372,256185,PEDRO DIAZ CAMACHO,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE LIBERTAD S/N,La Libertad,Ascope,Chicama,19,2,7
1406040,238808,EDUCACION BASICA ESPECIAL,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON ASUNCION 521,Puno,Chucuito,Juli,2,1,2
1407196,559795,CEBE - CABALLO COCHA,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE RAMON CASTILLA,Loreto,Mariscal Ramon Castilla,Ramon Castilla,27,3,2
1414366,010612,VIRGEN DEL CARMEN,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON LA UNION S/N,Amazonas,Rodriguez de Mendoza,Mariscal Benavides,16,4,7
1270420,571962,PRITE DIVINO NIÑO,Educación Especial,No escolarizado,Pública - Sector Educación,CALLE LORETO 772,Piura,Sullana,Bellavista,17,1,3
1433267,016671,PRITE - HELLEN KELLER,Educación Especial,No escolarizado,Pública - Sector Educación,JIRON GUZMAN BARRON 471,Ancash,Huaraz,Independencia,25,5,7
1434604,577577,SAN ANTONIO,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA LIBERTAD S/N,Lima,Cañete,San Antonio,15,2,3
1442482,582531,PEDRO JOSE TRIEST,Educación Especial,Escolarizado,Privada - Parroquial,AVENIDA HEROES DEL CENEPA S/N LOTE 131,Lima,Lima,Comas,79,16,9
1455021,586416,EMPEZAR,Educación Especial,Escolarizado,Privada - Particular,AVENIDA VELASCO ASTETE 1791,Lima,Lima,Santiago de Surco,14,3,5
1457662,110720,82553,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE AREQUIPA 251,Cajamarca,Contumaza,Chilete,13,2,5
1516020,342961,PRITE ALEGRIA EN EL CORAZON,Educación Especial,No escolarizado,Pública - Sector Educación,CALLE DIDEROT,Lima,Lima,Surquillo,65,6,5
1520089,227584,PRITE CONCEPCION,Educación Especial,No escolarizado,Pública - Sector Educación,AVENIDA PROLONGACION GRAU 210,Junin,Concepcion,Concepcion,22,3,3
1528694,617639,HELEN KELLER,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA LOS HEROES 150,Junin,Chupaca,Chupaca,12,3,8
1529007,617979,NUESTRA SEÑORA DE LAS MERCEDES,Educación Especial,Escolarizado,Pública - Sector Educación,MAZAMARI,Junin,Satipo,Mazamari,10,2,4
1535210,623715,SANTA MARIA DE GUADALUPE,Educación Especial,Escolarizado,Privada - Particular,CALLE 2 DE MAYO 310,Puno,Azangaro,Arapa,26,4,7
1538867,439468,PRITE SAVIA PERU,Educación Especial,No escolarizado,Pública - En convenio,AVENIDA RICARDO PALMA S/N,Piura,Talara,La Brea,34,2,4
1541515,627515,12 MOLINOPATA,Educación Especial,Escolarizado,Pública - Sector Educación,MOLINOPATA,Apurimac,Abancay,Abancay,9,1,6
1542729,628181,PRITE LA CASA DE SHIRLEY,Educación Especial,No escolarizado,Pública - Sector Educación,RIO AMAZONAS,Loreto,Maynas,Fernando Lores,7,1,4
1545037,629232,PASTORCITOS DE FATIMA,Educación Especial,Escolarizado,Privada - Particular,AVENIDA VICTOR ANDRES BELAUNDE 287,Arequipa,Arequipa,Tiabaya,15,4,5
1546670,629816,13,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE PRINCIPAL,Apurimac,Chincheros,Chincheros,10,1,7
1566322,245205,GOTITAS DE AMOR,Educación Especial,No escolarizado,Pública - Sector Educación,JIRON LEONCIO PRADO 214,Junin,Tarma,Tarma,6,2,3
1570670,644497,LOS ANGELES DE BARBARA,Educación Especial,Escolarizado,Pública - Sector Educación,EL PEDREGAL MZ L LOTE 9,Arequipa,Caylloma,Majes,15,1,6
1579689,571976,SAGRADO CORAZON DE JESUS,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA TRUJILLO MZ J-17 LOTE 2,Callao,Callao,Ventanilla,40,5,11
1610674,675752,SOMOS DESCUBRIDORES,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE ALFONSO UGARTE S/N,La Libertad,Ascope,Chicama,8,1,4
1621861,584709,LUDWIG VAN BEETHOVEN,Educación Especial,Escolarizado,Pública - Sector Educación,CALLE MARIANO ARREDONDO S/N,Lima,Lima,Lima,75,12,9
1623693,690446,CEBE CIUDAD MAJES,Educación Especial,Escolarizado,Pública - Sector Educación,CIUDAD MAJES,Arequipa,Caylloma,Majes,13,1,8
1627249,693058,OMATE,Educación Especial,Escolarizado,Pública - Sector Educación,COGRI MZ F LOTE 1,Moquegua,General Sanchez Cerro,Omate,7,6,3
1627397,693138,PRITE CONTAMANA,Educación Especial,No escolarizado,Pública - Sector Educación,CALLE BUENAVENTURA MARQUEZ S/N,Loreto,Ucayali,Contamana,24,2,3
1632124,478539,00015 MAURICIO GARRIGOU,Educación Especial,Escolarizado,Pública - Sector Educación,JIRON MIGUEL GRAU S/N,San Martin,Picota,Picota,18,2,5
1632892,705725,35013,Educación Especial,Escolarizado,Pública - Sector Educación,CHINCHIHUASI,Huancavelica,Churcampa,Chinchihuasi,8,2,5
1632900,705730,35014,Educación Especial,Escolarizado,Pública - Sector Educación,PACHAMARCA,Huancavelica,Churcampa,Pachamarca,4,2,3
1632918,705749,35015,Educación Especial,Escolarizado,Pública - Sector Educación,SAN PEDRO DE CORIS,Huancavelica,Churcampa,San Pedro de Coris,8,2,3
1637917,256312,AGUSTIN SOLANO SABANA,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA ESCOBAR 104,La Libertad,Ascope,Chocope,16,2,8
1649441,731772,SAGRADO CORAZON DE JESUS,Educación Especial,Escolarizado,Pública - Municipalidad,CALLE SAN MARTIN CUADRA 8 S/N,Piura,Paita,Colan,17,2,7
1651876,733907,ESPECIAL COMPARTIR,Educación Especial,Escolarizado,Privada - Particular,CALLE CAHUIDE 108,Arequipa,Arequipa,Alto Selva Alegre,33,5,5
1660398,742662,NIÑO JESUS DE PRAGA,Educación Especial,Escolarizado,Pública - Sector Educación,SAGRADO CORAZON DE JESUS AA.HH.,Piura,Piura,Tambo Grande,28,3,10
1662774,744982,PUERTO CIRUELO,Educación Especial,Escolarizado,Privada - Comunal,PUERTO CIRUELO,Cajamarca,San Ignacio,Huarango,15,2,9
1667690,751232,REHABILITACION PARA CIEGOS,Educación Especial,Escolarizado,Privada - Particular,AVENIDA JAVIER HERAUD 219 SECTOR V AA.HH.,Huanuco,Huanuco,Amarilis,10,3,3
1673318,191207,PRITE SAN JUAN DE DIOS,Educación Especial,No escolarizado,Pública - Sector Educación,JIRON MACCHU PICCHU S/N,Huanuco,Huanuco,Amarilis,9,1,3
1696152,779349,35016,Educación Especial,Escolarizado,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica,Tayacaja,Ahuaycha,2,1,2
1696160,779354,35017,Educación Especial,Escolarizado,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica,Tayacaja,Acraquia,1,1,1
1696178,779368,35019,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA HUANCAVELICA S/N,Huancavelica,Tayacaja,Daniel Hernandez,6,1,2
1696186,779373,35020,Educación Especial,Escolarizado,Pública - Sector Educación,AVENIDA CENTENARIO S/N,Huancavelica,Tayacaja,Colcabamba,6,1,3
1696194,779387,35023,Educación Especial,Escolarizado,Pública - Sector Educación,PLAZA PRINCIPAL SALCABAMBA S/N,Huancavelica,Tayacaja,Salcabamba,10,1,6
