FECHA,REGION,MODALIDAD,FALLECIDOS,HERIDOS
20200707,MOQUEGUA,CHOQUE,0,0
20200708,LAMBAYEQUE,CHOQUE,1,0
20200708,PIURA,DESPISTE,0,0
20200708,ICA,DESPISTE,0,1
20200708,ANCASH,DESPISTE,0,1
20200708,ANCASH,DESPISTE,0,0
20200708,ANCASH,CHOQUE,0,1
20200708,AREQUIPA,DESPISTE,0,0
20200708,LAMBAYEQUE,CHOQUE,1,0
20200709,PIURA,CHOQUE,1,0
20200709,AREQUIPA,CHOQUE,0,0
20200709,LIMA,ATROPELLO,1,0
20200709,LA LIBERTAD,CHOQUE,0,0
20200709,LA LIBERTAD,ATROPELLO,1,0
20200709,AREQUIPA,CHOQUE,0,0
20200710,PUNO,DESPISTE,0,0
20200710,LIMA,DESPISTE,0,0
20200710,LIMA,CHOQUE,1,7
20200710,PUNO,DESPISTE,0,2
20200710,ANCASH,DESPISTE,0,2
20200710,AREQUIPA,CHOQUE,1,3
20200711,PIURA,CHOQUE,0,2
20200711,LIMA,DESPISTE,0,0
20200711,LIMA,DESPISTE,0,1
20200711,JUNIN,CHOQUE,1,3
20200711,LIMA,DESPISTE,0,2
20200711,ANCASH,DESPISTE,0,0
20200711,ICA,CHOQUE,0,2
20200711,ANCASH,DESPISTE,0,1
20200711,ANCASH,DESPISTE,0,0
20200711,AREQUIPA,CHOQUE,0,1
20200711,LA LIBERTAD,DESPISTE,0,0
20200712,AREQUIPA,CHOQUE,0,0
20200712,LIMA,DESPISTE,0,0
20200712,LIMA,CHOQUE,0,3
20200712,LIMA,DESPISTE,0,4
20200712,AREQUIPA,DESPISTE,0,3
20200713,LAMBAYEQUE,CHOQUE,0,0
20200713,LIMA,DESPISTE,0,0
20200714,LIMA,DESPISTE,0,2
20200714,LIMA,DESPISTE,0,1
20200714,LIMA,DESPISTE,0,0
20200714,LIMA,VOLCADURA,1,1
20200714,LIMA,CHOQUE,0,0
20200714,ANCASH,ESPECIAL,0,0
20200714,LA LIBERTAD,CHOQUE,1,1
20200715,JUNIN,CHOQUE,0,2
20200715,AREQUIPA,CHOQUE,1,1
20200715,PUNO,CHOQUE,0,1
20200715,PUNO,DESPISTE,0,3
20200715,LIMA,DESPISTE,0,1
20200716,LIMA,CHOQUE,0,0
20200716,LIMA,DESPISTE,0,0
20200716,LIMA,CHOQUE,0,0
20200716,AREQUIPA,DESPISTE,0,0
20200716,ICA,DESPISTE,0,0
20200716,LIMA,DESPISTE,0,0
20200716,LA LIBERTAD,CHOQUE,0,3
20200716,PIURA,DESPISTE,0,0
20200717,LA LIBERTAD,CHOQUE,0,1
20200717,LIMA,DESPISTE,0,0
20200717,ICA,CHOQUE,0,0
20200717,ICA,CHOQUE,0,2
20200717,PIURA,DESPISTE,0,0
20200718,LIMA,DESPISTE,0,0
20200718,JUNIN,DESPISTE,0,0
20200718,ANCASH,DESPISTE,0,1
20200718,AREQUIPA,CHOQUE,0,0
20200719,LIMA,DESPISTE,0,2
20200719,LIMA,DESPISTE,0,0
20200719,LIMA,CHOQUE,0,2
20200719,LIMA,CHOQUE,0,2
20200719,LA LIBERTAD,ATROPELLO,0,0
20200720,LIMA,DESPISTE,0,0
20200720,LIMA,ESPECIAL,0,0
20200720,LIMA,DESPISTE,0,0
20200720,LIMA,DESPISTE,0,0
20200720,ANCASH,CHOQUE,0,0
20200720,ICA,CHOQUE,0,1
20200720,PUNO,CHOQUE,1,4
20200720,AREQUIPA,CHOQUE,0,0
20200720,PUNO,DESPISTE,1,0
20200721,LIMA,CHOQUE,1,1
20200721,JUNIN,CHOQUE,0,1
20200721,ANCASH,DESPISTE,0,0
20200721,AREQUIPA,DESPISTE,0,1
20200721,AREQUIPA,ATROPELLO,1,0
20200721,PUNO,DESPISTE,0,0
20200722,JUNIN,DESPISTE,0,0
20200722,LIMA,CHOQUE,0,0
20200722,PUNO,DESPISTE,0,0
20200722,PUNO,DESPISTE,0,0
20200722,AREQUIPA,DESPISTE,0,2
20200722,AREQUIPA,VOLCADURA,0,2
20200723,AREQUIPA,DESPISTE,0,0
20200723,JUNIN,DESPISTE,0,0
20200723,AREQUIPA,DESPISTE,0,0
20200723,LAMBAYEQUE,DESPISTE,0,0
20200723,JUNIN,CHOQUE,0,2
20200723,JUNIN,DESPISTE,1,2
20200723,PUNO,DESPISTE,0,0
20200723,PUNO,DESPISTE,0,0
20200723,ICA,CHOQUE,0,2
20200723,ANCASH,DESPISTE,0,1
20200723,ICA,CHOQUE,3,1
20200723,AREQUIPA,CHOQUE,0,2
20200723,PUNO,DESPISTE,0,0
20200724,JUNIN,DESPISTE,0,3
20200724,LAMBAYEQUE,DESPISTE,1,0
20200724,PIURA,DESPISTE,0,0
20200724,LIMA,CHOQUE,0,2
20200724,PIURA,CHOQUE,0,2
20200724,LA LIBERTAD,ESPECIAL,0,0
20200724,AREQUIPA,DESPISTE,1,0
20200724,AREQUIPA,DESPISTE,0,0
20200724,PIURA,DESPISTE,0,3
20200725,JUNIN,CHOQUE,0,0
20200725,LIMA,CHOQUE,0,4
20200725,LIMA,CHOQUE,1,3
20200725,PUNO,CHOQUE,0,0
20200725,AREQUIPA,DESPISTE,0,0
20200725,AREQUIPA,DESPISTE,0,1
20200725,AREQUIPA,DESPISTE,0,1
20200725,AREQUIPA,ATROPELLO,0,0
20200726,LIMA,CHOQUE,1,0
20200726,PIURA,DESPISTE,0,1
20200726,ICA,DESPISTE,1,1
20200726,LA LIBERTAD,DESPISTE,11,2
20200726,LAMBAYEQUE,DESPISTE,1,2
20200726,JUNIN,DESPISTE,0,0
20200726,LIMA,DESPISTE,0,2
20200726,ANCASH,CHOQUE,0,1
20200726,ICA,DESPISTE,0,0
20200726,PIURA,CHOQUE,0,1
20200726,PIURA,DESPISTE,0,2
20200726,PIURA,DESPISTE,0,2
20200727,LIMA,DESPISTE,1,0
20200727,AREQUIPA,DESPISTE,0,3
20200727,JUNIN,DESPISTE,0,1
20200727,JUNIN,CHOQUE,0,1
20200727,PIURA,CHOQUE,0,0
20200727,PUNO,CHOQUE,0,2
20200727,PUNO,CHOQUE,0,3
20200727,LA LIBERTAD,ESPECIAL,0,2
20200727,LA LIBERTAD,CHOQUE,1,1
20200727,PIURA,CHOQUE,0,2
20200728,JUNIN,DESPISTE,0,0
20200728,MOQUEGUA,DESPISTE,0,0
20200728,JUNIN,DESPISTE,0,0
20200728,JUNIN,CHOQUE,0,0
20200728,LAMBAYEQUE,CHOQUE,1,2
20200729,LAMBAYEQUE,DESPISTE,0,2
20200729,JUNIN,DESPISTE,0,1
20200729,LAMBAYEQUE,CHOQUE,0,2
20200729,ICA,CHOQUE,0,1
20200729,ANCASH,DESPISTE,0,1
20200730,JUNIN,CHOQUE,0,0
20200730,AREQUIPA,DESPISTE,0,1
20200730,AREQUIPA,DESPISTE,0,0
20200730,LIMA,CHOQUE,0,0
20200730,LIMA,CHOQUE,0,1
20200730,JUNIN,CHOQUE,0,2
20200730,JUNIN,CHOQUE,0,0
20200730,ANCASH,DESPISTE,0,0
20200730,JUNIN,CHOQUE,0,0
20200730,ANCASH,DESPISTE,0,1
20200730,ANCASH,ESPECIAL,0,5
20200730,LAMBAYEQUE,DESPISTE,0,2
20200731,LAMBAYEQUE,DESPISTE,0,0
20200731,JUNIN,DESPISTE,0,3
20200731,LIMA,DESPISTE,0,1
20200731,PUNO,DESPISTE,0,0
20200731,LA LIBERTAD,DESPISTE,0,1
20200801,PUNO,DESPISTE,0,1
20200801,PIURA,CHOQUE,0,1
20200801,LIMA,DESPISTE,0,1
20200801,LIMA,CHOQUE,0,1
20200801,LAMBAYEQUE,DESPISTE,0,0
20200801,PUNO,DESPISTE,1,1
20200803,LIMA,DESPISTE,0,0
20200803,JUNIN,DESPISTE,0,0
20200803,JUNIN,CHOQUE,0,0
20200803,PUNO,DESPISTE,0,3
20200804,LIMA,ESPECIAL,0,0
20200804,LIMA,CHOQUE,0,0
20200804,ANCASH,DESPISTE,0,0
20200804,JUNIN,DESPISTE,0,1
20200804,LIMA,DESPISTE,0,0
20200804,JUNIN,CHOQUE,0,1
20200804,ANCASH,CHOQUE,0,2
20200804,LA LIBERTAD,CHOQUE,0,0
20200804,AREQUIPA,DESPISTE,0,4
20200804,AREQUIPA,DESPISTE,0,4
20200805,PIURA,CHOQUE,0,2
20200805,JUNIN,DESPISTE,0,0
20200805,LIMA,CHOQUE,1,0
20200805,PUNO,CHOQUE,1,1
20200806,PIURA,DESPISTE,0,1
20200806,PUNO,DESPISTE,0,2
20200806,LIMA,CHOQUE,0,2
20200806,ANCASH,CHOQUE,0,0
20200806,ICA,CHOQUE,0,0
20200806,ICA,CHOQUE,0,1
20200806,ICA,CHOQUE,0,0
20200807,AREQUIPA,CHOQUE,0,2
20200807,JUNIN,DESPISTE,0,0
20200807,LIMA,DESPISTE,0,0
20200807,LIMA,DESPISTE,0,0
20200807,PUNO,CHOQUE,0,2
20200807,ANCASH,CHOQUE,0,0
20200807,LA LIBERTAD,ESPECIAL,0,0
20200807,LA LIBERTAD,ESPECIAL,0,0
20200807,LA LIBERTAD,CHOQUE,0,10
20200808,LIMA,ESPECIAL,0,0
20200808,PIURA,DESPISTE,0,2
20200808,LIMA,CHOQUE,0,1
20200808,LIMA,ATROPELLO,1,0
20200808,JUNIN,DESPISTE,0,2
20200808,LIMA,DESPISTE,0,2
20200808,LIMA,CHOQUE,0,1
20200808,PIURA,CHOQUE,0,3
20200808,LA LIBERTAD,CHOQUE,1,0
20200808,AREQUIPA,DESPISTE,0,0
20200809,ANCASH,DESPISTE,0,0
20200809,ANCASH,VOLCADURA,0,0
20200809,AREQUIPA,ESPECIAL,0,0
20200809,LIMA,DESPISTE,0,6
20200809,AREQUIPA,DESPISTE,0,0
20200809,ICA,DESPISTE,0,0
20200809,ANCASH,CHOQUE,0,2
20200809,ICA,DESPISTE,0,1
20200809,LA LIBERTAD,CHOQUE,0,2
20200809,PIURA,CHOQUE,1,0
20200810,JUNIN,DESPISTE,0,0
20200810,LIMA,DESPISTE,0,4
20200810,LIMA,DESPISTE,0,3
20200810,LIMA,DESPISTE,0,1
20200810,LIMA,DESPISTE,0,0
20200810,JUNIN,CHOQUE,0,1
20200810,PUNO,DESPISTE,0,0
20200810,ANCASH,CHOQUE,0,2
20200810,ANCASH,CHOQUE,0,0
20200810,PIURA,CHOQUE,0,1
20200811,PIURA,DESPISTE,0,2
20200811,LAMBAYEQUE,DESPISTE,0,0
20200811,LIMA,DESPISTE,0,0
20200811,LIMA,DESPISTE,0,0
20200811,PUNO,DESPISTE,0,0
20200812,LIMA,DESPISTE,0,3
20200812,LIMA,ATROPELLO,1,0
20200812,LIMA,CHOQUE,0,0
20200812,JUNIN,DESPISTE,0,3
20200812,ANCASH,CHOQUE,0,1
20200812,AREQUIPA,CHOQUE,0,3
20200812,PIURA,CHOQUE,0,1
20200813,LIMA,DESPISTE,0,1
20200813,JUNIN,CHOQUE,0,0
20200813,AREQUIPA,DESPISTE,0,4
20200813,PUNO,DESPISTE,0,0
20200813,ANCASH,DESPISTE,0,0
20200813,AREQUIPA,DESPISTE,0,0
20200813,LA LIBERTAD,CHOQUE,0,1
20200814,PIURA,CHOQUE,0,1
20200814,LIMA,CHOQUE,0,0
20200814,LIMA,DESPISTE,0,0
20200814,LIMA,ATROPELLO,0,1
20200814,LIMA,CHOQUE,0,1
20200814,ICA,CHOQUE,6,7
20200814,ANCASH,DESPISTE,0,1
20200814,LAMBAYEQUE,DESPISTE,0,1
20200815,LIMA,ESPECIAL,0,0
20200815,LIMA,CHOQUE,0,1
20200815,LIMA,CHOQUE,0,0
20200815,PUNO,DESPISTE,0,1
20200816,JUNIN,DESPISTE,0,1
20200816,LIMA,DESPISTE,0,2
20200816,PUNO,DESPISTE,0,4
20200816,ICA,CHOQUE,1,0
20200816,ANCASH,VOLCADURA,0,0
20200816,LA LIBERTAD,CHOQUE,3,1
20200816,PIURA,CHOQUE,1,0
20200816,LA LIBERTAD,CHOQUE,0,0
20200817,LIMA,CHOQUE,0,0
20200817,PIURA,DESPISTE,0,0
20200817,LIMA,CHOQUE,0,0
20200817,LIMA,DESPISTE,0,0
20200817,LIMA,CHOQUE,1,1
20200817,ANCASH,DESPISTE,0,0
20200817,AREQUIPA,CHOQUE,0,1
20200818,JUNIN,CHOQUE,0,0
20200818,LAMBAYEQUE,CHOQUE,0,0
20200818,JUNIN,DESPISTE,0,0
20200818,JUNIN,DESPISTE,0,1
20200818,LAMBAYEQUE,CHOQUE,0,1
20200818,LIMA,CHOQUE,1,1
20200819,LIMA,ESPECIAL,0,0
20200819,LIMA,ATROPELLO,1,0
20200819,JUNIN,CHOQUE,2,0
20200819,LIMA,DESPISTE,0,0
20200819,AREQUIPA,DESPISTE,0,0
20200819,PUNO,DESPISTE,1,0
20200819,ANCASH,DESPISTE,0,1
20200819,LA LIBERTAD,CHOQUE,0,1
20200820,PUNO,DESPISTE,0,1
20200820,AREQUIPA,CHOQUE,2,0
20200820,AREQUIPA,DESPISTE,0,1
20200820,PIURA,CHOQUE,0,1
20200820,LAMBAYEQUE,CHOQUE,0,2
20200820,ICA,CHOQUE,0,0
20200820,ANCASH,CHOQUE,0,1
20200820,LA LIBERTAD,CHOQUE,0,1
20200821,ICA,DESPISTE,1,1
20200821,JUNIN,DESPISTE,0,1
20200821,LIMA,VOLCADURA,0,0
20200821,LIMA,DESPISTE,1,2
20200821,LIMA,DESPISTE,0,3
20200821,ANCASH,DESPISTE,0,1
20200821,LIMA,CHOQUE,0,0
20200821,ANCASH,DESPISTE,0,1
20200821,PIURA,CHOQUE,1,1
20200821,PIURA,ATROPELLO,1,0
20200821,PUNO,ATROPELLO,0,1
20200822,AREQUIPA,CHOQUE,0,1
20200822,LIMA,CHOQUE,0,1
20200822,LIMA,CHOQUE,0,0
20200822,LAMBAYEQUE,DESPISTE,0,12
20200822,LAMBAYEQUE,DESPISTE,0,1
20200822,JUNIN,DESPISTE,0,0
20200822,LIMA,DESPISTE,0,0
20200822,AREQUIPA,ESPECIAL,0,0
20200823,LIMA,CHOQUE,0,2
20200823,LIMA,CHOQUE,0,1
20200823,PIURA,CHOQUE,0,2
20200824,JUNIN,CHOQUE,0,0
20200824,LIMA,DESPISTE,0,0
20200824,PUNO,DESPISTE,0,3
20200824,LA LIBERTAD,ATROPELLO,0,1
20200824,AREQUIPA,DESPISTE,0,1
20200824,AREQUIPA,DESPISTE,0,1
20200825,LA LIBERTAD,CHOQUE,0,4
20200825,PIURA,DESPISTE,0,1
20200825,LIMA,CHOQUE,0,1
20200825,PUNO,CHOQUE,0,2
20200825,ANCASH,DESPISTE,0,0
20200825,ANCASH,CHOQUE,0,1
20200825,ICA,DESPISTE,1,1
20200825,LA LIBERTAD,CHOQUE,0,0
20200826,AREQUIPA,CHOQUE,0,0
20200826,JUNIN,DESPISTE,0,0
20200826,PIURA,DESPISTE,1,0
20200826,LIMA,DESPISTE,0,0
20200826,LIMA,DESPISTE,0,0
20200826,ANCASH,ATROPELLO,0,2
20200826,LIMA,DESPISTE,0,1
20200826,LIMA,ESPECIAL,0,0
20200826,JUNIN,CHOQUE,0,4
20200826,ICA,ATROPELLO,0,1
20200826,PIURA,DESPISTE,1,1
20200826,AREQUIPA,CHOQUE,0,1
20200826,AREQUIPA,CHOQUE,0,2
20200827,JUNIN,DESPISTE,0,0
20200827,JUNIN,CHOQUE,0,0
20200827,LIMA,DESPISTE,0,0
20200827,ANCASH,CHOQUE,0,0
20200827,ICA,CHOQUE,0,0
20200828,LIMA,CHOQUE,0,1
20200828,LA LIBERTAD,CHOQUE,2,6
20200828,PUNO,DESPISTE,0,1
20200828,ICA,CHOQUE,0,0
20200828,AREQUIPA,CHOQUE,1,0
20200829,LIMA,CHOQUE,0,0
20200829,JUNIN,CHOQUE,0,1
20200829,JUNIN,CHOQUE,0,3
20200829,LIMA,ATROPELLO,0,1
20200829,AREQUIPA,CHOQUE,0,0
20200829,AREQUIPA,CHOQUE,0,0
20200829,PIURA,CHOQUE,1,0
20200830,LIMA,CHOQUE,0,0
20200831,PUNO,CHOQUE,0,1
20200831,LIMA,CHOQUE,0,0
20200831,LIMA,CHOQUE,0,0
20200831,LIMA,DESPISTE,0,0
20200831,LIMA,DESPISTE,0,0
20200831,JUNIN,DESPISTE,0,1
20200831,LA LIBERTAD,DESPISTE,0,2
20200901,LIMA,CHOQUE,0,0
20200901,LIMA,CHOQUE,0,0
20200901,LIMA,DESPISTE,0,0
20200901,LIMA,DESPISTE,0,1
20200901,LAMBAYEQUE,CHOQUE,0,1
20200901,ANCASH,DESPISTE,0,2
20200901,ANCASH,DESPISTE,0,0
20200901,ICA,CHOQUE,0,1
20200901,LA LIBERTAD,CHOQUE,1,0
20200901,AREQUIPA,DESPISTE,0,3
20200901,PIURA,CHOQUE,0,3
20200901,PUNO,DESPISTE,0,0
20200902,MOQUEGUA,DESPISTE,0,0
20200902,LAMBAYEQUE,ESPECIAL,0,0
20200902,LIMA,CHOQUE,0,1
20200902,LIMA,VOLCADURA,0,1
20200902,AREQUIPA,DESPISTE,0,4
20200902,LIMA,CHOQUE,1,0
20200902,JUNIN,CHOQUE,0,0
20200902,LIMA,CHOQUE,0,3
20200902,AREQUIPA,DESPISTE,0,0
20200902,AREQUIPA,DESPISTE,1,0
20200903,LIMA,CHOQUE,0,0
20200903,LA LIBERTAD,CHOQUE,0,1
20200904,JUNIN,CHOQUE,0,3
20200904,AREQUIPA,VOLCADURA,0,0
20200904,JUNIN,CHOQUE,0,0
20200904,LA LIBERTAD,CHOQUE,0,1
20200904,PIURA,CHOQUE,0,3
20200905,LIMA,DESPISTE,0,0
20200905,LIMA,CHOQUE,0,0
20200905,JUNIN,DESPISTE,0,2
20200905,JUNIN,ATROPELLO,0,1
20200905,JUNIN,CHOQUE,0,0
20200905,LIMA,DESPISTE,0,0
20200905,PIURA,CHOQUE,0,3
20200905,PIURA,CHOQUE,0,1
20200905,LA LIBERTAD,DESPISTE,0,0
20200906,AREQUIPA,DESPISTE,0,0
20200906,JUNIN,DESPISTE,0,1
20200906,LIMA,DESPISTE,0,0
20200906,PIURA,CHOQUE,0,6
20200907,PIURA,DESPISTE,0,1
20200907,LIMA,CHOQUE,0,0
20200907,JUNIN,ATROPELLO,1,0
20200907,JUNIN,CHOQUE,0,0
20200907,PUNO,DESPISTE,0,1
20200907,JUNIN,DESPISTE,0,1
20200907,JUNIN,CHOQUE,0,0
20200907,ANCASH,DESPISTE,0,1
20200907,ANCASH,DESPISTE,0,0
20200907,ICA,CHOQUE,0,0
20200907,LAMBAYEQUE,DESPISTE,0,1
20200908,JUNIN,DESPISTE,0,0
20200908,ANCASH,DESPISTE,0,3
20200908,LA LIBERTAD,CHOQUE,0,0
20200908,JUNIN,CHOQUE,0,5
20200908,LIMA,CHOQUE,0,1
20200908,PIURA,DESPISTE,0,0
20200908,JUNIN,DESPISTE,2,1
20200908,JUNIN,CHOQUE,0,0
20200908,PUNO,DESPISTE,0,1
20200909,LIMA,DESPISTE,0,1
20200909,PUNO,DESPISTE,1,3
20200909,LAMBAYEQUE,CHOQUE,3,0
20200909,JUNIN,DESPISTE,0,2
20200909,ICA,CHOQUE,0,0
20200909,LA LIBERTAD,ATROPELLO,0,2
20200910,PIURA,ATROPELLO,1,0
20200910,AREQUIPA,CHOQUE,0,1
20200910,LIMA,DESPISTE,0,1
20200910,LA LIBERTAD,ATROPELLO,1,0
20200910,LA LIBERTAD,DESPISTE,0,0
20200910,PUNO,CHOQUE,1,0
20200911,LIMA,CHOQUE,0,0
20200911,LIMA,CHOQUE,0,0
20200911,AREQUIPA,DESPISTE,0,1
20200911,ANCASH,DESPISTE,0,0
20200911,JUNIN,DESPISTE,0,0
20200911,LIMA,ESPECIAL,0,0
20200911,PUNO,DESPISTE,0,0
20200911,ANCASH,CHOQUE,0,0
20200911,ANCASH,DESPISTE,0,1
20200911,ICA,DESPISTE,0,0
20200911,AREQUIPA,DESPISTE,0,0
20200911,LA LIBERTAD,CHOQUE,1,5
20200912,LIMA,DESPISTE,0,0
20200912,JUNIN,DESPISTE,0,0
20200912,AREQUIPA,DESPISTE,0,3
20200912,JUNIN,CHOQUE,0,1
20200912,PUNO,CHOQUE,0,0
20200912,PUNO,CHOQUE,0,1
20200912,LA LIBERTAD,CHOQUE,0,1
20200912,ANCASH,CHOQUE,0,4
20200912,ANCASH,DESPISTE,0,0
20200912,PUNO,DESPISTE,0,1
20200912,PUNO,ATROPELLO,1,0
20200913,PUNO,DESPISTE,0,1
20200913,JUNIN,DESPISTE,0,1
20200913,ICA,CHOQUE,0,1
20200913,AREQUIPA,DESPISTE,0,1
20200914,PIURA,CHOQUE,0,0
20200914,PIURA,CHOQUE,0,1
20200914,LAMBAYEQUE,DESPISTE,0,1
20200914,LAMBAYEQUE,CHOQUE,0,1
20200914,AREQUIPA,DESPISTE,0,4
20200914,LIMA,CHOQUE,1,3
20200914,LIMA,DESPISTE,0,4
20200914,JUNIN,CHOQUE,0,0
20200914,ANCASH,DESPISTE,0,2
20200914,AREQUIPA,DESPISTE,0,0
20200914,PUNO,DESPISTE,0,0
20200915,LAMBAYEQUE,ATROPELLO,0,1
20200915,JUNIN,DESPISTE,0,0
20200915,JUNIN,CHOQUE,1,5
20200915,LIMA,CHOQUE,0,0
20200915,PUNO,DESPISTE,0,0
20200915,PUNO,DESPISTE,0,0
20200915,LAMBAYEQUE,CHOQUE,0,2
20200915,PIURA,CHOQUE,0,2
20200916,LA LIBERTAD,DESPISTE,0,1
20200916,JUNIN,CHOQUE,0,0
20200916,LAMBAYEQUE,DESPISTE,0,3
20200916,MOQUEGUA,DESPISTE,0,0
20200916,LIMA,DESPISTE,0,1
20200916,ANCASH,CHOQUE,0,1
20200916,AREQUIPA,DESPISTE,0,0
20200917,AREQUIPA,CHOQUE,0,0
20200917,LIMA,CHOQUE,0,3
20200917,ICA,CHOQUE,0,2
20200917,PUNO,CHOQUE,0,3
20200917,ANCASH,DESPISTE,0,0
20200917,ICA,DESPISTE,0,1
20200917,AREQUIPA,DESPISTE,0,0
20200917,AREQUIPA,CHOQUE,0,0
20200917,PIURA,CHOQUE,1,0
20200918,PUNO,CHOQUE,0,0
20200918,PUNO,CHOQUE,1,0
20200918,LAMBAYEQUE,DESPISTE,0,2
20200918,LIMA,DESPISTE,0,0
20200918,JUNIN,CHOQUE,0,0
20200919,LIMA,DESPISTE,0,0
20200919,LIMA,ATROPELLO,0,0
20200919,ANCASH,DESPISTE,0,2
20200919,JUNIN,CHOQUE,0,2
20200919,JUNIN,DESPISTE,0,0
20200919,LIMA,DESPISTE,1,1
20200919,JUNIN,CHOQUE,0,2
20200919,PUNO,DESPISTE,0,0
20200919,LAMBAYEQUE,DESPISTE,0,0
20200920,LIMA,DESPISTE,0,2
20200920,PIURA,CHOQUE,2,0
20200920,LIMA,CHOQUE,0,1
20200920,LAMBAYEQUE,DESPISTE,0,1
20200920,ANCASH,DESPISTE,0,2
20200920,ICA,CHOQUE,0,1
20200920,ANCASH,DESPISTE,0,0
20200920,LA LIBERTAD,DESPISTE,0,16
20200920,LAMBAYEQUE,DESPISTE,0,0
20200920,AREQUIPA,DESPISTE,1,0
20200920,PIURA,DESPISTE,0,3
20200921,LA LIBERTAD,DESPISTE,0,0
20200921,LAMBAYEQUE,CHOQUE,0,4
20200922,ANCASH,DESPISTE,0,1
20200922,AREQUIPA,CHOQUE,0,0
20200922,LIMA,DESPISTE,0,1
20200922,JUNIN,DESPISTE,0,2
20200922,JUNIN,DESPISTE,0,0
20200922,LIMA,ESPECIAL,0,0
20200922,ICA,DESPISTE,1,2
20200922,LIMA,DESPISTE,0,0
20200922,LIMA,CHOQUE,0,5
20200922,JUNIN,CHOQUE,0,3
20200922,MOQUEGUA,DESPISTE,0,1
20200922,ANCASH,DESPISTE,0,1
20200922,AREQUIPA,CHOQUE,0,2
20200922,LAMBAYEQUE,DESPISTE,0,2
20200922,AREQUIPA,DESPISTE,0,0
20200922,PIURA,DESPISTE,0,3
20200922,PIURA,DESPISTE,1,0
20200922,PUNO,CHOQUE,0,3
20200923,AREQUIPA,CHOQUE,0,2
20200923,LIMA,DESPISTE,0,0
20200923,LIMA,CHOQUE,0,0
20200923,JUNIN,CHOQUE,0,0
20200923,PIURA,CHOQUE,0,2
20200923,ICA,DESPISTE,0,3
20200923,AREQUIPA,CHOQUE,0,0
20200924,AREQUIPA,DESPISTE,0,0
20200924,JUNIN,DESPISTE,0,0
20200924,LIMA,CHOQUE,0,0
20200924,LIMA,CHOQUE,0,0
20200924,LIMA,CHOQUE,0,1
20200924,LIMA,ESPECIAL,0,1
20200924,ANCASH,CHOQUE,0,1
20200924,LA LIBERTAD,CHOQUE,0,4
20200924,LA LIBERTAD,CHOQUE,1,1
20200925,LA LIBERTAD,CHOQUE,0,2
20200925,LIMA,DESPISTE,0,2
20200925,LIMA,CHOQUE,0,1
20200925,ANCASH,CHOQUE,0,0
20200925,LIMA,DESPISTE,0,5
20200925,ICA,CHOQUE,0,0
20200925,LIMA,DESPISTE,0,0
20200925,ANCASH,CHOQUE,0,0
20200926,LIMA,DESPISTE,0,0
20200926,LIMA,ESPECIAL,0,0
20200926,AREQUIPA,DESPISTE,0,4
20200926,ANCASH,DESPISTE,0,0
20200926,AREQUIPA,DESPISTE,1,0
20200927,JUNIN,CHOQUE,0,0
20200927,JUNIN,DESPISTE,0,0
20200927,LIMA,CHOQUE,0,0
20200927,JUNIN,CHOQUE,0,2
20200927,JUNIN,CHOQUE,0,5
20200927,LIMA,DESPISTE,0,0
20200927,ICA,CHOQUE,0,1
20200927,ANCASH,ESPECIAL,0,0
20200928,LIMA,CHOQUE,0,1
20200928,LIMA,CHOQUE,0,2
20200928,LAMBAYEQUE,DESPISTE,0,1
20200928,ANCASH,DESPISTE,0,1
20200928,PUNO,CHOQUE,0,1
20200928,ANCASH,CHOQUE,0,1
20200928,AREQUIPA,DESPISTE,0,3
20200928,PUNO,DESPISTE,0,2
20200929,LAMBAYEQUE,CHOQUE,0,0
20200929,LIMA,CHOQUE,0,2
20200929,LIMA,CHOQUE,0,2
20200929,PIURA,DESPISTE,0,1
20200929,LIMA,CHOQUE,0,1
20200929,JUNIN,CHOQUE,0,4
20200929,JUNIN,DESPISTE,0,0
20200929,JUNIN,CHOQUE,0,3
20200929,ANCASH,DESPISTE,0,2
20200929,PUNO,CHOQUE,0,4
20200929,AREQUIPA,DESPISTE,0,0
20200930,PIURA,CHOQUE,0,0
20200930,LAMBAYEQUE,DESPISTE,0,1
20200930,ANCASH,DESPISTE,0,2
20200930,LAMBAYEQUE,CHOQUE,0,0
20201001,PIURA,DESPISTE,0,2
20201001,JUNIN,DESPISTE,0,1
20201001,LIMA,CHOQUE,0,2
20201001,PUNO,DESPISTE,0,0
20201001,LA LIBERTAD,CHOQUE,0,2
20201002,LAMBAYEQUE,CHOQUE,1,0
20201002,LIMA,CHOQUE,0,2
20201002,AREQUIPA,CHOQUE,0,0
20201002,ANCASH,DESPISTE,0,0
20201002,LA LIBERTAD,CHOQUE,0,2
20201002,ANCASH,CHOQUE,0,1
20201003,LAMBAYEQUE,DESPISTE,0,3
20201003,LIMA,DESPISTE,0,1
20201003,LIMA,CHOQUE,0,2
20201003,ICA,CHOQUE,0,6
20201003,LA LIBERTAD,CHOQUE,1,2
20201003,AREQUIPA,DESPISTE,0,0
20201003,AREQUIPA,DESPISTE,0,3
20201003,AREQUIPA,CHOQUE,0,0
20201003,LAMBAYEQUE,CHOQUE,1,0
20201004,LIMA,ATROPELLO,1,0
20201004,ANCASH,DESPISTE,0,1
20201004,LIMA,DESPISTE,0,1
20201004,LIMA,ATROPELLO,1,0
20201004,JUNIN,DESPISTE,0,0
20201004,LIMA,DESPISTE,0,0
