Marca temporal,¿Qué edad tienes hasta la fecha?,¿Género?,Selecciona tu carrera,¿En que ciclo te encuentras actualmente?,¿Cuántas relaciones amorosas tuviste hasta el 2022-2?,¿Actualmente tienes una relación amorosa?,¿Tu pareja y tú estudian o estudiaban en la misma universidad?,¿Consideras que tu vida amorosa afectaría tu rendimiento académico? (En caso de no estar en una relación responder si crees que podría afectarte),¿Tu vida amorosa ha tenido un impacto negativo en tu motivación y actitud hacia tus estudios? (En caso de no estar en una relación responder si crees que podría afectarte),¿Cuáles crees que serían los principales desafíos que enfrenta tu vida amorosa y como esto repercute en lo académico? (En caso de no estar en una relación responder que crees que podría afectarte),¿Cuáles son las principales formas en que te gustaría recibir apoyo de la universidad para manejar problemas de tu vida amorosa en relación con tus estudios? Selecciona todas las opciones que apliquen.,"En la escala de 0 al 10, donde 0 es ""Extremadamente mal"" y 10 es ""Extremadamente bien"", ¿Cómo crees que te va en tu vida amorosa?","En la escala de 0 al 10, donde 0 es ""Extremadamente mal"" y 10 es ""Extremadamente bien"", ¿Cómo crees que te va académicamente?","En una escala del 0 al 10, donde 0 es “Extremadamente mal” y 10 es “Extremadamente bien”, ¿Cómo definirías la relación entre tu vida amorosa y académica en este momento?","¿Administras tu tiempo entre tus estudios y tu relación?  (En caso de no estar en una relación, ¿Crees que podrías administrar tu tiempo)",¿Cuántas horas dedicas al estudio al día?,"¿Cuántas horas pasas tiempo con tu pareja al día?  (En caso de no estar en una relación ,¿cuanto tiempo le dedicarías?)","¿Has faltado alguna vez a clases por salir con tu pareja? (En caso de no estar en una relación, ¿crees que de estarlo lo harías?)",¿Consideras que es un problema para ti manejar una relación a la par de la universidad?  (En caso de no estar en una relación crees que sería un problema para ti),¿Las discusiones o conflictos con tu pareja afectan tu capacidad para concentrarte en tus estudios?  (En caso de no estar en una relación crees que te afectaría),¿Sueles desconcentrarte en el móvil o en algún otro dispositivo esperando o respondiendo un mensaje de tu pareja mientras estás en clase? (En caso de no estar en una relación consideras que te desconcentrarías),¿Una ruptura con tu pareja afecta cuando tienes que dar un examen?  (En caso de no estar en una relación crees que te afectaría),¿Cúal fue tu promedio en el último ciclo cursado en la universidad UTEC?,¿Cuáles son las principales formas en que tu relación amorosa ha afectado tu rendimiento académico?,¿Cuáles son las principales sugerencias que tendrías para la universidad para mejorar el apoyo que brinda a los estudiantes que enfrentan problemas en su vida amorosa y académica?
4/27/2023 21:35:55,20,Masculino,Ingeniería Civil,5,5,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación",Consejería o terapia de pareja,8,8,5,Sí,7.8,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,13.57,"Menor tiempo de preparación para las evaluaciones, Baja participación en trabajos grupales, Desaprobando cursos",Programar reuniones y organizaciones que puedan brindarnos soporte.
4/27/2023 21:38:49,20,Femenino,Ingeniería Indusrial,5,6,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables, Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",7,6,6,Sí,2.3,5.1,Sí,Sí considero,Sí afecta,Sí,Sí,11.43,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases, Inasistencia a clases, Desaprobando cursos",Creo que en un ciclo deben de disponer reuniones para poder expresar el como nos sentimos.
4/27/2023 22:47:16,20,Masculino,Ingeniería Indusrial,2,2,Sí,No,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",4,5,3,No,4.5,2.1,Sí,No considero,Sí afecta,Sí,Sí,14,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases",Peach peach peach
4/27/2023 23:02:37,18,Femenino,Ingeniería Ambiental,2,3,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables, Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",2,7,3,No,1.2,2.1,Sí,No considero,Sí afecta,Sí,Sí,15.65,"Falta de concentración en clases, Disminución del promedio de notas o obtención de notas desaprobatorias","Que de libertad respecto a ese tema. Puede brindar apoyo como asesorías, pero al final es el estudiante quien debe aprender a manejar su relación amorosa y su vida académica."
4/27/2023 23:38:29,19,Femenino,Ingeniería Civil,7,2,Sí,No,No,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración",Talleres o grupos de discusión sobre relaciones saludables,4,7,5,Sí,4.5,2.1,No,No considero,No afecta,Sí,Sí,17.77,"Menor tiempo de preparación para las evaluaciones, Disminución del promedio de notas o obtención de notas desaprobatorias, Desaprobando cursos",concentración
4/28/2023 9:32:56,18,Femenino,Bioingeniería,3,1,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja, Distracción y desconcentración","Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",7,8,5,Sí,3.4,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,16.3,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases",Charlas
4/28/2023 10:17:02,20,Masculino,Ingeniería Civil,2,3,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",4,9,5,No,2.3,2.1,No,Sí considero,No afecta,Sí,No,16.5,Baja participación en trabajos grupales,"Que no se enamoren, tan muy chiquitos pa esas cosas, mejor estudien porque igual van a terminar xd"
4/28/2023 12:05:23,18,Masculino,Ingeniería Indusrial,2,2,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,3,0,4,No,2.3,1.1,Sí,No considero,No afecta,Sí,No,13.8,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases, Inasistencia a clases","1. No tengan enamorada, no es el tiempo."
4/28/2023 13:55:00,19,Femenino,Ingeniería Indusrial,2,1,Sí,No,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,Talleres o grupos de discusión sobre relaciones saludables,7,5,7,Sí,4.5,2.1,No,No considero,No afecta,Sí,No,15.7,No tengo una relación amorosa,Formar grupos sociales para orientar sobre estas situaciones
4/28/2023 18:15:18,19,Femenino,Ingeniería Civil,4,5,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,Consejería o terapia de pareja,4,7,3,No,5.6,2.1,No,Sí considero,Sí afecta,Sí,Sí,12.5,No tengo una relación amorosa,Organizar tu tiempo
4/28/2023 22:41:44,17,Masculino,Ingeniería Indusrial,2,6,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación, Distracción y desconcentración",Talleres o grupos de discusión sobre relaciones saludables,6,8,7,Sí,4.5,1.1,Sí,Sí considero,Sí afecta,Sí,Sí,18.75,No tengo una relación amorosa,Talleres informativos
4/29/2023 13:37:35,19,Femenino,Ingeniería Indusrial,2,2,Sí,No,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",5,8,5,No,3.4,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,15.76,"Falta de concentración en clases, Inasistencia a clases, Disminución del promedio de notas o obtención de notas desaprobatorias",Charlas sobre relaciones saludables
4/29/2023 13:37:55,17,Masculino,Ingeniería Civil,3,1,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",9,6,3,Sí,6.7,3.1,No,No considero,Sí afecta,Sí,Sí,12.6,Falta de concentración en clases,"Hacer mas talleres o brindar informacion, videos o articulos para ayudar a las perdonas que tengan alguna dificultad."
4/29/2023 13:41:20,17,Masculino,Ingeniería Civil,2,1,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de confianza o celos en la relación,Talleres o grupos de discusión sobre relaciones saludables,6,5,5,Sí,4.5,3.1,Sí,No considero,No afecta,Sí,Sí,15,No tengo una relación amorosa,Algunas guias para poder llevar adecuadamente la relacion entre la vida amorosa y los estudios
4/29/2023 13:43:38,19,Femenino,Ingeniería Mecánica,4,2,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",7,8,8,No,7.2,2.1,No,Sí considero,Sí afecta,Sí,No,16.75,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases, Disminución del promedio de notas o obtención de notas desaprobatorias",Charlas donde se orienten a como llevar este tipo de situación
4/29/2023 13:45:47,19,Masculino,Ingeniería Electrónica,4,4,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables, Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,5,2,Sí,7.1,3.9,No,Sí considero,Sí afecta,Sí,Sí,13.48,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases, Disminución del promedio de notas o obtención de notas desaprobatorias, No tengo una relación amorosa",No se enamore :'
4/29/2023 13:48:40,22,Masculino,Bioingeniería,4,1,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de comunicación con la pareja,Consejería o terapia de pareja,5,3,5,Sí,2.3,1.3,No,No considero,No afecta,Sí,Sí,11.45,No tengo una relación amorosa,Talleres de control de emociones
4/29/2023 13:51:19,19,Femenino,Ingeniería Civil,3,2,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Talleres o grupos de discusión sobre relaciones saludables, Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",7,3,7,Sí,2.3,4.1,Sí,No considero,No afecta,Sí,Sí,12.5,Menor tiempo de preparación para las evaluaciones,Grupo de apoyo
4/29/2023 19:56:59,19,Femenino,Ingeniería Indusrial,4,3,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",5,8,5,No,1.2,1.1,No,No considero,Sí afecta,Sí,Sí,15.4,No tengo una relación amorosa,"Espacios de escucha para cada pareja con previa cita, ya que cada relación amorosa es diferente. "
4/30/2023 18:02:23,18,Femenino,Ingeniería Civil,2,1,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,Consejería o terapia de pareja,5,7,5,No,6.7,4.1,No,Sí considero,Sí afecta,Sí,Sí,15,No tengo una relación amorosa,Apoyo psicológico y emocional
4/30/2023 18:14:33,18,Femenino,Ingeniería Indusrial,2,3,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Talleres o grupos de discusión sobre relaciones saludables,7,6,7,Sí,4.5,1.1,Sí,No considero,Sí afecta,Sí,Sí,16.75,No tengo una relación amorosa,Dar orientación psicológica
4/30/2023 19:49:11,18,Femenino,Ciencia de la Computación,2,1,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",5,4,10,No,1.2,3.1,No,Sí considero,Sí afecta,Sí,Sí,12.65,No tengo una relación amorosa,Proponer más recursos en línea
05/02/2023 15:01,21,Femenino,Ingeniería Química,4,1,Sí,No,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de comunicación con la pareja,Consejería o terapia de pareja,8,7,8,No,4.5,1.1,Sí,No considero,No afecta,Sí,No,15.75,Menor tiempo de preparación para las evaluaciones,"Realizar talleres, terapia"
05/02/2023 16:52,22,Femenino,Bioingeniería,3,1,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Talleres o grupos de discusión sobre relaciones saludables,8,8,8,Sí,2.3,12,Sí,No considero,No afecta,Sí,No,16,Menor tiempo de preparación para las evaluaciones,Talleres para sobrellevar todo
05/02/2023 16:55,23,Femenino,Ingeniería Mecánica,5,2,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Talleres o grupos de discusión sobre relaciones saludables, Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",8,5,7,No,4.1,1.3,Sí,No considero,No afecta,Sí,No,14.5,"Menor tiempo de preparación para las evaluaciones, No tengo una relación amorosa",Hacer un horario
05/02/2023 18:02,23,Femenino,Administración y Negocios Digitales,2,1,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,"Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",7,8,8,Sí,6.7,2.1,Sí,No considero,Sí afecta,Sí,Sí,15,Falta de concentración en clases,Nada
05/02/2023 18:17,22,Femenino,Administración y Negocios Digitales,2,1,Sí,Sí,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,Consejería o terapia de pareja,10,10,10,Sí,4.5,5.1,Sí,No considero,No afecta,Sí,Sí,16,Falta de concentración en clases,Charlas
05/02/2023 21:21,22,Masculino,Ingeniería Electrónica,8,3,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración",Consejería o terapia de pareja,8,5,7,No,3.4,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,14.7,Menor tiempo de preparación para las evaluaciones,Acceso a ayuda organizacional
05/03/2023 12:17,18,Masculino,Ingeniería Mecatrónica,3,2,Sí,No,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación, Distracción y desconcentración",Talleres o grupos de discusión sobre relaciones saludables,5,6,3,No,3.4,2.1,Sí,Sí considero,Sí afecta,Sí,No,14,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases, No tengo una relación amorosa","Que tomen en consideración de los tiempos que una persona con pareja tendría que invertir en su pareja, reduciendo las tareas o adaptandolas diferente."
05/03/2023 15:07,18,Masculino,Ciencia de Datos,3,2,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,9,7,8,Sí,4.5,3.1,No,No considero,No afecta,Sí,Sí,14.3,Menor tiempo de preparación para las evaluaciones,Consejeria para parejas
05/03/2023 17:15,18,Femenino,Ingeniería Química,3,3,Sí,No,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,Talleres o grupos de discusión sobre relaciones saludables,4,6,3,No,6.7,4.1,Sí,Sí considero,Sí afecta,Sí,Sí,15.5,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases, Inasistencia a clases, Desaprobando cursos",Charlas
05/03/2023 17:27,21,Masculino,Ingeniería Mecatrónica,7,1,Sí,Sí,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de comunicación con la pareja,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",10,3,9,No,3.4,3.1,No,No considero,No afecta,Sí,No,12.41,No tengo una relación amorosa,Charlas sobre como llevar tanto la vida amorosa estable y que sea un apoyo académico
05/03/2023 17:27,19,Femenino,Ingeniería Mecatrónica,4,4,Sí,Sí,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de comunicación con la pareja,"Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",10,3,9,Sí,2.3,3.1,No,No considero,No afecta,Sí,No,12.34,No tengo una relación amorosa,Charlas sobre como llevar una vida amorosa estable y que la pareja sea un apoyo académico mas no lo contrario.
05/03/2023 17:34,18,Femenino,Bioingeniería,2,1,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,Consejería o terapia de pareja,10,6,5,No,2.3,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,13,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases, Inasistencia a clases, Baja participación en trabajos grupales, Disminución del promedio de notas o obtención de notas desaprobatorias, Desaprobando cursos","Organizar charlas de motivación, un espacio para conversar, etc"
05/03/2023 17:34,20,Masculino,Ciencia de la Computación,2,3,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Talleres o grupos de discusión sobre relaciones saludables,8,7,4,No,6.7,1.3,Sí,Sí considero,No afecta,Sí,Sí,"13,55",Baja participación en trabajos grupales,Mas psicólogos
05/03/2023 17:35,20,Femenino,Ingeniería Civil,2,3,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Distracción y desconcentración,Consejería o terapia de pareja,4,7,5,Sí,2.3,2.3,No,Sí considero,Sí afecta,Sí,No,13.9,"Falta de concentración en clases, Disminución del promedio de notas o obtención de notas desaprobatorias",Apoyo psicológico
05/03/2023 17:51,18,Femenino,Bioingeniería,3,2,Sí,No,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Talleres o grupos de discusión sobre relaciones saludables,8,6,5,No,2.3,1.5,No,Sí considero,Sí afecta,Sí,Sí,17,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases",Ninguna
05/03/2023 18:54,19,Masculino,Ingeniería Civil,4,1,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Talleres o grupos de discusión sobre relaciones saludables,2,2,5,No,2.3,2.1,Sí,Sí considero,Sí afecta,Sí,Sí,15,"Falta de concentración en clases, Inasistencia a clases, Baja participación en trabajos grupales, Disminución del promedio de notas o obtención de notas desaprobatorias",Sesiones psicólogas
05/03/2023 18:58,17,Masculino,Ingeniería Civil,2,5,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,5,5,5,No,2.3,2.1,No,No considero,No afecta,Sí,No,20,No tengo una relación amorosa,Conversatorios
05/03/2023 19:00,18,Femenino,Ingeniería Civil,4,1,Sí,No,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Problemas de confianza o celos en la relación, Distracción y desconcentración",Consejería o terapia de pareja,8,9,10,No,3.4,1.5,Sí,Sí considero,Sí afecta,Sí,Sí,16.75,Falta de concentración en clases,Consejeria
05/03/2023 19:06,18,Masculino,Ingeniería Civil,2,1,Sí,No,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja, Distracción y desconcentración",Consejería o terapia de pareja,3,0,5,No,3.4,5.3,No,Sí considero,Sí afecta,Sí,Sí,15.5,No tengo una relación amorosa,Tener más psicólogos
05/03/2023 19:13,17,Femenino,Ingeniería Mecatrónica,2,1,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración",Talleres o grupos de discusión sobre relaciones saludables,4,5,6,No,3.4,2.1,Sí,Sí considero,Sí afecta,Sí,No,16,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases",Que hayan psicologos y que los profesores tmb deberian preocuparse y ser mas empaticos lit hay muchos profesores pero de colegio que por una mirada te sacaban todo pero aqui son mas frios :'1
05/03/2023 19:17,17,Femenino,Ingeniería Indusrial,2,2,Sí,Sí,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de comunicación con la pareja,"Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",8,8,8,No,2.3,1.1,No,No considero,No afecta,Sí,Sí,16,No tengo una relación amorosa,Que no tengan una relación con alguien de utec.
05/03/2023 19:17,17,Femenino,Ingeniería Indusrial,2,3,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Problemas de confianza o celos en la relación, Distracción y desconcentración",Consejería o terapia de pareja,5,6,6,No,3.4,3.1,Sí,No considero,No afecta,Sí,No,15.5,No tengo una relación amorosa,Creo que cada uno deba tener su propio momento solo
05/03/2023 19:17,17,Femenino,Ingeniería Indusrial,2,4,Sí,Sí,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación","Consejería o terapia de pareja, Talleres o grupos de discusión sobre relaciones saludables",10,6,8,No,4.5,4.1,No,No considero,Sí afecta,Sí,Sí,16,Menor tiempo de preparación para las evaluaciones,Charlas
05/03/2023 19:17,20,Masculino,Ingeniería Civil,4,1,Sí,No,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja",Talleres o grupos de discusión sobre relaciones saludables,7,8,8,No,2.3,1.1,Sí,No considero,Sí afecta,Sí,Sí,16.79,No tengo una relación amorosa,Talleres
05/03/2023 19:20,21,No binario,Ingeniería Civil,5,4,Sí,No,Sí,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación",Talleres o grupos de discusión sobre relaciones saludables,5,5,3,No,4.5,3.3,No,Sí considero,Sí afecta,Sí,No,11,"Baja participación en trabajos grupales, Disminución del promedio de notas o obtención de notas desaprobatorias",Un GYM
05/03/2023 19:20,20,Femenino,Ingeniería Civil,5,1,Sí,No,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,4,6,3,Sí,4.5,2.1,Sí,No considero,Sí afecta,Sí,No,13,Menor tiempo de preparación para las evaluaciones,Charlas
05/03/2023 19:22,20,Masculino,Ingeniería Civil,5,1,Sí,No,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Consejería o terapia de pareja,10,7,5,No,4.5,3.2,No,No considero,Sí afecta,Sí,No,14,Desaprobando cursos,Confianza
05/03/2023 19:23,20,Femenino,Ingeniería Civil,7,3,Sí,No,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Talleres o grupos de discusión sobre relaciones saludables,5,8,5,Sí,6.1,2.3,Sí,No considero,No afecta,Sí,No,17.5,No tengo una relación amorosa,Ninguna
05/03/2023 19:52,20,Masculino,Ingeniería Indusrial,2,1,Sí,No,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración",Consejería o terapia de pareja,3,7,7,No,6.7,1.2,Sí,No considero,Sí afecta,Sí,Sí,19.99,"Menor tiempo de preparación para las evaluaciones, Inasistencia a clases, Baja participación en trabajos grupales, Desaprobando cursos",Bienestar estudiantil
05/03/2023 20:00,19,Femenino,Bioingeniería,5,1,Sí,No,Si,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja",Talleres o grupos de discusión sobre relaciones saludables,8,7,7,Sí,4.5,2.2,Sí,No considero,Sí afecta,Sí,Sí,14.43,No tengo una relación amorosa,Me parece una buena idea que brinden talleres o webinars informativos sobre relaciones saludables y como administrar tiempos.
05/03/2023 21:42,18,Femenino,Ciencia de la Computación,2,2,Sí,Sí,Sí,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Falta de tiempo,Talleres o grupos de discusión sobre relaciones saludables,10,10,5,No,6.8,3.1,Sí,No considero,Sí afecta,Sí,Sí,14.7,Falta de concentración en clases,Implementar Talleres
05/03/2023 21:46,17,Femenino,Ciencia de la Computación,4,6,Sí,No,No,"No, mi vida amorosa no ha tenido un impacto negativo en mi motivación y actitud hacia mis estudios.",Problemas de comunicación con la pareja,Consejería o terapia de pareja,9,9,9,No,4.5,4.6,Sí,No considero,No afecta,Sí,No,14,Falta de concentración en clases,Consideraría que charlas respecto a como hacer uso del tiempo y sobre el manejo de emociones.
05/03/2023 22:17,18,Femenino,Ingeniería Civil,2,4,Sí,No,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja, Problemas de confianza o celos en la relación","Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",4,7,7,No,1.3,1.3,No,Sí considero,Sí afecta,Sí,Sí,15.85,No tengo una relación amorosa,Ayuda profesional
05/03/2023 22:25,22,Masculino,Ingeniería Química,6,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Problemas de comunicación con la pareja",Talleres o grupos de discusión sobre relaciones saludables,3,3,5,No,1.3,3.1,Sí,Sí considero,Sí afecta,Sí,Sí,14.5,"Falta de concentración en clases, Inasistencia a clases",Talleres
05/03/2023 23:27,18,Masculino,Administración y Negocios Digitales,2,1,Sí,No,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Talleres o grupos de discusión sobre relaciones saludables, Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,7,5,No,1.3,4.3,Sí,Sí considero,Sí afecta,Sí,Sí,14,"Menor tiempo de preparación para las evaluaciones, Inasistencia a clases, Disminución del promedio de notas o obtención de notas desaprobatorias","Ya existen talleres para poder administrar tu tiempo, fácil integrar un apartado que se relacione con el hecho de tener pareja y ser estudiante universitario "
05/04/2023 07:48,21,Masculino,Ciencia de la Computación,5,4,Sí,Sí,Si,"Sí, mi vida amorosa tuvo un impacto negativo en mi motivación y actitud hacia mis estudios.","Falta de tiempo, Distracción y desconcentración","Recursos en línea (por ejemplo, artículos, videos, podcasts, etc.)",3,4,5,No,1.3,4.3,Sí,Sí considero,Sí afecta,Sí,Sí,15.5,"Menor tiempo de preparación para las evaluaciones, Falta de concentración en clases, Inasistencia a clases",charlas
