Year,Make,Model,Kilometres,Body_Type,Engine,Transmission,Drivetrain,Exterior_Colour,Interior_Colour,Passengers,Doors,Fuel_Type,City,Highway,Price
2022,Kia,Seltos,17785,SUV,4,Automatic,AWD,Blue,Black,5,4,Gas,"9,4","7,9",40995
2022,Kia,Seltos,18245,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"9,4","7,9",40995
2022,Kia,Sorento,21561,SUV,4,Automatic,AWD,Wolf Gray,Black,6,4,Gas,"10,1","9,2",40995
2021,Kia,Sorento,15132,SUV,4,8 Speed Automatic,AWD,Gray,Black,6,4,Gas,"11,1","8,4",43888
2023,Kia,K5,3442,Sedan,4,Automatic,AWD,Grey,Black,5,4,Gas,"9,3",7,43999
2022,Kia,Sorento,38125,SUV,4,Automatic,AWD,Snow White Pearl,Black,6,4,Gasoline Hybrid,"6,7","7,1",68995
2011,Kia,Soul,117389,Hatchback,4,Manual,FWD,Gray,Grey,5,4,Gas,"8,5","6,5",6988
2013,Kia,Forte,147381,Hatchback,4,Automatic,FWD,Brown,Charcoal,5,4,Gas,8,"5,5",11900
2013,Kia,Soul,121668,Wagon,4,Automatic,FWD,Dark Green,Black,5,4,Gas,"8,5","6,7",13988
2018,Kia,Forte,84511,Sedan,4,6 Speed Automatic,FWD,Ultra Silver Metallic,Black,5,4,Gas,8,"6,1",18990
2014,Kia,Sportage,100788,SUV,4,6 Speed Automatic,AWD,Polar,Black,5,4,Gas,"10,6","7,7",19988
2017,Kia,Soul,99010,Hatchback,4,Automatic,FWD,Blue,Black,5,4,Gas,"9,5","7,8",19995
2018,Kia,Forte,53155,Sedan,4,Automatic,FWD,Hyper Blue Metallic,Black,5,4,Gas,8,"6,1",20995
2018,Kia,Sorento,86000,SUV,4,Automatic,AWD,Grey,Black,5,4,Gas,"12,3","9,4",23000
2023,Kia,Rio,50,Hatchback,4,Manual,FWD,Aurora Black,Black,5,4,Gas,"7,2","6,1",24002
2023,Kia,Rio,20,Sedan,4,Automatic,FWD,Steel Grey,Black,5,4,Gas,"7,2","6,1",24845
2023,Kia,Forte,26,Sedan,4,Automatic,FWD,Hyper Blue,Black,5,4,Gas,"8,2",6,25332
2021,Kia,Sorento,42246,SUV,4,Automatic,AWD,Ebony Black,Black,6,4,Gas,"11,1","8,4",37990
2022,Kia,Sportage,62847,SUV,4,Automatic,AWD,Scarlet Red,Black,5,4,Gas,"10,8","9,1",30495
2023,Kia,Soul,50,Wagon,4,Automatic,FWD,Fusion Black,Black,5,4,Gas,"8,5",7,31902
2023,Kia,Seltos,50,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"8,8","7,6",32652
2023,Kia,Seltos,50,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"8,8","7,6",32652
2023,Kia,Seltos,102,SUV,4,CVT,AWD,Snow White Pearl,Black,5,4,Gas,"8,8","7,6",33595
2020,Kia,Soul,83507,Hatchback,4,Automatic,FWD,Onyx,Black,5,4,Electric,"8,486666667","6,886666667",33999
2020,Kia,Forte5,79776,Hatchback,4,Automatic,FWD,Orange Delight,Black,5,4,Gas,"8,9","6,9",22994
2021,Kia,Seltos,68825,SUV,4,Automatic,AWD,Silver,Black,5,4,Gas,"8,8","7,6",27499
2022,Kia,Forte5,8908,Hatchback,4,CVT,FWD,Gray,Black,5,4,Gas,8,6,26995
2017,Kia,Forte,103396,Sedan,4,Automatic,FWD,Hyper Blue Metallic,Black,5,4,Gas,"9,4",7,16999
2023,Kia,Seltos,23,SUV,4,CVT,AWD,Snow White Pearl,Black,5,4,Gas,"8,8","7,6",34982
2016,Kia,Sorento,149338,SUV,4,Automatic,AWD,Ebony Black,Black,5,4,Gas,"12,3","9,3",16990
2016,Kia,Forte,138561,Hatchback,4,6 Speed Automatic,FWD,Aurora Black,Black,5,4,Gas,"9,5","6,9",13888
2023,Kia,Seltos,50,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"8,8","7,6",35252
2023,Kia,Seltos,50,SUV,4,Automatic,AWD,Dark Ocean Blue,Black,5,4,Gas,"8,8","7,6",35252
2023,Kia,Seltos,50,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"8,8","7,6",35252
2023,Kia,Seltos,104,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"9,4","7,9",37082
2023,Kia,Sportage,50,SUV,4,Automatic,AWD,Fusion Black,Black,5,4,Gas,"10,4","8,5",37552
2023,Kia,Seltos,50,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"9,4","7,9",40652
2023,Kia,Seltos,50,SUV,4,Automatic,AWD,Steel Grey,Black,5,4,Gas,"9,4","7,9",40652
2023,Kia,Seltos,50,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"9,4","7,9",40652
2023,Kia,Sportage,50,SUV,4,Automatic,AWD,Fusion Black,Black,5,4,Gas,"10,4","8,5",41152
2023,Kia,Sportage,50,SUV,4,Automatic,AWD,Jungle Green,Black,5,4,Gas,"10,4","8,5",41402
2020,Kia,Stinger,58151,Sedan,6,Automatic,AWD,Grey,Black,5,4,Gas,"13,6","9,6",42644
2023,Kia,Sportage,50,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,4","8,5",41402
2023,Kia,Carnival,50,Minivan,6,Automatic,FWD,Aurora Black,Black,7,4,Gas,"12,1","8,9",42552
2023,Kia,Sportage,50,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,4","8,5",43102
2022,Kia,K5,2025,Sedan,4,Automatic,FWD,Gravity Gray,Black,5,4,Gas,"9,9","7,3",43995
2023,Kia,Carnival,50,Minivan,6,Automatic,FWD,Thunder Grey,Black,7,4,Gas,"12,1","8,9",46302
2023,Kia,Carnival,50,Minivan,6,Automatic,FWD,Snow White Pearl,Black,7,4,Gas,"12,1","8,9",46302
2023,Kia,Carnival,50,Minivan,6,Automatic,FWD,Snow White Pearl,Black,7,4,Gas,"12,1","8,9",46302
2023,Kia,Sportage,50,SUV,4,Automatic,AWD,Fusion Black,Black,5,4,Gas,"10,4","8,5",48352
2023,Kia,Sportage,50,SUV,4,Automatic,AWD,Dawning Red,Black,5,4,Gas,"10,4","8,5",48602
2023,Kia,Sorento,50,SUV,4,Automatic,AWD,Glacial White Pearl,Black,6,4,Gas,"10,9","8,7",49102
2023,Kia,Carnival,50,Minivan,6,Automatic,FWD,Aurora Black,Black,7,4,Gas,"12,1","8,9",56352
2023,Kia,Stinger,50,Hatchback,6,Automatic,AWD,Ghost Grey,Black,5,4,Gas,"13,7","9,6",61502
2022,Kia,Sorento,8891,SUV,4,Automatic,AWD,Platinum Graphite,Black,6,4,Gasoline Hybrid,"6,7","7,1",68995
2022,Kia,Sorento,3230,SUV,4,Automatic,AWD,Mineral Blue,Black,6,4,Gasoline Hybrid,"6,7","7,1",72995
2021,Kia,Sportage,26654,SUV,4,6 Speed Automatic,AWD,Black Cherry,Black,5,4,Gas,"12,1","9,6",38950
2010,Kia,Soul,222000,Wagon,4,Automatic,FWD,White,Grey,5,4,Gas,"8,5","6,5",5495
2012,Kia,Sportage,216661,SUV,4,Automatic,AWD,Brown,Black,5,4,Gas,"9,9",7,9380
2014,Kia,Soul,139852,Sedan,4,Automatic,FWD,Inferno Red Metallic,Black,5,4,Gas,"8,1","6,5",11980
2017,Kia,Sportage,150340,SUV,4,Automatic,AWD,Grey,Black,5,4,Gas,"11,3","9,5",17999
2020,Kia,Soul,122615,Hatchback,4,CVT,FWD,Onyx,Black,5,4,Gas,"8,6","7,1",21699
2019,Kia,Stinger,50923,Sedan,4,8 Speed Automatic,AWD,Grey,Black,5,4,Gas,"11,1","8,1",35997
2020,Kia,Soul,38911,Hatchback,4,CVT,FWD,Neptune Blue,Black,5,4,Gas,"8,6","7,1",23979
2017,Kia,Sportage,128680,SUV,4,Automatic,AWD,White,Brown,5,4,Gas,"11,3","9,5",23995
2014,Kia,Sedona,199500,Minivan,6,6 Speed Automatic,FWD,Clear White,Grey,7,4,Gas,"12,2","8,4",9999
2015,Kia,Sorento,134164,SUV,6,Automatic,AWD,Ebony Black,Black,6,4,Gas,"11,9","8,4",12995
2011,Kia,Soul,117389,Hatchback,4,Manual,FWD,Gray,Grey,5,4,Gas,"8,5","6,5",6988
2015,Kia,Sorento,151808,SUV,6,Automatic,AWD,Snow White Pearl,Tan,5,4,Gas,"13,1","9,4",14990
2016,Kia,Sorento,134954,SUV,6,Automatic,AWD,Blaze Blue Metallic,Black,6,4,Gas,"13,4","9,4",16500
2017,Kia,Sportage,111380,SUV,4,Automatic,AWD,Black Cherry,Black,5,4,Gas,"11,3","9,5",17998
2021,Kia,Forte,46570,Sedan,4,CVT,FWD,Blue,Grey,5,4,Gas,"7,8","5,9",20980
2019,Kia,Soul,50000,Hatchback,4,6 Speed Automatic,FWD,Onyx,Black,5,4,Gas,"9,5","7,8",20980
2021,Kia,Sorento,26740,SUV,4,Automatic,AWD,Runway Red,Black,6,4,Gas,"11,1","8,4",40888
2018,Kia,Soul,44050,Hatchback,4,6 Speed Automatic,FWD,Blue,Charcoal,5,4,Gas,"9,5","7,8",20995
2021,Kia,Forte,44701,Sedan,4,CVT,FWD,Blue,Grey,5,4,Gas,"7,8","5,9",21780
2021,Kia,Forte,63745,Sedan,4,CVT,FWD,Aurora Black,Grey,5,4,Gas,"7,8","5,9",21780
2019,Kia,Sorento,75000,SUV,4,Automatic,AWD,Gray,Black,2,4,Gas,"11,2",9,21888
2020,Kia,Sportage,101839,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,8","9,1",22298
2019,Kia,Sorento,104600,SUV,4,6 Speed Automatic,AWD,Blaze Blue Metallic,Black,6,4,Gas,"11,2",9,22995
2020,Kia,Forte,30143,Sedan,4,CVT,FWD,Hyper Blue,Black,5,4,Gas,"7,9","5,9",22999
2020,Kia,Forte5,79776,Hatchback,4,Automatic,FWD,Orange Delight,Black,5,4,Gas,"8,9","6,9",22994
2018,Kia,Sportage,63100,SUV,4,6 Speed Automatic,AWD,Red,Black,5,4,Gas,"10,88202247","8,819101124",23880
2019,Kia,Sorento,167231,SUV,6,8 Speed Automatic,AWD,Blaze Blue Metallic,Black,7,4,Gas,"12,5","9,7",23995
2017,Kia,Sorento,100074,SUV,6,6 Speed Automatic,AWD,Regency Red,Black,7,4,Gas,14,"10,1",24880
2020,Kia,Forte,36000,Sedan,4,CVT,FWD,Ultra Silver,Black,5,4,Gas,"7,9","5,9",24995
2020,Kia,Sportage,81875,SUV,4,6 Speed Automatic,AWD,Black Cherry,Black,5,4,Gas,"10,8","9,1",25980
2020,Kia,Sorento,163609,SUV,6,8 Speed Automatic,AWD,Ebony Black,Black,7,4,Gas,"12,3","9,5",25995
2020,Kia,Sorento,74584,SUV,4,6 Speed Automatic,AWD,Gravity Grey,Black,5,4,Gas,"11,25555556","8,808547009",26880
2020,Kia,Sorento,82252,SUV,4,6 Speed Automatic,AWD,Blue,Black,5,4,Gas,"11,2",9,26980
2020,Kia,Sorento,80342,SUV,4,6 Speed Automatic,AWD,Gravity Grey,Black,5,4,Gas,"11,2",9,27180
2018,Kia,Sportage,48253,SUV,4,6 Speed Automatic,AWD,Scarlet Red,Black,5,4,Gas,"11,9","10,2",28588
2020,Kia,Sorento,70863,SUV,4,6 Speed Automatic,AWD,Gravity Grey,Black,5,4,Gas,"11,25555556","8,808547009",28880
2020,Kia,Sorento,42901,SUV,4,6 Speed Automatic,AWD,Gravity Grey,Black,5,4,Gas,"11,2",9,28880
2017,Kia,Sedona,47000,Minivan,6,Automatic,FWD,Graphite Metallic,Grey,7,4,Gas,"14,1","10,5",28888
2021,Kia,Seltos,68486,SUV,4,CVT,AWD,Grey,Beige,5,4,Gas,"8,8","7,6",28993
2020,Kia,Sportage,55000,SUV,4,6 Speed Automatic,AWD,Modern Bronze,Black,5,4,Gas,"10,8","9,1",28999
2021,Kia,Seltos,81048,SUV,4,CVT,FWD,Snow White Pearl,Black,5,4,Gas,"8,2","7,1",22690
2021,Kia,Seltos,83733,SUV,4,CVT,AWD,Dark Ocean Blue,Black,5,4,Gas,"8,8","7,6",29495
2022,Kia,Sportage,32316,SUV,4,6 Speed Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,7",9,29780
2020,Kia,Sportage,65678,SUV,4,6 Speed Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,8","9,1",29995
2022,Kia,Sportage,11105,SUV,4,Automatic,AWD,Black Cherry,Blue,5,4,Gas,"10,8","9,1",30888
2022,Kia,Sorento,17301,SUV,4,Automatic,AWD,Glacial White Pearl,Black,6,4,Gas,"10,9","8,7",49963
2017,Kia,Sorento,117290,SUV,4,Automatic,AWD,Snow White Pearl,Black,6,4,Gas,"12,3","9,4",17500
2023,Kia,Seltos,16098,SUV,4,Automatic,FWD,Blue,Black,5,4,Gas,"8,2","7,1",28999
2018,Kia,Sportage,62600,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,4",8,25488
2017,Kia,Sportage,111380,SUV,4,Automatic,AWD,Black Cherry,Black,5,4,Gas,"11,3","9,5",17998
2016,Kia,Soul,118900,Hatchback,4,6 Speed Automatic,FWD,Black,Black,5,4,Gas,"8,486666667","6,886666667",17888
2020,Kia,Sedona,71858,Minivan,6,8 Speed Automatic,FWD,Ultra Silver,Beige,8,4,Gas,"12,7",10,32599
2020,Kia,Sportage,37563,SUV,4,6 Speed Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"12,1","9,6",32995
2021,Kia,Sportage,22150,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,8","9,1",32995
2021,Kia,Seltos,29005,SUV,4,7 Speed Automatic with auto-shift,AWD,Blue,Black,5,4,Gas,"9,4","7,9",33493
2018,Kia,Stinger,59000,Sedan,6,8 Speed Automatic,AWD,Grey,Black,5,4,Gas,"12,7","9,6",34995
2018,Kia,Stinger,107598,Sedan,6,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"12,7","9,6",36995
2019,Kia,Sorento,30636,SUV,6,Automatic,AWD,Ebony Black,Black,7,4,Gas,"12,5","9,7",36995
2019,Kia,Niro,84869,Wagon,4,1 Speed Automatic,FWD,Snow White Pearl,Charcoal,5,4,Electric,"4,7625","5,2",36998
2022,Kia,Sportage,9145,SUV,4,6 Speed Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,7",9,37980
2022,Kia,Sorento,15337,SUV,4,8 Speed Automatic,AWD,Glacial White Pearl,Black,6,4,Gas,"10,1","9,2",38366
2019,Kia,Sorento,33718,SUV,6,8 Speed Automatic,AWD,Grey,Black,7,4,Gas,"12,5","9,7",38987
2021,Kia,Sorento,40543,SUV,4,8 Speed Automatic,AWD,Pacific Blue,Black,6,4,Gas,"11,1","8,4",39895
2020,Kia,Stinger,72227,Sedan,6,8 Speed Automatic,AWD,Aurora Black,Red,5,4,Gas,"13,6","9,6",40795
2020,Kia,Soul,83507,Hatchback,4,Automatic,FWD,Onyx,Black,5,4,Electric,"8,486666667","6,886666667",33999
2020,Kia,Stinger,69793,Hatchback,6,8 Speed Automatic,AWD,Grey,Black,5,4,Gas,"13,6","9,6",41124
2020,Kia,Telluride,93775,SUV,6,8 Speed Automatic,AWD,Snow White Pearl,Brown,8,4,Gas,"12,5","9,6",42295
2021,Kia,Niro,67458,Wagon,4,1 Speed Automatic,FWD,Interstellar Grey,Charcoal,5,4,Electric,"4,7625","5,2",42386
2021,Kia,Sorento,16200,SUV,4,8 Speed Automatic,AWD,Aruba Stone Green,Black,6,4,Gas,"11,1","8,4",44998
2020,Kia,Telluride,68458,SUV,6,8 Speed Automatic,AWD,Snow White Pearl,Black,8,4,Gas,"12,5","9,6",47280
2022,Kia,Stinger,20198,Sedan,6,8 Speed Automatic,AWD,Aurora Black,Black,5,4,Gas,"13,7","9,6",50380
2021,Kia,Telluride,56639,SUV,6,8 Speed Automatic,AWD,Grey,Black,8,4,Gas,"12,6","9,7",51980
2021,Kia,Seltos,81048,SUV,4,CVT,FWD,Snow White Pearl,Black,5,4,Gas,"8,2","7,1",22690
2021,Kia,Telluride,18125,SUV,6,8 Speed Automatic,AWD,White,White,7,4,Gas,"12,6","9,7",54598
2022,Kia,Telluride,14167,SUV,6,Automatic,AWD,Black,Black,8,4,Gas,"12,7","9,7",55985
2015,Kia,Forte,231463,Hatchback,4,Automatic,FWD,Silver,Black,5,4,Gas,"9,5","6,9",6990
2012,Kia,Sorento,206303,SUV,6,6 Speed Automatic,AWD,White,Black,5,4,Gas,"10,3","7,5",6996
2015,Kia,Sorento,186892,SUV,6,Automatic,AWD,White,White,5,4,Gas,"11,9","8,4",11950
2017,Kia,Forte,151155,Sedan,4,Automatic,FWD,Ultra Silver Metallic,Black,5,4,Gas,"9,4",7,11990
2021,Kia,Forte,61346,Sedan,4,Automatic,FWD,Grey,Black,5,4,Gas,"7,8","5,9",24990
2015,Kia,Optima,133950,Sedan,4,6 Speed Automatic,FWD,Temptation Red Metallic,Black,5,4,Gas,"9,052380952","6,385714286",13250
2013,Kia,Sorento,122002,SUV,4,Automatic,AWD,Grey,Black,5,4,Gas,"10,3","7,5",13950
2017,Kia,Forte,170831,Hatchback,4,7 Speed Automatic,FWD,Urban Grey Metallic,Black,5,4,Gas,"9,4","7,9",14888
2014,Kia,Optima,111935,Sedan,4,6 Speed Automatic,FWD,White,Black,5,4,Gas,"10,3","6,4",15388
2016,Kia,Sorento,153549,SUV,4,Automatic,FWD,Burgundy,Black,5,4,Gas,"11,1","8,2",15990
2018,Kia,Sorento,180917,SUV,4,Automatic,AWD,Grey,Black,5,4,Gas,"11,5","9,3",15995
2019,Kia,Forte,137810,Sedan,4,Automatic,FWD,White,Black,5,4,Gas,"7,7","5,9",16499
2018,Kia,Soul,100673,Hatchback,4,6 Speed Automatic,FWD,Blue,Black,5,4,Gas,"9,5","7,8",16980
2021,Kia,Soul,16650,Hatchback,4,Automatic,FWD,Gravity Grey,Black,5,4,Gas,"8,5",7,23977
2016,Kia,Sorento,149338,SUV,4,Automatic,AWD,Ebony Black,Black,5,4,Gas,"12,3","9,3",16990
2018,Kia,Optima,148300,Sedan,4,Automatic,FWD,Lightning Blue,Black,5,4,Gas,"9,3","6,6",16995
2019,Kia,Forte,62544,Sedan,4,CVT,FWD,Ultra Silver Metallic,Black,5,4,Gas,"7,7","5,9",17989
2016,Kia,Sorento,95311,SUV,4,Automatic,FWD,Silver,Black,5,4,Gas,"11,1","8,2",18750
2017,Kia,Sportage,45000,SUV,4,Automatic,FWD,Not Specified,Black,5,4,Gas,"10,4",8,18988
2018,Kia,Niro,185767,SUV,4,6 Speed Automatic,FWD,Aurora Black,Black,5,4,Gasoline Hybrid,"4,6","5,1",18990
2018,Kia,Soul,51533,Hatchback,4,6 Speed Automatic,FWD,Inferno Red,Black,5,4,Gas,"9,5","7,8",19380
2018,Kia,Optima,107574,Sedan,4,Automatic,FWD,Sparkling Silver,Black,5,4,Gas,"9,3","6,6",19460
2018,Kia,Forte,34864,Sedan,4,Automatic,FWD,Radiant Red Metallic,Black,5,4,Gas,8,"6,1",19495
2022,Kia,Soul,45550,Hatchback,4,CVT,FWD,Onyx,Black,5,4,Gas,"8,5",7,26490
2015,Kia,Optima,69914,Sedan,4,Automatic,FWD,Snow White Pearl,Black,5,4,Gas,"6,7","6,1",19995
2020,Kia,Soul,117400,Hatchback,4,Automatic,FWD,Grey,Black,5,4,Gas,"8,6","7,1",19999
2021,Kia,Forte,53012,Sedan,4,CVT,FWD,Grey,Grey,5,4,Gas,"7,8","5,9",20980
2017,Kia,Sportage,90700,SUV,4,Automatic,FWD,Silver,Black,5,4,Gas,"10,4",8,21888
2020,Kia,Forte,23302,Sedan,4,Automatic,FWD,Silver,Grey,5,4,Gas,"7,9","5,9",22495
2020,Kia,Soul,84358,Hatchback,4,CVT,FWD,Inferno Red,Black,5,4,Gas,"8,6","7,1",23880
2020,Kia,Soul,71590,Wagon,4,CVT,FWD,White,Black,5,4,Gas,"8,6","7,1",23999
2020,Kia,Forte,76558,Sedan,4,CVT,FWD,Ultra Silver,Black,5,4,Gas,"7,9","5,9",20999
2020,Kia,Forte,26019,Sedan,4,Automatic,FWD,Gravity Grey,Black,5,4,Gas,"7,9","5,9",24200
2018,Kia,Sportage,68940,SUV,4,6 Speed Automatic,AWD,Mineral Silver,Black,5,4,Gas,"11,3","9,5",24888
2020,Kia,Sportage,63661,SUV,4,Automatic,FWD,Snow White Pearl,Black,5,4,Gas,"10,1","7,6",24985
2020,Kia,Soul,67424,Wagon,4,Automatic,FWD,White,Black,5,4,Gas,"8,6","7,1",24990
2019,Kia,Sportage,51385,SUV,4,Automatic,FWD,Snow White Pearl,Black,5,4,Gas,"10,3","7,8",24995
2020,Kia,Soul,36458,Wagon,4,CVT,FWD,Inferno Red,Black,5,4,Gas,"8,6","7,1",24999
2023,Kia,Seltos,125,SUV,4,CVT,FWD,Starbright Yellow (MET),Black,5,4,Gas,"8,852631579","7,594736842",25395
2023,Kia,Seltos,125,SUV,4,CVT,FWD,Neptune Blue (MET),Black,4,4,Gas,"8,852631579","7,594736842",25395
2023,Kia,Seltos,125,SUV,4,CVT,FWD,Steel Grey (MET),Black,4,4,Gas,"8,852631579","7,594736842",25395
2020,Kia,Soul,48993,Hatchback,4,CVT,FWD,White,Black,5,4,Gas,"8,6","7,1",25880
2023,Kia,Seltos,125,SUV,4,CVT,AWD,Snow White Pearl,Black,5,4,Gas,"8,852631579","7,594736842",27395
2023,Kia,Seltos,125,SUV,4,CVT,AWD,Gravity Grey,Black,5,4,Gas,"8,852631579","7,594736842",27395
2023,Kia,Seltos,125,SUV,4,CVT,AWD,Onyx,Black,5,4,Gas,"8,852631579","7,594736842",29745
2023,Kia,Soul,4770,Hatchback,4,CVT,FWD,Lunar Orange,Black,5,4,Gas,"8,5",7,29888
2023,Kia,Seltos,125,SUV,4,CVT,AWD,Dark Ocean Blue (MET),Black,5,4,Gas,"8,852631579","7,594736842",29995
2021,Kia,Sorento,42246,SUV,4,Automatic,AWD,Ebony Black,Black,6,4,Gas,"11,1","8,4",37990
2021,Kia,Seltos,20137,SUV,4,CVT,AWD,Snow White Pearl,Black,5,4,Gas,"8,8","7,6",30980
2021,Kia,Seltos,21172,SUV,4,CVT,AWD,Grey,Black,5,4,Gas,"8,8","7,6",31795
2021,Kia,Forte,19984,Sedan,4,7 Speed Automatic,FWD,Aurora Black,Black,5,4,Gas,"8,7","6,6",31880
2022,Kia,Seltos,21502,SUV,4,CVT,AWD,Dark Ocean Blue,Black,5,4,Gas,"8,8","7,6",32580
2022,Kia,Sportage,6701,SUV,4,6 Speed Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,8","9,1",32880
2021,Kia,Sportage,46443,SUV,4,6 Speed Automatic,AWD,Steel Grey,Black,5,4,Gas,"10,7",9,33980
2023,Kia,Seltos,125,SUV,4,Automatic,AWD,Lunar Orange (MET),Black,5,4,Gas,"8,852631579","7,594736842",35395
2023,Kia,Seltos,125,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"8,852631579","7,594736842",35395
2021,Kia,Seltos,5964,SUV,4,7 Speed Automatic,AWD,Lunar Orange,Black,5,4,Gas,"9,4","7,9",35980
2021,Kia,K5,22783,Sedan,4,8 Speed Automatic,AWD,Glacial White Pearl,Black,5,4,Gas,"9,2","6,9",36395
2022,Kia,Carnival,69996,Minivan,6,8 Speed Automatic,FWD,Thunder Grey,Grey,8,4,Gas,12,"8,9",38980
2022,Kia,Carnival,64554,Minivan,6,8 Speed Automatic,FWD,Thunder Grey,Grey,8,4,Gas,12,"8,9",38980
2022,Kia,Carnival,70001,Minivan,6,8 Speed Automatic,FWD,Aurora Black,Grey,8,4,Gas,12,"8,9",39980
2021,Kia,Sorento,51050,SUV,4,Automatic,AWD,Aruba Stone Green,Black,6,4,Gas,"11,1","8,4",39995
2021,Kia,Sorento,21521,SUV,4,8 Speed Automatic,AWD,Ebony Black,Black,6,4,Gas,"11,1","8,4",46980
2021,Kia,Niro,13667,SUV,E,Automatic,FWD,Snow White Pearl,Black,5,4,Electric,"4,7625","5,2",59995
2021,Kia,Telluride,15291,SUV,6,8 Speed Automatic,AWD,Dark Moss,Black,7,4,Gas,"12,6","9,7",64986
2014,Kia,Forte,198528,Sedan,4,Automatic,FWD,Aurora Black,Black,5,4,Gas,"8,4","5,5",7990
2015,Kia,Optima,240807,Sedan,4,Automatic,FWD,Aurora Black,Black,5,4,Gas,"9,052380952","6,385714286",7990
2015,Kia,Rondo,147000,Wagon,4,6 Speed Automatic,FWD,Black Cherry Pearl,Tan,5,4,Gas,"10,6","7,6",10900
2016,Kia,Forte,135670,Sedan,4,Automatic,FWD,Temptation Red Metallic,Black,5,4,Gas,"8,9","6,1",11888
2017,Kia,Forte,176317,Sedan,4,Automatic,FWD,Urban Grey Metallic,Black,5,4,Gas,"8,345","6,1675",11990
2022,Kia,Sorento,17301,SUV,4,Automatic,AWD,Glacial White Pearl,Black,6,4,Gas,"10,9","8,7",49963
2021,Kia,Seltos,68825,SUV,4,Automatic,AWD,Silver,Black,5,4,Gas,"8,8","7,6",27499
2020,Kia,Sportage,97150,SUV,4,Automatic,FWD,Steel Grey,Black,5,4,Gas,"10,1","7,6",26888
2017,Kia,Sportage,103100,SUV,4,Automatic,FWD,Storm Blue,Black,5,4,Gas,"10,4",8,19999
2023,Kia,Seltos,20,SUV,4,CVT,AWD,Onyx,Black,5,4,Gas,"8,8","7,6",30295
2023,Kia,Seltos,104,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"9,4","7,9",37082
2017,Kia,Sportage,111380,SUV,4,Automatic,AWD,Black Cherry,Black,5,4,Gas,"11,3","9,5",17998
2015,Kia,Forte5,158470,Wagon,4,Automatic,FWD,Silver,Black,5,4,Gas,"11,1",8,11990
2017,Kia,Forte,170915,Sedan,4,Automatic,FWD,Aurora Black,Black,5,4,Gas,"9,4",7,11990
2011,Kia,Sorento,111100,SUV,4,Automatic,AWD,Blue Jeans Pearl,Black,5,4,Gas,"9,9","7,4",11995
2016,Kia,Forte,138561,Hatchback,4,6 Speed Automatic,FWD,Aurora Black,Black,5,4,Gas,"9,5","6,9",13888
2020,Kia,Stinger,58151,Sedan,6,Automatic,AWD,Grey,Black,5,4,Gas,"13,6","9,6",42644
2015,Kia,Rondo,119553,Wagon,4,6 Speed Automatic,FWD,Black Cherry Pearl,Grey,7,4,Gas,"10,6","7,6",14880
2016,Kia,Forte,112654,Hatchback,4,6 Speed Automatic,FWD,Aurora Black,Black,5,4,Gas,"11,1",8,14888
2015,Kia,Optima,138000,Sedan,4,Automatic,FWD,White,Black,5,4,Gas,"10,2","6,9",14950
2018,Kia,Forte,145909,Sedan,4,6 Speed Automatic,FWD,Snow White Pearl,Black,5,4,Gas,8,"6,1",14990
2015,Kia,Optima,144022,Sedan,4,Automatic,FWD,Silver,Black,5,4,Gas,"10,2","6,9",14995
2016,Kia,Optima,179905,Sedan,4,6 Speed Automatic,FWD,Ebony Black,Black,5,4,Gas,"9,4","6,5",15888
2017,Kia,Sportage,166000,SUV,4,Automatic,AWD,Silver,Black,5,4,Gas,"11,3","9,5",15900
2015,Kia,Soul,69251,Wagon,4,Automatic,FWD,Alien Metallic,Black,5,4,Gas,"10,1","7,7",16999
2019,Kia,Sorento,93764,SUV,4,6 Speed Automatic,AWD,Gray,Black,6,4,Gas,"11,2",9,25884
2016,Kia,Soul,118900,Hatchback,4,6 Speed Automatic,FWD,Black,Black,5,4,Gas,"8,486666667","6,886666667",17888
2016,Kia,Optima,86055,Sedan,4,6 Speed Automatic,FWD,Grey,Black,5,4,Gas,"9,4","6,5",18888
