AÑO,FECHA ENVIO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE CENTRO ATENCION,CASOS ATENDIDOS-TOTAL--,CASOS ATENDIDOS - HOMBRES - TOTAL,CASOS ATENDIDOS - MUJERES - TOTAL,CASOS ATENDIDOS - VIOLENCIA PSICOLOGICA,CASOS ATENDIDOS - VIOLENCIA FISICA,CASOS ATENDIDOS - VIOLENCIA SEXUAL,CASOS ATENDIDOS - 0_5 - TOTAL,CASOS ATENDIDOS - 0_5 - HOMBRES,CASOS ATENDIDOS - 0_5 - MUJERES,CASOS ATENDIDOS - 6_11 - TOTAL,CASOS ATENDIDOS - 6_11 - HOMBRES,CASOS ATENDIDOS - 6_11 - MUJERES,CASOS ATENDIDOS - 12_17 - TOTAL,CASOS ATENDIDOS - 12_17 - HOMBRES,CASOS ATENDIDOS - 12_17 - MUJERES,CASOS ATENDIDOS - 18_29 - TOTAL,CASOS ATENDIDOS - 18_29 - HOMBRES,CASOS ATENDIDOS - 18_29 - MUJERES,CASOS ATENDIDOS - 30_59 - TOTAL,CASOS ATENDIDOS - 30_59 - HOMBRES,CASOS ATENDIDOS - 30_59 - MUJERES,CASOS ATENDIDOS - 60_MAS - TOTAL,CASOS ATENDIDOS - 60_MAS - HOMBRES,CASOS ATENDIDOS - 60_MAS - MUJERES
2020,15/01/2021,TUMBES,TUMBES,TUMBES,CEM COMISARÍA DE FAMILIA TUMBES,888,101,787,408,443,37,15,3,12,66,30,36,60,13,47,305,12,293,399,26,373,43,17,26
2020,15/01/2021,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,CEM COMISARÍA HUANCAVELICA,242,19,223,94,112,36,9,4,5,19,6,13,29,6,23,79,2,77,100,1,99,6,0,6
2020,15/01/2021,LIMA,LIMA,PUEBLO LIBRE,CEM COMISARÍA PUEBLO LIBRE,298,70,228,202,63,33,7,7,0,27,12,15,23,8,15,52,8,44,140,14,126,49,21,28
2020,15/01/2021,LA LIBertAD,PACASMAYO,SAN JOSÉ,CEM COMISARÍA SAN JOSÉ,248,40,208,96,116,36,22,14,8,26,14,12,44,10,34,61,1,60,86,0,86,9,1,8
2020,15/01/2021,LIMA,LIMA,LIMA,CEM COMISARÍA LURÍN,541,38,503,266,210,65,18,4,14,51,19,32,47,4,43,169,3,166,238,2,236,18,6,12
2020,15/01/2021,LIMA,LIMA,SAN BORJA,CEM COMISARÍA SAN BORJA,286,41,245,193,73,20,7,3,4,36,10,26,26,10,16,40,3,37,142,5,137,35,10,25
2020,15/01/2021,HUÁNuco,HUÁNUCO,AMARILIS,CEM COMISARÍA AMARILIS,691,62,629,294,315,82,15,5,10,44,19,25,83,14,69,209,4,205,281,8,273,59,12,47
2020,15/01/2021,LIMA,HUARAL,CHANCAY,CEM COMISARÍA CHANCAY,313,24,289,152,111,50,7,2,5,29,10,19,32,3,29,79,0,79,145,5,140,21,4,17
2020,15/01/2021,ICA,ICA,ICA,CEM COMISARÍA ICA,488,45,443,246,143,99,10,3,7,41,18,23,55,7,48,141,4,137,205,7,198,36,6,30
2020,15/01/2021,SAN MARTÍN,RIOJA,PARDO MIGUEL,CEM COMISARÍA NARANJOS,338,26,312,140,144,54,15,5,10,44,10,34,56,6,50,83,2,81,139,3,136,1,0,1
2020,15/01/2021,APURÍMAC,ANDAHUAYLAS,TALAVERA,CEM COMISARÍA TALAVERA,483,49,434,227,241,15,9,6,3,31,19,12,51,11,40,122,2,120,238,3,235,32,8,24
2020,15/01/2021,LIMA,LIMA,ATE,CEM COMISARÍA VITARTE,555,97,458,238,208,109,53,28,25,85,38,47,101,25,76,105,1,104,190,0,190,21,5,16
2020,15/01/2021,AREQUIPA,AREQUIPA,PAUCARPATA,CEM COMISARÍA CAMPO MARTE,1115,219,896,745,285,85,72,36,36,160,64,96,150,43,107,183,16,167,430,28,402,120,32,88
2020,15/01/2021,ICA,chincha,CHINCHA ALTA,CEM COMISARÍA CHINCHA,623,53,570,283,272,68,11,9,2,43,8,35,73,10,63,171,7,164,290,15,275,35,4,31
2020,15/01/2021,LIMA,LIMA,SAN MARTIN DE PORRES,CEM COMISARÍA CONDEVILLA,541,99,442,318,156,67,40,18,22,51,18,33,73,24,49,107,5,102,190,14,176,80,20,60
2020,15/01/2021,LIMA,HUAURA,HUACHO,CEM COMISARÍA HUACHO,485,69,416,216,243,26,26,9,17,45,28,17,56,11,45,139,6,133,195,10,185,24,5,19
2020,15/01/2021,LIMA,HUAROCHIRI,SAN ANTONIO,CEM COMISARÍA JICAMARCA,480,33,447,156,219,105,19,5,14,61,16,45,83,11,72,107,0,107,196,0,196,14,1,13
2020,15/01/2021,PASCO,OXAPAMPA,PUERTO BERMUDEZ,CEM COMISARÍA PUERTO BERMUDEZ,126,13,113,41,68,17,3,1,2,21,4,17,20,2,18,37,2,35,44,4,40,1,0,1
2020,15/01/2021,LIMA,LIma,ATE,CEM COMISARÍA SANTA CLARA,607,101,506,313,232,62,48,24,24,86,38,48,92,19,73,140,3,137,219,9,210,22,8,14
2020,15/01/2021,AREQUIPA,AREQUIPA,JACOBO HUNTER,CEM COMISARÍA ANDRES AVELINO CACERES,894,193,701,633,188,73,89,40,49,154,66,88,143,48,95,139,10,129,290,14,276,79,15,64
2020,15/01/2021,LIMA,BARRANCA,BARRANCA,CEM COMISARÍA BARRANCA,531,58,473,226,282,23,10,4,6,40,15,25,54,9,45,185,7,178,208,10,198,34,13,21
2020,15/01/2021,AREQUIPA,CAYLLOMA,CHIVAY,CEM COMISARÍA CHIVAY,315,50,265,191,96,28,18,12,6,43,16,27,31,5,26,47,2,45,145,8,137,31,7,24
2020,15/01/2021,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CEM COMISARÍA DE FAMILIA CANTO REY,564,90,474,246,242,76,24,14,10,57,26,31,69,19,50,156,6,150,231,15,216,27,10,17
2020,15/01/2021,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,CEM COMISARÍA SAN ANTONIO,235,20,215,105,104,26,6,2,4,15,6,9,24,5,19,58,3,55,121,1,120,11,3,8
2020,15/01/2021,CUSCO,CUSCO,SANTIAGO,CEM COMISARÍA SANTIAGO,426,71,355,244,171,11,22,7,15,50,27,23,74,24,50,87,3,84,167,5,162,26,5,21
2020,15/01/2021,CALLAO,CALLAO,CALLAO,CEM COMISARÍA SAN JUAN INGUNZA VALDIVIA,334,39,295,126,159,49,12,5,7,29,12,17,33,6,27,100,4,96,128,8,120,32,4,28
2020,15/01/2021,LIMA,LIMA,LA MOLINA,CEM COMISARÍA LA MOLINA,236,43,193,89,109,38,20,10,10,30,14,16,28,8,20,44,4,40,88,4,84,26,3,23
2020,15/01/2021,LIMA,LIMA,LA VICTORIA,CEM COMISARÍA APOLO,548,93,455,281,202,65,45,27,18,64,25,39,64,9,55,136,6,130,197,11,186,42,15,27
2020,15/01/2021,ÁNCASH,CASMA,CASMA,CEM COMISARÍA CASMA,487,86,401,208,194,85,40,19,21,67,28,39,101,20,81,113,1,112,135,7,128,31,11,20
2020,15/01/2021,JUNÍN,YAULI,LA OROYA,CEM COMISARÍA LA OROYA,231,48,183,97,119,15,22,11,11,33,14,19,30,13,17,62,4,58,76,5,71,8,1,7
2020,15/01/2021,ICA,ICA,LA TINGUIÑA,CEM COMISARÍA LA TINGUIÑA,256,30,226,116,98,42,3,1,2,21,9,12,37,9,28,81,1,80,98,3,95,16,7,9
2020,15/01/2021,LIMA,LIMA,PUENTE PIEDRA,CEM COMISARÍA PUENTE PIEDRA,837,107,730,414,294,129,48,23,25,99,42,57,108,14,94,225,7,218,317,12,305,40,9,31
2020,15/01/2021,CUSCo,CUSCO,CUSCO,CEM COMISARÍA TAHUANTINSUYO,306,35,271,185,107,14,4,1,3,15,8,7,31,7,24,74,3,71,147,4,143,35,12,23
2020,15/01/2021,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,CEM COMISARÍA UCHUGLLA,522,53,469,256,242,24,7,6,1,27,11,16,57,7,50,170,8,162,240,15,225,21,6,15
2020,15/01/2021,AREQUIPA,AREQUIPA,CAYMA,CEM COMISARÍA ACEQUIA ALTA,990,204,786,591,302,97,80,33,47,179,92,87,144,50,94,162,7,155,367,10,357,58,12,46
2020,15/01/2021,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,CEM COMISARÍA HUACHOCOLPA,105,8,97,86,14,5,3,2,1,1,0,1,4,1,3,39,2,37,53,3,50,5,0,5
2020,15/01/2021,CALLAO,CALLAO,CALLAO,CEM COMISARÍA PLAYA RIMAC,303,56,247,145,110,48,25,12,13,44,20,24,52,9,43,68,3,65,91,3,88,23,9,14
2020,15/01/2021,LIMA,LIMA,SAN ISIDRO,CEM COMISARÍA SAN ISIDRO,346,64,282,164,121,61,21,10,11,34,13,21,46,17,29,73,4,69,124,4,120,48,16,32
2020,15/01/2021,JUNÍN,HUANCAYO,SAPALLANGA,CEM COMISARÍA SAPALLANGA,282,45,237,131,120,31,23,13,10,36,18,18,38,6,32,84,0,84,82,1,81,19,7,12
2020,15/01/2021,ÁNCAsh,SANTA,NUEVO CHIMBOTE,CEM COMISARÍA SECTORIAL BUENOS AIRES,659,87,572,387,220,52,16,11,5,45,21,24,65,15,50,166,6,160,321,19,302,46,15,31
2020,15/01/2021,LAMBAYEQUE,CHICLAYO,SAÑA,CEM COMISARÍA ZAÑA,178,29,149,76,88,14,6,2,4,20,14,6,23,4,19,54,2,52,61,1,60,14,6,8
2020,15/01/2021,JUNÍN,JAUJA,JAUJA,CEM COMISARÍA JAUJA,429,56,373,188,183,58,23,11,12,37,13,24,58,10,48,107,1,106,169,11,158,35,10,25
2020,15/01/2021,PUNO,AZANGARO,AZANGARO,CEM COMISARÍA AZANGARO,320,22,298,102,186,32,7,2,5,18,6,12,37,1,36,89,1,88,136,3,133,33,9,24
2020,15/01/2021,PASCO,PASCO,YANACANCHA,CEM COMISARÍA DE FAMILIA YANACANCHA,230,10,220,106,100,24,2,1,1,10,4,6,28,2,26,82,3,79,103,0,103,5,0,5
2020,15/01/2021,PASCO,PASCO,SIMON BOLIVAR,CEM COMISARÍA LA ESPERANZA,111,23,88,53,49,9,9,4,5,16,7,9,31,8,23,28,3,25,26,1,25,1,0,1
2020,15/01/2021,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CEM COMISARÍA LAMBAYEQUE,445,66,379,189,209,47,16,7,9,48,23,25,60,11,49,134,4,130,164,12,152,23,9,14
2020,15/01/2021,LIMA,LIMA,BARRANCO,CEM COMISARÍA BARRANCO,275,71,204,203,54,18,25,12,13,43,20,23,35,18,17,51,2,49,71,6,65,50,13,37
2020,15/01/2021,APURÍMAC,ABANCAY,ABANCAY,CEM COMISARÍA BELLAVISTA,482,57,425,249,215,18,16,7,9,40,16,24,45,8,37,115,5,110,251,17,234,15,4,11
2020,15/01/2021,APURÍMAC,ABanCAY,CURAHUASI,CEM COMISARÍA CURAHUASI,285,42,243,86,180,19,4,1,3,16,10,6,23,6,17,78,7,71,138,10,128,26,8,18
2020,15/01/2021,LA LIBertAD,TRUJILLO,FLORENCIA DE MORA,CEM COMISARÍA FLORENCIA DE MORA,230,20,210,80,120,30,11,3,8,25,9,16,23,3,20,64,0,64,99,2,97,8,3,5
2020,15/01/2021,LIMA,LIMA,LINCE,CEM COMISARÍA LINCE,244,32,212,103,106,35,7,2,5,28,12,16,22,4,18,72,2,70,92,5,87,23,7,16
2020,15/01/2021,LIMA,CAÑETE,SAN ANTONIO,CEM COMISARÍA SAN ANTONIO - CAÑETE,372,63,309,188,136,48,18,8,10,62,28,34,61,15,46,74,2,72,151,8,143,6,2,4
2020,15/01/2021,ICA,PISCO,SAN CLEMENTE,CEM COMISARÍA SAN MIGUEL - PISCO,373,30,343,226,121,26,12,5,7,34,11,23,44,6,38,99,1,98,163,3,160,21,4,17
2020,15/01/2021,LIma,CAÑETE,SAN VICENTE DE CAÑETE,CEM COMISARÍA SAN VICENTE DE CAÑETE,366,43,323,110,204,52,11,5,6,36,20,16,53,9,44,99,1,98,149,4,145,18,4,14
2020,15/01/2021,HUÁNUCO,PUERTO INCA,TOURNAVISTA,CEM COMISARÍA TOURNAVISTA,93,13,80,42,32,19,6,2,4,19,7,12,22,2,20,25,0,25,19,2,17,2,0,2
2020,15/01/2021,CUSCO,CUSCO,SAN JERONIMO,CEM COMISARÍA SAN JERONIMO,496,58,438,244,205,47,22,11,11,59,21,38,76,14,62,117,7,110,208,1,207,14,4,10
2020,15/01/2021,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,CEM COMISARÍA AUCAYACU,255,18,237,85,111,59,6,1,5,21,7,14,51,7,44,73,1,72,100,1,99,4,1,3
2020,15/01/2021,PIURA,PIURA,PIUrA,CEM COMISARÍA DE FAMILIA PIURA,360,39,321,211,131,18,6,3,3,22,12,10,29,6,23,102,3,99,170,7,163,31,8,23
2020,15/01/2021,AREQUIPA,AREQUIPA,LA JOYA,CEM COMISARÍA EL TRIUNFO,369,40,329,225,100,44,5,1,4,29,18,11,54,13,41,97,4,93,158,3,155,26,1,25
2020,15/01/2021,SAN MARTÍN,MARISCAL CACERES,JUANJUI,CEM COMISARÍA JUANJUI,361,41,320,136,186,39,7,3,4,35,12,23,56,8,48,97,7,90,152,8,144,14,3,11
2020,15/01/2021,LIma,LIMA,SAN LUIS,CEM COMISARÍA SAN LUIS,389,86,303,175,169,45,33,18,15,63,33,30,41,11,30,75,1,74,132,7,125,45,16,29
2020,15/01/2021,LORETO,ALTO AMAZONAS,YURIMAGUAS,CEM COMISARÍA YURIMAGUAS,442,24,418,170,226,46,6,3,3,34,9,25,47,3,44,139,5,134,202,3,199,14,1,13
2020,15/01/2021,LIMA,LIMA,LIMA,CEM COMISARÍA LIMA,299,71,228,130,112,57,40,15,25,47,23,24,40,15,25,63,4,59,79,4,75,30,10,20
2020,15/01/2021,AMAZONAS,BAGUA,BAGUA,CEM COMISARÍA BAGUA,229,17,212,83,96,50,11,2,9,28,6,22,22,2,20,88,1,87,74,5,69,6,1,5
2020,15/01/2021,MADRE DE DIOS,MANU,MANU,CEM COMISARÍA SALVACION,70,9,61,17,45,8,1,0,1,7,2,5,10,2,8,20,0,20,27,1,26,5,4,1
2020,15/01/2021,PUNO,CHUCUITO,DESAGUADERO,CEM COMISARÍA DESAGUADERO,209,15,194,51,137,21,1,1,0,8,2,6,23,3,20,54,0,54,103,3,100,20,6,14
2020,15/01/2021,CUSCO,CUSCO,SAN SEBASTIAN,CEM COMISARÍA SAN SEBASTIAN,1048,240,808,589,404,55,144,88,56,170,85,85,124,30,94,216,10,206,341,11,330,53,16,37
2020,15/01/2021,piura,sullana,sullana,cem comisaría el obrero,403,23,380,164,227,12,4,2,2,17,7,10,32,3,29,136,2,134,189,4,185,25,5,20
2020,15/01/2021,LIma,HUAURA,SAYAN,CEM COMISARÍA SAYAN,157,30,127,61,81,15,9,6,3,15,8,7,20,3,17,59,7,52,48,4,44,6,2,4
2020,15/01/2021,LIma,lima,SAN JUAN DE LURIGANCHO,CEM COMISARÍA SANTA ELIZABETH,476,59,417,232,149,95,15,4,11,48,22,26,85,15,70,112,1,111,174,5,169,42,12,30
2020,15/01/2021,LIma,LIMA,LOS OLIVOS,CEM COMISARÍA SOL DE ORO,827,145,682,421,295,111,66,30,36,104,51,53,101,27,74,190,3,187,303,13,290,63,21,42
2020,15/01/2021,LA LIBERTAD,TRUJILLO,LAREDO,CEM COMISARÍA LAREDO,289,39,250,124,123,42,10,3,7,35,18,17,49,8,41,71,1,70,107,3,104,17,6,11
2020,15/01/2021,ÁNCAsh,SANTA,CHIMBOTE,CEM COMISARÍA ALTO PERU,432,55,377,220,186,26,13,3,10,33,16,17,44,8,36,112,4,108,206,18,188,24,6,18
2020,15/01/2021,ICA,CHINCHA,CHINCHA BAJA,CEM COMISARÍA CHINCHA BAJA,151,30,121,97,43,11,10,5,5,23,10,13,27,7,20,32,1,31,52,5,47,7,2,5
2020,15/01/2021,LIma,LIMA,SAN JUAN DE LURIGANCHO,CEM COMISARÍA CAJA DE AGUA,703,129,574,376,224,103,63,35,28,103,45,58,101,19,82,140,4,136,236,8,228,60,18,42
2020,15/01/2021,LIma,LIMA,ATE,CEM COMISARÍA HUAYCAN,588,86,502,265,228,95,26,11,15,60,20,40,91,30,61,140,6,134,245,12,233,26,7,19
2020,15/01/2021,LIma,LIMA,LURIN,CEM COMISARÍA VILLA ALEJANDRO,658,113,545,282,302,74,39,21,18,92,40,52,115,33,82,135,3,132,231,8,223,46,8,38
2020,15/01/2021,LAMBAYEQUE,CHICLAYO,CHICLAYO,CEM COMISARÍA DE FAMILIA CHICLAYO,551,79,472,246,232,73,15,7,8,52,23,29,76,17,59,138,5,133,221,11,210,49,16,33
2020,15/01/2021,LIma,LIMA,ANCON,CEM COMISARÍA ANCON,251,31,220,92,106,53,15,2,13,33,10,23,40,4,36,59,2,57,89,6,83,15,7,8
2020,15/01/2021,CUSCO,CUSCO,SANTIAGO,CEM COMISARÍA DE FAMILIA SANTIAGO,660,130,530,374,269,17,44,27,17,86,41,45,84,30,54,160,2,158,248,19,229,38,11,27
2020,15/01/2021,PUNO,YUNGUYO,YUNguYO,CEM COMISARÍA YUNGUYO,296,28,268,85,184,27,5,4,1,23,8,15,35,7,28,70,1,69,137,5,132,26,3,23
2020,15/01/2021,LIma,LIMA,SAN JUAN DE MIRAFLORES,CEM COMISARÍA PAMPLONA II,344,47,297,129,177,38,5,2,3,23,12,11,49,11,38,94,3,91,153,11,142,20,8,12
2020,15/01/2021,CALLAO,CALLAO,CALLAO,CEM COMISARÍA RAMON CASTILLA,291,52,239,159,100,32,11,3,8,25,11,14,41,15,26,67,4,63,110,8,102,37,11,26
2020,15/01/2021,PIURA,AYABACA,AYABACA,CEM COMISARÍA SECTORIAL AYABACA,204,27,177,52,108,44,3,1,2,21,7,14,45,10,35,58,3,55,65,5,60,12,1,11
2020,15/01/2021,APURIMAC,ABANCAY,TAMBURCO,CEM COMISARÍA TAMBURCO,294,26,268,147,129,18,4,2,2,11,4,7,21,5,16,89,5,84,149,7,142,20,3,17
2020,15/01/2021,LIma,LIMA,LIMA,CEM COMISARÍA PALOMINO,208,24,184,84,95,29,16,10,6,16,3,13,18,6,12,62,1,61,73,3,70,23,1,22
2020,15/01/2021,LIma,LIMA,LA MOLINA,CEM COMISARÍA LAS PRADERAS,194,29,165,98,74,22,6,3,3,17,5,12,23,8,15,43,3,40,91,7,84,14,3,11
2020,15/01/2021,ÁNCAsh,SANTA,NUEVO CHIMBOTE,CEM COMISARÍA VILLA MARIA,355,56,299,162,144,49,27,14,13,50,19,31,43,6,37,92,3,89,124,8,116,19,6,13
2020,15/01/2021,TACNA,TACNA,alto DE LA ALIANZA,CEM COMISARÍA ALTO DE LA ALIANZA,299,38,261,123,131,45,3,1,2,19,3,16,39,14,25,83,2,81,126,6,120,29,12,17
2020,15/01/2021,LA LIBertAD,ASCOPE,SANTIAGO DE CAO,CEM COMISARÍA CARTAVIO,230,36,194,130,69,31,18,12,6,40,16,24,36,5,31,53,1,52,76,2,74,7,0,7
2020,15/01/2021,SAN MARTIN,TOCACHE,TOCACHE,CEM COMISARÍA SECTORIAL TOCACHE,236,24,212,90,106,40,6,4,2,15,2,13,39,6,33,67,2,65,103,8,95,6,2,4
2020,15/01/2021,LA LIBertaD,SANCHEZ CARRION,HUAMACHUCO,CEM COMISARÍA HUAMACHUCO,404,15,389,128,202,74,15,7,8,20,1,19,68,3,65,144,2,142,150,2,148,7,0,7
2020,15/01/2021,LAMBAYEQUE,LAMBAYEQUE,OLMOS,CEM COMISARÍA SECTORIAL OLMOS,279,14,265,140,114,25,1,1,0,18,3,15,30,4,26,98,1,97,123,2,121,9,3,6
2020,15/01/2021,SAN MARTIN,LAMAS,TABALOSOS,CEM COMISARÍA TABALOSOS,158,26,132,53,73,32,10,5,5,27,11,16,36,5,31,30,2,28,53,3,50,2,0,2
2020,15/01/2021,LIma,LIMA,SAN JUAN DE LURIGANCHO,CEM COMISARÍA BAYOVAR,358,67,291,167,154,37,36,14,22,46,24,22,56,12,44,74,1,73,116,6,110,30,10,20
2020,15/01/2021,LA LIBertAD,VIRU,CHAO,CEM COMISARÍA CHAO,511,96,415,184,233,94,66,34,32,83,37,46,102,18,84,136,0,136,121,5,116,3,2,1
2020,15/01/2021,AREQUIPA,AREQUIPA,MIRAFLORES,CEM COMISARÍA EL PORVENIR,398,91,307,254,110,34,28,17,11,60,36,24,56,19,37,64,7,57,171,5,166,19,7,12
2020,15/01/2021,LA LIBertAD,PACASMAYO,PACASMAYO,CEM COMISARÍA PACASMAYO,244,37,207,104,111,29,12,6,6,36,19,17,29,6,23,58,0,58,92,3,89,17,3,14
2020,15/01/2021,AYACUCHO,HUAMANGA,AYACUCHO,CEM COMISARÍA DE FAMILIA AYACUCHO,1500,136,1364,745,674,81,39,16,23,63,24,39,126,19,107,469,10,459,704,37,667,99,30,69
2020,15/01/2021,LIMA PROVINCIA,HUAROCHIRI,SAN ANTONIO,CEM COMISARÍA JICAMARCA II,281,30,251,140,92,49,12,7,5,33,13,20,36,5,31,73,0,73,118,2,116,9,3,6
2020,15/01/2021,LIMA PROVINCIA,BARRANCA,PARAMONGA,CEM COMISARÍA PARAMONGA,197,17,180,71,107,19,7,2,5,16,2,14,31,4,27,54,1,53,74,5,69,15,3,12
2020,15/01/2021,piura,piura,la union,cem comisaría la union,336,37,299,138,163,35,16,4,12,32,15,17,47,11,36,114,3,111,123,3,120,4,1,3
2020,15/01/2021,ICA,ICA,SAN JUAN BAUTISTA,CEM COMISARÍA SAN JUAN BAUTISTA,204,31,173,116,73,15,6,3,3,22,10,12,24,5,19,44,3,41,88,4,84,20,6,14
2020,15/01/2021,piura,paita,la huaca,cem comisaría la huaca,192,14,178,78,95,19,3,1,2,13,3,10,25,4,21,62,3,59,85,3,82,4,0,4
2020,15/01/2021,ÁNCAsh,HUARAZ,HUARAZ,CEM COMISARÍA HUARAZ,340,43,297,166,145,29,10,6,4,22,11,11,42,16,26,96,2,94,151,6,145,19,2,17
2020,15/01/2021,AREQUIPA,AREQUIPA,SACHACA,CEM COMISARÍA PAMPA DE CAMARONES,749,143,606,474,226,49,73,42,31,98,42,56,86,27,59,144,5,139,293,13,280,55,14,41
2020,15/01/2021,ICA,CHINCHA,EL CARMEN,CEM COMISARÍA EL CARMEN,117,22,95,45,59,13,9,5,4,10,3,7,21,6,15,32,3,29,43,5,38,2,0,2
2020,15/01/2021,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CEM COMISARÍA SAN MARTIN DE PORRES - LAMBAYEQUE,264,24,240,149,97,18,6,3,3,21,6,15,27,3,24,74,2,72,127,9,118,9,1,8
2020,15/01/2021,ÁNCAsh,YUNGAY,YUNGAY,CEM COMISARÍA YUNGAY,141,24,117,44,64,33,5,3,2,13,4,9,33,5,28,27,0,27,49,8,41,14,4,10
2020,15/01/2021,LAMBAYEQUE,CHICLAYO,CHICLAYO,CEM COMISARÍA CAMPODONICO,494,53,441,199,261,34,17,8,9,41,13,28,58,13,45,155,4,151,189,4,185,34,11,23
2020,15/01/2021,SAN MARTIN,PICOTA,PICOTA,CEM COMISARÍA PICOTA,182,21,161,101,57,24,7,1,6,39,13,26,27,4,23,50,0,50,56,2,54,3,1,2
2020,15/01/2021,ICA,ICA,SANTIAGO,CEM COMISARÍA SANTIAGO - ICA,152,17,135,68,64,20,4,2,2,19,8,11,20,1,19,42,0,42,53,1,52,14,5,9
2020,15/01/2021,LIma,LIMA,RIMAC,CEM COMISARÍA CIUDAD Y CAMPO,312,35,277,126,153,33,14,8,6,30,13,17,58,9,49,59,1,58,125,2,123,26,2,24
2020,15/01/2021,UCAYALI,PADRE ABAD,IRAZOLA,CEM COMISARÍA RURAL VON HUMBOLT,114,10,104,39,53,22,3,2,1,9,2,7,12,0,12,44,1,43,44,4,40,2,1,1
2020,15/01/2021,AREQUIPA,AREQUIPA,PAUCARPATA,CEM COMISARÍA MIGUEL GRAU,801,191,610,521,253,27,87,38,49,115,61,54,96,35,61,105,8,97,295,20,275,103,29,74
2020,15/01/2021,TUMBES,TUMBES,PAMPAS DE HOSPITAL,CEM COMISARÍA PAMPAS DE HOSPITAL,209,51,158,115,80,14,21,11,10,32,20,12,30,15,15,53,3,50,64,0,64,9,2,7
2020,15/01/2021,CAJAMARCA,JAEN,COLASAY,CEM COMISARÍA RURAL COLASAY,238,33,205,91,123,24,6,3,3,25,13,12,31,8,23,56,0,56,110,5,105,10,4,6
2020,15/01/2021,piura,piura,tambo grande,cem comisaría rural tambogrande,457,20,437,227,206,24,0,0,0,17,3,14,40,4,36,147,4,143,233,7,226,20,2,18
2020,15/01/2021,AREQUIPA,CAMANA,CAMANA,CEM COMISARÍA SECTORIAL RURAL CAMANA,393,67,326,238,135,20,20,8,12,43,17,26,39,12,27,79,5,74,177,10,167,35,15,20
2020,15/01/2021,LIma,LIMA,SAN MIGUEL,CEM COMISARÍA MARANGA,134,26,108,85,37,12,2,2,0,17,6,11,22,6,16,22,0,22,47,3,44,24,9,15
2020,15/01/2021,LIma,LIMA,INDEPENDENCIA,CEM COMISARÍA INDEPENDENCIA,276,36,240,163,81,32,10,2,8,27,10,17,42,4,38,53,2,51,104,11,93,40,7,33
2020,15/01/2021,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,CEM COMISARÍA FERREÑAFE,148,18,130,79,63,6,4,1,3,15,5,10,20,6,14,48,1,47,55,5,50,6,0,6
2020,15/01/2021,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,CEM COMISARÍA JOSE LEONARDO ORTIZ,114,7,107,50,50,14,5,1,4,9,3,6,17,1,16,27,0,27,52,2,50,4,0,4
2020,15/01/2021,LIma,LIMA,SAN JUAN DE LURIGANCHO,CEM COMISARÍA HUACHIPA,90,18,72,39,33,18,6,4,2,12,1,11,23,7,16,13,1,12,32,3,29,4,2,2
2020,15/01/2021,TACNA,TACNA,TACNA,CEM COMISARÍA AUGUSTO B. LEGUIA,86,18,68,31,36,19,2,1,1,26,12,14,12,4,8,11,0,11,33,1,32,2,0,2
2020,15/01/2021,piura,piura,piura,cem comisaría piura,121,18,103,52,52,17,3,3,0,1,1,0,15,2,13,31,1,30,64,8,56,7,3,4
2020,15/01/2021,MOQUEGUA,ILO,ILO,CEM COMISARÍA ILO,93,11,82,49,40,4,3,2,1,8,3,5,5,0,5,21,2,19,47,2,45,9,2,7
2020,15/01/2021,piura,paita,paita,cem comisaría sectorial de paita,66,3,63,24,36,6,0,0,0,1,0,1,7,1,6,29,1,28,28,1,27,1,0,1
2020,15/01/2021,CUSCO,CALCA,CALCA,CEM COMISARÍA SECTORIAL CALCA,85,14,71,37,44,4,7,3,4,10,4,6,6,1,5,20,2,18,38,2,36,4,2,2
2020,15/01/2021,ICA,CHINCHA,SUnaMPE,CEM COMISARÍA SUNAMPE,109,17,92,61,34,14,5,5,0,7,2,5,18,4,14,25,2,23,47,1,46,7,3,4
2020,15/01/2021,APURIMAC,AYMARAES,CHALHUANCA,CEM COMISARÍA CHALHUANCA,5,0,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0
2020,15/01/2021,TUMBES,TUMBES,LA CRUZ,CEM COMISARÍA LA CRUZ,17,1,16,12,2,3,2,0,2,2,1,1,3,0,3,2,0,2,7,0,7,1,0,1
2020,15/01/2021,AREQUIPA,ISLAY,ISLAY,CEM COMISARÍA MATARANI,37,4,33,26,9,2,2,1,1,7,2,5,6,1,5,4,0,4,17,0,17,1,0,1
2020,15/01/2021,PUNO,CHUCUITO,HUACULLANI,CEM COMISARÍA RURAL HUACULLANI,9,0,9,3,4,2,0,0,0,0,0,0,2,0,2,0,0,0,7,0,7,0,0,0
