ID,Hora de inicio,Hora de finalización,Correo electrónico,Nombre,¿Qué carrera estudias?,Actualmente ¿En qué ciclo te encuentras?,"En tu ciclo pasado, ¿Cuál fue tu promedio ponderado?",¿Cuántos años tienes?,¿Cuál es tu estatura? Digite en metros.,¿Cuál es tu peso? Digite en Kg.,¿A qué sexo perteneces?,¿Cuántas horas al día duermes?,¿En que esta basado mayormente tu alimentación diaria?,¿Consumes bebidas alcohólicas?,¿Qué cantidad de agua consumes al día?,¿Cuánto tiempo de distracción tienes diariamente? Considere el tiempo en horas.,Column,¿Practicas algún deporte?,"Si tu respuesta fue sí, ¿Qué deporte practicas con más frecuencia?",Semanalmente. ¿Cuánto tiempo dedicas en practicar este deporte?,¿Cuál fue tu promedio ponderado en el ultimo año de colegio?,¿Con que frecuencia consumes las bebidas alcohólicas?
251,,,anonymous,,Ingeniería Industrial,2,16.2,19,1.69,63,Masculino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,2,Poco estresado(a),Si,Fútbol,1 a 2 horas,,
252,,,anonymous,,Ciencia de Datos,6,17.8,20,1.69,72,Masculino,5,frutas y verduras,Si,3 Lt.,2,Estoy estresado(a),Si,Fútbol,1 a 2 horas,,Poco (Una vez al mes)
253,,,anonymous,,Ciencia de Datos,3,14.7,17,1.61,60,Femenino,6,frutas y verduras,No,2 Lt.,1,Estoy muy estresado(a),No,,,,
254,,,anonymous,,Ingeniería Mecatrónica,6,14.5,20,1.6,70,Masculino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,2 Lt.,5,Estoy estresado(a),Si,Otros,Más de 3 horas,,Bastante (Una vez a la semana)
255,,,anonymous,,Ciencia de Datos,10,13.9,22,1.68,76,Masculino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,2,Poco estresado(a),Si,Billar,1 a 2 horas,,Poco (Una vez al mes)
256,,,anonymous,,Ingeniería de la Energía,7,16.2,20,1.7,78,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,3 Lt.,2,Estoy muy estresado(a),Si,Ciclismo,1 a 2 horas,,Muy poco ( Una vez en 2 meses)
257,,,anonymous,,Bioingeniería,3,17.61,18,1.55,53,Femenino,6,frutas y verduras,No,1 Lt.,2,Estoy muy estresado(a),No,,,,
258,,,anonymous,,Ingeniería Ambiental,4,17.17,18,1.68,59.6,Masculino,5,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1 Lt.,4,Estoy estresado(a),No,,,,Poco (Una vez al mes)
259,,,anonymous,,Ciencia de la Computación,3,15.15,18,1.61,55,Femenino,8,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,4,Poco estresado(a),Si,Otros,Más de 3 horas,,
260,,,anonymous,,Ingeniería Industrial,2,16,18,1.58,53,Femenino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,3,Estoy muy estresado(a),No,,,,
261,,,anonymous,,Bioingeniería,5,14.83,18,1.62,68,Femenino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,1/2 Lt,2,Estoy estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
262,,,anonymous,,Ingeniería Civil,7,13,21,1.54,57,Femenino,8,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,1 Lt.,6,Estoy muy estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
263,,,anonymous,,Ingeniería Civil,9,14,21,1.7,70,Femenino,8,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1 Lt.,3,Poco estresado(a),No,,,,Reguladamente (Dos veces al mes)
264,,,anonymous,,Ingeniería Civil,9,20,21,1.7,69,Femenino,4,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,5,Estoy muy estresado(a),No,,,,
265,,,anonymous,,Ingeniería Química,8,17.9,23,1.81,75,Masculino,6,frutas y verduras,Si,3 Lt.,1, Nada estresado(a),Si,Baloncesto,1 a 2 horas,,Muy poco ( Una vez en 2 meses)
266,,,anonymous,,Bioingeniería,1,,16,1.63,90,Femenino,6,frutas y verduras,No,3 Lt.,2,Estoy muy estresado(a),Si,Natación,Menos de una hora,17.33,
267,,,anonymous,,Ciencia de Datos,10,15.9,25,1.71,76,Femenino,6,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,3 Lt.,2,Estoy muy estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
268,,,anonymous,,Ciencia de Datos,10,12.4,22,1.7,78,Masculino,5,leche y otros productos lácteos,Si,1 Lt.,4,Estoy estresado(a),No,,,,Poco (Una vez al mes)
269,,,anonymous,,Ciencia de Datos,4,17.9,19,1.55,52,Femenino,6,frutas y verduras,No,2 Lt.,1,Estoy muy estresado(a),No,,,,
270,,,anonymous,,Ciencia de Datos,4,16.4,18,1.49,48,Femenino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,3,Estoy estresado(a),Si,Natación,1 a 2 horas,,
271,,,anonymous,,Ingeniería de la Energía,9,11.9,21,1.69,71,Masculino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,3 Lt.,2,Estoy estresado(a),Si,Billar,3 horas,,Poco (Una vez al mes)
272,,,anonymous,,Administración y Negocios Digitales,7,17.9,20,1.56,59,Femenino,5,frutas y verduras,Si,2 Lt.,4,Poco estresado(a),Si,Golf,3 horas,,Reguladamente (Dos veces al mes)
273,,,anonymous,,Administración y Negocios Digitales,10,17.1,24,1.58,55,Femenino,8,frutas y verduras,No,3 Lt.,4,Poco estresado(a),No,,,,
274,,,anonymous,,Ingeniería de la Energía,9,18.1,26,1.69,77,Masculino,8,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,2 Lt.,2,Poco estresado(a),No,,,,Bastante (Una vez a la semana)
275,,,anonymous,,Ingeniería de la Energía,10,13.8,26,1.67,71,Masculino,6,frutas y verduras,Si,3 Lt.,3,Poco estresado(a),Si,Karate,3 horas,,Reguladamente (Dos veces al mes)
276,,,anonymous,,Ingeniería Mecánica,4,15.3,20,1.77,74,Masculino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,2 Lt.,2,Poco estresado(a),Si,Natación,Menos de una hora,,Poco (Una vez al mes)
277,,,anonymous,,Ingeniería Electrónica,6,17.3,21,1.66,68,Masculino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,1 Lt.,2,Estoy estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
278,,,anonymous,,Ciencia de la Computación,4,15.05,18,1.61,60,Masculino,5,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,1,Estoy estresado(a),No,,,,
279,,,anonymous,,Administración y Negocios Digitales,1,,16,1.59,62,Femenino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,4,Estoy estresado(a),Si,Surf,1 a 2 horas,18.3,
280,,,anonymous,,Ingeniería Electrónica,1,,17,1.61,57,Masculino,5,frutas y verduras,No,3 Lt.,1,Estoy estresado(a),No,,,17,
281,,,anonymous,,Ciencia de la Computación,5,16,20,1.68,65,Masculino,6,frutas y verduras,Si,2 Lt.,1,Poco estresado(a),Si,Fútbol,1 a 2 horas,,Muy poco ( Una vez en 2 meses)
282,,,anonymous,,Ingeniería Mecatrónica,5,13.8,22,1.86,78,Masculino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,3 Lt.,3, Nada estresado(a),Si,Otros,3 horas,,
283,,,anonymous,,Administración y Negocios Digitales,1,,17,1.63,67,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,3,Poco estresado(a),Si,Karate,Menos de una hora,15.9,
284,,,anonymous,,Ciencia de la Computación,6,17.5,23,1.56,54,Femenino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,1,Estoy estresado(a),No,,,,
285,,,anonymous,,Ciencia de la Computación,7,17.5,24,1.7,68,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,2,Estoy muy estresado(a),Si,Natación,Menos de una hora,,Poco (Una vez al mes)
286,,,anonymous,,Ingeniería Mecatrónica,5,18.9,19,1.71,65,Masculino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,1,Poco estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
287,,,anonymous,,Administración y Negocios Digitales,1,,18,1.7,73,Masculino,8,frutas y verduras,Si,1 Lt.,2,Estoy muy estresado(a),No,,,18.1,Muy poco ( Una vez en 2 meses)
288,,,anonymous,,Ingeniería Mecatrónica,1,,19,1.63,54,Masculino,4,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,1,Estoy muy estresado(a),No,,,18,
289,,,anonymous,,Administración y Negocios Digitales,1,,16,1.61,61,Femenino,5,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,2 Lt.,1,Estoy muy estresado(a),No,,,14.3,Poco (Una vez al mes)
290,,,anonymous,,Ciencia de la Computación,8,16.5,24,1.6,59,Femenino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,1,Estoy estresado(a),Si,Voleibol,Menos de una hora,,
291,,,anonymous,,Ingeniería de la Energía,5,16,20,1.7,70,Masculino,6,frutas y verduras,No,2 Lt.,3,Poco estresado(a),Si,Baloncesto,1 a 2 horas,,
292,,,anonymous,,Ingeniería Mecatrónica,1,,16,1.56,49,Femenino,5,frutas y verduras,No,1 Lt.,3,Poco estresado(a),Si,Billar,Menos de una hora,16,
293,,,anonymous,,Ciencia de la Computación,9,17.56,24,1.62,60,Femenino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1 Lt.,1,Estoy estresado(a),Si,Otros,Menos de una hora,,Muy poco ( Una vez en 2 meses)
294,,,anonymous,,Bioingeniería,5,14.7,19,1.71,85,Masculino,9,frutas y verduras,Si,4 Lt.,4,Estoy muy estresado(a),No,,,,Bastante (Una vez a la semana)
295,,,anonymous,,Ingeniería Mecatrónica,5,14.2,19,1.7,60,Masculino,5,leche y otros productos lácteos,Si,4 Lt.,5,Estoy estresado(a),No,,,,Reguladamente (Dos veces al mes)
296,,,anonymous,,Ciencia de la Computación,8,16.6,22,1.72,70,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,1,Poco estresado(a),Si,Baloncesto,1 a 2 horas,,
297,,,anonymous,,Ciencia de la Computación,7,13.45,24,1.7,68,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,1 Lt.,3,Estoy estresado(a),Si,Fútbol,1 a 2 horas,,Reguladamente (Dos veces al mes)
298,,,anonymous,,Ciencia de la Computación,10,18,25,1.68,69,Masculino,7,frutas y verduras,No,2 Lt.,2,Estoy muy estresado(a),No,,,,
299,,,anonymous,,Bioingeniería,4,16.9,20,1.73,93,Masculino,9,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,4 Lt.,2, Nada estresado(a),Si,Golf,Menos de una hora,,Muchísimo (Tres veces a la semana)
300,,,anonymous,,Ingeniería Mecatrónica,4,16.5,18,1.61,55,Femenino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,2,Poco estresado(a),Si,Otros,1 a 2 horas,,
301,,,anonymous,,Ciencia de la Computación,9,16.5,24,1.58,57,Femenino,5,frutas y verduras,No,1/2 Lt,1,Estoy estresado(a),Si,Voleibol,Menos de una hora,,
302,,,anonymous,,Ciencia de la Computación,5,15,19,1.6,58,Femenino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,3,Poco estresado(a),Si,Tenis,1 a 2 horas,,
303,,,anonymous,,Ingeniería Mecatrónica,7,15.6,21,1.67,59,Masculino,3,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1/2 Lt,2,Estoy estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
304,,,anonymous,,Ciencia de la Computación,7,15.5,23,1.65,63,Femenino,5,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1/2 Lt,1,Poco estresado(a),No,,,,Poco (Una vez al mes)
305,,,anonymous,,Ciencia de la Computación,8,14,25,1.74,70,Masculino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,2,Estoy muy estresado(a),No,,,,Poco (Una vez al mes)
306,,,anonymous,,Ingeniería Mecatrónica,1,,19,1.6,56,Masculino,6,leche y otros productos lácteos,Si,2 Lt.,3,Poco estresado(a),Si,Fútbol,1 a 2 horas,16,Muy poco ( Una vez en 2 meses)
307,,,anonymous,,Bioingeniería,9,13.8,31,1.55,71,Femenino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,1/2 Lt,1, Nada estresado(a),No,,,,Reguladamente (Dos veces al mes)
308,,,anonymous,,Ciencia de la Computación,5,14.5,23,1.55,54,Femenino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,3 Lt.,2,Estoy estresado(a),Si,Otros,Menos de una hora,,Muy poco ( Una vez en 2 meses)
309,,,anonymous,,Ciencia de la Computación,3,14.8,18,1.73,70,Masculino,8,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,3,Poco estresado(a),Si,Fútbol,1 a 2 horas,,
310,,,anonymous,,Ciencia de la Computación,4,15,21,1.58,56,Femenino,8,frutas y verduras,No,1/2 Lt,1,Estoy estresado(a),No,,,,
311,,,anonymous,,Bioingeniería,8,17.5,27,1.67,69,Masculino,7,"Golosinas(Galletas, dulces, gaseosas, snacks, etc.",Si,4 Lt.,7,Poco estresado(a),Si,Tenis,Más de 3 horas,,Bastante (Una vez a la semana)
312,,,anonymous,,Ingeniería Mecatrónica,1,,18,1.77,65,Masculino,4,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,1,Poco estresado(a),Si,Tenis,1 a 2 horas,16,
313,,,anonymous,,Ciencia de la Computación,4,15,19,1.6,58,Femenino,8,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,2,Poco estresado(a),Si,Otros,Menos de una hora,,Reguladamente (Dos veces al mes)
314,,,anonymous,,Bioingeniería,9,15.9,24,1.53,53,Femenino,9,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1/2 Lt,6, Nada estresado(a),Si,Billar,Menos de una hora,,
315,,,anonymous,,Ingeniería Mecatrónica,5,12,20,1.69,56,Masculino,3,"Golosinas(Galletas, dulces, gaseosas, snacks, etc.",No,2 Lt.,5, Nada estresado(a),No,,,,
316,,,anonymous,,Ciencia de la Computación,6,16.7,22,1.65,64,Masculino,8,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1/2 Lt,1,Poco estresado(a),Si,Surf,1 a 2 horas,,
317,,,anonymous,,Ciencia de la Computación,7,16.4,24,1.63,62,Femenino,4,frutas y verduras,No,2 Lt.,2,Estoy estresado(a),No,,,,
318,,,anonymous,,Ingeniería Ambiental,4,17,18,1.69,62,Femenino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,1,Estoy estresado(a),No,,,,
319,,,anonymous,,Bioingeniería,7,1.6,21,1.49,46,Femenino,4,"Golosinas(Galletas, dulces, gaseosas, snacks, etc.",No,1 Lt.,4,Poco estresado(a),Si,Baloncesto,3 horas,,
320,,,anonymous,,Ciencia de la Computación,9,17.2,24,1.72,69,Masculino,6,frutas y verduras,No,1 Lt.,1,Estoy estresado(a),Si,Otros,1 a 2 horas,,
321,,,anonymous,,Ingeniería Mecatrónica,9,18,24,1.75,68,Masculino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,1 Lt.,4,Poco estresado(a),Si,Otros,3 horas,,Reguladamente (Dos veces al mes)
322,,,anonymous,,Ingeniería Ambiental,6,15.6,20,1.65,57,Femenino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,3,Estoy estresado(a),Si,Natación,1 a 2 horas,,
323,,,anonymous,,Ciencia de la Computación,8,17.25,23,1.54,53,Femenino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1 Lt.,1,Estoy estresado(a),No,,,,
324,,,anonymous,,Bioingeniería,4,19.1,20,1.56,66,Femenino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,3 Lt.,5,Estoy muy estresado(a),Si,Ciclismo,1 a 2 horas,,
325,,,anonymous,,Ingeniería Mecatrónica,7,16.7,22,1.65,60,Masculino,5,leche y otros productos lácteos,No,2 Lt.,1,Poco estresado(a),Si,Fútbol,1 a 2 horas,,
326,,,anonymous,,Ciencia de la Computación,6,16.05,23,1.65,62,Femenino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1/2 Lt,1,Poco estresado(a),Si,Voleibol,Menos de una hora,,
327,,,anonymous,,Bioingeniería,6,12.8,19,1.64,59,Femenino,4,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,1,Estoy estresado(a),Si,Voleibol,Menos de una hora,,
328,,,anonymous,,Ciencia de la Computación,4,16.35,20,1.58,56,Femenino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,1,Poco estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
329,,,anonymous,,Ciencia de la Computación,5,16.47,21,1.71,70,Masculino,5,leche y otros productos lácteos,Si,3 Lt.,1,Estoy estresado(a),No,,,,Poco (Una vez al mes)
330,,,anonymous,,Bioingeniería,7,11.1,19,1.52,43,Femenino,10,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1 Lt.,2,Estoy estresado(a),Si,Voleibol,3 horas,,Muy poco ( Una vez en 2 meses)
331,,,anonymous,,Ingeniería Mecatrónica,7,17.6,21,1.78,71,Masculino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,1,Estoy estresado(a),No,,,,
332,,,anonymous,,Ingeniería Ambiental,5,15,19,1.68,60,Masculino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,2 Lt.,3,Poco estresado(a),Si,Ciclismo,1 a 2 horas,,Muy poco ( Una vez en 2 meses)
333,,,anonymous,,Ciencia de la Computación,8,17.2,23,1.73,70,Masculino,6,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,1,Poco estresado(a),Si,Fútbol,Menos de una hora,,
334,,,anonymous,,Ingeniería Mecatrónica,7,16.5,22,1.67,64,Femenino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1/2 Lt,3,Poco estresado(a),No,,,,
335,,,anonymous,,Ingeniería Ambiental,6,15.68,18,1.65,58,Femenino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,2,Estoy estresado(a),No,,,,
336,,,anonymous,,Ciencia de la Computación,10,17.45,25,1.67,66,Femenino,5,frutas y verduras,No,1 Lt.,1,Estoy estresado(a),No,,,,
337,,,anonymous,,Ingeniería Mecatrónica,4,15,19,1.8,79,Masculino,6,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,3 Lt.,3,Poco estresado(a),Si,Otros,1 a 2 horas,,Muy poco ( Una vez en 2 meses)
338,,,anonymous,,Ciencia de la Computación,6,16.6,22,1.57,56,Femenino,4,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,1/2 Lt,1,Poco estresado(a),No,,,,
339,,,anonymous,,Ingeniería Mecatrónica,1,,17,1.62,57,Masculino,4,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,1,Estoy muy estresado(a),No,,,16,
340,,,anonymous,,Ciencia de la Computación,3,16.5,21,1.58,57,Femenino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,1/2 Lt,1,Poco estresado(a),Si,Voleibol,Menos de una hora,,Muy poco ( Una vez en 2 meses)
341,,,anonymous,,Ingeniería Ambiental,4,16.32,19,1.73,79,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,2,Estoy muy estresado(a),No,,,,Reguladamente (Dos veces al mes)
342,,,anonymous,,Ingeniería Mecatrónica,6,17.1,21,1.59,53,Femenino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,2,Poco estresado(a),Si,Otros,1 a 2 horas,,
343,,,anonymous,,Ciencia de la Computación,5,14.68,23,1.69,67,Masculino,6,frutas y verduras,No,2 Lt.,1,Estoy muy estresado(a),No,,,,
344,,,anonymous,,Ingeniería Mecatrónica,8,19,22,1.81,78,Masculino,4,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,2 Lt.,1,Poco estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
345,,,anonymous,,Ciencia de la Computación,9,17.2,24,1.74,72,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,1,Estoy estresado(a),Si,Fútbol,Menos de una hora,,Muy poco ( Una vez en 2 meses)
346,,,anonymous,,Bioingeniería,8,14.6,25,1.82,81,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,4 Lt.,3,Estoy muy estresado(a),No,,,,Bastante (Una vez a la semana)
347,,,anonymous,,Ingeniería Mecatrónica,3,14.9,20,1.6,65,Femenino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,2,Poco estresado(a),No,,,,
348,,,anonymous,,Ingeniería Civil,4,16.11,19,1.55,56,Femenino,8,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,2 Lt.,3,Estoy estresado(a),No,,,,Bastante (Una vez a la semana)
349,,,anonymous,,Ingeniería Mecatrónica,6,17.9,22,1.76,71,Masculino,4,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,1,Poco estresado(a),No,,,,
350,,,anonymous,,Ingeniería Civil,3,14.68,17,1.66,65,Masculino,8,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1 Lt.,2,Estoy estresado(a),No,,,,Muy poco ( Una vez en 2 meses)
351,,,anonymous,,Ingeniería Mecatrónica,6,18.3,21,1.67,59,Masculino,6,leche y otros productos lácteos,No,2 Lt.,4,Estoy estresado(a),No,,,,
352,,,anonymous,,Bioingeniería,4,17.8,18,1.65,58,Femenino,7,"Golosinas(Galletas, dulces, gaseosas, snacks, etc.",Si,3 Lt.,2,Estoy estresado(a),Si,Tenis,3 horas,,Muchísimo (Tres veces a la semana)
353,,,anonymous,,Ingeniería Mecatrónica,8,17.5,22,1.73,71,Masculino,5,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,1,Poco estresado(a),No,,,,
354,,,anonymous,,Bioingeniería,9,17.1,25,1.64,67,Masculino,4,frutas y verduras,No,3 Lt.,1,Estoy estresado(a),No,,,,
355,,,anonymous,,Ingeniería Mecatrónica,6,13.8,20,1.65,67,Masculino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,1, Nada estresado(a),No,,,,
356,,,anonymous,,Ingeniería Civil,7,13.4,21,1.67,60,Masculino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,2,Poco estresado(a),Si,Fútbol,1 a 2 horas,,
357,,,anonymous,,Bioingeniería,10,10.7,24,1.8,90,Prefiero no decirlo,3,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,4 Lt.,1,Estoy muy estresado(a),No,,,,Muchísimo (Tres veces a la semana)
358,,,anonymous,,Ingeniería Ambiental,6,16,20,1.79,64,Masculino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,3,Poco estresado(a),Si,Ciclismo,1 a 2 horas,,
359,,,anonymous,,Bioingeniería,10,15.3,24,1.55,67,Femenino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,3 Lt.,3,Estoy estresado(a),Si,Tenis,3 horas,,Bastante (Una vez a la semana)
360,,,anonymous,,Bioingeniería,10,16.9,23,1.77,75,Masculino,6,"alimentos con alto contenido de grasa o azúcar(Hamburguesas, Pizzas, etc.)",Si,3 Lt.,1,Poco estresado(a),No,,,,Poco (Una vez al mes)
361,,,anonymous,,Ingeniería Civil,9,13.5,21,1.71,81,Masculino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1 Lt.,2,Poco estresado(a),Si,Fútbol,Menos de una hora,,Bastante (Una vez a la semana)
362,,,anonymous,,Ingeniería Civil,1,,16,1.68,63,Femenino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,3,Estoy estresado(a),Si,Voleibol,Menos de una hora,17,
363,,,anonymous,,Bioingeniería,10,11.3,22,1.49,55,Femenino,4,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1/2 Lt,3,Estoy muy estresado(a),Si,Natación,Menos de una hora,,Muy poco ( Una vez en 2 meses)
364,,,anonymous,,Bioingeniería,9,14.6,20,1.57,54,Masculino,6,"Golosinas(Galletas, dulces, gaseosas, snacks, etc.",Si,1 Lt.,4,Estoy muy estresado(a),No,,,,Reguladamente (Dos veces al mes)
365,,,anonymous,,Ingeniería Civil,1,,16,1.62,55,Femenino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,2 Lt.,4,Poco estresado(a),No,,,18,Muy poco ( Una vez en 2 meses)
366,,,anonymous,,Ciencia de la Computación,8,16.9,22,1.67,59,Masculino,7,leche y otros productos lácteos,No,3 Lt.,2,Estoy muy estresado(a),No,,,,
367,,,anonymous,,Ingeniería Civil,3,15.63,18,1.75,73,Masculino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,1 Lt.,4,Poco estresado(a),No,,,,Poco (Una vez al mes)
368,,,anonymous,,Ciencia de la Computación,10,13.7,25,1.56,55,Femenino,5,frutas y verduras,Si,1 Lt.,3, Nada estresado(a),Si,Voleibol,1 a 2 horas,,Poco (Una vez al mes)
369,,,anonymous,,Ingeniería Civil,5,16.54,19,1.54,60,Femenino,7,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",No,2 Lt.,4,Estoy estresado(a),Si,Otros,Menos de una hora,,
370,,,anonymous,,Ciencia de la Computación,10,18.9,28,1.67,71,Masculino,5,"carne, pescado, huevos, frijoles y otras fuentes no lácteas de proteínas",Si,3 Lt.,1,Estoy estresado(a),Si,Ciclismo,3 horas,,Muy poco ( Una vez en 2 meses)
371,,,anonymous,,Ingeniería Civil,3,15,18,1.7,70,Masculino,5,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,1 Lt.,3,Estoy estresado(a),No,,,,
372,,,anonymous,,Ingeniería Civil,8,14.65,23,1.72,66,Masculino,7,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",Si,2 Lt.,3,Poco estresado(a),No,,,,Reguladamente (Dos veces al mes)
373,,,anonymous,,Ingeniería de la Energía,7,16,21,1.65,60,Femenino,6,"alimentos con almidón, incluidos el pan, las pastas, el arroz y las papas",No,2 Lt.,4,Estoy estresado(a),Si,Tenis,3 horas,,
