CLIENTE,PROYECTO,PISOS,ETAPA DE LA EDIFICACIÓN,SÓTANOS,DIRECCION DE LA OBRA,TIPO DE EDIFICACIÓN,INGRESO,DISTRITO,APROBACION,ÁREA DEL EDIFICIO,CANTIDAD DE DETECTORES DE TEMPERATURA,DEPARTAMENTOS POR PISO,CANTIDAD DE DETECTORES DE HUMO
Vienna Grupo Inmobiliario,"Edificio Privia


Nueva Aurora 3


Edificio Vert",23,ETAPA DE PLANOS,7,Juan de la Fuente 378 - Miraflores 15047,Residencial,57500,Miraflores,SI,396,308,6,161
ARCH INVERSIONES INMOBILIARIAS,"Monteflor


Arch Two",27,ETAPA DE PLANOS,7,AV. JOSE LARCO NRO. 1232 INT. 110 URB. ARMENDARIZ (PISO 5),Residencial,67500,Miraflores,SI,1144,890,11,324
Natturale Grupo Inmobiliario,"Seed Growing Home


Soil Pueblo Libre",30,ETAPA DE PLANOS,7,"AV. LAS CAMELIAS NRO. 710 DPTO. 801 URB. SANTA CRUZ





",Residencial,75000,Miraflores,SI,1326,1031,13,420
NOI Inmobiliaria,DALÍ PLACE,10,ETAPA DE PLANOS,2,Calle Bolívar 270 - Miraflores 15074,Residencial,25000,Miraflores,SI,1872,416,12,130
FAI INMOBILIARIA,"Emerald Pueblo Libre


Proyecto Vanguardia


Emerald Pueblo Libre 2",34,ETAPA DE PLANOS,7,Av. Javier Prado Oeste 757 - Magdalena del Mar   Lima,Residencial,85000,Magdalena,SI,1170,910,15,544
CITIA,BENAVIDES 30,23,ETAPA DE PLANOS,7,CA. Los Negocios 340 Surquillo,Residencial,57500,Surquillo,SI,868,675,7,184
Desarrolla +,"INCLAN PARK


PILCOMAYO 520",23,ETAPA DE PLANOS,6,"Av. Circunvalación del Golf Los Incas 134. Torre 2   Oficina 901


Santiago de Surco - Lima   Perú


CP : 15001",Residencial,57500,Surquillo,SI,574,383,7,184
PROMSAL S.A.C.,"Entrenos


Lasso 467",23,ETAPA DE PLANOS,6,NA,Residencial,57500,Surquillo,SI,528,352,6,161
IFI INMOBILIARIA,"ZANTE


SANTORIN",24,ETAPA DE PLANOS,7,"CAL.MARIANO ODICIO NRO. 342 URB. SAN ANTONIO





",Residencial,60000,Miraflores,SI,708,551,6,168
LUGANO,"TreeHouse


AMBIENTA",29,ETAPA DE PLANOS,7,Av. Dos de Mayo 516 of. 507 - Miraflores - Lima,Residencial,72500,Miraflores,SI,1378,1072,13,406
MC INVERSIONES INMOBILIARIAS SAC,"LA PAZ 2173 San Miguel - Preventa 10 pisos


NICOLAS DE RIBERA 460


AGUIRRE 166",8,ETAPA DE PLANOS,2,"Calle Narciso de la Colina 421 Of. 201


Miraflores. Lima   Perú.",Residencial,20000,Miraflores,SI,228,51,3,8
BECA INMOBILIARIA,"Mandala


Velvet",33,ETAPA DE PLANOS,7,"Av. Pershing 790 - 798 Ofic. 1016


Urbanización San Felipe


Magdalena del Mar - Lima",Residencial,82500,Miraflores,SI,1742,1355,13,462
AVENIR GRUPO INMOBILIARIO,"JOMY


HITO


MIXXO",16,ETAPA DE PLANOS,4,"Av. Del Ejército 250 - Centro Empresarial Torre 29 - Oficina 208.





Miraflores - Lima - Perú",Residencial,40000,Miraflores,SI,966,429,7,128
ECOHABITAT DESARROLLO INMOBILIARIO SAC,No tiene proyectos,14,ETAPA DE PLANOS,4,C. Juan Fanning 561 - Miraflores 15074,Residencial,35000,Miraflores,SI,1008,448,8,126
ICASA Inmobiliaria,BRASIL 1396,22,ETAPA DE PLANOS,7,"CAL.ERNESTO PLASCENCIA NRO. 195





",Residencial,55000,Miraflores,SI,1184,921,8,198
ALERCES INMOBILIARIA,Founder,13,ETAPA DE PLANOS,3,"CAL. LOS QUIMICOS NRO. 234 INT. 301 URB. LA RIVIERA DE MONTERRICO


",Residencial,32500,Miraflores,SI,440,147,5,78
HPC.DI Green Construction,"SQ Work & Living Apartments


Time Family Apartments


FRIENDZ",9,ETAPA DE PLANOS,2,"
Av. Angamos Este  N° 1555 - Tda. 02


Urb. Casa Huerta - Surquillo",Residencial,22500,Miraflores,SI,650,144,5,9
MS INMOBILIARIA,"PARK LIVING


ARNALDO LIVING",18,ETAPA DE PLANOS,4,Av. Cipriano Dulanto 1310 Pueblo Libre - Lima - Perú,Residencial,45000,Pueblo Libre,SI,594,264,9,180
AVIVA INMOBILIARIA,SBELA,7,ETAPA DE PLANOS,2,Av. De Las Artes Nte. 1482 - San Borja 15037,Residencial,17500,San Borja,SI,380,84,5,7
LA MURALLA,"ALMARE


FLORECE",15,ETAPA DE PLANOS,4,Av. Reducto 1225-1227 - Of. 402 - Miraflores,Residencial,37500,Miraflores,SI,518,230,7,120
GRUPO BROCKSA,Libre,30,ETAPA DE PLANOS,7,Jr. Libertad 2358 - Of. 401 - Urb. Maranga - San Miguel,Residencial,75000,San Miguel,SI,1100,856,11,360
LABOK GRUPO INMOBILIARIO,"Santa Isabel 169


Santa Isabel 147",30,ETAPA DE PLANOS,7,Av. Pardo 930 Of. 101 - Miraflores,Residencial,75000,Miraflores,SI,820,638,10,330
INMOBILIARIA DIEGAL,"RAMON ZAVALA II


CATARI CONCEPT",23,ETAPA DE PLANOS,7,Av. Rafael Escardó 648 Oficina 201 - San Miguel,Residencial,57500,San Miguel,SI,552,429,6,161
MCR INMOBILIARIA & CONSTRUCTORA SAC,GORETTI RESIDENCIAL,21,ETAPA DE PLANOS,7,Av. El Derby 254 - Surco,Residencial,52500,Surco,SI,1340,1042,10,231
JK Inversiones Inmobiliarias SAC,VIEW 684,26,ETAPA DE PLANOS,6,Av. Circunvalación Golf Los Incas  N° 206 Int. 803 Urb. Club Golf Los Incas - Surco,Residencial,65000,Surco,SI,1170,780,13,364
LIBRE INMOBILIARIA,28 DE JULIO 1365,32,ETAPA DE PLANOS,7,"Jr. Pérez Roca 203 - Barranco


Lima - Perú",Residencial,80000,Barranco,SI,1176,915,12,416
PALACE,Garden Tower,13,ETAPA DE PLANOS,3,Av. Faustino Sánchez Carrión  N° 615 Oficina 1308 - Jesús María,Residencial,32500,Jesús Maria,SI,434,145,7,104
MW GRUPO INMOBILIARIO,VERSA,12,ETAPA DE PLANOS,3,C. Los Sauces 283 - San Isidro 15073,Residencial,30000,San Isidro,SI,1088,363,8,108
NOLT INMOBILIARIA SAC,CARNAVAL,27,ETAPA DE PLANOS,7,"Av. Prolongación Ariosto Matellini 210 -


Urb. Santa Leonor - Chorrillos   Lima",Residencial,67500,Chorrillos,SI,1740,1353,15,432
Ter Inmobiliaria,"Morar


Bolivar 1209",19,ETAPA DE PLANOS,6,Av. República de Panamá 5790 - Miraflores Lima Perú,Residencial,47500,Miraflores,SI,688,459,8,171
TRIBECA INMOBILIARIA,"HIGH LINE


CENTRAL PARK",13,ETAPA DE PLANOS,3,CAL.SURINAM NRO. 218 DPTO. 101 URB. SANTA PATRICIA,Residencial,32500,Miraflores,SI,530,177,5,78
VARSOVIA INVERSIONES,Torre Pachacutec,10,ETAPA DE PLANOS,3,CAL. RICARDO ANGULO NRO. 618 (A LA ESPALDA DEL MINISTERIO DEL INTERIOR),Residencial,25000,Miraflores,SI,1134,378,9,100
BALANCE GRUPO INMOBILIARIO,ORDOÑEZ,13,ETAPA DE PLANOS,4,Av. Del Pinar 134 Ofc. 504 - Chacarilla Surco.,Residencial,32500,Surco,SI,476,212,7,104
INVERPLUS,Condominio Portofino Casa Club,15,ETAPA DE PLANOS,4,"Av. Brasil 3441





Magdalena - Lima.",Residencial,37500,Surco,SI,600,267,6,105
AKAMAI SAC,Simplicity,14,ETAPA DE PLANOS,5,"AV. VICTOR ANDRES BELAUNDE NRO. 147 URB. EL ROSARIO (EDIFICIO REAL DOS OFICINA 13-109)


",Residencial,35000,Surco,SI,688,382,8,126
REAL INMOBILIARIA,Mate,29,ETAPA DE PLANOS,7,"Calle Fray Martín de Murua 150 - Centro Empresarial PLEXUS - San Miguel - Lima  





Av. Tomás Marsano 2005 - Surquillo - Lima",Residencial,72500,San Miguel,SI,1920,1493,12,377
Eficaxx Grupo Inmobiliario,Residencial Salamanca de Monterrico 15,12,ETAPA DE PLANOS,4,Calle Calcuchimac 262 Salamanca   Ate,Residencial,30000,San Miguel,SI,470,209,5,72
PROYEC INMOBILIARIA,Olmedo,31,ETAPA DE PLANOS,7,NA,Residencial,77500,San Miguel,SI,1008,784,8,279
GDC PERÚ,"Park San Miguel


Park Prado",18,ETAPA DE PLANOS,6,Av. Almte. Miguel Grau 629 - Barranco,Residencial,45000,Barranco,SI,560,373,8,162
ARQUIMIA,MUV,16,ETAPA DE PLANOS,4,Av. Javier Prado Este #444 Of 1902 San Isidro,Residencial,40000,San Isidro,SI,576,256,9,160
CP BUILDING SAC,San Tadeo 265,33,ETAPA DE PLANOS,7,Jr. Asturias  N°148 - Santiago de Surco 15038,Residencial,82500,Surco,SI,1196,930,13,462
BIABO PERU S.A.,SKYNA,28,ETAPA DE PLANOS,7,CAL. MONTE ROSA NRO. 270 INT. 1004 (ALT. CDRA 4 DE AV. PRIMAVERA),Residencial,70000,Surco,SI,816,635,12,364
Flat Peru,"SKY FOUR


MAMA OCLLO",15,ETAPA DE PLANOS,4,Av. Arenales 1912 Oficina 1403 - Lince - Lima - Perú,Residencial,37500,Lince,SI,510,227,5,90
Desarrolladora,"Dorue Surquillo


Salaverry 571",19,ETAPA DE PLANOS,5,Av. Mariscal La Mar 550. Of. 708 - Miraflores,Residencial,47500,Miraflores,SI,1260,700,10,209
SERVIPRO,OCEAN AVENUE,10,ETAPA DE PLANOS,2,Av. Sucre  N° 301 - Pueblo Libre - Lima,Residencial,25000,Pueblo Libre,SI,1586,352,13,140
REDBAY INMOBILIARIA,Condominio HANAN,25,ETAPA DE PLANOS,6,"Av. Circunvalación Golf De Los Inkas 206-208


Of. 804B - Torre 3   Santiago de Surco",Residencial,62500,Miraflores,SI,420,280,6,175
LATERAL,LORD NELSON 419,16,ETAPA DE PLANOS,5,La Mar 750 - Miraflores. Lima-Perú,Residencial,40000,Miraflores,SI,1350,750,9,160
NOVOARTE SOLUCIONES,Miller 1050,24,ETAPA DE PLANOS,7,"JR. MORELLI NRO. 217 INT. 301





",Residencial,60000,Miraflores,SI,480,373,6,168
AR ARQUITECTOS,Zafira,31,ETAPA DE PLANOS,7,C. Juan Fanning 328 - Miraflores 15074,Residencial,77500,Miraflores,SI,1764,1372,14,465
INNOVANDUM INMOBILIARIA,ATRIUM,15,ETAPA DE PLANOS,5,Calle Cesar Moro 260 1er piso - Santiago de Surco,Residencial,37500,Surco,SI,576,320,8,135
Vive Constructora,PROYECTO COBIAN,20,ETAPA DE PLANOS,7,Av. Tomas Marsano  N° 1768 - Urb. Aurora   Miraflores   Lima   Perú,Residencial,50000,Miraflores,SI,1422,1106,9,200
METROPOLI GRUPO INMOBILIARIO,Suburbia Park Surquillo,28,ETAPA DE PLANOS,7,"AV. DEL PINAR NRO. 180 INT. 1201 URB. CHACARILLA DEL ESTANQUE





",Residencial,70000,Miraflores,SI,744,579,12,364
INITALIA,Barrio dos de Mayo- Lince,10,ETAPA DE PLANOS,3,Ca. Libertad 176 - Oficina 405 - Miraflores,Residencial,25000,Miraflores,SI,1560,520,12,130
Concreta Grupo Inmobiliario,Residencial Parque Martí,28,ETAPA DE PLANOS,7,Los Laureles 104 - Santiago de Surco,Residencial,70000,Surco,SI,1264,983,8,252
FCM Construcciones,Malaga 101,15,ETAPA DE PLANOS,5,Calle Monte Claro 190 - Chacarilla - Surco,Residencial,37500,Surco,SI,630,350,5,90
Constructora Inmobiliaria MULTIDEPAS SAC,BARRANCO URBANO,27,ETAPA DE PLANOS,7,Av. Jorge Chavez 451 Barranco,Residencial,67500,Barranco,SI,480,373,8,243
EUREKA,Park Living,25,ETAPA DE PLANOS,6,Av. Jorge Basadre G.  310 oficina 503 - San Isidro - Lima - Perú,Residencial,62500,San Isidro,SI,852,568,6,175
IN URBAN,LOS RECAUDADORES 27,13,ETAPA DE PLANOS,3,Av. Circunvalación Golf de Los Incas N° 208 Torre III Ofic. 702 - Centro Empresarial Los Inkas - Santiago de Surco,Residencial,32500,Surco,SI,736,245,8,117
GRANADERO INMOBILIARIA,Like One,31,ETAPA DE PLANOS,7,"AV. CAMINO REAL NRO. 456 DPTO. 1301 (TORRE REAL)





",Residencial,77500,Surco,SI,988,768,13,434
YOKE,MILENIA SOHO,12,ETAPA DE PLANOS,3,"Monte Rosa 256





Chacarilla del Estanque





Santiago de Surco - Lima - Peru",Residencial,30000,Surco,SI,948,316,6,84
PISONAY INMOBILIARIA,STRONG,9,ETAPA DE PLANOS,3,Avenida Caminos del Inca 1168 - Santiago de Surco   Lima,Residencial,22500,Surco,SI,620,207,5,9
Inmobiliaria Ares SAC,Edificio Scipión Llona,8,ETAPA DE PLANOS,2,"La Encalada 1257 Of. 1102


Urb. Polo and Hunt   Santiago de Surco",Residencial,20000,Surco,SI,720,160,5,8
ITALCASAPERU,Italince,9,ETAPA DE PLANOS,2,"CAL. VICTOR HUMAREDA MZA. U LOTE. 21 URB. SANTA LEONOR





",Residencial,22500,Surco,SI,294,65,3,9
MARTE,Ambar,26,ETAPA DE PLANOS,6,Av. Aramburú 965. San Isidro - Lima - Perú,Residencial,65000,San Isidro,SI,936,624,9,260
BELGICA EDIFICACIONES,Barrio Verde,31,ETAPA DE PLANOS,7,Av. José Faustino Sanchéz Carrión  N° 615. Int. 808 Urbanización San Felipe. Jesús María.,Residencial,77500,Jesús Maria,SI,1368,1064,9,310
ORTIZ INMOBILIARIA,VIZUALE ECOSMART,25,ETAPA DE PLANOS,6,Jr. Pedro Conde 169. Lince - Lima,Residencial,62500,Lince,SI,812,541,7,200
Inversiones Morraspi SAC,MARBELLA,9,ETAPA DE PLANOS,3,"Calle Las Aldabas 559 - of. 1003. Santiago de Surco


",Residencial,22500,Surco,SI,324,108,3,9
Inmobiliaria Exklusiv,"Monteflor


",18,ETAPA DE PLANOS,6,CRUZ DEL SUR NRO. 154 INT. 706,Residencial,45000,San Isidro,SI,434,289,7,144
PALO ALTO - FIP Inversiones,"MQ700


",32,ETAPA DE PLANOS,7,Calle La Pinta 192 Int. 302   San Isidro,Residencial,80000,San Isidro,SI,1480,1151,10,352
RUESMA,Mindreau,26,ETAPA DE PLANOS,7,Avda. Camino Real - 1225 - Oficina 701   San Isidro - Lima 27,Residencial,65000,San Isidro,SI,864,672,9,260
Origen,Alicia,26,ETAPA DE PLANOS,7,AV. SANTA CATALINA NRO. 631 URB. SANTA CATALINA,Residencial,65000,Surquillo,SI,684,532,9,260
CONSTRUCTORA VARTEL SA,Vista verde,33,ETAPA DE PLANOS,7,Av. Aramburú  N° 878 - Surquillo.,Residencial,82500,Surquillo,SI,1740,1353,15,528
Orion,Indefinido,33,ETAPA DE PLANOS,7,c. Enrique Palacios 360 Oficina #607 Miraflores-Lima,Residencial,82500,Miraflores,SI,1296,1008,12,429
Becamm,Pronto nuevos proyectos,8,ETAPA DE PLANOS,3,Calle Narciso de la colina 421 of 1802 - Miraflores,Residencial,20000,Miraflores,SI,536,179,4,8
Consolida,REVISAR,25,ETAPA DE PLANOS,6,Av. La Encalada  N°1171 - Oficina 501 - Surco,Residencial,62500,Surco,SI,1520,1013,10,275
Constructora Titan,CASIMIRO ULLOA 227 MIRAFLORES - EN CONSTRUCCION,10,ETAPA DE PLANOS,2,Av. Velasco Astete 2123 - Surco - Lima,Residencial,25000,Surco,SI,1120,249,10,110
FRONTERA,TOVAR 511,9,ETAPA DE CONSTRUCCIÓN,3,Ca. Manuel Tovar 511 - Miraflores,Residencial,22500,Miraflores,SI,440,147,4,9
FRONTERA,TOVAR 511,9,ETAPA DE CONSTRUCCIÓN,2,Ca. Manuel Tovar 511 - Miraflores,Residencial,22500,Miraflores,SI,420,93,5,9
INUANDEALIAGA PROYECTOS S.A.C. /YMSA CONTRATISTAS GENERALES,Edificio Residencial Jose Olaya,13,ETAPA DE PLANOS,4,Av Jose Olaya 221 Chorrillos,Residencial,32500,Chorrillos,SI,686,305,7,104
IEI GRUPO DESARROLLADOR,PARQUE ACOSTA,10,ETAPA DE PLANOS,2,PARQUE ACOSTA 153,Residencial,25000,Miraflores,SI,1456,324,13,140
