"Latitud","Longitud","Profundidad","Magnitud","Año","Mes","Día","Hora","Minuto","Segundo"
-15.5901,-70.4246,242,4.5,2016,"02","04","10","09","11"
-2.996,-77.891,33,4.3,1995,"10","05","01","13","15"
-8.91,-77.46,45,4.9,1992,"05","12","22","51","01"
-18.305,-72.045,9,4.3,2007,"02","28","11","59","11"
-2.9725,-77.5942,52,4.9,1996,"03","14","03","11","59"
-9.7784,-80.4654,26,4.6,2011,"04","19","09","12","40"
-10.78,-75.84,18,4.6,1993,"05","23","10","29","06"
-14.2,-74.45,96,4.9,1990,"03","28","07","09","54"
-13.29,-76.86,38,4.8,1987,"10","11","00","13","27"
-18.6808,-71.0509,35,4.5,2010,"01","10","20","49","54"
-11.2,-78.2,22,4.7,1986,"03","19","10","53","52"
-8.9284,-77.6843,125,4.9,2014,"04","22","18","23","32"
-17.0031,-71.7271,35,3.7,2021,"10","02","09","21","02"
-8.082,-71.855,600,4.1,1997,"02","25","02","28","45"
-8.3359,-79.9695,9,4.5,2000,"11","13","07","00","58"
-6.5884,-80.6266,24,4.5,2003,"08","29","06","05","36"
-18.684,-70.6186,37,4.9,2009,"07","31","22","07","07"
-7.1182,-80.3711,37,5.1,2007,"06","27","06","36","25"
-18.0805,-70.4203,30,4.7,2016,"08","07","06","06","35"
-2.8623,-76.3846,147,4.7,2015,"11","07","00","24","11"
-16.4588,-71.9266,111,4.9,2021,"02","08","21","11","01"
-5.53,-77.467,30,5.1,1968,"06","21","07","24","20"
-14.4397,-76.2903,18,4.7,2016,"05","07","19","14","32"
-5.2296,-81.0726,26,4.5,2007,"10","30","06","48","20"
-15.0549,-72.0994,142,4.7,2012,"02","06","16","45","16"
-13.02,-75.63,74,4.5,1995,"06","11","10","13","33"
-8.7722,-79.506,27,4.5,1997,"06","23","19","32","56"
-9.9241,-79.876,45,4.9,1996,"02","23","18","00","19"
-15.475,-70.895,33,4.2,2001,"07","10","14","06","20"
-14.8445,-74.6645,38,4.5,1998,"05","13","14","21","44"
-5.215,-81.8787,10,4.2,2013,"08","12","14","33","28"
-8.67,-81.21,46,4.6,1990,"03","29","20","59","50"
-15.9571,-73.2068,86,4.8,2014,"07","06","07","01","30"
-16.8038,-73.1487,52,4.9,2001,"06","23","21","48","07"
-3.215,-80.706,64,5.4,1979,"11","26","21","05","51"
-15.1937,-71.7902,140,4.5,2017,"06","25","09","37","43"
-9.29,-74.123,171,4.9,1980,"11","24","11","03","15"
-15.9235,-75.3752,23,4.7,1997,"10","10","17","31","58"
-15.59,-75.199,38,5.7,1980,"06","15","23","47","18"
-8.7061,-79.9354,61,4.5,2004,"01","05","01","17","44"
-2.88,-78.262,78,4.6,2003,"11","15","04","13","27"
-10.7974,-78.2582,41,3.7,2020,"08","23","00","08","31"
-9.275,-80.164,33,4.4,1996,"02","21","13","32","55"
-14.5862,-76.2726,15,4,2020,"04","07","14","02","58"
-16.8612,-69.6812,221,4.7,2017,"10","16","21","54","47"
-12.2446,-76.0924,112,4.6,1997,"10","28","12","52","59"
-3.46,-81.04,51,4.5,1992,"10","07","05","09","38"
-9.7779,-75.6835,11,3.6,2020,"09","01","00","48","44"
-13.5523,-76.2694,9,5.1,2000,"02","04","17","20","41"
-18.578,-70.104,116,4.1,2009,"07","15","16","15","05"
-3.634,-80.607,33,4.2,1985,"02","05","08","56","09"
-8.963,-75.0118,152,4.9,2013,"01","04","23","44","35"
-4.1093,-77.032,57,4.9,2013,"11","15","00","17","48"
-15.7149,-71.7044,156,4.5,2017,"02","19","01","27","23"
-15.2023,-74.4127,16,4.5,1998,"03","25","18","39","38"
-15.865,-69.587,228,4.2,2001,"10","12","13","28","43"
-15.2105,-71.97,55,4.6,2007,"05","17","23","18","51"
-17.108,-71.9984,34,4.3,2019,"11","15","14","07","17"
-17.6602,-73.5863,16,4.5,2010,"07","13","06","39","26"
-9.319,-71.388,556,4.3,2007,"02","03","23","57","01"
-5.312,-81.824,21,5.8,1968,"05","09","12","52","24"
-14.3495,-75.5885,54,4.6,1996,"01","11","01","38","58"
-12.1664,-76.7557,61,4.5,2006,"12","11","02","34","25"
-15.28,-71.25,149,5,1989,"12","04","23","21","57"
-5.78,-76.9,98,4.9,1968,"06","27","07","10","40"
-15.813,-73.2518,96,4.5,2017,"01","27","23","10","09"
-15.0407,-72.1458,111,4.6,2013,"10","24","18","53","31"
-14.6522,-76.7098,19,5.2,1998,"05","03","06","12","03"
-5.2636,-76.8803,135,4.7,2014,"02","06","18","25","43"
-8.403,-74.386,153,5,1969,"07","15","16","56","51"
-16.767,-70.801,10,4.5,2005,"10","02","03","19","05"
-8.5005,-81.2374,39,4.9,2015,"01","15","15","43","01"
-11.6903,-77.7246,61,4.6,2012,"11","20","05","20","28"
-15.28,-75.24,34,4.9,1995,"09","21","22","21","37"
-8.4134,-76.1368,97,4.6,1998,"10","04","21","55","32"
-2.75,-76.54,138,5.3,1990,"08","18","11","07","35"
-13.6688,-77.0518,39,5.1,2007,"08","23","09","45","41"
-4.8956,-77.371,153,5.1,2010,"02","18","16","21","03"
-18.3175,-69.5131,146,5,2020,"04","09","14","06","53"
-10.09,-79.38,41,4.7,1993,"05","05","12","26","01"
-13.79,-76.55,29,4.5,1989,"02","17","00","53","32"
-4.7202,-77.3006,129,4.6,1997,"11","22","21","36","47"
-14.3659,-76.2773,37,4.6,1997,"03","06","20","02","14"
-11.115,-74.689,80,5.3,1979,"09","12","18","45","07"
-15.4224,-74.1238,109,4.6,2017,"01","25","07","16","26"
-11.3589,-73.2401,196,4.6,2011,"03","07","10","35","33"
-9.2052,-79.284,37,3.8,2021,"12","08","05","03","00"
-18.53,-71.724,33,4.3,1998,"08","15","14","30","26"
-14.33,-76.6486,7,4.9,2015,"10","31","23","56","02"
-16.3638,-69.7901,211,4.9,2018,"12","27","08","55","41"
-10.52,-79.99,36,4.7,1985,"09","02","01","26","17"
-9.748,-75.71,93,4.5,2000,"09","11","03","44","47"
-8.9542,-80.1826,38,4.2,2019,"06","20","16","54","42"
-10.8721,-74.9719,43,4.5,2002,"11","14","07","04","24"
-12.7745,-77.2509,12,4.6,2002,"01","29","04","01","17"
-5.9971,-81.8044,25,4.7,2016,"09","25","00","51","52"
-17.262,-70.022,143,4.9,1971,"09","24","06","11","34"
-10.7134,-78.402,41,4.3,2020,"07","17","21","30","42"
-11.54,-73.16,50,4.5,1991,"12","19","04","51","02"
-15.7631,-72.0901,14,3.5,2021,"03","27","20","40","01"
-13.5562,-76.1543,51,4.7,2003,"08","24","07","22","41"
-8.4659,-75.6968,137,4.5,2014,"09","19","15","15","22"
-9.72,-75.12,49,4.5,1994,"05","11","22","24","29"
-14.206,-76.3833,26,5.3,2007,"08","16","06","10","25"
-18.7253,-71.4432,50,5,2007,"06","09","19","12","41"
-3.95,-80.609,25,5.1,1970,"12","10","05","15","23"
-9.481,-75.166,117,5.1,1976,"01","12","06","14","09"
-15.35,-72.92,40,4.7,1995,"12","01","23","38","46"
-13.5535,-76.2154,48,4.7,2011,"04","24","14","51","32"
-3.47,-80.08,59,4.8,1990,"06","05","02","57","23"
-8.8293,-78.4784,24,4.7,1996,"07","01","11","38","48"
-5.8921,-79.0892,54,4.6,2005,"12","13","21","18","42"
-10.4894,-78.5982,40,4.5,2016,"10","02","14","23","41"
-17.0157,-71.9686,59,4.7,2012,"01","05","05","27","06"
-6.576,-76.0095,26,4.5,2016,"03","03","12","23","34"
-5.5513,-76.4029,150,4.5,2010,"09","26","14","42","14"
-15.02,-71.74,12,4.7,1994,"06","13","06","21","59"
-3.2724,-77.0021,93,4.7,2012,"05","18","11","35","58"
-3.2,-75.844,147,5,1974,"12","23","08","14","02"
-10.2922,-79.3568,58,4.9,1999,"02","15","16","13","21"
-9.2773,-76.2066,158,4.9,2011,"07","18","00","23","27"
-5.341,-77.8714,130,4.5,2015,"02","10","05","47","35"
-16.775,-71.323,18,3.5,2021,"05","06","06","45","00"
-18.555,-71.0304,66,4.8,2005,"01","14","11","04","28"
-15.6166,-73.7592,94,4.5,2004,"11","06","08","51","21"
-15.158,-74.192,150,4.8,1986,"10","22","09","21","18"
-16.5573,-72.307,74,5.3,2016,"09","01","08","04","12"
-16.3785,-71.9978,13,3.4,2021,"09","25","22","58","34"
-9.2157,-79.1076,40,4.5,1997,"05","21","08","59","10"
-6.9484,-76.6579,46,4,2021,"09","26","22","06","55"
-16.9668,-75.1272,56,4.7,2010,"01","03","11","14","13"
-15.9995,-74.5549,56,5.2,1998,"04","14","09","35","35"
-17.43,-71.91,101,5.9,1991,"12","15","18","56","06"
-15.3375,-72.4135,110,4.9,2014,"04","10","02","43","56"
-8.4329,-74.3725,77,4.6,2014,"01","31","06","31","47"
-16.1093,-72.788,84,4.6,2013,"10","09","07","49","05"
-17.04,-75.17,31,4.7,1995,"03","30","19","44","04"
-17.421,-70.516,139,4,2011,"07","07","23","40","29"
-14.3628,-76.07,41,4.5,2010,"08","29","00","11","39"
-15.53,-76.1347,27,4.9,1996,"11","27","06","48","15"
-5.55,-76.76,131,4.7,1968,"07","27","22","06","09"
-10.9828,-75.003,139,4.6,2012,"01","22","18","05","15"
-9.747,-74.983,36,5.6,1965,"01","12","13","36","51"
-15.321,-71.058,201,4.8,1975,"04","10","05","20","58"
-12.8946,-77.1702,36,4.6,2017,"05","02","02","01","49"
-14.7362,-75.3912,46,3.8,2020,"08","05","05","53","47"
-11.5342,-74.3959,20,4.7,2001,"02","22","13","55","39"
-17.33,-69.93,105,6.2,1983,"09","01","20","01","47"
-16.8,-74.02,26,5,1987,"12","11","10","32","16"
-6.3147,-79.7214,65,4.9,2005,"12","01","23","03","39"
-3.9731,-76.8874,117,4.7,2014,"09","27","05","44","37"
-3.34,-78.1963,27,5,2021,"08","31","09","11","02"
-5.3111,-78.8084,29,4.1,2021,"06","30","22","23","30"
-15.18,-71.99,195,4.5,1994,"09","15","18","11","32"
-14.563,-76.395,25,5,1972,"07","17","03","51","00"
-7.989,-73.8318,126,4.6,2019,"04","20","07","40","08"
-8.4403,-80.168,28,4.5,2004,"10","10","14","19","35"
-5.02,-77.51,34,5,1991,"03","30","01","53","18"
-4.9969,-80.7942,37,4.7,2011,"12","03","16","08","24"
-14.88,-75.07,42,4.5,1989,"03","30","07","14","16"
-2.883,-77.903,33,5,1995,"10","03","17","01","01"
-13.34,-74.9,31,4.7,1986,"12","20","02","16","26"
-12.452,-76.9323,47,4.1,2021,"01","12","18","48","32"
-5.5999,-80.9255,38,4.6,2013,"07","29","03","47","57"
-15.2634,-71.7096,115,4.6,2003,"10","03","07","53","32"
-8.97,-71.92,592,7,1990,"10","17","14","30","05"
-3.869,-80.841,43,5.2,1970,"12","27","03","10","09"
-4.1908,-80.3302,57,4.5,2006,"12","03","20","12","07"
-16.5042,-72.516,67,4.8,2002,"05","02","10","34","00"
-15.621,-70.46,227,4.6,1972,"10","24","10","03","40"
-16.2234,-71.7103,133,4.5,2016,"06","20","13","55","24"
-2.7533,-81.9784,37,4.5,2013,"12","25","17","28","34"
-15.1912,-74.1221,103,4.2,2021,"10","29","22","43","48"
-4.9225,-80.7649,41,4.5,2021,"05","07","21","46","27"
-6.2388,-77.1041,20,4.5,2001,"09","05","02","28","17"
-4.5934,-82.1508,34,4.7,2015,"02","06","00","32","03"
-10.791,-78.994,40,5.3,1966,"10","29","15","32","23"
-14.0856,-76.3863,58,5.5,2017,"01","27","21","27","56"
-9.4612,-74.7275,161,4.7,2011,"05","22","08","38","56"
-8,-80.26,32,4.9,1995,"09","01","16","57","51"
-5.429,-79.5666,89,4.9,1998,"06","29","05","49","30"
-7.8286,-74.5501,144,5.8,2010,"09","24","19","01","28"
-14.451,-70.52,100,5.2,1968,"04","26","11","54","49"
-4.02,-76.9,53,5,1992,"09","22","06","49","06"
-11.3003,-75.7163,126,4.5,2015,"05","31","17","58","29"
-17.2144,-72.6821,16,5.3,2001,"07","05","18","09","02"
-7.8431,-76.5288,35,4.9,2005,"12","20","21","45","40"
-6.7787,-81.6405,50,4.5,2012,"05","25","08","50","27"
-14.2866,-73.0737,93,5.6,2002,"10","15","23","50","29"
-4.31,-80.98,31,5.6,1970,"12","10","04","49","43"
-7.2893,-81.483,36,4.5,2015,"05","28","15","17","06"
-3.89,-78.33,112,4.5,1992,"09","10","22","59","00"
-16.2898,-72.4359,41,4.7,2003,"10","05","21","12","11"
-8.666,-74.392,158,5.4,1977,"08","20","18","53","57"
-17.29,-74.2,38,4.8,1964,"02","23","04","35","19"
-5.1186,-82.8937,20,4.8,2013,"11","06","20","34","07"
-2.802,-77.796,33,4.8,1995,"10","23","00","42","11"
-13.92,-76.39,27,4.6,1989,"03","09","00","47","32"
-18.1162,-69.6777,96,4.8,2007,"06","05","15","30","34"
-18.3078,-70.0632,112,4.5,2015,"06","24","19","42","12"
-15.9759,-71.5253,144,4.6,2014,"07","30","07","44","09"
-17.387,-71.986,58,4.9,2001,"06","24","02","10","10"
-3.2999,-77.6627,56,4.9,2018,"08","10","15","03","30"
-9.923,-79.177,35,5.2,1971,"03","16","00","25","00"
-16.2206,-75.0672,28,4.7,1997,"01","20","00","17","54"
-8.5272,-80.6486,27,4.6,2000,"11","03","07","47","24"
-12.44,-71.56,148,4.6,1991,"02","16","17","16","51"
-7.5845,-79.532,14,4.6,2004,"07","31","06","06","56"
-14.68,-76.59,17,4.5,1986,"06","01","15","02","43"
-9.14,-79.4,53,4.8,1995,"06","03","22","12","54"
-6.201,-75.192,35,5.5,1975,"06","03","20","18","04"
-11.6369,-78.0804,43,4.7,2010,"11","08","09","28","08"
-15.74,-75.94,12,4.9,1984,"02","23","11","03","50"
-14.5611,-76.2432,1,4.5,2017,"11","29","20","10","31"
-3.7553,-81.8668,29,4.5,1999,"07","07","23","37","59"
-15.914,-75.272,33,4.6,1986,"07","20","05","52","16"
-16.1099,-75.0767,38,4.5,2007,"06","29","02","58","03"
-8.1087,-78.1398,11,3.6,2021,"05","30","09","20","51"
-16.44,-72.73,35,4.5,1995,"08","01","09","44","37"
-3.6027,-77.399,117,4.6,2015,"03","13","04","17","08"
-15.31,-76.42,26,4.7,1990,"02","11","00","12","05"
-16.7173,-73.2052,26,4.5,2007,"03","27","03","22","11"
-10.282,-78.759,46,5.4,1970,"06","01","05","15","31"
-15.8,-71.17,90,4.9,1967,"02","17","23","26","47"
-7.3248,-80.3429,19,4.8,2011,"01","10","09","04","37"
-9.7399,-78.7325,36,5,2016,"01","04","19","01","50"
-15.6971,-75.0651,30,4.9,1996,"11","22","16","24","34"
-18.0795,-69.7771,130,4.5,2011,"06","02","07","09","48"
-17.5104,-69.7385,140,4.7,2011,"06","25","16","09","53"
-15.6529,-71.8012,10,3.3,2020,"01","29","18","13","16"
-5.0445,-77.2377,38,4.5,2011,"10","01","08","08","40"
-15.7364,-71.7549,5,4.6,2016,"09","09","04","15","57"
-10.8,-74.67,16,5.5,1992,"06","16","01","17","52"
-11.709,-76.1635,79,4.6,2010,"08","11","23","23","26"
-6.8232,-75.8366,27,4.7,2017,"01","19","02","37","27"
-2.78,-80.57,36,5.2,1989,"03","06","11","44","06"
-4.179,-81.6229,38,5.3,2001,"06","24","00","28","32"
-14.6756,-73.7568,96,4.6,2015,"01","04","15","30","38"
-15.609,-73.387,137,4.7,1989,"07","21","01","45","47"
-7.856,-74.608,154,5.3,1978,"06","09","07","35","00"
-7.8891,-74.8638,209,4.6,2013,"04","06","23","25","28"
-9.3249,-79.1971,43,4.6,2001,"05","24","02","24","07"
-8.77,-79.6,31,5,1992,"10","06","00","45","03"
-15.6045,-71.2821,177,4.9,2018,"01","15","14","27","15"
-10.298,-74.299,0,5.1,1972,"12","02","16","21","33"
-9.6143,-80.0886,23,4.6,1996,"03","14","05","55","18"
-11.0988,-74.7898,51,4.5,2003,"11","06","22","51","45"
-10.423,-78.4426,39,4.6,2014,"03","05","14","42","51"
-10.5703,-75.1007,143,4.7,2013,"12","22","10","05","45"
-6.98,-76.72,51,4.6,1993,"05","17","08","48","59"
-14.78,-73.41,190,4.6,1994,"07","16","16","47","02"
-16.9946,-71.5445,40,5,2002,"01","02","17","33","53"
-5.9405,-80.7468,25,4.9,2007,"05","12","04","58","40"
-5.6853,-80.0142,84,4.5,2002,"01","23","09","41","35"
-13.3,-75.5,137,5.3,1961,"10","11","12","28","35"
-17.874,-70.3461,89,4.5,2010,"10","10","01","33","35"
-6.2915,-80.7505,28,5.1,2000,"10","11","23","08","51"
-14.93,-75.45,17,4.5,1995,"11","15","18","53","55"
-14.9883,-72.1359,39,4.5,2011,"06","09","01","04","44"
-15.5319,-74.3166,88,4.5,2015,"09","09","17","39","00"
-4.47,-81.98,33,5.3,1983,"04","13","15","00","34"
-4.1417,-80.8533,31,4.7,2000,"03","14","13","39","53"
-16.31,-76.19,6,5.3,1984,"07","29","14","05","46"
-3.7383,-78.6996,22,4.5,2000,"07","04","19","33","28"
-11.1639,-76.4654,128,4.5,2009,"10","21","13","01","06"
-15.6883,-70.4394,48,4.9,2001,"07","01","21","32","50"
-8.906,-80.8546,57,5.3,2013,"03","17","17","35","51"
-6.298,-81.041,20,5.2,1966,"07","22","19","47","39"
-16.2599,-74.1209,51,4.5,2015,"03","16","08","49","18"
-14.3616,-75.8187,63,4.5,2020,"05","07","18","04","17"
-5.0926,-76.7582,114,5,2017,"06","24","18","22","03"
-12.5839,-76.714,50,4.5,1996,"07","21","06","12","50"
-16.26,-74.24,17,6.1,1990,"01","07","09","06","37"
-8.7494,-80.1416,49,5.3,2012,"05","15","01","50","37"
-9.66,-74.44,155,5.2,1984,"05","03","10","02","14"
-14.5329,-76.415,24,4.5,2010,"09","29","00","39","07"
-17.306,-73.304,33,4.1,2001,"06","24","10","50","47"
-13.34,-76,61,4.5,1985,"05","01","08","36","04"
-15.7101,-70.5512,233,4.8,2013,"11","29","19","19","20"
-13.4554,-74.4133,91,4,2020,"08","15","23","40","09"
-15.6,-76.1,10,4.6,1966,"10","27","00","16","51"
-9.101,-77.61,25,5.2,1970,"06","01","06","11","55"
-10.399,-74.916,37,5.3,1980,"07","28","08","56","03"
-18.3612,-71.4229,47,5,2006,"05","25","18","01","54"
-11.447,-77.9073,62,4.5,2001,"11","23","17","17","23"
-12.785,-76.9271,49,4.8,2014,"11","25","07","16","47"
-16.204,-73.667,45,3.8,2021,"10","04","04","39","27"
-17.585,-69.8279,150,4.9,2011,"09","14","14","52","46"
-4.66,-79.38,100,4.6,1993,"05","02","05","12","35"
-13.8575,-76.1933,78,4.7,2011,"09","04","12","32","19"
-7.7142,-76.2848,123,4,2020,"05","19","15","33","38"
-13.4672,-74.928,105,4.5,2011,"01","16","04","23","14"
-8.3458,-73.6163,81,4.5,1998,"02","15","10","49","28"
-4.3274,-80.7271,38,4,2020,"11","11","11","59","13"
-13.5431,-76.025,61,4.8,2016,"05","21","13","41","50"
-5.9422,-76.747,11,4.9,2000,"07","20","04","12","04"
-8.2517,-75.7247,131,4.7,2013,"11","02","12","45","43"
-11.02,-78.18,50,4.9,1991,"04","13","15","49","32"
-15.144,-75.651,33,4.6,1986,"10","17","15","31","26"
-15.002,-70.6748,229,4.5,2013,"06","17","23","18","13"
-15.5237,-70.7563,222,4.9,2016,"01","12","14","09","52"
-7.2,-76.4,33,5.8,1961,"11","29","20","38","09"
-5.57,-76.87,87,5.3,1991,"04","07","23","16","24"
-15.78,-72.98,75,5.1,1986,"02","22","02","20","52"
-17.9897,-70.3816,112,4.5,2016,"04","24","00","20","55"
-11.6471,-78.1663,38,4.5,2006,"06","27","21","07","43"
-6.1297,-81.9684,5,4.6,2021,"12","23","23","02","34"
-11.5498,-73.0881,39,4.5,2014,"04","29","11","06","46"
-3.5217,-80.8752,22,4.8,2019,"04","22","01","04","48"
-2.769,-81.1133,28,4.6,2005,"01","25","11","53","18"
-15.8313,-71.5259,155,4.7,2016,"05","26","12","42","41"
-4.2235,-80.6846,33,4.5,1998,"07","08","15","41","26"
-8.2898,-77.2196,35,4.5,2010,"12","07","21","11","04"
-18.4655,-71.2745,25,5.2,2015,"03","18","05","39","17"
-3.849,-80.1946,36,4.5,2011,"04","24","10","48","25"
-17.437,-70.614,126,4.8,1990,"03","16","00","29","21"
-5.297,-76.699,54,4.3,2002,"07","06","02","10","38"
-17.0954,-72.6831,55,4.5,2001,"06","27","14","15","53"
-12.604,-77.801,25,5.3,1974,"09","27","16","09","03"
-17.329,-72.8821,50,4.8,2001,"07","08","02","38","04"
-17.583,-72.762,106,4.2,1996,"04","04","17","14","14"
-11.3357,-73.675,139,4.8,2018,"11","30","18","36","22"
-5.64,-77.18,38,5.1,1968,"06","19","09","28","01"
-15.8152,-71.9281,128,4.6,2013,"11","07","00","01","36"
-10.8521,-78.0706,70,4.9,2011,"01","24","08","20","44"
-14.42,-75.03,98,4.9,1990,"02","16","18","53","52"
-6.09,-77.61,68,4.8,1989,"10","07","01","18","16"
-4.1672,-77.2844,131,4.7,2012,"07","24","04","28","42"
-14.63,-75.68,42,4.8,1991,"02","06","13","19","08"
-16.7522,-70.8762,147,4.7,2016,"05","15","00","19","03"
-15.9192,-72.9506,108,4.6,2018,"01","11","14","36","34"
-13.14,-75.93,24,4.9,1986,"12","26","11","56","53"
-8.501,-74.4626,178,4.8,1998,"08","11","06","24","11"
-11.0933,-73.7624,13,4.9,1997,"10","25","13","14","06"
-8.9712,-79.6398,30,4.6,2011,"08","09","23","57","56"
-8.9969,-79.3166,43,4.9,2018,"04","26","12","40","45"
-14.9,-70.7,119,5.1,1962,"03","22","20","50","36"
-12.52,-78.4,24,4.6,1995,"09","12","18","58","19"
-2.541,-77.674,33,4.6,1995,"10","03","04","58","20"
-16.7418,-72.6082,79,4.5,2008,"01","15","23","34","54"
-15.9893,-72.2818,119,4.6,2015,"05","04","00","40","59"
-6.9545,-75.5824,176,4.7,2015,"01","04","15","27","54"
-16,-74.99,50,4.6,1994,"02","05","00","37","54"
-16.194,-74.0775,48,4.5,2019,"05","14","02","04","53"
-14.2363,-73.4828,89,4.3,2021,"08","12","19","34","32"
-15.4135,-70.8745,9,4.5,2016,"12","02","02","16","28"
-10.5311,-78.4045,31,4.9,2011,"01","16","03","22","55"
-16.589,-73.4255,24,4.1,2020,"04","24","01","40","07"
-5.5762,-76.3891,127,4.5,2021,"12","31","17","17","59"
-9.08,-75.96,133,4.5,1994,"08","08","06","28","24"
-8.42,-74.22,115,5.2,1983,"01","31","12","27","20"
-6.2,-81.03,25,5.8,1995,"11","30","18","00","35"
-7.6541,-78.9033,110,4.5,2014,"11","26","05","42","11"
-6.8134,-81.0015,37,4.5,2018,"01","21","04","13","00"
-8.4816,-75.5478,56,4.7,2010,"11","15","03","35","14"
-17.8012,-72.2576,55,5.2,2001,"07","07","12","22","31"
-15.892,-70.8429,197,5.2,2012,"03","13","21","30","57"
-11.8949,-73.289,6,4.6,2000,"04","15","08","22","43"
-14.6997,-76.3068,49,4.8,2006,"01","06","06","39","49"
-16.663,-74.269,35,5,1991,"11","06","23","48","07"
-12.2387,-77.694,52,3.4,2020,"09","26","03","06","43"
-16.02,-74.63,29,4.5,1989,"05","17","20","49","02"
-15.7336,-71.9849,8,3.7,2021,"03","07","23","36","32"
-11.43,-74.65,142,4.5,1990,"08","31","22","10","51"
-14.9171,-76.0657,19,4.9,2013,"10","19","16","28","51"
-11.41,-75.73,17,5,1995,"02","18","05","15","53"
-17.3137,-72.4765,14,4.6,2001,"07","05","01","23","04"
-14.7076,-74.0072,104,4,2020,"01","08","20","21","49"
-10.07,-78.38,42,5.5,1990,"11","22","14","25","02"
-10.2317,-79.8283,29,4.9,1996,"08","21","04","11","28"
-11.502,-78.399,83,5.1,1967,"10","16","01","31","48"
-16.353,-74.6307,34,5,2017,"04","01","14","07","30"
-14.8338,-74.5225,37,4.7,1998,"12","04","05","02","19"
-13.8,-74.1,128,4.9,1989,"07","13","14","31","22"
-9.3552,-79.1852,47,4.5,2000,"04","26","19","29","31"
-12.779,-77.6029,18,4.1,2020,"02","22","05","33","33"
-4.347,-77.023,112,6.6,1975,"03","18","17","21","26"
-18.532,-69.706,81,4.8,2013,"11","27","20","30","50"
-8.254,-80.468,30,5.5,1977,"10","20","10","00","04"
-10.7747,-75.1595,31,5,2017,"08","03","07","35","55"
-4.1014,-77.5798,56,4.6,2014,"01","27","11","09","55"
-16.457,-72.769,88,4.5,1993,"12","14","19","31","20"
-18.1489,-70.2891,140,4.8,2012,"12","31","23","11","12"
-17.27,-72.46,33,5.4,1988,"04","14","09","03","06"
-9.0252,-75.1356,132,4,2021,"04","04","10","17","54"
-6.4954,-80.8892,23,5.1,2013,"07","04","02","59","22"
-15.388,-75.2637,41,4.5,2011,"01","13","08","33","51"
-16.0942,-75.3857,23,4.9,1999,"08","31","15","00","18"
-11.79,-77.95,47,4.7,1995,"03","08","12","11","39"
-11.93,-77.61,45,4.8,1989,"04","27","02","05","00"
-15.7001,-71.872,9,5,2017,"04","30","14","50","48"
-16.5214,-72.7949,86,5.1,2020,"08","01","08","25","27"
-14.9143,-73.6102,110,5,2015,"12","25","05","33","00"
-4.2116,-80.8311,32,4.2,2019,"08","03","07","25","06"
-16.702,-72.572,81,4.4,2008,"01","16","23","34","53"
-15.8664,-72.3602,91,4.6,2010,"09","17","15","55","12"
-10.4281,-75.3043,146,4.8,1997,"04","15","01","37","52"
-13.07,-76.19,60,4.9,1992,"01","12","21","22","45"
-10.8971,-78.3499,22,4.5,2015,"06","13","10","45","58"
-8.8266,-74.9263,44,5.3,2016,"10","01","19","47","43"
-14.2308,-76.4853,24,4.5,2008,"10","28","02","32","37"
-17.166,-69.29,178,5.1,1984,"01","04","10","10","54"
-3.4467,-75.274,168,4.6,1999,"06","08","10","24","30"
-15.6264,-72.1193,141,5,2014,"01","18","05","54","21"
-14.4542,-73.484,90,4.7,2014,"11","02","22","02","50"
-13.9833,-75.7617,60,4.5,2016,"11","19","11","18","04"
-5.2985,-79.2363,122,5,2000,"01","15","19","51","28"
-13.3295,-75.8489,76,4.5,1997,"08","14","11","32","07"
-9.9914,-78.8013,39,5.3,2015,"03","28","22","19","32"
-15.469,-75.1975,22,4.5,2014,"10","23","03","04","24"
-17.844,-71.9475,74,4.7,1999,"08","09","17","29","10"
-5.4191,-78.8228,25,4.8,2015,"01","09","08","15","47"
-2.5357,-80.6747,10,4.9,2018,"11","17","12","55","34"
-17.06,-72.53,64,4.9,1983,"08","19","09","23","22"
-14.9198,-75.9983,17,4.7,2016,"01","06","02","00","20"
-7.8612,-78.5991,78,4.5,2000,"10","18","16","40","59"
-5.66,-75.44,64,6.8,1994,"06","06","20","49","35"
-10.1972,-78.9917,54,4.9,2011,"06","13","23","47","27"
-15.5808,-70.4924,236,4.5,2016,"11","04","10","40","45"
-15.7409,-75.2377,14,5,2014,"03","20","07","07","52"
-16.3067,-74.6803,21,5,2017,"03","16","23","31","36"
-15.1154,-74.9252,26,4.5,1996,"07","19","02","55","02"
-14.9955,-75.6232,30,4.5,1996,"11","18","12","38","31"
-6.7,-80.9,71,4.6,1965,"05","11","00","58","31"
-16.6366,-73.4095,31,5.3,2001,"06","24","16","15","01"
-5.9056,-77.1497,22,4.5,1997,"05","06","16","44","34"
-12.88,-76.76,50,5.3,1987,"11","27","08","20","37"
-16.06,-72.53,62,6,1984,"06","18","11","19","13"
-15.6,-75.66,8,4.7,1985,"06","27","09","34","58"
-3.8642,-75.5683,181,5,2020,"01","30","22","10","12"
-17.525,-72.361,37,5.1,1972,"05","07","11","31","49"
-5.8955,-78.8082,22,4.5,2004,"04","13","07","35","38"
-8.6042,-75.0694,152,4.5,1999,"07","28","12","56","59"
-15.717,-71.7548,6,5.3,2016,"02","20","02","05","48"
-4.9853,-76.5366,57,4.5,1997,"10","14","09","18","44"
-13.499,-76.91,48,4.2,2007,"08","20","09","08","09"
