"LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","AÑO_UTC","MES_UTC","DIA_UTC","HORA_UTC","MINUTO_UTC","SEGUNDO_UTC"
-4.2955,-76.2308,136,4.5,2011,"12","11","17","54","11"
-17.9683,-69.4889,128,4.5,2011,"12","11","21","00","39"
-15.282,-73.4191,103,4.7,2011,"12","11","22","29","13"
-8.686,-74.3744,171,4.6,2011,"12","12","13","02","28"
-13.3663,-77.1138,7,4.8,2011,"12","12","14","38","23"
-11.8449,-75.6835,117,4.5,2011,"12","13","05","42","16"
-8.5197,-78.6936,47,4.5,2011,"12","13","16","07","01"
-6.217,-76.0815,152,4.6,2011,"12","13","19","04","29"
-3.8798,-78.2686,143,4.5,2011,"12","13","23","02","56"
-3.9243,-77.9567,109,4.5,2011,"12","14","03","52","06"
-9.1779,-75.4583,161,4.7,2011,"12","14","09","50","11"
-10.7486,-78.3108,55,4.7,2011,"12","14","23","43","33"
-13.7795,-75.7195,79,4.6,2011,"12","15","06","06","12"
-4.6062,-76.0392,206,4.5,2011,"12","15","11","04","47"
-5.4793,-77.3403,27,4.5,2011,"12","15","22","32","43"
-9.9479,-78.8761,55,4.9,2011,"12","16","09","37","58"
-14.9902,-74.4025,102,4.5,2011,"12","18","07","58","33"
-16.2642,-73.8609,71,4.5,2011,"12","18","12","34","29"
-12.2521,-77.3847,44,5.2,2011,"12","19","05","37","57"
-15.0626,-72.3708,145,4.6,2011,"12","19","07","06","29"
-12.0272,-75.5916,56,4.5,2011,"12","21","08","17","23"
-9.2958,-79.3565,44,4.5,2011,"12","22","03","59","13"
-12.1614,-77.5445,21,4.5,2011,"12","24","06","59","01"
-13.4942,-74.849,98,4.5,2011,"12","25","19","24","11"
-12.8897,-76.9768,41,4.9,2011,"12","26","20","29","40"
-4.568,-80.506,12,4.6,2011,"12","28","07","43","12"
-8.7243,-75.7659,162,4.9,2011,"12","28","09","45","31"
-17.3204,-70.805,32,4.5,2011,"12","28","19","22","44"
-15.7085,-70.6057,215,5.1,2011,"12","29","03","32","45"
-12.633,-76.889,72,5.2,2011,"12","29","13","45","41"
-17.7961,-69.4873,158,4.5,2011,"12","29","18","16","49"
-14.7593,-76.0162,54,5.6,2011,"12","30","09","22","13"
-11.4046,-76.6452,26,4.5,2012,"01","02","01","10","31"
-11.2408,-76.7174,22,4.5,2012,"01","02","04","19","22"
-7.4004,-74.9602,176,4.6,2012,"01","02","10","21","13"
-9.4538,-74.2603,59,4.6,2012,"01","02","12","05","19"
-11.0586,-74.5334,0,4.5,2012,"01","03","02","28","17"
-10.1657,-73.946,60,4.7,2012,"01","04","05","37","32"
-9.6906,-75.0472,151,4.8,2012,"01","05","00","52","40"
-17.0157,-71.9686,59,4.7,2012,"01","05","05","27","06"
-7.0642,-80.545,76,4.5,2012,"01","05","14","02","57"
-14.9111,-71.9649,147,4.5,2012,"01","05","23","47","27"
-13.3501,-76.7271,54,4.6,2012,"01","06","05","57","00"
-10.819,-76.9648,134,4.6,2012,"01","06","10","50","53"
-6.3388,-74.7203,77,4.6,2012,"01","06","22","45","20"
-16.4759,-71.7373,65,4.5,2012,"01","07","20","05","26"
-16.7521,-71.831,25,4.8,2012,"01","07","20","19","20"
-9.4408,-79.1971,58,4.6,2012,"01","07","22","04","57"
-7.7269,-74.2819,176,4.9,2012,"01","08","07","35","38"
-15.7829,-72.5635,132,4.7,2012,"01","09","00","39","01"
-9.0175,-74.7376,148,4.8,2012,"01","09","04","34","44"
-11.2321,-73.8635,138,4.8,2012,"01","09","20","16","09"
-14.8731,-72.9876,123,5.3,2012,"01","11","18","58","34"
-15.2948,-72.2467,152,4.5,2012,"01","12","00","43","21"
-14.593,-76.3027,20,5.1,2012,"01","13","05","13","16"
-9.14,-79.1076,105,4.6,2012,"01","13","10","16","54"
-15.895,-73.9359,84,4.7,2012,"01","13","13","45","10"
-14.6765,-76.2524,42,4.6,2012,"01","13","17","34","35"
-13.3818,-74.8442,93,4.5,2012,"01","13","17","41","42"
-9.2664,-74.2496,98,4.9,2012,"01","13","23","15","04"
-7.7173,-74.9565,156,4.7,2012,"01","16","03","43","15"
-11.6329,-74.6998,123,4.9,2012,"01","16","23","49","11"
-8.6399,-74.3697,166,4.9,2012,"01","17","11","53","23"
-4.2492,-78.6329,24,4.5,2012,"01","17","15","21","17"
-13.0257,-76.1293,107,4.8,2012,"01","18","04","57","54"
-15.1807,-73.2712,88,4.5,2012,"01","18","12","48","51"
-3.044,-82.703,35,4.7,2012,"01","19","10","18","03"
-16.3805,-73.6963,54,4.6,2012,"01","19","13","04","00"
-9.4084,-79.3033,57,4.7,2012,"01","21","06","53","57"
-10.8859,-78.0238,31,4.7,2012,"01","21","09","20","23"
-16.2269,-73.7368,84,4.5,2012,"01","21","18","50","42"
-15.4534,-72.3703,147,4.7,2012,"01","22","08","07","33"
-9.2567,-79.0901,68,4.9,2012,"01","22","14","06","31"
-4.3034,-80.8376,51,4.5,2012,"01","22","15","41","18"
-10.9828,-75.003,139,4.6,2012,"01","22","18","05","15"
-7.1579,-76.9005,46,4.5,2012,"01","22","22","04","35"
-11.9755,-77.6857,34,4.6,2012,"01","23","02","31","15"
-7.055,-76.2117,117,4.5,2012,"01","23","03","48","19"
-15.22,-74.4053,41,4.5,2012,"01","23","04","14","03"
-15.2581,-75.7314,20,4.6,2012,"01","24","03","43","43"
-14.9541,-72.4509,129,4.7,2012,"01","25","00","09","05"
-9.7911,-78.8446,56,4.6,2012,"01","25","09","00","31"
-15.5189,-72.0995,120,4.5,2012,"01","26","08","43","36"
-10.3845,-75.4225,13,4.7,2012,"01","26","10","42","40"
-6.0178,-80.8506,33,4.5,2012,"01","26","21","23","07"
-8.7132,-74.8306,144,4.8,2012,"01","27","14","03","49"
-12.873,-75.6515,102,4.5,2012,"01","27","16","19","25"
-8.0554,-76.4028,182,4.8,2012,"01","28","03","58","40"
-14.5853,-72.7337,114,4.5,2012,"01","28","07","32","21"
-14.7461,-72.8815,110,4.7,2012,"01","28","09","31","56"
-6.8965,-76.0815,144,4.6,2012,"01","28","11","52","46"
-5.4105,-76.8404,38,4.5,2012,"01","29","05","50","09"
-16.794,-69.838,207,4.6,2012,"01","29","06","08","22"
-4.2307,-80.6021,51,4.5,2012,"01","29","22","38","44"
-14.3158,-76.0025,49,6.4,2012,"01","30","05","10","59"
-14.2431,-75.819,58,4.5,2012,"01","30","14","20","43"
-8.704,-80.268,55,5.2,2012,"02","01","04","49","42"
-16.3525,-73.8424,64,5.3,2012,"02","02","04","50","47"
-9.7993,-78.8555,76,5,2012,"02","03","05","02","41"
-16.3905,-72.642,89,4.9,2012,"02","03","13","47","55"
-14.8634,-74.7414,42,4.9,2012,"02","04","04","40","54"
-15.6373,-70.9008,176,5.2,2012,"02","05","20","58","49"
-15.0549,-72.0994,142,4.7,2012,"02","06","16","45","16"
-15.1764,-71.7409,153,4.9,2012,"02","06","20","47","17"
-15.0251,-71.9288,144,4.7,2012,"02","06","22","32","30"
-3.5497,-77.4799,56,5.1,2012,"02","07","02","18","24"
-16.906,-72.8881,77,4.9,2012,"02","07","14","53","16"
-9.5893,-74.2714,143,4.7,2012,"02","09","11","25","58"
-7.9521,-76.8795,43,4.7,2012,"02","10","00","16","26"
-8.6159,-80.652,55,4.6,2012,"02","10","14","39","31"
-16.0923,-74.3172,28,4.7,2012,"02","11","00","07","34"
-14.8843,-74.747,52,4.9,2012,"02","11","00","40","03"
-13.3211,-77.0163,53,4.9,2012,"02","11","04","27","16"
-6.193,-77.0422,136,5.1,2012,"02","11","04","44","18"
-15.1118,-71.7366,137,4.6,2012,"02","11","21","30","43"
-16.8919,-71.9223,48,4.5,2012,"02","12","04","19","47"
-15.6124,-74.3592,71,5.3,2012,"02","12","09","28","15"
-15.4231,-74.2202,53,4.5,2012,"02","12","11","05","39"
-15.0881,-72.6479,130,4.6,2012,"02","12","15","52","12"
-18.4063,-70.1132,144,5.2,2012,"02","14","02","15","38"
-12.3096,-77.3945,47,5.2,2012,"02","14","04","42","15"
-18.478,-69.8765,158,5,2012,"02","14","14","08","40"
-16.7991,-69.5246,199,4.7,2012,"02","16","02","34","41"
-15.8783,-71.7904,147,4.7,2012,"02","16","04","23","27"
-7.837,-80.2383,57,4.5,2012,"02","16","12","53","50"
-8.3081,-75.1569,144,4.8,2012,"02","16","22","48","31"
-9.5043,-75.8003,125,4.6,2012,"02","16","23","10","19"
-13.3672,-74.9487,110,4.5,2012,"02","17","07","11","47"
-3.2338,-77.6073,102,4.7,2012,"02","18","07","23","24"
-16.4992,-74.0264,25,4.6,2012,"02","18","13","20","17"
-14.4749,-75.4904,60,4.5,2012,"02","19","02","56","09"
-15.9123,-72.332,139,4.6,2012,"02","19","07","32","02"
-4.6057,-78.1246,56,5,2012,"02","19","08","51","43"
-7.3156,-74.4953,187,4.6,2012,"02","20","01","19","16"
-4.748,-76.5581,260,4.5,2012,"02","20","10","30","19"
-9.487,-75.0586,142,4.9,2012,"02","21","07","31","07"
-9.649,-77.0535,128,4.7,2012,"02","21","10","05","02"
-14.4326,-76.0823,53,4.6,2012,"02","22","17","30","58"
-13.4337,-76.6033,76,4.8,2012,"02","23","06","03","18"
-5.1889,-75.4089,141,4.7,2012,"02","23","11","23","15"
-14.1431,-75.0694,91,4.5,2012,"02","23","12","59","18"
-2.3239,-76.4056,176,5,2012,"02","24","02","56","45"
-16.3517,-73.7501,34,4.5,2012,"02","24","04","58","15"
-8.0135,-74.4832,165,4.6,2012,"02","24","05","46","50"
-15.2477,-72.9812,108,5.1,2012,"02","24","06","50","09"
-15.532,-72.9846,126,4.6,2012,"02","24","06","56","35"
-3.833,-81.049,42,4.8,2012,"02","24","17","40","56"
-18.0465,-69.3077,122,4.5,2012,"02","26","03","12","10"
-8.306,-73.7133,191,4.9,2012,"02","26","05","24","17"
-8.6405,-75.0961,138,4.9,2012,"02","26","08","11","13"
-9.0024,-79.2829,42,4.5,2012,"02","26","13","34","39"
-6.9401,-75.6829,57,4.5,2012,"02","26","21","42","14"
-15.998,-69.464,241,4.3,2012,"02","27","02","37","29"
-5.4341,-76.9417,139,4.8,2012,"02","27","17","17","16"
-16.3549,-74.261,15,4.5,2012,"02","27","21","13","34"
-16.9306,-72.5717,42,4.5,2012,"02","28","11","05","33"
-8.6362,-80.1522,55,5,2012,"02","29","02","15","18"
-10.3892,-74.7817,35,4.9,2012,"02","29","02","39","21"
-5.8969,-81.0937,3,4.5,2012,"02","29","03","42","05"
-8.7036,-80.1178,49,4.6,2012,"02","29","05","41","58"
-9.2356,-80.2674,56,4.5,2012,"02","29","05","58","13"
-6.422,-77.5256,55,4.5,2012,"02","29","05","59","38"
-8.3216,-80.2123,50,4.6,2012,"02","29","07","48","20"
-12.8454,-76.9238,53,4.8,2012,"02","29","08","50","13"
-8.7402,-78.7807,72,4.5,2012,"02","29","09","56","59"
-9.8766,-74.1538,153,4.9,2012,"03","01","03","59","59"
-4.2456,-80.6242,75,4.7,2012,"03","01","07","57","24"
-11.9363,-75.687,105,4.5,2012,"03","04","09","14","31"
-7.5081,-80.6848,56,4.5,2012,"03","04","12","13","42"
-7.2513,-78.6945,0,4.5,2012,"03","04","21","33","49"
-6.1363,-81.0812,30,4.5,2012,"03","06","11","21","47"
-11.2241,-78.4813,35,4.7,2012,"03","07","13","23","36"
-8.189,-76.3812,138,4.9,2012,"03","08","02","30","35"
-15.9358,-73.1366,128,4.6,2012,"03","08","13","26","46"
-10.9766,-78.1517,45,4.8,2012,"03","08","17","42","58"
-7.6197,-80.6314,56,4.5,2012,"03","08","18","06","00"
-14.429,-73.8326,108,4.6,2012,"03","08","19","39","57"
-13.1144,-75.0859,108,4.5,2012,"03","08","20","03","23"
-18.3418,-70.5654,51,4.5,2012,"03","09","01","43","16"
-8.536,-80.292,37,4.8,2012,"03","09","02","03","32"
-5.4525,-77.2136,46,4.9,2012,"03","09","02","35","10"
-5.1728,-77.0797,35,4.5,2012,"03","09","19","46","11"
-15.9742,-73.5358,56,5,2012,"03","10","04","21","53"
-7.4751,-74.5894,168,4.9,2012,"03","10","18","36","36"
-12.5214,-77.1089,53,4.7,2012,"03","11","08","20","32"
-9.0576,-80.2476,56,4.5,2012,"03","11","18","08","21"
-17.3741,-71.3449,63,4.5,2012,"03","12","02","21","56"
-14.2973,-75.7779,68,5.3,2012,"03","12","06","34","56"
-14.1955,-75.6227,64,4.5,2012,"03","12","07","17","13"
-7.1408,-81.1649,57,4.6,2012,"03","12","10","31","58"
-11.9059,-76.2482,108,4.5,2012,"03","13","09","24","47"
-14.3792,-76.1088,42,4.6,2012,"03","13","21","28","35"
-15.892,-70.8429,197,5.2,2012,"03","13","21","30","57"
-10.0609,-76.2058,139,5,2012,"03","14","10","52","35"
-16.3055,-74.5648,56,4.6,2012,"03","15","11","57","58"
-13.3968,-76.2208,65,4.9,2012,"03","15","13","21","30"
-16.5872,-72.085,107,4.7,2012,"03","15","13","26","38"
-5.0474,-76.1024,55,4.5,2012,"03","16","10","55","15"
-16.2619,-74.078,34,4.5,2012,"03","16","13","43","13"
-14.2156,-72.8871,127,4.5,2012,"03","16","15","36","30"
-15.4319,-74.2868,101,4.7,2012,"03","16","18","37","54"
-5.0122,-78.7887,16,4.5,2012,"03","17","14","14","56"
-11.2403,-75.7614,142,4.5,2012,"03","17","18","31","02"
-12.9142,-76.696,56,4.5,2012,"03","18","02","05","30"
-11.0381,-75.9029,130,4.5,2012,"03","18","02","53","21"
-16.0491,-73.5844,141,4.7,2012,"03","18","12","07","13"
-5.3644,-80.2775,60,5.2,2012,"03","19","19","59","09"
-11.2153,-78.1814,51,5.2,2012,"03","19","23","21","30"
-12.8786,-76.1802,77,4.6,2012,"03","20","02","36","26"
-4.9057,-80.3169,45,4.5,2012,"03","21","05","23","28"
-15.3066,-72.4446,138,4.5,2012,"03","22","03","13","15"
-6.9895,-78.8307,31,4.5,2012,"03","22","11","05","30"
-9.484,-75.1298,165,4.6,2012,"03","23","05","38","18"
-9.4339,-75.2037,138,4.6,2012,"03","23","07","25","04"
-6.9026,-75.3965,79,4.5,2012,"03","23","09","26","29"
-14.3341,-74.1426,106,4.8,2012,"03","23","10","31","13"
-15.3615,-72.4249,139,4.5,2012,"03","23","21","01","54"
-7.9297,-78.8466,47,4.5,2012,"03","24","04","23","32"
-6.3225,-80.2024,51,4.9,2012,"03","24","06","52","07"
-18.1746,-69.5374,138,4.9,2012,"03","24","11","46","24"
-15.4107,-70.5203,213,5,2012,"03","24","14","39","22"
-8.279,-79.7533,57,4.5,2012,"03","24","22","12","10"
-10.5978,-78.2909,27,4.6,2012,"03","25","03","24","48"
-7.677,-75.8066,139,5.1,2012,"03","25","22","00","04"
-12.676,-77.8324,35,5,2012,"03","25","23","00","57"
-14.4743,-76.2212,32,4.5,2012,"03","26","11","39","13"
-3.8812,-78.453,136,4.5,2012,"03","27","06","28","19"
-16.0119,-74.2771,34,4.7,2012,"03","27","09","40","15"
-13.0216,-73.9504,81,4.5,2012,"03","27","16","07","32"
-14.2867,-76.0168,39,4.5,2012,"03","27","17","58","57"
-4.1101,-77.3822,55,4.6,2012,"03","28","02","13","30"
-13.5206,-75.9677,84,4.6,2012,"03","28","18","46","45"
-10.4753,-78.1069,56,4.6,2012,"03","28","22","11","01"
-5.5115,-81.0366,2,4.7,2012,"03","29","22","27","33"
-15.5368,-71.212,190,4.5,2012,"03","30","04","09","56"
-18.407,-71.367,35,4.2,2012,"03","30","18","36","24"
-8.6174,-77.2027,144,4.5,2012,"03","31","00","14","20"
-16.1056,-74.3846,54,4.5,2012,"04","01","07","05","43"
-5.1723,-80.8784,50,5.7,2012,"04","03","03","08","02"
-5.1195,-76.8518,17,5,2012,"04","03","09","17","18"
-12.3124,-77.2004,34,4.5,2012,"04","06","13","46","19"
-9.9413,-76.4893,175,4.5,2012,"04","07","04","59","26"
-3.834,-81.215,42,4.2,2012,"04","07","23","54","43"
-15.5502,-74.3047,56,4.5,2012,"04","08","09","50","20"
-7.2843,-74.4485,198,4.6,2012,"04","10","05","46","22"
-16.1213,-74.5842,25,4.7,2012,"04","10","10","47","16"
-15.9247,-73.5575,117,4.8,2012,"04","10","15","05","53"
-10.1722,-74.507,153,4.5,2012,"04","11","01","12","49"
-13.9354,-76.2202,64,4.6,2012,"04","12","01","01","14"
-9.4934,-79.0765,82,4.5,2012,"04","12","01","59","17"
-14.4866,-76.5159,31,4.7,2012,"04","14","06","34","47"
-8.5244,-79.2436,61,5,2012,"04","14","07","01","12"
-10.6504,-78.4381,58,4.9,2012,"04","14","07","11","06"
-8.1311,-75.3726,173,4.5,2012,"04","15","09","18","52"
-4.9748,-79.716,38,4.6,2012,"04","15","16","58","46"
-16.109,-72.0796,52,4.5,2012,"04","16","13","24","56"
-15.2418,-73.8592,63,4.6,2012,"04","17","03","44","59"
-10.2795,-78.5431,63,4.5,2012,"04","17","04","11","26"
-7.164,-76.4186,135,4.7,2012,"04","17","07","50","28"
-11.2521,-73.2831,42,4.5,2012,"04","17","12","06","55"
-15.2653,-74.6544,87,4.9,2012,"04","17","12","26","34"
-7.853,-74.754,182,4.6,2012,"04","17","15","19","47"
-10.3305,-75.6612,78,4.5,2012,"04","17","19","10","48"
-15.7566,-74.7334,58,4.9,2012,"04","17","21","28","20"
-11.2551,-74.4189,57,4.5,2012,"04","18","18","14","24"
-15.7628,-75.5226,11,4.5,2012,"04","19","09","38","20"
-14.9395,-72.0076,146,5.3,2012,"04","19","23","02","44"
-4.6161,-81.2057,47,4.5,2012,"04","20","01","31","59"
-15.8135,-72.0694,140,4.7,2012,"04","20","02","43","26"
-18.028,-71.1163,102,4.5,2012,"04","20","04","21","14"
-6.3096,-76.7146,183,4.5,2012,"04","20","14","19","00"
-14.8876,-71.912,138,5.5,2012,"04","21","11","36","04"
-17.873,-69.4461,172,4.9,2012,"04","22","18","04","52"
-10.261,-76.197,134,5,2012,"04","22","23","45","57"
-15.3299,-75.884,22,5.1,2012,"04","24","02","42","01"
-9.0019,-79.6507,61,5.1,2012,"04","24","08","09","20"
-8.0059,-74.5823,165,5,2012,"04","25","09","37","11"
-15.7795,-73.4401,88,4.5,2012,"04","25","11","56","45"
-15.9815,-74.0116,89,4.7,2012,"04","25","13","25","16"
-16.3222,-71.6411,128,5,2012,"04","25","16","19","38"
-8.935,-80.2321,56,4.5,2012,"04","26","00","16","57"
-16.6674,-74.1365,0,4.6,2012,"04","26","07","57","14"
-14.4987,-76.3931,43,4.7,2012,"04","26","16","02","56"
-13.504,-76.7123,50,4.5,2012,"04","27","06","38","03"
-10.3208,-76.0622,125,4.7,2012,"04","27","07","22","31"
-6.2706,-77.2541,10,4.6,2012,"04","27","08","37","24"
-9.0612,-79.2462,47,4.8,2012,"04","28","04","39","26"
-13.4143,-75.6414,90,4.5,2012,"04","29","02","30","15"
-11.9163,-73.4953,34,4.6,2012,"04","29","03","10","22"
-10.7692,-76.2139,9,4.9,2012,"04","29","05","07","49"
-7.1363,-75.9592,50,4.6,2012,"04","29","06","35","21"
-3.3062,-81.3458,51,4.8,2012,"04","29","06","53","07"
-4.9323,-78.6144,13,4.6,2012,"04","30","11","45","11"
-16.4657,-74.1697,37,4.5,2012,"04","30","12","02","44"
-5.7654,-77.143,25,4.5,2012,"04","30","12","59","33"
-4.5292,-77.6772,139,4.6,2012,"04","30","15","50","01"
-8.5048,-80.3311,77,4.5,2012,"04","30","23","35","57"
-14.7342,-75.0457,51,4.7,2012,"05","02","11","34","44"
-17.6564,-70.8705,103,4.5,2012,"05","02","21","57","11"
-16.7966,-73.8557,10,4.7,2012,"05","03","04","58","59"
-12.8292,-73.8053,85,4.5,2012,"05","03","20","57","45"
-16.2194,-70.6388,211,4.5,2012,"05","04","18","50","48"
-10.5992,-78.481,52,4.9,2012,"05","06","00","10","15"
-13.8895,-75.8881,59,5.8,2012,"05","06","12","40","56"
-13.846,-75.8826,57,4.7,2012,"05","06","13","13","28"
-17.5985,-73.1716,30,5,2012,"05","07","08","10","54"
-15.3326,-71.636,167,4.6,2012,"05","07","23","40","50"
-4.5029,-76.3864,134,4.5,2012,"05","08","05","07","49"
-7.0751,-75.8279,32,4.8,2012,"05","09","09","48","12"
-6.6587,-75.5696,160,4.7,2012,"05","09","12","44","31"
-11.14,-74.58,75,4.6,2012,"05","09","22","47","11"
-10.4561,-74.9615,24,4.9,2012,"05","10","02","33","08"
-8.8388,-79.3277,94,4.8,2012,"05","11","06","54","03"
-11.4462,-78.0169,50,4.5,2012,"05","12","21","39","21"
-16.049,-73.8614,72,4.5,2012,"05","13","12","04","17"
-18.0512,-70.0611,98,6.2,2012,"05","14","10","00","40"
-13.3193,-76.7124,70,4.5,2012,"05","15","00","45","47"
-8.7494,-80.1416,49,5.3,2012,"05","15","01","50","37"
-7.6961,-74.4854,154,4.8,2012,"05","15","02","29","47"
-15.9936,-72.4604,128,4.8,2012,"05","15","02","38","27"
-16.5178,-71.7344,101,4.5,2012,"05","15","07","14","33"
-18.1182,-70.101,73,4.7,2012,"05","15","21","20","35"
-15.8344,-74.6702,28,4.5,2012,"05","15","22","37","14"
-16.7975,-72.9978,45,5,2012,"05","16","01","54","07"
-5.2129,-76.8034,105,4.5,2012,"05","16","06","11","23"
-3.6448,-80.1599,57,4.5,2012,"05","17","01","44","12"
-12.0301,-76.409,100,4.9,2012,"05","17","03","45","27"
-3.4889,-77.8834,54,4.5,2012,"05","18","08","41","25"
-13.0546,-76.7519,66,4.5,2012,"05","18","09","22","32"
-3.2724,-77.0021,93,4.7,2012,"05","18","11","35","58"
-14.6945,-74.8514,101,4.5,2012,"05","20","10","57","09"
-8.9057,-77.9597,81,4.5,2012,"05","20","22","08","28"
-8.6134,-75.6146,110,4.6,2012,"05","21","01","59","55"
-5.871,-81.0821,14,4.5,2012,"05","21","11","29","55"
-10.6116,-74.1228,64,5,2012,"05","22","12","51","19"
-8.335,-75.8439,43,4.5,2012,"05","22","17","49","45"
-7.2171,-77.8677,48,4.5,2012,"05","22","19","32","16"
-9.7231,-78.7891,53,4.7,2012,"05","22","23","38","06"
-16.9938,-71.0709,109,5.3,2012,"05","23","01","04","36"
-15.9935,-74.7935,40,5,2012,"05","23","14","36","40"
-11.2852,-77.5801,73,4.8,2012,"05","23","23","01","54"
-6.7787,-81.6405,50,4.5,2012,"05","25","08","50","27"
-15.0248,-71.9621,133,4.5,2012,"05","25","13","27","09"
-14.9765,-72.734,104,4.5,2012,"05","26","12","08","31"
-10.8945,-73.6301,20,4.7,2012,"05","26","13","59","57"
-15.3879,-72.0194,123,4.5,2012,"05","27","01","22","26"
-13.7076,-76.3661,43,5.1,2012,"05","27","05","21","30"
-10.5782,-75.5469,39,5,2012,"05","27","10","10","30"
-7.562,-78.6491,23,4.5,2012,"05","27","16","47","34"
-2.4658,-75.9372,68,4.6,2012,"05","30","02","24","09"
-15.8972,-73.2263,104,4.5,2012,"05","30","05","26","24"
-10.1704,-74.3713,30,5.2,2012,"05","30","21","58","59"
-8.4303,-74.3023,175,5.1,2012,"05","31","04","57","23"
-11.3635,-77.5326,69,4.6,2012,"05","31","06","35","55"
-9.1048,-74.9513,149,4.8,2012,"05","31","12","31","07"
-17.7375,-69.7125,173,4.9,2012,"06","02","00","22","17"
-5.4882,-75.5096,166,4.5,2012,"06","02","18","10","46"
-15.0991,-75.5352,65,4.8,2012,"06","04","21","37","32"
-8.3058,-76.4844,46,4.5,2012,"06","05","05","07","55"
-9.9286,-78.5365,25,4.5,2012,"06","06","02","17","17"
-15.98,-72.7451,151,6.2,2012,"06","07","16","03","15"
-14.8766,-75.0273,64,4.5,2012,"06","07","21","23","48"
-12.572,-77.194,54,5,2012,"06","08","12","54","19"
-17.2974,-72.9351,16,4.7,2012,"06","09","15","27","58"
-10.6352,-75.086,163,4.8,2012,"06","10","03","55","22"
-13.9086,-75.6066,96,4.5,2012,"06","11","09","55","25"
-18.2222,-70.5107,107,5.3,2012,"06","11","23","37","37"
-14.288,-72.8968,93,4.8,2012,"06","12","07","23","38"
-16.0118,-74.4723,44,4.5,2012,"06","13","00","03","13"
-15.5823,-72.0644,143,4.6,2012,"06","13","03","21","22"
-10.1895,-75.3603,177,4.5,2012,"06","14","06","17","50"
-16.5674,-69.9086,181,4.8,2012,"06","15","03","32","59"
-3.5069,-76.6711,78,4.9,2012,"06","15","20","05","10"
-2.4959,-76.2443,60,5.2,2012,"06","16","00","19","38"
-7.3091,-75.6024,56,4.6,2012,"06","16","07","26","53"
-14.0202,-76.1178,50,4.6,2012,"06","16","10","36","48"
-2.934,-78.0822,76,4.9,2012,"06","16","20","35","09"
-15.2019,-73.4198,147,4.8,2012,"06","16","23","07","17"
-6.488,-80.756,44,4.3,2012,"06","17","03","12","08"
-9.3379,-75.4505,134,5,2012,"06","17","18","49","16"
-8.3957,-74.3342,154,4.9,2012,"06","18","07","43","26"
-5.3258,-77.7919,34,4.7,2012,"06","19","17","49","10"
-15.3956,-71.988,163,4.5,2012,"06","20","13","30","18"
-7.7181,-74.2025,170,4.8,2012,"06","21","04","56","18"
-16.1281,-74.5977,39,4.5,2012,"06","21","10","21","59"
-4.4837,-80.695,66,4.6,2012,"06","21","11","38","29"
-11.7067,-76.9645,96,5.1,2012,"06","21","22","17","10"
-4.6877,-76.735,41,4.6,2012,"06","22","06","22","31"
-11.4402,-73.3304,17,4.5,2012,"06","25","06","52","31"
-13.5112,-76.2055,18,4.8,2012,"06","26","21","17","15"
-11.5679,-76.4444,115,4.5,2012,"06","27","08","04","21"
-13.0393,-76.2025,96,4.9,2012,"06","27","12","41","08"
-8.4276,-74.375,152,4.8,2012,"06","28","00","45","21"
-12.1696,-77.646,44,4.7,2012,"06","28","11","19","00"
-8.6404,-74.6416,133,4.7,2012,"06","29","01","21","56"
-15.6488,-72.6243,126,4.5,2012,"06","29","06","53","15"
-16.4227,-73.3303,66,4.5,2012,"06","30","02","28","28"
-10.9791,-74.7969,9,4.7,2012,"06","30","03","36","26"
-15.6803,-72.6161,134,4.5,2012,"06","30","12","06","45"
-10.9864,-75.9581,51,4.5,2012,"06","30","13","35","08"
-7.8009,-76.1814,188,4.6,2012,"07","01","07","36","22"
-14.656,-76.021,42,6,2012,"07","02","23","31","34"
-14.7685,-76.3689,45,4.7,2012,"07","03","05","31","15"
-4.2778,-76.3827,129,5.4,2012,"07","03","13","47","02"
-11.2271,-73.8327,152,4.7,2012,"07","04","16","25","11"
-18.4597,-71.1939,40,4.5,2012,"07","05","08","44","33"
-16.1983,-73.7028,102,4.7,2012,"07","05","13","02","23"
-15.2655,-73.2163,116,5,2012,"07","05","23","36","47"
-3.8611,-77.0741,104,4.6,2012,"07","06","00","38","55"
-11.9004,-76.3547,22,4.5,2012,"07","06","18","59","06"
-11.8838,-76.3592,24,4.5,2012,"07","06","22","59","46"
-10.4474,-78.5798,36,4.8,2012,"07","09","10","02","55"
-17.762,-70.2628,101,4.8,2012,"07","09","10","15","33"
-14.3622,-75.3021,65,4.7,2012,"07","09","19","21","58"
-17.0669,-70.0043,174,4.7,2012,"07","09","20","53","58"
-14.6712,-75.8555,26,4.5,2012,"07","10","08","31","16"
-15.1807,-72.6469,132,4.5,2012,"07","10","18","42","22"
-16.755,-72.0067,53,4.7,2012,"07","11","05","52","18"
-17.4573,-71.9923,45,4.9,2012,"07","11","18","02","48"
-15.4813,-75.6492,32,5.2,2012,"07","11","20","52","36"
-15.416,-75.6144,21,5.3,2012,"07","11","21","41","47"
-15.6755,-75.8766,5,4.9,2012,"07","12","00","07","38"
-15.4256,-75.6275,39,4.7,2012,"07","12","01","03","06"
-15.4129,-74.9905,51,4.6,2012,"07","12","01","43","33"
-14.1867,-73.1469,116,4.7,2012,"07","12","05","05","31"
-15.4433,-75.6729,31,4.7,2012,"07","12","08","00","20"
