"PANO,C,4","PMES,C,2","CONGLOME,C,6","SUBMUESTRA,C,3","VIVIENDA,C,4","HOGAR,C,2","CODPERSO,C,2","DOMINIO,N,1,0","ESTRATO,N,1,0","CODPANEL,C,8","P103,N,1,0","P104,N,1,0","P105,N,1,0","P106,N,1,0","P107,N,1,0","P108,N,2,0","P109A,N,2,0","P109B,N,2,0","P109C,N,1,0","P200N,N,2,0","P200I,N,2,0","P200A,N,2,0","P200B,N,2,0","P200BB,N,4,0","P200C,N,2,0","P200D,N,2,0","P200DD,N,4,0","P200E,N,2,0","P200F,N,2,0","P200G,N,4,0","P201,N,1,0","P202,N,1,0","P203,N,1,0","P204,N,1,0","P2041,N,1,0","P2042,N,1,0","P2043,N,1,0","P2044,N,1,0","P2045,N,1,0","P2046,N,1,0","P2047,N,1,0","P2048,N,1,0","P2049,N,1,0","P20410,N,1,0","P204A,N,3,0","P205A,N,4,0","P206,N,1,0","P206AA,N,1,0","P207A,N,1,0","P207B,N,4,0","P208B1,N,2,0","P208B2,N,2,0","P208B3,N,4,0","P209A,N,2,0","P209B,N,2,0","P209C,N,2,0","P209D,N,2,0","P209E,N,2,0","P209F,N,2,0","P209G,N,2,0","P209T,N,3,0","P209BB,N,1,0","P209CC,N,3,0","P209H,N,1,0","P209EE,N,1,0","P210,N,1,0","P211A,N,6,0","P211B,N,6,0","P212A,N,6,0","P212B,N,6,0","P212C,N,6,0","P212D,N,6,0","P212E,N,1,0","P213,N,1,0","P214,N,2,0","P215,N,1,0","P216,N,1,0","P217,N,2,0","P218,N,1,0","P219,N,3,0","P220,N,1,0","P222,N,1,0","P223A1,N,1,0","P223A2,N,1,0","P223A3,N,1,0","P223A4,N,1,0","P223A5,N,1,0","P223A6,N,1,0","P223A7,N,1,0","P224,N,1,0","P225,N,1,0","OCU200,N,1,0","I211A,N,6,0","I211B,N,6,0","I212A,N,6,0","I212B,N,6,0","I212C,N,6,0","I212D,N,6,0","INGTOT,N,8,0","INGPRIN,N,8,0","RESIDENT,N,1,0","FA_MAM20,N,8,2"
2020,04,092265,001,0004,11,04,0,5,20041104,3,1,2,0,1,15,5,2,0,4,1,12,4,2020,18,4,2020,28,7,2004,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,704.41
2020,04,092265,001,0008,11,01,0,5,20041101,1,1,2,0,1,31,3,0,3,1,1,12,4,2020,18,4,2020,10,12,1988,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,6,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,800.77
2020,04,092265,001,0008,11,02,0,5,20041102,2,1,2,0,2,28,4,0,6,2,2,12,4,2020,18,4,2020,24,11,1991,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092265,001,0008,11,03,0,5,20041103,3,1,2,0,1,11,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092265,001,0008,11,04,0,5,20041104,3,1,2,0,2,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092265,001,0008,11,05,0,5,20041105,3,1,2,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092265,001,0008,11,06,0,5,20041106,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092265,001,0008,11,07,0,5,20041107,9,2,0,1,2,17,4,0,6,7,7,12,4,2020,18,4,2020,10,12,2002,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,755.13
2020,04,092265,001,0008,11,08,0,5,20041108,9,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092265,001,0011,11,01,0,5,20041101,1,1,2,0,1,32,5,3,0,1,1,12,4,2020,18,4,2020,24,11,1987,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,5,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,800.77
2020,04,092265,001,0011,11,02,0,5,20041102,2,1,2,0,2,30,3,0,4,2,2,12,4,2020,18,4,2020,8,6,1989,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,5,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092265,001,0011,11,03,0,5,20041103,3,1,2,0,1,12,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092265,001,0011,11,04,0,5,20041104,3,1,2,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092265,001,0011,11,05,0,5,20041105,9,1,2,0,1,23,6,5,0,5,5,12,4,2020,18,4,2020,9,10,1996,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,9,0,0,1,5,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,704.41
2020,04,092265,001,0011,11,06,0,5,20041106,9,1,2,0,1,15,5,3,0,6,6,12,4,2020,18,4,2020,14,4,2005,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,1,5,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,704.41
2020,04,092289,001,0001,11,01,0,5,20041101,1,1,2,0,1,48,3,0,5,1,1,12,4,2020,18,4,2020,22,7,1971,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,473.92
2020,04,092289,001,0001,11,02,0,5,20041102,2,1,2,0,2,42,3,0,4,2,2,12,4,2020,18,4,2020,23,1,1978,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092289,001,0001,11,03,0,5,20041103,3,1,2,0,1,17,6,5,0,3,3,12,4,2020,18,4,2020,16,1,2003,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,0,0,0,2,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,704.41
2020,04,092289,001,0001,11,04,0,5,20041104,3,1,2,0,1,13,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092289,001,0002,11,01,0,5,20041101,1,1,2,0,2,30,5,3,0,1,1,12,4,2020,18,4,2020,23,4,1989,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,5,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092289,001,0002,11,02,0,5,20041102,3,1,2,0,2,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092289,001,0002,11,03,0,5,20041103,3,1,2,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092289,001,0003,11,01,0,5,20041101,1,1,2,0,1,37,4,0,6,1,1,12,4,2020,18,4,2020,2,5,1982,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,5,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,0,0,1,800.77
2020,04,092289,001,0003,11,02,0,5,20041102,2,1,2,0,2,37,6,5,0,2,2,12,4,2020,18,4,2020,30,10,1982,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092289,001,0003,11,03,0,5,20041103,3,1,2,0,2,15,5,3,0,3,3,12,4,2020,18,4,2020,1,3,2005,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,755.13
2020,04,092289,001,0003,11,04,0,5,20041104,3,1,2,0,2,11,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092289,001,0003,11,05,0,5,20041105,3,1,2,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092289,001,0003,11,06,0,5,20041106,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092289,001,0004,11,01,0,5,20041101,1,1,2,0,1,35,4,0,6,1,1,12,4,2020,18,4,2020,25,7,1984,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,5,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,0,0,1,800.77
2020,04,092289,001,0004,11,02,0,5,20041102,2,1,2,0,2,35,4,0,6,2,2,12,4,2020,18,4,2020,21,12,1984,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092289,001,0004,11,03,0,5,20041103,3,1,2,0,2,13,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092313,001,0002,11,01,0,5,20041101,1,1,2,0,1,73,5,2,0,1,1,12,4,2020,18,4,2020,7,4,1947,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,473.92
2020,04,092313,001,0002,11,02,0,5,20041102,3,1,2,0,1,46,6,5,0,2,1,12,4,2020,18,4,2020,3,3,1974,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,1,6,0,0,0,0,1,0,0,6,4,4,0,0,0,0,0,0,0,0,1,473.92
2020,04,092313,001,0007,11,01,0,5,20041101,1,1,2,0,2,39,6,5,0,1,1,12,4,2020,18,4,2020,11,7,1980,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092313,001,0007,11,02,0,5,20041102,3,1,2,0,1,13,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092313,001,0007,11,03,0,5,20041103,3,1,2,0,1,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092313,001,0007,11,04,0,5,20041104,5,1,2,0,2,66,4,5,0,4,4,12,4,2020,18,4,2020,6,8,1953,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,487.54
2020,04,092313,001,0007,11,05,0,5,20041105,0,1,2,0,2,25,6,5,0,5,5,12,4,2020,18,4,2020,1,1,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,885,4922,2,0,1,1,99,99,2017,0,4,4,4,4,4,0,20,1,0,1,2,0,0,0,260,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,6,4,1,0,0,260,0,0,0,260,260,1,712.33
2020,04,092313,001,0018,11,01,0,5,20041101,1,1,2,0,1,30,6,5,0,1,1,12,4,2020,18,4,2020,13,5,1989,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,6,0,0,0,0,0,0,1,6,1,2,0,0,0,0,0,0,0,0,1,800.77
2020,04,092313,001,0018,11,02,0,5,20041102,2,1,2,0,2,30,6,5,0,2,2,12,4,2020,18,4,2020,19,4,1990,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,6,1,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092313,001,0018,11,03,0,5,20041103,3,1,2,0,2,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092313,001,0018,11,04,0,5,20041104,3,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092313,001,0020,11,01,0,5,20041101,1,1,2,0,1,44,4,0,6,1,1,19,4,2020,25,4,2020,5,6,1975,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,6,1,4,0,0,0,0,0,0,0,0,1,800.77
2020,04,092313,001,0020,11,02,0,5,20041102,2,1,2,0,2,45,3,0,2,2,2,19,4,2020,25,4,2020,6,5,1974,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,6,1,4,0,0,0,0,0,0,0,0,1,487.54
2020,04,092313,001,0020,11,03,0,5,20041103,3,1,2,0,2,22,6,5,0,3,3,19,4,2020,25,4,2020,5,2,1998,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,755.13
2020,04,092313,001,0020,11,04,0,5,20041104,3,1,2,0,2,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092337,001,0005,11,01,0,5,20041101,1,1,2,0,1,41,7,2,0,1,1,12,4,2020,18,4,2020,5,4,1979,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,5,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,800.77
2020,04,092337,001,0005,11,02,0,5,20041102,2,1,2,0,2,40,6,5,0,2,2,12,4,2020,18,4,2020,7,11,1979,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092337,001,0005,11,03,0,5,20041103,3,1,2,0,1,15,5,4,0,3,2,12,4,2020,18,4,2020,20,6,2004,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,2,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,704.41
2020,04,092337,001,0005,11,04,0,5,20041104,3,1,2,0,1,10,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092337,001,0005,11,05,0,5,20041105,3,1,2,0,1,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092337,001,0006,11,01,0,5,20041101,1,1,2,0,1,34,6,5,0,1,1,19,4,2020,25,4,2020,9,4,1986,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,6,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,1,800.77
2020,04,092337,001,0006,11,02,0,5,20041102,2,1,2,0,2,45,4,0,6,2,2,12,4,2020,18,4,2020,7,4,1975,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0,0,0,1,487.54
2020,04,092337,001,0006,11,03,0,5,20041103,3,1,2,0,1,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092337,001,0006,11,04,0,5,20041104,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2020,04,092337,001,0008,11,01,0,5,20041101,1,1,2,0,1,40,5,2,0,1,1,19,4,2020,25,4,2020,18,7,1979,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,9,0,0,1,6,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,800.77
2020,04,092337,001,0008,11,02,0,5,20041102,2,1,2,0,2,42,5,1,0,2,2,12,4,2020,18,4,2020,27,7,1977,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,0,0,1,6,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,712.33
2020,04,092337,001,0008,11,03,0,5,20041103,3,1,2,0,1,20,6,5,0,3,3,12,4,2020,18,4,2020,12,4,2000,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,2,6,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,1,704.41
2020,04,092337,001,0008,11,04,0,5,20041104,3,1,2,0,2,14,5,3,0,4,4,12,4,2020,18,4,2020,23,5,2005,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,2,5,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,1,755.13
2020,04,092337,001,0008,11,05,0,5,20041105,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
