Marca temporal,¿Cuál es su edad?,¿En qué periodo ingresó a UTEC?,¿A qué carrera perteneces?,¿A qué escala del sistema de pensiones de UTEC perteneces?,¿Has reprobado algún curso?,¿Cuántas veces has reprobado?,¿Qué curso(s) de CIENCIAS GENERALES has reprobado?,"¿Qué curso(s) de HUMANIDADES, ARTE Y CIENCIAS SOCIALES (HACS)has reprobado? ","¿Qué curso(s) de PROYECTOS INTERDISCIPLINARIOS, TESIS Y REAL LIFE EXPERIENCE has desaprobado?",¿Qué curso(s) de GESTIÓN has reprobado?,¿Has jalado algún curso de CARRERA?,"En general, ¿cuáles consideras que han sido los motivos por los que has desaprobado el/los curso(s)?",¿Actualmente te encuentras en riesgo académico?,¿Cuántas veces te has retirado de un curso?,¿Por qué te retiraste?,¿Cuántas horas estudias a la semana?,¿Cuántas horas duermes al día?,¿Cuántas horas a la semana practicas deporte?,¿Cuál es su promedio ponderado acumulado de la carrera? Ingrese solo el número con dos decimales separados por un punto decimal. (Ej: 14.27),¿Cuál fue su promedio ponderado en el primer ciclo?  Ingrese solo el número con dos decimales separados por un punto decimal. (Ej: 14.27),¿Cuál fue su promedio ponderado en el último ciclo (ciclo anterior)?  Ingrese solo el número con dos decimales separados por un punto decimal. (Ej: 14.27)
1/12/2021 15:48:07,20,2019-1,Bioingeniería,E,Si,5,"Introduccion a la Ciencia de la Computacion - Programacion I, Matematicas I - Calculo de una variable - Calculo Vectorial, Quimica General, Fisica I - Introduccion a la Mecanica",Ninguno,Desafios Globales,Ninguno,No,"Porque estaba llevando demasiados cursos., Por problemas personales/familiares., Porque el profesor no enseñaba bien.",No,2,Porque lo iba a desaprobar.,6,6,0,11,8.5,13.8
1/12/2021 15:48:48,17,2021-1,Ing. Mecatrónica,E,Si,4,"Introduccion a la Ciencia de la Computacion - Programacion I, Matematicas I - Calculo de una variable - Calculo Vectorial, Quimica General",Laboratorio de Comunicacion II,Ninguno,Ninguno,No,Por problemas personales/familiares.,No,0,No me he retirado de ningún curso.,6,5,4,11.30,11.30,11.30
1/12/2021 16:20:39,17,2021-1,Ing. Mecánica,D,Si,3,"Introduccion a la Ciencia de la Computacion - Programacion I, Matematicas I - Calculo de una variable - Calculo Vectorial, Quimica General",Ninguno,Ninguno,Ninguno,No,Porque no le dediqué suficiente tiempo a estudiar.,Sí,0,No me he retirado de ningún curso.,4,8,3,14.81,7.80,7.80
1/12/2021 16:56:34,18,2021-1,Ing. Civil,B,No,,,,,,,,,0,No me he retirado de ningún curso.,6,entre 4 a 6 horas en día de semana,0,15.05,15.05,15.05
1/12/2021 17:23:33,21,2018-1,Ing. Química,A,Si,6,"Matematicas I - Calculo de una variable - Calculo Vectorial, Fisica I - Introduccion a la Mecanica, Programación orientada a objetos I - Programación II, Matematicas III - Metodos Numericos, Termodinamica",Laboratorio de Comunicacion I,Ninguno,Ninguno,No,"Por problemas personales/familiares., Porque el profesor no enseñaba bien., Por problemas emocionales.",No,3,"Porque estaba llevando demasiados cursos., Porque el profesor no enseñaba bien., Otro",4,8,5,14.81,10.45,16.69
1/12/2021 17:25:36,19,2020-1,Ing. de la Energía,B,No,,,,,,,,,1,"Porque lo iba a desaprobar., Porque el profesor no enseñaba bien.",18,6,0,15.73,14.10,16.50
1/12/2021 17:48:53,23,2020-1,Ing. de la Energía,C,Si,2,"Fisica II - Fundamentos de Electricidad y Magnetismo, Ciencia de los Materiales",Ninguno,Ninguno,Ninguno,No,"Porque estaba llevando demasiados cursos., Por problemas personales/familiares.",No,2,"No me he retirado de ningún curso., Porque lo iba a desaprobar.",20,7,0,15.89,16.76,15.89
1/12/2021 18:07:35,25,2020-1,Ing. Industrial,E,No,,,,,,,,,1,"Porque lo iba a desaprobar., Por problemas personales/familiares., Porque el profesor no enseñaba bien.",6,8,4,16.7,15,16.5
1/12/2021 18:10:21,17,2020-1,Ing. Química,D,Si,1,Fisica I - Introduccion a la Mecanica,Ninguno,Ninguno,Ninguno,No,Porque me relaje demasiado.,No,0,No me he retirado de ningún curso.,10,7,0,15.41,15.14,15.68
1/12/2021 18:39:41,20,2019-1,Ing. Mecánica,E,Si,4,"Introduccion a la Ciencia de la Computacion - Programacion I, Quimica Experimental - Laboratorio de Quimica General, Fisica I - Introduccion a la Mecanica, Ciencia de los Materiales",Ninguno,Ninguno,Ninguno,No,"Porque no le dediqué suficiente tiempo a estudiar., Porque no asistía a las clases., Porque me relaje demasiado., Por problemas emocionales.",No,3,"Porque lo iba a desaprobar., Por problemas financieros.",5,10,0,11.79,10.64,13.91
1/12/2021 19:18:48,18,2020-2,Ing. Mecánica,Becado por Terceros,No,,,,,,,,,0,No me he retirado de ningún curso.,6,7,0,17.5,17.48,17.52
1/12/2021 19:32:59,21,2021-1,Ing. Industrial,Becado por UTEC,Si,1,Quimica General,Ninguno,Ninguno,Ninguno,No,Otro,No,0,No me he retirado de ningún curso.,6,5,6,13,13,13
1/12/2021 19:56:21,18,2020-2,Ing. Civil,Becado por Terceros,No,,,,,,,,,1,"Porque estaba llevando demasiados cursos., Porque el profesor no enseñaba bien.",1,4,0,15.69,16.48,15
1/12/2021 20:26:29,18,2020-1,Ing. Industrial,E,No,,,,,,,,,0,No me he retirado de ningún curso.,2,8,2,17.43,16.71,17.37
1/12/2021 20:40:06,18,2020-2,Ing. Civil,Becado por Terceros,No,,,,,,,,,0,No me he retirado de ningún curso.,5,6,3,15.42,14.90,15.91
2/12/2021 0:09:36,18,2021-1,Ing. Mecatrónica,Becado por UTEC,No,,,,,,,,,0,No me he retirado de ningún curso.,5,5,0,13,13,13
2/12/2021 8:37:22,19,2020-2,Ing. Química,Becado por Terceros,No,,,,,,,,,0,No me he retirado de ningún curso.,6,8,1,16.67,16.53,16.75
2/12/2021 13:51:50,19,2021-1,Ing. Ambiental,E,Si,6,"Introduccion a la Ciencia de la Computacion - Programacion I, Matematicas I - Calculo de una variable - Calculo Vectorial, Quimica General, Quimica Experimental - Laboratorio de Quimica General",Laboratorio de Comunicacion I,Proyecto Interdisciplinario I,Ninguno,Sí,"Por problemas personales/familiares., Porque el profesor no enseñaba bien., Porque no asistía a las clases., Otro",Sí,0,"Por problemas financieros., Por cruce con mi horario de trabajo., Por problemas personales/familiares., Otro",4,4,2,2.55,2.55,2.55
2/12/2021 19:58:23,19,2020-1,Ing. Mecánica,E,Si,3,"Matematicas I - Calculo de una variable - Calculo Vectorial, Fisica I - Introduccion a la Mecanica",Laboratorio de Comunicacion II,Ninguno,Ninguno,No,"Porque no le dediqué suficiente tiempo a estudiar., Porque me relaje demasiado.",No,0,No me he retirado de ningún curso.,3,6,0,14.44,13.38,15.00
2/12/2021 21:41:54,17,2021-1,Ing. Mecánica,Becado por Terceros,No,,,,,,,,,0,No me he retirado de ningún curso.,1,4,1,15.55,15.55,15.55
3/12/2021 22:33:20,17,2021-1,Ciencias de la Computación,E,Si,1,Matematicas I - Calculo de una variable - Calculo Vectorial,Ninguno,Ninguno,Ninguno,Sí,"Porque el profesor no enseñaba bien., Porque no le dediqué suficiente tiempo a estudiar.",No,0,No me he retirado de ningún curso.,24,7,6,14.81,13.05,13.05
3/12/2021 23:53:31,18,2020-2,Ing. Química,Becado por Terceros,Si,4,"Introduccion a la Ciencia de la Computacion - Programacion I, Matematicas I - Calculo de una variable - Calculo Vectorial, Quimica General, Fisica I - Introduccion a la Mecanica",Ninguno,Ninguno,Ninguno,Sí,"Por problemas personales/familiares., Porque no le dediqué suficiente tiempo a estudiar., Porque me relaje demasiado., Por problemas emocionales.",No,5,"Porque lo iba a desaprobar., Porque estaba llevando demasiados cursos., Por cruce con mi horario de trabajo., Por problemas personales/familiares.",3,6,0,12.05,11.06,13.23
5/12/2021 18:20:45,19,2019-1,Ing. Mecatrónica,E,Si,3,"Introduccion a la Ciencia de la Computacion - Programacion I, Matematicas I - Calculo de una variable - Calculo Vectorial, Fisica I - Introduccion a la Mecanica",Ninguno,Ninguno,Ninguno,Sí,"Por problemas personales/familiares., Porque el profesor no enseñaba bien., Porque no le dediqué suficiente tiempo a estudiar., Por problemas emocionales.",No,2,"Porque lo iba a desaprobar., Por problemas personales/familiares., Porque el profesor no enseñaba bien.",4,4,0,13.73,10.32,14.59
8/12/2021 15:58:47,18,2020-1,Ing. Mecatrónica,C,No,,,,,,,,,1,Porque estaba llevando demasiados cursos.,6,7,0,17.6,17.62,18
