Player ID,Name,Total Earning,Team
KaKa,"Hu, Liangzhi","$109,543.60",EHOME
Faith_bian,Zhang Ruida,"$103,682.57",EHOME
QQQ,"Yao, Yi","$71,235.78",EHOME
MMY!,"Lei, Zengrong","$69,257.75",EHOME
XinQ,Zhao Zixing,"$65,630.03",EHOME
Sylar,"Liu, Jiajun","$64,411.17",EHOME
820,"Zou, Yitian","$62,707.95",EHOME
一方通行,Jiang An,"$54,814.83",EHOME
ASD,"Li, Zhiwen","$51,052.04",EHOME
FCB,"Shen, Jiaqi","$50,000.00",EHOME
sea,"Luo, Bin","$46,620.28",EHOME
NothingToSay,"Cheng, Jin Xiang","$29,954.27",EHOME
garder,"Liu, Xinzhou","$25,656.90",EHOME
Chalice,"Yang, Shenyi","$16,295.62",EHOME
Xm,"Guo, Hongcheng","$16,295.62",EHOME
ZywOo,Mathieu Herbaut,"$334,810.90",Vitality
apEX,Dan Madesclaire,"$333,410.90",Vitality
Fairy,Victor Locquet,"$330,869.21",Vitality
RpK,Cédric Guipouy,"$324,610.90",Vitality
Kaydop,Courant Alexandre,"$292,700.34",Vitality
shox,Richard Papillon,"$212,150.00",Vitality
ALEX,Alex McMeekin,"$183,560.90",Vitality
RocKy,Chevry Corentin,"$173,500.00",Vitality
Scrub,Kyle Robertson,"$155,211.40",Vitality
Alpha54,Yanis Champenois,"$148,579.51",Vitality
Misutaaa,Kévin Rabier,"$139,850.00",Vitality
NBK,Nathan Schmitt,"$133,760.90",Vitality
BadSniper,Zoubiri Naofel,"$90,546.23",Vitality
Nivera,Nabil Benrlitom,"$73,500.00",Vitality
DRG,Evan Depauw,"$60,000.00",Vitality
Oslo,Philippe Carvalho,"$53,207.87",Vitality
Attila,Amadeu Carvalho,"$43,878.28",Vitality
Cabochard,Lucas Simon-Meslet,"$43,878.28",Vitality
JACtroll,Jacob Skurzyński,"$43,878.28",Vitality
Jiizuké,Daniele di Mauro,"$43,878.28",Vitality
Kalàxz,Maxime Thierry,"$40,066.24",Vitality
Kikis,Mateusz Szkudlarek,"$34,867.35",Vitality
Maestro,Corentin Thuillier,"$29,250.00",Vitality
Rafsou,Fouad Fares,"$29,250.00",Vitality
paschy90,Philipp Paschmeier,"$24,043.39",Vitality
Bugha,Kyle Giersdorf,"$3,069,066.67",Sentinels
zombs,Jared Gitlin,"$156,698.00",Sentinels
dapr,Michael Gulino,"$101,300.00",Sentinels
ShahZaM,Shahzeb Khan,"$101,300.00",Sentinels
SicK,Hunter Mims,"$101,300.00",Sentinels
Aspect,Nick McGuire,"$84,391.67",Sentinels
TenZ,Tyson Ngo,"$76,000.00",Sentinels
senoxe,Adam Lau,"$71,661.33",Sentinels
xRetzi,Nathan Telene,"$70,548.00",Sentinels
sinatraa,Jay Won,"$25,300.00",Sentinels
Animal,Owen Wright,"$18,366.67",Sentinels
Impact,Josh Graham,"$18,000.00",Sentinels
Crust,Nicholas Kell,"$17,763.33",Sentinels
Carose,Cayden Bradford,"$17,050.00",Sentinels
StrifeCro,Cong Shu,"$9,050.00",Sentinels
Zyfa,Brian Wielgolaski,"$8,466.67",Sentinels
Rieo,Jaden Leis,"$6,750.00",Sentinels
Greensheep,James Luo,"$2,850.00",Sentinels
peesh,Peyton Schutz,"$2,613.33",Sentinels
Payne,Morgan Redfield Jr.,"$1,500.00",Sentinels
HighSky,Tyler Tereso,$500.00,Sentinels
Ceice,Davis McClellan,"$981,905.47",100 Thieves
Elevate,Hayden Krueger,"$926,183.20",100 Thieves
Rated,Rhys Price,"$136,730.26",100 Thieves
Enable,Ian Wyatt,"$136,658.33",100 Thieves
Tommey,Thomas Trewren,"$134,499.69",100 Thieves
Octane,Sam Larew,"$133,450.00",100 Thieves
Slasher,Austin Liddicoat,"$133,450.00",100 Thieves
Kenny,Kenneth Williams,"$133,325.00",100 Thieves
Priestahh,Preston Greiner,"$128,125.00",100 Thieves
Arkhram,Diego Lima,"$112,400.01",100 Thieves
MrSavage,Martin Foss,"$70,300.00",100 Thieves
Klass,Brandon Weaver,"$52,725.00",100 Thieves
ssumday,"Kim, Chan Ho","$48,358.33",100 Thieves
Ryu,"Yoo, Sang Ook","$43,358.33",100 Thieves
Aphromoo,Zaqueri Black,"$40,025.00",100 Thieves
AZR,Aaron Ward,"$38,100.00",100 Thieves
Gratisfaction,Sean Kaiwai,"$38,100.00",100 Thieves
jkaem,Joakim Myrbostad,"$38,100.00",100 Thieves
jks,Justin Savage,"$38,100.00",100 Thieves
liazz,Jay Tregillgas,"$38,100.00",100 Thieves
AnDa,Andy Hoang,"$34,358.33",100 Thieves
Rikara,Richard Oh,"$32,358.33",100 Thieves
Asuna,Peter Mazuryk,"$23,500.00",100 Thieves
hiko,Spencer Martin,"$23,500.00",100 Thieves
nitr0,Nick Cannella,"$23,500.00",100 Thieves
Slacked,Josiah Berry,"$259,187.50",Luminosity Gaming
FalleN,Gabriel Toledo,"$226,657.29",Luminosity Gaming
coldzera,Marcelo David,"$224,757.29",Luminosity Gaming
fer,Fernando Alvarenga,"$223,957.29",Luminosity Gaming
fnx,Lincoln Lau,"$213,194.79",Luminosity Gaming
TACO,Epitácio de Melo,"$213,194.79",Luminosity Gaming
Octane,Sam Larew,"$167,375.00",Luminosity Gaming
John,Johnathan Perez,"$165,812.50",Luminosity Gaming
ProblemWright,Eric Wright,"$140,450.00",Luminosity Gaming
Classic,Nicholas Di Costanzo,"$133,312.50",Luminosity Gaming
Saints,Renato Forza,"$121,937.50",Luminosity Gaming
JKap,Jordan Kaplan,"$94,250.00",Luminosity Gaming
FormaL,Matthew Piper,"$91,812.50",Luminosity Gaming
WarsZ,Kacey Channer,"$90,068.54",Luminosity Gaming
Slackes,- -,"$65,333.35",Luminosity Gaming
fr0zen,Frank Zhang,"$62,830.00",Luminosity Gaming
Kreo,Nate Kou,"$57,625.00",Luminosity Gaming
yeL,Gustavo Knittel,"$55,150.81",Luminosity Gaming
NEKiZ,Gabriel Schenato,"$52,302.67",Luminosity Gaming
Ninja,Tyler Blevins,"$49,000.00",Luminosity Gaming
chipzy,Hogne Krogsæther,"$43,000.00",Luminosity Gaming
steel,Lucas Lopez,"$42,629.17",Luminosity Gaming
SHOOWTiME,Gustavo Gonçalves,"$39,919.81",Luminosity Gaming
PKL,Vinicios Coelho,"$38,249.81",Luminosity Gaming
JP2,Justin Pate,"$33,000.00",Luminosity Gaming
garder,"Liu, Xinzhou","$677,394.46",CDEC Gaming
Q,"Fu, Bin","$677,394.46",CDEC Gaming
Agressif,"Sun, Zheng","$664,083.66",CDEC Gaming
Xz,"Chen, Zezhi","$659,491.92",CDEC Gaming
Shiki,"Huang, Jiwei","$651,367.02",CDEC Gaming
Victoria,"Chen, Guanhong","$41,173.06",CDEC Gaming
Ame,"Wang, Chunyu","$30,516.93",CDEC Gaming
Demons,Xiao Zuoyi,"$27,656.90",CDEC Gaming
Xm,"Guo, Hongcheng","$27,596.25",CDEC Gaming
James,"Zhou, Yifu","$27,176.25",CDEC Gaming
June,Lin Shiyang,"$23,721.70",CDEC Gaming
Inflame,"He, Yongzheng","$17,260.40",CDEC Gaming
Flyby,"Su, Lei","$15,405.08",CDEC Gaming
Srf,"Sun, Runfa","$14,676.63",CDEC Gaming
Rabbit,"Zhang, Wang","$13,310.80",CDEC Gaming
Super,"Xie, Junhao","$13,310.80",CDEC Gaming
Yao,"Yao, Zhengzheng","$13,310.80",CDEC Gaming
Somnus丶M,Lu Yao,"$12,716.64",CDEC Gaming
Setsu,"Zhenxiong, Gao","$12,492.12",CDEC Gaming
Eve,"Guo, Yuhang","$12,061.98",CDEC Gaming
September,"Xue, Zhichuan","$11,997.82",CDEC Gaming
123,"Shen, Chao","$11,899.52",CDEC Gaming
333-,Wang Yutian,"$10,209.10",CDEC Gaming
Icy,"Wang, Peng","$7,715.40",CDEC Gaming
Mikasa,"Tong, Junjie","$6,115.00",CDEC Gaming
NuoYan,"Guo, Guixin","$466,375.36",eStar Gaming
Alan,"Wang, Tianlong","$449,232.50",eStar Gaming
Cat,"Chen, Zhengzheng","$449,232.50",eStar Gaming
HuaHai,"Luo, Siyuan","$449,232.50",eStar Gaming
Wuming,"Zhang, Cong","$449,232.50",eStar Gaming
XingC,"Kang, Lunhan","$120,420.00",eStar Gaming
Tumi,"Wu, Zhihao","$112,170.40",eStar Gaming
Tiger,"Chen, Hanfei","$111,207.06",eStar Gaming
NccCc,"Li, Tuo","$100,199.80",eStar Gaming
xiaOt,"Sun, Li Wei","$88,040.91",eStar Gaming
Savage,"Xu, Jialong","$29,829.74",eStar Gaming
TiGer,"-, -","$17,142.86",eStar Gaming
伪装,"-, -","$17,142.86",eStar Gaming
星辰,"-, -","$17,142.86",eStar Gaming
橘子,"-, -","$17,142.86",eStar Gaming
火火火,"-, -","$17,142.86",eStar Gaming
酷酷,"-, -","$17,142.86",eStar Gaming
Lucien,"Lv, Wenbo","$12,108.20",eStar Gaming
sw770,"Liu, Xuexiang","$12,108.20",eStar Gaming
CNNo1,"Tao, Liu","$6,348.20",eStar Gaming
Sr,Mei Linsen,"$5,025.60",eStar Gaming
Top,"Hu, Tao","$5,025.60",eStar Gaming
Misaka,"Zhou, Lizhong","$5,000.00",eStar Gaming
Qx,"Li, Qian","$5,000.00",eStar Gaming
Gd,"Chen, Zhiwei","$4,348.20",eStar Gaming
ClearLove,"Ming, Kai","$397,828.45",EDward Gaming
Meiko,"Tian, Ye","$337,504.91",EDward Gaming
Koro1,"Tong, Yang","$245,956.43",EDward Gaming
Scout,"Lee, Ye Chan","$240,845.24",EDward Gaming
Deft,"Kim, Hyuk Kyu","$190,619.19",EDward Gaming
PawN,"Heo, Won Seok","$174,962.49",EDward Gaming
Mouse,"Chen, Yu Hao","$171,690.50",EDward Gaming
iBoy,"Hu, Xian Zhao","$137,352.86",EDward Gaming
U,"Ceng, Long","$100,008.95",EDward Gaming
Ray,"Jeon, Ji Won","$94,371.48",EDward Gaming
Haro,"Chen, Wen Lin","$84,828.06",EDward Gaming
Fzzf,"Feng, Zhuojun","$83,890.55",EDward Gaming
NaMei,"Zhu, Jia Wen","$83,890.55",EDward Gaming
Fireloli,"Zhao, Zhi Ming","$70,979.70",EDward Gaming
Gemini,"Jiayi, Guo","$53,171.55",EDward Gaming
canjian,"Chen, Tianze","$50,333.20",EDward Gaming
m,"Pu, Hao","$50,207.29",EDward Gaming
sk,"Song, Jize","$40,621.21",EDward Gaming
Zet,"Hae, Sung Min","$40,552.46",EDward Gaming
BaeMe,"Kang, Yang Hyun","$36,424.88",EDward Gaming
Aodi,"Zhao, Ao Di","$35,023.77",EDward Gaming
hope,"Wang, Jie","$34,932.31",EDward Gaming
Sr,Mei Linsen,"$29,338.52",EDward Gaming
Ache,"-, -","$27,580.07",EDward Gaming
Chuchen,"Tao, Chuankai","$27,580.07",EDward Gaming
Arcitys,Alec Sanderson,"$447,623.43",eUnited
Prestinni,Preston Sanderson,"$447,123.43",eUnited
Clayster,James Eubanks,"$407,498.43",eUnited
aBeZy,Tyler Pharris,"$309,475.00",eUnited
Simp,Christopher Lehr,"$279,000.00",eUnited
Benji,Ben McKinzey,"$123,800.00",eUnited
PandaCat,Maksim Yanevich,"$123,800.00",eUnited
Varizial,Lucas Spracklin,"$123,800.00",eUnited
PolarBearMike,Michael Heiss,"$122,000.00",eUnited
Venenu,Brandon Casale,"$122,000.00",eUnited
SiLLY,Justin Fargo-Palmer,"$97,023.43",eUnited
Samsora,Ezra Morris,"$42,726.36",eUnited
FeLo,Tyler Johnson,"$41,125.00",eUnited
Gunless,Pierce Hillman,"$40,125.00",eUnited
MarKE,Edgar Maldonado,"$36,183.33",eUnited
Ayjacks,Jackson Carter,"$30,467.87",eUnited
JKap,Jordan Kaplan,"$29,975.00",eUnited
food,Victor Wong,"$28,633.33",eUnited
moose,Kaleb Moose,"$27,804.17",eUnited
dazzLe,Will Loafman,"$24,708.33",eUnited
Cooper,Austin Abadir,"$24,083.33",eUnited
Hockser,Colby James,"$23,342.87",eUnited
Roll,Raul Diaz,"$21,642.87",eUnited
Relyks,Skyler Weaver,"$18,883.33",eUnited
DeMo,Edwin Perez,"$18,875.00",eUnited
Resolut1on,Roman Fominok,"$295,640.14",Team Empire
JoyStiCK,Danil Gabov,"$211,587.80",Team Empire
Scyther,Dmitry Semenov,"$211,587.80",Team Empire
ShepparD,Artur Ipatov,"$211,587.80",Team Empire
Miposhka,Yaroslav Naydenov,"$207,688.01",Team Empire
Silent,Airat Gaziev,"$185,268.15",Team Empire
fn,Lozovoi Rostislav,"$178,231.43",Team Empire
Ghostik,Andrey Kadyk,"$176,362.29",Team Empire
karzheka,Evgeniy Petreshin,"$153,062.14",Team Empire
Dan,Danila Dontsov,"$143,985.40",Team Empire
alwayswannafly,Anton Bondarenko,"$140,778.03",Team Empire
alohadance,Ilya Korobkin,"$128,175.48",Team Empire
RodjER,Vladimir Nikogosyan,"$124,239.60",Team Empire
yoky,Maxim Kim,"$101,507.78",Team Empire
VANSKOR,Ivan Skorokhod,"$74,591.38",Team Empire
Shockwave,Artyom Simakov,"$67,602.40",Team Empire
Always,Dmitry MItrahovich,"$58,525.65",Team Empire
Kas,Mihaylo Hayda,"$52,901.05",Team Empire
Funn1k,Gleb Lipatnikov,"$46,665.45",Team Empire
KingR,Rinat Abdullin,"$44,906.09",Team Empire
Happy,Dmitry Kostin,"$44,462.52",Team Empire
Mag~,Andrey Chipenko,"$43,285.38",Team Empire
NoFear,Alexander Churochkin,"$37,433.34",Team Empire
viOLet,"Kim, Dong Hwan","$31,837.98",Team Empire
Scandal,Roman Sadotenkov,"$30,280.60",Team Empire
Aqua,David Wang,"$1,654,000.00",Cooler Esport
Nyhrox,Emil Bergquist Pedersen,"$1,501,800.00",Cooler Esport
Noward,Howard Castiaux,"$70,066.04",Cooler Esport
4zr,Jérémy Dang,"$66,300.00",Cooler Esport
LeftEye,Theo Broman,"$9,049.11",Cooler Esport
ZQ,Mathéo Bosgiraud,"$8,500.00",Cooler Esport
Gebber,Andreas Djuvfeldt,"$6,799.11",Cooler Esport
Gnaske,Casper Præstensgaard,"$3,190.00",Cooler Esport
SirDel,Matthew Biggins,"$3,190.00",Cooler Esport
Yuki,Oscar Jiang,"$3,190.00",Cooler Esport
Stats,"Kim, Dae Yeob","$434,376.96",Splyce
Shotzzy,Anthony Cuevas-Castro,"$210,375.00",Splyce
Bance,Ben Bance,"$208,137.50",Splyce
Renegade,Jonathan Willette,"$201,125.00",Splyce
Eco,Kevin Smith,"$174,500.00",Splyce
StelluR,Braedon Boettcher,"$174,500.00",Splyce
Jurd,Jordan Crowley,"$172,950.00",Splyce
TY,"Jun, Tae Yang","$172,611.45",Splyce
MadCat,Dylan Dally,"$124,325.00",Splyce
Joshh,Joshua-Lee Shephard,"$93,787.50",Splyce
Zer0,Trei Morris,"$86,725.00",Splyce
Joee,Joseph Pinnington,"$74,000.00",Splyce
Rated,Rhys Price,"$74,000.00",Splyce
Solar,"Kang, Min Soo","$65,412.33",Splyce
Kobbe,Kasper Kobberup,"$60,482.86",Splyce
Aqua,Ulysses Silva,"$49,125.00",Splyce
Temp,Donovan Laroda,"$49,125.00",Splyce
Loony,Daniel Loza,"$48,625.00",Splyce
Boetar,Simon Merlin Heinks,"$40,000.00",Splyce
Fabss,Fabio Nardelli,"$40,000.00",Splyce
Swapxy,Rene Pinkera,"$40,000.00",Splyce
Xerxe,Andrei Dragomir,"$38,246.74",Splyce
Bubu,Jesse Moeller,"$35,875.00",Splyce
Shooter,Ryan Sondhi,"$35,875.00",Splyce
Tommey,Thomas Trewren,"$27,625.00",Splyce
Cellium,McArthur Jovel,"$729,250.00",Atlanta Faze
aBeZy,Tyler Pharris,"$716,750.00",Atlanta Faze
Simp,Christopher Lehr,"$714,250.00",Atlanta Faze
Arcitys,Alec Sanderson,"$486,250.00",Atlanta Faze
MajorManiak,Michael Szymaniak,"$228,000.00",Atlanta Faze
Priestahh,Preston Greiner,"$228,000.00",Atlanta Faze
GRVTY,Thomas Malin,"$6,100.00",Atlanta Faze
Jimbo,Bryan Sabman,"$6,100.00",Atlanta Faze
JurNii,Juan Antonio González,"$6,100.00",Atlanta Faze
Sibilants,Daunte Gray,"$5,700.00",Atlanta Faze
Venom,Carlos Hernandez,"$4,000.00",Atlanta Faze
Spart,Kris Cervantez,"$2,000.00",Atlanta Faze
PaulEhx,Paul Avila,$400.00,Atlanta Faze
MRuiz,Mike Ruiz,$100.00,Atlanta Faze
ChoiHyoBin,"Choi, Hyo Bin","$309,722.22",San Francisco Shock
Moth,Grant Espe,"$309,722.22",San Francisco Shock
super,Matthew DeLisi,"$309,722.22",San Francisco Shock
Rascal,"Kim, Dong Jun","$305,555.55",San Francisco Shock
smurf,"Yoo, Myeong Hwan","$305,555.55",San Francisco Shock
Striker,"Kwon, Nam Joo","$305,555.55",San Francisco Shock
Viol2t,"Park, Min Ki","$305,555.55",San Francisco Shock
ANS,"Lee, Seon Chang","$157,222.22",San Francisco Shock
Twilight,"Lee, Joo Seok","$157,222.22",San Francisco Shock
Architect,"Park, Min Ho","$152,500.00",San Francisco Shock
Nevix,Andreas Karlsson,"$152,500.00",San Francisco Shock
sinatraa,Jay Won,"$152,500.00",San Francisco Shock
ta1yo,Sean Henderson,"$150,000.00",San Francisco Shock
babybay,Andrej Francisty,"$12,500.00",San Francisco Shock
sleepy,Nikola Andrews,"$12,500.00",San Francisco Shock
Danteh,Danteh Cruz,"$4,166.67",San Francisco Shock
dhaK,Daniel Paz,"$4,166.67",San Francisco Shock
iddqd,André Dahlström,"$4,166.67",San Francisco Shock
nomy,David Ramirez,"$4,166.67",San Francisco Shock
coolboy,"Zeng, Ronghua","$383,202.47",Nova eSports
Jimmy,"Xu, Yinjun","$383,202.47",Nova eSports
King,"Lin, Yien","$383,202.47",Nova eSports
Order,"Ceng, Zehai","$383,202.47",Nova eSports
paraboy,"Zhu, Bojun","$383,202.47",Nova eSports
SergioRamos,Sergio Ramos,"$170,358.25",Nova eSports
JUAN,- -,"$51,000.00",Nova eSports
Lp,- -,"$50,000.00",Nova eSports
Terry,- -,"$50,000.00",Nova eSports
Wei,- -,"$50,000.00",Nova eSports
Youzi,- -,"$50,000.00",Nova eSports
Ydd,"Liu, Bo","$38,628.43",Nova eSports
Yi,"Wang, JinHui","$38,628.43",Nova eSports
Tali,- -,"$33,993.29",Nova eSports
Winds,"-, -","$27,500.00",Nova eSports
Lciop,"Huang, Chenghui","$26,937.39",Nova eSports
Littlechen,"Chen, Zexiong","$20,444.10",Nova eSports
Auk,"Li, Hanbin","$17,770.72",Nova eSports
Legend,Huỳnh Đức Huy,"$17,770.72",Nova eSports
Aaron,"Ho, Ho Nam","$16,770.72",Nova eSports
Redeem,"-, -","$11,303.56",Nova eSports
RG,"-, -","$11,303.56",Nova eSports
Tension,"-, -","$11,303.56",Nova eSports
Karnage,Jorge Bailon,"$10,277.43",Nova eSports
ANINI,"Hung, Wei Chih","$9,464.40",Nova eSports
Flash,"Lee, Young Ho","$498,395.82",KT Rolster
Zest,"Joo, Sung Wook","$304,318.17",KT Rolster
Score,"Go, Dong Bin","$184,107.26",KT Rolster
Stats,"Kim, Dae Yeob","$136,753.77",KT Rolster
Life,"Lee, Seung Hyun","$109,562.88",KT Rolster
TY,"Jun, Tae Yang","$103,143.65",KT Rolster
Smeb,"Song, Kyung Ho","$102,468.29",KT Rolster
Mata,"Cho, Se Hyeong","$98,186.62",KT Rolster
Deft,"Kim, Hyuk Kyu","$96,318.62",KT Rolster
Nal_rA,"Kang, Min","$89,026.56",KT Rolster
ChoJJa,"Jo, Yong Ho","$81,435.73",KT Rolster
YellOw,"Hong, Jin-Ho","$79,852.77",KT Rolster
ssumday,"Kim, Chan Ho","$79,375.30",KT Rolster
Ucal,"Son, Woo Hyeon","$71,051.33",KT Rolster
Arrow,"No, Dong Hyeon","$62,934.35",KT Rolster
Luxury,"Park, Chan Soo","$54,425.75",KT Rolster
Reach,"Park, Jung Suk","$46,457.60",KT Rolster
KaKAO,"Lee, Byung Kwon","$44,834.72",KT Rolster
PawN,"Heo, Won Seok","$40,947.56",KT Rolster
Hachani,"Ha, Seung Chan","$35,800.50",KT Rolster
MaFa,"Won, Sang Yeon","$34,403.20",KT Rolster
Ryu,"Yoo, Sang Ook","$34,403.20",KT Rolster
inSec,"Choi, In Seok","$30,107.01",KT Rolster
Nagne,"Kim, Sang Moon","$26,331.84",KT Rolster
Piccaboo,"Lee, Jong Beom","$23,713.21",KT Rolster
Rogue,"Lee, Byung Ryul","$874,105.60",Jin Air Green Wings
Maru,"Cho, Sung Choo","$797,821.60",Jin Air Green Wings
sOs,"Kim, Yoo Jin","$464,626.80",Jin Air Green Wings
Trap,"Cho, Sung Ho","$217,540.09",Jin Air Green Wings
Cure,"Kim, Doh Wook","$93,184.54",Jin Air Green Wings
Creator,"Jang, Hyun Woo","$42,350.75",Jin Air Green Wings
TRUE,"Bang, Tae Su","$18,659.97",Jin Air Green Wings
TrAce,"Yeon, Chang Dong","$15,529.29",Jin Air Green Wings
GBM,"Lee, Chang Seok","$15,124.77",Jin Air Green Wings
Chei,"Choi, Sun Ho","$13,564.80",Jin Air Green Wings
Pilot,"Nah, Woo Hyung","$11,878.96",Jin Air Green Wings
Kuzan,"Lee, Seong Hyeok","$11,313.35",Jin Air Green Wings
Chaser,"Lee, Sang Hyun","$10,926.72",Jin Air Green Wings
Terminator,"Ha, Jae Sang","$10,700.85",Jin Air Green Wings
SoHwan,"Kim, Jun Yeong","$10,188.74",Jin Air Green Wings
Pigbaby,"Yang, Hee Soo","$9,343.48",Jin Air Green Wings
Winged,"Park, Tae Jin","$8,768.72",Jin Air Green Wings
Umti,"Eom, Seong Hyeon","$8,533.46",Jin Air Green Wings
CaptainJack,"Kang, Hyung Woo","$8,513.96",Jin Air Green Wings
Sweet,"Lee, Eun Teak","$8,501.04",Jin Air Green Wings
Yaharong,"Lee, Chan Ju","$7,812.14",Jin Air Green Wings
Rex,"Lei, Hao Cheng","$7,553.11",Jin Air Green Wings
Teddy,"Park, Jin Seong","$7,194.12",Jin Air Green Wings
Symbol,"Kang, Dong Hyun","$4,788.49",Jin Air Green Wings
FeniX,"Kim, Jae Hun","$4,667.28",Jin Air Green Wings
xiye,"Su, Han Wei","$189,119.76",World Elite
Mystic,"Jin, Sung Joon","$178,792.43",World Elite
957,"Ke, Chang Yu","$159,402.35",World Elite
Condi,"Xiang, Ren Jie","$158,154.87",World Elite
Zero,"Yoon, Kyung Sup","$158,154.87",World Elite
Sky,"Li, Xiaofeng","$130,934.69",World Elite
Ben,"Nam, Dong Hyun","$129,687.13",World Elite
Infi,"Wang, Xu Wen","$106,024.48",World Elite
WeiXiao,"Gao, Xue Cheng","$105,850.67",World Elite
CaoMei,"Wei, Han Dong","$96,673.79",World Elite
Misaya,"Yu, Jingxi","$92,978.52",World Elite
ClearLove,"Ming, Kai","$73,258.32",World Elite
Fzzf,"Feng, Zhuojun","$73,258.32",World Elite
KBB,- -,"$50,000.00",World Elite
YuWang,- -,"$50,000.00",World Elite
Sweet,"Chun, Jung Hee","$33,995.34",World Elite
ReMinD,"Kim, Sung Sik","$33,271.04",World Elite
Conan,"Ke, Yi","$32,181.02",World Elite
NightWalk,"Yu, Shanpeng","$31,015.68",World Elite
Fly100%,"Lu, Weiliang","$28,864.86",World Elite
Aluka,"Peng, Zhen Ming","$28,491.94",World Elite
if,"Cui, Yi","$19,720.19",World Elite
Night,"Wu, Songjun","$19,720.19",World Elite
556,"Wang, Pei-Dian","$19,581.57",World Elite
ChuXin,"Zhang, Jia-Cheng","$19,581.57",World Elite
Serral,Joona Sotala,"$885,333.10",ENCE eSports
allu,Aleksi Jalli,"$224,797.40",ENCE eSports
sergej,Jere Salo,"$206,924.41",ENCE eSports
Aerial,Jani Jussila,"$206,624.41",ENCE eSports
Xseven,Sami Laasanen,"$192,124.41",ENCE eSports
Aleksib,Aleksi Virolainen,"$159,758.15",ENCE eSports
suNny,Miikka Kemppi,"$62,790.99",ENCE eSports
Rustanmar,Miro Ruotsi,"$57,787.39",ENCE eSports
SKUIJKE,Saku Sajakoski,"$50,796.32",ENCE eSports
D1gg3r1,Daniel Luusua,"$31,437.39",ENCE eSports
Tiikzu,Olli Saarikoski,"$31,437.39",ENCE eSports
TRYFFELI,Aki Minkkinen,"$26,350.00",ENCE eSports
Bounssi,Jouni Salo,"$25,693.36",ENCE eSports
Willkey,Niklas Ojalainen,"$25,693.36",ENCE eSports
Kantoraketti,Juhani Toivonen,"$23,493.36",ENCE eSports
Pannari,Otto Heikkinen,"$23,493.36",ENCE eSports
doto,Joonas Forss,"$21,425.00",ENCE eSports
dycha,Paul Dycha,"$20,825.00",ENCE eSports
Snappi,Marco Pfeiffer,"$20,825.00",ENCE eSports
Spinx,Lotan Giladi,"$20,825.00",ENCE eSports
miikaz,Miika Kinnunen,"$19,300.00",ENCE eSports
SHATTE,Ville Palola,"$19,143.36",ENCE eSports
Jamppi,Elias Olkkonen,"$15,100.00",ENCE eSports
hades,Olek Miskiewicz,"$12,525.00",ENCE eSports
elfi,Samuli Sihvonen,"$12,257.70",ENCE eSports
Bizzle,Timothy Miller,"$456,725.00",Ghost Gaming
Dmo,Dylan Moore,"$128,425.00",Ghost Gaming
Issa,Issa Rahim,"$102,654.51",Ghost Gaming
Sean,Sean Close,"$98,550.00",Ghost Gaming
Aydan,Aydan Conrad,"$79,800.00",Ghost Gaming
Identivez,Daniel Santillana,"$78,000.00",Ghost Gaming
Saf,Rocco Morales,"$77,938.80",Ghost Gaming
Kamo,Liam Fillery,"$75,455.44",Ghost Gaming
Miccoy,Kevin Linn,"$66,540.00",Ghost Gaming
thwifo,Zander Kim,"$60,950.00",Ghost Gaming
RushieZ,Christian Rivera,"$52,400.00",Ghost Gaming
Sleepytime,Yadiel Hidalgo,"$52,400.00",Ghost Gaming
Snood,Christian Hastie,"$49,950.00",Ghost Gaming
Speedy,Dylan Winston,"$49,400.00",Ghost Gaming
Pr0phie,Magno Ramos,"$47,500.00",Ghost Gaming
BALLOC,Sebastian Berendt,"$46,290.00",Ghost Gaming
Lethamyr,Treyven Robitaille,"$37,294.16",Ghost Gaming
WARDELL,Matthew Bowman Yu,"$34,832.47",Ghost Gaming
Turtle,Mathias Nielsen,"$34,000.00",Ghost Gaming
Ribs,Jourdan Ribeiro,"$33,400.00",Ghost Gaming
ChaoZ,Reynaldo Tosado,"$29,600.00",Ghost Gaming
Dezonide,Hector Becerra,"$29,600.00",Ghost Gaming
Monkyz,Carlos Minguez,"$29,600.00",Ghost Gaming
Sleeafer,Rogelio Rojo,"$29,600.00",Ghost Gaming
Memory,Michael Moss,"$29,181.25",Ghost Gaming
Thinkingnade,Javier Escamila,"$297,700.00",Spacestation Gaming
Rampy,Nathanial Duvall,"$297,500.00",Spacestation Gaming
Bosco,Dylan Bosco,"$296,100.00",Spacestation Gaming
Fultz,Alec Fultz,"$275,650.00",Spacestation Gaming
Canadian,Troy Jaroslawski,"$261,850.00",Spacestation Gaming
Sypical,Caden Pellegrin,"$165,663.37",Spacestation Gaming
Arsenal,Tshaka Taylor,"$159,486.29",Spacestation Gaming
Retals,Slater Thomas,"$101,650.00",Spacestation Gaming
AxB,Alexandre Bellemare,"$64,163.37",Spacestation Gaming
Ant,Anthony Trevino,"$31,125.00",Spacestation Gaming
Chala,Brady Davenport,"$28,050.00",Spacestation Gaming
noeL,Noel Rosario,"$25,295.00",Spacestation Gaming
Redeemer,Taylor Mayeur,"$23,050.00",Spacestation Gaming
Maister,Enrique Hernández Solís,"$21,203.94",Spacestation Gaming
Ar3z,Alex dos Santos,"$15,400.00",Spacestation Gaming
frzgod,Leandro Gomes,"$15,400.00",Spacestation Gaming
