ID,Nombre,Ano_de_publicacion,Min_jugadores,Max_jugadores,Min_tiempo_de_juego,Max_tiempo_de_juego,Min_edad,Min_comunidad,Max_comunidad,Dependencia_lenguaje,Nota,Complejidad,Cnt_partidas_jugadas,Premios,Categorias
57458,Darwinci,2009,3,5,60,60,9,N/A,5,1,5.78158,2.375,152,0,['LudoArt Verlag']
41788,Striking the Anvil  Operation Anvil Dragoon,2009,2,2,60,60,12,N/A,N/A,0,6.38636,2.2,22,0,"['Wargame', 'World War II']"
32086,1939-45 Harc Eur\u00f3p\u00e1\u00e9rt,1986,2,5,60,360,13,5,5,1,7.25,3.5714,6,0,"['Wargame', 'World War II']"
1680,Elements,1997,3,5,30,30,12,N/A,N/A,0,5.97125,1.5455,67,0,['Card Game']
195476,Master Thief,2017,3,6,15,30,10,4,6,3,6.42308,2,94,0,['Card Game']
36412,Goblin Slayer,2008,2,2,60,60,0,2,2,1,6.18364,1.4286,128,0,"['Fantasy', 'Fighting', 'Print & Play']"
19127,Chinese Poker,0,2,4,5,5,10,4,4,1,6.09273,2,250,0,['Card Game']
129625,Irezumi,2012,2,4,20,20,8,4,4,0,6.59143,2,64,0,"['Bluffing', 'Card Game', 'Deduction']"
3993,Necromancer,1982,2,2,60,60,12,2,2,0,5.96776,2.5455,24,0,"['Fantasy', 'Horror', 'Wargame']"
231960,Sunny Day,2017,2,4,20,30,6,2,4,1,6.76562,1,91,0,"['Party Game', 'Puzzle']"
24020,Blitzwar,2006,2,3,600,600,12,N/A,N/A,1,7.28125,2.5,67,0,"['Wargame', 'World War II']"
254195,Trivial Pursuit  World of Harry Potter \u2013 Ultimate Edition,2018,2,8,60,60,8,N/A,4,0,6.48468,0,141,0,"['Movies / TV / Radio theme', 'Novel-based', 'Trivia']"
176400,The King's Men,2015,2,5,15,45,8,2,5,2,7.01389,1.3333,54,0,"['Card Game', 'Dice', 'Medieval', 'Negotiation', 'Political']"
2400,The Brotherhood,1972,2,5,60,60,10,4,4,0,6.18491,2.2308,51,0,"['Bluffing', 'Fighting', 'Mafia', 'Negotiation']"
6414,Genius Rules,1987,2,4,10,10,10,3,4,0,6.09,1,31,0,"['Card Game', 'Deduction']"
164202,Divorce! The Game,2015,2,2,20,20,17,2,2,4,6.42083,1.3333,73,0,"['Card Game', 'Humor']"
2428,Battle-Cry,1961,2,4,60,60,10,2,2,3,5.61583,1.6216,244,0,"['American Civil War', 'Wargame']"
184266,Wongamania  Banana Economy,2016,2,5,30,60,14,4,5,0,6.368,1.3333,67,0,['Economic']
148522,Dice Crawl,2014,1,4,30,30,10,4,4,2,5.85098,2,146,0,"['Adventure', 'Dice', 'Fantasy']"
14077,Nin-Gonost,2004,1,2,45,45,12,2,N/A,2,6.70968,3.1429,55,0,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']"
5335,The Horse Soldiers  Forrest at Bay,1988,2,2,120,120,12,2,2,0,6.07692,3.0667,7,2,"['American Civil War', 'Wargame']"
174943,Ninja Arena,2016,2,4,20,40,12,N/A,4,2,6.83158,4,58,0,"['Abstract Strategy', 'Fighting', 'Medieval']"
219661,Crop Rotation,2016,2,4,20,40,8,N/A,4,0,6.65152,1.6,74,0,"['Abstract Strategy', 'Farming', 'Print & Play']"
158163,Invazions,2014,2,4,45,45,14,N/A,N/A,0,6.67188,3,72,0,"['Card Game', 'Zombies']"
234615,Rory's Story Cubes  Rampage,2017,1,12,15,20,6,N/A,N/A,0,6.77273,0,71,0,['Dice']
22407,1066  End of the Dark Ages,2006,2,4,240,240,12,4,4,0,6.11607,3,25,0,"['Medieval', 'Political', 'Wargame']"
139728,MCS,2013,2,4,30,30,10,2,4,1,7.06869,1.7692,118,0,"['Card Game', 'Racing', 'Sports']"
192201,Wiener Walzer,2016,2,5,45,45,8,N/A,5,0,6.24244,0,76,0,['Piatnik']
163688,Six Sons of the Sultan,2014,1,2,20,20,10,2,2,2,6.37314,1,112,0,"['Arabian', 'Dice', 'Economic', 'Print & Play', 'Racing']"
69973,Ticked Off,2011,3,10,45,45,13,6,10,5,5.84319,1.1111,280,0,['Party Game']
32688,Scene It? Movie Second Edition,2007,2,12,45,45,13,4,N/A,5,5.6984,1.6429,188,0,"['Electronic', 'Movies / TV / Radio theme', 'Party Game', 'Trivia']"
27781,Jetsetters,2007,2,5,20,20,7,N/A,N/A,0,6.35714,1.4,44,0,"['Aviation / Flight', 'Card Game', 'Transportation', 'Travel']"
94363,Vizia,2011,2,4,30,30,7,2,4,1,6.175,1.5,121,0,['Abstract Strategy']
73240,Aachen  First to Fall,2010,1,2,60,60,12,2,2,0,6.20377,2.3,28,0,"['Wargame', 'World War II']"
164808,El Switcher,2013,2,4,45,45,10,3,4,1,6.44595,2.25,35,0,['Abstract Strategy']
96672,TieBreaker,2011,2,99,1,1,13,2,31,4,5.852,1,174,0,"['Card Game', 'Comic Book / Strip']"
286533,6 nimmt! Brettspiel,2019,2,6,25,25,8,N/A,N/A,0,6.55637,0,113,0,['Card Game']
213578,Y\u014dkai Quest,2017,1,6,30,60,6,4,4,1,7.06286,1.6667,48,0,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures']"
1570,Sirocco,1985,2,2,90,90,12,2,2,2,5.72836,1.7273,92,0,"['Wargame', 'World War II']"
244584,Kartel,2018,2,6,15,15,6,5,6,1,5.97246,1,261,0,['Party Game']
19540,Simpei,2005,2,2,20,20,8,2,2,1,6.00809,1.5,272,1,['Abstract Strategy']
1622,Strata 5,1984,2,4,60,60,10,2,2,1,5.83435,2.3636,97,0,['Abstract Strategy']
9668,MooT,1998,2,12,60,60,0,N/A,5,5,7.44032,3,60,0,"['Trivia', 'Word Game']"
85948,Scho K.O.,2010,2,2,10,10,8,2,2,1,6.44688,1,105,0,['Abstract Strategy']
4677,Lee Invades the North,1988,2,2,120,360,12,N/A,N/A,0,6.48659,2.4286,13,1,"['American Civil War', 'Wargame']"
127994,Heroes of Metro City,2013,2,4,60,60,13,3,4,4,5.71778,2.6667,457,0,"['Card Game', 'Comic Book / Strip', 'Science Fiction']"
119193,Crazy Creatures of Dr. Gloom,2012,2,4,20,20,7,3,4,1,5.62332,1.1905,1371,0,['Card Game']
175742,Alien Wars,2015,2,6,10,10,6,4,6,1,5.79161,1.2,284,0,"['Action / Dexterity', 'Card Game', 'Science Fiction']"
154244,The South Shall Rise Again,2014,1,4,30,30,13,2,4,2,6.25581,1.6667,116,0,"['American Civil War', 'Zombies']"
11127,Kursk  Operation Zitadelle,1971,2,2,180,210,12,2,2,4,5.93594,2.3846,29,0,"['Wargame', 'World War II']"
253568,Kings' Struggle,2018,3,6,30,60,14,5,6,3,6.18948,2,133,0,"['Card Game', 'Medieval', 'Negotiation']"
258818,Connect 4  Shots,2018,2,2,0,0,8,2,2,0,6.31389,1,189,0,"['Action / Dexterity', 'Childrens Game', 'Real-time']"
3500,Schmuggler an Bord,1992,3,6,30,30,8,3,4,0,6.28295,1.25,30,0,['Memory']
172480,Roar! Catch the Monster,2015,2,4,10,30,8,2,4,1,5.72121,1.5,652,0,"['Childrens Game', 'Deduction', 'Electronic']"
126168,Oh no... INVASION!!!,2012,3,5,30,30,12,4,5,1,5.81354,1.8,177,0,"['Card Game', 'Science Fiction']"
21412,Take Your Pick,2005,3,8,20,20,10,N/A,N/A,0,6.07609,1,152,0,['Party Game']
242742,Keys to the Castle,2017,2,4,10,20,8,4,4,0,6.23788,1.3333,200,0,"['Card Game', 'Maze']"
4048,War of the States  Gettysburg,2002,2,2,180,180,12,N/A,2,0,6.00658,2.7895,22,0,"['American Civil War', 'Wargame']"
224039,Farsight,2017,2,4,50,90,12,2,4,0,7.35484,3.5,43,0,"['Deduction', 'Science Fiction', 'Spies/Secret Agents', 'Wargame']"
127258,Blades of Legend,2012,6,11,45,45,12,8,11,0,6.31591,2.5,85,0,"['Deduction', 'Fantasy', 'Mythology', 'Party Game']"
1528,Chief Herman's Holiday Fun Pack,2000,2,50,30,30,10,N/A,N/A,0,5.74968,1.7857,34,0,['Game System']
91440,Expedition Dino,2011,2,5,15,15,4,3,5,1,5.90466,1.1667,278,0,"['Action / Dexterity', 'Childrens Game']"
806,West Riding,2000,3,6,180,180,12,3,4,1,6.29242,3.5,28,0,['Trains']
156224,Foretold  Rise of a God,2014,2,4,60,60,12,3,4,0,6.03228,3.1429,115,0,"['Card Game', 'Fantasy', 'Mythology']"
175313,AARRR!,2014,2,2,15,15,5,2,2,1,6.49189,1,209,0,"['Card Game', 'Childrens Game', 'Party Game', 'Pirates']"
143588,Codename  Oracle,2014,2,2,30,30,13,2,2,2,6.38415,2,63,0,"['Card Game', 'Deduction', 'Memory', 'Spies/Secret Agents']"
182915,ILIOS,2015,2,4,15,50,8,2,4,0,7.03659,2,29,0,"['Abstract Strategy', 'Fantasy']"
6896,MechWar 2  Red Star \/ White Star,1979,1,2,360,360,14,2,2,4,6.33125,4.2727,19,0,"['Modern Warfare', 'Wargame']"
25448,Khan Tsin,2006,2,3,30,30,9,2,2,1,6.51719,3,82,0,['Abstract Strategy']
150691,Rok 1863,2013,2,4,30,30,10,3,4,4,6.61667,2,105,0,"['Card Game', 'Educational', 'Wargame']"
84778,Tricky Safari,2010,2,4,25,25,7,N/A,4,0,6.16702,2,105,0,"['Animals', 'Childrens Game']"
42493,Giro D'Italia Card Game,2009,2,6,30,30,14,N/A,N/A,1,5.81962,1.3846,130,0,['Racing']
187769,Rolling World,2015,1,99,0,0,0,N/A,N/A,2,6.53125,0,74,0,"['Dice', 'Number', 'Puzzle']"
177002,Buy The Rights,2016,3,10,30,60,14,5,8,0,6.90514,2,70,0,"['Card Game', 'Movies / TV / Radio theme', 'Party Game']"
138799,LOKA  A Game of Elemental Strategy,2013,2,4,30,30,8,2,4,1,5.9775,2.7778,65,1,"['Abstract Strategy', 'Fantasy']"
138091,Guile,2013,2,2,20,20,13,2,2,1,6.11277,1,77,0,"['Bluffing', 'Card Game', 'Deduction', 'Medieval']"
7526,Welfen und Staufer,1990,2,2,180,180,16,2,2,0,6.40541,3.1111,10,0,"['Medieval', 'Political', 'Wargame']"
11855,Tamburlaine the Great,1979,0,0,0,0,12,N/A,N/A,0,6.51429,2.5714,22,0,"['Medieval', 'Wargame']"
12795,Big League Hockey Manager,2005,2,6,120,120,8,N/A,N/A,2,6.00274,2.25,84,0,['Sports']
246728,Gunfights & Gamblin',2018,2,4,45,75,10,2,4,0,8.94118,2,14,0,"['Card Game', 'Dice']"
122867,Four Taverns,2012,2,4,35,35,12,1,4,2,5.84232,1.3333,163,0,"['Card Game', 'Fantasy']"
12280,Geistesblitz,1991,2,6,10,10,8,N/A,N/A,0,6.36667,1.3333,179,0,"['Party Game', 'Word Game']"
3916,How to Host a Murder  Roman Ruins,1996,8,8,180,180,18,N/A,N/A,0,6.31515,2,22,0,"['Murder/Mystery', 'Party Game']"
195489,Slush Fund 2,2016,2,2,10,20,10,2,2,0,6.13775,1,97,0,"['Card Game', 'Political']"
76481,Persian Incursion,2010,2,2,180,180,12,2,2,3,6.27442,4.5,24,0,"['Aviation / Flight', 'Modern Warfare', 'Wargame']"
175739,Pictopia  Disney Edition,2014,2,6,20,60,7,6,6,0,5.79519,1,361,0,"['Childrens Game', 'Movies / TV / Radio theme', 'Party Game', 'Trivia']"
89611,Digger,2010,3,5,15,15,8,3,5,1,5.878,1,161,0,"['Action / Dexterity', 'Dice', 'Real-time']"
227318,Deadly Premonition  The Board Game,2017,2,4,30,45,0,4,4,2,6.64894,2.3333,47,0,"['Card Game', 'Deduction', 'Murder/Mystery']"
272889,Pictionary Air,2019,3,12,15,60,10,4,12,2,6.27439,1,110,0,['Party Game']
688,Manchu,1988,2,2,240,240,12,N/A,N/A,0,5.976,2.7143,20,0,['Wargame']
213260,Zoar,2018,2,4,30,45,13,4,4,0,6.325,0,47,0,"['Ancient', 'Bluffing', 'City Building', 'Fighting', 'Territory Building']"
21141,Eastern Front 2,2005,2,2,60,60,12,N/A,N/A,0,6.20417,2,63,0,"['Educational', 'Print & Play', 'Wargame', 'World War II']"
2532,New York,1995,2,5,90,90,12,N/A,4,0,6.08235,2.1667,37,0,['City Building']
244269,Wizardz Bluff,2018,2,4,30,45,8,4,N/A,3,8.69767,2,33,0,"['Animals', 'Bluffing', 'Card Game', 'Fantasy']"
15731,The Game of Life  Card Game,2002,2,4,30,30,9,3,3,3,5.78067,1.5263,362,0,"['Card Game', 'Childrens Game']"
4316,Belter  Mining the Asteroids,1979,2,5,120,120,12,3,N/A,4,6.08667,3.2222,25,0,"['Economic', 'Industry / Manufacturing', 'Science Fiction', 'Wargame']"
85076,The Battle of Tours,2012,2,2,120,120,0,2,2,0,6.43125,1.5,28,0,"['Medieval', 'Wargame']"
146765,Granny Wars   A Game of Tit for Tat,2013,2,8,20,20,7,5,8,2,6.41487,1.25,121,0,"['Bluffing', 'Card Game', 'Number']"
180133,Rubbish Auction,2015,3,5,15,30,8,N/A,N/A,1,6.04245,2,81,0,"['Bluffing', 'Card Game']"
10265,Molotov's War,1995,2,2,120,120,12,2,2,2,5.99741,2.375,20,0,"['Wargame', 'World War II']"
9345,Drops & Co.,2004,2,4,30,30,5,N/A,4,0,6.1222,1.7143,93,1,['Childrens Game']
88011,AstroNuts,2012,2,4,30,30,8,3,4,1,6.33333,1.2,79,0,"['Aviation / Flight', 'Civilization', 'Fighting', 'Science Fiction', 'Space Exploration']"
104798,Nachts im Stall,2011,1,4,10,10,2,N/A,N/A,0,6.26556,1,266,0,"['Animals', 'Childrens Game']"
657,M\u00fcnchhausen,1996,3,8,30,30,8,N/A,8,1,5.83147,1.0909,131,0,"['Bluffing', 'Card Game', 'Fantasy']"
162727,Victory through Industry,2014,2,6,120,120,10,4,6,1,6.24062,2.2857,118,0,"['Industry / Manufacturing', 'World War II']"
5199,The Lords of Underearth,1981,1,3,60,60,12,N/A,N/A,0,6.12174,2.25,60,0,"['Fantasy', 'Wargame']"
282525,Catlantis,2019,2,4,15,15,8,4,4,0,6.4625,0,89,0,"['Bluffing', 'Card Game']"
6625,Seapower & the State,1982,2,2,120,120,12,2,2,0,6.40968,2.8,12,0,"['Modern Warfare', 'Nautical', 'Wargame']"
257955,3x8,2018,2,4,30,0,8,N/A,4,1,5.83513,1,205,0,['Card Game']
112840,Mine Shift,2011,2,4,20,20,8,2,4,1,5.84473,1.2,178,1,"['Abstract Strategy', 'Maze']"
270443,Misty,2019,2,5,15,0,6,N/A,N/A,1,6.345,1,174,0,['Card Game']
148430,Downtown,2013,2,4,40,90,12,4,4,1,6.32941,2.5,44,0,['Mafia']
124760,Famous First Downs  The World's Smallest Football Game,2012,2,2,30,30,13,N/A,N/A,0,6.28974,1.2857,29,0,"['Card Game', 'Sports']"
10893,Allegiance  War of Factions,2004,2,6,60,60,12,3,6,4,6.97879,4,270,0,"['Card Game', 'City Building', 'Civilization', 'Collectible Components', 'Fantasy', 'Fighting']"
14151,Quickword  The Ultimate Word Game,1991,2,12,60,60,10,N/A,6,4,6.15094,2.1429,98,0,['Word Game']
222584,Clustered,2017,1,4,20,60,7,4,N/A,0,6.97118,1.6667,35,0,"['Abstract Strategy', 'Card Game', 'Puzzle']"
125436,Word Winder,2012,2,6,20,20,8,3,3,0,6.11538,2,104,1,"['Party Game', 'Word Game']"
205667,Les Mis\u00e9rables  Eve of Rebellion,2016,2,4,30,45,12,N/A,N/A,0,6.18556,2,65,0,"['Card Game', 'Deduction', 'Educational', 'Novel-based']"
6944,The Battle of Moscow  The German Drive on Moscow,1970,2,2,120,120,12,2,N/A,2,6.28913,2.5,33,0,"['Wargame', 'World War II']"
244460,Invisible,2018,2,10,10,20,6,N/A,N/A,0,7.14286,0,104,0,"['Card Game', 'Fantasy', 'Memory', 'Party Game']"
87926,Yago Pool,2008,2,2,20,20,0,2,2,1,6.56,1,208,0,['Action / Dexterity']
108711,The Mystery of the Templars,2013,2,4,150,150,14,4,4,1,5.88489,4,132,0,"['Economic', 'Medieval']"
7795,Bundeswehr,1977,2,2,120,120,12,N/A,2,0,6.13704,2.4615,26,0,"['Modern Warfare', 'Wargame']"
233284,Bergnein,2017,2,6,10,60,15,4,6,0,6.64062,1.3333,34,0,"['Card Game', 'Humor']"
27852,Taifa,1998,2,6,0,0,12,4,6,3,6.33611,2.1429,73,0,"['Arabian', 'Medieval', 'Political', 'Wargame']"
5870,Syzygy,1997,1,12,20,20,9,N/A,N/A,0,6.16667,1.4,54,0,"['Real-time', 'Word Game']"
8731,Salvo II,1992,2,2,45,45,12,N/A,N/A,0,6.366,1.6667,47,0,"['Nautical', 'Wargame', 'World War I']"
43041,Black Stories Movie Edition,2009,2,15,20,20,12,N/A,10,5,5.76624,1,179,0,"['Card Game', 'Deduction', 'Horror', 'Humor', 'Murder/Mystery', 'Party Game']"
228419,Baby Cruise,2017,3,6,5,30,8,4,6,1,6.63889,2,74,0,"['Bluffing', 'Card Game', 'Nautical', 'Travel']"
153213,Livestock Uprising,2014,2,4,90,90,14,4,4,2,6.58659,2.5385,52,0,"['Animals', 'Dice', 'Farming', 'Territory Building']"
2779,Sauron,1977,2,2,120,120,10,2,N/A,2,5.70612,2.7,30,0,"['Fantasy', 'Wargame']"
916,Piraten-Pitt,2000,2,4,30,30,6,N/A,4,1,5.89705,1.2222,277,1,"['Childrens Game', 'Memory', 'Nautical', 'Pirates']"
267133,Carnavalo,2018,2,6,60,60,10,4,5,1,7.31,2,57,0,['999 Games']
162654,Villannex,2014,1,4,15,15,6,4,4,2,5.72296,1.4,465,0,"['Card Game', 'City Building']"
130734,Central Market,2012,3,5,30,30,8,4,5,1,5.94,2.25,135,0,"['Card Game', 'Economic']"
1953,Mystic War,1992,3,8,90,90,10,4,5,3,5.81585,1.5714,89,0,"['Card Game', 'Fantasy']"
205263,StoryLine  Scary Tales,2016,3,8,15,30,8,6,8,2,6.08974,1,115,0,"['Card Game', 'Childrens Game', 'Fantasy']"
164645,Mine,2014,2,4,10,10,8,4,4,2,6.03145,1.3333,153,0,"['Card Game', 'Science Fiction']"
157291,Alpaca Pakapaka,2013,2,6,15,15,6,4,4,2,6.07177,1,220,0,"['Animals', 'Humor', 'Party Game']"
8748,Golan,1975,2,2,90,90,12,2,2,0,6.19468,2.3,26,0,"['Modern Warfare', 'Wargame']"
21987,Doktor Schl\u00fcsselbart,2006,2,5,30,30,6,N/A,N/A,0,5.95238,1.2857,177,3,['Childrens Game']
7141,Crossbows and Cannon II,1993,2,2,180,180,12,2,2,0,6.19432,2.3333,14,0,"['Renaissance', 'Wargame']"
13715,Surakarta,0,2,2,30,30,6,2,2,1,5.96292,1.6667,172,0,['Abstract Strategy']
203421,Ankh,2016,2,5,30,30,8,N/A,N/A,0,6.09891,1,162,0,['Card Game']
165587,DOG Cards,2014,2,4,20,20,8,3,4,0,5.96557,1.25,132,0,['Card Game']
1468,Anybody's Guess,1990,2,12,45,45,16,4,12,4,5.79609,1.3636,76,0,"['Party Game', 'Trivia']"
99227,Rallytaire,2011,1,1,10,10,8,1,1,0,6.47727,1.25,119,0,"['Print & Play', 'Racing']"
133992,Sorcerers of the Magic Kingdom,2012,0,0,0,0,6,N/A,N/A,3,6.15625,1.25,104,0,['Collectible Components']
4620,The Prestel New York Architecture Game,2002,2,5,30,30,8,N/A,5,1,6.076,1.125,59,0,"['Educational', 'Memory', 'Real-time']"
261838,Borders of Kanta,2019,1,6,40,120,14,3,6,0,8.38889,2,36,0,['Fantasy']
10171,RisiKo! Master,2002,3,6,180,180,0,N/A,N/A,1,6.07681,0,26,0,['Wargame']
168446,Doggy GO!,2014,1,4,15,15,6,N/A,N/A,0,5.92625,1,138,0,"['Puzzle', 'Real-time']"
76447,Five Fingered Severance,2011,3,6,60,60,13,4,6,2,5.74352,2,156,0,['Humor']
276880,Frenemy Pastry Party,2019,3,6,15,30,8,4,4,0,6.72162,1,77,0,"['Bluffing', 'Card Game', 'Childrens Game']"
11060,Normandy,1971,2,2,150,150,12,2,2,0,5.91313,2.2,34,0,"['Wargame', 'World War II']"
182869,Hong,2016,2,2,30,30,8,2,2,1,6.06856,2.5,143,0,['Abstract Strategy']
279649,Balk,2019,2,4,15,30,7,3,4,0,7.14853,1,139,0,['Card Game']
73230,Showdown  The Coming Indo-Pakistani War,2010,1,2,60,60,12,2,2,0,6.35735,2.6,28,0,"['Modern Warfare', 'Wargame']"
886,Der Garten des Sonnenk\u00f6nigs,1996,2,5,60,60,10,3,5,1,5.91929,2.5,55,0,"['Economic', 'Renaissance']"
26080,Im Bann der Pyramide,2006,2,5,20,20,8,4,4,1,5.74109,1.2667,250,0,"['Adventure', 'Card Game']"
27339,3 Man Chess,2004,3,3,60,60,0,N/A,3,0,6.66389,3.4,22,0,['Abstract Strategy']
349,Halunken & Spelunken,1997,3,4,30,30,10,4,4,1,5.62129,1.5238,235,0,"['Age of Reason', 'Card Game']"
126255,Keltis \u00d3r,2012,2,4,20,20,8,N/A,2,0,6.22742,2,317,0,"['Dice', 'Print & Play']"
234616,Rory's Story Cubes  Strange,2017,1,12,15,20,6,N/A,N/A,0,6.72581,0,42,0,['Dice']
5893,Haunted Mansion Game-Jeu,1972,2,4,30,30,5,N/A,N/A,0,6.79,1.125,19,0,"['Childrens Game', 'Horror', 'Movies / TV / Radio theme']"
256397,more dude,2018,3,6,1,5,13,5,6,0,5.8974,1,175,0,"['Action / Dexterity', 'Card Game', 'Party Game', 'Real-time']"
10946,The American Civil War,1974,2,2,240,240,12,2,2,0,5.86491,3.0526,71,0,"['American Civil War', 'Civil War', 'Wargame']"
1588,Bauernschlau,1991,2,6,45,45,8,N/A,6,0,5.74412,1.6111,171,2,"['Farming', 'Memory']"
217424,Tenno,2017,2,7,30,30,8,2,4,0,5.99571,1.5,179,0,"['Bluffing', 'Card Game', 'Fighting', 'Medieval']"
256480,Disastles,2018,2,5,20,50,10,N/A,5,0,7.42344,2.8,91,0,"['Card Game', 'Fantasy']"
107834,Montana,2012,2,5,45,45,11,2,5,1,6.375,2.375,91,0,"['American West', 'Bluffing', 'Territory Building']"
1235,Yellowstone,1985,2,4,90,120,8,4,4,2,5.68841,1.75,134,0,"['Animals', 'Farming']"
4036,Anzio Beachhead,1969,2,2,60,60,12,2,2,0,5.84659,3.0833,39,0,"['Wargame', 'World War II']"
2668,Picture Picture,1992,2,6,30,30,18,4,6,0,5.77625,1.5455,148,0,"['Party Game', 'Word Game']"
7112,NATO Division Commander,1980,1,2,360,360,14,2,N/A,0,6.25735,4.0714,30,0,"['Modern Warfare', 'Wargame']"
533,Labyrinth  The Card Game,2000,2,6,30,30,7,2,6,1,5.56705,1.2266,2555,0,"['Card Game', 'Fantasy', 'Maze']"
209014,Front Line No Komrades,2016,2,8,20,0,8,N/A,N/A,0,6.18434,2,143,0,"['Card Game', 'Fighting', 'Humor']"
13361,Spaceopoly,1997,2,6,0,0,7,N/A,N/A,0,6.35714,1.7143,24,0,"['Economic', 'Educational', 'Space Exploration']"
39527,Block Go,2008,2,4,30,30,7,N/A,3,1,6.4878,1.75,85,0,['Abstract Strategy']
1688,Star Commander,1983,2,5,90,90,8,4,4,2,6.24324,1,44,0,"['Card Game', 'Fighting', 'Science Fiction']"
93679,Aether Captains  Capek Golems,2011,2,2,20,20,10,N/A,N/A,0,6.29186,1.6667,60,0,"['Card Game', 'Fantasy', 'Print & Play', 'Science Fiction']"
231196,Laurel Crown,2017,2,4,15,30,14,N/A,N/A,2,6.1337,1,51,0,"['Dice', 'Fantasy']"
226426,Valerian  The Alpha Missions,2017,2,4,20,30,13,N/A,N/A,0,6.22368,2,75,0,['Science Fiction']
8159,Soccer Chess,2002,2,2,60,60,0,N/A,N/A,0,6.31395,2.2222,75,1,['Sports']
6566,VisualEyes,2003,2,8,30,30,8,N/A,N/A,1,5.64545,1.4062,394,0,"['Dice', 'Negotiation', 'Party Game', 'Puzzle', 'Real-time', 'Word Game']"
245134,Dackel Drauf!,2018,2,5,20,20,8,2,5,0,6.40833,1,107,0,['Ravensburger Spieleverlag GmbH']
183677,Rookie Heroes,2017,2,4,30,45,10,3,4,2,6.47039,1,76,0,"['Card Game', 'Comic Book / Strip', 'Dice', 'Negotiation']"
5380,Lancelot,1985,2,5,45,45,10,2,4,1,6.02131,2,55,1,"['Abstract Strategy', 'Medieval']"
89610,Mr. M' s\u8c0b\u6740\u6cd5\u5219\uff1a\u62dc\u5360\u5ead\u523a\u5ba2,2009,2,6,45,45,10,N/A,N/A,0,6.09692,3.6667,50,0,"['Deduction', 'Medieval']"
246740,Meteors,2018,2,5,15,30,10,N/A,N/A,0,6.87097,2,7,0,"['Action / Dexterity', 'Card Game', 'Prehistoric']"
209716,Edgar & Lucien,2017,2,4,45,75,12,3,4,3,7.03733,3,81,0,"['Fantasy', 'Political']"
166443,Sing it!,2014,2,10,20,20,8,6,10,4,6.23191,1,147,0,"['Action / Dexterity', 'Party Game']"
3643,Spellmaker,1978,2,4,45,45,10,1,N/A,0,6.025,1.8182,14,0,"['Card Game', 'Fantasy', 'Fighting']"
135213,Stack-A-Biddi,2012,2,4,45,45,8,N/A,N/A,0,6.13462,0,116,0,"['Action / Dexterity', 'Real-time']"
7995,Quits,1990,2,4,20,20,8,2,4,1,5.88158,1.8333,268,0,['Abstract Strategy']
1691,Whodunit,1972,2,6,60,60,8,4,6,0,5.7856,2.0769,124,0,"['Deduction', 'Murder/Mystery']"
29020,Party & Co  Extreme,2005,3,20,30,30,14,4,12,4,5.66572,1.0714,400,1,"['Memory', 'Party Game']"
2384,Safe Return Doubtful,1996,1,5,60,60,0,N/A,3,0,6.01071,2,49,0,"['Adventure', 'Card Game', 'Exploration', 'Racing']"
231302,The Cat Game,2017,3,99,30,30,16,4,8,0,5.79932,1.25,389,0,"['Animals', 'Party Game']"
215110,Kingdom of Aer  Kingmaker,2017,2,5,10,20,10,4,5,0,6.67188,0,79,0,"['Bluffing', 'Card Game', 'Deduction', 'Fantasy', 'Negotiation', 'Political']"
20240,\u00c9cart\u00e9,1825,2,2,30,30,12,2,2,0,6.32361,2.125,270,0,['Card Game']
165190,Boom Bokken,2014,4,9,20,20,8,N/A,9,1,6.12271,1,96,0,"['Action / Dexterity', 'Card Game']"
8749,Mukden,1975,2,2,90,90,12,N/A,2,0,6.46111,2.1111,20,0,"['Modern Warfare', 'Wargame']"
6044,Attila,1981,2,2,360,360,12,2,2,0,6.16827,3.5,17,0,"['Ancient', 'Wargame']"
15066,The Itchy and Scratchy Game,1985,2,2,2,2,8,2,2,1,5.92662,1.2,248,0,"['Abstract Strategy', 'Animals', 'Memory', 'Movies / TV / Radio theme']"
211485,Wizards' Towers,2017,2,4,25,50,8,2,4,1,6.63235,2,120,0,"['Abstract Strategy', 'Fantasy', 'Fighting']"
10188,Sale of the Century Quizzard,1986,2,6,45,45,10,N/A,N/A,0,6.48811,2,38,0,"['Electronic', 'Memory', 'Movies / TV / Radio theme', 'Trivia']"
1504,Bakschisch,1995,2,4,60,60,9,4,4,1,5.7487,1.8,154,0,"['Adventure', 'Arabian']"
23270,Paddle Pool,1970,2,4,10,10,7,4,4,0,6.21447,1,382,0,"['Action / Dexterity', 'Sports']"
71304,Iron Man 2  Game of War,2010,2,2,30,30,6,2,2,0,6.40909,1,44,0,"['Card Game', 'Comic Book / Strip', 'Science Fiction']"
7566,The War of the Worlds,1980,2,2,60,60,12,2,2,0,6.52683,2.5714,28,0,"['Novel-based', 'Science Fiction', 'Wargame']"
259525,Mystical Seeds,2018,2,4,30,50,8,4,4,0,6.15581,2,76,0,['Fantasy']
171500,El Dorado Canyon,2015,4,6,30,30,12,5,N/A,3,8.48645,1.75,12,0,['American West']
151070,Gladiatoris,2009,1,6,30,180,12,2,6,3,8.97031,2.8,270,0,"['Ancient', 'Dice', 'Fighting', 'Mythology']"
