Fecha UTC,Fecha,profundidad (km),magnitud (M)
22/07/2001,jul-01,87,4.5
24/07/2001,jul-01,12,4.8
24/07/2001,jul-01,13,4.5
24/07/2001,jul-01,19,5.3
25/07/2001,jul-01,17,4.5
25/07/2001,jul-01,9,5
25/07/2001,jul-01,11,4.6
26/07/2001,jul-01,15,4.7
26/07/2001,jul-01,20,4.5
27/07/2001,jul-01,67,4.7
27/07/2001,jul-01,31,5.7
28/07/2001,jul-01,21,4.7
28/07/2001,jul-01,50,4.9
28/07/2001,jul-01,103,4.8
29/07/2001,jul-01,50,4.9
29/07/2001,jul-01,23,4.7
29/07/2001,jul-01,64,4.9
29/07/2001,jul-01,46,4.7
29/07/2001,jul-01,31,4.9
29/07/2001,jul-01,107,4.7
30/07/2001,jul-01,106,4.6
30/07/2001,jul-01,42,4.8
30/07/2001,jul-01,17,4.6
31/07/2001,jul-01,9,5.1
31/07/2001,jul-01,46,4.5
01/08/2001,ago-01,181,5.7
01/08/2001,ago-01,45,4.6
02/08/2001,ago-01,18,4.8
05/08/2001,ago-01,32,4.5
05/08/2001,ago-01,158,4
06/08/2001,ago-01,123,5.7
06/08/2001,ago-01,48,4.5
07/08/2001,ago-01,47,4.5
07/08/2001,ago-01,43,5.5
08/08/2001,ago-01,38,5.2
08/08/2001,ago-01,46,4.5
09/08/2001,ago-01,46,6
09/08/2001,ago-01,128,5.8
09/08/2001,ago-01,50,5.5
09/08/2001,ago-01,158,4.7
10/08/2001,ago-01,12,5.7
10/08/2001,ago-01,50,4.6
11/08/2001,ago-01,31,5.8
11/08/2001,ago-01,40,4.9
11/08/2001,ago-01,85,5.2
11/08/2001,ago-01,215,4.8
12/08/2001,ago-01,124,5.5
12/08/2001,ago-01,38,4.8
12/08/2001,ago-01,154,4.7
12/08/2001,ago-01,43,4.5
12/08/2001,ago-01,25,4.6
13/08/2001,ago-01,26,4.9
13/08/2001,ago-01,75,4.9
14/08/2001,ago-01,37,4.7
14/08/2001,ago-01,18,5.1
16/08/2001,ago-01,33,4.2
16/08/2001,ago-01,25,4.5
17/08/2001,ago-01,45,4.9
18/08/2001,ago-01,122,5.2
18/08/2001,ago-01,92,4.5
20/08/2001,ago-01,43,5
20/08/2001,ago-01,21,4.9
20/08/2001,ago-01,43,4.6
21/08/2001,ago-01,48,4.5
23/08/2001,ago-01,42,4.6
26/08/2001,ago-01,57,4.5
28/08/2001,ago-01,56,4.5
29/08/2001,ago-01,164,4.7
29/08/2001,ago-01,30,4.5
29/08/2001,ago-01,58,4.6
29/08/2001,ago-01,40,4.6
29/08/2001,ago-01,54,4.5
30/08/2001,ago-01,13,4.8
30/08/2001,ago-01,39,4.5
30/08/2001,ago-01,51,4.5
31/08/2001,ago-01,49,4.8
02/09/2001,Set-01,31,4.5
02/09/2001,Set-01,23,4.6
02/09/2001,Set-01,40,5.7
02/09/2001,Set-01,20,4.7
03/09/2001,Set-01,34,4.7
05/09/2001,Set-01,20,4.5
06/09/2001,Set-01,27,4.9
08/09/2001,Set-01,78,4.6
08/09/2001,Set-01,50,4.5
09/09/2001,Set-01,17,5
09/09/2001,Set-01,39,4.5
10/09/2001,Set-01,10,4.5
11/09/2001,Set-01,43,4.8
11/09/2001,Set-01,46,4.7
11/09/2001,Set-01,67,4.5
12/09/2001,Set-01,47,4.5
12/09/2001,Set-01,50,5.1
14/09/2001,Set-01,47,4.6
14/09/2001,Set-01,38,4.5
14/09/2001,Set-01,52,4.7
16/09/2001,Set-01,28,4.5
16/09/2001,Set-01,22,4.5
16/09/2001,Set-01,26,4.8
18/09/2001,Set-01,170,4.8
18/09/2001,Set-01,20,4.6
18/09/2001,Set-01,46,4.7
18/09/2001,Set-01,51,5
19/09/2001,Set-01,134,4.8
19/09/2001,Set-01,39,4.6
19/09/2001,Set-01,22,5.3
21/09/2001,Set-01,57,4.8
21/09/2001,Set-01,40,4.5
21/09/2001,Set-01,37,4.5
22/09/2001,Set-01,86,4.7
22/09/2001,Set-01,25,4.6
22/09/2001,Set-01,13,4.6
22/09/2001,Set-01,135,4.6
22/09/2001,Set-01,45,4.6
23/09/2001,Set-01,165,4.8
23/09/2001,Set-01,159,4.9
24/09/2001,Set-01,38,4.5
25/09/2001,Set-01,7,4.9
25/09/2001,Set-01,30,5.1
26/09/2001,Set-01,148,4.5
28/09/2001,Set-01,52,4.5
29/09/2001,Set-01,8,4.5
29/09/2001,Set-01,15,4.8
29/09/2001,Set-01,34,4.9
30/09/2001,Set-01,41,4.8
30/09/2001,Set-01,39,4.5
01/10/2001,oct-01,28,4.7
01/10/2001,oct-01,87,4.6
05/10/2001,oct-01,52,5.3
08/10/2001,oct-01,17,4.6
10/10/2001,oct-01,29,4.5
10/10/2001,oct-01,20,4.6
10/10/2001,oct-01,45,4.9
10/10/2001,oct-01,54,4.6
11/10/2001,oct-01,14,4.6
11/10/2001,oct-01,38,4.5
11/10/2001,oct-01,142,4.5
12/10/2001,oct-01,40,4.8
12/10/2001,oct-01,228,4.2
13/10/2001,oct-01,29,5.2
13/10/2001,oct-01,40,4.6
14/10/2001,oct-01,45,4.9
15/10/2001,oct-01,132,4.6
15/10/2001,oct-01,59,4.5
16/10/2001,oct-01,45,4.5
16/10/2001,oct-01,130,4.7
17/10/2001,oct-01,10,4.9
18/10/2001,oct-01,10,4.8
20/10/2001,oct-01,2,5
20/10/2001,oct-01,27,4.8
21/10/2001,oct-01,151,4.5
22/10/2001,oct-01,28,4.5
23/10/2001,oct-01,46,4.5
24/10/2001,oct-01,32,4.5
24/10/2001,oct-01,38,4.5
25/10/2001,oct-01,51,4.9
25/10/2001,oct-01,49,4.5
25/10/2001,oct-01,188,4.9
25/10/2001,oct-01,24,4.6
26/10/2001,oct-01,221,6
27/10/2001,oct-01,20,4.7
27/10/2001,oct-01,33,4.7
27/10/2001,oct-01,25,4.8
28/10/2001,oct-01,56,4.9
29/10/2001,oct-01,61,4.5
31/10/2001,oct-01,35,4.9
31/10/2001,oct-01,22,4.5
31/10/2001,oct-01,36,5.3
01/11/2001,nov-01,27,5.5
02/11/2001,nov-01,49,4.5
02/11/2001,nov-01,36,4.6
02/11/2001,nov-01,47,4.7
02/11/2001,nov-01,9,4.5
04/11/2001,nov-01,21,5.5
05/11/2001,nov-01,51,4.9
05/11/2001,nov-01,153,5
05/11/2001,nov-01,130,4.5
06/11/2001,nov-01,25,4.6
07/11/2001,nov-01,32,4.5
09/11/2001,nov-01,30,4.7
09/11/2001,nov-01,20,5.1
12/11/2001,nov-01,13,4.7
13/11/2001,nov-01,57,4.5
14/11/2001,nov-01,27,4.5
14/11/2001,nov-01,55,4.5
15/11/2001,nov-01,33,5
16/11/2001,nov-01,39,4.8
16/11/2001,nov-01,62,4.8
16/11/2001,nov-01,181,4.9
17/11/2001,nov-01,83,4.5
17/11/2001,nov-01,123,5.4
18/11/2001,nov-01,128,5
21/11/2001,nov-01,47,4.5
22/11/2001,nov-01,18,4.5
22/11/2001,nov-01,139,4.8
22/11/2001,nov-01,41,5.7
23/11/2001,nov-01,128,4.5
23/11/2001,nov-01,71,4.8
23/11/2001,nov-01,62,4.5
23/11/2001,nov-01,145,4.5
24/11/2001,nov-01,38,4.6
25/11/2001,nov-01,45,4.5
26/11/2001,nov-01,36,4.6
27/11/2001,nov-01,27,5.8
27/11/2001,nov-01,47,4.5
28/11/2001,nov-01,29,5.1
28/11/2001,nov-01,55,4.9
28/11/2001,nov-01,57,4.7
29/11/2001,nov-01,43,5.3
29/11/2001,nov-01,20,4.8
01/12/2001,dic-01,196,4.5
01/12/2001,dic-01,153,4.6
01/12/2001,dic-01,58,4.9
02/12/2001,dic-01,30,4.5
02/12/2001,dic-01,18,4.5
04/12/2001,dic-01,20,6
04/12/2001,dic-01,37,5.3
04/12/2001,dic-01,109,5.1
06/12/2001,dic-01,22,4.6
08/12/2001,dic-01,21,5.8
08/12/2001,dic-01,10,5
08/12/2001,dic-01,6,5
08/12/2001,dic-01,14,5.1
08/12/2001,dic-01,123,4.9
09/12/2001,dic-01,32,4.5
09/12/2001,dic-01,27,4.9
10/12/2001,dic-01,15,4.5
11/12/2001,dic-01,24,4.8
11/12/2001,dic-01,115,4.7
13/12/2001,dic-01,144,4.8
13/12/2001,dic-01,16,4.5
14/12/2001,dic-01,40,5
14/12/2001,dic-01,61,4.8
15/12/2001,dic-01,81,4.7
15/12/2001,dic-01,27,4.6
16/12/2001,dic-01,89,4.6
16/12/2001,dic-01,98,4.9
16/12/2001,dic-01,7,4.8
16/12/2001,dic-01,98,4.6
16/12/2001,dic-01,51,4.6
20/12/2001,dic-01,43,4.7
20/12/2001,dic-01,46,5.1
23/12/2001,dic-01,29,5.7
25/12/2001,dic-01,137,5.1
28/12/2001,dic-01,139,4.7
28/12/2001,dic-01,169,6.2
29/12/2001,dic-01,10,4.5
30/12/2001,dic-01,146,4.6
31/12/2001,dic-01,12,5.6
31/12/2001,dic-01,6,4.9
01/01/2002,ene-02,51,4.5
01/01/2002,ene-02,52,4.5
02/01/2002,ene-02,41,4.8
02/01/2002,ene-02,40,5
03/01/2002,ene-02,103,4.5
05/01/2002,ene-02,86,4.5
06/01/2002,ene-02,14,5.2
07/01/2002,ene-02,159,5.1
08/01/2002,ene-02,40,4.7
08/01/2002,ene-02,116,4.7
09/01/2002,ene-02,77,4.6
10/01/2002,ene-02,75,4.6
10/01/2002,ene-02,26,4.5
11/01/2002,ene-02,75,4.9
12/01/2002,ene-02,25,4.7
13/01/2002,ene-02,10,4.9
13/01/2002,ene-02,76,4.6
14/01/2002,ene-02,63,4.5
15/01/2002,ene-02,52,4.6
15/01/2002,ene-02,121,4.9
17/01/2002,ene-02,74,4.6
17/01/2002,ene-02,56,4.9
18/01/2002,ene-02,127,4.5
18/01/2002,ene-02,108,4.6
19/01/2002,ene-02,25,4.5
19/01/2002,ene-02,144,4.5
19/01/2002,ene-02,43,4.5
20/01/2002,ene-02,33,4.3
21/01/2002,ene-02,112,4.7
21/01/2002,ene-02,109,4.5
22/01/2002,ene-02,23,4.6
22/01/2002,ene-02,49,5
22/01/2002,ene-02,42,4.8
23/01/2002,ene-02,84,4.5
23/01/2002,ene-02,105,4.6
24/01/2002,ene-02,51,4.5
26/01/2002,ene-02,104,4.6
26/01/2002,ene-02,53,4.8
26/01/2002,ene-02,36,5.2
26/01/2002,ene-02,108,4.7
29/01/2002,ene-02,12,4.6
29/01/2002,ene-02,37,4.6
29/01/2002,ene-02,70,4.9
30/01/2002,ene-02,88,5
30/01/2002,ene-02,103,4.5
31/01/2002,ene-02,106,4.7
31/01/2002,ene-02,174,5
01/02/2002,feb-02,149,4.5
01/02/2002,feb-02,126,4.6
01/02/2002,feb-02,91,5
02/02/2002,feb-02,140,4.5
02/02/2002,feb-02,82,4.7
02/02/2002,feb-02,132,4.8
02/02/2002,feb-02,159,4.5
03/02/2002,feb-02,11,5.6
03/02/2002,feb-02,54,4.5
04/02/2002,feb-02,78,4.5
04/02/2002,feb-02,138,4.4
07/02/2002,feb-02,31,5.2
10/02/2002,feb-02,123,4.9
10/02/2002,feb-02,66,4.9
12/02/2002,feb-02,39,4.5
12/02/2002,feb-02,29,4.5
14/02/2002,feb-02,142,4.7
16/02/2002,feb-02,26,4.5
16/02/2002,feb-02,30,4.6
17/02/2002,feb-02,73,4.6
18/02/2002,feb-02,114,4.9
18/02/2002,feb-02,28,4.9
21/02/2002,feb-02,33,4.5
21/02/2002,feb-02,37,4.5
22/02/2002,feb-02,15,4.9
24/02/2002,feb-02,33,5.3
24/02/2002,feb-02,20,4.9
24/02/2002,feb-02,127,4.7
25/02/2002,feb-02,22,4.5
25/02/2002,feb-02,22,5.2
26/02/2002,feb-02,53,4.5
26/02/2002,feb-02,93,5.8
26/02/2002,feb-02,26,4.9
27/02/2002,feb-02,39,4.5
01/03/2002,mar-02,123,4.5
01/03/2002,mar-02,33,4.5
02/03/2002,mar-02,21,5.4
02/03/2002,mar-02,122,4.5
03/03/2002,mar-02,161,4.5
03/03/2002,mar-02,43,4.5
04/03/2002,mar-02,91,4.5
04/03/2002,mar-02,101,4.5
06/03/2002,mar-02,118,4.6
06/03/2002,mar-02,117,4.5
08/03/2002,mar-02,45,4.8
16/03/2002,mar-02,142,4.5
16/03/2002,mar-02,141,5.2
16/03/2002,mar-02,33,4.2
17/03/2002,mar-02,44,4.8
17/03/2002,mar-02,55,4
18/03/2002,mar-02,48,5.4
18/03/2002,mar-02,141,4.6
18/03/2002,mar-02,26,4.7
20/03/2002,mar-02,126,4.5
21/03/2002,mar-02,33,4.5
21/03/2002,mar-02,36,4.6
23/03/2002,mar-02,20,5.5
23/03/2002,mar-02,66,4.8
24/03/2002,mar-02,117,5
25/03/2002,mar-02,80,4.9
25/03/2002,mar-02,13,4.5
26/03/2002,mar-02,73,4.7
30/03/2002,mar-02,23,4.9
31/03/2002,mar-02,206,4.9
31/03/2002,mar-02,89,4.9
01/04/2002,abr-02,40,4.8
02/04/2002,abr-02,160,5
03/04/2002,abr-02,18,4.8
03/04/2002,abr-02,26,4.6
03/04/2002,abr-02,39,5.2
03/04/2002,abr-02,132,4.6
05/04/2002,abr-02,51,4.7
09/04/2002,abr-02,5,4.9
10/04/2002,abr-02,75,4.7
12/04/2002,abr-02,153,4.5
14/04/2002,abr-02,127,5.2
15/04/2002,abr-02,28,5.2
17/04/2002,abr-02,11,4.7
17/04/2002,abr-02,45,5
17/04/2002,abr-02,40,4.5
17/04/2002,abr-02,22,4.5
17/04/2002,abr-02,30,5
17/04/2002,abr-02,33,4.7
18/04/2002,abr-02,37,4.9
19/04/2002,abr-02,23,4.9
19/04/2002,abr-02,43,4.5
21/04/2002,abr-02,35,6.1
22/04/2002,abr-02,12,4.9
22/04/2002,abr-02,59,4.9
22/04/2002,abr-02,28,4.6
24/04/2002,abr-02,65,4.6
24/04/2002,abr-02,51,4.5
25/04/2002,abr-02,126,4.5
27/04/2002,abr-02,43,4.8
28/04/2002,abr-02,58,4.6
02/05/2002,may-02,110,4.6
02/05/2002,may-02,67,4.8
03/05/2002,may-02,142,4.6
06/05/2002,may-02,11,4.5
07/05/2002,may-02,42,5
08/05/2002,may-02,56,5
10/05/2002,may-02,49,4.9
11/05/2002,may-02,42,5.9
13/05/2002,may-02,150,4.7
14/05/2002,may-02,38,4.5
15/05/2002,may-02,20,4.5
18/05/2002,may-02,69,4.9
19/05/2002,may-02,24,4.9
19/05/2002,may-02,15,4.6
20/05/2002,may-02,46,4.5
21/05/2002,may-02,136,4.7
22/05/2002,may-02,28,4.7
22/05/2002,may-02,138,4.9
22/05/2002,may-02,133,4.9
23/05/2002,may-02,127,4.6
23/05/2002,may-02,625,4.5
24/05/2002,may-02,24,4.5
25/05/2002,may-02,130,4.8
26/05/2002,may-02,41,4.6
28/05/2002,may-02,33,4.6
29/05/2002,may-02,38,4.8
29/05/2002,may-02,142,4.6
31/05/2002,may-02,58,4.5
05/06/2002,jun-02,582,4.5
06/06/2002,jun-02,23,4.6
08/06/2002,jun-02,12,4.9
09/06/2002,jun-02,32,4.8
14/06/2002,jun-02,16,5
15/06/2002,jun-02,25,4.7
17/06/2002,jun-02,36,4.8
17/06/2002,jun-02,41,5.1
20/06/2002,jun-02,91,4.5
20/06/2002,jun-02,100,4.6
20/06/2002,jun-02,89,5.6
21/06/2002,jun-02,41,4.5
21/06/2002,jun-02,19,4.7
23/06/2002,jun-02,33,4.3
24/06/2002,jun-02,114,5.2
28/06/2002,jun-02,90,4.6
28/06/2002,jun-02,136,5
28/06/2002,jun-02,192,4.9
29/06/2002,jun-02,19,5.2
30/06/2002,jun-02,133,4.3
30/06/2002,jun-02,22,5.1
30/06/2002,jun-02,38,5.5
01/07/2002,jul-02,60,5.1
02/07/2002,jul-02,45,4.7
02/07/2002,jul-02,41,4.5
03/07/2002,jul-02,10,4.9
04/07/2002,jul-02,91,5
04/07/2002,jul-02,37,5
04/07/2002,jul-02,54,4.5
05/07/2002,jul-02,23,4.9
06/07/2002,jul-02,54,4.3
10/07/2002,jul-02,73,4.5
10/07/2002,jul-02,19,4.8
14/07/2002,jul-02,43,5.3
16/07/2002,jul-02,73,4.6
16/07/2002,jul-02,93,4.6
17/07/2002,jul-02,160,4.7
17/07/2002,jul-02,57,4.5
19/07/2002,jul-02,22,4.8
19/07/2002,jul-02,43,4.9
20/07/2002,jul-02,102,4.5
22/07/2002,jul-02,52,4.5
29/07/2002,jul-02,38,4.5
29/07/2002,jul-02,28,4.5
29/07/2002,jul-02,90,5.5
02/08/2002,ago-02,35,4.9
04/08/2002,ago-02,81,5
04/08/2002,ago-02,22,4.5
04/08/2002,ago-02,33,4.8
06/08/2002,ago-02,102,5.6
08/08/2002,ago-02,18,4.9
08/08/2002,ago-02,49,5.3
10/08/2002,ago-02,82,4.5
10/08/2002,ago-02,160,5.3
10/08/2002,ago-02,83,4.5
11/08/2002,ago-02,568,5.5
11/08/2002,ago-02,30,5.4
11/08/2002,ago-02,38,4.9
11/08/2002,ago-02,31,4.9
13/08/2002,ago-02,38,4.6
19/08/2002,ago-02,41,4.5
25/08/2002,ago-02,16,4.8
26/08/2002,ago-02,17,4.8
26/08/2002,ago-02,46,5.7
27/08/2002,ago-02,28,4.8
29/08/2002,ago-02,200,4.8
29/08/2002,ago-02,54,5.1
30/08/2002,ago-02,116,4.7
02/09/2002,Set-02,35,4.7
02/09/2002,Set-02,153,4.9
05/09/2002,Set-02,11,4.5
11/09/2002,Set-02,70,4.9
12/09/2002,Set-02,154,4.5
13/09/2002,Set-02,56,5.4
14/09/2002,Set-02,169,4.9
14/09/2002,Set-02,58,4.9
16/09/2002,Set-02,111,4.6
16/09/2002,Set-02,182,4.5
16/09/2002,Set-02,33,5.7
18/09/2002,Set-02,46,4.9
19/09/2002,Set-02,152,4.6
22/09/2002,Set-02,70,4.5
24/09/2002,Set-02,20,4.5
29/09/2002,Set-02,48,5.3
30/09/2002,Set-02,29,4.7
30/09/2002,Set-02,128,4.9
02/10/2002,oct-02,174,5
03/10/2002,oct-02,113,5.1
04/10/2002,oct-02,59,4.9
05/10/2002,oct-02,107,5.1
08/10/2002,oct-02,18,4.7
12/10/2002,oct-02,126,4.9
12/10/2002,oct-02,596,6.9
13/10/2002,oct-02,147,4.7
14/10/2002,oct-02,220,5.3
15/10/2002,oct-02,93,5.6
16/10/2002,oct-02,50,4.5
17/10/2002,oct-02,76,4.9
19/10/2002,oct-02,165,5.1
19/10/2002,oct-02,28,5
21/10/2002,oct-02,32,4.9
23/10/2002,oct-02,24,5
24/10/2002,oct-02,156,5.2
24/10/2002,oct-02,85,4.7
26/10/2002,oct-02,157,4.8
26/10/2002,oct-02,23,4.9
27/10/2002,oct-02,28,4.8
29/10/2002,oct-02,118,5.2
30/10/2002,oct-02,172,5.2
31/10/2002,oct-02,89,4.5
31/10/2002,oct-02,14,4.6
31/10/2002,oct-02,33,4.7
31/10/2002,oct-02,21,4.6
01/11/2002,nov-02,11,4.5
01/11/2002,nov-02,12,5.7
01/11/2002,nov-02,33,4.2
01/11/2002,nov-02,18,5.3
01/11/2002,nov-02,11,5
01/11/2002,nov-02,20,4.7
02/11/2002,nov-02,46,5.3
08/11/2002,nov-02,31,4.5
08/11/2002,nov-02,37,4.5
09/11/2002,nov-02,163,4.5
09/11/2002,nov-02,12,5.1
10/11/2002,nov-02,48,5.5
10/11/2002,nov-02,15,4.6
12/11/2002,nov-02,112,5.1
12/11/2002,nov-02,91,4.8
13/11/2002,nov-02,78,5.3
13/11/2002,nov-02,64,4.5
13/11/2002,nov-02,30,4.5
14/11/2002,nov-02,43,4.5
14/11/2002,nov-02,28,4.6
22/11/2002,nov-02,12,4.7
24/11/2002,nov-02,87,4.9
27/11/2002,nov-02,47,4
27/11/2002,nov-02,112,4.6
27/11/2002,nov-02,160,4.6
27/11/2002,nov-02,23,5.3
28/11/2002,nov-02,97,4.5
28/11/2002,nov-02,15,4.8
28/11/2002,nov-02,143,5.2
28/11/2002,nov-02,198,5.3
28/11/2002,nov-02,37,4.9
29/11/2002,nov-02,50,4.8
01/12/2002,dic-02,29,5.6
01/12/2002,dic-02,113,4.7
02/12/2002,dic-02,31,4.6
03/12/2002,dic-02,123,4.9
04/12/2002,dic-02,42,4.7
06/12/2002,dic-02,63,4.1
07/12/2002,dic-02,23,5
11/12/2002,dic-02,28,5.3
12/12/2002,dic-02,49,4.5
13/12/2002,dic-02,43,4.5
13/12/2002,dic-02,141,4.5
13/12/2002,dic-02,9,5.6
14/12/2002,dic-02,84,4.8
14/12/2002,dic-02,33,4.2
14/12/2002,dic-02,16,4.8
15/12/2002,dic-02,33,4.3
16/12/2002,dic-02,143,4.3
19/12/2002,dic-02,100,4.1
20/12/2002,dic-02,104,4.7
24/12/2002,dic-02,83,4.6
26/12/2002,dic-02,123,4.9
26/12/2002,dic-02,31,4.6
28/12/2002,dic-02,110,5.2
29/12/2002,dic-02,13,4.6
29/12/2002,dic-02,80,4.7
29/12/2002,dic-02,72,4.6
02/01/2003,ene-03,46,5.6
02/01/2003,ene-03,92,4.7
04/01/2003,ene-03,33,4.4
07/01/2003,ene-03,55,4.6
07/01/2003,ene-03,29,4.6
08/01/2003,ene-03,49,5.4
09/01/2003,ene-03,33,5.8
09/01/2003,ene-03,41,4.5
09/01/2003,ene-03,24,5
11/01/2003,ene-03,53,4.6
13/01/2003,ene-03,37,4.7
13/01/2003,ene-03,135,4.6
16/01/2003,ene-03,106,4.5
17/01/2003,ene-03,33,4.3
17/01/2003,ene-03,45,4.5
18/01/2003,ene-03,36,4.8
21/01/2003,ene-03,147,4.7
23/01/2003,ene-03,42,4.6
24/01/2003,ene-03,55,4.7
24/01/2003,ene-03,37,4.5
26/01/2003,ene-03,43,4.8
28/01/2003,ene-03,29,5.5
30/01/2003,ene-03,110,4.6
31/01/2003,ene-03,39,4.8
31/01/2003,ene-03,129,5.5
05/02/2003,feb-03,114,4.5
07/02/2003,feb-03,34,4.7
07/02/2003,feb-03,100,4.7
08/02/2003,feb-03,43,4.5
09/02/2003,feb-03,27,4.7
09/02/2003,feb-03,27,4.8
09/02/2003,feb-03,66,4.7
09/02/2003,feb-03,47,4.6
10/02/2003,feb-03,46,4.5
10/02/2003,feb-03,65,5
10/02/2003,feb-03,70,4.5
10/02/2003,feb-03,86,4.8
14/02/2003,feb-03,126,4.5
14/02/2003,feb-03,36,5.4
14/02/2003,feb-03,140,4.6
17/02/2003,feb-03,26,5
19/02/2003,feb-03,51,4.6
20/02/2003,feb-03,28,5.8
20/02/2003,feb-03,33,5
21/02/2003,feb-03,11,4.8
21/02/2003,feb-03,40,5
22/02/2003,feb-03,30,4.9
01/03/2003,mar-03,178,5.8
02/03/2003,mar-03,21,4.6
03/03/2003,mar-03,110,4.9
04/03/2003,mar-03,116,5
04/03/2003,mar-03,43,4.5
06/03/2003,mar-03,20,4.9
06/03/2003,mar-03,43,4.9
08/03/2003,mar-03,116,4.9
09/03/2003,mar-03,118,4.6
10/03/2003,mar-03,54,4.8
12/03/2003,mar-03,29,4.9
12/03/2003,mar-03,150,5
12/03/2003,mar-03,68,4.8
13/03/2003,mar-03,38,4.6
13/03/2003,mar-03,65,4.6
14/03/2003,mar-03,147,4.7
14/03/2003,mar-03,21,5
15/03/2003,mar-03,110,4.7
15/03/2003,mar-03,138,4.8
16/03/2003,mar-03,19,4.5
17/03/2003,mar-03,26,4.6
18/03/2003,mar-03,60,4.5
20/03/2003,mar-03,31,5.3
20/03/2003,mar-03,92,4.5
23/03/2003,mar-03,62,4.7
26/03/2003,mar-03,46,4.5
27/03/2003,mar-03,139,5.3
28/03/2003,mar-03,109,4.5
28/03/2003,mar-03,87,4.9
29/03/2003,mar-03,23,4.5
31/03/2003,mar-03,32,5.2
02/04/2003,abr-03,38,4.5
04/04/2003,abr-03,180,4.1
04/04/2003,abr-03,28,4.8
07/04/2003,abr-03,32,4.6
07/04/2003,abr-03,111,4.9
10/04/2003,abr-03,59,4.5
11/04/2003,abr-03,123,4.9
13/04/2003,abr-03,21,4.6
14/04/2003,abr-03,97,4.8
14/04/2003,abr-03,38,4.6
14/04/2003,abr-03,83,4.7
15/04/2003,abr-03,53,4.5
18/04/2003,abr-03,69,4.9
18/04/2003,abr-03,26,4.7
21/04/2003,abr-03,144,4.9
21/04/2003,abr-03,45,4.8
22/04/2003,abr-03,42,4.7
23/04/2003,abr-03,118,4.5
26/04/2003,abr-03,35,4.9
26/04/2003,abr-03,144,4.9
26/04/2003,abr-03,51,4.5
27/04/2003,abr-03,668,6.2
30/04/2003,abr-03,46,4.6
02/05/2003,may-03,11,4.7
03/05/2003,may-03,23,5.3
03/05/2003,may-03,60,4.6
04/05/2003,may-03,47,4.5
04/05/2003,may-03,49,4.6
05/05/2003,may-03,169,5.5
08/05/2003,may-03,106,4.8
08/05/2003,may-03,50,5.9
10/05/2003,may-03,115,4.6
13/05/2003,may-03,50,5.2
16/05/2003,may-03,139,4.8
16/05/2003,may-03,26,5
16/05/2003,may-03,44,5
16/05/2003,may-03,25,4.9
16/05/2003,may-03,35,4.7
17/05/2003,may-03,43,4.5
17/05/2003,may-03,54,4.6
18/05/2003,may-03,42,4.7
18/05/2003,may-03,68,4.6
18/05/2003,may-03,154,4.6
20/05/2003,may-03,44,4.9
22/05/2003,may-03,136,4.7
22/05/2003,may-03,105,4.8
24/05/2003,may-03,134,5.8
25/05/2003,may-03,79,5
26/05/2003,may-03,32,6
26/05/2003,may-03,65,4.7
27/05/2003,may-03,117,4.5
28/05/2003,may-03,20,5.8
29/05/2003,may-03,129,4.8
29/05/2003,may-03,161,4.1
29/05/2003,may-03,32,4.9
29/05/2003,may-03,12,4.7
01/06/2003,jun-03,113,4.5
01/06/2003,jun-03,26,4.9
02/06/2003,jun-03,119,4.9
02/06/2003,jun-03,33,4.5
03/06/2003,jun-03,53,4.9
03/06/2003,jun-03,23,4.8
03/06/2003,jun-03,31,6.2
04/06/2003,jun-03,34,4.6
04/06/2003,jun-03,18,4.9
05/06/2003,jun-03,41,4.6
05/06/2003,jun-03,34,4.6
06/06/2003,jun-03,159,4.6
08/06/2003,jun-03,27,4.5
08/06/2003,jun-03,150,4.7
09/06/2003,jun-03,48,4.8
10/06/2003,jun-03,53,4.7
10/06/2003,jun-03,84,5
11/06/2003,jun-03,28,4.9
11/06/2003,jun-03,45,4.7
11/06/2003,jun-03,51,4.5
13/06/2003,jun-03,46,4.5
13/06/2003,jun-03,55,4.5
13/06/2003,jun-03,89,5
13/06/2003,jun-03,23,4.5
13/06/2003,jun-03,144,4.8
13/06/2003,jun-03,19,4.6
13/06/2003,jun-03,142,4.6
15/06/2003,jun-03,48,4.7
16/06/2003,jun-03,28,4.7
16/06/2003,jun-03,36,4.6
17/06/2003,jun-03,111,4.5
17/06/2003,jun-03,56,4.6
18/06/2003,jun-03,57,4.9
19/06/2003,jun-03,84,4.5
20/06/2003,jun-03,624,7.1
22/06/2003,jun-03,35,4.7
24/06/2003,jun-03,138,4.9
28/06/2003,jun-03,50,4.5
28/06/2003,jun-03,49,4.9
30/06/2003,jun-03,59,4.7
30/06/2003,jun-03,46,5
02/07/2003,jul-03,90,5
06/07/2003,jul-03,39,4.5
07/07/2003,jul-03,40,4.9
08/07/2003,jul-03,599,5.5
08/07/2003,jul-03,150,4.8
10/07/2003,jul-03,134,4.3
11/07/2003,jul-03,144,4.8
13/07/2003,jul-03,48,4.8
15/07/2003,jul-03,120,5.3
18/07/2003,jul-03,178,5.2
18/07/2003,jul-03,32,4.5
19/07/2003,jul-03,78,4.5
22/07/2003,jul-03,25,5.1
22/07/2003,jul-03,79,5.3
22/07/2003,jul-03,44,4.7
23/07/2003,jul-03,42,4.5
23/07/2003,jul-03,13,4.9
24/07/2003,jul-03,122,4.9
24/07/2003,jul-03,49,4.8
