dpt_cdc,prov_cdc,dist_cdc,altitud
JUNIN,HUANCAYO,PILCOMAYO,3212
JUNIN,HUANCAYO,PUCARA,3340
JUNIN,HUANCAYO,QUICHUAY,3401
JUNIN,HUANCAYO,QUILCAS,3303
JUNIN,HUANCAYO,SAN AGUSTIN,3250
JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,3254
JUNIN,HUANCAYO,SAÑO,3268
JUNIN,HUANCAYO,SAPALLANGA,3299
JUNIN,HUANCAYO,SICAYA,3273
JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,2197
JUNIN,HUANCAYO,VIQUES,3179
JUNIN,CONCEPCION,CONCEPCION,3286
JUNIN,CONCEPCION,ACO,3447
JUNIN,CONCEPCION,ANDAMARCA,2688
JUNIN,CONCEPCION,CHAMBARA,3521
JUNIN,CONCEPCION,COCHAS,3272
JUNIN,CONCEPCION,COMAS,3155
JUNIN,CONCEPCION,HEROINAS TOLEDO,3838
JUNIN,CONCEPCION,MANZANARES,3377
JUNIN,CONCEPCION,MARISCAL CASTILLA,2619
JUNIN,CONCEPCION,MATAHUASI,3279
JUNIN,CONCEPCION,MITO,3321
JUNIN,CONCEPCION,NUEVE DE JULIO,3314
JUNIN,CONCEPCION,ORCOTUNA,3304
JUNIN,CONCEPCION,SAN JOSE DE QUERO,3875
JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,3373
JUNIN,CHANCHAMAYO,CHANCHAMAYO,775
JUNIN,CHANCHAMAYO,PERENE,621
JUNIN,CHANCHAMAYO,PICHANAQUI,510
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,744
JUNIN,CHANCHAMAYO,SAN RAMON,814
JUNIN,CHANCHAMAYO,VITOC,1077
JUNIN,JAUJA,JAUJA,3389
JUNIN,JAUJA,ACOLLA,3465
JUNIN,JAUJA,APATA,3332
JUNIN,JAUJA,ATAURA,3340
JUNIN,JAUJA,CANCHAYLLO,3671
JUNIN,JAUJA,CURICACA,3620
JUNIN,JAUJA,EL MANTARO,3350
JUNIN,JAUJA,HUAMALI,3336
JUNIN,JAUJA,HUARIPAMPA,3358
JUNIN,JAUJA,HUERTAS,3365
JUNIN,JAUJA,JANJAILLO,3966
JUNIN,JAUJA,JULCAN,3433
JUNIN,JAUJA,LEONOR ORDOÑEZ,3317
JUNIN,JAUJA,LLOCLLAPAMPA,3527
JUNIN,JAUJA,MARCO,3492
JUNIN,JAUJA,MASMA,3478
JUNIN,JAUJA,MASMA CHICCHE,3650
JUNIN,JAUJA,MOLINOS,3434
JUNIN,JAUJA,MONOBAMBA,1449
JUNIN,JAUJA,MUQUI,3331
JUNIN,JAUJA,MUQUIYAUYO,3347
JUNIN,JAUJA,PACA,3404
JUNIN,JAUJA,PACCHA,3835
JUNIN,JAUJA,PANCAN,3374
JUNIN,JAUJA,PARCO,3556
JUNIN,JAUJA,POMACANCHA,3819
JUNIN,JAUJA,RICRAN,3777
JUNIN,JAUJA,SAN LORENZO,3308
JUNIN,JAUJA,SAN PEDRO DE CHUNAN,3401
JUNIN,JAUJA,SAUSA,3376
JUNIN,JAUJA,SINCOS,3311
JUNIN,JAUJA,TUNAN MARCA,3567
JUNIN,JAUJA,YAULI,3425
JUNIN,JAUJA,YAUYOS,3384
JUNIN,JUNIN,JUNIN,4113
JUNIN,JUNIN,CARHUAMAYO,4126
JUNIN,JUNIN,ONDORES,4105
JUNIN,JUNIN,ULCUMAYO,3611
JUNIN,SATIPO,SATIPO,628
JUNIN,SATIPO,COVIRIALI,690
JUNIN,SATIPO,LLAYLLA,1100
JUNIN,SATIPO,MAZAMARI,700
JUNIN,SATIPO,PAMPA HERMOSA,1253
JUNIN,SATIPO,PANGOA,700
JUNIN,SATIPO,RIO NEGRO,644
JUNIN,SATIPO,RIO TAMBO,362
JUNIN,TARMA,TARMA,3059
JUNIN,TARMA,ACOBAMBA,2950
JUNIN,TARMA,HUARICOLCA,3762
JUNIN,TARMA,HUASAHUASI,2827
JUNIN,TARMA,LA UNION,3505
JUNIN,TARMA,PALCA,2742
JUNIN,TARMA,PALCAMAYO,3338
JUNIN,TARMA,SAN PEDRO DE CAJAS,4024
JUNIN,TARMA,TAPO,3127
JUNIN,YAULI,LA OROYA,3725
JUNIN,YAULI,CHACAPALPA,3752
JUNIN,YAULI,HUAY-HUAY,3969
JUNIN,YAULI,MARCAPOMACOCHA,4412
JUNIN,YAULI,MOROCOCHA,4524
JUNIN,YAULI,PACCHA,3987
JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,4126
JUNIN,YAULI,SANTA ROSA DE SACCO,3814
JUNIN,YAULI,SUITUCANCHA,4259
JUNIN,YAULI,YAULI,4140
JUNIN,CHUPACA,CHUPACA,3281
JUNIN,CHUPACA,AHUAC,3295
JUNIN,CHUPACA,CHONGOS BAJO,3272
JUNIN,CHUPACA,HUACHAC,3361
JUNIN,CHUPACA,HUAMANCACA CHICO,3193
JUNIN,CHUPACA,SAN JUAN DE ISCOS,3256
JUNIN,CHUPACA,SAN JUAN DE JARPA,3737
JUNIN,CHUPACA,TRES DE DICIEMBRE,3213
JUNIN,CHUPACA,YANACANCHA,3824
LA LIBERTAD,TRUJILLO,TRUJILLO,34
LA LIBERTAD,TRUJILLO,EL PORVENIR,104
LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,102
LA LIBERTAD,TRUJILLO,HUANCHACO,7
LA LIBERTAD,TRUJILLO,LA ESPERANZA,87
LA LIBERTAD,TRUJILLO,LAREDO,95
LA LIBERTAD,TRUJILLO,MOCHE,10
LA LIBERTAD,TRUJILLO,POROTO,633
LA LIBERTAD,TRUJILLO,SALAVERRY,6
LA LIBERTAD,TRUJILLO,SIMBAL,574
LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,8
LA LIBERTAD,ASCOPE,ASCOPE,238
LA LIBERTAD,ASCOPE,CHICAMA,129
LA LIBERTAD,ASCOPE,CHOCOPE,106
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,28
LA LIBERTAD,ASCOPE,PAIJAN,94
LA LIBERTAD,ASCOPE,RAZURI,10
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,18
LA LIBERTAD,ASCOPE,CASA GRANDE,145
LA LIBERTAD,BOLIVAR,BOLIVAR,3098
LA LIBERTAD,BOLIVAR,BAMBAMARCA,3470
LA LIBERTAD,BOLIVAR,CONDORMARCA,2999
LA LIBERTAD,BOLIVAR,LONGOTEA,2545
LA LIBERTAD,BOLIVAR,UCHUMARCA,3062
LA LIBERTAD,BOLIVAR,UCUNCHA,2492
LA LIBERTAD,CHEPEN,CHEPEN,135
LA LIBERTAD,CHEPEN,PACANGA,89
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,75
LA LIBERTAD,JULCAN,JULCAN,3412
LA LIBERTAD,JULCAN,CALAMARCA,3314
LA LIBERTAD,JULCAN,CARABAMBA,3335
LA LIBERTAD,JULCAN,HUASO,3113
LA LIBERTAD,OTUZCO,OTUZCO,2660
LA LIBERTAD,OTUZCO,AGALLPAMPA,3119
LA LIBERTAD,OTUZCO,CHARAT,2285
LA LIBERTAD,OTUZCO,HUARANCHAL,2110
LA LIBERTAD,OTUZCO,LA CUESTA,1879
LA LIBERTAD,OTUZCO,MACHE,3301
LA LIBERTAD,OTUZCO,PARANDAY,3156
LA LIBERTAD,OTUZCO,SALPO,3433
LA LIBERTAD,OTUZCO,SINSICAP,2280
LA LIBERTAD,OTUZCO,USQUIL,2987
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,48
LA LIBERTAD,PACASMAYO,GUADALUPE,92
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,24
LA LIBERTAD,PACASMAYO,PACASMAYO,7
LA LIBERTAD,PACASMAYO,SAN JOSE,106
LA LIBERTAD,PATAZ,TAYABAMBA,3290
LA LIBERTAD,PATAZ,BULDIBUYO,3201
LA LIBERTAD,PATAZ,CHILLIA,3120
LA LIBERTAD,PATAZ,HUANCASPATA,3361
LA LIBERTAD,PATAZ,HUAYLILLAS,2359
LA LIBERTAD,PATAZ,HUAYO,2280
LA LIBERTAD,PATAZ,ONGON,1245
LA LIBERTAD,PATAZ,PARCOY,3182
LA LIBERTAD,PATAZ,PATAZ,2638
LA LIBERTAD,PATAZ,PIAS,2650
LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,3226
LA LIBERTAD,PATAZ,TAURIJA,3089
LA LIBERTAD,PATAZ,URPAY,2690
LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,3185
LA LIBERTAD,SANCHEZ CARRION,CHUGAY,3378
LA LIBERTAD,SANCHEZ CARRION,COCHORCO,2578
LA LIBERTAD,SANCHEZ CARRION,CURGOS,3231
LA LIBERTAD,SANCHEZ CARRION,MARCABAL,2942
LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,2672
LA LIBERTAD,SANCHEZ CARRION,SARIN,2819
LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,2718
LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,3127
LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,2870
LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,2918
LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,3060
LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,2755
LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,3979
LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,2930
LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,3113
LA LIBERTAD,GRAN CHIMU,CASCAS,1279
LA LIBERTAD,GRAN CHIMU,LUCMA,2167
LA LIBERTAD,GRAN CHIMU,MARMOT,2200
LA LIBERTAD,GRAN CHIMU,SAYAPULLO,2381
LA LIBERTAD,VIRU,VIRU,76
LA LIBERTAD,VIRU,CHAO,75
LA LIBERTAD,VIRU,GUADALUPITO,26
LAMBAYEQUE,CHICLAYO,CHICLAYO,34
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,216
LAMBAYEQUE,CHICLAYO,ETEN,6
LAMBAYEQUE,CHICLAYO,ETEN PUERTO,5
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,31
LAMBAYEQUE,CHICLAYO,LA VICTORIA,28
LAMBAYEQUE,CHICLAYO,LAGUNAS,34
LAMBAYEQUE,CHICLAYO,MONSEFU,13
LAMBAYEQUE,CHICLAYO,NUEVA ARICA,175
LAMBAYEQUE,CHICLAYO,OYOTUN,220
LAMBAYEQUE,CHICLAYO,PICSI,44
LAMBAYEQUE,CHICLAYO,PIMENTEL,9
LAMBAYEQUE,CHICLAYO,REQUE,24
LAMBAYEQUE,CHICLAYO,SANTA ROSA,4
LAMBAYEQUE,CHICLAYO,SAÑA,58
LAMBAYEQUE,CHICLAYO,CAYALTI,75
LAMBAYEQUE,CHICLAYO,PATAPO,88
LAMBAYEQUE,CHICLAYO,POMALCA,48
LAMBAYEQUE,CHICLAYO,PUCALA,88
LAMBAYEQUE,CHICLAYO,TUMAN,59
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,42
LAMBAYEQUE,FERREÑAFE,CAÑARIS,2416
LAMBAYEQUE,FERREÑAFE,INCAHUASI,3032
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,65
LAMBAYEQUE,FERREÑAFE,PITIPO,50
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,39
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,20
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,200
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,53
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,66
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,39
LAMBAYEQUE,LAMBAYEQUE,MORROPE,21
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,132
LAMBAYEQUE,LAMBAYEQUE,OLMOS,174
LAMBAYEQUE,LAMBAYEQUE,PACORA,57
LAMBAYEQUE,LAMBAYEQUE,SALAS,166
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,10
LAMBAYEQUE,LAMBAYEQUE,TUCUME,45
LIMA,LIMA,LIMA,161
LIMA,LIMA,ANCON,12
LIMA,LIMA,ATE,349
LIMA,LIMA,BARRANCO,5
LIMA,LIMA,BREÑA,120
LIMA,LIMA,CARABAYLLO,221
LIMA,LIMA,CHACLACAYO,676
LIMA,LIMA,CHORRILLOS,46
LIMA,LIMA,CIENEGUILLA,267
LIMA,LIMA,COMAS,101
LIMA,LIMA,EL AGUSTINO,210
LIMA,LIMA,INDEPENDENCIA,85
LIMA,LIMA,JESUS MARIA,121
LIMA,LIMA,LA MOLINA,255
LIMA,LIMA,LA VICTORIA,142
LIMA,LIMA,LINCE,126
LIMA,LIMA,LOS OLIVOS,63
LIMA,LIMA,LURIGANCHO,911
LIMA,LIMA,LURIN,10
LIMA,LIMA,MAGDALENA DEL MAR,27
LIMA,LIMA,PUEBLO LIBRE,93
LIMA,LIMA,MIRAFLORES,69
LIMA,LIMA,PACHACAMAC,73
LIMA,LIMA,PUCUSANA,13
LIMA,LIMA,PUENTE PIEDRA,200
LIMA,LIMA,PUNTA HERMOSA,16
LIMA,LIMA,PUNTA NEGRA,19
LIMA,LIMA,RIMAC,127
LIMA,LIMA,SAN BARTOLO,24
LIMA,LIMA,SAN BORJA,143
LIMA,LIMA,SAN ISIDRO,108
LIMA,LIMA,SAN JUAN DE LURIGANCHO,205
LIMA,LIMA,SAN JUAN DE MIRAFLORES,108
LIMA,LIMA,SAN LUIS,189
LIMA,LIMA,SAN MARTIN DE PORRES,123
LIMA,LIMA,SAN MIGUEL,45
LIMA,LIMA,SANTA ANITA,240
LIMA,LIMA,SANTA MARIA DEL MAR,28
LIMA,LIMA,SANTA ROSA,7
LIMA,LIMA,SANTIAGO DE SURCO,72
LIMA,LIMA,SURQUILLO,122
LIMA,LIMA,VILLA EL SALVADOR,143
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,163
LIMA,BARRANCA,BARRANCA,51
LIMA,BARRANCA,PARAMONGA,19
LIMA,BARRANCA,PATIVILCA,88
LIMA,BARRANCA,SUPE,51
LIMA,BARRANCA,SUPE PUERTO,4
LIMA,CAJATAMBO,CAJATAMBO,3382
LIMA,CAJATAMBO,COPA,3418
LIMA,CAJATAMBO,GORGOR,3035
LIMA,CAJATAMBO,HUANCAPON,3159
LIMA,CAJATAMBO,MANAS,2423
LIMA,CANTA,CANTA,2833
LIMA,CANTA,ARAHUAY,2462
LIMA,CANTA,HUAMANTANGA,3384
LIMA,CANTA,HUAROS,3591
LIMA,CANTA,LACHAQUI,3754
LIMA,CANTA,SAN BUENAVENTURA,2696
LIMA,CANTA,SANTA ROSA DE QUIVES,919
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,28
LIMA,CAÑETE,ASIA,46
LIMA,CAÑETE,CALANGO,317
LIMA,CAÑETE,CERRO AZUL,7
LIMA,CAÑETE,CHILCA,17
LIMA,CAÑETE,COAYLLO,294
LIMA,CAÑETE,IMPERIAL,91
LIMA,CAÑETE,LUNAHUANA,484
LIMA,CAÑETE,MALA,41
LIMA,CAÑETE,NUEVO IMPERIAL,154
LIMA,CAÑETE,PACARAN,708
LIMA,CAÑETE,QUILMANA,161
LIMA,CAÑETE,SAN ANTONIO,45
LIMA,CAÑETE,SAN LUIS,26
LIMA,CAÑETE,SANTA CRUZ DE FLORES,91
LIMA,CAÑETE,ZUÑIGA,819
LIMA,HUARAL,HUARAL,186
LIMA,HUARAL,ATAVILLOS ALTO,3245
LIMA,HUARAL,ATAVILLOS BAJO,1869
LIMA,HUARAL,AUCALLAMA,153
LIMA,HUARAL,CHANCAY,44
LIMA,HUARAL,IHUARI,2826
LIMA,HUARAL,LAMPIAN,2460
LIMA,HUARAL,PACARAOS,3396
LIMA,HUARAL,SAN MIGUEL DE ACOS,1594
LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,3522
LIMA,HUARAL,SUMBILCA,3367
LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,2626
LIMA,HUAROCHIRI,MATUCANA,2380
LIMA,HUAROCHIRI,ANTIOQUIA,1526
LIMA,HUAROCHIRI,CALLAHUANCA,1750
LIMA,HUAROCHIRI,CARAMPOMA,3476
LIMA,HUAROCHIRI,CHICLA,3825
LIMA,HUAROCHIRI,CUENCA,2673
LIMA,HUAROCHIRI,HUACHUPAMPA,2865
LIMA,HUAROCHIRI,HUANZA,3352
LIMA,HUAROCHIRI,HUAROCHIRI,3144
LIMA,HUAROCHIRI,LAHUAYTAMBO,3270
LIMA,HUAROCHIRI,LANGA,2789
LIMA,HUAROCHIRI,LARAOS,3660
LIMA,HUAROCHIRI,MARIATANA,3533
LIMA,HUAROCHIRI,RICARDO PALMA,953
LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,3303
LIMA,HUAROCHIRI,SAN ANTONIO,3457
LIMA,HUAROCHIRI,SAN BARTOLOME,1587
LIMA,HUAROCHIRI,SAN DAMIAN,3182
LIMA,HUAROCHIRI,SAN JUAN DE IRIS,3413
LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,3448
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,2649
LIMA,HUAROCHIRI,SAN MATEO,3273
LIMA,HUAROCHIRI,SAN MATEO DE OTAO,2259
LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,3021
LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,3048
LIMA,HUAROCHIRI,SANGALLAYA,2733
LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,1406
LIMA,HUAROCHIRI,SANTA EULALIA,1029
LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,3336
LIMA,HUAROCHIRI,SANTIAGO DE TUNA,2850
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,2830
LIMA,HUAROCHIRI,SURCO,2008
LIMA,HUAURA,HUACHO,37
LIMA,HUAURA,AMBAR,2081
LIMA,HUAURA,CALETA DE CARQUIN,12
LIMA,HUAURA,CHECRAS,3705
LIMA,HUAURA,HUALMAY,41
LIMA,HUAURA,HUAURA,71
LIMA,HUAURA,LEONCIO PRADO,3297
LIMA,HUAURA,PACCHO,3237
LIMA,HUAURA,SANTA LEONOR,3541
LIMA,HUAURA,SANTA MARIA,75
LIMA,HUAURA,SAYAN,668
LIMA,HUAURA,VEGUETA,24
LIMA,OYON,OYON,3619
LIMA,OYON,ANDAJES,3492
LIMA,OYON,CAUJUL,3169
LIMA,OYON,COCHAMARCA,3417
LIMA,OYON,NAVAN,3051
LIMA,OYON,PACHANGARA,2258
LIMA,YAUYOS,YAUYOS,2900
LIMA,YAUYOS,ALIS,3249
LIMA,YAUYOS,ALLAUCA,3151
LIMA,YAUYOS,AYAVIRI,3239
LIMA,YAUYOS,AZANGARO,3401
LIMA,YAUYOS,CACRA,2800
LIMA,YAUYOS,CARANIA,3828
LIMA,YAUYOS,CATAHUASI,1179
LIMA,YAUYOS,CHOCOS,2688
LIMA,YAUYOS,COCHAS,2770
LIMA,YAUYOS,COLONIA,3366
LIMA,YAUYOS,HONGOS,3182
LIMA,YAUYOS,HUAMPARA,2479
LIMA,YAUYOS,HUANCAYA,3586
LIMA,YAUYOS,HUANGASCAR,2519
LIMA,YAUYOS,HUANTAN,3298
LIMA,YAUYOS,HUAÑEC,3195
LIMA,YAUYOS,LARAOS,3484
LIMA,YAUYOS,LINCHA,3482
LIMA,YAUYOS,MADEAN,3275
LIMA,YAUYOS,MIRAFLORES,3668
LIMA,YAUYOS,OMAS,1549
LIMA,YAUYOS,PUTINZA,1960
LIMA,YAUYOS,QUINCHES,2963
LIMA,YAUYOS,QUINOCAY,2651
LIMA,YAUYOS,SAN JOAQUIN,2938
LIMA,YAUYOS,SAN PEDRO DE PILAS,2653
LIMA,YAUYOS,TANTA,4268
LIMA,YAUYOS,TAURIPAMPA,3504
LIMA,YAUYOS,TOMAS,3700
LIMA,YAUYOS,TUPE,2832
LIMA,YAUYOS,VIÑAC,3297
LIMA,YAUYOS,VITIS,3594
LORETO,MAYNAS,IQUITOS,91
LORETO,MAYNAS,ALTO NANAY,101
LORETO,MAYNAS,FERNANDO LORES,101
LORETO,MAYNAS,INDIANA,90
LORETO,MAYNAS,LAS AMAZONAS,92
LORETO,MAYNAS,MAZAN,103
LORETO,MAYNAS,NAPO,139
LORETO,MAYNAS,PUNCHANA,97
LORETO,MAYNAS,TORRES CAUSANA,195
LORETO,MAYNAS,BELEN,86
LORETO,MAYNAS,SAN JUAN BAUTISTA,96
LORETO,ALTO AMAZONAS,YURIMAGUAS,148
LORETO,ALTO AMAZONAS,BALSAPUERTO,205
LORETO,ALTO AMAZONAS,JEBEROS,154
LORETO,ALTO AMAZONAS,LAGUNAS,125
LORETO,ALTO AMAZONAS,SANTA CRUZ,121
LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,141
LORETO,LORETO,NAUTA,98
LORETO,LORETO,PARINARI,119
LORETO,LORETO,TIGRE,127
LORETO,LORETO,TROMPETEROS,124
LORETO,LORETO,URARINAS,116
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,74
LORETO,MARISCAL RAMON CASTILLA,PEBAS,99
LORETO,MARISCAL RAMON CASTILLA,YAVARI,70
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,74
LORETO,REQUENA,REQUENA,95
LORETO,REQUENA,ALTO TAPICHE,115
LORETO,REQUENA,CAPELO,105
LORETO,REQUENA,EMILIO SAN MARTIN,107
LORETO,REQUENA,MAQUIA,100
LORETO,REQUENA,PUINAHUA,106
LORETO,REQUENA,SAQUENA,95
LORETO,REQUENA,SOPLIN,121
LORETO,REQUENA,TAPICHE,106
LORETO,REQUENA,JENARO HERRERA,91
LORETO,REQUENA,YAQUERANA,104
LORETO,UCAYALI,CONTAMANA,134
LORETO,UCAYALI,INAHUAYA,150
LORETO,UCAYALI,PADRE MARQUEZ,140
LORETO,UCAYALI,PAMPA HERMOSA,132
LORETO,UCAYALI,SARAYACU,126
LORETO,UCAYALI,VARGAS GUERRA,146
LORETO,DATEM DEL MARAÑON,BARRANCA,133
LORETO,DATEM DEL MARAÑON,CAHUAPANAS,165
LORETO,DATEM DEL MARAÑON,MANSERICHE,145
LORETO,DATEM DEL MARAÑON,MORONA,149
LORETO,DATEM DEL MARAÑON,PASTAZA,145
LORETO,DATEM DEL MARAÑON,ANDOAS,165
LORETO,PUTUMAYO,PUTUMAYO,106
LORETO,PUTUMAYO,ROSA PANDURO,161
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,199
LORETO,PUTUMAYO,YAGUAS,107
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,205
MADRE DE DIOS,TAMBOPATA,INAMBARI,353
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,248
MADRE DE DIOS,TAMBOPATA,LABERINTO,197
MADRE DE DIOS,MANU,MANU,527
MADRE DE DIOS,MANU,FITZCARRALD,306
MADRE DE DIOS,MANU,MADRE DE DIOS,240
MADRE DE DIOS,MANU,HUEPETUHE,417
MADRE DE DIOS,TAHUAMANU,IÑAPARI,245
MADRE DE DIOS,TAHUAMANU,IBERIA,270
MADRE DE DIOS,TAHUAMANU,TAHUAMANU,259
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,1417
MOQUEGUA,MARISCAL NIETO,CARUMAS,3043
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,3131
MOQUEGUA,MARISCAL NIETO,SAMEGUA,1558
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,3458
MOQUEGUA,MARISCAL NIETO,TORATA,2195
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,2160
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,3620
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,2297
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,3774
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,1800
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,3312
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,2635
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,3134
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,1815
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,3397
MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,3665
MOQUEGUA,ILO,ILO,13
MOQUEGUA,ILO,EL ALGARROBAL,92
MOQUEGUA,ILO,PACOCHA,23
PASCO,PASCO,CHAUPIMARCA,4342
PASCO,PASCO,HUACHON,3407
PASCO,PASCO,HUARIACA,2958
PASCO,PASCO,HUAYLLAY,4348
PASCO,PASCO,NINACACA,4141
PASCO,PASCO,PALLANCHACRA,3132
PASCO,PASCO,PAUCARTAMBO,2930
PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,3814
PASCO,PASCO,SIMON BOLIVAR,4191
PASCO,PASCO,TICLACAYAN,3531
PASCO,PASCO,TINYAHUARCO,4270
PASCO,PASCO,VICCO,4104
PASCO,PASCO,YANACANCHA,4334
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,3199
PASCO,DANIEL ALCIDES CARRION,CHACAYAN,3338
PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,4183
PASCO,DANIEL ALCIDES CARRION,PAUCAR,3357
PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,3678
PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,3803
PASCO,DANIEL ALCIDES CARRION,TAPUC,3678
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,3530
PASCO,OXAPAMPA,OXAPAMPA,1806
PASCO,OXAPAMPA,CHONTABAMBA,1865
PASCO,OXAPAMPA,HUANCABAMBA,1666
PASCO,OXAPAMPA,PALCAZU,297
PASCO,OXAPAMPA,POZUZO,971
PASCO,OXAPAMPA,PUERTO BERMUDEZ,258
PASCO,OXAPAMPA,VILLA RICA,1495
PASCO,OXAPAMPA,CONSTITUCION,250
PIURA,PIURA,PIURA,36
PIURA,PIURA,CASTILLA,32
PIURA,PIURA,CATACAOS,28
PIURA,PIURA,CURA MORI,28
PIURA,PIURA,EL TALLAN,15
PIURA,PIURA,LA ARENA,22
PIURA,PIURA,LA UNION,16
PIURA,PIURA,LAS LOMAS,240
PIURA,PIURA,TAMBO GRANDE,72
PIURA,PIURA,VEINTISEIS DE OCTUBRE,36
PIURA,AYABACA,AYABACA,2748
PIURA,AYABACA,FRIAS,1755
PIURA,AYABACA,JILILI,1263
PIURA,AYABACA,LAGUNAS,2185
PIURA,AYABACA,MONTERO,1108
PIURA,AYABACA,PACAIPAMPA,1941
PIURA,AYABACA,PAIMAS,574
PIURA,AYABACA,SAPILLICA,1428
PIURA,AYABACA,SICCHEZ,1363
PIURA,AYABACA,SUYO,408
PIURA,HUANCABAMBA,HUANCABAMBA,1933
PIURA,HUANCABAMBA,CANCHAQUE,1135
PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,2449
PIURA,HUANCABAMBA,HUARMACA,2163
PIURA,HUANCABAMBA,LALAQUIZ,960
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,1242
PIURA,HUANCABAMBA,SONDOR,2004
PIURA,HUANCABAMBA,SONDORILLO,1905
PIURA,MORROPON,CHULUCANAS,92
PIURA,MORROPON,BUENOS AIRES,146
PIURA,MORROPON,CHALACO,2230
PIURA,MORROPON,LA MATANZA,112
PIURA,MORROPON,MORROPON,130
