COMPOSICION NUTRICIONAL DE SEGUNDOS (100g),,,,,,,,,,,,,,
Estrato,Código de Segundo,Nombre de Segundo,"Energía
<ENERC>","Proteínas
<PROCNT>","Grasa total
<FAT>","Carbohidratos disponibles
<CHOAVL>","Zinc
<ZN>","Hierro
<FE>","b caroteno
equivalentes totales
<CARTBQ>",Retinol,"Vitamina A
equivalentes totales
<VITA>","Sodio
<NA>",Plato,Orden
D,S0602,ENSALADA RUSA CON POLLO FRITO CON ARROZ,"137,70","6,98","8,37","7,79","0,57","0,62","355,52","60,31","65,20","491,50",1,32
D,S0603,ESCABECHE DE PESCADO CON ARROZ,"213,50","10,89","11,12","16,63","0,32","0,71","167,95","34,43","29,29","128,30",1,33
D,S0605,ESCABECHE DE POLLO CON ARROZ,"129,12","8,62","1,65","18,94","0,83","0,90","175,60","36,06","36,32","82,18",3,34
D,S0607,ESPESADO DE RES CON ARROZ,"212,30","6,83","1,96","40,99","1,37","1,13","12,86","5,72","4,32","260,20",1,35
D,S0612,ESTOFADO DE POLLO CON ARROZ,"141,06","3,31","1,00","28,62","0,58","0,51","125,85","23,38","23,12","75,28",2,36
D,S0614,ESTOFADO DE POLLO CON MENESTRA CON ARROZ,"166,58","7,38","1,52","26,55","1,08","1,46","319,33","62,17","59,47","86,45",2,37
D,S0615,ESTOFADO DE RES CON ARROZ,"137,67","6,66","1,16","23,76","1,29","1,10","98,80","17,65","16,60","148,29",1,38
D,S0626,FILETE DE PESCADO CON ARROZ,"207,01","5,77","11,52","19,70","0,55","1,04","0,00","12,70","19,33","706,59",1,39
D,S0633,FILETE DE POLLO CON PAPAS FRITAS CON ENSALADA CON,"201,68","4,86","14,46","12,63","0,53","0,68","2,28","34,09","11,23","679,15",1,40
,,ARROZ,,,,,,,,,,,,
D,S0636,FREJOLES CON BISTECK CON ARROZ,"131,21","7,69","2,09","16,72","1,20","1,66","0,13","1,29","1,63","233,08",2,41
D,S0640,JALEA CON YUCA FRITA,"210,05","10,35","13,31","11,02","0,53","0,81","0,00","19,26","172,49","989,32",1,42
D,S0645,FREJOLES CON PESCADO CON ENSALADA CON ARROZ,"177,87","7,68","7,16","17,67","0,71","1,27","0,00","3,40","3,44","365,02",1,43
D,S0650,FREJOLES CON SECO A LA NORTEÑA CON ARROZ,"133,36","8,40","2,02","17,43","0,89","1,25","3,05","1,78","4,56","163,52",3,44
D,S0657,GARBANZO CON CHULETA CON ARROZ,"173,62","6,93","4,62","17,25","1,03","2,06","72,16","12,01","12,26","300,59",1,45
D,S0661,GARBANZO CON PESCADO CON ARROZ,"143,63","7,18","3,49","14,39","0,64","1,60","3,79","2,51","3,50","125,37",2,46
D,S0683,JALEA DE PESCADO CON YUCA FRITA,"203,64","7,36","14,58","11,07","0,21","1,34","6,44","33,23","168,97","678,33",1,47
D,S0700,LENTEJA CON BISTECK CON ARROZ,"182,77","9,85","1,18","25,26","2,00","1,82","0,00","1,08","0,56","97,53",1,48
D,S0701,LENTEJA CON CHULETA CON ARROZ,"170,23","10,28","2,30","23,62","1,73","1,44","0,00","5,73","1,80","60,71",1,49
D,S0704,LENTEJA CON ESTOFADO CON ARROZ,"135,33","8,93","1,97","17,12","1,09","1,07","189,28","34,59","37,50","137,85",2,50
D,S0716,LENTEJA CON PESCADO CON ARROZ,"160,68","7,83","3,46","18,46","1,20","1,24","1,18","6,33","3,59","279,39",6,51
D,S0729,LOMO AL JUGO CON MENESTRA CON ARROZ,"90,21","3,79","1,39","14,11","0,66","0,99","4,80","6,46","5,80","55,46",1,52
D,S0733,LOMO SALTADO CON ARROZ,"152,92","4,32","5,06","21,39","0,81","0,84","0,27","18,45","7,45","353,38",5,53
D,S0741,MACARRONES CON POLLO,"119,89","6,48","1,88","19,06","0,62","1,48","207,24","39,81","41,75","149,96",1,54
D,S0749,MALAYA DORADA CON ARROZ,"148,82","6,62","0,93","28,30","1,30","1,05","103,47","46,21","26,07","390,87",1,55
D,S0754,MILANESA CON PAPAS FRITAS CON ARROZ,"156,22","4,85","6,17","19,41","0,57","0,54","0,00","3,01","6,63","786,85",1,56
D,S0762,MONDONGUITO A LA ITALIANA CON ARROZ,"152,82","5,15","5,67","19,26","0,63","0,57","278,89","65,98","48,43","262,14",1,57
D,S0771,PACHAMANCA A LA OLLA CON ARROZ,"139,42","6,89","1,78","22,97","0,45","1,78","2,96","20,86","7,55","229,72",1,58
D,S0779,PALLARES CON PESCADO CON ARROZ,"131,05","7,78","1,57","18,94","0,72","1,11","0,00","1,64","6,39","291,12",1,59
D,S0781,PALLARES CON POLLO CON ARROZ,"147,54","10,82","1,48","19,61","1,12","1,51","0,00","0,48","5,17","199,46",2,60
D,S0788,PAVITA A LA NORTEÑA CON ARROZ,"147,07","5,74","2,32","21,95","0,92","1,36","7,48","5,61","2,77","221,69",2,61
D,S0795,PAVITA CON ENSALADA CON ARROZ,"233,78","4,48","15,21","18,89","0,60","0,82","0,00","1,55","1,42","52,06",1,62
D,S0796,PAVITA CON MENESTRA CON ARROZ,"149,42","7,25","3,39","17,54","1,01","2,01","24,92","9,59","5,78","292,50",2,63
D,S0818,PESCADO A LA CHORRILLANA CON ARROZ,"223,56","5,39","12,32","22,24","0,48","0,54","1,07","4,17","11,46","86,39",1,64
D,S0820,PESCADO A LO MACHO CON ARROZ,"179,82","7,79","6,79","18,07","0,51","1,58","17,16","3,09","9,37","339,74",1,65
D,S0825,PESCADO CON ARROZ,"144,35","6,05","2,51","22,99","0,48","0,56","0,00","1,90","4,08","99,52",3,66
D,S0828,PESCADO CON MENESTRA CON ARROZ,"159,57","4,86","5,06","21,64","0,59","0,86","0,00","0,89","1,34","304,44",4,67
D,S0845,PICANTE DE POLLO CON ARROZ,"374,55","13,12","32,11","8,22","0,94","1,60","0,00","0,00","9,08","27,37",1,68
D,S0851,POLLO  A LA BRASA CON PAPAS FRITAS,"173,32","9,43","8,81","12,56","0,79","0,90","0,00","67,82","25,98","283,51",3,69
D,S0870,POLLO A LA CHICLAYANA CON MENESTRA CON ARROZ,"120,81","7,50","0,96","13,22","0,74","0,80","10,27","1,94","5,80","68,26",1,70
D,S0872,POLLO A LA HUACHANA CON MENESTRA CON ARROZ,"134,29","7,43","3,23","15,16","0,91","1,40","17,69","14,48","9,49","257,13",2,71
D,S0878,POLLO A LA NORTEÑA CON MENESTRA CON ARROZ,"93,90","7,03","0,89","11,49","0,87","0,91","2,19","15,38","3,62","112,73",1,72
D,S0880,POLLO A LA OLLA CON ENSALADA CON ARROZ,"123,54","7,26","1,19","16,51","0,73","0,90","0,00","77,79","27,48","373,10",1,73
D,S0881,POLLO A LA OLLA CON MENESTRA CON ARROZ,"154,51","9,23","2,16","18,90","1,31","1,44","0,00","14,17","7,91","312,95",4,74
D,S0882,POLLO A LA OLLA CON PURE CON ARROZ,"147,02","3,72","2,00","27,72","0,58","0,50","0,00","2,31","12,25","252,50",1,75
D,S0884,POLLO A LA PARRILLA CON ARROZ CON PAPAS FRITAS,"273,25","7,37","20,66","13,91","0,68","0,69","0,00","23,96","11,52","651,56",1,76
D,S0886,POLLO A LA PARRILLA CON ENSALADA RUSA CON ARROZ,"92,83","5,06","3,91","8,67","0,45","0,61","559,44","97,92","98,51","490,47",1,77
D,S0890,POLLO A LA PLANCHA CON ARROZ,"81,31","4,78","0,88","12,50","0,45","0,76","0,00","4,22","5,52","710,13",1,78
D,S0892,POLLO A LA PLANCHA CON MENESTRA CON ARROZ,"195,26","11,65","1,49","26,70","1,39","2,33","0,00","1,02","3,67","215,60",1,79
D,S0894,POLLO A LA PLANCHA CON PAPAS FRITAS CON ARROZ,"142,51","2,93","2,01","26,51","0,48","0,51","0,00","1,74","0,19","12,01",1,80
D,S0895,POLLO A LA PLANCHA CON PAPAS FRITAS CON ENSALADA CON AR,"164,97","7,26","7,08","17,36","0,72","0,73","207,16","36,32","40,79","487,83",2,81
D,S0898,POLLO AL HORNO CON ARROZ,"136,71","8,72","2,44","16,33","1,10","1,07","0,00","1,86","8,19","415,88",1,82
D,S0900,POLLO AL HORNO CON ENSALADA RUSA CON ARROZ,"144,24","7,45","3,34","19,56","0,72","1,01","383,28","69,09","68,60","2154,47",4,83
D,S0901,POLLO AL HORNO CON MENESTRA CON ARROZ,"157,64","6,47","1,77","26,28","0,87","0,92","0,00","4,29","2,84","318,92",5,84
D,S0902,POLLO AL HORNO CON MENESTRA CON ENSALADA CON ARROZ,"120,87","6,73","2,50","15,98","0,74","0,95","0,00","10,61","9,11","493,25",2,85
D,S0904,POLLO AL HORNO CON PURE CON ENSALADA CON ARROZ,"137,78","6,59","2,77","20,72","0,72","0,62","0,00","7,17","15,25","287,73",1,86
D,S0910,POLLO AL MANI CON MENESTRA CON ARROZ,"139,77","8,95","2,00","18,87","1,07","0,97","0,00","3,82","6,33","56,41",1,87
D,S0913,POLLO AL SILLAO CON ARROZ,"150,81","5,52","4,37","21,10","0,62","1,05","61,01","10,98","13,71","402,33",1,88
D,S0915,POLLO AL VINO CON ARROZ,"137,14","3,05","1,05","32,72","0,63","0,44","0,00","2,24","0,75","1732,56",1,89
D,S0916,POLLO AL VINO CON MENESTRA CON ARROZ,"144,41","9,32","2,67","20,24","1,11","1,09","9,28","1,89","6,10","422,37",1,90
D,S0920,POLLO BROASTER CON ENSALADA RUSA CON ARROZ,"173,72","7,23","6,67","18,28","0,75","1,31","502,84","85,00","88,78","366,74",1,91
D,S0922,POLLO BROASTER CON PAPAS FRITAS CON ENSALADA CON,"150,29","6,15","3,40","22,67","0,71","0,80","0,19","1,79","5,10","210,97",1,92
,,ARROZ,,,,,,,,,,,,
D,S0936,POLLO FRITO CON ARROZ,"150,04","6,63","2,76","23,19","0,73","0,69","0,00","0,95","3,19","466,72",1,93
D,S0938,POLLO FRITO CON ENSALADA RUSA CON ARROZ,"182,72","5,70","5,48","26,23","0,74","0,65","281,83","51,19","50,34","202,15",1,94
D,S0941,POLLO FRITO CON PAPAS FRITAS CON ARROZ,"160,20","2,69","7,26","21,05","0,44","0,44","0,00","1,88","3,06","171,02",1,95
D,S0966,SALTADO DE BROCOLI CON ARROZ,"156,50","4,12","6,82","19,21","0,72","0,81","58,95","16,38","11,76","468,71",1,96
D,S0968,SALTADO DE POLLO CON ARROZ,"134,63","5,59","2,78","17,72","0,64","0,71","0,00","4,62","6,25","222,91",1,97
D,S0973,SECO DE RES CON ARROZ,"140,36","7,09","1,63","21,28","1,39","1,18","143,57","24,85","25,19","80,49",1,98
D,S0976,SECO A LA NORTEÑA CON ARROZ,"134,58","8,70","1,84","20,09","0,91","0,96","16,06","5,50","7,87","83,86",1,99
D,S0978,SECO A LA NORTEÑA CON MENESTRA CON ARROZ,"125,45","5,95","1,15","19,85","0,99","1,34","51,82","11,14","10,64","135,77",5,100
D,S0979,SECO A LA NORTEÑA CON MENESTRA CON ENSALADA CON,"104,38","4,33","1,09","15,62","0,61","1,25","110,44","21,71","18,43","251,29",1,101
,,ARROZ,,,,,,,,,,,,
D,S0980,SECO A LA NORTEÑA CON MENESTRA CON SARSA CRIOLLA CON,"150,40","5,41","1,94","25,63","0,97","1,09","5,52","4,20","3,49","398,47",2,102
,,ARROZ,,,,,,,,,,,,
D,S0984,SECO A LA NORTEÑA DE POLLO CON MENESTRA CON ARROZ,"136,03","9,29","2,07","17,02","0,60","2,70","14,69","3,57","2,68","126,36",1,103
D,S0986,SECO A LA NORTEÑA DE RES CON MENESTRA CON ARROZ,"147,19","8,78","1,33","20,66","1,50","1,90","4,26","4,20","2,61","126,63",2,104
D,S0987,SECO A LA NORTEÑA DE RES CON MENESTRA CON SARSA,"180,24","9,60","3,85","23,47","1,48","1,70","7,55","1,91","1,26","714,58",1,105
,,CRIOLLA CON ARROZ,,,,,,,,,,,,
D,S0989,SECO DE CABRITO A LA NORTEÑA CON MENESTRA CON ARROZ,"150,53","8,70","1,82","21,34","1,57","1,83","7,68","9,95","3,91","133,28",1,106
D,S0992,SECO DE CABRITO CON MENESTRA CON SARSA CRIOLLA CON,"97,24","5,26","1,19","14,14","0,90","1,15","1,76","14,09","2,06","257,50",1,107
,,ARROZ,,,,,,,,,,,,
D,S0994,SECO DE CORDERO CON MENESTRA CON ARROZ,"186,87","7,94","5,73","23,27","0,74","1,67","13,54","13,07","16,37","129,07",1,108
D,S0997,SECO DE COSTILLAR CON MENESTRA CON ARROZ,"125,50","7,51","1,43","17,44","1,19","1,69","2,95","3,91","0,74","263,89",1,109
D,S0998,SECO DE PATO CON ARROZ,"189,10","6,86","10,49","16,33","0,80","1,05","12,81","6,94","23,76","54,14",1,110
D,S1002,SECO DE POLLO CON ARROZ,"118,51","7,67","2,03","16,21","0,77","0,92","453,44","82,39","87,72","271,52",1,111
D,S1004,SECO DE POLLO CON MENESTRA CON ARROZ,"148,20","7,80","2,26","20,90","0,91","1,32","71,30","16,34","18,00","228,56",27,112
D,S1009,SECO DE RES CON MENESTRA CON ARROZ,"155,81","8,30","1,71","22,57","1,36","2,03","44,68","28,77","14,94","240,29",12,113
D,S1010,SECO DE RES CON MENESTRA CON ENSALADA CON ARROZ,"145,39","4,77","4,56","20,91","0,42","0,64","552,08","97,43","94,45","503,84",1,114
D,S1011,SECO DE RES CON MENESTRA CON SARSA CRIOLLA CON ARROZ,"119,67","6,84","1,48","17,95","1,18","1,54","83,00","20,91","16,03","357,50",5,115
D,S1012,SECO DE TERNERA CON MENESTRA CON ARROZ,"125,47","7,65","1,74","15,96","1,39","1,46","3,34","2,53","1,48","270,33",1,116
D,S1015,SOPA SECA CON CARAPULCRA CON ARROZ,"222,06","12,70","11,13","16,44","0,75","3,47","0,00","62,40","26,40","36,07",1,117
D,S1020,SUDADO DE PESCADO CON ARROZ,"95,02","5,22","1,14","15,27","0,35","0,67","4,02","9,82","9,97","253,67",3,118
D,S1032,TACU TACU CON LOMITO,"156,68","8,47","1,52","22,21","1,39","2,00","0,00","7,91","1,62","201,28",1,119
D,S1034,TACU TACU CON PESCADO,"158,47","8,93","4,12","19,09","0,48","0,91","1,35","7,71","9,03","117,89",1,120
D,S1055,TALLARINES ROJOS CON POLLO,"123,31","7,38","2,13","17,90","0,68","1,73","266,50","59,72","55,96","239,92",10,121
D,S1065,TALLARINES VERDES CON CHULETA,"244,91","8,64","11,22","27,36","0,97","3,04","0,00","71,21","59,59","251,29",1,122
D,S1066,TALLARINES VERDES CON CHURRASCO,"238,58","8,73","7,30","34,39","1,38","4,34","0,00","84,41","70,54","845,29",1,123
D,S1067,TALLARINES VERDES CON HIGADO,"179,62","7,72","6,77","22,46","1,23","3,19","0,00","1592,73","999,21","442,14",1,124
D,S1069,TALLARINES VERDES CON POLLO,"188,28","10,02","4,55","26,29","1,01","3,45","0,00","81,41","104,82","579,20",2,125
D,S1070,TALLARINES VERDES CON POLLO CON CREMA A LA HUANCAINA,"206,04","8,99","1,90","37,69","1,00","3,52","0,00","50,89","40,46","74,81",1,126
D,S1072,TALLARINES VERDES CON RES,"218,38","8,85","5,88","32,38","1,32","4,01","0,00","86,00","104,91","112,60",2,127
D,S1088,TRUCHA CON ARROZ,"298,85","4,21","18,80","27,89","0,45","0,90","0,00","0,73","0,01","385,99",1,128
D,S1102,CEBICHE DE PESCADO,"104,70","9,43","0,59","14,73","0,17","0,94","287,04","53,64","49,01","697,82",1,129
D,S1111,FREJOLES CON SECO ENSALADA CON ARROZ,"178,22","8,18","6,43","18,37","0,77","1,59","0,00","1,65","4,29","372,10",3,130
D,S1112,GARBANZO CON CHURRASCO CON ENSALADA CON ARROZ,"141,50","6,01","3,31","17,35","0,63","1,80","346,23","58,25","58,27","382,05",1,131
D,S1119,LOCRO DE ZAPALLO CON FILETE DE POLLO CON ARROZ,"122,75","5,61","1,44","20,93","0,64","0,72","0,00","27,71","14,52","278,04",1,132
D,S1125,MILANESA CON ENSALADA CON ARROZ,"149,20","4,41","1,48","28,39","0,68","0,60","181,03","30,26","30,82","85,68",1,133
D,S1145,PURE CON ASADO CON ARROZ,"151,61","6,33","3,65","22,35","1,22","1,02","14,68","6,81","6,44","203,31",3,134
D,S1155,TACU TACU CON LOMO CON ARROZ,"151,63","6,11","2,50","23,34","1,06","1,31","0,00","4,92","0,01","274,00",1,135
D,S1156,TACU TACU CON FILETE DE POLLO,"112,55","5,66","2,32","15,79","0,64","0,58","6,00","1,37","3,76","312,60",1,136
D,S1335,ADOBO DE CERDO CON PURE CON ARROZ,"146,48","4,85","4,98","19,90","0,62","0,55","0,00","38,29","7,11","368,14",1,137
D,S1338,ADOBO DE RES CON ARROZ Y PURE,"126,03","5,65","1,81","21,45","1,03","1,16","42,33","24,80","13,43","78,03",1,138
D,S1352,ARROZ CON CARNE,"119,12","4,93","0,55","18,93","0,99","0,98","0,00","1,89","1,19","17,76",1,139
D,S1371,CHANFAINITA CON TALLARIN,"152,63","5,76","0,74","29,72","0,74","2,43","115,64","39,05","24,71","24,66",1,140
D,S1402,POLLO AL HORNO CON PURE CON ARROZ,"131,80","6,71","2,70","17,93","0,70","0,66","0,00","8,19","10,99","217,24",6,141
D,S1403,ROCOTO RELLENO CON ARROZ,"148,07","5,18","2,86","24,86","0,78","1,00","0,00","12,41","23,17","349,10",1,142
D,S1405,SUPREMA DE PESCADO CON ARROZ Y ENSALADA,"160,73","8,02","1,71","23,59","1,04","1,48","0,00","7,24","67,02","117,23",1,143
D,S1413,FREJOLES CON POLLO AL VINO,"157,94","4,13","2,23","29,95","0,75","0,68","2,58","3,84","4,35","446,73",1,144
D,S1809,CHICHARRON DE PESCADO CON YUCA FRITA CON ARROZ,"194,94","8,10","7,37","23,62","0,61","1,14","0,00","10,42","21,56","129,18",1,145
D,S1907,ARROZ CON FRIJOL Y SECO DE RES,"136,94","6,56","1,54","21,19","1,13","1,45","27,88","10,72","7,99","256,47",11,146
D,S1908,ARROZ CON FRIJOLES Y SECO DE POLLO,"150,94","8,55","1,93","21,65","0,98","1,38","61,86","14,61","17,21","293,09",7,147
E,S0400,ADOBO DE CERDO CON ARROZ,"174,12","6,27","1,88","31,75","0,88","0,66","0,12","5,20","0,93","436,80",1,1
E,S0402,ADOBO DE CERDO CON MENESTRA CON ARROZ,"164,87","9,69","3,39","18,54","1,08","1,68","0,00","0,64","0,38","777,98",1,2
E,S0407,ADOBO DE POLLO CON ARROZ,"133,05","8,09","1,44","20,54","0,83","0,89","0,00","2,71","6,52","467,98",1,3
E,S0414,AJI DE POLLO CON ARROZ,"156,15","4,86","3,75","22,78","0,58","0,98","0,00","18,11","8,59","306,04",3,4
E,S0420,ARROZ A LA JARDINERA CON POLLO FRITO,"163,45","4,51","2,52","29,48","0,63","0,61","102,39","25,17","28,80","93,46",1,5
E,S0436,ARROZ CHAUFA DE MARISCOS,"134,21","6,27","0,88","24,04","0,79","0,66","11,88","2,73","9,25","97,66",1,6
E,S0439,ARROZ CHAUFA DE POLLO,"178,54","5,84","4,25","27,50","0,77","0,67","0,00","2,83","8,33","243,45",18,7
E,S0447,ARROZ CON MARISCOS,"138,85","6,88","2,69","20,78","0,64","0,82","38,52","25,76","17,73","263,48",8,8
E,S0455,ARROZ CON POLLO,"140,73","6,87","2,18","21,96","0,77","0,91","214,82","48,79","51,78","224,81",54,9
E,S0473,ARVEJITA VERDE PARTIDA CON ESTOFADO DE POLLO CON,"141,85","8,76","2,77","15,15","0,90","0,90","95,10","18,92","22,43","612,69",1,10
,,ARROZ,,,,,,,,,,,,
E,S0483,ASADO DE CERDO CON MENESTRA CON ARROZ,"152,69","7,98","2,22","20,96","1,00","1,35","0,00","1,42","0,32","45,29",1,11
E,S0485,ASADO DE POLLO CON ARROZ,"154,04","9,28","2,95","20,73","0,90","0,96","0,00","107,38","38,50","494,33",1,12
E,S0487,ASADO DE POLLO CON MENESTRA CON ARROZ,"145,82","9,61","1,85","18,65","1,10","1,52","0,00","5,78","6,28","301,26",2,13
E,S0488,ASADO DE POLLO CON PURE CON ARROZ,"148,01","6,45","2,68","23,58","0,73","0,62","0,00","2,71","8,89","496,08",1,14
E,S0489,ASADO DE RES CON ARROZ,"118,38","6,07","0,50","18,03","1,18","0,99","0,00","0,14","0,08","24,07",1,15
E,S0491,ASADO DE RES CON MENESTRA CON ARROZ,"106,86","7,24","0,92","13,71","1,38","1,66","72,75","14,96","24,58","178,23",1,16
E,S0500,BISTECK DE RES CON PAPAS FRITAS CON ARROZ,"96,28","3,44","3,09","10,20","0,66","0,59","1,29","0,55","0,54","183,12",1,17
E,S0501,CABRITO CON FREJOLES CON ARROZ,"154,98","7,58","2,07","22,97","1,24","1,61","4,19","3,00","0,92","226,90",2,18
E,S0509,CABRITO A LA NORTEÑA CON ARROZ,"84,64","3,78","0,71","15,18","0,76","0,78","19,02","9,97","3,33","44,78",1,19
E,S0523,CAU CAU CON ARROZ,"126,75","4,58","3,08","17,22","0,57","0,55","35,33","25,49","9,37","140,56",2,20
E,S0527,CEBICHE CON CHICHARRON,"179,93","11,04","10,15","10,21","0,87","0,65","301,42","53,42","64,59","135,49",1,21
E,S0540,CHICHARRON DE PESCADO,"269,88","8,07","15,88","21,78","0,48","0,84","0,00","7,99","4,15","128,50",1,22
E,S0542,CHICHARRON DE PESCADO CON ENSALADA CON ARROZ,"241,49","6,75","10,50","29,17","0,40","1,33","0,47","4,07","0,29","189,61",1,23
E,S0562,CHULETA A LA PARRILLA CON ARROZ,"110,90","6,31","1,78","11,57","0,70","0,53","170,06","32,15","33,90","131,44",1,24
E,S0577,CHURRASCO CON FREJOLES CON ARROZ,"171,21","10,90","6,41","12,14","1,32","2,14","0,00","0,39","0,11","221,89",1,25
E,S0580,CHURRASCO CON PAPAS FRITAS CON ENSALADA CON ARROZ,"155,70","4,61","4,31","23,41","0,86","0,99","0,00","9,66","3,24","172,06",1,26
E,S0586,COMBINADO DE POLLO,"121,65","4,76","1,74","21,37","0,58","2,68","161,22","29,80","31,32","54,13",2,27
E,S0588,CORDERO A LA NORTEÑA CON FREJOLES CON ARROZ,"145,06","7,47","3,83","17,79","0,59","1,50","26,32","9,63","6,89","508,11",1,28
E,S0600,ENSALADA RUSA CON POLLO AL HORNO CON ARROZ,"139,85","9,77","1,38","20,93","0,96","0,87","0,25","0,39","5,71","55,95",1,29
E,S0605,ESCABECHE DE POLLO CON ARROZ,"145,71","6,68","2,85","22,47","0,72","0,97","0,00","11,86","5,95","192,58",3,30
E,S0612,ESTOFADO DE POLLO CON ARROZ,"122,44","6,96","1,91","17,65","0,72","0,74","227,58","41,96","44,59","232,82",6,31
E,S0614,ESTOFADO DE POLLO CON MENESTRA CON ARROZ,"125,15","7,94","1,62","17,29","0,88","0,99","139,29","26,39","28,86","218,90",3,32
E,S0627,FILETE DE PESCADO CON MENESTRA CON ARROZ,"221,88","7,69","4,18","35,49","0,88","1,29","2,19","1,81","6,44","459,55",1,33
E,S0634,FREJOLES CON ASADO DE CARNE CON ARROZ,"119,38","6,05","2,31","15,64","0,90","0,86","177,99","36,86","32,23","333,54",1,34
E,S0637,FREJOLES CON CABRITO A LA NORTEÑA CON ARROZ,"161,46","9,05","5,64","16,52","0,54","1,34","19,96","19,07","6,34","156,04",1,35
E,S0644,FREJOLES CON PESCADO CON ARROZ,"162,12","7,22","7,09","15,28","0,52","0,97","0,00","7,95","2,39","210,23",2,36
E,S0645,FREJOLES CON PESCADO CON ENSALADA CON ARROZ,"178,76","8,85","4,97","20,57","0,73","1,57","0,00","2,25","4,01","265,27",1,37
E,S0650,FREJOLES CON SECO A LA NORTEÑA CON ARROZ,"93,34","9,28","1,57","10,69","1,58","2,16","0,18","6,64","4,51","77,12",1,38
E,S0651,FREJOLES CON SECO CON ARROZ,"202,46","7,95","2,56","27,45","1,11","2,02","62,95","11,29","11,13","137,09",1,39
E,S0661,GARBANZO CON PESCADO CON ARROZ,"129,86","6,22","2,55","14,21","0,63","1,34","61,18","20,94","25,46","162,03",2,40
E,S0676,HIGADO ENCEBOLLADO CON ARROZ,"107,85","3,90","1,73","15,57","0,78","1,14","21,09","1336,95","701,19","98,90",1,41
E,S0682,JALEA DE PESCADO CON ARROZ,"167,44","6,20","5,16","23,80","0,49","0,74","0,00","2,38","0,80","982,74",1,42
E,S0688,JALEA MIXTA CON YUCA FRITA,"234,07","8,33","16,27","14,37","0,57","1,35","0,00","2,50","11,16","34,24",1,43
E,S0701,LENTEJA CON CHULETA CON ARROZ,"119,37","6,66","2,68","13,22","1,02","0,95",0,"4,74","4,51","440,27",1,44
E,S0704,LENTEJA CON ESTOFADO CON ARROZ,"133,91","7,51","2,31","18,26","0,89","0,90","71,38","17,23","16,86","562,76",1,45
E,S0716,LENTEJA CON PESCADO CON ARROZ,"172,33","6,02","5,86","20,68","0,82","1,11","0,15","4,10","5,52","215,75",5,46
E,S0733,LOMO SALTADO CON ARROZ,"178,14","4,62","8,24","20,31","0,87","0,89","2,11","5,04","5,27","209,69",4,47
E,S0741,MACARRONES CON POLLO,"123,04","7,53","1,90","18,54","0,71","1,79","379,18","68,75","71,50","179,75",2,48
E,S0762,MONDONGUITO A LA ITALIANA CON ARROZ,"128,38","4,68","0,91","24,41","0,65","0,56","183,78","40,89","32,12","106,06",1,49
E,S0771,PACHAMANCA A LA OLLA CON ARROZ,"114,82","11,03","2,43","11,05","0,80","1,39","3,75","20,18","11,01","214,55",1,50
E,S0777,PALLARES CON GUISO DE POLLO CON ARROZ,"171,71","9,48","2,84","23,51","1,04","1,56","2,54","2,37","4,90","160,15",2,51
E,S0781,PALLARES CON POLLO CON ARROZ,"186,91","9,41","2,32","27,16","1,26","2,03","0,00","5,39","5,10","127,39",1,52
E,S0793,PAVITA AL VINO CON ARROZ,"161,21","4,43","1,30","31,84","0,74","0,73","0,00","2,04","0,51","40,96",1,53
E,S0801,PECHUGA A LA PARRILLA + 1 CHORIZO + 1 ANTICUCHO DE,"198,01","9,16","12,78","10,40","1,32","1,20","0,00","2,11","3,80","13,09",1,54
,,CORAZON DE POLLO + PAPAS FRITAS,,,,,,,,,,,,
E,S0825,PESCADO CON ARROZ,"134,50","7,14","2,31","17,46","0,34","0,51","0,00","3,38","1,50","168,48",2,55
E,S0828,PESCADO CON MENESTRA CON ARROZ,"159,76","7,41","5,04","18,54","0,69","1,26","0,00","2,21","3,22","177,82",3,56
E,S0843,PICANTE DE CUY CON ARROZ,"218,90","4,66","6,86","26,27","0,75","0,76","0,00","0,28","3,41","189,52",1,57
E,S0851,POLLO  A LA BRASA CON PAPAS FRITAS,"230,05","8,79","15,20","13,79","0,78","0,82","0,00","16,09","10,26","742,97",3,58
E,S0876,POLLO A LA NORTEÑA CON ARROZ,"134,41","8,39","2,11","19,31","0,80","0,82","2,20","3,57","5,62","88,15",1,59
E,S0881,POLLO A LA OLLA CON MENESTRA CON ARROZ,"173,81","9,77","1,83","25,16","1,25","1,65","0,00","2,39","3,96","262,18",2,60
E,S0882,POLLO A LA OLLA CON PURE CON ARROZ,"94,21","6,11","1,55","13,16","0,58","0,54","0,00","3,28","10,16","69,48",1,61
E,S0891,POLLO A LA PLANCHA CON ENSALADA CON ARROZ,"129,88","3,13","0,36","27,47","0,53","0,59","99,59","19,55","18,41","93,77",1,62
E,S0896,POLLO A LA PLANCHA CON PURE CON ARROZ,"132,95","9,02","3,58","15,03","0,82","0,76","0,29","1,52","14,10","106,15",1,63
E,S0898,POLLO AL HORNO CON ARROZ,"138,83","7,55","2,15","21,38","0,81","0,80","5,68","3,09","6,05","315,83",2,64
E,S0899,POLLO AL HORNO CON ENSALADA CON ARROZ,"132,59","8,96","4,40","13,49","0,82","0,84","289,22","51,39","56,01","229,26",2,65
E,S0900,POLLO AL HORNO CON ENSALADA RUSA CON ARROZ,"176,41","6,74","2,69","29,40","0,85","0,80","336,17","63,57","61,92","127,11",5,66
