Estrato,Codigo,Nombre,Energia,Proteinas,Grasa,Carbohidratos,Zinc,Hierro,Caroteno,Retinol,Vitamina,Sodio,Plato,Orden
D,S0902,Pollo Al Horno Con Menestra Con Ensalada Con Arroz,120.87,6.73,2.5,15.98,74,0.95,0,10.61,9.11,493.25,2,85
D,S0904,Pollo Al Horno Con Pure Con Ensalada Con Arroz,137.78,6.59,2.77,20.72,72,0.62,0,7.17,15.25,287.73,1,86
D,S0910,Pollo Al Mani Con Menestra Con Arroz,139.77,8.95,2,18.87,107,0.97,0,3.82,6.33,56.41,1,87
D,S0913,Pollo Al Sillao Con Arroz,150.81,5.52,4.37,21.1,62,1.05,61.01,10.98,13.71,402.33,1,88
D,S0915,Pollo Al Vino Con Arroz,137.14,3.05,1.05,32.72,63,0.44,0,2.24,0.75,1732.56,1,89
D,S0916,Pollo Al Vino Con Menestra Con Arroz,144.41,9.32,2.67,20.24,111,1.09,9.28,1.89,6.1,422.37,1,90
D,S0920,Pollo Broaster Con Ensalada Rusa Con Arroz,173.72,7.23,6.67,18.28,75,1.31,502.84,85,88.78,366.74,1,91
D,S0922,Pollo Broaster Con Papas Fritas Con Ensalada Con Arroz,150.29,6.15,3.4,22.67,71,0.8,0.19,1.79,5.1,210.97,1,92
D,S0936,Pollo Frito Con Arroz,150.04,6.63,2.76,23.19,73,0.69,0,0.95,3.19,466.72,1,93
D,S0938,Pollo Frito Con Ensalada Rusa Con Arroz,182.72,5.7,5.48,26.23,74,0.65,281.83,51.19,50.34,202.15,1,94
D,S0941,Pollo Frito Con Papas Fritas Con Arroz,160.2,2.69,7.26,21.05,44,0.44,0,1.88,3.06,171.02,1,95
D,S0966,Saltado De Brocoli Con Arroz,156.5,4.12,6.82,19.21,72,0.81,58.95,16.38,11.76,468.71,1,96
D,S0968,Saltado De Pollo Con Arroz,134.63,5.59,2.78,17.72,64,0.71,0,4.62,6.25,222.91,1,97
D,S0973,Seco De Res Con Arroz,140.36,7.09,1.63,21.28,139,1.18,143.57,24.85,25.19,80.49,1,98
D,S0976,Seco A La Norteña Con Arroz,134.58,8.7,1.84,20.09,91,0.96,16.06,5.5,7.87,83.86,1,99
D,S0978,Seco A La Norteña Con Menestra Con Arroz,125.45,5.95,1.15,19.85,99,1.34,51.82,11.14,10.64,135.77,5,100
D,S0979,Seco A La Norteña Con Menestra Con Ensalada Con Arroz,104.38,4.33,1.09,15.62,61,1.25,110.44,21.71,18.43,251.29,1,101
D,S0980,Seco A La Norteña Con Menestra Con Sarsa Criolla Con Arroz,150.4,5.41,1.94,25.63,97,1.09,5.52,4.2,3.49,398.47,2,102
D,S0984,Seco A La Norteña De Pollo Con Menestra Con Arroz,136.03,9.29,2.07,17.02,60,2.7,14.69,3.57,2.68,126.36,1,103
D,S0986,Seco A La Norteña De Res Con Menestra Con Arroz,147.19,8.78,1.33,20.66,150,1.9,4.26,4.2,2.61,126.63,2,104
D,S0987,Seco A La Norteña De Res Con Menestra Con Sarsa Criolla Con Arroz,180.24,9.6,3.85,23.47,148,1.7,7.55,1.91,1.26,714.58,1,105
D,S0989,Seco De Cabrito A La Norteña Con Menestra Con Arroz,150.53,8.7,1.82,21.34,157,1.83,7.68,9.95,3.91,133.28,1,106
D,S0992,Seco De Cabrito Con Menestra Con Sarsa Criolla Con Arroz,97.24,5.26,1.19,14.14,90,1.15,1.76,14.09,2.06,257.5,1,107
D,S0994,Seco De Cordero Con Menestra Con Arroz,186.87,7.94,5.73,23.27,74,1.67,13.54,13.07,16.37,129.07,1,108
D,S0997,Seco De Costillar Con Menestra Con Arroz,125.5,7.51,1.43,17.44,119,1.69,2.95,3.91,0.74,263.89,1,109
D,S0998,Seco De Pato Con Arroz,189.1,6.86,10.49,16.33,80,1.05,12.81,6.94,23.76,54.14,1,110
D,S1002,Seco De Pollo Con Arroz,118.51,7.67,2.03,16.21,77,0.92,453.44,82.39,87.72,271.52,1,111
D,S1004,Seco De Pollo Con Menestra Con Arroz,148.2,7.8,2.26,20.9,91,1.32,71.3,16.34,18,228.56,27,112
D,S1009,Seco De Res Con Menestra Con Arroz,155.81,8.3,1.71,22.57,136,2.03,44.68,28.77,14.94,240.29,12,113
D,S1010,Seco De Res Con Menestra Con Ensalada Con Arroz,145.39,4.77,4.56,20.91,42,0.64,552.08,97.43,94.45,503.84,1,114
D,S1011,Seco De Res Con Menestra Con Sarsa Criolla Con Arroz,119.67,6.84,1.48,17.95,118,1.54,83,20.91,16.03,357.5,5,115
D,S1012,Seco De Ternera Con Menestra Con Arroz,125.47,7.65,1.74,15.96,139,1.46,3.34,2.53,1.48,270.33,1,116
D,S1015,Sopa Seca Con Carapulcra Con Arroz,222.06,12.7,11.13,16.44,75,3.47,0,62.4,26.4,36.07,1,117
D,S1020,Sudado De Pescado Con Arroz,95.02,5.22,1.14,15.27,35,0.67,4.02,9.82,9.97,253.67,3,118
D,S1032,Tacu Tacu Con Lomito,156.68,8.47,1.52,22.21,139,2,0,7.91,1.62,201.28,1,119
D,S1034,Tacu Tacu Con Pescado,158.47,8.93,4.12,19.09,48,0.91,1.35,7.71,9.03,117.89,1,120
D,S1055,Tallarines Rojos Con Pollo,123.31,7.38,2.13,17.9,68,1.73,266.5,59.72,55.96,239.92,10,121
D,S1065,Tallarines Verdes Con Chuleta,244.91,8.64,11.22,27.36,97,3.04,0,71.21,59.59,251.29,1,122
D,S1066,Tallarines Verdes Con Churrasco,238.58,8.73,7.3,34.39,138,4.34,0,84.41,70.54,845.29,1,123
D,S1067,Tallarines Verdes Con Higado,179.62,7.72,6.77,22.46,123,3.19,0,1592.73,999.21,442.14,1,124
D,S1069,Tallarines Verdes Con Pollo,188.28,10.02,4.55,26.29,101,3.45,0,81.41,104.82,579.2,2,125
D,S1070,Tallarines Verdes Con Pollo Con Crema A La Huancaina,206.04,8.99,1.9,37.69,100,3.52,0,50.89,40.46,74.81,1,126
D,S1072,Tallarines Verdes Con Res,218.38,8.85,5.88,32.38,132,4.01,0,86,104.91,112.6,2,127
D,S1088,Trucha Con Arroz,298.85,4.21,18.8,27.89,45,0.9,0,0.73,0.01,385.99,1,128
D,S1102,Cebiche De Pescado,104.7,9.43,0.59,14.73,17,0.94,287.04,53.64,49.01,697.82,1,129
D,S1111,Frejoles Con Seco Ensalada Con Arroz,178.22,8.18,6.43,18.37,77,1.59,0,1.65,4.29,372.1,3,130
D,S1112,Garbanzo Con Churrasco Con Ensalada Con Arroz,141.5,6.01,3.31,17.35,63,1.8,346.23,58.25,58.27,382.05,1,131
D,S1119,Locro De Zapallo Con Filete De Pollo Con Arroz,122.75,5.61,1.44,20.93,64,0.72,0,27.71,14.52,278.04,1,132
D,S1125,Milanesa Con Ensalada Con Arroz,149.2,4.41,1.48,28.39,68,0.6,181.03,30.26,30.82,85.68,1,133
D,S1145,Pure Con Asado Con Arroz,151.61,6.33,3.65,22.35,122,1.02,14.68,6.81,6.44,203.31,3,134
D,S1155,Tacu Tacu Con Lomo Con Arroz,151.63,6.11,2.5,23.34,106,1.31,0,4.92,0.01,274,1,135
D,S1156,Tacu Tacu Con Filete De Pollo,112.55,5.66,2.32,15.79,64,0.58,6,1.37,3.76,312.6,1,136
D,S1335,Adobo De Cerdo Con Pure Con Arroz,146.48,4.85,4.98,19.9,62,0.55,0,38.29,7.11,368.14,1,137
D,S1338,Adobo De Res Con Arroz Y Pure,126.03,5.65,1.81,21.45,103,1.16,42.33,24.8,13.43,78.03,1,138
D,S1352,Arroz Con Carne,119.12,4.93,0.55,18.93,99,0.98,0,1.89,1.19,17.76,1,139
D,S1371,Chanfainita Con Tallarin,152.63,5.76,0.74,29.72,74,2.43,115.64,39.05,24.71,24.66,1,140
D,S1402,Pollo Al Horno Con Pure Con Arroz,131.8,6.71,2.7,17.93,70,0.66,0,8.19,10.99,217.24,6,141
D,S1403,Rocoto Relleno Con Arroz,148.07,5.18,2.86,24.86,78,1,0,12.41,23.17,349.1,1,142
D,S1405,Suprema De Pescado Con Arroz Y Ensalada,160.73,8.02,1.71,23.59,104,1.48,0,7.24,67.02,117.23,1,143
D,S1413,Frejoles Con Pollo Al Vino,157.94,4.13,2.23,29.95,75,0.68,2.58,3.84,4.35,446.73,1,144
D,S1809,Chicharron De Pescado Con Yuca Frita Con Arroz,194.94,8.1,7.37,23.62,61,1.14,0,10.42,21.56,129.18,1,145
D,S1907,Arroz Con Frijol Y Seco De Res,136.94,6.56,1.54,21.19,113,1.45,27.88,10.72,7.99,256.47,11,146
D,S1908,Arroz Con Frijoles Y Seco De Pollo,150.94,8.55,1.93,21.65,98,1.38,61.86,14.61,17.21,293.09,7,147
E,S0400,Adobo De Cerdo Con Arroz,174.12,6.27,1.88,31.75,88,0.66,0.12,5.2,0.93,436.8,1,1
E,S0402,Adobo De Cerdo Con Menestra Con Arroz,164.87,9.69,3.39,18.54,108,1.68,0,0.64,0.38,777.98,1,2
E,S0407,Adobo De Pollo Con Arroz,133.05,8.09,1.44,20.54,83,0.89,0,2.71,6.52,467.98,1,3
E,S0414,Aji De Pollo Con Arroz,156.15,4.86,3.75,22.78,58,0.98,0,18.11,8.59,306.04,3,4
E,S0420,Arroz A La Jardinera Con Pollo Frito,163.45,4.51,2.52,29.48,63,0.61,102.39,25.17,28.8,93.46,1,5
E,S0436,Arroz Chaufa De Mariscos,134.21,6.27,0.88,24.04,79,0.66,11.88,2.73,9.25,97.66,1,6
E,S0439,Arroz Chaufa De Pollo,178.54,5.84,4.25,27.5,77,0.67,0,2.83,8.33,243.45,18,7
E,S0447,Arroz Con Mariscos,138.85,6.88,2.69,20.78,64,0.82,38.52,25.76,17.73,263.48,8,8
E,S0455,Arroz Con Pollo,140.73,6.87,2.18,21.96,77,0.91,214.82,48.79,51.78,224.81,54,9
E,S0473,Arvejita Verde Partida Con Estofado De Pollo Con Arroz,141.85,8.76,2.77,15.15,90,0.9,95.1,18.92,22.43,612.69,1,10
E,S0483,Asado De Cerdo Con Menestra Con Arroz,152.69,7.98,2.22,20.96,100,1.35,0,1.42,0.32,45.29,1,11
E,S0485,Asado De Pollo Con Arroz,154.04,9.28,2.95,20.73,90,0.96,0,107.38,38.5,494.33,1,12
E,S0487,Asado De Pollo Con Menestra Con Arroz,145.82,9.61,1.85,18.65,110,1.52,0,5.78,6.28,301.26,2,13
E,S0488,Asado De Pollo Con Pure Con Arroz,148.01,6.45,2.68,23.58,73,0.62,0,2.71,8.89,496.08,1,14
E,S0489,Asado De Res Con Arroz,118.38,6.07,0.5,18.03,118,0.99,0,0.14,0.08,24.07,1,15
E,S0491,Asado De Res Con Menestra Con Arroz,106.86,7.24,0.92,13.71,138,1.66,72.75,14.96,24.58,178.23,1,16
E,S0500,Bisteck De Res Con Papas Fritas Con Arroz,96.28,3.44,3.09,10.2,66,0.59,1.29,0.55,0.54,183.12,1,17
E,S0501,Cabrito Con Frejoles Con Arroz,154.98,7.58,2.07,22.97,124,1.61,4.19,3,0.92,226.9,2,18
E,S0509,Cabrito A La Norteña Con Arroz,84.64,3.78,0.71,15.18,76,0.78,19.02,9.97,3.33,44.78,1,19
E,S0523,Cau Cau Con Arroz,126.75,4.58,3.08,17.22,57,0.55,35.33,25.49,9.37,140.56,2,20
E,S0527,Cebiche Con Chicharron,179.93,11.04,10.15,10.21,87,0.65,301.42,53.42,64.59,135.49,1,21
E,S0540,Chicharron De Pescado,269.88,8.07,15.88,21.78,48,0.84,0,7.99,4.15,128.5,1,22
E,S0542,Chicharron De Pescado Con Ensalada Con Arroz,241.49,6.75,10.5,29.17,40,1.33,0.47,4.07,0.29,189.61,1,23
E,S0562,Chuleta A La Parrilla Con Arroz,110.9,6.31,1.78,11.57,70,0.53,170.06,32.15,33.9,131.44,1,24
E,S0577,Churrasco Con Frejoles Con Arroz,171.21,10.9,6.41,12.14,132,2.14,0,0.39,0.11,221.89,1,25
E,S0580,Churrasco Con Papas Fritas Con Ensalada Con Arroz,155.7,4.61,4.31,23.41,86,0.99,0,9.66,3.24,172.06,1,26
E,S0586,Combinado De Pollo,121.65,4.76,1.74,21.37,58,2.68,161.22,29.8,31.32,54.13,2,27
E,S0588,Cordero A La Norteña Con Frejoles Con Arroz,145.06,7.47,3.83,17.79,59,1.5,26.32,9.63,6.89,508.11,1,28
E,S0600,Ensalada Rusa Con Pollo Al Horno Con Arroz,139.85,9.77,1.38,20.93,96,0.87,0.25,0.39,5.71,55.95,1,29
E,S0605,Escabeche De Pollo Con Arroz,145.71,6.68,2.85,22.47,72,0.97,0,11.86,5.95,192.58,3,30
E,S0612,Estofado De Pollo Con Arroz,122.44,6.96,1.91,17.65,72,0.74,227.58,41.96,44.59,232.82,6,31
E,S0614,Estofado De Pollo Con Menestra Con Arroz,125.15,7.94,1.62,17.29,88,0.99,139.29,26.39,28.86,218.9,3,32
E,S0627,Filete De Pescado Con Menestra Con Arroz,221.88,7.69,4.18,35.49,88,1.29,2.19,1.81,6.44,459.55,1,33
E,S0634,Frejoles Con Asado De Carne Con Arroz,119.38,6.05,2.31,15.64,90,0.86,177.99,36.86,32.23,333.54,1,34
E,S0637,Frejoles Con Cabrito A La Norteña Con Arroz,161.46,9.05,5.64,16.52,54,1.34,19.96,19.07,6.34,156.04,1,35
E,S0644,Frejoles Con Pescado Con Arroz,162.12,7.22,7.09,15.28,52,0.97,0,7.95,2.39,210.23,2,36
E,S0645,Frejoles Con Pescado Con Ensalada Con Arroz,178.76,8.85,4.97,20.57,73,1.57,0,2.25,4.01,265.27,1,37
E,S0650,Frejoles Con Seco A La Norteña Con Arroz,93.34,9.28,1.57,10.69,158,2.16,0.18,6.64,4.51,77.12,1,38
E,S0651,Frejoles Con Seco Con Arroz,202.46,7.95,2.56,27.45,111,2.02,62.95,11.29,11.13,137.09,1,39
E,S0661,Garbanzo Con Pescado Con Arroz,129.86,6.22,2.55,14.21,63,1.34,61.18,20.94,25.46,162.03,2,40
E,S0676,Higado Encebollado Con Arroz,107.85,3.9,1.73,15.57,78,1.14,21.09,1336.95,701.19,98.9,1,41
E,S0682,Jalea De Pescado Con Arroz,167.44,6.2,5.16,23.8,49,0.74,0,2.38,0.8,982.74,1,42
E,S0688,Jalea Mixta Con Yuca Frita,234.07,8.33,16.27,14.37,57,1.35,0,2.5,11.16,34.24,1,43
E,S0701,Lenteja Con Chuleta Con Arroz,119.37,6.66,2.68,13.22,102,0.95,0,4.74,4.51,440.27,1,44
E,S0704,Lenteja Con Estofado Con Arroz,133.91,7.51,2.31,18.26,89,0.9,71.38,17.23,16.86,562.76,1,45
E,S0716,Lenteja Con Pescado Con Arroz,172.33,6.02,5.86,20.68,82,1.11,0.15,4.1,5.52,215.75,5,46
E,S0733,Lomo Saltado Con Arroz,178.14,4.62,8.24,20.31,87,0.89,2.11,5.04,5.27,209.69,4,47
E,S0741,Macarrones Con Pollo,123.04,7.53,1.9,18.54,71,1.79,379.18,68.75,71.5,179.75,2,48
E,S0762,Mondonguito A La Italiana Con Arroz,128.38,4.68,0.91,24.41,65,0.56,183.78,40.89,32.12,106.06,1,49
E,S0771,Pachamanca A La Olla Con Arroz,114.82,11.03,2.43,11.05,80,1.39,3.75,20.18,11.01,214.55,1,50
E,S0777,Pallares Con Guiso De Pollo Con Arroz,171.71,9.48,2.84,23.51,104,1.56,2.54,2.37,4.9,160.15,2,51
E,S0781,Pallares Con Pollo Con Arroz,186.91,9.41,2.32,27.16,126,2.03,0,5.39,5.1,127.39,1,52
E,S0793,Pavita Al Vino Con Arroz,161.21,4.43,1.3,31.84,74,0.73,0,2.04,0.51,40.96,1,53
E,S0801,Pechuga A La Parrilla + 1 Chorizo + 1 Anticucho De Corazon De Pollo + Papas Fritas,198.01,9.16,12.78,10.4,132,1.2,0,2.11,3.8,13.09,1,54
E,S0825,Pescado Con Arroz,134.5,7.14,2.31,17.46,34,0.51,0,3.38,1.5,168.48,2,55
E,S0828,Pescado Con Menestra Con Arroz,159.76,7.41,5.04,18.54,69,1.26,0,2.21,3.22,177.82,3,56
E,S0843,Picante De Cuy Con Arroz,218.9,4.66,6.86,26.27,75,0.76,0,0.28,3.41,189.52,1,57
E,S0851,Pollo  A La Brasa Con Papas Fritas,230.05,8.79,15.2,13.79,78,0.82,0,16.09,10.26,742.97,3,58
E,S0876,Pollo A La Norteña Con Arroz,134.41,8.39,2.11,19.31,80,0.82,2.2,3.57,5.62,88.15,1,59
E,S0881,Pollo A La Olla Con Menestra Con Arroz,173.81,9.77,1.83,25.16,125,1.65,0,2.39,3.96,262.18,2,60
E,S0882,Pollo A La Olla Con Pure Con Arroz,94.21,6.11,1.55,13.16,58,0.54,0,3.28,10.16,69.48,1,61
E,S0891,Pollo A La Plancha Con Ensalada Con Arroz,129.88,3.13,0.36,27.47,53,0.59,99.59,19.55,18.41,93.77,1,62
E,S0896,Pollo A La Plancha Con Pure Con Arroz,132.95,9.02,3.58,15.03,82,0.76,0.29,1.52,14.1,106.15,1,63
E,S0898,Pollo Al Horno Con Arroz,138.83,7.55,2.15,21.38,81,0.8,5.68,3.09,6.05,315.83,2,64
E,S0899,Pollo Al Horno Con Ensalada Con Arroz,132.59,8.96,4.4,13.49,82,0.84,289.22,51.39,56.01,229.26,2,65
E,S0900,Pollo Al Horno Con Ensalada Rusa Con Arroz,176.41,6.74,2.69,29.4,85,0.8,336.17,63.57,61.92,127.11,5,66
E,S0901,Pollo Al Horno Con Menestra Con Arroz,169.2,10.73,3.34,19.61,126,1.43,0,1.56,5.37,47.11,2,67
E,S0907,Pollo Al Jugo Con Menestra Con Arroz,122.62,7.7,1.85,18.3,89,1.36,70.12,48.77,25.49,347.38,1,68
E,S0908,Pollo Al Mani Con Arroz,141.97,6.43,1.67,24.27,77,0.7,0,16.08,7.85,83.13,1,69
E,S0909,Pollo Al Mani Con Ensalada Con Arroz,164.12,3.25,7.65,19.69,51,0.56,0,4.55,5.24,245.55,1,70
E,S0921,Pollo Broaster Con Papas Fritas Con Arroz,142.74,7.88,3.95,12.45,77,0.77,0,1.6,7.31,111.95,1,71
E,S0923,Pollo Con Arroz,137.34,9.16,1.99,15.79,88,0.82,0,0.74,5.38,112.29,1,72
E,S0936,Pollo Frito Con Arroz,174.32,6.24,5.61,24.2,78,0.59,0,0,3.1,382.33,1,73
E,S0937,Pollo Frito Con Ensalada Con Arroz,152.42,3.52,5.29,21.48,50,0.5,0,2.42,3.49,309.6,1,74
E,S0939,Pollo Frito Con Menestra Con Arroz,157.43,6.46,2.33,23.53,105,0.98,0,1.13,2.65,345.43,3,75
E,S0941,Pollo Frito Con Papas Fritas Con Arroz,213.58,7.28,11.65,18.57,72,0.82,0,105.12,34.96,397.67,1,76
E,S0953,Pure Con Pavita Con Arroz,132.65,4.84,3.71,19.48,65,0.85,231.01,41.73,49.01,491.09,1,77
E,S0955,Pure Con Pollo Con Arroz,140.33,7.88,3.31,17.14,61,1.19,0,23.16,13.49,1378.55,2,78
E,S0976,Seco A La Norteña Con Arroz,148.14,5.29,1.21,27.92,106,1.18,33.56,11.67,6.04,310.12,1,79
E,S0978,Seco A La Norteña Con Menestra Con Arroz,129.85,5.46,1.8,20.67,95,1.19,54.9,15.91,11.45,253.33,10,80
E,S0982,Seco A La Norteña Con Sarsa Criolla Con Arroz,127.53,4.44,1.92,22.18,86,1.07,17.22,7.52,4.19,684.58,1,81
E,S0984,Seco A La Norteña De Pollo Con Menestra Con Arroz,70.29,4,1.52,8.53,43,0.76,3,6.55,2.03,503.2,1,82
E,S0986,Seco A La Norteña De Res Con Menestra Con Arroz,117.21,6,1.46,17.53,99,1.24,4.74,2.11,0.97,218.45,3,83
E,S0990,Seco De Cabrito Con Arroz,124.21,6.44,1.74,19.95,131,1.22,26.18,5.37,4.4,259.61,2,84
E,S0991,Seco De Cabrito Con Menestra Con Arroz,165.35,7.96,2.59,23.81,138,1.74,5.01,1.87,1.05,481.62,1,85
E,S0994,Seco De Cordero Con Menestra Con Arroz,154.42,7.75,4.13,20.26,62,1.4,18.71,11.92,6.81,364.32,3,86
E,S0995,Seco De Cordero Con Menestra Con Sarsa Criolla Con Arroz,187.04,7.95,2.06,29.31,98,1.83,1.97,0.96,1.74,152.71,1,87
E,S1002,Seco De Pollo Con Arroz,132.15,6.99,2.13,20.25,80,0.95,90.37,39.14,31.43,878.23,2,88
E,S1004,Seco De Pollo Con Menestra Con Arroz,140.25,9.15,2.2,17.88,100,1.47,111.28,24.01,26.55,260.37,13,89
E,S1006,Seco De Res A La Huachana Con Menestra Con Arroz,123.59,7.33,1.95,17.01,134,1.53,11.91,3.88,2.4,34.1,1,90
E,S1008,Seco De Res A La Norteña Con Menestra Con Arroz,112.21,4.91,2.06,16.14,80,1.15,10,4.24,2.25,221.94,2,91
E,S1009,Seco De Res Con Menestra Con Arroz,142.19,6.16,2.03,21.85,105,1.46,84.43,17.39,15.47,255.72,13,92
E,S1010,Seco De Res Con Menestra Con Ensalada Con Arroz,125.34,5.72,2.17,18.1,98,1.38,163.04,39.29,36.25,208.82,1,93
E,S1011,Seco De Res Con Menestra Con Sarsa Criolla Con Arroz,120.98,5.68,1.11,19.85,105,1.3,35.4,11.85,6.63,139.44,3,94
E,S1020,Sudado De Pescado Con Arroz,127.16,6.25,0.75,23.22,49,0.96,2.79,5.09,7.17,199.42,2,95
E,S1032,Tacu Tacu Con Lomito,162.58,7.02,6.27,15.98,117,1.83,2.34,7.84,5.29,147.62,2,96
E,S1055,Tallarines Rojos Con Pollo,130.71,7.76,2.35,18.75,71,1.75,405.24,81.62,80.34,137.7,11,97
E,S1069,Tallarines Verdes Con Pollo,171.15,9.29,6.85,17.82,83,1.89,0,13.47,21.72,390.93,2,98
E,S1070,Tallarines Verdes Con Pollo Con Crema A La Huancaina,151.64,9.3,2.71,17.57,84,2.15,0.21,29.66,40.07,66.82,1,99
E,S1072,Tallarines Verdes Con Res,169.46,8.85,2.71,26.94,148,3.5,0,63.31,71.22,326.59,4,100
E,S1076,Ternera A La Chiclayana Con Arroz,96.14,3.88,0.72,18.12,36,0.57,2.63,1.36,0.76,52.82,1,101
E,S1102,Cebiche De Pescado,149.17,9.65,6.28,13.12,54,1.36,2.29,13.84,14.17,40.48,1,102
E,S1111,Frejoles Con Seco Ensalada Con Arroz,177.52,10.59,3.8,24.86,140,1.88,0,38.13,8.75,678.54,1,103
E,S1125,Milanesa Con Ensalada Con Arroz,157.11,5.22,5.03,22.26,61,0.52,0,2.72,10.87,83.62,1,104
E,S1127,Olluquito Con Arroz Integral,126.37,5.1,2.37,20.37,35,1.19,0,5.94,6.17,138.97,1,105
E,S1141,Pollo Al Vino Con Ensalada Con Arroz,131.35,6.24,1.1,21.01,71,0.68,0,1.65,3.54,100.03,1,106
E,S1142,Pollo Broaster,192.22,5.45,10.15,16.33,58,0.79,323,54.94,58.72,278.55,1,107
E,S1145,Pure Con Asado Con Arroz,113.43,3.9,2.5,18.29,71,0.72,262.26,47.99,53.89,220.82,1,108
E,S1156,Tacu Tacu Con Filete De Pollo,145.32,8.61,1.55,18.92,102,1.86,99.68,29.83,20.43,475.62,1,109
E,S1337,Adobo De Pollo Con Ensalada Con Arroz,144.61,4.93,2.18,25.51,66,0.7,219.56,46.57,41.48,315.92,2,110
E,S1344,Alita Broaster Con Papas Fritas Con Arroz,272.21,5.73,18.71,19.67,64,0.74,0,6.83,15.68,588.01,1,111
E,S1361,Asado De Cerdo Con Alverjita Verde Con Arroz,151.88,7.21,2.01,22.56,96,0.69,0,2.13,1.33,88.01,1,112
E,S1387,Estofado De Pavita Con Arroz Con Ensalada,139.04,5.84,2.32,22.43,81,1.12,206.95,44.47,37.63,167.8,1,113
E,S1394,Guiso De Caigua Con Arroz,135.77,6.73,1.96,18.25,49,0.7,0,6.16,2.14,101.85,1,114
E,S1402,Pollo Al Horno Con Pure Con Arroz,140.33,7.27,3.19,19.72,74,0.72,0,6.55,21.79,271.8,3,115
E,S1412,Anticucho Con Papa Con Arroz,109.05,9.83,3.33,9.21,99,1.87,0,47.32,1.69,243.57,1,116
E,S1437,Pure Con Pollo Al Sillao Con Arroz,146.78,5.38,1.91,28.15,67,0.65,83.73,15.05,27.84,217.3,1,117
E,S1507,Guiso De Trigo Con Lomo De Socona Con Arroz,78.21,2.49,0.95,13.9,49,0.36,125.2,24.78,26.19,227.54,1,118
E,S1809,Chicharron De Pescado Con Yuca Frita Con Arroz,199.23,6.49,8,24.64,49,1.17,0.57,17.68,33.72,240.97,5,119
E,S1820,Chicharron Mixto Con Yuca Frita,168.31,10.53,8.76,12.59,81,1.55,106.95,23.03,30.19,89.59,1,120
E,S1907,Arroz Con Frijol Y Seco De Res,133.92,6.86,2.15,19.3,102,1.41,84.79,19.23,17.51,289.72,9,121
E,S1908,Arroz Con Frijoles Y Seco De Pollo,115.52,7.67,1.4,15.43,80,1.16,162,29.43,30.7,83.53,5,122
E,S1910,Locro Con Higado Frito Y Arroz,133.54,3.1,5.62,17.35,48,0.84,0,267.14,160.06,1238.63,1,123
E,S1911,Lomito De Atun Con Arroz,165.16,4.87,4.89,24.03,46,0.5,0,5.52,3.7,83.85,1,124
