Marca temporal,Selecciona tu sexo,Edad en años (Ejemplo: 19),¿En qué ciclo de te encuentras?,Indicar cual es el recurso tecnológico que más te ayuda académicamente,Cuantos dispositivos tecnológicos electrónicos dispones para fines de estudio ?,¿En qué ciclo lo adquiriste?,"De esas horas de estudio, ¿cuántas se ven acompañadas de recursos tecnológicos aproximadamente?","En una escala del 1 al 10, ¿Cuánto consideras que incluir recursos tecnológicos es beneficioso para el rendimiento académico?",¿Cuál consideras el grupo de cursos donde mejor aprovechaste los recursos tecnológicos?,De acuerdo con ese grupo ¿cuál consideras el curso donde se puede aprovecha mejor el uso de recursos  tecnológicos? (Todo en mayúscula y el nombre completo),¿Cuántas horas aproximadas dispones de uso de internet diariamente?(libre),Empleas activamente algún recurso de H,¿Aproximadamente cuantas horas le dedicas semanalmente al estudio?,¿Cuál es tu promedio ponderado previo a ese ciclo que?,¿Cuál era tu promedio ponderado posterior al empleo de dicho recurso tecnológico?,¿Empleas activamente aplicaciones de software para el estudio de tus cursos?,Que carrera estudias?,¿Qué tipo de aplicaciones más empleas?,¿Cuántos días estudias por semana?
04/05/2023 10:40:22,Femenino,18,4,Celular,2,1,8,10,"Cursos de carrera, Ciencias Generales",GEOMETRÍA DESCRIPTIVA,24,Sí,10,12.37,15.46,Sí,Ingeniería Civil,"Inteligencias Artificiales (ChatGPT, Youchat, etc.)",7
04/05/2023 10:41:21,Femenino,20,4,Celular,3,3,5,10,"Cursos de carrera, Ciencias Generales",Matematicas y fisica,7,Sí,36,14.38,15.13,Sí,Ingeniería Civil,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",6
04/05/2023 10:51:04,Masculino,22,4,No uso activamente recursos tecnologicos con fines académicos,0,2,5,10,"Humanidades, arte y ciencias sociales",Ciencias generales,24,No,38,15.95,15.97,"Sí, pero no activamente",Ingeniería Civil,"Aplicaciones de texto y notas(word, outlook, etc.)",6
04/05/2023 10:53:29,Masculino,20,4,Computadora,2,3,7,7,Ciencias Generales,TERMODINÁMICA,10,Sí,36,15.54,16.67,Sí,Ingeniería Civil,"Aplicaciones de texto y notas(word, outlook, etc.)",7
04/05/2023 11:05:57,Masculino,20,4,Computadora,2,1,5,8,Ciencias Generales,CALCULO,9,Sí,35,14.53,16.73,Sí,Ingeniería Civil,"Aplicaciones de texto y notas(word, outlook, etc.)",7
04/05/2023 11:07:10,Masculino,18,4,Computadora,2,1,13,7,Ciencias Generales,Programación,60,Sí,37,14.35,17.89,Sí,Ingeniería Industrial,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",7
04/05/2023 11:10:31,Femenino,19,4,No uso activamente recursos tecnologicos con fines académicos,0,1,11,7,"Proyectos Interdisciplinarios, tesis y Real life experiences",PROYECTOS INTERDICIPLINARIO 3,24,No,100,15.34,15.05,"Sí, pero no activamente",Ingeniería Civil,"Aplicaciones de organización (Google calendar, calendario, etc.)",6
04/05/2023 11:11:58,Femenino,20,4,No uso activamente recursos tecnologicos con fines académicos,0,1,3,8,"Cursos de carrera, Ciencias Generales",CURSOS DE CARRERA,8,No,43,16.62,15.16,"Sí, pero no activamente",Ingeniería Industrial,"Aplicaciones de texto y notas(word, outlook, etc.)",6
04/05/2023 11:18:10,Masculino,19,2,No uso activamente recursos tecnologicos con fines académicos,0,1,2,7,Ciencias Generales,FUNDAMENTO DE ELECTRICIDAD Y MAGNETISMO,24,No,42,17.35,16.24,"Sí, pero no activamente",Ingeniería Electrónica,"Aplicaciones de texto y notas(word, outlook, etc.)",7
04/05/2023 11:27:29,Femenino,21,4,No uso activamente recursos tecnologicos con fines académicos,0,1,10,8,Cursos de carrera,INVESTIGACIÓN DE OPERACIONES I,15,No,42,17.24,14.58,"Sí, pero no activamente",Ingeniería Industrial,"Aplicaciones de texto y notas(word, outlook, etc.)",5
04/05/2023 11:29:36,Masculino,20,7,Celular,3,5,5,7,"Humanidades, arte y ciencias sociales",.,8,Sí,34,12.34,16.59,Sí,Ingeniría de la Energía,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",6
04/05/2023 11:31:23,Masculino,20,7,Computadora,3,1,3,8,Cursos de carrera,PROYECTO FINAL DE CARRERA 1,24,Sí,34,13.75,14.28,Sí,Ciencias de la computación,"Lenguajes de programación (Python, C++, etc.)",4
04/05/2023 11:38:02,Femenino,20,4,Celular,7,1,7,8,Ciencias Generales,Estadística y Probabilidades,24,Sí,34,13.65,14.76,Sí,Ingeniería Civil,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",7
04/05/2023 11:42:44,Masculino,19,4,Tablet,2,2,4,7,"Cursos de carrera, Ciencias Generales",PROGRAMACION,4,Sí,10,11.45,16.12,"Sí, pero no activamente",Ingeniería Civil,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",7
04/05/2023 11:46:03,Femenino,18,3,Tablet,3,1,13,9,Ciencias Generales,Programacion,9,Sí,33,12.47,15.56,Sí,Ingeniería Industrial,"Aplicaciones de texto y notas(word, outlook, etc.)",7
04/05/2023 11:55:25,Femenino,20,2,Tablet,2,2,10,9,Ciencias Generales,"CÁLCULO DE UNA VARIABLE, CÁLCULO VECTORIAL, PROGRAMACIÓN, INTRODUCCIÓN A LA MECÁNICA, COMUNICACIÓN Y CIENCIA DE LOS MATERIALES.",8,Sí,35,13.38,14.35,"Sí, pero no activamente",Ingeniería Industrial,"Inteligencias Artificiales (ChatGPT, Youchat, etc.)",7
04/05/2023 12:09:22,Masculino,20,4,Computadora,4,1,10,10,Cursos de carrera,PROGRAMACIÓN 2,2,Sí,37,15.65,16.75,Sí,Ingeniería Civil,"Aplicaciones de texto y notas(word, outlook, etc.)",7
04/05/2023 10:25:42,Femenino,19,4,No uso activamente recursos tecnologicos con fines académicos,0,1,6,10,"Humanidades, arte y ciencias sociales","EN LOS CURSOS DE NÚMEROS, PORQUE SE PUEDE SACAR PROBLEMAS DEL MISMO LIBRO Y NO NECESITAS ESTAR COPIANDO O IMPRIMIENDO EL PROBLEMA",24,No,40,16.54,12.52,"Sí, pero no activamente",Ingeniería Civil,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",4
04/05/2023 10:26:18,Femenino,18,4,No uso activamente recursos tecnologicos con fines académicos,0,2,2,7,"Proyectos Interdisciplinarios, tesis y Real life experiences",PI2,8,No,38,16.67,16.97,"Sí, pero no activamente",Ingeniería Civil,"Aplicaciones de texto y notas(word, outlook, etc.)",3
04/05/2023 10:29:20,Masculino,20,4,Celular,3,3,5,9,Cursos de carrera,INTRODUCCIÓN A LA MECÁNICA DE SÓLIDOS,2,Sí,33,16.85,16.85,"Sí, pero no activamente",Ingeniería Civil,"Aplicaciones de texto y notas(word, outlook, etc.)",6
04/05/2023 10:31:35,Masculino,20,4,No uso activamente recursos tecnologicos con fines académicos,0,1,22,10,Cursos de carrera,CURSOS DE CARRERA,8,No,40,15.34,14.86,"Sí, pero no activamente",Ingeniería Civil,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",7
04/05/2023 10:40:22,Femenino,18,4,Celular,2,1,8,10,"Cursos de carrera, Ciencias Generales",GEOMETRÍA DESCRIPTIVA,24,Sí,10,13.69,15.06,Sí,Ingeniería Civil,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",7
04/05/2023 10:41:21,Femenino,20,4,Celular,3,3,5,10,"Cursos de carrera, Ciencias Generales",Matematicas y fisica,7,Sí,33,12.59,14.75,Sí,Ingeniería Civil,"Inteligencias Artificiales (ChatGPT, Youchat, etc.)",6
04/05/2023 10:51:04,Masculino,22,4,Tablet,1,2,5,10,"Humanidades, arte y ciencias sociales",Ciencias generales,24,Sí,34,14.39,15.97,"Sí, pero no activamente",Ingeniería Civil,"Aplicaciones de texto y notas(word, outlook, etc.)",6
04/05/2023 10:53:29,Masculino,20,4,Celular,2,3,7,7,Ciencias Generales,TERMODINÁMICA,10,Sí,35,14.52,15.9,Sí,Ingeniería Civil,"Aplicaciones de texto y notas(word, outlook, etc.)",7
04/05/2023 11:05:57,Masculino,20,4,Tablet,2,1,5,8,Ciencias Generales,CALCULO,9,Sí,35,13.85,6,Sí,Ingeniería Civil,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",7
04/05/2023 11:07:10,Masculino,18,4,Laptop,2,1,13,7,Ciencias Generales,Programación,60,Sí,36,15.29,15,Sí,Ingeniería Industrial,"Aplicaciones de texto y notas(word, outlook, etc.)",7
04/05/2023 11:10:31,Femenino,19,4,Computadora,2,1,11,7,"Proyectos Interdisciplinarios, tesis y Real life experiences",PROYECTOS INTERDICIPLINARIO 3,24,Sí,35,16.45,16.72,Sí,Ingeniería Civil,"Inteligencias Artificiales (ChatGPT, Youchat, etc.)",6
04/05/2023 11:11:58,Femenino,20,4,Tablet,1,1,3,8,"Cursos de carrera, Ciencias Generales",CURSOS DE CARRERA,8,Sí,33,14.17,15.83,Sí,Ingeniería Industrial,"Aplicaciones de texto y notas(word, outlook, etc.)",6
04/05/2023 11:18:10,Masculino,19,2,No uso activamente recursos tecnologicos con fines académicos,0,1,2,7,Ciencias Generales,FUNDAMENTO DE ELECTRICIDAD Y MAGNETISMO,24,No,38,16.21,15.24,"Sí, pero no activamente",Ingeniería Electrónica,"Aplicaciones de organización (Google calendar, calendario, etc.)",7
04/05/2023 11:27:29,Femenino,21,4,No uso activamente recursos tecnologicos con fines académicos,0,1,10,8,Cursos de carrera,INVESTIGACIÓN DE OPERACIONES I,15,No,39,16.75,15.86,"Sí, pero no activamente",Ingeniería Industrial,"Aplicaciones de texto y notas(word, outlook, etc.)",5
04/05/2023 11:29:36,Masculino,20,7,Celular,3,5,5,7,"Humanidades, arte y ciencias sociales",.,8,Sí,33,12.34,16.5,Sí,Ingeniría de la Energía,"Aplicaciones de organización (Google calendar, calendario, etc.)",6
04/05/2023 11:31:23,Masculino,20,7,No uso activamente recursos tecnologicos con fines académicos,0,1,3,8,Cursos de carrera,PROYECTO FINAL DE CARRERA 1,24,No,3,16.53,15.98,"Sí, pero no activamente",Ciencias de la computación,"Lenguajes de programación (Python, C++, etc.)",4
04/05/2023 11:38:02,Femenino,30,4,Celular,2,1,7,8,Ciencias Generales,Estadística y Probabilidades,24,Sí,33,12.54,16.88,Sí,Ingeniería Civil,"Aplicaciones de texto y notas(word, outlook, etc.)",7
04/05/2023 11:42:44,Masculino,19,4,No uso activamente recursos tecnologicos con fines académicos,0,2,4,7,"Cursos de carrera, Ciencias Generales",PROGRAMACION,4,No,38,13.69,12.68,"Sí, pero no activamente",Ingeniería Civil,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",7
04/05/2023 11:46:03,Femenino,18,3,Tablet,3,1,13,9,Ciencias Generales,Programacion,9,Sí,35,14.75,15.86,Sí,Ingeniería Industrial,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",7
04/05/2023 11:55:25,Femenino,20,2,No uso activamente recursos tecnologicos con fines académicos,9,2,10,9,Ciencias Generales,"CÁLCULO DE UNA VARIABLE, CÁLCULO VECTORIAL, PROGRAMACIÓN, INTRODUCCIÓN A LA MECÁNICA, COMUNICACIÓN Y CIENCIA DE LOS MATERIALES.",8,No,38,16.54,16.32,"Sí, pero no activamente",Ingeniería Industrial,"Aplicaciones de calculo (Mathlab, Geogebra, Symbolab, etc.)",1
04/05/2023 12:09:22,Masculino,20,4,Computadora,4,1,10,10,Cursos de carrera,PROGRAMACIÓN 2,2,Sí,35,14.38,16.87,Sí,Ingeniería Civil,"Aplicaciones de organización (Google calendar, calendario, etc.)",7
04/05/2023 12:49:48,Masculino,21,6,Tablet,2,2,8,9,Cursos de carrera,CIRCUITOS DIGITALES,24,Sí,37,16.35,16.43,Sí,Ingeniería Mecatrónica,"Aplicaciones de texto y notas(word, outlook, etc.)",5
