Marca temporal,¿Con qué género te identificas?,¿A qué carrera perteneces?,"¿Cuál fue el último ciclo que cursaste en 2022-II? (Por ejemplo, si ahora estás en 3er ciclo, el último ciclo cursado en 2022-II fue el 2do).",¿Cuántos cursos llevaste el ciclo 2022-1?,¿Cuántos cursos llevaste el ciclo 2022-2?,"¿Cuántas horas de sueño solías tener en el periodo 2022-1? (Si en caso eran 6h y media, colocar: 6.5)","¿Cuántas horas de sueño solías tener en el periodo 2022-2? (Si en caso eran 6h y media, colocar: 6.5)",¿Cuántas horas de clase en promedio tenías al día en el periodo 2022-1?,¿Cuántas horas de clase en promedio tenías al día en el periodo 2022-2?  ,¿Cuál fue tu promedio ponderado en 2022-1?  (Escribir con el punto como separador de la siguiente forma: 15.83),¿Cuál fue tu promedio ponderado en 2022-2?  (Escribir con el punto como separador de la siguiente forma: 15.83),¿Cuántos cursos aprobaste en el periodo 2022-1?,¿cuántos cursos aprobaste en el periodo 2022-2?,"¿Cuántas horas libres en promedio tenías al día en el periodo 2022-1? (Si en caso eran 3h y media, colocar: 3.5)","¿Cuántas horas libres en promedio tenías al día en el periodo 2022-2? (Si en caso eran 3h y media, colocar:  3.5)","En promedio, ¿cuál crees que fue tu nivel de estrés el periodo 2022-1?","En promedio, ¿cuál crees que fue tu nivel de estrés el periodo 2022-2?",¿Qué tanto interés tuviste en recibir asistencia psicológica durante el periodo 2022-2?,¿Tenías conocimiento del programa Salud Mental de Bienestar Estudiantil?,¿Ha utilizado los programas de salud mental de la universidad durante el año 2022?,¿Cuántas veces has asistido a una sesión de terapia mediante los servicios de salud mental de Bienestar Estudiantil?, ¿Cuánto tiempo has tenido que esperar para recibir o agendar una cita? (En días),¿Cuáles crees que son las principales debilidades del servicio?,"Respecto al motivo de tu visita, ¿qué tan apoyado te has sentido después de usar los servicios de psicología?",¿Cual es tu nivel de satisfacción en general con el servicio de psicología de Bienestar Estudiantil? ,¿Recomendarías el programa de Salud Mental a un amigo o conocido que este pasando por una etapa de estrés académico?,¿Por qué no hiciste uso de los servicios de Bienestar Estudiantil?,¿Cuántas sesiones crees que deben de tener los estudiantes como mínimo al mes para conseguir buenos resultados al hacer uso de estos servicios?,¿Cómo preferirías que se realicen las sesiones que pueda organizar el departamento de psicología de Bienestar Estudiantil?,¿Cuáles son los medios por los cuales Bienestar Estudiantil debería difundir información sobre su programa Salud Mental?
3/05/2023 18:53:55,Femenino,INGENIERÍA ELECTRÓNICA,4rto ciclo,6,5,6,6,6,5,12.9,13.5,5,5,2,3,Alto,Alto,Poco interesado,No,No,,,,,,,"No estaba enterado, No contaba con tiempo",3,Presenciales,"Correo Institucional, Volantes en la universidad"
3/05/2023 18:53:59,Masculino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,6,6,7,5,5,15.5,15.16,6,6,3,3,Medio,Bajo,Nada interesado,No,No,,,,,,,"No estaba enterado, Considero que no lo necesito",2,Presenciales,"Redes sociales, Correo Institucional"
3/05/2023 18:54:07,Femenino,INGENIERÍA INDUSTRIAL,5to ciclo,6,6,5,6,6,6,14.80,14.8,6,6,3,3,Muy alto,Muy alto,Poco interesado,Si,Si,3,90,Las agendas de los psicólogos suelen estar llenas,Muy apoyado,5,Si,,4 o más,Virtuales,Redes sociales
3/05/2023 18:54:45,Femenino,INGENIERÍA MECÁNICA,3er ciclo,5,3,2,5,4,4,15,12,3,3,3,4,Muy bajo,Alto,Poco interesado,No,No,,,,,,,Malas referencias,3,Presenciales,Volantes en la universidad
3/05/2023 18:57:08,Masculino,INGENIERÍA INDUSTRIAL,3er ciclo,7,6,6,6,4,4,12.,14,7,4,3,3,Medio,Medio,Poco interesado,Si,No,,,,,,,No había horarios disponibles acorde a mi tiempo libre,2,Presenciales,Correo Institucional
3/05/2023 18:57:59,Femenino,INGENIERÍA AMBIENTAL,3er ciclo,7,6,8,8,9,8,16,17,7,6,3,3.5,Alto,Medio,Poco interesado,No,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza",4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 18:57:36,Masculino,INGENIERÍA INDUSTRIAL,5to ciclo,6,6,10,2,9,7,12,12,4,7,10,10,Alto,Muy alto,Nada interesado,Si,No,,,,,,,"No estaba enterado, No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza",3,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 19:01:34,Masculino,BIOINGENIERÍA,2do ciclo,6,7,6,5,5,6,15.13,14.41,6,6,4,4,Alto,Alto,Nada interesado,Si,No,,,,,,,Considero que no lo necesito,4 o más,Presenciales,Correo Institucional
3/05/2023 19:02:41,Masculino,INGENIERÍA INDUSTRIAL,3er ciclo,7,5,6,6,4,3,13,13,6,5,4.5,3.5,Medio,Medio,Nada interesado,Si,Si,1,3,Las agendas de los psicólogos suelen estar llenas,Apoyado,2,Si,,2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 19:03:59,Femenino,INGENIERÍA INDUSTRIAL,4rto ciclo,7,5,6.5,6,6,6,13,12.93,5,4,4,4,Medio,Bajo,Muy interesado,Si,No,,,,,,,"Malas referencias, No había horarios disponibles acorde a mi tiempo libre, Considero que no lo necesito",3,Presenciales,Correo Institucional
3/05/2023 19:06:22,Masculino,INGENIERÍA INDUSTRIAL,4rto ciclo,5,5,6,5,6,7,9.85,11.68,3,2,5,3,Alto,Muy alto,Muy interesado,Si,Si,2,10,"La página Web “Registra tu cita” tiene problemas, Las agendas de los psicólogos suelen estar llenas, No diria mala actitud pero me ha tocado unos que me paraban reprogramando las citas por su mala organizacion",Apoyado,3,Si,,3,Presenciales,"Redes sociales, Volantes en la universidad, Charlas"
3/05/2023 19:06:42,Masculino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,7,4,3.5,6,6,15.6,14.5,6,6,2,2,Medio,Medio,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza",3,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 19:07:32,Femenino,INGENIERÍA INDUSTRIAL,3er ciclo,6,6,4,4,6,6,14,14,6,6,2,2,Muy alto,Muy alto,Muy interesado,Si,Si,2,7,Las agendas de los psicólogos suelen estar llenas,Apoyado,3,Si,,2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 19:07:47,Femenino,INGENIERÍA INDUSTRIAL,3er ciclo,6,5,4.5,5,7,6,14.9,15.7,7,6,5,6,Alto,Alto,Muy interesado,Si,Si,3,1,Las agendas de los psicólogos suelen estar llenas,Muy apoyado,5,Si,,3,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 19:14:33,Masculino,INGENIERÍA CIVIL,3er ciclo,6,6,6,6,7,6,14,15,6,6,3,4,Medio,Medio,Poco interesado,Si,No,,,,,,,No estaba enterado,2,Presenciales,"Redes sociales, Charlas"
3/05/2023 19:15:01,Masculino,INGENIERÍA CIVIL,4rto ciclo,6,6,8,8,6,7,15,15,5,6,4,5,Muy alto,Alto,Poco interesado,No,No,,,,,,,"No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",3,Presenciales,Charlas
3/05/2023 19:16:50,Masculino,INGENIERÍA CIVIL,4rto ciclo,6,7,8.2,8.3,6,7,12,14,5,7,5,4,Bajo,Bajo,Nada interesado,No,No,,,,,,,No estaba enterado,2,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 19:17:00,Femenino,INGENIERÍA INDUSTRIAL,2do ciclo,6,5,7,6,5,6,15.4,15.76,6,5,4.5,6,Alto,Medio,Nada interesado,Si,No,,,,,,,"No contaba con tiempo, Miedo y vergüenza",3,Presenciales,"Redes sociales, Charlas"
3/05/2023 19:18:30,Femenino,INGENIERÍA INDUSTRIAL,2do ciclo,6,6,6.5,6.5,7,8,16,17,6,6,3.5,3.5,Medio,Medio,Nada interesado,Si,No,,,,,,,No contaba con tiempo,2,Virtuales,Redes sociales
3/05/2023 19:18:45,Femenino,INGENIERÍA MECATRÓNICA,3er ciclo,4,5,6,7,4,4,13.69,14.12,4,3,5,6,Medio,Medio,Poco interesado,Si,Si,4 o más,15,"Las agendas de los psicólogos suelen estar llenas, Mala actitud del personal de servicio",Nada apoyado,2,No,,3,Presenciales,"Redes sociales, Correo Institucional, Charlas"
3/05/2023 19:20:51,Masculino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,6,6,5,5,8,15.4,16.23,6,6,0,0,Muy alto,Muy alto,Nada interesado,No,No,,,,,,,"No estaba enterado, No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",4 o más,Presenciales,"Redes sociales, Correo Institucional"
3/05/2023 19:20:58,Masculino,INGENIERÍA MECATRÓNICA,4rto ciclo,4,5,8,8,4,4,13,12.8,4,2,4,3,Bajo,Alto,Poco interesado,No,No,,,,,,,No estaba enterado,4 o más,Presenciales,"Redes sociales, Correo Institucional"
3/05/2023 19:23:25,Masculino,INGENIERÍA INDUSTRIAL,4rto ciclo,6,6,6,6,7,6,12.91,14.46,6,6,3,3,Muy alto,Alto,Nada interesado,No,No,,,,,,,"No estaba enterado, No contaba con tiempo, Miedo y vergüenza",1,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
3/05/2023 19:24:31,Masculino,INGENIERÍA MECATRÓNICA,4rto ciclo,6,6,7,7,6,6,15,14,5,4,2,4,Medio,Alto,Poco interesado,Si,No,,,,,,,"No estaba enterado, No contaba con tiempo",2,Presenciales,"Redes sociales, Correo Institucional"
3/05/2023 19:28:42,Femenino,INGENIERÍA AMBIENTAL,5to ciclo,5,5,7.5,7.5,5,5,15.6,15.7,5,5,4.5,3.4,Medio,Alto,Nada interesado,Si,No,,,,,,,No contaba con tiempo,2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 19:30:04,Masculino,INGENIERÍA CIVIL,3er ciclo,5,6,7.5,6.5,6,6,13.66,12.55,5,5,5,5,Medio,Alto,Poco interesado,Si,No,,,,,,,"No contaba con tiempo, Miedo y vergüenza",3,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
3/05/2023 19:30:19,Femenino,INGENIERÍA MECATRÓNICA,2do ciclo,7,5,6,5,6,4,12,13,6,4,2,5,Medio,Alto,Nada interesado,Si,No,,,,,,,"Miedo y vergüenza, Considero que no lo necesito",2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad"
3/05/2023 19:30:56,Masculino,INGENIERÍA MECÁNICA,3er ciclo,4,4,7,6,4,4,13.3,13.70,4,3,4,3,Medio,Medio,Nada interesado,Si,No,,,,,,,Considero que no lo necesito,2,Presenciales,"Correo Institucional, Charlas"
3/05/2023 19:31:53,Femenino,INGENIERÍA MECATRÓNICA,2do ciclo,7,6,5,4.5,7,5,13,13,5,4,5,4,Muy alto,Muy alto,Poco interesado,No,No,,,,,,,"No había horarios disponibles acorde a mi tiempo libre, Miedo y vergüenza",4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 19:41:41,Masculino,INGENIERÍA QUÍMICA,5to ciclo,5,7,7,5,5,8,15,13,5,7,5,2,Alto,Muy alto,Nada interesado,Si,No,,,,,,,Considero que no lo necesito,2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 19:41:42,Masculino,INGENIERÍA QUÍMICA,5to ciclo,6,6,6.5,6.5,5,5,14.7,14.4,6,6,4,3,Medio,Alto,Nada interesado,Si,No,,,,,,,"No contaba con tiempo, Miedo y vergüenza, Considero que no lo necesito",2,Presenciales,Correo Institucional
3/05/2023 19:49:43,Masculino,INGENIERÍA MECÁNICA,9no ciclo,3,3,7,7,3,3,13,12,2,3,4,4,Medio,Medio,Poco interesado,Si,No,,,,,,,No contaba con tiempo,3,Virtuales,Redes sociales
3/05/2023 19:55:23,Masculino,INGENIERÍA MECÁNICA,7mo ciclo,6,5,5,7,6,5,15.8,16.50,6,5,2,4,Muy alto,Medio,Poco interesado,Si,No,,,,,,,"Malas referencias, Considero que no lo necesito",2,Presenciales,"Correo Institucional, Volantes en la universidad"
3/05/2023 19:58:14,Masculino,INGENIERÍA QUÍMICA,4rto ciclo,4,4,8,8,6,5,13.5,14.5,4,4,5,4,Bajo,Bajo,Poco interesado,Si,No,,,,,,,No contaba con tiempo,4 o más,Presenciales,"Correo Institucional, Charlas"
3/05/2023 20:00:49,Masculino,INGENIERÍA MECÁNICA,5to ciclo,5,6,7,7,4,5,16.9,18.5,5,6,5,3,Muy bajo,Medio,Nada interesado,Si,No,,,,,,,"No estaba enterado, Considero que no lo necesito",4 o más,Virtuales,Correo Institucional
3/05/2023 20:00:54,Femenino,INGENIERÍA MECÁNICA,5to ciclo,6,5,8,8,6,5,15,15,5,5,5,5,Medio,Medio,Poco interesado,Si,No,,,,,,,Considero que no lo necesito,2,Virtuales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 20:01:15,Masculino,INGENIERÍA MECÁNICA,5to ciclo,6,6,7,8,5,3,16.7,16.4,6,6,2,4,Alto,Medio,Muy interesado,Si,Si,2,1,Las agendas de los psicólogos suelen estar llenas,Poco apoyado,3,Si,,2,Virtuales,Volantes en la universidad
3/05/2023 20:01:38,Masculino,INGENIERÍA MECÁNICA,7mo ciclo,4,6,8,4,8,9,14.5,14,4,4,10,5,Bajo,Muy alto,Poco interesado,Si,Si,3,30,"Las agendas de los psicólogos suelen estar llenas, Respuestas tardías, Mala actitud del personal de servicio",Apoyado,2,Si,,4 o más,Virtuales,Correo Institucional
3/05/2023 20:02:13,Masculino,INGENIERÍA MECÁNICA,4rto ciclo,5,6,9,7,5,5,15,14.47,5,6,5,6,Medio,Bajo,Poco interesado,Si,Si,3,4,"Las agendas de los psicólogos suelen estar llenas, Respuestas tardías",Poco apoyado,3,Si,,2,Presenciales,Redes sociales
3/05/2023 20:04:03,Masculino,INGENIERÍA MECÁNICA,4rto ciclo,5,6,6,6.5,5,5,16.27,16.21,5,6,4,4.5,Medio,Muy bajo,Nada interesado,No,No,,,,,,,"No estaba enterado, Considero que no lo necesito",2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 20:04:21,Masculino,INGENIERÍA MECÁNICA,4rto ciclo,5,6,7,5.5,5,6,18.1,17.9,5,6,3,2,Medio,Alto,Poco interesado,No,No,,,,,,,"No estaba enterado, No contaba con tiempo, No había horarios disponibles acorde a mi tiempo libre",4 o más,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 20:21:52,Masculino,INGENIERÍA MECÁNICA,3er ciclo,6,5,6,5,4,3,15.45,14.55,4,5,6,6,Alto,Medio,Nada interesado,Si,No,,,,,,,Considero que no lo necesito,2,Presenciales,"Redes sociales, Correo Institucional, Volantes en la universidad, Charlas"
3/05/2023 21:05:42,Masculino,INGENIERÍA MECATRÓNICA,3er ciclo,6,6,5,5,5,4,14.2,14,5,5,6,5.5,Bajo,Alto,Nada interesado,No,No,,,,,,,No estaba enterado,4 o más,Virtuales,"Redes sociales, Correo Institucional, Charlas"
4/05/2023 6:22:59,Femenino,INGENIERÍA INDUSTRIAL,4rto ciclo,4,5,6.5,5.5,3,4,14.6,15.5,4,4,4.1,4.1,Alto,Muy alto,Nada interesado,Si,No,,,,,,,Malas referencias,2,Virtuales,"Correo Institucional, Volantes en la universidad, Charlas"
