title,artist,top genre,bpm,dB,dur,top year
Body,Loud Luxury,dance pop,122,-4,163,2018
Bad Vibe,M.O,afroswing,110,-4,214,2018
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,ohio hip hop,82,-5,203,2018
Corazón (feat. Nego do Borel),Maluma,latin,198,-6,185,2018
Wait,Maroon 5,pop,126,-5,191,2018
Happier,Marshmello,brostep,100,-3,214,2018
Silence,Marshmello,brostep,142,-3,181,2018
FRIENDS,Marshmello,brostep,95,-2,203,2018
Spotlight,Marshmello,brostep,150,-4,178,2018
Walk It Talk It,Migos,atl hip hop,146,-5,276,2018
MotorSport,Migos,atl hip hop,138,-5,303,2018
Stir Fry,Migos,atl hip hop,182,-5,190,2018
17,MK,dance pop,122,-7,196,2018
Let You Down,NF,hip hop,148,-6,212,2018
Te Boté - Remix,Nio Garcia,latin,97,-3,418,2018
Ric Flair Drip (with Metro Boomin),Offset,atl hip hop,100,-8,173,2018
Vaina Loca,Ozuna,latin,94,-4,176,2018
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,colombian pop,170,-4,220,2018
rockstar (feat. 21 Savage),Post Malone,dfw rap,160,-6,218,2018
Better Now,Post Malone,dfw rap,145,-6,231,2018
Psycho (feat. Ty Dolla $ign),Post Malone,dfw rap,140,-8,221,2018
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,hip hop,174,-5,332,2018
Plug Walk,Rich The Kid,atl hip hop,95,-7,175,2018
Mo Bamba,Sheck Wes,rap,146,-5,184,2018
Strangers,Sigrid,dance pop,115,-6,234,2018
Delicate,Taylor Swift,pop,95,-10,232,2018
It's Not Living (If It's Not With You),The 1975,modern alternative rock,121,-5,248,2018
This Feeling,The Chainsmokers,dance pop,105,-8,198,2018
Sick Boy,The Chainsmokers,dance pop,90,-8,193,2018
Call Out My Name,The Weeknd,canadian contemporary r&b,134,-5,228,2018
Pray For Me (with Kendrick Lamar),The Weeknd,canadian contemporary r&b,101,-5,211,2018
Jackie Chan,Tiësto,big room,128,-3,216,2018
SICKO MODE,Travis Scott,hip hop,155,-4,313,2018
Taste (feat. Offset),Tyga,dance pop,98,-7,233,2018
Saturday Sun,Vance Joy,folk-pop,100,-4,215,2018
SAD!,XXXTENTACION,emo rap,75,-5,167,2018
Moonlight,XXXTENTACION,emo rap,128,-6,135,2018
changes,XXXTENTACION,emo rap,65,-10,122,2018
If You're Over Me,Years & Years,dance pop,104,-5,189,2018
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,cali rap,204,-8,237,2018
The Middle,Zedd,complextro,107,-3,185,2018
a lot,21 Savage,atl hip hop,146,-8,289,2019
Easier,5 Seconds of Summer,boy band,176,-4,158,2019
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,melodic rap,93,-5,189,2019
Look Back at It,A Boogie Wit da Hoodie,melodic rap,96,-5,179,2019
Ladbroke Grove,AJ Tracey,grime,134,-9,191,2019
China,Anuel AA,latin,105,-4,302,2019
Secreto,Anuel AA,latin,92,-4,259,2019
7 rings,Ariana Grande,dance pop,140,-11,179,2019
"thank u, next",Ariana Grande,dance pop,107,-6,207,2019
"break up with your girlfriend, i'm bored",Ariana Grande,dance pop,170,-5,190,2019
boyfriend (with Social House),Ariana Grande,dance pop,190,-4,186,2019
On A Roll,Ashley O,pop,125,-6,154,2019
Callaita,Bad Bunny,latin,176,-5,251,2019
MIA (feat. Drake),Bad Bunny,latin,97,-6,210,2019
lovely (with Khalid),Billie Eilish,art pop,115,-10,200,2019
bad guy,Billie Eilish,art pop,135,-11,194,2019
when the party's over,Billie Eilish,art pop,83,-14,196,2019
bury a friend,Billie Eilish,art pop,120,-15,193,2019
Kill This Love,BLACKPINK,k-pop,132,-5,191,2019
The Git Up,Blanco Brown,black americana,98,-9,201,2019
Thotiana,Blueface,cali rap,104,-13,129,2019
Boy With Luv (feat. Halsey),BTS,k-pop,120,-5,230,2019
Please Me,Cardi B,dance pop,134,-7,201,2019
Money,Cardi B,dance pop,130,-7,184,2019
Suge,DaBaby,north carolina hip hop,75,-6,163,2019
Location (feat. Burna Boy),Dave,uk hip hop,110,-6,241,2019
Juicy,Doja Cat,dance pop,170,-3,202,2019
3 Nights,Dominic Fike,alternative pop rock,152,-7,178,2019
Money In The Grave (Drake ft. Rick Ross),Drake,canadian hip hop,101,-4,205,2019
Don't Start Now,Dua Lipa,dance pop,124,-5,183,2019
Take Me Back to London (feat. Stormzy),Ed Sheeran,pop,138,-6,190,2019
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,95,-6,206,2019
Antisocial (with Travis Scott),Ed Sheeran,pop,152,-5,162,2019
Leave Me Alone,Flipp Dinero,melodic rap,150,-3,196,2019
Lost in the Fire (feat. The Weeknd),Gesaffelstein,dark clubbing,101,-12,202,2019
Without Me,Halsey,dance pop,136,-7,202,2019
emotions,iann dior,melodic rap,81,-6,131,2019
gone girl,iann dior,melodic rap,95,-6,137,2019
MIDDLE CHILD,J. Cole,conscious hip hop,124,-12,214,2019
All Day And Night,Jax Jones,dance pop,122,-4,169,2019
Sorry,Joel Corry,dance pop,125,-5,189,2019
Sucker,Jonas Brothers,boy band,138,-5,181,2019
Only Human,Jonas Brothers,boy band,94,-6,183,2019
Robbery,Juice WRLD,chicago rap,80,-5,240,2019
Good as You,Kane Brown,black americana,154,-6,192,2019
Nights Like This (feat. Ty Dolla $ign),Kehlani,dance pop,146,-5,202,2019
Better,Khalid,pop,98,-10,229,2019
Talk (feat. Disclosure),Khalid,pop,136,-9,198,2019
ZEZE (feat. Travis Scott & Offset),Kodak Black,florida rap,98,-6,229,2019
Shallow,Lady Gaga,art pop,96,-6,216,2019
Doin' Time,Lana Del Rey,art pop,145,-11,202,2019
i'm so tired...,Lauv,dance pop,102,-7,163,2019
Someone You Loved,Lewis Capaldi,pop,110,-6,182,2019
Grace,Lewis Capaldi,pop,104,-6,186,2019
Old Town Road - Remix,Lil Nas X,lgbtq+ hip hop,136,-6,157,2019
Old Town Road,Lil Nas X,lgbtq+ hip hop,136,-6,113,2019
Panini,Lil Nas X,lgbtq+ hip hop,154,-6,115,2019
Ransom,Lil Tecca,melodic rap,180,-6,131,2019
Truth Hurts,Lizzo,dance pop,158,-3,173,2019
Good as Hell,Lizzo,dance pop,96,-3,160,2019
Soltera - Remix,Lunay,latin,92,-4,266,2019
Light On,Maggie Rogers,indie pop,102,-6,234,2019
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,114,-6,217,2019
Here With Me,Marshmello,brostep,100,-4,156,2019
One Thing Right,Marshmello,brostep,88,-2,182,2019
Piece Of Your Heart,MEDUZA,edm,124,-7,153,2019
Going Bad (feat. Drake),Meek Mill,hip hop,86,-6,181,2019
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,dance pop,99,-5,199,2019
Slide Away,Miley Cyrus,dance pop,148,-7,234,2019
Pure Water (with Migos),Mustard,cali rap,202,-6,192,2019
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,memphis hip hop,120,-5,177,2019
Motivation,Normani,dance pop,171,-4,194,2019
Options,NSG,afro dancehall,102,-5,240,2019
Clout (feat. Cardi B),Offset,atl hip hop,140,-7,206,2019
High Hopes,Panic! At The Disco,modern rock,82,-3,191,2019
Adan y Eva,Paulo Londra,argentine hip hop,172,-4,257,2019
Pop Out (feat. Lil Tjay),Polo G,chicago rap,168,-7,167,2019
Circles,Post Malone,dfw rap,120,-3,215,2019
Better Now,Post Malone,dfw rap,145,-6,231,2019
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,90,-4,158,2019
Wow.,Post Malone,dfw rap,100,-7,150,2019
Goodbyes (feat. Young Thug),Post Malone,dfw rap,150,-4,175,2019
Bohemian Rhapsody - Remastered 2011,Queen,classic rock,144,-10,354,2019
Ride It,Regard,dance pop,118,-4,158,2019
Keisha & Becky - Remix,Russ Millions,uk drill,141,-10,253,2019
Post Malone (feat. RANI),Sam Feldt,dance pop,107,-4,174,2019
My Type,Saweetie,cali rap,105,-6,126,2019
Otro Trago,Sech,latin,176,-5,226,2019
Señorita,Shawn Mendes,canadian pop,117,-6,191,2019
If I Can't Have You,Shawn Mendes,canadian pop,124,-4,191,2019
Don’t Feel Like Crying,Sigrid,dance pop,120,-4,157,2019
Vossi Bop,Stormzy,grime,188,-6,196,2019
Lover,Taylor Swift,pop,69,-8,221,2019
Cruel Summer,Taylor Swift,pop,170,-6,178,2019
You Need To Calm Down,Taylor Swift,pop,85,-6,171,2019
SICKO MODE,Travis Scott,hip hop,155,-4,313,2019
EARFQUAKE,"Tyler, The Creator",hip hop,80,-9,190,2019
Boasty (feat. Idris Elba),Wiley,grime,103,-5,177,2019
Strike a Pose (feat. Aitch),Young T & Bugsey,afroswing,138,-6,214,2019
The London (feat. J. Cole & Travis Scott),Young Thug,atl hip hop,98,-7,200,2019
