Marca temporal,Edad,Sexo,Peso,Estatura,Carrera,Procedencia,Residencia,Beca,Independiente,Motivo,Ciclo,Edad_ingreso,Org_est,Voluntariado,Promedio,Promedio_acumulado,Cursos_jalados,Autoeval,Causas,Horas_est,Horas_sue,Alim_menor,Alim_nut,Extra,Amigos,Expres_pub,Horas_fam,Prob_acad,Prob_emo,Prob_eco,Ingreso,Gastos,din_gasto,din_ahorro,,,,,,
9/28/2022 23:23:49,19,Masculino,54,167,Bioingeniería,Lima Metropolitana o Provincia Constitucional del Callao,Chorrillos,Beca 18,Sí,"Quería experimentar la independencia familiar, Pierdo mucho tiempo en el transporte desde mi casa a la universidad, Para continuar mis estudios superiores.",III,17,No,No,16,14.5,1,4,"Actividades extracurriculares demandantes, Procrastinación, Pocas horas de sueño, Ansiedad, Estrés",4,7,Desayuno,3,8,1,Sí,3,1,1,2,1260,"Alimentación, Transporte, Entretenimiento, Prendas de vestir, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio, Gastos médicos, Alquiler",990,0,,,,,,
11/4/2022 19:56:22,19,Femenino,56,156,Bioingeniería,Apurímac,Surquillo,No cuento con ningún tipo de Beca,Sí,Soy de Provincia,III,17,Sí,No,15,13,4,4,"Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Procrastinación, Sentimientos de soledad, Ansiedad, Estrés, El cambio a modo presencialidad",4,7,Desayuno,3,8,2,No,3,1,1,2,400,"Alimentación, Transporte, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio, Gastos médicos, Alquiler",400,0,,,,,,
11/14/2022 15:20:59,18,Masculino,60,170,Ingeniería Mecánica,Huancavelica,Surquillo,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",III,17,No,No,14,13,1,2,"Excesiva carga académica, Quehaceres del hogar demandantes, Procrastinación, Depresión, Estrés",4,6,Desayuno,3,6,2,No,3,1,1,2,1260,"Alimentación, Alquiler",1260,0,,,,,,
11/3/2022 16:48:30,21,Femenino,65,165,Ingeniería Mecánica,Lima Metropolitana o Provincia Constitucional del Callao,San Isidro,No cuento con ningún tipo de Beca,No,,VIII,16,Sí,No,16,15.33,2,4,"Procrastinación, Pocas horas de sueño, El cambio a modo presencialidad",4,8,Desayuno,4,6,5,Sí,8,3,3,3,500,"Transporte, Entretenimiento, Prendas de vestir, Materiales de estudio",500,0,,,,,,
11/3/2022 16:48:30,21,Femenino,65,165,Ingeniería Mecánica,Lima Metropolitana o Provincia Constitucional del Callao,San Isidro,No cuento con ningún tipo de Beca,No,,VIII,16,Sí,No,16,15.33,2,4,"Procrastinación, Pocas horas de sueño, El cambio a modo presencialidad",4,8,Desayuno,4,6,5,Sí,5,3,3,3,500,"Transporte, Entretenimiento, Prendas de vestir, Materiales de estudio",500,0,,,,,,
11/3/2022 16:59:33,20,Femenino,55,160,Ingeniería Ambiental,Pasco,Santiago de Surco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",VI,17,Sí,Sí,14.66,14.43,1,3,"Procrastinación, Sentimientos de soledad, Depresión, Ansiedad, Estrés, Sentir que no encaja en la Universidad ni donde reside actualmente, El cambio a modo presencialidad",4,7,Desayuno,4,6,3,Sí,3,3,3,3,1260,"Alimentación, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio, Alquiler",1260,0,,,,,,
11/3/2022 16:20:32,21,Masculino,78,178,Ingeniería Industrial,Lima Metropolitana o Provincia Constitucional del Callao,Miraflores,No cuento con ningún tipo de Beca,No,,VIII,16,Sí,No,14,15.44,5,4,Procrastinación,4,6,Desayuno,4,4,5,Sí,5,3,3,3,1000,"Entretenimiento, Prendas de vestir, Materiales de estudio",1000,0,,,,,,
11/3/2022 16:20:32,21,Masculino,78,178,Ingeniería Industrial,Lima Metropolitana o Provincia Constitucional del Callao,Miraflores,No cuento con ningún tipo de Beca,No,,VIII,16,Sí,No,14,15.44,5,4,Procrastinación,4,6,Desayuno,4,4,5,Sí,7,3,3,3,1000,"Entretenimiento, Prendas de vestir, Materiales de estudio",1000,0,,,,,,
9/22/2022 2:05:39,21,Masculino,75,170,Ingeniería Civil,Puno,Barranco,Beca Hijo de Docente,Sí,Para continuar mis estudios superiores.,III,20,No,No,15.43,15.3,0,2,Excesiva carga académica;Depresión;Ansiedad;Estrés;El cambio a modo presencialidad,4,6,Desayuno,2,3,3,No,0,1,1,1,1000,Alimentación;Alquiler,1200,0,,,,,,
9/22/2022 23:54:44,17,Masculino,66,170,Ingeniería Civil,Puno,Barranco,Beca Hijo de Docente,Sí,Para continuar mis estudios superiores.,III,20,No,No,15.43,15.3,0,4,Excesiva carga académica;Depresión;Ansiedad;Estrés;El cambio a modo presencialidad,4,6,Desayuno,2,3,3,No,0,1,1,1,1000,Alimentación;Alquiler,1200,0,,,,,,
9/26/2022 14:00:08,19,Masculino,70,165,Ingeniería de la Energía,Amazonas,Barranco,Beca Hijo de Docente,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,No,Sí,15,14.9,1,4,Procrastinación,4,6,Desayuno,4,3,5,Sí,2,3,3,3,1000,Alimentación;Transporte;Entretenimiento;Prendas de vestir;Materiales de estudio;Alquiler,1000,0,,,,,,
9/22/2022 19:57:16,19,Masculino,65,165,Ingeniería de la Energía,Amazonas,Barranco,Beca Hijo de Docente,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,No,Sí,15,14.9,1,2,Procrastinación,4,6,Desayuno,4,3,5,Sí,2,3,3,3,1000,Alimentación;Transporte;Entretenimiento;Prendas de vestir;Materiales de estudio;Alquiler,1000,0,,,,,,
10/8/2022 21:45:18,20,Masculino,70,171,Ingeniería Mecatrónica,Lima Metropolitana o Provincia Constitucional del Callao,Chorrillos,No cuento con ningún tipo de Beca,No,,II,20,No,No,15,15,0,3,Excesiva carga académica,4,7,Desayuno,3,2,4,Sí,3,2,2,2,250,Alimentación,250,0,,,,,,
11/9/2022 5:17:40,21,Femenino,70,150,Ingeniería Química,Lima Metropolitana o Provincia Constitucional del Callao,Ate,Beca 18,No,,III,19,No,No,14,15,0,3,"Quehaceres del hogar demandantes, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés",4,4,Cena,5,1,3,Sí,2,2,2,1,1000,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio",200,0,,,,,,
11/9/2022 5:17:40,17,Femenino,54,150,Ingeniería Química,Lima Metropolitana o Provincia Constitucional del Callao,Ate,Beca 18,No,,III,19,No,No,14,15,0,4,"Quehaceres del hogar demandantes, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés",4,4,Cena,5,1,3,Sí,2,2,2,1,1000,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio",200,0,,,,,,
9/26/2022 13:58:43,17,Femenino,54,150,Ingeniería Civil,Piura,Chorrillos,Beca 18,Sí,Soy de Provincia,III,17,No,No,12,14,1,2,Pocas horas de sueño;Depresión,4,4,Desayuno,3,1,3,No,1,1,1,2,1500,"Alimentación;Transporte;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Alquiler",1500,0,,,,,,
11/9/2022 5:17:40,20,Femenino,50,150,Ingeniería Química,Lima Metropolitana o Provincia Constitucional del Callao,Ate,Beca 18,No,,III,19,No,No,14,15,0,4,"Quehaceres del hogar demandantes, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés",4,4,Cena,5,1,3,Sí,2,2,2,1,1000,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio",200,0,,,,,,
11/9/2022 5:17:40,20,Femenino,50,150,Ingeniería Química,Lima Metropolitana o Provincia Constitucional del Callao,Ate,Beca 18,No,,III,19,No,No,14,15,0,4,"Quehaceres del hogar demandantes, Pocas horas de sueño, Sentimientos de soledad, Depresión, Ansiedad, Estrés",4,4,Cena,5,1,3,Sí,2,2,2,1,1000,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio",200,0,,,,,,
9/22/2022 17:52:26,19,Femenino,49,150,Ingeniería Civil,Piura,Chorrillos,Beca 18,Sí,Soy de Provincia,III,17,No,No,12,14,1,3,Pocas horas de sueño;Depresión,4,4,Desayuno,3,1,3,No,1,1,1,2,1500,"Alimentación;Transporte;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Alquiler",1500,0,,,,,,
11/10/2022 10:14:16,19,Masculino,65,168,Ingeniería Industrial,La Libertad,Chorrillos,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,II,18,No,Sí,12.1,13.1,1,4,"Excesiva carga académica, Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Estrés, El cambio a modo presencialidad, Problemas de salud",3,6,Cena,3,1,4,Sí,5,1,1,2,1260,"Alimentación, Transporte, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Gastos médicos, Alquiler",800,450,,,,,,
10/8/2022 15:49:14,19,Femenino,60,153,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,San Juan de Lurigancho,Beca 18,No,,III,18,No,No,15.37,15,0,3,"Excesiva carga académica, Procrastinación, Pocas horas de sueño, Estrés",3,5,Desayuno,4,5,4,No,5,2,2,2,920,"Alimentación, Transporte, Materiales de estudio",400,500,,,,,,
10/8/2022 15:49:14,19,Femenino,60,153,Ingeniería Ambiental,Lima Metropolitana o Provincia Constitucional del Callao,San Juan de Lurigancho,Beca 18,No,,III,18,No,No,15.1,14,0,3,"Excesiva carga académica, Procrastinación, Pocas horas de sueño, Estrés",3,5,Desayuno,4,5,4,No,4,2,2,2,920,"Alimentación, Transporte, Materiales de estudio",400,500,,,,,,
9/22/2022 12:50:33,20,Masculino,74,175,Ingeniería Ambiental,Cuzco,Chorrillos,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,18,No,Sí,13,14,0,2,Pocas horas de sueño;Sentimientos de soledad;Depresión;Ansiedad,3,8,Cena,4,5,3,No,7,3,3,3,1260,"Alimentación;Transporte;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",700,500,,,,,,
9/23/2022 23:18:26,19,Masculino,60,175,Ingeniería Ambiental,Cuzco,Santiago de Surco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,18,Sí,Sí,13.1,14.1,0,4,Pocas horas de sueño;Sentimientos de soledad;Depresión;Ansiedad,3,8,Cena,4,5,3,No,7,3,3,3,1260,"Alimentación;Transporte;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",800,500,,,,,,
11/10/2022 10:14:16,17,Masculino,58,158,Ingeniería Industrial,Piura,Chorrillos,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,I,17,No,Sí,12.1,13.1,1,4,"Excesiva carga académica, Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Estrés, El cambio a modo presencialidad, Problemas de salud",3,6,Cena,3,1,4,Sí,3,1,1,2,1260,"Alimentación, Transporte, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Gastos médicos, Alquiler",600,500,,,,,,
11/14/2022 15:21:47,20,Femenino,55,156,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Comas,Beca 18,No,,IV,17,No,No,15.01,15.25,0,4,"Procrastinación, Pocas horas de sueño, Estrés",3,7,Cena,4,5,4,Sí,5,1,1,2,930,"Alimentación, Transporte, Entretenimiento",500,430,,,,,,
11/14/2022 15:21:47,20,Femenino,55,156,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Comas,Beca 18,No,,IV,17,No,No,15.05,15.25,0,4,"Procrastinación, Pocas horas de sueño, Estrés",3,7,Cena,4,5,4,Sí,4,1,1,2,930,"Alimentación, Transporte, Entretenimiento",500,430,,,,,,
11/10/2022 10:14:16,17,Masculino,62,165,Ingeniería Industrial,Cuzco,Barranco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,I,17,No,Sí,12.85,13.75,1,4,"Excesiva carga académica, Actividades extracurriculares demandantes, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Estrés, El cambio a modo presencialidad, Problemas de salud",3,6,Cena,3,1,4,Sí,4,1,1,2,1260,"Alimentación, Transporte, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Gastos médicos, Alquiler",550,420,,,,,,
10/31/2022 16:06:21,19,Femenino,62,157,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Comas,Beca 18,No,,II,17,Sí,No,14.55,15.56,0,3,"Procrastinación, Pocas horas de sueño, Estrés",3,6,Desayuno,4,5,4,No,4,1,2,2,920,"Alimentación, Transporte, Entretenimiento, Prendas de vestir",600,320,,,,,,
10/31/2022 16:06:21,19,Femenino,62,157,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Comas,Beca 18,No,,II,17,No,No,14.55,15.56,0,3,"Procrastinación, Pocas horas de sueño, Estrés",3,6,Desayuno,4,5,4,No,5,1,2,2,920,"Alimentación, Transporte, Entretenimiento, Prendas de vestir",600,320,,,,,,
11/14/2022 19:15:06,22,Masculino,72,170,Ingeniería Electrónica,Cuzco,Barranco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",V,20,No,No,13.8,14.2,0,2,"Excesiva carga académica, Pocas horas de sueño, Ansiedad, El cambio a modo presencialidad",3,7,Almuerzo,3,4,3,No,1,2,1,3,1500,"Alimentación, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi)",1200,300,,,,,,
10/8/2022 16:23:44,18,Masculino,47,151,Ingeniería Industrial,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,Beca 18,Sí,"Pierdo mucho tiempo en el transporte desde mi casa a la universidad, Para continuar mis estudios superiores.",III,17,No,No,14.45,14.45,2,4,"Quehaceres del hogar demandantes, El cambio a modo presencialidad",3,7,Desayuno,3,0,3,Sí,2,1,1,1,1200,"Alimentación, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",750,300,,,,,,
9/22/2022 21:59:49,21,Masculino,70,170,Ingeniería Civil,Puno,Santiago de Surco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,19,No,No,14.88,14.05,1,4,Procrastinación;Pocas horas de sueño,3,5,Desayuno,3,0,2,Sí,1,1,1,2,1260,Alimentación;Alquiler,1000,200,,,,,,
9/22/2022 1:49:51,21,Masculino,65,170,Ingeniería Civil,Puno,Santiago de Surco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,19,No,No,14.88,14.05,1,4,Procrastinación;Pocas horas de sueño,3,5,Desayuno,3,0,2,Sí,1,1,1,2,1260,Alimentación;Alquiler,1000,200,,,,,,
9/24/2022 17:15:46,17,Masculino,60,165,Ingeniería Electrónica,Ica,Chorrillos,Beca 18,Sí,Para continuar mis estudios superiores.,III,18,No,No,15,14,0,3,Excesiva carga académica;Depresión;Ansiedad;Estrés,3,8,Cena,3,3,5,Sí,1,2,2,2,1260,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1060,100,,,,,,
9/22/2022 15:02:18,18,Masculino,55,165,Ingeniería Electrónica,Ica,Chorrillos,Beca 18,Sí,Para continuar mis estudios superiores.,III,18,No,No,15,14,0,3,Excesiva carga académica;Depresión;Ansiedad;Estrés,3,8,Cena,3,3,5,Sí,1,2,2,2,1260,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1060,100,,,,,,
9/23/2022 12:26:34,18,Femenino,58,162,Ingeniería Ambiental,Cajamarca,Santiago de Surco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,No,Sí,16.3,16,0,4,Excesiva carga académica;Pocas horas de sueño;Sentimientos de soledad;Depresión;Ansiedad;Estrés;El cambio a modo presencialidad,3,4,Desayuno,2,3,3,No,2,1,1,1,1300,"Alimentación;Transporte;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Gastos médicos;Alquiler",1000,100,,,,,,
9/22/2022 8:59:27,19,Femenino,55,162,Ingeniería Ambiental,Cajamarca,Santiago de Surco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,No,Sí,16.1,16,0,4,Excesiva carga académica;Pocas horas de sueño;Sentimientos de soledad;Depresión;Ansiedad;Estrés;El cambio a modo presencialidad,3,4,Desayuno,2,3,3,No,2,1,1,1,1300,"Alimentación;Transporte;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Gastos médicos;Alquiler",1000,100,,,,,,
9/25/2022 18:02:50,19,Femenino,56,154,Ingeniería Química,Ayacucho,La Victoria,Beca 18,Sí,Soy de Provincia,III,19,Sí,No,12,17,2,3,Excesiva carga académica;Sentimientos de soledad;Depresión;Estrés;El cambio a modo presencialidad,3,6,Desayuno,3,3,4,Sí,3,2,3,2,1000,Entretenimiento,235,100,,,,,,
9/22/2022 15:54:43,20,Femenino,52,154,Ingeniería Química,Ayacucho,La Victoria,Beca 18,Sí,Soy de Provincia,III,19,Sí,No,12,17,2,4,Excesiva carga académica;Sentimientos de soledad;Depresión;Estrés;El cambio a modo presencialidad,3,6,Desayuno,3,3,4,Sí,3,2,3,2,1000,Entretenimiento,235,100,,,,,,
9/24/2022 17:22:08,21,Femenino,65,160,Ingeniería Industrial,Huánuco,Chorrillos,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,No,No,14.7,15.6,1,4,Excesiva carga académica;Actividades extracurriculares demandantes;Procrastinación,3,6,Desayuno,3,2,3,Sí,3,1,2,3,1260,Alimentación;Transporte;Prendas de vestir;Alquiler,900,100,,,,,,
9/22/2022 15:36:22,18,Femenino,64,160,Ingeniería Industrial,Huánuco,Chorrillos,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,17,Sí,No,14.7,15.6,1,2,Excesiva carga académica;Actividades extracurriculares demandantes;Procrastinación,3,6,Desayuno,3,2,3,Sí,3,1,2,3,1260,Alimentación;Transporte;Prendas de vestir;Alquiler,900,100,,,,,,
11/9/2022 5:12:46,19,Masculino,70,172,Ingeniería Industrial,Ica,Barranco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,II,18,No,Sí,12.85,12.85,1,4,"Excesiva carga académica, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Estrés, Problemas de salud",3,6,Cena,3,2,4,Sí,5,3,2,3,1260,"Alimentación, Transporte, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Gastos médicos, Alquiler",700,60,,,,,,
11/9/2022 5:12:46,19,Masculino,65,167,Ingeniería Industrial,Piura,Barranco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,II,18,No,Sí,12.85,12.85,1,4,"Excesiva carga académica, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Estrés, Problemas de salud",3,6,Cena,3,2,4,Sí,4,3,2,3,1260,"Alimentación, Transporte, Entretenimiento, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Gastos médicos, Alquiler",850,60,,,,,,
9/23/2022 15:47:18,19,Femenino,65,161,Ingeniería Ambiental,Ucayali,Barranco,Beca 18,Sí,Para continuar mis estudios superiores.,III,17,No,No,11,9.76,3,2,Excesiva carga académica;Procrastinación;Sentimientos de soledad;Estrés;El cambio a modo presencialidad,3,8,Cena,3,1,2,Sí,2,2,2,1,1260,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1200,60,,,,,,
9/22/2022 9:45:26,18,Femenino,58,161,Ingeniería Ambiental,Ucayali,Barranco,Beca 18,Sí,Para continuar mis estudios superiores.,III,17,No,No,11,9.76,3,3,Excesiva carga académica;Procrastinación;Sentimientos de soledad;Estrés;El cambio a modo presencialidad,3,8,Cena,3,1,2,Sí,2,2,2,1,1260,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1200,60,,,,,,
10/9/2022 19:14:39,20,Masculino,65,163,Ingeniería Civil,Puno,Santiago de Surco,No cuento con ningún tipo de Beca,Sí,Para continuar mis estudios superiores.,IV,18,No,Sí,13,14,2,3,Pocas horas de sueño,3,6,Cena,4,7,4,Sí,2,1,2,2,200,"Alimentación, Transporte, Materiales de estudio",800,50,,,,,,
10/8/2022 19:55:37,18,Femenino,57,160,Ingeniería Ambiental,San Martín,San Juan de Lurigancho,Beca 18,No,,III,17,No,No,14,13,2,3,"Procrastinación, Pocas horas de sueño, Ansiedad, Estrés",3,6,Desayuno,4,0,2,Sí,4,1,1,2,700,"Alimentación, Transporte",100,50,,,,,,
10/8/2022 19:55:37,18,Femenino,57,160,Ingeniería Ambiental,San Martín,San Juan de Lurigancho,Beca 18,No,,III,17,No,No,14,13,2,3,"Procrastinación, Pocas horas de sueño, Ansiedad, Estrés",3,6,Desayuno,4,0,2,Sí,4,1,1,2,700,"Alimentación, Transporte",100,50,,,,,,
9/26/2022 12:14:39,18,Femenino,72,170,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,Beca 18,Sí,Problemas familiares;Pierdo mucho tiempo en el transporte desde mi casa a la universidad,III,18,Sí,Sí,15.43,14.1,2,4,Excesiva carga académica;Procrastinación;Pocas horas de sueño,3,4,Desayuno,3,2,5,Sí,2,1,1,1,920,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Gastos médicos;Alquiler",900,20,,,,,,
9/22/2022 16:15:26,19,Femenino,70,170,Ingeniería Civil,Lima Metropolitana o Provincia Constitucional del Callao,Barranco,Beca 18,Sí,Problemas familiares;Pierdo mucho tiempo en el transporte desde mi casa a la universidad,III,18,Sí,Sí,15.43,14,2,4,Excesiva carga académica;Procrastinación;Pocas horas de sueño,3,4,Desayuno,3,2,5,Sí,2,1,1,1,920,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Gastos médicos;Alquiler",900,20,,,,,,
9/29/2022 16:15:50,19,Masculino,70,174,Ingeniería Industrial,Áncash,Barranco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",IV,17,No,No,16,13,0,4,"Excesiva carga académica, Quehaceres del hogar demandantes, Procrastinación, Depresión, Estrés",3,6,Desayuno,3,3,3,Sí,3,2,2,2,1260,"Alimentación, Entretenimiento, Prendas de vestir, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Alquiler",1150,10,,,,,,
11/14/2022 15:23:59,19,Masculino,60,172,Ingeniería Industrial,La Libertad,Barranco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",III,17,No,No,12.1,12.3,0,3,"Excesiva carga académica, Quehaceres del hogar demandantes, Procrastinación, Pocas horas de sueño, Estrés, El cambio a modo presencialidad",3,7,Desayuno,4,4,3,Sí,4,1,1,2,1260,"Alimentación, Alquiler",1260,0,,,,,,
10/8/2022 16:11:22,19,Masculino,57,165,Ingeniería Industrial,Huánuco,Santiago de Surco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,18,Sí,No,13.5,14,2,3,"Excesiva carga académica, Pocas horas de sueño, Ansiedad, Estrés, Problemas de salud",2,5,Desayuno,3,1,2,No,1,2,2,2,1260,"Alimentación, Prendas de vestir, Materiales de estudio, Alquiler",850,450,,,,,,
10/8/2022 16:11:22,19,Masculino,57,165,Ingeniería Industrial,Huánuco,Barranco,Beca 18,Sí,Soy de Provincia;Para continuar mis estudios superiores.,III,18,Sí,No,13.5,14.1,2,3,"Excesiva carga académica, Pocas horas de sueño, Ansiedad, Estrés, Problemas de salud",2,5,Desayuno,3,1,2,No,1,2,2,2,1260,"Alimentación, Prendas de vestir, Materiales de estudio, Alquiler",900,500,,,,,,
11/9/2022 5:53:18,19,Masculino,70,170,Ingeniería Mecatrónica,Lima Metropolitana o Provincia Constitucional del Callao,Lurín,No cuento con ningún tipo de Beca,No,,II,17,No,No,12,12,1,3,"Excesiva carga académica, Procrastinación",2,7,Cena,3,4,3,No,2,2,2,2,200,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio",500,100,,,,,,
11/9/2022 5:53:18,19,Femenino,56,170,Ingeniería Mecatrónica,Lima Metropolitana o Provincia Constitucional del Callao,Lurín,No cuento con ningún tipo de Beca,No,,II,17,No,No,12,12,1,3,"Excesiva carga académica, Procrastinación",2,7,Cena,3,4,3,No,2,2,2,2,200,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio",500,100,,,,,,
11/9/2022 5:53:18,17,Masculino,55,170,Ingeniería Mecatrónica,Lima Metropolitana o Provincia Constitucional del Callao,Lurín,No cuento con ningún tipo de Beca,No,,II,17,Sí,No,12,12,1,3,"Excesiva carga académica, Procrastinación",2,7,Cena,3,4,3,No,2,2,2,2,200,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio",500,100,,,,,,
11/9/2022 5:53:18,17,Masculino,55,170,Ingeniería Mecatrónica,Lima Metropolitana o Provincia Constitucional del Callao,Lurín,No cuento con ningún tipo de Beca,No,,II,17,No,No,12.1,12.1,1,3,"Excesiva carga académica, Procrastinación",2,7,Cena,3,4,3,No,2,2,2,2,200,"Transporte, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio",500,100,,,,,,
11/17/2022 16:03:09,19,Femenino,48,160,Ingeniería Mecatrónica,Ica,Chorrillos,Beca Hijo de Docente,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",III,18,No,No,15.01,13.14,3,4,"Excesiva carga académica, Procrastinación, Sentimientos de soledad, Estrés",2,6,Cena,2,0,2,No,3,2,2,3,1260,"Alimentación, Transporte",600,100,,,,,,
11/3/2022 15:59:26,20,Femenino,60,156,Bioingeniería,Huancavelica,Barranco,Beca 18,Sí,"Soy de Provincia, Para continuar mis estudios superiores.",III,17,Sí,No,13,14.6,3,2,"Procrastinación, Ansiedad, Estrés",2,6,Desayuno,3,10,2,Sí,2,3,3,3,1260,"Alimentación, Transporte, Prendas de vestir, Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi), Materiales de estudio, Alquiler",1200,60,,,,,,
9/23/2022 17:22:01,18,Masculino,57,165,Ingeniería Electrónica,Ica,Chorrillos,Beca 18,Sí,Para continuar mis estudios superiores.,III,17,Sí,No,14,13,0,2,Excesiva carga académica;Sentimientos de soledad;Depresión;Ansiedad;Estrés;Sentir que no encaja en la Universidad ni donde reside actualmente,2,8,Cena,3,4,3,Sí,0,2,1,2,1260,"Alimentación;Transporte;Entretenimiento;Prendas de vestir;Servicios Básicos (Luz, Agua, Gas y/o Wi-Fi);Materiales de estudio;Alquiler",1100,50,,,,,,
