País / Código,Número,Posición,Debut,Estatura,Peso,Nacimiento,Origen,Lugar de compra,Clase,Especial,Extra sticker
JPN,17,Delantero,2015,1.74,68,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
JPN,18,Delantero,2021,1.78,71,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
JPN,19,Delantero,2013,1.82,71,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
DEN,8,Defensa,2013,1.99,96,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
DEN,10,Mediocampista,2013,1.82,79,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
DEN,12,Mediocampista,2014,1.87,84,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
DEN,13,Mediocampista,2020,1.87,77,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
DEN,14,Mediocampista,2011,1.81,74,1989,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
DEN,15,Delantero,2013,1.77,73,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
DEN,16,Delantero,2016,1.87,82,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
DEN,17,Delantero,2014,1.93,78,2020,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
DEN,19,Delantero,2020,1.90,82,1999,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,1,,,,,,Paqueton,Vivalo Import Export,Escudo,TRUE ,FALSE 
TUN,3,Arquero,2012,1.92,83,1989,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,6,Defensa,2008,1.85,74,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,7,Defensa,2013,1.75,72,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,8,Defensa ,2014,1.84,74,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,9,Defensa,2015,1.88,85,1993,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,11,Mediocampista,2019,1.85,75,1999,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,12,Mediocampista,2013,1.82,76,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,13,Mediocampista,2021,1.83,75,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,14,Mediocampista,2013,1.86,80,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,15,Mediocampista,2018,1.85,73,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,18,Delantero,2010,1.79,73,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
TUN,19,Delantero,2016,1.73,75,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,1,,,,,,Paqueton,Vivalo Import Export,Jugador,TRUE ,FALSE 
BEL,6,Defensa,2015,1.84,80,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,7,Defensa,2013,1.90,82,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,8,Defensa,2007,1.89,86,1987,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,10,Mediocampista,2010,1.81,68,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,11,Mediocampista,2020,1.92,79,2001,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,12,Mediocampista,2013,1.75,71,1993,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,13,Mediocampista,2016,1.76,72,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,14,Mediocampista,2018,1.94,77,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,16,Delantero,2020,1.71,72,2002,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,17,Delantero,2008,1.75,74,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,18,Delantero,2010,1.91,94,1993,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BEL,19,Delantero,2011,1.69,61,1987,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,1,,,,,,Paqueton,Vivalo Import Export,Escudo,TRUE ,FALSE 
CAN,2,Arquero,2011,1.95,80,1987,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,4,Defensa,2015,1.78,75,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,5,Defensa,2012,1.88,82,1993,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,6,Defensa,2021,1.80,77,1998,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,8,Defensa,2019,1.83,84,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,10,Mediocampista,2021,1.83,71,1999,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,11,Mediocampista,2017,1.83,75,2000,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,14,Mediocampista,2017,1.86,77,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,17,Delantero,2018,1.80,73,2000,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CAN,18,Delantero,2015,1.74,70,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
MAR,1,,,,,,Paqueton,Vivalo Import Export,Escudo,TRUE ,FALSE 
MAR,4,Defensa,2016,1.88,76,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
MAR,6,Defensa,2021,1.89,78,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
MAR,8,Defensa,2012,1.88,84,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
MAR,11,Mediocampista,2020,1.88,82,1998,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
MAR,13,Mediocampista,2021,1.78,65,1999,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
MAR,17,Delantero,2016,1.88,85,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
MAR,18,Delantero,2021,1.75,69,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,1,,,,,,Paqueton,Vivalo Import Export,Escudo,TRUE ,FALSE 
CRO,3,Arquero,2021,1.94,88,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,5,Defensa,2021,1.85,80,2002,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,6,Defensa,2017,1.75,68,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,9,Defensa,2010,1.84,76,1989,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,10,Mediocampista,2014,1.81,68,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,11,Mediocampista,2013,1.76,80,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,12,Mediocampista,2006,1.72,66,1985,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,13,Mediocampista,2014,1.88,82,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,14,Mediocampista,2011,1.86,80,1989,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,15,Mediocampista,2017,1.78,79,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,16,Delantero,2018,1.75,70,1998,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,17,Delantero,2014,1.77,73,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CRO,19,Delantero,2019,1.79,69,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BRA,1,,,,,,Paqueton,Vivalo Import Export,Escudo,TRUE ,FALSE 
BRA,2,Arquero,2015,1.91,91,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BRA,5,Defensa,2011,1.84,84,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BRA,6,Defensa,2018,1.86,78,1998,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BRA,7,Defensa,2013,1.83,75,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BRA,8,Defensa,2008,1.83,79,1984,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BRA,9,Mediocampista,2011,1.85,84,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
BRA,14,Delantero,2021,1.74,63,2000,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,3,Arquero,2021,2.02,92,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,4,Defensa,2018,1.95,92,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,5,Defensa,2020,1.94,84,2001,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,6,Defensa,2017,1.88,85,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,7,Mediocampista,2012,1.81,75,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,8,Mediocampista,2014,1.87,73,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,10,Mediocampista,2008,1.81,66,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,12,Mediocampista,2016,1.89,78,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,14,Mediocampista,2017,1.85,76,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,15,Mediocampista,2013,1.69,62,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,16,Delantero,2018,1.82,85,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,17,Delantero,2013,1.88,90,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SRB,19,Delantero,2020,1.90,75,2000,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,1,,,,,,Paqueton,Vivalo Import Export,Escudo,TRUE ,FALSE 
SUI,4,Defensa,2017,1.87,91,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,5,Defensa,2016,1.89,78,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,7,Defensa,2011,1.82,77,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,8,Defensa,2013,1.88,84,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,10,Mediocampista,2017,1.81,77,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,12,Mediocampista,2018,1.84,77,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,14,Mediocampista,2016,1.90,80,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,15,Mediocampista,2017,1.82,79,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,17,Delantero,2019,1.85,85,2000,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
SUI,19,Delantero,2019,1.79,68,1998,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CMR,2,Arquero,2016,1.90,93,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CMR,3,Arquero,2021,1.89,80,1993,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CMR,4,Defensa,2017,1.86,78,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CMR,5,Defensa,2015,1.65,70,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CMR,7,Defensa,2019,1.91,74,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CMR,11,Mediocampista,2018,1.80,86,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CMR,16,Delantero,2018,1.85,88,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
CMR,18,Delantero,2016,1.81,74,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
FWC,19,,,,,,Paqueton,Vivalo Import Export,Equipo,TRUE ,FALSE 
FWC,21,,,,,,Paqueton,Vivalo Import Export,Equipo,TRUE ,FALSE 
FWC,23,,,,,,Paqueton,Vivalo Import Export,Equipo,TRUE ,FALSE 
FWC,24,,,,,,Paqueton,Vivalo Import Export,Equipo,TRUE ,FALSE 
FWC,25,,,,,,Paqueton,Vivalo Import Export,Equipo,TRUE ,FALSE 
FWC,26,,,,,,Paqueton,Vivalo Import Export,Equipo,TRUE ,FALSE 
FWC,27,,,,,,Paqueton,Vivalo Import Export,Equipo,TRUE ,FALSE 
FWC,28,,,,,,Paqueton,Vivalo Import Export,Equipo,TRUE ,FALSE 
FWC,29,,,,,,Paqueton,Vivalo Import Export,Equipo,TRUE ,FALSE 
POR,3,Arquero,2010,1.90,84,1988,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
POR,4,Defensa,2016,1.82,74,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
POR,6,Defensa,2021,1.76,70,2002,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
POR,8,Defensa,2014,1.70,71,1993,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
POR,9,Defensa,2018,1.86,83,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
POR,11,Mediocampista,2017,1.69,69,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
POR,14,Mediocampista,2016,1.76,70,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
POR,15,Mediocampista,2015,1.80,80,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
POR,17,Delantero,2003,1.87,83,1985,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
POR,18,Delantero,2019,1.78,73,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,2,Arquero,2021,1.90,80,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,3,Arquero,2015,1.90,100,1993,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,5,Defensa,2014,1.80,72,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,6,Defensa,2020,1.82,81,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,7,Defensa,2019,1.78,64,1998,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,8,Defensa,2009,1.87,83,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,9,Defensa,2017,1.80,75,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,11,Mediocampista,2019,1.77,70,2000,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,12,Mediocampista,2021,1.79,73,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,13,Mediocampista,2016,1.85,77,1993,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,15,Delantero,2022,1.75,75,2003,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,16,Delantero,1989,1.76,72,1989,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
GHA,19,Delantero,2020,1.75,70,2002,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,2,Arquero,2009,1.90,74,1986,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,4,Defensa,2020,1.88,79,1999,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,5,Defensa,2007,1.80,78,1987,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,6,Defensa,2013,1.85,80,1995,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,9,Defensa,2019,1.76,70,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,10,Mediocampista,2017,1.87,77,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,11,Mediocampista,2014,1.72,70,1994,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,12,Mediocampista,2020,1.67,65,1997,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,13,Mediocampista,2018,1.68,64,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,14,Mediocampista,2017,1.82,78,1998,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,15,Mediocampista,2016,1.87,81,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
URU,17,Delantero,2019,1.87,78,1999,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,2,Arquero,2013,1.87,84,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,3,Arquero,2017,1.89,75,1991,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,5,Defensa,2014,1.77,72,1989,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,6,Defensa,2017,1.90,88,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,7,Defensa,2010,1.86,83,1990,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,9,Defensa,2013,1.80,74,1986,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,11,Mediocampista,2015,1.86,78,1989,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,14,Delantero,2021,1.88,82,1998,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,15,Delantero,2016,1.77,77,1996,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,18,Delantero,2010,1.83,78,1992,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
KOR,19,Delantero,2021,1.79,72,1999,Paqueton,Vivalo Import Export,Jugador,FALSE ,FALSE 
,,,,,,,Paqueton,Vivalo Import Export,Leyenda,TRUE ,TRUE 
