Nombre de los paises,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
República Eslovaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,6,6,4,0,1,3,5,6,5,7,8,11,5,-6,6,3,2,1,3,5,2,3,4,2,-5
Eslovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,5,3,3,3,3,4,4,5,6,3,-8,1,1,-3,-1,3,2,3,5,4,3,-5
Suecia,,5,4,5,6,3,1,3,3,4,6,0,2,4,3,2,1,-2,1,4,1,0,1,2,4,2,2,3,2,2,0,-2,-2,-3,3,3,1,3,4,4,5,1,2,2,4,2,4,3,-1,-5,5,2,-1,0,2,3,1,1,1,1,-3
Eswatini,,,,,,,,,,,,10,2,6,3,10,-5,-2,-2,0,9,11,-2,-2,3,0,8,11,3,9,17,-1,1,1,0,3,2,1,1,1,1,0,4,4,3,6,5,4,0,1,3,2,5,3,0,1,0,1,1,1,-3
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,-2,-4,-1,-3,-2,-7,-7,,
Seychelles,,-8,6,7,3,-4,11,-2,5,-2,6,14,4,7,-1,1,14,-8,20,15,-5,-9,-2,-2,4,10,-1,0,5,11,6,1,7,4,-3,-2,3,11,6,0,1,-2,-2,-5,-2,9,7,10,-4,-1,3,11,0,4,3,3,3,4,0,1,-11
República Árabe Siria,,7,21,-12,6,-1,-11,5,0,15,-7,6,21,-12,20,16,7,-5,5,0,8,6,-1,-2,-7,3,-8,-1,10,-12,4,5,10,2,5,3,2,-1,3,-6,0,3,4,-1,4,3,1,1,,,,,,,,,,,,,
Islas Turcas y Caicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,-1,7,9,6,-4,4,4,-28
Chad,,-1,3,-4,-4,-1,-4,-1,-2,5,0,-4,-1,-11,3,7,1,0,-2,-23,-8,-1,3,13,-1,18,-7,-5,12,2,-7,5,5,-18,7,-2,-1,2,3,-4,-4,8,4,10,29,13,-3,0,0,1,10,-3,5,2,3,0,-9,-6,-1,0,-4
Asia oriental y el Pacífico (BIRF y la AIF),,-13,-2,4,8,8,5,-4,-1,8,10,4,2,6,2,5,1,6,8,5,6,4,5,6,8,6,5,7,8,4,3,6,10,10,10,9,8,6,2,5,7,6,7,8,8,9,10,12,8,7,9,8,7,7,6,6,6,6,6,5,1
Europa y Asia central (BIRF y la AIF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-6,-10,-5,-9,0,1,3,-1,2,7,3,5,6,8,7,8,7,4,-5,4,5,3,3,2,1,1,4,3,2,-2
Togo,,11,3,4,12,12,5,1,0,6,-1,-3,5,1,2,0,-4,5,9,-8,11,-6,-7,-9,2,2,-2,-3,3,1,-3,-3,-6,-17,12,5,6,11,-5,-1,-4,-2,1,4,-3,-7,0,-4,1,3,3,4,4,3,3,3,3,2,2,3,-1
Tailandia,,2,4,5,4,5,8,5,5,3,8,2,1,7,2,2,7,7,8,3,3,4,3,4,4,3,4,8,11,10,10,7,7,7,7,7,4,-4,-9,3,3,2,5,6,6,4,4,5,1,-1,7,0,7,2,1,3,3,4,4,2,-6
Tayikistán,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-4,10,-9,-3,-9,-30,-18,-22,-14,-18,0,4,2,7,8,9,9,8,5,5,6,6,2,4,5,5,5,4,3,4,4,5,5,2
Turkmenistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,-7,32,-7,-17,-1,-19,-9,5,-13,6,15,4,3,-1,2,4,12,10,10,13,5,7,13,9,8,8,5,4,5,5,5,
América Latina y el Caribe (BIRF y la AIF),,4,1,-1,4,3,1,2,5,4,3,4,5,6,4,1,3,2,1,5,5,-2,-3,-4,1,1,2,1,-2,0,-2,2,1,3,3,-1,2,4,1,-1,2,-1,-1,1,4,3,4,4,3,-3,6,3,1,2,0,-1,-1,1,1,0,-7
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,-9,-5,-2,1,-6,8,9,8,8,4,4,0,3,1,1,-6,-3,16,-10
Oriente Medio y Norte de África (BIRF y la AIF),,,,,,,4,6,8,9,6,6,10,4,4,-2,12,-3,-8,-5,-13,-3,11,1,-4,0,-5,-1,-3,0,9,-4,2,1,0,1,4,2,5,3,5,1,1,0,6,2,3,4,2,1,3,-2,1,0,0,-1,5,1,-2,-1,-5
Tonga,,,,,,,,,,,,,,,,,,,,,,,4,2,2,6,2,3,-2,0,-2,6,0,4,5,7,1,1,2,3,0,3,4,2,-3,-1,-1,-1,4,-6,1,7,2,1,3,1,6,2,-1,-1,
Asia meridional (BIRF y la AIF),,2,1,3,5,-3,-1,4,2,3,3,-2,-4,1,0,4,0,4,4,-5,4,4,1,4,2,3,2,2,6,3,3,0,3,2,4,5,5,2,3,6,2,3,2,5,6,6,6,6,2,5,6,4,4,5,6,6,6,5,5,3,-7
África al sur del Sahara (BIRF y la AIF),,-1,4,4,3,2,-1,-4,0,7,8,5,0,2,5,-3,2,0,-3,1,1,-4,-4,-5,-1,-1,-1,0,2,0,0,-2,-3,-4,-2,1,2,1,0,-1,1,2,4,1,4,3,3,4,3,1,3,2,1,3,2,0,-1,0,0,0,-5
Trinidad y Tobago,,12,1,4,6,0,3,1,5,2,3,0,4,0,2,0,5,8,9,2,9,3,2,-12,-7,-5,-4,-5,-5,-2,1,2,9,-1,3,3,7,7,8,8,7,4,7,14,7,6,13,4,3,-5,3,-1,1,2,-2,1,-6,-3,0,-2,-8
Túnez,,,,,,,1,-2,8,2,2,8,15,-3,6,5,5,1,4,4,5,3,-3,2,3,3,-4,4,-2,-1,6,2,5,0,1,1,6,4,4,5,4,3,1,4,5,3,4,6,3,2,2,-3,3,2,2,0,0,1,1,0,-10
Turquía,,-1,3,6,3,0,9,2,4,2,1,3,5,1,3,5,8,1,-1,-3,-5,2,1,3,4,2,5,7,0,-1,7,-1,3,6,-6,6,6,6,1,-5,5,-7,5,4,8,8,6,4,0,-6,7,10,3,7,3,4,2,6,1,0,1
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,10,-5,-6,10,15,-2,-1,1,7,-5,-3,-5,1,5,7,-5,-4,6,-5,4,0,8,2,3,1,8,3
Tanzanía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-1,-3,-2,-2,1,2,1,1,2,2,3,4,4,5,4,4,4,3,2,3,5,1,4,4,3,4,4,2,3,-1
Uganda,,,,,,,,,,,,,,,,,,,,,,,,3,-3,-6,-3,0,4,3,3,2,0,5,3,8,6,2,2,5,0,2,5,3,3,3,7,5,5,3,2,6,1,0,2,2,1,0,2,3,0
Ucrania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,-7,-9,-10,-14,-23,-12,-9,-2,-1,1,7,10,6,10,13,4,8,8,3,-14,4,6,0,0,-1,-9,3,3,4,4,-3
Ingreso mediano alto,,0,2,1,6,5,3,1,3,5,5,4,4,6,4,3,3,3,3,5,5,1,0,-1,5,3,3,4,2,1,0,0,0,3,2,2,4,5,2,3,5,3,4,5,7,7,8,9,6,2,8,6,5,5,4,4,3,4,4,4,-1
Uruguay,,1,-3,-1,1,0,2,-5,1,5,2,-1,-1,0,3,6,4,1,5,5,5,1,-10,-11,-2,1,8,7,1,0,0,3,7,2,6,-2,5,8,4,-2,-2,-4,-8,1,5,7,4,6,7,4,7,5,3,4,3,0,1,1,0,0,-6
Estados Unidos,,1,4,3,4,5,5,1,4,2,-2,2,4,5,-1,-1,4,4,4,2,-1,2,-3,4,6,3,3,3,3,3,1,-1,2,1,3,1,3,3,3,4,3,0,1,2,3,3,2,1,-1,-3,2,1,2,1,2,2,1,2,2,2,-4
Uzbekistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,-1,-3,-13,-4,-7,-3,0,3,3,3,2,3,3,3,6,6,6,8,7,6,5,5,6,6,5,6,4,3,4,4,0
San Vicente y las Granadinas,,3,2,-7,3,0,-1,-10,5,2,10,2,24,-12,-10,-9,9,12,9,2,2,4,4,1,6,5,5,0,13,1,7,-2,4,7,-1,8,1,4,4,3,2,2,6,7,4,2,8,3,2,-2,-3,0,1,2,1,1,2,1,2,0,-3
Venezuela,,0,5,0,7,1,-2,-1,4,-2,4,-2,-2,4,-1,0,5,3,-1,-2,-7,-3,-5,-6,-1,-2,4,1,3,-11,4,7,4,-2,-4,2,-2,4,-2,-8,2,1,-11,-9,16,8,8,7,4,-5,-3,3,4,0,-5,,,,,,
Islas Vírgenes Británicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Vírgenes (EE.UU.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,4,4,1,-7,1,-8,-15,-6,-1,0,1,0,2,,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,3,5,3,4,6,6,7,8,8,7,4,4,6,5,5,6,7,7,6,6,5,4,5,5,4,4,5,6,5,6,6,6,2
Vanuatu,,,,,,,,,,,,,,,,,,,,,-14,2,0,1,7,-1,-2,-5,-4,-1,9,0,0,-2,6,-1,0,3,-1,-1,4,-6,-8,2,1,3,6,0,3,1,-1,0,-2,-2,0,-2,2,4,0,1,-11
Mundo,,3,3,3,4,3,3,2,4,4,2,2,4,4,0,-1,3,2,2,2,0,0,-1,1,3,2,2,2,3,2,1,0,0,0,2,2,2,2,1,2,3,1,1,2,3,3,3,3,1,-2,3,2,1,2,2,2,2,2,2,1,-4
Samoa,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,5,0,-2,3,-5,-3,-1,3,-3,6,6,0,2,2,6,6,4,4,4,4,1,6,0,-5,0,3,-5,-1,-1,4,7,1,-2,3,-3
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,-1,6,3,6,4,6,5,3,2,3,2,3,2,6,5,3,3,5,-6
"Yemen, Rep. del",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-1,2,1,1,2,3,1,3,1,1,1,1,3,0,0,1,1,5,-15,0,2,-3,-30,-12,-7,-2,,
Sudáfrica,,1,4,5,5,3,2,4,1,2,3,2,-1,2,3,-1,0,-3,1,1,4,3,-3,-5,2,-4,-2,0,2,0,-3,-3,-5,-1,1,1,2,1,-1,1,3,1,2,2,3,4,4,4,2,-3,2,2,1,1,0,0,-1,0,-1,-1,-8
Zambia,,-2,-5,0,9,13,-8,5,-2,-4,1,-3,6,-4,3,-6,3,-8,-3,-6,0,3,-6,-5,-4,-2,-2,0,3,-4,-3,-3,-4,4,-11,0,3,1,-3,2,1,3,2,4,4,4,5,5,5,6,7,2,4,2,1,0,1,0,1,-1,-6
Zimbabwe,,3,-2,3,-4,1,-2,5,-1,9,18,5,5,-1,3,-5,-3,-10,-6,0,11,9,-1,-2,-5,3,-1,-2,4,2,4,3,-11,-1,8,-1,9,2,2,-1,-4,1,-9,-17,-6,-6,-4,-4,-18,11,18,12,15,0,1,0,-1,3,2,-9,-9
