Marca temporal,Género,Edad,Carrera,Ciclo,Cantidad de curso,Promedio ponderado,Horas de sueño,Horas de estudio,Juegas videojuegos,Horas de videojuegos,Semana de examen,Plataforma,Area de juego,Modo de Jugar,Juego en Linea,Razon de Jugar,Importancia,Video Juego Rendimiento,Dependencia,Curso Desaprobado,Curso Repetido,Curso Desempenado
16/6/2022 20:52:47,Hombre,19,Ingeniería Electrónica,IV,6,14.65,6,1,algunas veces,1,0,Movil,Lucha,Amigos,algunas veces,Amigos,rara vez,nunca,nunca,Sí,Cursos de carrera,Proyectos interdisciplinarios
16/6/2022 20:54:26,Mujer,21,Ingeniería Civil,III,5,12.31,8,3,rara vez,4,2,Movil,Arcade,Solo(a),siempre,Ocio,algunas veces,con frecuencia,algunas veces,Sí,Cursos de gestión,Cursos de carrera
16/6/2022 20:55:22,Hombre,21,Ciencias de Datos,VI,4,14.23,6,3,rara vez,3,0,Movil,Simuladores,Amigos,rara vez,Ocio,nunca,nunca,nunca,Sí,Ciencias generales,Cursos de carrera
16/6/2022 20:55:40,Hombre,19,Ciencias de la Computación,VI,5,16.89,7,3,siempre,8,3,Pc,Estrategia,Amigos,con frecuencia,Relajación,rara vez,algunas veces,rara vez,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 20:55:50,Hombre,22,Ingeniería Electrónica,V,6,11.85,7,1,nunca,0,0,Pc,Simuladores,Solo(a),nunca,Ansiedad,nunca,nunca,nunca,No,No eh jalado ningún curso,Proyectos interdisciplinarios
16/6/2022 20:56:58,Hombre,21,Bioingeniería,V,6,12.42,6,15,rara vez,1,2,Movil,Arcade,Amigos,rara vez,Ocio,rara vez,algunas veces,rara vez,Sí,Ciencias generales,Cursos de carrera
16/6/2022 20:57:38,Mujer,21,Ingeniería Industrial,VI,5,13.45,5,1,rara vez,2,0,Movil,Disparos,Solo(a),algunas veces,Relajación,nunca,nunca,nunca,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 20:59:51,Hombre,23,Ingeniería Mecánica,VII,5,14.65,5,1,algunas veces,4,0,"Consola (PSP , Xbox ,etc)",Lucha,Solo(a),con frecuencia,Competición,algunas veces,nunca,rara vez,Sí,Ciencias generales,Cursos de carrera
16/6/2022 21:02:15,Mujer,20,Ciencias de Datos,VI,5,14.11,4,13,algunas veces,3,1,"Consola (PSP , Xbox ,etc)",Disparos,Solo(a),algunas veces,Ansiedad,algunas veces,rara vez,con frecuencia,Sí,Ciencias generales,HACS
16/6/2022 21:02:29,Hombre,18,Ingeniería Química,II,6,15.62,7,2,algunas veces,5,0,Pc,Arcade,Amigos,siempre,Amigos,rara vez,rara vez,rara vez,Sí,Ciencias generales,Cursos de gestión
16/6/2022 21:04:03,Mujer,19,Ciencias de Datos,II,5,12.48,8,3,siempre,3,0,Pc,Lucha,Amigos,siempre,Amigos,rara vez,nunca,rara vez,Sí,Cursos de gestión,Ciencias generales
16/6/2022 21:07:03,Hombre,20,Ingeniería Química,III,6,16.24,6,5,con frecuencia,9,0,Pc,Lucha,Amigos,con frecuencia,Amigos,rara vez,algunas veces,rara vez,Sí,Cursos de carrera,Ciencias generales
16/6/2022 21:07:58,Hombre,20,Ingeniería Química,V,5,16.5,5,1,algunas veces,1,0,Tablet,Estrategia,Solo(a),rara vez,Ocio,nunca,nunca,nunca,No,No eh jalado ningún curso,Ciencias generales
16/6/2022 21:10:10,Mujer,19,Ingeniería de la Energía,II,5,14.55,4,1,rara vez,1,0,Movil,Disparos,Solo(a),algunas veces,Relajación,nunca,nunca,nunca,Sí,Cursos de carrera,Ciencias generales
16/6/2022 21:13:21,Mujer,24,Ingeniería Ambiental,VIII,5,14.85,6,1,algunas veces,1,0,Pc,Estrategia,Solo(a),algunas veces,Relajación,rara vez,rara vez,rara vez,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 21:16:46,Mujer,21,Bioingeniería,IV,5,16.35,5,1,algunas veces,3,0,Pc,Lucha,Solo(a),algunas veces,Amigos,rara vez,rara vez,nunca,Sí,Ciencias generales,Proyectos interdisciplinarios
16/6/2022 21:17:12,Mujer,19,Ciencias de la Computación,IV,6,13.21,7,6,algunas veces,4,1,Movil,Arcade,Solo(a),siempre,Relajación,rara vez,con frecuencia,rara vez,Sí,Cursos de carrera,Ciencias generales
16/6/2022 21:18:33,Mujer,19,Ciencias de la Computación,II,6,12.65,7,1,algunas veces,2,0,Movil,Lucha,Solo(a),rara vez,Amigos,rara vez,rara vez,nunca,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 21:20:10,Hombre,21,Bioingeniería,IV,6,13.65,6,1,algunas veces,3,0,Pc,Lucha,Amigos,algunas veces,Relajación,rara vez,rara vez,nunca,Sí,Cursos de carrera,Ciencias generales
16/6/2022 21:22:28,Mujer,21,Ingeniería Civil,III,5,13.25,6,1,algunas veces,2,0,"Consola (PSP , Xbox ,etc)",Estrategia,Amigos,con frecuencia,Amigos,algunas veces,nunca,nunca,No,No eh jalado ningún curso,Ciencias generales
16/6/2022 21:24:15,Mujer,18,Ingeniería Mecánica,IV,5,16.95,6,3,algunas veces,6,0,Tablet,Lucha,Amigos,rara vez,Competición,rara vez,rara vez,nunca,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 21:24:43,Hombre,19,Ingeniería de la Energía,II,6,11.55,6,1,algunas veces,4,1,"Consola (PSP , Xbox ,etc)",Disparos,Solo(a),siempre,Ocio,rara vez,nunca,rara vez,No,No eh jalado ningún curso,Ciencias generales
16/6/2022 21:27:50,Mujer,21,Ingeniería Electrónica,V,6,14.65,6,1,algunas veces,2,0,"Consola (PSP , Xbox ,etc)",Disparos,Solo(a),con frecuencia,Relajación,nunca,nunca,nunca,Sí,Cursos de gestión,Cursos de carrera
16/6/2022 21:29:58,Mujer,26,Ingeniería Ambiental,X,4,13.25,6,1,algunas veces,2,0,Movil,Disparos,Solo(a),algunas veces,Relajación,rara vez,nunca,rara vez,Sí,Ciencias generales,Cursos de carrera
16/6/2022 21:30:10,Hombre,23,Ciencias de la Computación,VI,5,15.23,6,5,siempre,12,1,Pc,Estrategia,Amigos,siempre,Relajación,siempre,siempre,algunas veces,Sí,Ciencias generales,Cursos de carrera
16/6/2022 21:31:17,Hombre,17,Ciencias de la Computación,I,6,15.12,7,3,con frecuencia,4,4,Pc,Estrategia,Amigos,siempre,Relajación,rara vez,siempre,nunca,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 21:31:31,Hombre,23,Ingeniería Electrónica,VII,6,14.65,5,1,algunas veces,2,0,"Consola (PSP , Xbox ,etc)",Estrategia,Solo(a),algunas veces,Relajación,nunca,nunca,nunca,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 21:33:07,Mujer,23,Bioingeniería,VII,5,13.25,6,1,algunas veces,2,0,Pc,Lucha,Solo(a),algunas veces,Competición,nunca,nunca,nunca,No,No eh jalado ningún curso,Cursos de carrera
16/6/2022 21:33:32,Hombre,18,Ciencias de la Computación,III,7,14.23,5,2,con frecuencia,14,4,Pc,Estrategia,Amigos,siempre,Ansiedad,algunas veces,siempre,rara vez,Sí,Ciencias generales,Cursos de carrera
