"";"DOMINIO";"T_vivienda";"Número_de_Vivienda";"mat_paredes_ext";"agua_p";"asist_tec";"t_alumbrado";"serv_elect";"procedencia_agua";"emp_pago_agua";"viv_ocup";"num_hab";"acceso_agua";"num_hab_dormir";"precio_alquiler";"precio_gasto_mes_agua";"precio_gasto_mes_elect"
"217";"Lima Metropolitana";"Casa independiente";"022";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;500;363;907
"218";"Lima Metropolitana";"Casa independiente";"090";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Pilón de uso público";"Organización comunal";"Propia, totalmente pagada";3;"No";2;250;121;363
"219";"Lima Metropolitana";"Casa independiente";"003";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;408;629;726
"220";"Lima Metropolitana";"Casa independiente";"018";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;800;423;1451
"221";"Lima Metropolitana";"Casa independiente";"033";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;100;181;846
"222";"Lima Metropolitana";"Casa independiente";"040";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;1000;967;2177
"223";"Lima Metropolitana";"Casa independiente";"078";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;900;1088;726
"224";"Lima Metropolitana";"Casa independiente";"029";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;150;580;544
"225";"Lima Metropolitana";"Casa independiente";"044";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";2;200;266;302
"226";"Lima Metropolitana";"Casa independiente";"058";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;300;399;726
"227";"Lima Metropolitana";"Casa independiente";"071";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";2;150;121;121
"228";"Lima Metropolitana";"Casa independiente";"085";"Madera";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";3;"Si";2;200;242;726
"229";"Lima Metropolitana";"Casa independiente";"033";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";7;"Si";2;560;423;1149
"230";"Lima Metropolitana";"Casa independiente";"067";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";6;"Si";5;640;302;1814
"231";"Lima Metropolitana";"Casa independiente";"118";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;800;544;846
"232";"Lima Metropolitana";"Casa independiente";"152";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";5;"Si";3;800;508;1391
"233";"Lima Metropolitana";"Casa independiente";"006";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";1;100;665;580
"234";"Lima Metropolitana";"Departamento en edificio";"024";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";1;"Si";1;300;254;665
"235";"Lima Metropolitana";"Casa independiente";"056";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";2;"Si";1;500;605;967
"236";"Lima Metropolitana";"Casa independiente";"072";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";1;500;363;846
"237";"Lima Metropolitana";"Casa independiente";"085";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1200;363;363
"238";"Lima Metropolitana";"Casa independiente";"103";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1000;967;967
"239";"Lima Metropolitana";"Departamento en edificio";"047";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;640;665;1935
"240";"Lima Metropolitana";"Casa independiente";"063";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;480;701;1330
"241";"Lima Metropolitana";"Departamento en edificio";"143";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";1;500;726;1209
"242";"Lima Metropolitana";"Vivienda en quinta";"093";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;1500;459;1330
"243";"Lima Metropolitana";"Departamento en edificio";"006";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";2;600;423;1814
"244";"Lima Metropolitana";"Departamento en edificio";"019";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;800;484;1028
"245";"Lima Metropolitana";"Departamento en edificio";"060";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;800;726;1088
"246";"Lima Metropolitana";"Departamento en edificio";"089";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";7;"Si";3;800;665;2733
"247";"Lima Metropolitana";"Departamento en edificio";"130";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;800;1161;2237
"248";"Lima Metropolitana";"Casa independiente";"014";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1800;907;1209
"249";"Lima Metropolitana";"Casa independiente";"066";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1000;605;1572
"250";"Lima Metropolitana";"Casa independiente";"084";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";2;"Si";1;700;1209;1330
"251";"Lima Metropolitana";"Casa independiente";"102";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";2;1500;605;2177
"252";"Lima Metropolitana";"Casa independiente";"119";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";2;1500;677;677
"253";"Lima Metropolitana";"Casa independiente";"153";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1500;520;1209
"254";"Lima Metropolitana";"Departamento en edificio";"017";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";5;"Si";3;1500;846;2177
"255";"Lima Metropolitana";"Casa independiente";"037";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";1;"Si";1;640;423;484
"256";"Lima Metropolitana";"Casa independiente";"116";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;500;242;967
"257";"Lima Metropolitana";"Departamento en edificio";"135";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";4;1440;1209;2285
"258";"Lima Metropolitana";"Casa independiente";"011";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;463;943;2636
"259";"Lima Metropolitana";"Departamento en edificio";"067";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";2;463;423;1572
"260";"Lima Metropolitana";"Casa independiente";"104";"Madera";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;278;605;1209
"261";"Lima Metropolitana";"Casa independiente";"047";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;350;423;967
"262";"Lima Metropolitana";"Casa independiente";"096";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";4;833;484;1209
"263";"Lima Metropolitana";"Casa independiente";"112";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1000;484;1814
"264";"Lima Metropolitana";"Casa independiente";"145";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";6;"Si";5;800;351;605
"265";"Lima Metropolitana";"Casa independiente";"006";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";2;1110;1209;1209
"266";"Lima Metropolitana";"Casa independiente";"033";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";4;648;1088;1935
"267";"Lima Metropolitana";"Casa independiente";"042";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";2;1388;544;1221
"268";"Lima Metropolitana";"Casa independiente";"084";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";1;1018;484;1814
"269";"Lima Metropolitana";"Casa independiente";"002";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Pilón de uso público";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"No";1;139;278;121
"270";"Lima Metropolitana";"Casa independiente";"028";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";1;555;314;181
"271";"Lima Metropolitana";"Casa independiente";"079";"Madera";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Pilón de uso público";"Empresa prestadora de servicios";"Propia, por invasión";3;"Si";2;278;218;363
"272";"Lima Metropolitana";"Casa independiente";"105";"Madera";"No";"No";"Electricidad";"Medidor de uso exclusivo";"Pilón de uso público";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"No";3;139;206;459
"273";"Lima Metropolitana";"Casa independiente";"126";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Pilón de uso público";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;231;206;605
"274";"Lima Metropolitana";"Casa independiente";"012";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;500;242;484
"275";"Lima Metropolitana";"Casa independiente";"032";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";4;1000;1330;2539
"276";"Lima Metropolitana";"Casa independiente";"052";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";6;"Si";4;600;508;1112
"277";"Lima Metropolitana";"Casa independiente";"073";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";2;400;290;580
"278";"Lima Metropolitana";"Departamento en edificio";"113";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;700;605;1209
"279";"Lima Metropolitana";"Departamento en edificio";"012";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, fuera de la vivienda pero dentro del edificio";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1388;484;1209
"280";"Lima Metropolitana";"Casa independiente";"131";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;1388;484;967
"281";"Lima Metropolitana";"Casa independiente";"012";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;740;726;1209
"282";"Lima Metropolitana";"Casa independiente";"045";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;1850;1330;2418
"283";"Lima Metropolitana";"Casa independiente";"075";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";7;"Si";5;925;1693;1282
"284";"Lima Metropolitana";"Casa independiente";"137";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";2;1388;605;2660
"285";"Lima Metropolitana";"Casa independiente";"003";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;740;363;1088
"286";"Lima Metropolitana";"Departamento en edificio";"021";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";1;111;605;605
"287";"Lima Metropolitana";"Departamento en edificio";"038";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";2;"Si";1;167;605;1209
"288";"Lima Metropolitana";"Casa independiente";"056";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;370;363;544
"289";"Lima Metropolitana";"Casa independiente";"090";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;740;726;1814
"290";"Lima Metropolitana";"Casa independiente";"017";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"No";3;185;484;967
"291";"Lima Metropolitana";"Casa independiente";"033";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";2;"No";2;93;496;1838
"292";"Lima Metropolitana";"Casa independiente";"070";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";1;278;121;121
"293";"Lima Metropolitana";"Casa independiente";"087";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;231;484;605
"294";"Lima Metropolitana";"Casa independiente";"124";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";5;"Si";4;370;459;1149
"295";"Lima Metropolitana";"Casa independiente";"007";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";9;"Si";3;1850;459;689
"296";"Lima Metropolitana";"Departamento en edificio";"035";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;1388;363;967
"297";"Lima Metropolitana";"Casa independiente";"151";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"Si";1;463;1125;1548
"298";"Lima Metropolitana";"Casa independiente";"019";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;324;544;1814
"299";"Lima Metropolitana";"Departamento en edificio";"047";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";2;278;484;605
"300";"Lima Metropolitana";"Casa independiente";"073";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";4;"Si";3;278;423;846
"301";"Lima Metropolitana";"Casa independiente";"011";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";2;463;375;1209
"302";"Lima Metropolitana";"Casa independiente";"039";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";6;"Si";3;1388;544;2177
"303";"Lima Metropolitana";"Casa independiente";"094";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";8;"Si";6;1850;677;3265
"304";"Lima Metropolitana";"Casa independiente";"121";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;231;677;979
"305";"Lima Metropolitana";"Casa independiente";"148";"Ladrillo o bloque de cemento";"Si";"No sabe";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";3;925;230;1088
"306";"Lima Metropolitana";"Casa independiente";"175";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";4;1388;665;1221
"307";"Lima Metropolitana";"Casa independiente";"015";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";2;"No";1;185;1088;1451
"308";"Lima Metropolitana";"Casa independiente";"035";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"No";2;370;387;738
"309";"Lima Metropolitana";"Casa independiente";"076";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;278;726;967
"310";"Lima Metropolitana";"Casa independiente";"096";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"No";4;1388;846;665
"311";"Lima Metropolitana";"Casa independiente";"116";"Otro material";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;278;339;967
"312";"Lima Metropolitana";"Casa independiente";"014";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";5;"Si";3;463;302;1209
"313";"Lima Metropolitana";"Casa independiente";"027";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";2;"Si";1;1850;605;1088
"314";"Lima Metropolitana";"Casa independiente";"059";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";3;2313;605;943
"315";"Lima Metropolitana";"Casa independiente";"072";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";2;"Si";2;463;302;484
"316";"Lima Metropolitana";"Casa independiente";"087";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";5;"Si";4;463;484;1088
"317";"Lima Metropolitana";"Casa independiente";"040";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"No";3;648;605;1330
"318";"Lima Metropolitana";"Casa independiente";"061";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"Si";2;740;351;701
"319";"Lima Metropolitana";"Departamento en edificio";"082";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";2;"No";2;324;363;1330
"320";"Lima Metropolitana";"Departamento en edificio";"161";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso colectivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";2;"Si";1;370;302;302
"321";"Lima Metropolitana";"Casa independiente";"010";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, por invasión";5;"Si";4;463;1016;1233
"322";"Lima Metropolitana";"Casa independiente";"052";"Madera";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Cedida por otro hogar o institución";3;"Si";1;278;218;218
"323";"Lima Metropolitana";"Casa independiente";"094";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";4;"Si";1;463;266;641
"324";"Lima Metropolitana";"Casa independiente";"134";"Ladrillo o bloque de cemento";"Si";"Si";"Electricidad";"Medidor de uso exclusivo";"Red pública, dentro de la vivienda";"Empresa prestadora de servicios";"Propia, totalmente pagada";5;"Si";2;463;339;907
"325";"Lima Metropolitana";"Casa independiente";"011";"Ladrillo o bloque de cemento";"Si";"No";"Electricidad";"Medidor de uso exclusivo";"Red pública, fuera de la vivienda pero dentro del edificio";"Empresa prestadora de servicios";"Propia, totalmente pagada";3;"No";2;185;242;423
