"Edad","Sexo","Carrera","Ciclo","Distrito","DistanciaKM","Movilidad","Numvehiculos","Distanciamin","Sentimientoseguridad","Seguro","Inseguro","VictimaRobo","NumRobo","MomentoRobo","HoraRobo","PrimerRobo","SegundoRobo","RecuperasteAlgo","DinRoboUno","TrasporteRobo","Factores","Universidad","Manera","Ideas"
21,"Masculino","Ing. Industrial",9,"La Molina",15,"Metropolitano, Corredor, Auto propio",2,60,"Cauteloso","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Promoviendo horarios virtuales para cursos nocturnos",NA
20,"Femenino","Ing. Ambiental",8,"Chorrillos",4.5,"Bus, Taxi",1,20,"Cauteloso","Mañana","Noche","Sí",1,"Tarde",15:00:00,"150",0,"No","Nada","Bus","La inseguridad del transporte",8,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)",NA
18,"Masculino","Bioingeniería",3,"Lince",9.4,"Bus, Taxi",1,50,"Preocupado","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Medio de transporte privado (bus universitario)",NA
19,"Femenino","Ing. Ambiental",4,"Lince",15,"Corredor, Bus, Taxi",1,45,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Promoviendo horarios virtuales para cursos nocturnos",NA
20,"Femenino","Ing. Civil",4,"Chorrillos",1,"Bus",1,60,"Seguro","Mañana","Noche","Sí",1,"Noche",07:30:00,"1",0,"No","0","Caminando","Llevaba muchas cosas en mi mochila",10,"Más lockers en la universidad, Medio de transporte privado (bus universitario)","Más salas de estudio, cómo los cubículos"
20,"Masculino","Ing. Industrial",5,"Chorrillos",60,"Bus",1,60,"Cauteloso","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","No tengo idea"
17,"Femenino","Ing. Industrial",4,"Lima",40,"Metropolitano",2,3,"Cauteloso","Noche","Tarde","Sí",2,"Tarde",05:08:00,"200",120,"No","0","Metropolitano","La inseguridad de las calles, La inseguridad del transporte",1,"Promoviendo horarios virtuales para cursos nocturnos","1"
20,"Femenino","Ing. Industrial",7,"Miraflores",3.9,"Corredor, Taxi",1,35,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos",NA
16,"Masculino","Ingeniería Mecatrónica",1,"Lima",17,"Metropolitano, Colectivo",2,110,"Preocupado","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Más lockers en la universidad, Medio de transporte privado (bus universitario)",NA
20,"Masculino","Ing. Electrónica",5,"Barranco",2,"Caminando",0,15,"Cauteloso","Mañana","Noche","Sí",2,"Noche",21:00:00,"500",1000,"No","0","Caminando","Llevaba muchas cosas en mi mochila, Salí muy tarde de la universidad, La inseguridad de las calles, Me distraje",7,"Más lockers en la universidad, Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","."
19,"Masculino","Ing. Electrónica",2,"Santiago De Surco",6.2,"Bicicleta",1,15,"Seguro","Todo el día","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Más lockers en la universidad",NA
19,"Masculino","Ciencia de datos",5,"Carabayllo",15,"Metropolitano, Bus",3,50,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","No"
18,"Femenino","Ing. Industrial",2,"Villa El Salvador",NA,"Colectivo",2,90,"Preocupado","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Promoviendo horarios virtuales para cursos nocturnos, Medio de transporte privado (bus universitario)","no"
18,"Femenino","Bioingeniería",3,"Surquillo",3.3,"Auto propio",1,12,"Seguro","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Más lockers en la universidad",NA
19,"Femenino","Ingeniería Mecatrónica",4,"Barranco",NA,"Caminando",0,15,"Cauteloso","Tarde","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Más lockers en la universidad, Medio de transporte privado (bus universitario)",NA
19,"Masculino","Ing. Civil",3,"San Martin De Porres",17.3,"Metropolitano, Otro",2,50,"Cauteloso","Mañana","Noche","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Más lockers en la universidad, Medio de transporte privado (bus universitario)",NA
