Marca temporal,"Ingresa tu Edad (en años, y en números enteros):",Selecciona tu Carrera Universitaria:,Selecciona tu Género:,¿Te cuesta concentrarte al rendir una evaluación académica cuando hace mucho CALOR? [¿Cuánto te afecta?],¿Te cuesta concentrarte al rendir una evaluación académica cuando hace mucho FRÍO? [¿Cuánto te afecta?],¿Qué medidas tomas cuando tienes una evaluación y hace mucho CALOR?,¿Qué medidas tomas cuando tienes una evaluación y hace mucho FRÍO?,Cuando prefieres dar una evaluación. ¿Cuándo hace FRÍO o CALOR?,¿Crees que tu rendimiento académico mejoraría al incluir un sistema de aire acondicionado en las aulas en época de mucho CALOR? [¿Mejoraría?],¿Crees que tu rendimiento académico mejoraría al incluir un sistema de calefacción en las aulas en época de mucho FRÍO? [¿Mejoraría?],¿Qué sensación te produce al estar en un ambiente CALUROSO y tener clase o examen en ella?,¿Qué sensación te produce al estar en un ambiente FRÍO y tener clase o examen en ella?,Rendiste tu examen parcial de Introducción a la Mecánica en la Universidad:,Nota de tu examen parcial de Introducción a la Mecánica:,Rendiste tu examen parcial de Laboratorio de Comunicación 2 en la Universidad:,Nota de tu examen final de Introducción a la Mecánica:,Nota de tu examen parcial de Laboratorio de Comunicación 2:,Nota de tu examen final de Laboratorio de Comunicación 2:
28/09/2022 16:57:28,21,Bioingeniería,Femenino,Me afecta y de forma considerable,Me afecta y de forma considerable,Ropa ligera,Usar abrigo ,Cuando hace frío,Mejoraría en un pequeño porcentaje,Me mantendría muy activo académicamente,Sueño,Sueño,Si,16,Si,18,19,18
28/09/2022 20:00:42,20,Industrial,Femenino,Me afecta pero puedo lidiarlo,Me afecta y de forma considerable,Agua helada,Tomar café,Cuando hace calor,Me mantendría muy activo académicamente,Mejoraría de forma considerable,Incomodidad,Sueño,Si,14,Si,10,5,14
28/09/2022 20:24:26,20,Ciencia de la Computación,Masculino,Me afecta pero puedo lidiarlo,Me afecta pero puedo lidiarlo,Técnicas de respiración,Usar abrigo ,Cuando hace frío,Mejoraría de forma considerable,Mejoraría de forma considerable,Incomodidad,Sueño,Si,0,Si,0,14,12
28/09/2022 20:31:33,20,Ambiental,Femenino,Me afecta en ciertas ocasiones,Me afecta y de forma considerable,Agua helada,Usar abrigo ,Cuando hace calor,Mejoraría en un pequeño porcentaje,Mejoraría en un pequeño porcentaje,Sueño,Escalofríos ,Si,9,Si,0,16,14
28/09/2022 20:34:52,20,Bioingeniería,Femenino,Me afecta en ciertas ocasiones,Me afecta en ciertas ocasiones,Agua helada,Tomar café,Cuando hace frío,Mejoraría en un pequeño porcentaje,Mejoraría en un pequeño porcentaje,Sueño,Sueño,No,2,No,5,12,14
28/09/2022 20:39:21,19,Civil,Masculino,Me afecta en ciertas ocasiones,Me afecta en ciertas ocasiones,Agua helada,Usar abrigo ,Cuando hace calor,Mejoraría en un pequeño porcentaje,Mejoraría en un pequeño porcentaje,Sueño,Sueño,No,5,No,9,10,13
28/09/2022 20:44:56,18,Industrial,Masculino,Me afecta en ciertas ocasiones,Me afecta pero puedo lidiarlo,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría en un pequeño porcentaje,Mejoraría de forma considerable,Incomodidad,Sueño,Si,6,Si,4,12,15
28/09/2022 20:59:12,19,Ambiental,Femenino,Me afecta en ciertas ocasiones,Me afecta pero puedo lidiarlo,Agua helada,Tomar café,Cuando hace calor,Mejoraría en un pequeño porcentaje,Mejoraría en un pequeño porcentaje,Sueño,Escalofríos ,No,4,No,7,13,15
28/09/2022 21:28:16,21,Industrial,Masculino,Me afecta y de forma considerable,Me afecta y de forma considerable,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría de forma considerable,Mejoraría de forma considerable,Sueño,Sueño,Si,13,Si,13,14,13
28/09/2022 21:28:30,19,Civil,Masculino,Me afecta en ciertas ocasiones,Me afecta en ciertas ocasiones,Ropa ligera,Tomar café,Cuando hace frío,Mejoraría en un pequeño porcentaje,Mejoraría en un pequeño porcentaje,Sueño,Escalofríos ,No,2,No,10,11,15
28/09/2022 21:32:08,20,Ciencia de la Computación,Masculino,Me afecta pero puedo lidiarlo,Me afecta pero puedo lidiarlo,Agua helada,Usar abrigo ,Cuando hace calor,Me mantendría muy activo académicamente,Me mantendría muy activo académicamente,Incomodidad,Sueño,Si,8,Si,10,15,15
28/09/2022 21:33:20,20,Ambiental,Femenino,Me afecta pero puedo lidiarlo,Me afecta pero puedo lidiarlo,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría en un pequeño porcentaje,Mejoraría de forma considerable,Sueño,Escalofríos ,Si,6,Si,9,13,16
28/09/2022 21:36:54,18,Mecánica,Femenino,Me afecta en ciertas ocasiones,No me afecta en nada,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría de forma considerable,Mejoraría en un pequeño porcentaje,Sueño,Muy activo,No,5,No,11,16,14
28/09/2022 21:39:01,20,Civil,Femenino,Me afecta a tal punto de alterar mi concentración por completo,Me afecta a tal punto de alterar mi concentración por completo,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría de forma considerable,Mejoraría de forma considerable,Sueño,Muy activo,No,8,No,10,15,14
28/09/2022 21:40:24,19,Industrial,Masculino,No me afecta en nada,Me afecta en ciertas ocasiones,Agua helada,Tomar café,Cuando hace calor,Daría igual,Mejoraría en un pequeño porcentaje,Incomodidad,Muy activo,Si,10,Si,8,15,17
28/09/2022 21:44:58,18,Mecatrónica,Masculino,Me afecta en ciertas ocasiones,No me afecta en nada,Ropa ligera,Alejasrse de ventanas,Cuando hace frío,Mejoraría en un pequeño porcentaje,Me mantendría muy activo académicamente,Incomodidad,Muy activo,Si,8,Si,9,17,16
28/09/2022 21:48:00,20,Industrial,Masculino,Me afecta en ciertas ocasiones,Me afecta en ciertas ocasiones,Aire con cuaderno,Usar abrigo ,Cuando hace calor,Mejoraría en un pequeño porcentaje,Mejoraría en un pequeño porcentaje,Incomodidad,Sueño,Si,8,Si,9,14,13
28/09/2022 21:50:31,19,Civil,Femenino,No me afecta en nada,Me afecta pero puedo lidiarlo,Agua helada,Usar una manta,Cuando hace calor,Mejoraría en un pequeño porcentaje,Mejoraría de forma considerable,Incomodidad,Muy activo,Si,9,Si,12,15,14
28/09/2022 21:55:28,19,Industrial,Femenino,Me afecta en ciertas ocasiones,Me afecta pero puedo lidiarlo,Nada,Usar abrigo ,Cuando hace calor,Daría igual,Mejoraría de forma considerable,Incomodidad,Muy activo,Si,10,Si,11,18,15
28/09/2022 21:58:10,19,Ciencia de la Computación,Masculino,No me afecta en nada,Me afecta en ciertas ocasiones,Agua helada,Tomar café,Cuando hace calor,Mejoraría en un pequeño porcentaje,Mejoraría de forma considerable,Dolor de cabeza,Sueño,Si,10,Si,6,17,16
28/09/2022 22:01:46,19,Mecatrónica,Masculino,No me afecta en nada,Me afecta en ciertas ocasiones,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría de forma considerable,Daría igual,Estrés,Muy activo,Si,10,Si,8,12,17
28/09/2022 22:07:19,19,Ambiental,Femenino,Me afecta en ciertas ocasiones,Me afecta en ciertas ocasiones,Nada,Nada,Cuando hace calor,Daría igual,Mejoraría en un pequeño porcentaje,Sueño,Muy activo,Si,10,Si,12,18,17
28/09/2022 22:09:45,18,Mecánica,Masculino,Me afecta en ciertas ocasiones,Me afecta y de forma considerable,Ropa ligera,Tomar café,Cuando hace frío,Me mantendría muy activo académicamente,Me mantendría muy activo académicamente,Estrés,Sueño,Si,13,Si,17,20,20
28/09/2022 22:09:49,19,Civil,Masculino,No me afecta en nada,No me afecta en nada,Nada,Nada,Cuando hace frío,Daría igual,Mejoraría en un pequeño porcentaje,Estrés,Muy activo,Si,12,Si,9,14,17
28/09/2022 22:13:21,18,Electrónica,Masculino,Me afecta a tal punto de alterar mi concentración por completo,Me afecta y de forma considerable,Ropa ligera,Tomar café,Cuando hace calor,Me mantendría muy activo académicamente,Mejoraría en un pequeño porcentaje,Estrés,Sueño,Si,8,Si,11,15,17
28/09/2022 22:14:02,20,Industrial,Masculino,No me afecta en nada,No me afecta en nada,Nada,Nada,Cuando hace frío,Daría igual,Mejoraría en un pequeño porcentaje,Muy activo,Muy activo,Si,7,Si,10,11,15
28/09/2022 22:15:35,20,Ciencia de la Computación,Masculino,Me afecta pero puedo lidiarlo,No me afecta en nada,Agua helada,Tomar café,Cuando hace frío,Me mantendría muy activo académicamente,Mejoraría de forma considerable,Estrés,Sueño,Si,7,Si,11,13,15
28/09/2022 22:19:34,19,Industrial,Femenino,Me afecta en ciertas ocasiones,Me afecta y de forma considerable,Agua helada,Usar abrigo ,Cuando hace calor,Mejoraría de forma considerable,Me mantendría muy activo académicamente,Estrés,Muy activo,No,11,No,12,15,13
28/09/2022 22:20:14,19,Administración y Negocios Digitales,Masculino,Me afecta en ciertas ocasiones,No me afecta en nada,Agua helada,Tomar café,Cuando hace frío,Mejoraría de forma considerable,Daría igual,Incomodidad,Sueño,Si,7,Si,11,13,17
28/09/2022 22:25:04,19,Industrial,Femenino,Me afecta pero puedo lidiarlo,Me afecta pero puedo lidiarlo,Ropa ligera,Usar una manta,Cuando hace frío,Mejoraría en un pequeño porcentaje,Mejoraría de forma considerable,Muy activo,Muy activo,No,6,No,10,12,14
28/09/2022 22:28:16,19,Mecánica,Masculino,Me afecta a tal punto de alterar mi concentración por completo,No me afecta en nada,Agua helada,Tomar café,Cuando hace frío,Me mantendría muy activo académicamente,Me mantendría muy activo académicamente,Incomodidad,Sueño,Si,11,Si,8,13,20
28/09/2022 22:29:45,18,Industrial,Masculino,Me afecta en ciertas ocasiones,Me afecta pero puedo lidiarlo,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría de forma considerable,Mejoraría de forma considerable,Sueño,Muy activo,Si,9,Si,7,17,16
28/09/2022 22:40:05,22,Industrial,Masculino,Me afecta pero puedo lidiarlo,Me afecta pero puedo lidiarlo,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría en un pequeño porcentaje,Mejoraría en un pequeño porcentaje,Sueño,Muy activo,Si,14,Si,15,12,15
28/09/2022 22:46:50,22,Civil,Masculino,Me afecta en ciertas ocasiones,Me afecta y de forma considerable,Abrir ventana,Usar abrigo ,Cuando hace calor,Mejoraría en un pequeño porcentaje,Me mantendría muy activo académicamente,Estrés,Sueño,Si,13,Si,16,15,16
28/09/2022 23:27:01,19,Ambiental,Masculino,Me afecta a tal punto de alterar mi concentración por completo,Me afecta pero puedo lidiarlo,Agua helada,Tomar café,Cuando hace calor,Mejoraría en un pequeño porcentaje,Mejoraría de forma considerable,Estrés,Sueño,No,7,No,12,13,15
28/09/2022 23:28:38,19,Mecatrónica,Femenino,Me afecta en ciertas ocasiones,Me afecta pero puedo lidiarlo,Agua helada,Tomar café,Cuando hace calor,Mejoraría de forma considerable,Me mantendría muy activo académicamente,Incomodidad,Sueño,Si,8,Si,11,17,20
28/09/2022 23:33:13,19,Bioingeniería,Masculino,Me afecta pero puedo lidiarlo,No me afecta en nada,Ropa ligera,Tomar café,Cuando hace frío,Mejoraría de forma considerable,Me mantendría muy activo académicamente,Sueño,Incomodidad,Si,7,Si,11,15,18
28/09/2022 23:34:17,19,Industrial,Femenino,Me afecta en ciertas ocasiones,Me afecta pero puedo lidiarlo,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría en un pequeño porcentaje,Mejoraría en un pequeño porcentaje,Sueño,Incomodidad,Si,4,Si,15,16,13
29/09/2022 0:44:41,20,Industrial,Femenino,Me afecta a tal punto de alterar mi concentración por completo,Me afecta y de forma considerable,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría de forma considerable,Mejoraría de forma considerable,Sueño,Incomodidad,Si,14,Si,14,18,18
29/09/2022 9:16:33,19,Ambiental,Femenino,Me afecta en ciertas ocasiones,Me afecta pero puedo lidiarlo,Agua helada,Tomar café,Cuando hace calor,Me mantendría muy activo académicamente,Mejoraría en un pequeño porcentaje,Sueño,Incomodidad,Si,7,Si,15,18,19
29/09/2022 9:19:34,19,Ciencia de Datos,Masculino,Me afecta a tal punto de alterar mi concentración por completo,Me afecta en ciertas ocasiones,Agua helada,Tomar café,Cuando hace calor,Mejoraría en un pequeño porcentaje,Mejoraría de forma considerable,Incomodidad,Sueño,Si,5,Si,10,15,12
29/09/2022 9:20:49,19,Civil,Masculino,Me afecta pero puedo lidiarlo,Me afecta a tal punto de alterar mi concentración por completo,Agua helada,Tomar café,Cuando hace calor,Mejoraría de forma considerable,Me mantendría muy activo académicamente,Sueño,Nervios,Si,11,Si,14,10,15
29/09/2022 9:25:45,19,Administración y Negocios Digitales,Masculino,Me afecta y de forma considerable,Me afecta a tal punto de alterar mi concentración por completo,Agua helada,Tomar café,Cuando hace frío,Mejoraría de forma considerable,Mejoraría en un pequeño porcentaje,Incomodidad,Incomodidad,Si,10,Si,7,17,20
29/09/2022 9:27:24,18,Administración y Negocios Digitales,Masculino,Me afecta y de forma considerable,Me afecta y de forma considerable,Agua helada,Usar abrigo ,Cuando hace frío,Me mantendría muy activo académicamente,Mejoraría de forma considerable,Dolor de cabeza,Sueño,Si,8,Si,5,15,12
29/09/2022 9:29:35,19,Administración y Negocios Digitales,Femenino,Me afecta a tal punto de alterar mi concentración por completo,Me afecta pero puedo lidiarlo,Agua helada,Usar abrigo ,Cuando hace calor,Mejoraría de forma considerable,Mejoraría de forma considerable,Dolor de cabeza,Sueño,Si,7,Si,5,17,14
29/09/2022 9:31:09,17,Bioingeniería,Femenino,Me afecta a tal punto de alterar mi concentración por completo,Me afecta en ciertas ocasiones,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría de forma considerable,Mejoraría en un pequeño porcentaje,Cansancio,Incomodidad,Si,11,Si,7,14,18
29/09/2022 9:32:42,17,Química,Femenino,Me afecta pero puedo lidiarlo,Me afecta pero puedo lidiarlo,Agua helada,Tomar café,Cuando hace frío,Mejoraría en un pequeño porcentaje,Mejoraría de forma considerable,Cansancio,Incomodidad,Si,11,Si,1,17,19
29/09/2022 9:34:18,21,Mecatrónica,Masculino,Me afecta pero puedo lidiarlo,Me afecta a tal punto de alterar mi concentración por completo,Agua helada,Tomar café,Cuando hace calor,Mejoraría de forma considerable,Mejoraría en un pequeño porcentaje,Cansancio,Sueño,No,11,No,8,15,13
29/09/2022 9:35:47,17,Electrónica,Femenino,Me afecta pero puedo lidiarlo,Me afecta a tal punto de alterar mi concentración por completo,Agua helada,Usar abrigo ,Cuando hace frío,Mejoraría en un pequeño porcentaje,Daría igual,Cansancio,Sueño,No,15,No,17,18,20
29/09/2022 9:38:35,18,Química,Femenino,Me afecta a tal punto de alterar mi concentración por completo,Me afecta pero puedo lidiarlo,Agua helada,Usar abrigo ,Cuando hace frío,Me mantendría muy activo académicamente,Daría igual,Cansancio,Sueño,Si,17,Si,11,15,19
29/09/2022 11:25:34,20,Mecatrónica,Masculino,Me afecta y de forma considerable,Me afecta y de forma considerable,Ropa ligera,Usar abrigo ,Cuando hace frío,Mejoraría de forma considerable,Mejoraría de forma considerable,Estrés,Sueño,Si,5,Si,9,15,15
