C9_CARRERA,SELECT,C9P901_ORD,C9P901,C9P902,C9P903,C9P904,C9P905,C9P906,C9P907,C9P908,C9P909,C9P910,C9P911,C9P912,C9P913,C9P914,C9P915,C9P916,C9P917,C9P918,C9P919,C9P920,C9P921,C9P922,C9P923,C9P924,C9P925,C9P926
315,U0024,20,MEDICINA VETERINARIA Y ZOOTECNIA,10,5,72,60,105,60,60,27,1,7,1,1,16,13,15,2,2,0,0,0,0,0,1,1,5
316,U0024,21,FARMACIA Y BIOQUIMICA,12,5,60,39,204,42,163,26,6,3,0,1,22,24,13,2,2,0,0,0,0,0,1,1,5
317,U0024,22,ODONTOLOGIA,12,5,84,50,344,51,51,30,6,2,1,1,42,21,21,2,2,0,0,0,0,0,1,1,5
318,U0024,23,EDUCACION,10,5,73,200,184,184,180,35,9,17,2,5,97,102,75,2,2,0,0,0,0,0,1,1,5
319,U0024,24,CIENCIAS DE LA COMUNICACION,10,5,66,49,225,52,52,22,2,5,1,0,28,29,44,2,2,0,0,0,0,0,1,1,5
320,U0024,25,BIOLOGIA MICROBIOLOGIA,10,5,50,70,131,72,70,33,2,9,2,2,24,29,13,2,2,0,0,0,0,0,1,1,5
321,U0024,26,FISICA APLICADA,10,5,50,55,60,55,52,24,5,7,1,1,5,1,5,2,2,0,0,0,0,0,1,1,5
322,U0024,27,INGENIERIA GEOLOGICA GEOTECNIA,10,5,56,60,253,60,58,33,3,0,1,1,10,12,5,2,2,0,0,0,0,0,1,1,5
323,U0024,28,ARQUITECTURA,10,5,64,60,498,61,60,52,16,1,0,0,27,20,7,2,2,0,0,0,0,0,1,1,5
324,U0024,29,INGENIERIA CIVIL,10,5,64,36,785,38,38,36,5,1,1,0,47,39,16,2,2,0,0,0,0,0,1,1,5
325,U0024,30,ARTES,10,5,81,40,41,41,41,24,1,1,0,0,1,0,0,2,2,0,0,0,0,0,1,1,5
1223,U0025,1,ARQUITECTURA Y URBANISMO,10,5,60,438,1720,419,1888,164,1,22,1,8,242,272,186,1,1,2,300,300,795,1350,0,0,1
1224,U0025,2,BIOLOGIA,10,5,73,59,56,45,300,69,1,5,1,7,37,36,11,2,1,2,300,300,795,1250,0,0,1
1225,U0025,3,MEDICINA HUMANA,14,5,59,239,882,219,1714,263,1,23,1,20,156,156,155,1,1,2,300,300,795,2100,0,0,1
1226,U0025,4,MEDICINA VETERINARIA,10,5,73,75,76,58,250,69,1,5,1,7,0,0,0,2,1,2,300,300,860,1350,0,0,1
1227,U0025,5,ECONOMIA,10,5,68,49,51,37,148,3,1,1,0,1,16,18,19,2,1,2,300,300,795,1250,0,0,1
1228,U0025,6,ADMINISTRACION DE NEGOCIOS GLOBALES,10,5,73,181,224,160,970,3,1,1,0,1,98,91,39,2,1,2,300,300,795,1350,0,0,1
1229,U0025,7,TURISMO HOTELERIA Y GASTRONOMIA,10,5,59,54,58,52,415,3,1,1,0,1,76,74,44,2,1,2,300,300,795,1250,0,0,1
1230,U0025,8,MARKETING GLOBAL Y ADMINISTRACION COMERCIAL,10,5,73,71,71,57,80,3,1,1,0,1,0,0,0,2,1,2,300,300,950,1350,0,0,1
1231,U0025,9,PSICOLOGIA,10,5,70,134,139,116,548,31,1,13,1,15,71,72,56,2,1,2,300,300,795,1250,0,0,1
1232,U0025,10,DERECHO Y CIENCIAS POLITICAS,12,5,74,83,98,70,268,22,1,2,1,2,0,0,0,2,1,2,300,300,860,1250,0,0,1
1233,U0025,11,TRADUCCION E INTERPRETACION,10,5,118,175,209,195,793,72,1,12,1,8,97,112,45,2,1,2,300,300,795,1350,0,0,1
1236,U0025,12,INGENIERIA CIVIL,10,5,64,498,767,481,1766,217,1,50,1,12,122,114,60,1,1,2,300,300,795,1350,0,0,1
1237,U0025,13,INGENIERIA ELECTRONICA,10,5,74,60,49,48,234,3,1,0,1,1,47,50,31,1,1,2,300,300,795,1350,0,0,1
1238,U0025,14,INGENIERIA INDUSTRIAL,10,5,73,272,352,252,1031,3,1,1,0,1,99,93,53,1,1,2,300,300,795,1350,0,0,1
1239,U0025,15,INGENIERIA INFORMATICA,10,5,64,93,96,79,398,3,1,1,0,1,62,66,62,1,1,2,300,300,795,1350,0,0,1
1240,U0025,16,INGENIERIA MECATRONICA,10,5,64,87,82,70,272,3,1,1,0,1,18,16,3,2,1,2,300,300,860,1350,0,0,1
1241,U0025,17,ADMINISTRACION Y GERENCIA,10,5,65,161,191,139,822,3,1,1,0,1,76,331,72,2,1,2,300,300,795,1250,0,0,1
1242,U0025,18,CONTABILIDAD Y FINANZAS,10,5,69,82,92,66,363,3,1,1,0,1,46,125,41,2,1,2,300,300,795,1250,0,0,1
1243,U0025,19,ADMINISTRACION Y GERENCIA EPEL,10,4,61,467,498,253,1963,3,1,1,0,1,272,0,0,2,1,2,350,350,550,700,0,0,1
1244,U0025,20,CONTABILIDAD Y FINANZAS EPEL,10,4,61,192,203,104,713,3,1,1,0,1,90,0,0,2,1,2,350,350,550,700,0,0,1
1245,U0025,21,MARKETING GLOBAL Y ADMINISTRACION COMERCIAL EPEL,10,4,73,78,87,58,94,3,1,1,0,1,0,0,0,2,1,2,350,350,550,700,0,0,1
1246,U0026,1,AGRONOMIA,10,4,60,100,400,100,975,66,66,0,0,0,114,114,50,1,2,0,0,0,0,0,200,0,5
1247,U0026,2,BIOLOGIA,10,4,60,40,160,40,317,24,24,0,0,0,35,35,23,2,2,0,0,0,0,0,200,0,5
1248,U0026,3,INGENIERIA AMBIENTAL,10,4,60,25,100,25,316,18,18,0,0,0,41,41,37,2,2,0,0,0,0,0,200,0,5
1249,U0026,4,METEOROLOGIA,10,4,60,15,45,15,172,18,18,0,0,0,15,15,0,2,2,0,0,0,0,0,200,0,5
1250,U0026,5,CIENCIAS FORESTALES,10,4,60,30,90,30,444,36,36,0,0,0,56,55,29,2,2,0,0,0,0,0,200,0,5
1251,U0026,6,ECONOMIA,10,4,60,35,140,35,342,21,18,0,3,0,47,47,20,2,2,0,0,0,0,0,200,0,5
1252,U0026,7,ESTADISTICA,10,4,60,25,100,25,251,16,16,0,0,0,20,20,10,2,2,0,0,0,0,0,200,0,5
1253,U0026,8,INGENIERIA EN GESTION EMPRESARIAL,10,4,60,30,120,30,364,13,13,0,0,0,72,71,31,2,2,0,0,0,0,0,200,0,5
1254,U0026,9,INGENIERIA AGRICOLA,10,4,60,60,240,60,523,48,48,0,0,0,60,60,37,2,2,0,0,0,0,0,200,0,5
1255,U0026,10,ZOOTECNIA,10,4,60,45,135,45,464,41,41,0,0,0,52,50,34,2,2,0,0,0,0,0,200,0,5
1256,U0026,11,PESQUERIA,10,4,60,45,135,45,436,29,29,0,0,0,62,62,32,2,2,0,0,0,0,0,200,0,5
1257,U0026,12,INDUSTRIAS ALIMENTARIAS,10,4,60,40,120,40,526,28,28,0,0,0,68,68,54,2,2,0,0,0,0,0,200,0,5
1416,U0027,1,MEDICINA HUMANA,7,6,55,180,6827,177,1140,929,1,89,1,151,130,156,153,1,2,0,0,0,0,0,0,0,5
1417,U0027,2,OBSTETRICIA,5,6,49,106,1084,100,421,956,1,89,1,151,36,60,39,1,2,0,0,0,0,0,0,0,5
1418,U0027,3,ENFERMERIA,5,6,46,113,834,94,376,956,1,89,1,151,59,61,49,1,2,0,0,0,0,0,0,0,5
1419,U0027,4,TECNOLOGIA MEDICA,5,6,50,179,1323,167,802,956,1,89,1,151,52,79,35,1,2,0,0,0,0,0,0,0,5
1420,U0027,5,NUTRICION,5,6,46,63,650,60,313,956,1,89,1,151,39,49,39,1,2,0,0,0,0,0,0,0,5
1421,U0027,6,DERECHO,6,6,60,350,3962,332,2062,115,1,27,1,35,281,293,268,2,2,0,0,0,0,0,0,0,5
1422,U0027,7,CIENCIA POLITICA,5,6,57,50,395,46,214,115,1,27,1,35,358,45,2,2,2,0,0,0,0,0,0,0,5
1423,U0027,8,LITERATURA,10,4,58,50,440,47,331,184,32,39,11,40,31,46,3,2,2,0,0,0,0,0,0,0,5
1424,U0027,9,FILOSOFIA,10,4,48,57,200,55,297,184,32,39,11,40,17,19,14,2,2,0,0,0,0,0,0,0,5
1425,U0027,10,LINGUISTICA,10,4,50,63,264,56,275,184,32,39,11,40,41,36,8,2,2,0,0,0,0,0,0,0,5
1426,U0027,11,COMUNICACION SOCIAL,10,4,53,90,1518,89,561,184,32,39,11,40,71,86,20,2,2,0,0,0,0,0,0,0,5
1427,U0027,12,ARTE,10,4,51,68,249,53,286,184,35,39,11,40,15,37,1,2,2,0,0,0,0,0,0,0,5
1428,U0027,13,BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION,10,4,51,69,214,45,262,184,32,39,11,40,40,41,24,2,2,0,0,0,0,0,0,0,5
1429,U0027,14,DANZA,10,4,58,20,15,8,33,184,32,39,11,40,0,0,0,2,2,0,0,0,0,0,0,0,5
1430,U0027,15,CONSERVACION Y RESTAURACION,10,4,55,25,84,20,58,184,32,39,11,40,0,0,0,2,2,0,0,0,0,0,0,0,5
1431,U0027,16,FARMACIA Y BIOQUIMICA,12,4,66,113,791,99,570,107,1,15,1,26,20,88,79,1,2,0,0,0,0,0,0,0,5
1432,U0027,17,CIENCIAS DE LOS ALIMENTOS,5,6,66,27,205,25,100,107,1,15,1,26,0,0,0,2,2,0,0,0,0,0,0,0,5
1433,U0027,18,TOXICOLOGIA,6,6,56,26,121,24,100,107,1,15,1,26,0,0,0,2,2,0,0,0,0,0,0,0,5
1434,U0027,19,ODONTOLOGIA,6,6,65,84,1002,80,420,104,1,27,1,5,34,71,32,1,2,0,0,0,0,0,0,0,5
1435,U0027,20,EDUCACION,10,4,45,262,1201,238,1119,102,11,18,7,22,111,998,689,1,2,0,0,0,0,0,0,0,5
1436,U0027,21,EDUCACION FISICA,10,4,46,300,274,74,594,102,11,18,7,22,35,40,34,1,2,0,0,0,0,0,0,0,5
1437,U0027,22,QUIMICA,10,4,51,81,335,76,437,112,1,1,1,1,50,43,23,1,2,0,0,0,0,0,0,0,5
1438,U0027,23,INGENIERIA QUIMICA,10,4,52,101,1218,96,614,112,1,1,1,1,82,88,89,2,2,0,0,0,0,0,0,0,5
1439,U0027,24,INGENIERIA AGROINDUSTRIAL,10,4,50,51,484,47,283,112,1,1,1,1,36,28,0,2,2,0,0,0,0,0,0,0,5
1440,U0027,25,MEDICINA VETERINARIA,6,6,45,70,869,68,360,86,1,23,1,1,34,43,50,1,2,0,0,0,0,0,0,0,5
1441,U0027,26,ADMINISTRACION,10,4,62,243,4569,233,1265,115,1,12,1,10,189,251,232,2,2,0,0,0,0,0,0,0,5
1442,U0027,27,ADMINISTRACION DE TURISMO,10,4,69,181,1651,180,666,115,1,12,1,10,106,113,95,2,2,0,0,0,0,0,0,0,5
1443,U0027,28,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,10,4,62,121,2864,118,676,115,1,12,1,10,87,107,89,2,2,0,0,0,0,0,0,0,5
1444,U0027,29,CIENCIAS BIOLOGICAS,10,4,51,70,559,65,353,113,1,30,1,11,56,60,41,1,2,0,0,0,0,0,0,0,5
1445,U0027,30,GENETICA Y BIOTECNOLOGIA,10,4,50,41,401,38,152,113,1,30,1,11,27,22,12,1,2,0,0,0,0,0,0,0,5
1446,U0027,31,MICROBIOLOGIA Y PARASITOLOGIA,10,4,50,52,192,47,204,113,1,30,1,11,23,30,12,1,2,0,0,0,0,0,0,0,5
1447,U0027,32,CONTABILIDAD,10,4,64,201,3520,200,1372,100,19,34,5,24,284,321,320,1,2,0,0,0,0,0,0,0,5
1448,U0027,33,GESTION TRIBUTARIA,6,4,42,100,819,97,364,100,19,34,5,24,0,0,0,2,2,0,0,0,0,0,0,0,5
1449,U0027,34,AUDITORIA DE EMPRESAS Y DEL SECTOR PUBLICO,6,4,42,100,709,97,360,100,19,34,5,24,0,0,0,2,2,0,0,0,0,0,0,0,5
1450,U0027,35,ECONOMIA,10,4,55,140,1875,138,1607,100,1,38,1,15,162,228,197,2,2,0,0,0,0,0,0,0,5
1451,U0027,36,ECONOMIA PUBLICA,10,4,55,81,525,79,144,100,1,38,1,15,0,0,0,2,2,0,0,0,0,0,0,0,5
1452,U0027,37,ECONOMIA INTERNACIONAL,10,4,55,81,609,79,150,100,1,38,1,15,0,0,0,2,2,0,0,0,0,0,0,0,5
1453,U0027,38,FISICA,10,4,50,105,249,84,349,132,1,13,1,16,26,33,14,2,2,0,0,0,0,0,0,0,5
1454,U0027,39,INGENIERIA MECANICA DE FLUIDOS,10,4,52,124,801,114,597,132,1,13,1,16,45,76,49,2,2,0,0,0,0,0,0,0,5
1455,U0027,40,MATEMATICA,10,4,45,204,380,122,529,181,1,51,2,25,21,34,7,2,2,0,0,0,0,0,0,0,5
1456,U0027,41,ESTADISTICA,10,4,45,114,238,53,318,181,1,51,2,25,16,20,16,2,2,0,0,0,0,0,0,0,5
1457,U0027,42,INVESTIGACION OPERATIVA,10,4,45,183,405,115,527,181,1,51,2,25,43,39,11,2,2,0,0,0,0,0,0,0,5
1458,U0027,43,"COMPUTACIÇ""N CIENTÇ_FICA",10,4,48,105,293,81,351,181,1,51,2,25,18,28,1,2,2,0,0,0,0,0,0,0,5
1459,U0027,44,HISTORIA,10,4,55,48,308,46,340,134,2,29,4,36,56,52,50,2,2,0,0,0,0,0,0,0,5
1460,U0027,45,SOCIOLOGIA,10,4,55,80,571,79,393,134,2,29,4,36,65,58,36,2,2,0,0,0,0,0,0,0,5
1461,U0027,46,ANTROPOLOGIA,10,4,55,71,368,62,357,134,2,29,4,36,58,40,24,2,2,0,0,0,0,0,0,0,5
1462,U0027,47,ARQUEOLOGIA,10,4,55,63,272,60,323,134,2,29,4,36,46,40,28,2,2,0,0,0,0,0,0,0,5
1463,U0027,48,TRABAJO SOCIAL,10,4,55,70,679,68,453,134,2,29,4,36,83,71,46,1,2,0,0,0,0,0,0,0,5
1464,U0027,49,GEOGRAFIA,10,4,55,104,474,92,479,134,2,29,4,36,42,33,52,2,2,0,0,0,0,0,0,0,5
1465,U0027,50,INGENIERIA GEOGRAFICA,10,4,50,70,1182,66,436,126,33,16,2,12,42,54,52,2,2,0,0,0,0,0,0,0,5
1466,U0027,51,INGENIERIA GEOGRAFICA,10,4,55,60,531,58,370,126,33,16,2,12,52,51,42,2,2,0,0,0,0,0,0,0,5
1467,U0027,52,INGENIERIA DE MINAS,10,4,55,42,1135,41,269,126,33,16,2,12,57,59,44,2,2,0,0,0,0,0,0,0,5
1468,U0027,53,INGENIERIA METALURGICA,10,4,55,61,503,59,318,126,33,16,2,12,24,19,41,2,2,0,0,0,0,0,0,0,5
1469,U0027,54,INGENIERIA CIVIL,10,4,55,40,2433,40,109,126,33,16,2,12,0,0,0,2,2,0,0,0,0,0,0,0,5
1470,U0027,55,INGENIERIA INDUSTRIAL,10,4,55,201,5156,196,1201,64,1,28,1,7,168,87,85,1,2,0,0,0,0,0,0,0,5
1471,U0027,56,INGENIERIA TEXTIL Y CONFECCIONES,10,4,55,60,543,57,341,64,1,28,1,7,8,0,0,2,2,0,0,0,0,0,0,0,5
1472,U0027,57,PSICOLOGIA,12,4,70,134,2130,129,767,63,7,23,1,17,87,130,125,1,2,0,0,0,0,0,0,0,5
1473,U0027,58,INGENIERIA ELECTRONICA,10,4,45,103,1200,90,636,82,30,25,5,4,76,87,53,1,2,0,0,0,0,0,0,0,5
1474,U0027,59,INGENIERIA ELECTRICA,10,4,45,83,693,78,487,83,30,25,5,4,44,56,30,2,2,0,0,0,0,0,0,0,5
1475,U0027,60,INGENIERIA DE TELECOMUNICACIONES,10,4,52,95,658,85,230,82,30,25,5,4,0,0,0,2,2,0,0,0,0,0,0,0,5
1476,U0027,61,INGENIERIA DE SISTEMAS,10,4,55,162,2785,150,1120,83,1,17,1,3,117,125,126,2,2,0,0,0,0,0,0,0,5
1477,U0027,62,INGENIERIA DE SOFTWARE,10,4,55,80,811,79,338,83,1,17,1,3,9,0,0,2,2,0,0,0,0,0,0,0,5
76,U0028,1,ADMINISTRACION,10,4,70,40,250,40,38,25,7,5,2,3,25,20,10,2,2,0,0,0,0,0,26,26,3
77,U0028,2,AGRONOMIA,10,4,70,45,167,45,43,20,2,5,2,5,20,18,8,2,2,0,0,0,0,0,26,26,3
78,U0028,3,CONTABILIDAD,10,4,70,49,500,49,47,25,2,3,2,3,25,20,10,2,2,0,0,0,0,0,26,26,3
79,U0028,4,DERECHO,12,4,70,54,309,54,50,40,5,8,3,4,25,24,12,2,2,0,0,0,0,0,26,26,3
80,U0028,5,ECONOMIA,10,4,70,43,192,43,39,25,2,4,2,6,20,18,10,2,2,0,0,0,0,0,26,26,3
81,U0028,6,EDUCACION,10,4,70,200,186,186,180,80,10,10,10,10,100,80,40,2,2,0,0,0,0,0,26,26,3
82,U0028,7,ENFERMERIA,10,4,70,39,187,39,37,25,5,5,5,6,25,20,10,2,2,0,0,0,0,0,26,26,3
83,U0028,8,INGENIERIA CIVIL,10,4,70,68,500,68,65,30,5,12,2,5,10,10,5,2,2,0,0,0,0,0,26,26,3
84,U0028,9,INGENIERIA DE MINAS,10,4,70,28,233,28,27,18,3,3,0,0,0,0,0,2,2,0,0,0,0,0,26,26,3
85,U0028,10,INGENIERIA DE SISTEMAS,10,4,70,40,230,40,38,25,1,15,0,2,20,20,10,2,2,0,0,0,0,0,26,26,3
87,U0028,12,INGENIERIA FORESTAL,10,4,70,39,152,39,37,26,2,5,2,2,15,10,5,2,2,0,0,0,0,0,26,26,3
88,U0028,13,INGENIERIA GEOLOGICA,10,4,70,28,282,28,27,25,2,6,1,0,15,12,5,2,2,0,0,0,0,0,26,26,3
89,U0028,14,INGENIERIA HIDRAULICA,10,4,70,22,113,22,20,18,2,4,0,0,8,6,2,2,2,0,0,0,0,0,26,26,3
90,U0028,15,INGENIERIA ZOOTECNISTA,10,4,70,62,63,62,50,15,2,5,0,3,20,20,10,2,2,0,0,0,0,0,26,26,3
91,U0028,16,MEDICINA HUMANA,14,4,70,32,347,32,31,20,2,12,0,5,25,25,15,2,2,0,0,0,0,0,26,26,3
92,U0028,17,MEDICINA VETERINARIA,10,4,70,52,59,52,50,22,1,2,0,15,27,25,10,2,2,0,0,0,0,0,26,26,3
93,U0028,18,OBSTETRICIA,10,4,70,43,226,43,40,20,2,10,0,2,25,23,10,2,2,0,0,0,0,0,26,26,3
94,U0028,19,SOCIOLOGIA,10,4,70,40,108,40,38,20,2,5,0,10,30,28,10,2,2,0,0,0,0,0,26,26,3
95,U0028,20,TURISMO Y HOTELERIA,10,4,70,38,153,38,36,20,2,4,0,3,25,23,10,2,2,0,0,0,0,0,26,26,3
252,U0029,1,INGENIERIA EN ENERGIA,10,4,60,50,148,49,49,17,1,6,0,1,46,24,27,2,2,0,0,0,0,0,178,12,4
253,U0029,2,INGENIERIA AGROINDUSTRIAL,10,4,56,55,215,55,54,15,1,6,0,5,58,45,38,2,2,0,0,0,0,0,178,12,4
254,U0029,3,INGENIERIA CIVIL,10,4,62,60,370,60,60,18,1,3,0,1,42,49,38,2,2,0,0,0,0,0,178,12,4
255,U0029,4,INGENIERIA DE SISTEMAS,10,4,55,55,184,55,55,18,1,4,0,3,43,23,26,2,2,0,0,0,0,0,178,12,4
525,U0030,2,AGRONOMIA,10,4,75,150,700,167,185,44,14,16,5,9,131,96,17,2,2,0,0,0,0,0,80,0,3
526,U0030,3,OBSTETRICIA,10,4,61,80,214,80,69,22,6,7,1,1,0,0,0,2,2,0,0,0,0,0,80,0,3
527,U0030,4,ARQUITECTURA,10,4,4,57,120,800,102,6,3,3,0,0,0,0,0,2,2,0,0,0,0,0,80,0,3
528,U0030,5,ENFERMERIA,10,4,62,140,397,140,476,56,13,30,1,9,106,106,61,2,2,0,0,0,0,0,80,0,3
529,U0030,6,MEDICINA VETERINARIA,11,4,65,120,120,800,1,1,1,0,0,0,35,28,18,2,2,0,0,0,0,0,80,0,3
530,U0030,7,FARMACIA Y BIOQUIMICA,10,4,83,130,1,147,66,72,9,51,0,0,112,131,139,2,2,0,0,0,0,0,80,0,3
531,U0030,8,INGENIERIA AMBIENTAL,10,4,66,80,1,80,75,17,16,0,0,0,53,0,0,2,2,0,0,0,0,0,80,0,3
532,U0030,9,INGENIERA DE SISTEMAS,10,4,67,1,1,1,750,19,1,1,1,1,0,0,0,2,2,0,0,0,0,0,80,0,3
533,U0030,10,INGENIERIA DE MINAS,10,4,66,50,130,30,320,15,4,7,1,1,25,28,24,2,2,0,0,0,0,0,80,0,3
534,U0030,11,INGENIERIA METALURGIA,10,4,57,50,32,30,311,14,1,10,1,1,29,34,19,2,2,0,0,0,0,0,80,0,3
535,U0030,12,DERECHO Y CIENCIAS POLITICAS,12,4,48,200,1,200,1952,42,6,28,8,0,159,145,105,2,2,0,0,0,0,0,80,0,4
536,U0030,13,INGENIERIA CIVIL,10,4,80,400,1250,800,240,46,8,15,8,3,122,120,55,2,2,0,0,0,0,0,80,0,3
537,U0030,14,INGENIERIA ELECTRICA,10,4,68,151,312,120,546,36,7,10,2,1,15,39,29,2,2,0,0,0,0,0,80,0,3
538,U0030,15,INGENIERIA MECANICA,10,4,72,198,774,164,682,47,13,25,3,4,28,78,128,2,2,0,0,0,0,0,80,0,3
539,U0030,16,ADMINISTRACION,10,5,82,106,326,106,77,33,2,14,7,0,50,44,15,2,2,0,0,0,0,0,80,0,3
540,U0030,17,INGENIERIA QUIMICA,10,4,60,120,1,1,1,22,4,16,1,1,92,70,0,2,2,0,0,0,0,0,80,0,3
541,U0030,18,INGENIERIA PETROQUIMICA,10,4,50,40,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,80,0,3
542,U0030,19,MEDICINA HUMANA,14,5,57,102,1076,102,1100,129,1,58,0,11,75,72,72,2,2,0,0,0,0,0,80,0,3
543,U0030,20,BIOLOGICA,10,5,57,129,159,92,258,33,1,17,0,8,62,0,0,2,2,0,0,0,0,0,80,0,3
544,U0030,21,CIENCIAS DE LA COMUNICACION,10,4,79,100,1,82,1,19,9,9,0,0,60,43,28,2,2,0,0,0,0,0,80,0,3
545,U0030,22,TURISMO,10,4,81,100,1,80,1,1,1,0,0,0,60,54,12,2,2,0,0,0,0,0,80,0,3
546,U0030,23,ARQUEOLOGIA,10,4,77,100,1,59,1,1,1,0,0,0,21,16,4,2,2,0,0,0,0,0,80,0,3
547,U0030,24,MATEMATICA,10,4,58,120,60,60,50,40,9,24,1,3,6,0,0,2,2,0,0,0,0,0,80,0,3
548,U0030,25,FISICA,10,4,50,30,1,17,17,20,1,1,0,0,0,0,0,2,2,0,0,0,0,0,80,0,3
549,U0030,26,EDUCACION ARTISTICA,10,4,79,89,1,15,92,1,1,0,0,0,22,22,18,2,2,0,0,0,0,0,80,0,3
550,U0030,27,EDUCACION FISICA,10,4,78,53,1,11,68,5,1,1,1,1,27,18,31,2,2,0,0,0,0,0,80,0,3
551,U0030,28,EDUCACION PRIMARIA,10,4,79,110,1,57,236,1,0,1,0,0,40,53,61,2,2,0,0,0,0,0,80,0,3
552,U0030,29,EDUCACION INICIAL,10,4,79,110,1,66,279,1,0,0,0,1,51,55,34,2,2,0,0,0,0,0,80,0,3
553,U0030,30,CIENCIAS BIOLOGICAS,10,4,79,89,1,29,82,5,1,0,0,1,22,28,34,2,2,0,0,0,0,0,80,0,3
554,U0030,31,CIENCIAS MATEMATICAS,10,4,80,89,1,24,77,1,0,0,0,1,15,24,35,2,2,0,0,0,0,0,80,0,3
555,U0030,32,HISTORIA Y GEOGRAFIA,10,4,80,76,1,22,85,1,0,0,0,1,9,37,28,2,2,0,0,0,0,0,80,0,3
556,U0030,33,LENGUA Y LITERATURA,10,4,80,119,1,41,210,1,0,0,0,1,39,55,53,2,2,0,0,0,0,0,80,0,3
557,U0030,34,FILOSOFIA PSICOLOGIA Y CIENCIAS SOCIALES,10,4,80,89,1,31,89,1,0,0,0,1,18,18,29,2,2,0,0,0,0,0,80,0,3
558,U0030,35,MATEMATICA E IN FORMATICA,10,4,58,120,60,60,50,40,9,24,0,0,6,0,0,2,2,0,0,0,0,0,80,0,3
559,U0030,36,INGENIERIA ALIMENTARIA,10,5,73,60,1,60,350,15,5,7,0,0,20,10,0,2,2,0,0,0,0,0,80,0,3
560,U0030,37,INGENIERIA PESQUERA,10,5,79,60,1,60,250,16,5,7,2,2,17,9,0,2,2,0,0,0,0,0,80,0,3
561,U0030,38,CONTABILIDAD,10,4,82,300,678,300,1400,32,8,18,1,0,106,202,231,2,2,0,0,0,0,0,80,0,3
562,U0030,39,ECONOMIA,10,5,90,100,1,164,691,28,7,15,0,5,120,100,50,2,2,0,0,0,0,0,80,0,3
563,U0030,40,NEGOCIOS INTERNACIONALES,10,5,90,100,1,164,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,80,0,3
198,U0031,1,INGENIERIA AGRONOMA,10,4,70,118,178,62,62,43,0,19,0,7,48,41,41,2,2,0,0,0,0,0,50,50,3
199,U0031,2,INGENIERIA AGROINDUSTRIAL,10,4,70,50,130,41,41,2,0,1,0,0,0,0,1,2,2,0,0,0,0,0,50,50,3
200,U0031,3,INGENIERIA FORESTAL,10,4,70,80,142,48,48,36,0,20,0,5,27,30,21,2,2,0,0,0,0,0,50,50,3
201,U0031,4,INGENIERIA AMBIENTAL,10,4,70,80,494,79,79,1,0,1,0,0,11,10,2,2,2,0,0,0,0,0,50,50,3
203,U0031,6,MEDICINA,14,4,70,60,500,57,57,39,0,4,0,1,24,21,21,2,2,0,0,0,0,0,50,50,3
205,U0031,8,ADMINISTRACION,10,4,70,100,500,100,100,25,0,12,0,5,37,41,37,2,2,0,0,0,0,0,50,50,3
206,U0031,9,CONTABILIDAD,10,4,70,140,500,136,136,25,0,6,0,1,52,73,39,2,2,0,0,0,0,0,50,50,3
207,U0031,10,INGENIERIA DE SISTEMAS,10,4,70,80,312,80,80,27,0,6,0,0,30,23,16,2,2,0,0,0,0,0,50,50,3
208,U0031,11,INGENIERIA CIVIL,10,4,70,80,500,80,80,2,0,1,0,0,0,0,1,2,2,0,0,0,0,0,50,50,3
209,U0031,12,DERECHO,12,4,70,120,500,120,120,36,0,12,0,8,60,71,37,2,2,0,0,0,0,0,50,50,3
211,U0031,14,EDUCACION PRIMARIA,10,4,70,20,31,20,20,1,1,0,0,0,7,15,7,2,2,0,0,0,0,0,50,50,3
218,U0031,16,EDUCACION SECUNDARIA,10,4,70,50,83,45,45,35,0,9,0,2,13,26,13,2,2,0,0,0,0,0,50,50,3
241,U0031,17,EDUCACION INICIAL,10,4,70,20,52,20,20,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,50,50,3
640,U0032,1,ENFERMERIA,10,4,55,126,374,104,590,60,15,21,5,7,40,65,63,2,2,0,0,0,0,0,110,0,5
641,U0032,2,OBSTETRICIA,10,4,60,122,190,96,471,31,1,3,0,0,22,60,60,2,2,0,0,0,0,0,110,0,5
642,U0032,3,ODONTOLOGIA,10,4,88,77,132,58,262,34,2,25,0,2,57,35,16,2,2,0,0,0,0,0,110,0,5
643,U0032,4,ZOOTECNIA,10,4,68,305,105,165,377,33,10,15,2,5,22,49,46,2,2,0,0,0,0,0,110,0,5
644,U0032,5,AGRONOMIA,10,4,84,130,296,342,789,30,5,13,2,1,25,47,41,2,2,0,0,0,0,0,110,0,5
648,U0032,6,INDUSTRIAS ALIMENTARIAS,10,4,70,138,28,55,103,13,3,6,2,0,0,10,9,2,2,0,0,0,0,0,110,0,5
649,U0032,7,ECONOMIA,10,4,61,121,86,104,423,19,3,15,0,1,23,24,20,2,2,0,0,0,0,0,110,0,5
650,U0032,8,CONTABILIDAD,10,4,56,196,449,164,577,25,3,15,2,1,42,65,103,2,2,0,0,0,0,0,110,0,5
651,U0032,9,ADMINISTRACION,10,4,62,114,866,95,505,20,3,15,1,1,44,27,53,2,2,0,0,0,0,0,55,0,5
