,Identificador,Nombre,Equipos,Saldo,Provincia,Distrito,Latitud,Longitud,Tipo,Giro,Clasificación,Trimestre1,Trimestre2,Trimestre3,Trimestre4
401,976014180,E000000106393,V,3971,CANTA,SAN BUENAVENTURA,-11.69711,-76.86797,MINORISTAS,BODEGA,C,606,668,680,366
402,990495493,E000000138155,V,176,CANTA,SAN BUENAVENTURA,-11.79374,-76.98324,MINORISTAS,FARMACIA,D,71,60,103,61
403,1.00E+11,E000000159585,U,18.48,CANTA,HUAROS,-11.72499,-76.96695,MINORISTAS,BODEGA,E,9,11,20,14
404,944425541,E000000021195,U,13838,CANTA,SANTA ROSA DE QUIVES,-11.7730565,-76.9794945,MINORISTAS,BODEGA,B,576,301,442,793
405,976564305,E000000108222,U,22,CANTA,CANTA,-11.46818,-76.6232,MINORISTAS,BODEGA,E,40,20,14,7
406,966683669,E000000077737,U,968,CANTA,CANTA,-11.6817382,-76.9248476,MINORISTAS,BODEGA,D,75,88,53,91
407,944806095,E000000021930,U,4906,CANTA,CANTA,-11.6949682,-76.847111,MINORISTAS,BODEGA,C,704,435,265,603
408,964945082,E000000073234,U,792,CANTA,SANTA ROSA DE QUIVES,-11.695033,-76.8471848,MINORISTAS,BODEGA,D,38,97,56,94
409,976495159,E000000107860,V,5247,CANTA,CANTA,-11.74893,-76.96769,MINORISTAS,BODEGA,C,557,513,697,854
410,1.00E+11,E000000159528,U,8261.22,CANTA,CANTA,-11.7286,-76.97057,MINORISTAS,KIOSKO,C,480,749,703,260
411,957870199,E000000056483,U,671,CANTA,HUAROS,-11.8042746,-76.9851235,MINORISTAS,BODEGA,D,48,124,98,99
412,976675963,E000000108796,V,2508,CANTA,CANTA,-11.6808,-76.90566,MINORISTAS,BODEGA,C,117,190,264,182
413,985284136,E000000127555,U,88,CANTA,SANTA ROSA DE QUIVES,-11.69937,-76.93664,MINORISTAS,BODEGA,E,33,24,18,7
414,995959812,E000000145851,U,58.52,CANTA,CANTA,-11.78653,-76.96658,MINORISTAS,BAZAR,E,30,19,24,32
415,978423037,E000000112429,V,2387,CANTA,CANTA,-11.87726,-77.01763,MINORISTAS,BODEGA,C,230,168,159,192
416,995783607,E000000144996,U,1001,CANTA,CANTA,-11.71142,-76.94281,MINORISTAS,BODEGA,C,70,52,100,63
417,1.00E+11,E000000159578,U,7871.6,CANTA,SANTA ROSA DE QUIVES,-11.72866,-76.97056,MINORISTAS,BODEGA,C,346,746,486,218
418,964428946,E000000070675,U,2123,CANTA,HUAROS,-11.6965682,-76.8467843,MINORISTAS,BODEGA,C,217,100,223,163
419,972807601,E000000098078,V,4136,CANTA,CANTA,-11.4681774,-76.6229264,MINORISTAS,BODEGA,C,249,559,210,594
420,998497319,E000000150842,U,3938,HUARAL,HUARAL,-11.46501,-77.23583,MINORISTAS,BODEGA,C,424,641,608,757
421,996634839,E000000148491,U,2475,HUARAL,HUARAL,-11.50218,-77.20495,MINORISTAS,"PUESTO	DE MERCADO",C,206,140,162,101
422,981768893,E000000121355,U,1430,HUARAL,CHANCAY,-11.55937,-77.17951,MINORISTAS,BOTICA,C,112,91,98,83
423,962677323,E000000067958,U,99,HUARAL,AUCALLAMA,-11.5644619,-77.1743913,MINORISTAS,BODEGA,E,29,27,34,44
424,996501562,E000000147979,U,1320,HUARAL,HUARAL,-11.5006,-77.21938,MINORISTAS,BOTICA,C,107,59,23,53
425,988935544,E000000135591,U,1089,HUARAL,HUARAL,-11.49688,-77.20885,MINORISTAS,BODEGA,C,80,45,69,46
426,951541568,E000000038104,U,12606,HUARAL,HUARAL,-11.501459,-77.213236,MINORISTAS,BOTICA,B,380,385,540,497
427,w004010114,E000000164130,U,3135,HUARAL,HUARAL,-11.50062,-77.21699,MINORISTAS,CABINA DE INTERNET,C,669,896,389,514
428,943237876,E000000019130,U,1485,HUARAL,HUARAL,-11.485813,-77.215209,MINORISTAS,BODEGA,C,86,66,72,93
429,15061000176,E000000158206,U,8514,HUARAL,HUARAL,-11.49466,-77.20634,MINORISTAS,BODEGA,C,696,522,573,235
430,996049832,E000000146286,U,1397,HUARAL,HUARAL,-11.49646,-77.20861,MINORISTAS,KIOSKO,C,65,111,69,47
431,939574755,E000000012961,U,847,HUARAL,HUARAL,-12.1359199,-76.9703126,MINORISTAS,BODEGA,D,81,101,86,84
432,999317175,E000000153802,U,2761,HUARAL,HUARAL,-11.4999,-77.20391,MINORISTAS,KIOSKO,C,92,145,158,213
433,969863427,E000000087224,U,44,HUARAL,CHANCAY,-11.4946098,-77.2101669,MINORISTAS,BODEGA,E,19,29,28,17
434,996200163,E000000146909,U,451,HUARAL,HUARAL,-11.50072,-77.21338,MINORISTAS,BODEGA,D,71,52,35,59
435,w004010124,E000000164137,U,1408,HUARAL,HUARAL,-11.49444,-77.20439,MINORISTAS,BODEGA,C,63,12,42,89
436,985715115,E000000129723,U,374,HUARAL,HUARAL,-11.86119,-77.08909,MINORISTAS,BODEGA,D,52,31,84,25
437,961061259,E000000062693,U,2211,HUARAL,HUARAL,-11.4965775,-77.2086211,MINORISTAS,BODEGA,C,267,228,149,314
438,939190515,E000000011744,U,1782,HUARAL,CHANCAY,-11.4978188,-77.2141713,MINORISTAS,BODEGA,C,37,103,115,79
439,w004010062,E000000164095,U,1001,HUARAL,HUARAL,-11.49461,-77.20986,MINORISTAS,BOTICA,C,100,78,67,69
440,990475847,E000000138010,U,1122,HUARAL,HUARAL,-11.50218,-77.20495,MINORISTAS,"PUESTO	DE MERCADO",C,82,89,77,98
441,980296078,E000000120091,U,187,HUARAL,HUARAL,-11.55937,-77.17951,MINORISTAS,BODEGA,D,39,66,45,81
442,985233066,E000000127315,V,1045,HUARAL,HUARAL,-11.49099,-77.20614,MINORISTAS,BODEGA,C,30,72,75,35
443,5143846633,E000000156678,U,13970,HUARAL,HUARAL,-11.49391,-77.20696,MINORISTAS,BODEGA,B,344,468,702,177
444,998832182,E000000152187,U,935,HUARAL,HUARAL,-11.50146,-77.21324,MINORISTAS,BOTICA,D,54,89,48,63
445,985494436,E000000128688,U,220,HUARAL,HUARAL,-11.49462,-77.21015,MINORISTAS,BODEGA,D,40,45,64,73
446,938442439,E000000008585,U,1782,HUARAL,HUARAL,-11.4946098,-77.2101669,MINORISTAS,BODEGA,C,76,72,71,62
447,963621080,E000000069284,U,5192,HUARAL,CHANCAY,-11.5741353,-77.2663772,MINORISTAS,BODEGA,C,744,543,604,651
448,996007087,E000000146081,U,22,HUARAL,HUARAL,-11.49592,-77.20659,MINORISTAS,BODEGA,E,28,22,15,13
449,5140876341,E000000156662,U,1210,HUARAL,HUARAL,-11.49689,-77.20884,MINORISTAS,BODEGA,C,75,55,101,30
450,979017655,E000000114486,U,2266,HUARAL,HUARAL,-11.49017,-77.20243,MINORISTAS,BODEGA,C,170,213,111,145
451,996216650,E000000146973,V,2882,HUARAL,HUARAL,-11.49864,-77.19775,MINORISTAS,BODEGA,C,208,73,227,123
452,945637702,E000000025059,U,44,HUARAL,HUARAL,-11.5001719,-77.2318613,MINORISTAS,BODEGA,E,48,22,44,20
453,996006279,E000000146075,U,33,HUARAL,HUARAL,-11.49501,-77.20704,PERSONAL,PERSONAL,E,24,23,35,17
454,990606657,E000000138732,U,1936,HUARAL,HUARAL,-11.49388,-77.20112,MINORISTAS,"PUESTO	DE MERCADO",C,206,44,192,99
455,996229267,E000000147029,U,836,HUARAL,HUARAL,-11.48493,-77.2159,MINORISTAS,BODEGA,D,69,58,52,69
456,15061000314,E000000158210,V,2519,HUARAL,CHANCAY,-11.58235,-77.26858,MINORISTAS,BODEGA,C,154,118,220,198
457,981644247,E000000120792,U,2409,HUARAL,HUARAL,-11.48464,-77.21903,MINORISTAS,BODEGA,C,254,113,180,160
458,962955911,E000000068759,U,1496,HUARAL,CHANCAY,-11.5593704,-77.179505,MINORISTAS,BODEGA,C,53,117,98,45
459,968864220,E000000083003,U,9405,HUARAL,CHANCAY,-12.109422,-77.0283813,MINORISTAS,BODEGA,C,443,509,489,516
460,996006738,E000000146077,U,1034,HUARAL,HUARAL,-12.1343545,-76.9679241,PERSONAL,PERSONAL,C,87,57,77,55
461,947954639,E000000029176,U,671,HUARAL,CHANCAY,-11.5707598,-77.2689209,MINORISTAS,BODEGA,D,89,60,76,71
462,932856167,E000000004824,V,891,HUARAL,SUMBILCA,-11.4965119,-77.2117713,MINORISTAS,BODEGA,D,50,100,75,76
463,985218323,E000000127201,U,1320,HUARAL,CHANCAY,-11.56604,-77.2702,MINORISTAS,BODEGA,C,115,65,68,89
464,984670981,E000000124994,U,10824,HUARAL,HUARAL,-11.50046,-77.21889,MINORISTAS,BODEGA,B,284,262,563,346
465,964746301,E000000072151,U,2783,HUARAL,HUARAL,-11.493048,-77.2035907,MINORISTAS,CABINA DE INTERNET,C,227,192,218,229
466,51971245358,E000000158293,U,5698,HUARAL,HUARAL,-11.4941,-77.20771,MINORISTAS,BODEGA,C,428,518,636,460
467,5104643464,E000000156618,U,1925,HUARAL,HUARAL,-11.49365,-77.20283,MINORISTAS,CABINA DE INTERNET,C,134,187,155,143
468,w004010231,E000000164376,U,2596,HUARAL,CHANCAY,-11.55883,-77.27263,MINORISTAS,CABINA DE INTERNET,C,261,202,252,174
469,969019312,E000000083843,V,1078,HUARAL,CHANCAY,-12.039387,-77.057765,MINORISTAS,BODEGA,C,90,103,94,42
470,w004010025,E000000164068,U,770,HUARAL,HUARAL,-11.49001,-77.20636,MINORISTAS,BODEGA,D,91,94,62,100
471,969525349,E000000086108,V,1639,HUARAL,HUARAL,-11.491795,-77.20335,MINORISTAS,BODEGA,C,86,109,94,77
472,965954127,E000000075037,U,2288,HUARAL,HUARAL,-11.50175,-77.217635,MINORISTAS,BODEGA,C,222,241,251,206
473,988741927,E000000134689,U,1485,HUARAL,HUARAL,-11.55937,-77.17951,MINORISTAS,BODEGA,C,48,114,9,100
474,w004010279,E000000164381,U,8107,HUARAL,CHANCAY,-11.55937,-77.17951,MINORISTAS,BODEGA,C,934,616,634,590
475,5140568941,E000000156659,U,1650,HUARAL,HUARAL,-11.49962,-77.20312,MINORISTAS,CABINA DE INTERNET,C,125,62,24,56
476,995326279,E000000142964,U,572,HUARAL,CHANCAY,-11.57413,-77.26637,MINORISTAS,BODEGA,D,70,74,42,84
477,985219749,E000000127212,U,847,HUARAL,HUARAL,-11.49647,-77.21048,MINORISTAS,BODEGA,D,107,68,125,40
478,995330760,E000000142984,V,4466,HUARAL,HUARAL,-11.49603,-77.20725,MINORISTAS,BODEGA,C,122,295,249,448
479,w004010117,E000000164131,U,9768,HUARAL,HUARAL,-11.49573,-77.20366,MINORISTAS,BODEGA,C,211,671,465,653
480,w004010066,E000000164097,U,1397,HUARAL,HUARAL,-11.49344,-77.21748,MINORISTAS,BOTICA,C,119,43,58,48
481,943801821,E000000020224,U,1364,HUARAL,CHANCAY,-11.594725,-77.256757,MINORISTAS,CABINA DE INTERNET,C,62,99,75,93
482,w004010179,E000000164174,V,1265,HUARAL,HUARAL,-11.47243,-77.22616,MINORISTAS,BODEGA,C,82,58,88,72
483,963956983,E000000069938,U,4708,HUARAL,HUARAL,-11.495367,-77.199377,MINORISTAS,BODEGA,C,501,567,287,711
484,w004010122,E000000164135,U,1188,HUARAL,HUARAL,-11.49551,-77.20586,MINORISTAS,CABINA DE INTERNET,C,27,117,46,84
485,969486100,E000000085913,V,418,HUARAL,HUARAL,-11.4945919,-77.2045213,PERSONAL,PERSONAL,D,31,106,52,54
486,51957579004,E000000158290,U,2464,HUARAL,HUARAL,-11.49393,-77.20703,MINORISTAS,BODEGA,C,51,184,203,228
487,w004010075,E000000164104,V,4114,HUARAL,HUARAL,-11.49758,-77.23389,MINORISTAS,BODEGA,C,528,544,505,693
488,988276568,E000000132390,V,2277,HUARAL,CHANCAY,-11.56189,-77.26958,MINORISTAS,BODEGA,C,134,38,172,231
489,968864180,E000000083002,U,3465,HUARAL,CHANCAY,-12.778262,-76.4179325,MINORISTAS,CABINA DE INTERNET,C,532,749,903,426
490,985431172,E000000128332,U,891,HUARAL,HUARAL,-11.49476,-77.20627,PERSONAL,PERSONAL,D,100,61,9,104
491,5143741424,E000000156677,U,1265,HUARAL,HUARAL,-11.48737,-77.21123,MINORISTAS,BODEGA,C,103,41,53,50
492,w004010180,E000000164175,U,3619,HUARAL,CHANCAY,-11.48889,-77.21255,MINORISTAS,BODEGA,C,442,380,627,400
493,978009360,E000000110847,U,1111,HUARAL,HUARAL,-11.50239,-77.21968,MINORISTAS,BODEGA,C,62,37,91,62
494,w004010247,E000000164377,U,7524,HUARAL,CHANCAY,-11.569,-77.26758,MINORISTAS,BODEGA,C,649,405,126,382
495,996565218,E000000148205,U,5588,HUARAL,CHANCAY,-11.56612,-77.27044,MINORISTAS,BODEGA,C,497,796,732,389
496,w004010092,E000000164113,U,110,HUARAL,CHANCAY,-11.4985,-77.202,MINORISTAS,CABINA DE INTERNET,D,32,49,28,31
497,980066091,E000000118769,U,3190,HUARAL,HUARAL,-11.50218,-77.20495,MINORISTAS,"PUESTO	DE MERCADO",C,719,844,199,280
498,943047595,E000000018237,U,4059,HUARAL,HUARAL,-11.493881,-77.201118,MINORISTAS,BODEGA,C,339,612,91,329
499,w004010141,E000000164148,U,1650,HUARAL,HUARAL,-11.50079,-77.1981,MINORISTAS,BODEGA,C,49,83,96,92
500,945767855,E000000025670,V,1562,HUARAL,HUARAL,-11.4971457,-77.2132042,MINORISTAS,BODEGA,C,6,109,94,86
501,953687855,E000000043276,U,957,HUARAL,HUARAL,-11.560559,-77.26838,MINORISTAS,BODEGA,D,92,113,62,82
502,988595325,E000000134099,V,3487,HUARAL,HUARAL,-11.49809,-77.20265,MINORISTAS,BODEGA,C,321,753,472,444
503,976776313,E000000109289,U,3498,HUARAL,HUARAL,-11.49508,-77.20875,MINORISTAS,BODEGA,C,268,855,469,558
504,999528281,E000000154523,U,88,HUARAL,CHANCAY,-11.49785,-77.21418,MINORISTAS,GRIFO,E,35,14,42,36
505,995583620,E000000144194,U,748,HUARAL,HUARAL,-11.49784,-77.21444,MINORISTAS,BODEGA,D,45,70,99,72
506,990954067,E000000140294,U,1496,HUARAL,HUARAL,-11.49632,-77.2135,MINORISTAS,BODEGA,C,109,47,67,126
507,964991925,E000000073435,U,4829,HUARAL,HUARAL,-11.488889,-77.212545,MINORISTAS,CABINA DE INTERNET,C,302,485,625,408
508,985824822,E000000130187,U,1375,HUARAL,HUARAL,-11.50187,-77.22039,MINORISTAS,BODEGA,C,90,57,55,94
509,950613524,E000000036040,V,1430,HUARAL,HUARAL,-11.4946203,-77.2101517,MINORISTAS,BODEGA,C,87,68,87,55
510,932816450,E000000004680,U,5698,HUARAL,AUCALLAMA,-11.5644619,-77.1743913,MINORISTAS,AMBULANTE,C,615,809,493,318
511,957834850,E000000056313,U,1518,HUARAL,HUARAL,-11.4946203,-77.2101517,MINORISTAS,BODEGA,C,33,43,85,69
512,954024811,E000000043912,U,176,HUARAL,HUARAL,-11.4944221,-77.2046576,MINORISTAS,BODEGA,D,29,34,70,63
513,957837575,E000000056324,U,1617,HUARAL,AUCALLAMA,-11.5593704,-77.179505,MINORISTAS,GRIFO,C,102,45,75,48
514,969608769,E000000086491,U,3025,HUARAL,AUCALLAMA,-11.5593704,-77.179505,MINORISTAS,BODEGA,C,706,500,730,703
515,w004010285,E000000164382,U,7161,HUARAL,CHANCAY,-11,-77,MINORISTAS,BODEGA,C,895,217,451,512
516,956070557,E000000049852,U,3399,HUARAL,HUARAL,-11.4987019,-77.2140113,MINORISTAS,BODEGA,C,796,632,603,621
517,994486568,E000000141060,U,781,HUARAL,HUARAL,-11.49182,-77.20712,MINORISTAS,KIOSKO,D,93,88,69,107
518,15061000273,E000000158209,U,2970,HUARAL,HUARAL,-11.49287,-77.20754,MINORISTAS,CABINA DE INTERNET,C,551,878,771,426
519,996006287,E000000146076,U,7711,HUARAL,HUARAL,-11.49326,-77.19746,MINORISTAS,BODEGA,C,397,378,223,604
520,976559870,E000000108192,U,1276,HUARAL,HUARAL,-11.49652,-77.21177,MINORISTAS,BODEGA,C,121,79,81,69
521,w004010186,E000000164178,U,55,HUARAL,HUARAL,-11.48976,-77.20959,PERSONAL,PERSONAL,E,25,26,27,25
522,5115967621,E000000156647,U,1848,HUARAL,HUARAL,-11.496,-77.20821,MINORISTAS,BODEGA,C,135,43,25,37
523,w004010295,E000000164385,U,5478,HUARAL,CHANCAY,-11.56612,-77.26901,MINORISTAS,BODEGA,C,637,520,511,700
524,957879973,E000000056520,U,44,HUARAL,HUARAL,-11.4975196,-77.2075415,MINORISTAS,BODEGA,E,12,26,7,16
525,971098915,E000000092815,U,2365,HUARAL,AUCALLAMA,-11.5593704,-77.179505,MINORISTAS,BODEGA,C,215,186,154,171
526,w004010163,E000000164162,U,2915,HUARAL,HUARAL,-11.48918,-77.20112,MINORISTAS,BODEGA,C,31,147,175,180
527,974961181,E000000101613,U,1540,HUARAL,AUCALLAMA,-11.55937,-77.17951,MINORISTAS,BODEGA,C,34,78,37,87
528,996478752,E000000147895,V,3047,HUARAL,HUARAL,-11.50024,-77.21303,MINORISTAS,BODEGA,C,562,169,623,201
529,998914103,E000000152444,U,2607,HUARAL,HUARAL,-11.48908,-77.20473,MINORISTAS,BODEGA,C,174,232,99,180
530,w004010172,E000000164169,U,1342,HUARAL,HUARAL,-11.50384,-77.22588,MINORISTAS,BAZAR,C,34,62,99,119
531,975521899,E000000104497,U,143,HUARAL,HUARAL,-11.49326,-77.19746,PERSONAL,PERSONAL,D,15,20,21,8
532,975090767,E000000102577,U,5005,HUARAL,HUARAL,-11.49087,-77.21029,MINORISTAS,BODEGA,C,645,634,362,355
533,988599167,E000000134116,V,3740,HUARAL,HUARAL,-11.48966,-77.2033,MINORISTAS,BODEGA,C,457,311,551,884
534,999568116,E000000154683,U,3432,HUARAL,HUARAL,-11.49529,-77.21716,MINORISTAS,BODEGA,C,563,653,704,482
535,5115753358,E000000156637,V,1166,HUARAL,HUARAL,-11.49227,-77.19936,MINORISTAS,BODEGA,C,109,89,95,88
536,979490747,E000000116426,U,2013,HUARAL,HUARAL,-11.49693,-77.19894,MINORISTAS,"PUESTO	DE MERCADO",C,134,173,167,137
537,973850927,E000000099468,U,1331,HUARAL,HUARAL,-11.5011761,-77.2132777,MINORISTAS,BODEGA,C,79,113,128,85
538,985824824,E000000130188,V,2541,HUARAL,HUARAL,-11.50218,-77.20495,MINORISTAS,"PUESTO	DE MERCADO",C,231,112,242,263
539,945674190,E000000025238,U,3999.6,HUARAL,AUCALLAMA,-11.5011719,-77.2132713,MINORISTAS,BODEGA,C,426,457,222,611
540,971660288,E000000095641,U,2706,HUARAL,CHANCAY,-11.5633922,-77.2683211,MINORISTAS,BODEGA,C,163,195,165,119
541,954976211,E000000046927,U,2563,HUARAL,HUARAL,-11.4987018,-77.2140183,MINORISTAS,BODEGA,C,107,172,182,231
542,995008715,E000000141541,U,1958,HUARAL,AUCALLAMA,-11.56446,-77.17439,MINORISTAS,BODEGA,C,124,286,200,175
543,946800302,E000000026617,U,3388,HUARAL,HUARAL,-11.4946098,-77.2101669,MINORISTAS,BODEGA,C,677,183,689,659
544,973967998,E000000099994,U,1914,HUARAL,HUARAL,-11.49308,-77.21027,MINORISTAS,BODEGA,C,223,209,146,103
545,975212736,E000000103116,U,726,HUARAL,HUARAL,-11.49097,-77.20363,MINORISTAS,BODEGA,D,88,48,87,98
546,990935714,E000000140215,U,4466,HUARAL,HUARAL,-11.49927,-77.20452,MINORISTAS,BODEGA,C,534,624,632,294
547,w0053200622,E000000172303,U,22,HUAROCHIRI,HUAROCHIRI,-12.134354,-76.967924,MINORISTAS,BODEGA,E,22,24,17,35
548,984598624,E000000124528,U,26072.2,HUAROCHIRI,HUAROCHIRI,-11.91088,-76.59036,MINORISTAS,BODEGA,B,675,187,556,337
549,945942749,E000000026366,V,7293,HUAROCHIRI,HUAROCHIRI,-11.8852802,-76.4460932,MINORISTAS,BODEGA,C,536,520,540,796
550,977226609,E000000110419,U,5623.2,HUAROCHIRI,HUAROCHIRI,-11.84354,-76.38269,MINORISTAS,BODEGA,C,308,311,618,348
551,985992204,E000000130937,V,2181.52,HUAROCHIRI,SAN MATEO DE OTAO,-12.04511,-76.94113,MINORISTAS,BODEGA,C,187,177,188,205
552,935930416,E000000005703,U,3470.72,HUAROCHIRI,HUAROCHIRI,-11.911636,-76.539655,MINORISTAS,BODEGA,C,687,556,700,380
553,980132043,E000000119167,U,7149.34,HUAROCHIRI,MATUCANA,-11.83385,-76.37386,MINORISTAS,BODEGA,C,694,465,600,894
554,988221962,E000000132066,U,55.88,HUAROCHIRI,HUAROCHIRI,-11.63878,-76.23292,MINORISTAS,BODEGA,E,33,45,20,28
555,990449396,E000000137860,U,2354,HUAROCHIRI,MATUCANA,-11.88474,-76.4454,MINORISTAS,BODEGA,C,168,123,215,167
556,970965001,E000000089673,U,4160.2,HUAROCHIRI,SAN MATEO,-11.758948,-76.300163,MINORISTAS,BODEGA,C,615,530,425,702
557,970968732,E000000089981,U,6204,HUAROCHIRI,SAN MATEO,-11.757854,-76.301328,MINORISTAS,BODEGA,C,560,326,580,201
558,990722455,E000000139274,V,9240,HUAROCHIRI,HUAROCHIRI,-11.63878,-76.23292,MINORISTAS,BODEGA,C,411,435,485,600
559,971479799,E000000094742,U,4048,HUAROCHIRI,HUAROCHIRI,-12.0404162,-76.9338482,MINORISTAS,BODEGA,C,476,310,504,542
560,995520283,E000000143899,U,6682.28,HUAROCHIRI,SURCO,-11.87741,-76.43301,MINORISTAS,BODEGA,C,345,369,535,383
561,990766904,E000000139504,U,7101.6,HUAROCHIRI,HUAROCHIRI,-11.91874,-76.56338,AUTOSERVICIO,MINI MERCADO,C,416,741,688,409
562,943936302,E000000020834,V,6908,HUAROCHIRI,SANTA EULALIA,-10.0845718,-76.6113586,MINORISTAS,BODEGA,C,810,435,563,305
563,990226000,E000000136979,U,132,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,-11.91197,-76.53983,MINORISTAS,BODEGA,D,32,32,35,28
564,943016015,E000000018067,U,5060,HUAROCHIRI,HUAROCHIRI,-11.934354,-76.694477,MINORISTAS,"PUESTO	DE MERCADO",C,561,799,316,614
565,975313801,E000000103659,U,3498,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,-12.21913,-76.51422,MINORISTAS,FARMACIA,C,570,575,431,392
566,w0053200619,E000000172300,U,8118,HUAROCHIRI,MATUCANA,-11.81367,-76.35488,MINORISTAS,BODEGA,C,410,713,410,428
567,957947681,E000000056887,U,19.8,HUAROCHIRI,HUAROCHIRI,-11.7556992,-76.2963503,MINORISTAS,BODEGA,E,18,12,15,10
568,954803184,E000000046098,V,2981,HUAROCHIRI,MATUCANA,-11.8456728,-76.3865421,MINORISTAS,BODEGA,C,406,593,524,202
569,956822491,E000000053767,U,539,HUAROCHIRI,HUAROCHIRI,-11.9403246,-76.6944255,MINORISTAS,BODEGA,D,61,44,66,67
570,964857207,E000000072748,U,1474,HUAROCHIRI,HUAROCHIRI,-11.91013,-76.59061,MINORISTAS,"PUESTO	DE MERCADO",C,69,83,109,94
571,956427506,E000000052288,U,5834.4,HUAROCHIRI,HUAROCHIRI,-11.8460945,-76.3867605,MINORISTAS,LIBRERIA,C,491,144,435,444
572,945245865,E000000023574,V,1950.08,HUAROCHIRI,SAN MATEO,-11.76028,-76.300599,MINORISTAS,BODEGA,C,180,139,208,178
573,980358153,E000000120362,U,1072.5,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,-11.91115,-76.54032,MINORISTAS,FARMACIA,C,42,56,98,72
574,996556330,E000000148182,U,2959,HUAROCHIRI,HUAROCHIRI,-11.88429,-76.44466,MINORISTAS,BODEGA,C,598,627,398,238
575,998829651,E000000152180,V,2722.06,HUAROCHIRI,HUAROCHIRI,-11.9145,-76.61076,MINORISTAS,LIBRERIA,C,128,230,213,221
576,970964941,E000000089668,U,9066.2,HUAROCHIRI,HUAROCHIRI,-12.012989,-76.906044,MINORISTAS,BAZAR,C,362,292,683,806
577,971429252,E000000094488,U,6410.8,HUAROCHIRI,HUAROCHIRI,-11.826657,-76.618019,MINORISTAS,BODEGA,C,336,415,651,504
578,946980213,E000000027001,U,18651.6,HUAROCHIRI,HUAROCHIRI,-12.0543301,-76.9638702,MINORISTAS,BODEGA,B,733,408,493,167
579,998553932,E000000151027,U,44,HUAROCHIRI,SAN MATEO,-11.87162,-76.2401,MINORISTAS,BODEGA,E,16,28,19,8
580,978156853,E000000111602,U,2311.1,HUAROCHIRI,SAN MATEO,-11.75939,-76.30053,MINORISTAS,FARMACIA,C,306,136,245,183
581,990509318,E000000138225,U,10425.8,HUAROCHIRI,SAN MATEO,-12.05613,-77.02679,MINORISTAS,BODEGA,B,325,697,431,874
582,w0053200592,E000000172275,U,3212,HUAROCHIRI,MATUCANA,-11.81367,-76.35488,MINORISTAS,BODEGA,C,771,440,473,567
583,946916546,E000000026797,U,1716,HUAROCHIRI,CHICLA,-11.7067404,-76.2674637,MINORISTAS,BODEGA,C,95,79,99,86
584,970976298,E000000090719,U,1166,HUAROCHIRI,HUAROCHIRI,-11.934576,-76.694586,MINORISTAS,BODEGA,C,96,108,98,94
585,985438995,E000000128375,U,46.2,HUAROCHIRI,HUAROCHIRI,-12.05437,-76.96414,MINORISTAS,BODEGA,E,25,23,48,28
586,998683618,E000000151516,U,20.68,HUAROCHIRI,SAN MATEO,-12.01299,-76.90604,MINORISTAS,BAZAR,E,15,16,25,39
587,969074571,E000000084216,U,688.6,HUAROCHIRI,CHICLA,-11.6512314,-76.2389602,MINORISTAS,BODEGA,D,63,76,109,89
588,990849803,E000000139857,U,237.6,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,-11.8842,-76.44284,MINORISTAS,BODEGA,D,17,82,31,58
589,952264175,E000000040437,U,4996.2,HUAROCHIRI,SAN MATEO,-11.92294,-76.622849,MINORISTAS,BODEGA,C,561,252,465,796
590,950551172,E000000035775,U,308,HUAROCHIRI,HUAROCHIRI,-12.0601298,-76.9771506,MINORISTAS,BODEGA,D,101,69,85,78
591,988129416,E000000131633,U,583,HUAURA,SAYAN,-11.1349,-77.19214,MINORISTAS,BODEGA,D,35,75,4,36
592,952538296,E000000040797,U,2673,HUAURA,SANTA MARIA,-11.1066352,-77.57604,MINORISTAS,BODEGA,C,196,247,215,197
593,995441748,E000000143573,U,33,HUAURA,HUACHO,-11.10714,-77.60653,MINORISTAS,BODEGA,E,41,31,28,16
594,w004010178,E000000164173,U,68860,HUAURA,HUACHO,-11.10525,-77.6153,MINORISTAS,BOTICA,B,618,611,479,150
595,959510136,E000000060685,U,473,HUAURA,SANTA MARIA,-11.09811,-77.588166,MINORISTAS,BODEGA,D,81,38,68,35
596,969665850,E000000086755,U,946,HUAURA,HUACHO,-11.12749,-77.610669,MINORISTAS,BODEGA,D,100,112,44,88
597,959867465,E000000061750,V,3454,HUAURA,SANTA MARIA,-11.0890747,-77.5745644,MINORISTAS,BODEGA,C,619,633,319,696
598,971610481,E000000095382,U,2167,HUAURA,HUACHO,-11.095557,-77.625926,MINORISTAS,BODEGA,C,274,206,99,189
599,953916984,E000000043420,U,5346,HUAURA,SAYAN,-11.1349009,-77.192143,MINORISTAS,BODEGA,C,380,483,432,663
600,971615856,E000000095415,V,1067,HUAURA,HUACHO,-11.130226,-77.610431,MINORISTAS,BODEGA,C,109,60,63,67
601,998016625,E000000150174,U,4521,HUAURA,SANTA MARIA,-11.08592,-77.57149,PERSONAL,PERSONAL,C,513,791,340,642
602,990177138,E000000136738,U,2706,HUAURA,HUACHO,-11.10521,-77.61317,MINORISTAS,BODEGA,C,153,168,204,163
