"","0","Identificador","Nombre","Equipos","Saldo","Provincia","Distrito","Latitud","Longitud","Tipo","Giro","Clasificación","Trimestre1","Trimestre2","Trimestre3","Trimestre4"
"6564",6564,"971491836","E000000094800","U",2816,"LIMA","ATE",-12.0381804,-76.8931808,"MINORISTAS","BODEGA","C",168,186,232,137
"6565",6565,"971493711","E000000094813","V",1001,"LIMA","SAN JUAN DE LURIGANCHO",-11.9947,-77.0086,"MINORISTAS","FARMACIA","C",84,85,48,45
"6566",6566,"971494198","E000000094814","U",176,"LIMA","CHORRILLOS",-12.209601,-77.0192762,"MINORISTAS","BODEGA","D",67,52,55,78
"6567",6567,"971494729","E000000094818","U",858,"LIMA","COMAS",-11.9123,-76.9958,"MINORISTAS","BODEGA","D",86,90,98,93
"6568",6568,"971497186","E000000094830","U",1921.92,"LIMA","EL AGUSTINO",-12.034194,-76.995745,"MINORISTAS","BODEGA","C",164,283,119,186
"6569",6569,"971498914","E000000094845","U",18865,"LIMA","LA VICTORIA",-12.06449,-77.013463,"MINORISTAS","BODEGA","B",528,749,587,550
"6570",6570,"971502800","E000000094863","U",704,"LIMA","PUENTE PIEDRA",-11.843055,-77.075614,"MINORISTAS","BODEGA","D",116,63,65,116
"6571",6571,"971505619","E000000094870","V",1301.52,"LIMA","PACHACAMAC",-12.1222145,-76.8717011,"MINORISTAS","BODEGA","C",70,71,68,45
"6572",6572,"971508300","E000000094885","U",2299,"LIMA","SAN JUAN DE MIRAFLORES",-12.1663,-76.9748,"MINORISTAS","BODEGA","C",218,138,295,127
"6573",6573,"971509704","E000000094894","U",5742,"LIMA","LURIN",-12.2952073,-76.8511213,"MINORISTAS","BODEGA","C",513,625,590,745
"6574",6574,"971509785","E000000094895","U",44,"LIMA","LIMA",-12.0745626,-77.0368899,"MINORISTAS","BOTICA","E",34,18,12,20
"6575",6575,"971509824","E000000094896","U",1386,"LIMA","LOS OLIVOS",-11.9407908,-77.0744242,"MINORISTAS","BODEGA","C",49,112,71,57
"6576",6576,"971518184","E000000094927","U",572,"LIMA","SAN JUAN DE MIRAFLORES",-12.1607,-76.9681,"MINORISTAS","FERRETERIA","D",51,83,51,49
"6577",6577,"971518237","E000000094928","V",2530,"LIMA","ATE",-12.0252865,-76.9212812,"MINORISTAS","BODEGA","C",49,119,209,204
"6578",6578,"971521991","E000000094941","V",4158,"LIMA","SAN JUAN DE LURIGANCHO",-11.9246,-76.96,"MINORISTAS","BODEGA","C",638,659,764,591
"6579",6579,"971523434","E000000094947","U",50.82,"LIMA","PACHACAMAC",-12.112264,-76.873221,"MINORISTAS","BODEGA","E",29,31,36,19
"6580",6580,"971523980","E000000094950","U",198,"LIMA","SAN MARTIN DE PORRES",-12.0274124,-77.0607548,"MINORISTAS","BODEGA","D",79,103,35,56
"6581",6581,"971524018","E000000094951","U",1221,"LIMA","SAN MARTIN DE PORRES",-12.02482,-77.06035,"MINORISTAS","BODEGA","C",55,86,76,37
"6582",6582,"971524454","E000000094953","U",2387,"HUAURA","VEGUETA",-10.971896,-77.618292,"MINORISTAS","BODEGA","C",224,142,180,267
"6583",6583,"971528588","E000000094973","U",2662,"HUAURA","HUACHO",-11.1063555,-77.601036,"MINORISTAS","BODEGA","C",157,147,211,100
"6584",6584,"971529300","E000000094979","U",5632,"LIMA","BREÑA",-12.0546,-77.0423,"PERSONAL","PERSONAL","C",560,609,651,456
"6585",6585,"971529466","E000000094981","U",3025,"LIMA","VILLA EL SALVADOR",-12.2266651,-76.9203713,"MINORISTAS","BODEGA","C",686,545,585,555
"6586",6586,"971531342","E000000094991","U",37939,"LIMA","SAN JUAN DE LURIGANCHO",-12.0007,-76.9965,"MINORISTAS","BODEGA","B",634,229,521,385
"6587",6587,"971536971","E000000095034","U",5775,"LIMA","PUEBLO LIBRE",-12.084025,-77.062046,"MINORISTAS","BODEGA","C",746,791,300,581
"6588",6588,"971536980","E000000095035","U",1364,"LIMA","SURQUILLO",-12.1087,-77.0243,"MINORISTAS","BODEGA","C",14,81,57,92
"6589",6589,"971538693","E000000095042","U",2574,"LIMA","ATE",-12.0385618,-76.9287491,"MINORISTAS","BODEGA","C",71,151,221,242
"6590",6590,"971539589","E000000095046","U",1892,"LIMA","SAN MARTIN DE PORRES",-12.0191969,-77.0811263,"MINORISTAS","BODEGA","C",91,81,73,57
"6591",6591,"971539695","E000000095047","U",2200,"LIMA","BREÑA",-12.054675,-77.042856,"MINORISTAS","BOTICA","C",154,78,255,247
"6592",6592,"971542022","E000000095058","V",1133,"LIMA","CARABAYLLO",-11.8585636,-77.0146182,"MINORISTAS","BODEGA","C",92,99,75,110
"6593",6593,"971551358","E000000095095","U",1628,"LIMA","ATE",-12.0121,-76.8239,"MINORISTAS","BODEGA","C",46,74,125,74
"6594",6594,"971552208","E000000095100","V",2541,"CAÑETE","SAN VICENTE DE CAÑETE",-13.0762,-76.381,"MINORISTAS","BODEGA","C",137,277,156,198
"6595",6595,"971552522","E000000095102","U",1122,"LIMA","VILLA MARIA DEL TRIUNFO",-12.206707,-76.9216254,"MINORISTAS","BODEGA","C",82,61,120,69
"6596",6596,"971558335","E000000095132","V",3520,"LIMA","SAN JUAN DE MIRAFLORES",-12.1287415,-76.9611023,"MINORISTAS","BODEGA","C",225,451,435,373
"6597",6597,"971558618","E000000095133","U",462,"LIMA","SAN JUAN DE MIRAFLORES",-12.1410355,-76.9725368,"MINORISTAS","BODEGA","D",75,41,115,103
"6598",6598,"971559008","E000000095135","U",814,"LIMA","VILLA MARIA DEL TRIUNFO",-12.181,-76.9262,"MINORISTAS","BAZAR","D",73,52,98,113
"6599",6599,"971559520","E000000095138","U",2288,"LIMA","EL AGUSTINO",-12.048714,-77.004293,"MINORISTAS","BAZAR","C",150,164,155,187
"6600",6600,"971562122","E000000095153","U",7678,"LIMA","ATE",-12.0381804,-76.8931808,"MINORISTAS","BODEGA","C",259,429,438,489
"6601",6601,"971565773","E000000095167","U",1375,"LIMA","SAN MARTIN DE PORRES",-11.9869159,-77.0933807,"MINORISTAS","BODEGA","C",45,60,103,65
"6602",6602,"971565841","E000000095168","V",99,"LIMA","SAN MARTIN DE PORRES",-11.9801758,-77.0989081,"MINORISTAS","BODEGA","E",9,38,32,28
"6603",6603,"971572608","E000000095200","U",1188,"LIMA","SAN MARTIN DE PORRES",-11.993406,-77.0939,"MINORISTAS","BODEGA","C",133,6,60,20
"6604",6604,"971573986","E000000095209","U",880,"LIMA","EL AGUSTINO",-12.0415876,-77.0037026,"MINORISTAS","BODEGA","D",4,66,91,89
"6605",6605,"971576168","E000000095219","U",495,"CAÑETE","QUILMANA",-12.9505,-76.3846,"MINORISTAS","BODEGA","D",74,89,65,25
"6606",6606,"971576170","E000000095220","V",3817,"CAÑETE","QUILMANA",-12.9498,-76.3804,"MINORISTAS","BODEGA","C",770,433,274,321
"6607",6607,"971577607","E000000095229","U",1892,"LIMA","SANTIAGO DE SURCO",-12.1508,-77.0128,"MINORISTAS","BODEGA","C",72,56,108,56
"6608",6608,"971579314","E000000095235","U",1881,"LIMA","PACHACAMAC",-12.1160811,-76.8732956,"MINORISTAS","BODEGA","C",51,75,98,70
"6609",6609,"971580448","E000000095238","U",3212,"LIMA","ATE",-11.9588078,-76.7227106,"MINORISTAS","BODEGA","C",261,658,558,397
"6610",6610,"971581590","E000000095247","U",2640,"LIMA","VILLA EL SALVADOR",-12.21521,-76.9421692,"MINORISTAS","BODEGA","C",75,158,218,205
"6611",6611,"971599250","E000000095340","U",1408,"LIMA","EL AGUSTINO",-12.0361,-76.9942,"MINORISTAS","BODEGA","C",81,53,52,98
"6612",6612,"971602396","E000000095351","U",671,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1715,-76.9174,"MINORISTAS","BODEGA","D",123,40,72,97
"6613",6613,"971602838","E000000095352","U",858,"LIMA","PUENTE PIEDRA",-11.8619855,-77.082658,"MINORISTAS","BODEGA","D",20,86,99,53
"6614",6614,"971605677","E000000095362","U",110,"LIMA","SAN JUAN DE LURIGANCHO",-11.972,-76.9968,"MINORISTAS","BODEGA","D",24,40,45,39
"6615",6615,"971605678","E000000095363","U",1100,"LIMA","SAN JUAN DE LURIGANCHO",-11.972,-76.9968,"MINORISTAS","BODEGA","C",115,88,82,100
"6616",6616,"971606743","E000000095370","U",9240,"LIMA","SAN JUAN DE LURIGANCHO",-11.9701,-77.0062,"MINORISTAS","AMBULANTE","C",636,435,270,558
"6617",6617,"971610481","E000000095382","U",2167,"HUAURA","HUACHO",-11.095557,-77.625926,"MINORISTAS","BODEGA","C",274,206,99,189
"6618",6618,"971613483","E000000095397","U",506,"LIMA","SAN JUAN DE LURIGANCHO",-11.8861,-76.959,"MINORISTAS","FARMACIA","D",46,76,44,60
"6619",6619,"971613980","E000000095400","U",15884,"LIMA","LA VICTORIA",-12.0629639,-77.0289559,"MINORISTAS","AMBULANTE","B",515,780,712,339
"6620",6620,"971614856","E000000095408","U",3355,"LIMA","PACHACAMAC",-12.2271,-76.897,"MINORISTAS","BODEGA","C",609,514,520,601
"6621",6621,"971615856","E000000095415","V",1067,"HUAURA","HUACHO",-11.130226,-77.610431,"MINORISTAS","BODEGA","C",109,60,63,67
"6622",6622,"971616292","E000000095417","U",1925,"LIMA","EL AGUSTINO",-12.047697,-77.0036199,"MINORISTAS","BODEGA","C",79,208,332,217
"6623",6623,"971617506","E000000095421","U",1122,"LIMA","SAN MARTIN DE PORRES",-12.030987,-77.065005,"MINORISTAS","BODEGA","C",104,60,105,115
"6624",6624,"971619649","E000000095438","U",748,"LIMA","LOS OLIVOS",-11.9869,-77.0739,"MINORISTAS","BODEGA","D",111,110,62,38
"6625",6625,"971619908","E000000095439","U",1837,"LIMA","VILLA MARIA DEL TRIUNFO",-12.188467,-76.926974,"MINORISTAS","BODEGA","C",120,67,70,54
"6626",6626,"971620538","E000000095441","U",1276,"LIMA","VILLA EL SALVADOR",-12.2173491,-76.929112,"MINORISTAS","BODEGA","C",82,47,58,106
"6627",6627,"971621749","E000000095449","U",6171,"LIMA","VILLA EL SALVADOR",-12.20577,-76.938482,"AUTOSERVICIO","MINI MERCADO","C",388,720,790,512
"6628",6628,"971623229","E000000095458","U",2332,"LIMA","CARABAYLLO",-11.8648901,-77.0207898,"MINORISTAS","BODEGA","C",211,175,243,269
"6629",6629,"971623239","E000000095459","V",2002,"LIMA","CARABAYLLO",-11.8791414,-77.0079824,"MINORISTAS","BODEGA","C",131,102,171,220
"6630",6630,"971623838","E000000095464","U",1683,"LIMA","SAN MARTIN DE PORRES",-12.0155365,-77.0620646,"MINORISTAS","BODEGA","C",101,93,109,81
"6631",6631,"971623961","E000000095465","U",1166,"LIMA","PUENTE PIEDRA",-11.9253255,-77.0847104,"MINORISTAS","BODEGA","C",69,72,83,73
"6632",6632,"971624168","E000000095466","U",814,"LIMA","LIMA",-12.0462874,-77.0376471,"PERSONAL","PERSONAL","D",107,100,84,48
"6633",6633,"971625952","E000000095474","U",132,"LIMA","VILLA EL SALVADOR",-12.186345,-76.94321,"MINORISTAS","BODEGA","D",33,18,33,31
"6634",6634,"971625994","E000000095475","U",1254,"LIMA","VILLA EL SALVADOR",-12.2168639,-76.9315798,"MINORISTAS","BODEGA","C",40,122,109,17
"6635",6635,"971627202","E000000095484","U",1738,"LIMA","LURIGANCHO",-11.979842,-76.916378,"MINORISTAS","BODEGA","C",50,111,51,60
"6636",6636,"971628843","E000000095488","U",847,"LIMA","SAN MARTIN DE PORRES",-12.0101968,-77.0871263,"MINORISTAS","BODEGA","D",67,113,96,66
"6637",6637,"971629517","E000000095494","U",3025,"LIMA","LIMA",-12.06401,-77.041075,"MINORISTAS","LIBRERIA BAZAR","C",722,489,623,612
"6638",6638,"971629533","E000000095495","U",1837,"LIMA","VILLA EL SALVADOR",-12.2058,-76.9719,"MINORISTAS","BODEGA","C",44,83,39,57
"6639",6639,"971630192","E000000095499","U",2101,"LIMA","LOS OLIVOS",-11.9882,-77.0793,"MINORISTAS","BODEGA","C",203,79,134,160
"6640",6640,"971631992","E000000095505","U",3476,"LIMA","ATE",-12.0079812,-76.8498505,"MINORISTAS","BOTICA","C",554,542,499,550
"6641",6641,"971632480","E000000095508","V",7117,"LIMA","LIMA",-12.0468947,-77.0508839,"MINORISTAS","CABINA DE INTERNET","C",663,771,357,492
"6642",6642,"971634583","E000000095518","U",3817,"CAÑETE","MALA",-12.6426101,-76.6499016,"MINORISTAS","BODEGA","C",350,675,344,320
"6643",6643,"971635281","E000000095523","U",1155,"LIMA","BARRANCO",-12.1538283,-77.0211564,"MINORISTAS","BODEGA","C",77,80,120,107
"6644",6644,"971636023","E000000095528","U",110,"CAÑETE","MALA",-12.0694768,-76.9855839,"MINORISTAS","LIBRERIA","D",30,39,45,48
"6645",6645,"971636568","E000000095533","U",6193,"LIMA","VILLA EL SALVADOR",-12.2103,-76.9437,"MINORISTAS","BODEGA","C",408,379,558,404
"6646",6646,"971636570","E000000095534","U",814,"LIMA","SAN MARTIN DE PORRES",-11.9912589,-77.104233,"MINORISTAS","BODEGA","D",30,82,74,54
"6647",6647,"971636689","E000000095535","U",22,"LIMA","SAN MARTIN DE PORRES",-11.9781162,-77.1049792,"MINORISTAS","BODEGA","E",21,25,12,26
"6648",6648,"971636769","E000000095536","U",1870,"LIMA","COMAS",-11.9216,-77.0549,"MINORISTAS","BODEGA","C",51,58,71,73
"6649",6649,"971637322","E000000095546","U",132,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1487518,-76.9415885,"MINORISTAS","BODEGA","D",21,43,18,45
"6650",6650,"971641696","E000000095564","U",836,"LIMA","SAN JUAN DE MIRAFLORES",-12.1501732,-76.9654885,"MINORISTAS","BODEGA","D",45,82,110,31
"6651",6651,"971641714","E000000095565","U",770,"LIMA","SAN JUAN DE MIRAFLORES",-12.1461649,-76.9675833,"MINORISTAS","BODEGA","D",66,76,91,117
"6652",6652,"971642433","E000000095568","U",1683,"LIMA","BREÑA",-12.0595624,-77.0463676,"MINORISTAS","LIBRERIA BAZAR","C",49,42,113,123
"6653",6653,"971648277","E000000095595","U",1804,"LIMA","COMAS",-11.9287024,-77.0556271,"MINORISTAS","BODEGA","C",22,47,103,57
"6654",6654,"971648869","E000000095597","U",10703,"CAÑETE","MALA",-12.6556623,-76.6357819,"MINORISTAS","BODEGA","B",593,584,883,409
"6655",6655,"971649254","E000000095599","U",1078,"LIMA","SAN JUAN DE MIRAFLORES",-12.1548372,-76.971504,"MINORISTAS","BODEGA","C",95,63,90,63
"6656",6656,"971649561","E000000095600","U",1342,"LIMA","VILLA MARIA DEL TRIUNFO",-12,-76,"MINORISTAS","BODEGA","C",31,36,51,101
"6657",6657,"971649974","E000000095601","U",330,"LIMA","LIMA",-12.036622,-77.050347,"MINORISTAS","BODEGA","D",72,104,78,55
"6658",6658,"971652602","E000000095609","U",1298,"LIMA","VILLA EL SALVADOR",-12.2212,-76.9447,"MINORISTAS","AMBULANTE","C",38,68,39,80
"6659",6659,"971652719","E000000095611","U",1276,"LIMA","VILLA MARIA DEL TRIUNFO",-12.2011,-76.9244,"MINORISTAS","BODEGA","C",77,55,52,52
"6660",6660,"971656374","E000000095625","U",88,"LIMA","VILLA EL SALVADOR",-12.188353,-76.946195,"MINORISTAS","BODEGA","E",36,25,17,39
"6661",6661,"971656698","E000000095628","U",748,"LIMA","LURIGANCHO",-11.9205448,-76.6660567,"MINORISTAS","BODEGA","D",85,79,10,77
"6662",6662,"971660288","E000000095641","U",2706,"HUARAL","CHANCAY",-11.5633922,-77.2683211,"MINORISTAS","BODEGA","C",163,195,165,119
"6663",6663,"971664126","E000000095660","U",2739,"LIMA","CIENEGUILLA",-12.07,-76.7559,"MINORISTAS","BODEGA","C",186,255,283,217
"6664",6664,"971664160","E000000095661","U",4895,"LIMA","CHACLACAYO",-11.980296,-76.906593,"MINORISTAS","BODEGA","C",505,327,473,795
"6665",6665,"971664615","E000000095666","U",1518,"CAÑETE","IMPERIAL",-13.0591,-76.3488,"MINORISTAS","BODEGA","C",85,54,73,92
"6666",6666,"971666101","E000000095673","U",1089,"LIMA","SAN JUAN DE LURIGANCHO",-11.962192,-76.9816013,"MINORISTAS","BODEGA","C",94,57,47,107
"6667",6667,"971666512","E000000095677","U",2574,"LIMA","ATE",-12.0404561,-76.9347756,"MINORISTAS","BODEGA","C",105,172,74,178
"6668",6668,"971666594","E000000095678","U",1100,"LIMA","LOS OLIVOS",-11.949228,-77.079901,"MINORISTAS","BODEGA","C",71,99,53,99
"6669",6669,"971667476","E000000095681","V",561,"LIMA","LINCE",-12.086188,-77.033092,"MINORISTAS","CENTRO COMERCIAL","D",95,67,36,104
"6670",6670,"971667777","E000000095682","U",12397,"CAÑETE","SAN VICENTE DE CAÑETE",-13,-76,"PERSONAL","PERSONAL","B",797,632,575,520
"6671",6671,"971668454","E000000095683","U",1694,"LIMA","SURQUILLO",-12.1153,-77.0155,"MINORISTAS","PUESTO	DE MERCADO","C",101,98,110,43
"6672",6672,"971671312","E000000095696","U",1628,"LIMA","CARABAYLLO",-11.8591459,-77.0324481,"MINORISTAS","BODEGA","C",80,56,107,45
"6673",6673,"971676969","E000000095717","U",5588,"LIMA","SAN JUAN DE LURIGANCHO",-11.9492,-76.9884,"MINORISTAS","KIOSKO","C",334,608,498,154
"6674",6674,"971677378","E000000095719","V",5269,"LIMA","SAN JUAN DE LURIGANCHO",-11.9417,-77.0004,"PERSONAL","PERSONAL","C",634,536,857,568
"6675",6675,"971677950","E000000095726","U",1364,"LIMA","SANTIAGO DE SURCO",-12.1471315,-77.0060853,"MINORISTAS","BODEGA","C",118,46,78,113
"6676",6676,"971677981","E000000095727","U",110,"LIMA","LA MOLINA",-12.0710259,-76.965071,"MINORISTAS","FARMACIA","D",32,52,3,35
"6677",6677,"971678008","E000000095728","V",957,"LIMA","SURQUILLO",-12.112221,-77.0028264,"MINORISTAS","CENTRO COMERCIAL","D",68,107,83,87
"6678",6678,"971679161","E000000095732","V",1683,"LIMA","SAN MARTIN DE PORRES",-12.031007,-77.0776138,"MINORISTAS","BODEGA","C",118,46,116,83
"6679",6679,"971679575","E000000095737","U",264,"LIMA","SAN LUIS",-12.071801,-76.989968,"MINORISTAS","BODEGA","D",70,106,38,38
"6680",6680,"971679909","E000000095738","U",1375,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1852103,-76.9380898,"MINORISTAS","BODEGA","C",85,74,132,57
"6681",6681,"971681637","E000000095743","U",6072,"LIMA","COMAS",-11.9267,-77.0431,"MINORISTAS","BODEGA","C",677,424,716,433
"6682",6682,"971682199","E000000095746","U",3036,"LIMA","SANTIAGO DE SURCO",-12.1409532,-76.9986025,"MINORISTAS","BODEGA","C",746,395,660,633
"6683",6683,"971682209","E000000095747","V",1639,"LIMA","PUENTE PIEDRA",-11.8532,-77.0848,"MINORISTAS","BODEGA","C",101,90,71,94
"6684",6684,"971689624","E000000095791","U",1738,"LIMA","ATE",-12.0677215,-76.9772327,"MINORISTAS","BODEGA","C",92,108,18,69
"6685",6685,"971692730","E000000095798","U",5918,"LIMA","EL AGUSTINO",-12.0394,-76.9915,"MINORISTAS","FARMACIA","C",589,233,330,603
"6686",6686,"971692799","E000000095799","U",1452,"LIMA","COMAS",-11.9359375,-77.0500379,"MINORISTAS","BODEGA","C",88,73,35,33
"6687",6687,"971692952","E000000095800","U",968,"LIMA","SANTIAGO DE SURCO",-12.1435,-76.9859,"MINORISTAS","BOTICA","D",48,67,71,87
"6688",6688,"971695220","E000000095811","U",5170,"LIMA","LA VICTORIA",-12.0730726,-77.0092206,"MINORISTAS","KIOSKO","C",719,625,391,269
"6689",6689,"971695404","E000000095813","U",440,"LIMA","SAN JUAN DE LURIGANCHO",-11.9574,-76.9969,"MINORISTAS","BODEGA","D",72,59,46,32
"6690",6690,"971695637","E000000095814","U",1034,"LIMA","SAN BORJA",-12.1061431,-77.0007518,"MINORISTAS","BODEGA","C",89,118,96,46
"6691",6691,"971695639","E000000095815","U",1628,"LIMA","SAN BORJA",-12.100489,-77.006406,"MINORISTAS","BODEGA","C",128,15,117,103
"6692",6692,"971695640","E000000095816","U",825,"LIMA","SAN BORJA",-12.107,-76.9913,"MINORISTAS","BOTICA","D",35,49,113,55
"6693",6693,"971695658","E000000095817","U",1430,"LIMA","LINCE",-12.087575,-77.032983,"MINORISTAS","BODEGA","C",91,116,21,138
"6694",6694,"971699822","E000000095840","U",1694,"LIMA","LOS OLIVOS",-11.9966171,-77.0749699,"MINORISTAS","BODEGA","C",58,14,112,75
"6695",6695,"971701873","E000000095845","U",822.36,"LIMA","PUCUSANA",-12.482233,-76.79676,"MINORISTAS","BODEGA","D",57,124,53,46
"6696",6696,"971703003","E000000095852","U",528,"LIMA","VILLA MARIA DEL TRIUNFO",40.4830093,-103.3519897,"MINORISTAS","BODEGA","D",36,80,33,39
"6697",6697,"971703617","E000000095853","V",1331,"LIMA","SAN JUAN DE LURIGANCHO",-11.9908,-77.003,"MINORISTAS","BAZAR","C",71,46,65,73
"6698",6698,"971706205","E000000095863","U",253,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1954,-76.9299,"MINORISTAS","BODEGA","D",46,68,35,40
"6699",6699,"971706458","E000000095865","U",88,"LIMA","LOS OLIVOS",-11.9768744,-77.0823866,"MINORISTAS","BODEGA","E",23,26,26,16
"6700",6700,"971717746","E000000095921","V",2926,"LIMA","ATE",-12.036809,-76.9289035,"MINORISTAS","BODEGA","C",194,251,151,140
"6701",6701,"971717848","E000000095923","U",9812,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1832,-76.9409,"MINORISTAS","BODEGA","C",602,814,439,671
"6702",6702,"971718678","E000000095928","U",3773,"LIMA","PUENTE PIEDRA",-11.8752441,-77.0614343,"MINORISTAS","BODEGA","C",382,577,714,497
"6703",6703,"971720950","E000000095942","U",6358,"LIMA","VILLA EL SALVADOR",-12.1955,-76.9446,"MINORISTAS","BODEGA","C",544,421,427,401
"6704",6704,"971721344","E000000095944","V",2420,"LIMA","COMAS",-11.9103534,-77.0224773,"MINORISTAS","BODEGA","C",191,196,190,287
"6705",6705,"971721405","E000000095946","U",121,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1446,-76.9377,"MINORISTAS","BODEGA","D",23,25,24,14
"6706",6706,"971721499","E000000095947","U",858,"LIMA","PUENTE PIEDRA",-11.8280795,-77.116701,"MINORISTAS","CABINA DE INTERNET","D",71,30,41,86
"6707",6707,"971723444","E000000095957","U",1815,"LIMA","VILLA MARIA DEL TRIUNFO",-12.2115362,-76.903568,"MINORISTAS","BODEGA","C",80,88,105,45
"6708",6708,"971723509","E000000095958","U",3740,"LIMA","CHORRILLOS",-12.1690725,-76.9965913,"MINORISTAS","BODEGA","C",468,623,687,627
"6709",6709,"971723558","E000000095959","U",1155,"LIMA","ATE",-12.0093393,-76.8500699,"MINORISTAS","LIBRERIA","C",100,82,88,48
"6710",6710,"971725436","E000000095971","U",2893,"LIMA","SANTIAGO DE SURCO",-12.1532519,-77.0159949,"MINORISTAS","BODEGA","C",197,244,210,175
"6711",6711,"971729069","E000000095986","U",3630,"LIMA","PUENTE PIEDRA",-11.8654,-77.0747,"MINORISTAS","FARMACIA","C",614,289,707,408
"6712",6712,"971731925","E000000095994","V",7777,"LIMA","SAN JUAN DE LURIGANCHO",-12.0201,-76.9536,"MINORISTAS","BODEGA","C",421,544,549,604
"6713",6713,"971733285","E000000096004","U",2332,"LIMA","SAN JUAN DE LURIGANCHO",-11.9613,-76.9878,"MINORISTAS","BODEGA","C",128,175,181,215
"6714",6714,"971736439","E000000096024","V",935,"LIMA","SAN JUAN DE LURIGANCHO",-12.0142,-76.9639,"MINORISTAS","BODEGA","D",83,85,90,42
"6715",6715,"971744449","E000000096056","V",88,"LIMA","PACHACAMAC",-12.1987,-76.8702,"MINORISTAS","BODEGA","E",42,42,24,52
"6716",6716,"971744961","E000000096061","U",7040,"LIMA","ATE",-12.0205483,-76.8891024,"MINORISTAS","BODEGA","C",727,683,433,505
"6717",6717,"971745446","E000000096065","U",1947,"LIMA","VILLA EL SALVADOR",-12.1947309,-76.9679669,"MINORISTAS","BODEGA","C",161,159,71,169
"6718",6718,"971745447","E000000096066","U",1672,"LIMA","VILLA EL SALVADOR",-12.2052,-76.972,"MINORISTAS","BODEGA","C",54,120,81,111
"6719",6719,"971745459","E000000096067","U",220,"LIMA","VILLA MARIA DEL TRIUNFO",-12.1806,-76.9455,"MINORISTAS","BODEGA","D",78,46,41,77
"6720",6720,"971745594","E000000096068","U",1100,"LIMA","VILLA EL SALVADOR",-12.198175,-76.9463,"MINORISTAS","BOTICA","C",90,109,101,34
"6721",6721,"971745732","E000000096069","U",451,"LIMA","SAN JUAN DE LURIGANCHO",-11.9551959,-76.9901261,"MINORISTAS","FARMACIA","D",36,72,79,47
"6722",6722,"971745801","E000000096070","U",2948,"LIMA","PUCUSANA",-12.4859,-76.7971,"MINORISTAS","BODEGA","C",227,218,180,264
"6723",6723,"971748059","E000000096082","U",3938,"LIMA","BREÑA",-12.061225,-77.058247,"MINORISTAS","BODEGA","C",590,607,324,578
"6724",6724,"971749002","E000000096084","U",3299.34,"LIMA","SANTA ANITA",-12.0399,-76.9693,"MINORISTAS","BODEGA","C",656,606,502,703
"6725",6725,"971749177","E000000096085","U",1738,"LIMA","ATE",-12.0381804,-76.8931808,"MINORISTAS","BODEGA","C",38,92,54,67
"6726",6726,"971750806","E000000096100","U",11572,"LIMA","CHORRILLOS",-12.175274,-77.018838,"MINORISTAS","BODEGA","B",758,623,409,919
"6727",6727,"971751494","E000000096103","U",539,"LIMA","COMAS",-11.9550412,-77.0527028,"MINORISTAS","BODEGA","D",72,54,35,57
"6728",6728,"971752005","E000000096106","U",3375.46,"LIMA","CIENEGUILLA",-12.0942,-76.7744,"MINORISTAS","BODEGA","C",250,523,537,389
"6729",6729,"971753791","E000000096114","U",2222,"LIMA","SAN JUAN DE LURIGANCHO",-12.0239,-76.9851,"MINORISTAS","BODEGA","C",224,168,286,115
"6730",6730,"971757021","E000000096133","U",2398,"LIMA","SAN MARTIN DE PORRES",-11.9910943,-77.0969493,"MINORISTAS","BODEGA","C",125,222,124,146
"6731",6731,"971758476","E000000096139","U",20317,"BARRANCA","PATIVILCA",-10.696736,-77.76975,"MINORISTAS","BODEGA","B",527,485,585,496
"6732",6732,"971760365","E000000096145","V",1034,"LIMA","COMAS",-11.920724,-77.058876,"MINORISTAS","BODEGA","C",60,8,42,43
"6733",6733,"971762402","E000000096154","U",6798,"LIMA","SAN JUAN DE MIRAFLORES",-12.1594455,-76.9594337,"MINORISTAS","BODEGA","C",604,233,498,399
"6734",6734,"971763334","E000000096157","U",110,"LIMA","VILLA EL SALVADOR",-12.209064,-76.93946,"MINORISTAS","BODEGA","D",27,41,29,38
"6735",6735,"971772180","E000000096192","U",5313,"LIMA","COMAS",-11.9533164,-77.0571726,"MINORISTAS","BODEGA","C",274,555,315,329
"6736",6736,"971772631","E000000096193","V",3520,"LIMA","LURIGANCHO",-12.0010956,-76.8556956,"MINORISTAS","BODEGA","C",496,409,648,929
"6737",6737,"971774567","E000000096195","U",3773,"LIMA","EL AGUSTINO",-12.038124,-76.994012,"MINORISTAS","BODEGA","C",324,526,561,383
"6738",6738,"971777532","E000000096207","U",5918,"LIMA","VILLA EL SALVADOR",-12.2063022,-76.9531593,"MINORISTAS","BODEGA","C",271,160,740,718
"6739",6739,"971778203","E000000096211","U",4939,"LIMA","SAN JUAN DE MIRAFLORES",-12.0591976,-77.1051263,"MINORISTAS","BODEGA","C",775,598,664,336
"6740",6740,"971782138","E000000096228","V",1397,"LIMA","SAN MARTIN DE PORRES",-12.027274,-77.046556,"MINORISTAS","BODEGA","C",87,30,92,31
