Identificador,Nombre,Equipos,Saldo,Provincia,Distrito,Latitud,Longitud,Tipo,Giro,Clasificación,Trimestre1,Trimestre2,Trimestre3,Trimestre4
980369990,E000000120406,U,2266,LIMA,SAN JUAN DE LURIGANCHO,-11.9643,-76.969,MINORISTAS,BODEGA,C,171,181,211,152
980374715,E000000120421,U,1738,LIMA,SAN JUAN DE MIRAFLORES,-12.1815,-76.9551,MINORISTAS,BODEGA,C,53,38,79,43
980374960,E000000120422,U,2706,LIMA,SAN JUAN DE LURIGANCHO,-11.9633,-76.9751,MINORISTAS,FARMACIA,C,149,161,214,192
980375216,E000000120424,U,16566,LIMA,LURIGANCHO,-11.93496,-76.69239,MINORISTAS,"PUESTO	DE MERCADO",B,583,398,501,193
980376945,E000000120430,U,99,CAÑETE,MALA,-12.66452,-76.63156,MINORISTAS,BODEGA,E,49,52,53,42
980387672,E000000120475,V,1144,LIMA,SANTIAGO DE SURCO,-12.1414,-76.9816,MINORISTAS,BODEGA,C,72,84,103,97
980388294,E000000120476,U,770,LIMA,LURIN,-12.28674,-76.83026,MINORISTAS,BODEGA,D,56,127,100,50
980389232,E000000120481,V,642.4,LIMA,VILLA EL SALVADOR,-12.2389,-76.92795,MINORISTAS,BODEGA,D,68,112,56,102
980389297,E000000120482,U,4268,LIMA,INDEPENDENCIA,-11.99782,-77.05484,MINORISTAS,FARMACIA,C,296,721,446,498
980390486,E000000120491,U,957,LIMA,SAN MARTIN DE PORRES,-11.9702,-77.10075,MINORISTAS,BODEGA,D,97,81,42,84
980392953,E000000120499,U,2673,LIMA,SAN MARTIN DE PORRES,-11.9554,-77.0903,AUTOSERVICIO,MINI MERCADO,C,242,75,235,198
980393626,E000000120504,U,869,LIMA,VILLA MARIA DEL TRIUNFO,-12.14202,-76.93882,MINORISTAS,BODEGA,D,76,79,94,63
980398376,E000000120531,U,2739,LIMA,LA VICTORIA,-12.06564,-77.01785,MINORISTAS,BOTICA,C,235,180,119,211
980404153,E000000120536,U,5016,CAÑETE,MALA,-12.1302,-76.96613,MINORISTAS,BODEGA,C,263,541,665,742
980584889,E000000120544,U,44,LIMA,LA VICTORIA,-12.06881,-77.02847,MINORISTAS,BODEGA,E,14,26,12,25
980862375,E000000120554,U,3047,LIMA,SAN MARTIN DE PORRES,-12.01533,-77.08693,MINORISTAS,BODEGA,C,532,464,294,604
981336663,E000000120575,U,2079,LIMA,VILLA MARIA DEL TRIUNFO,-12.1412,-76.93613,MINORISTAS,BODEGA,C,72,122,145,210
981424615,E000000120580,U,1177,LIMA,SAN JUAN DE MIRAFLORES,-12.16249,-76.97057,MINORISTAS,BODEGA,C,80,77,118,87
981600579,E000000120597,U,154,LIMA,SAN JUAN DE LURIGANCHO,-12.033,-77.017,MINORISTAS,BAZAR,D,28,33,37,29
981607333,E000000120621,U,1122,LIMA,SAN MARTIN DE PORRES,-12.03083,-77.08467,MINORISTAS,BODEGA,C,60,45,27,48
981609212,E000000120631,U,1177,LIMA,VILLA MARIA DEL TRIUNFO,-12.13333,-76.93918,MINORISTAS,BODEGA,C,85,112,98,86
981610988,E000000120638,U,14707,LIMA,SAN JUAN DE LURIGANCHO,-11.9686,-77.0045,MINORISTAS,AMBULANTE,B,639,821,755,389
981611751,E000000120643,U,2585,LIMA,CARABAYLLO,-11.87421,-77.02749,MINORISTAS,BODEGA,C,278,188,195,189
981614945,E000000120657,U,7623,LIMA,SAN JUAN DE LURIGANCHO,-12.0423,-76.9804,MINORISTAS,BODEGA,C,835,627,591,341
981622609,E000000120692,U,1364,LIMA,VILLA MARIA DEL TRIUNFO,-12.13649,-76.94763,MINORISTAS,BODEGA,C,104,65,55,110
981625603,E000000120710,V,880,LIMA,VILLA MARIA DEL TRIUNFO,-12.1355,-76.9419,MINORISTAS,BODEGA,D,60,59,67,59
981635216,E000000120750,U,4092,LIMA,LA MOLINA,-12.05999,-76.9429,MINORISTAS,BODEGA,C,393,856,612,632
981635709,E000000120753,U,7722,LIMA,SAN MARTIN DE PORRES,-12.03459,-77.04669,MINORISTAS,AMBULANTE,C,523,726,359,732
981637593,E000000120761,U,1650,LIMA,VILLA MARIA DEL TRIUNFO,-12.2082,-76.9146,MINORISTAS,BODEGA,C,118,77,65,63
981638074,E000000120764,U,3729,LIMA,SAN MARTIN DE PORRES,-11.9922,-77.11213,MINORISTAS,BOTICA,C,597,428,532,652
981638223,E000000120766,U,1232,LIMA,LA MOLINA,-12.07672,-76.97474,MINORISTAS,BODEGA,C,94,127,95,93
981640319,E000000120776,U,2244,LIMA,SANTIAGO DE SURCO,-12.1547,-77.01439,MINORISTAS,BODEGA,C,186,203,300,153
981640330,E000000120777,V,22,LIMA,ATE,-12.04365,-76.9238,MINORISTAS,BODEGA,E,8,18,19,22
981641262,E000000120781,U,44,LIMA,COMAS,-11.90992,-77.0459,AUTOSERVICIO,MINI MERCADO,E,11,5,21,23
981644247,E000000120792,U,2409,HUARAL,HUARAL,-11.48464,-77.21903,MINORISTAS,BODEGA,C,254,113,180,160
981647709,E000000120815,U,550,CAÑETE,IMPERIAL,-13.059,-76.3576,MINORISTAS,BODEGA,D,30,67,72,60
981649485,E000000120824,U,6314,LIMA,SANTA ANITA,-12.0334,-76.9582,MINORISTAS,BODEGA,C,754,255,578,474
981650764,E000000120828,U,3333,LIMA,ATE,-12.02147,-76.86993,MINORISTAS,BODEGA,C,177,212,294,409
981655117,E000000120842,U,3234,CAÑETE,IMPERIAL,-13.0594,-76.3478,MINORISTAS,BODEGA,C,672,755,619,544
981659308,E000000120853,U,88,LIMA,ATE,-12.03214,-76.92741,MINORISTAS,BODEGA,E,34,32,31,18
981659716,E000000120855,U,3102,LIMA,SANTA ANITA,-12.0482,-76.9719,MINORISTAS,BODEGA,C,264,210,757,586
981663108,E000000120865,U,726,LIMA,SAN MARTIN DE PORRES,-11.952,-77.0931,MINORISTAS,BODEGA,D,32,80,26,80
981664981,E000000120868,U,1221,LIMA,RIMAC,-12.04217,-77.02369,MINORISTAS,AMBULANTE,C,54,88,67,42
981665700,E000000120875,V,748,LIMA,COMAS,-11.9453,-77.0463,MINORISTAS,BODEGA,D,99,107,62,118
981666238,E000000120877,V,1749,LIMA,ATE,-12.03402,-76.9274,MINORISTAS,BODEGA,C,69,78,85,56
981666317,E000000120879,U,671,LIMA,VILLA EL SALVADOR,-12.21595,-76.94485,MINORISTAS,BODEGA,D,51,104,42,68
981668642,E000000120891,V,2112,LIMA,LIMA,-12.05384,-77.02979,MINORISTAS,CENTRO COMERCIAL,C,118,82,81,196
981685710,E000000120969,U,22,LIMA,PACHACAMAC,-12.1052,-76.87313,MINORISTAS,BODEGA,E,16,31,19,9
981687338,E000000120976,U,880,LIMA,ATE,-12.03818,-76.89318,MINORISTAS,BODEGA,D,96,86,84,55
981693652,E000000121017,U,495,LIMA,COMAS,-11.94278,-77.03749,MINORISTAS,BODEGA,D,86,87,58,84
981693841,E000000121020,V,4928,LIMA,ATE,-12.01698,-76.83919,MINORISTAS,BODEGA,C,743,413,587,631
981695245,E000000121031,U,913,LIMA,VILLA EL SALVADOR,-12.21521,-76.94217,MINORISTAS,BODEGA,D,62,55,95,120
981697773,E000000121041,U,5203,LIMA,SAN JUAN DE LURIGANCHO,-12.0142,-76.9633,MINORISTAS,BODEGA,C,185,473,568,682
981698160,E000000121045,U,1584,LIMA,LA VICTORIA,-12.06437,-77.01225,MINORISTAS,BODEGA,C,122,103,109,30
981698756,E000000121049,U,1518,LIMA,LIMA,-12.07435,-77.02477,MINORISTAS,BODEGA,C,40,66,84,60
981699126,E000000121052,U,2354,LIMA,LIMA,-12.03824,-77.06159,MINORISTAS,BODEGA,C,121,178,245,245
981700383,E000000121061,U,682,LIMA,ATE,-12.02231,-76.83646,MINORISTAS,BODEGA,D,84,59,44,78
981701985,E000000121069,U,1606,LIMA,SAN JUAN DE MIRAFLORES,-12.1353,-76.9762,MINORISTAS,FARMACIA,C,80,91,93,81
981703435,E000000121075,U,2475,LIMA,BREÑA,-12.05655,-77.0568,MINORISTAS,BODEGA,C,82,145,173,129
981704648,E000000121085,U,1320,LIMA,ATE,-12.03818,-76.89318,MINORISTAS,BODEGA,C,94,78,73,103
981711264,E000000121116,V,10813,LIMA,MIRAFLORES,-12.12639,-77.02884,MINORISTAS,BODEGA,B,543,545,388,442
981712607,E000000121125,U,110,LIMA,LOS OLIVOS,-11.9482,-77.07813,MINORISTAS,BOTICA,D,24,40,44,17
981728969,E000000121194,V,66,LIMA,SAN MIGUEL,-12.0816,-77.0731,MINORISTAS,AMBULANTE,E,42,28,40,45
981730545,E000000121202,U,418,LIMA,SAN MIGUEL,-12.0786,-77.0938,MINORISTAS,BODEGA,D,58,66,63,75
981738645,E000000121229,U,4351.82,LIMA,ATE,-12.00636,-76.82975,MINORISTAS,BODEGA,C,587,156,250,792
981738729,E000000121230,V,2981,LIMA,ATE,-12.00883,-76.84069,MINORISTAS,BODEGA,C,820,691,540,538
981742768,E000000121237,U,22,LIMA,COMAS,-11.95711,-77.04718,MINORISTAS,BODEGA,E,27,13,37,33
981745788,E000000121246,U,1650,LIMA,SAN MARTIN DE PORRES,-12.0198,-77.058,MINORISTAS,BODEGA,C,76,51,36,85
981753132,E000000121277,U,3960,LIMA,SAN MIGUEL,-12.0643,-77.1022,MINORISTAS,FARMACIA,C,678,674,745,536
981753740,E000000121279,U,1353,LIMA,ANCON,-11.77068,-77.1637,MINORISTAS,BODEGA,C,55,113,73,107
981754454,E000000121280,U,5522,LIMA,COMAS,-11.9104,-77.03863,MINORISTAS,BODEGA,C,604,831,432,663
981754889,E000000121282,U,1155,LIMA,SAN LUIS,-12.07503,-77.00465,MINORISTAS,BODEGA,C,66,61,71,92
981755027,E000000121283,V,975.92,LIMA,VILLA MARIA DEL TRIUNFO,-12.2119,-76.9075,MINORISTAS,BODEGA,D,98,26,43,38
981757891,E000000121297,U,880,LIMA,ATE,-12.07791,-76.98165,MINORISTAS,BODEGA,D,50,69,91,115
981758971,E000000121299,U,2442,LIMA,LOS OLIVOS,-12.00558,-77.06263,MINORISTAS,BODEGA,C,230,236,243,160
981759124,E000000121302,U,880,LIMA,CHORRILLOS,-12.19278,-77.01272,MINORISTAS,FARMACIA,D,121,89,84,63
981760679,E000000121308,U,660,LIMA,VILLA EL SALVADOR,-12.2411,-76.9298,MINORISTAS,BODEGA,D,75,110,71,48
981761032,E000000121310,U,2860,LIMA,VILLA MARIA DEL TRIUNFO,-12.1832,-76.94813,MINORISTAS,BODEGA,C,141,270,206,291
981762456,E000000121312,U,7392,LIMA,ATE,-12.02064,-76.87892,MINORISTAS,FARMACIA,C,373,758,432,216
981763093,E000000121321,U,4532,HUAURA,SANTA MARIA,-11.10736,-77.58932,MINORISTAS,BODEGA,C,414,532,686,702
981763515,E000000121326,U,1562,LIMA,SAN MARTIN DE PORRES,-11.98635,-77.11338,MINORISTAS,BODEGA,C,31,123,74,26
981766313,E000000121340,U,297,HUAURA,SANTA MARIA,-11.09259,-77.59301,MINORISTAS,BODEGA,D,115,48,95,76
981766434,E000000121341,U,1870,LIMA,SAN JUAN DE LURIGANCHO,-11.9493,-76.9763,MINORISTAS,CABINA DE INTERNET,C,75,63,106,72
981767453,E000000121349,U,374,LIMA,SAN JUAN DE LURIGANCHO,-11.938,-76.9771,MINORISTAS,BOTICA,D,51,58,77,42
981768690,E000000121351,U,4686,LIMA,LA VICTORIA,-12.06749,-77.02722,MINORISTAS,BODEGA,C,304,215,591,833
981768698,E000000121352,U,6369,LIMA,LA VICTORIA,-12.0614,-77.0345,MINORISTAS,AMBULANTE,C,353,444,576,599
981768704,E000000121354,U,660,LIMA,LA VICTORIA,-12.06221,-77.01156,MINORISTAS,BODEGA,D,84,59,86,104
981768893,E000000121355,U,1430,HUARAL,CHANCAY,-11.55937,-77.17951,MINORISTAS,BOTICA,C,112,91,98,83
981776962,E000000121394,U,88,LIMA,SAN JUAN DE LURIGANCHO,-12.0187,-77.0114,MINORISTAS,FARMACIA,E,35,25,18,50
981777070,E000000121395,U,1991,LIMA,LA VICTORIA,-12.06244,-77.02922,MINORISTAS,BODEGA,C,213,213,168,168
981779194,E000000121406,U,6886,LIMA,LIMA,-12.04501,-77.05883,MINORISTAS,BODEGA,C,564,695,595,333
981780959,E000000121413,U,792,LIMA,PUENTE PIEDRA,-11.94379,-77.09555,MINORISTAS,BODEGA,D,72,24,62,66
981786785,E000000121435,U,671,LIMA,BREÑA,-12.06342,-77.05314,MINORISTAS,KIOSKO,D,67,81,73,45
981792839,E000000121458,U,880,LIMA,SAN JUAN DE LURIGANCHO,-11,-77,MINORISTAS,BODEGA,D,95,66,57,102
981793374,E000000121462,U,99,LIMA,SAN MARTIN DE PORRES,-12.02542,-77.07437,MINORISTAS,FARMACIA,E,37,35,31,44
981794505,E000000121467,U,352,LIMA,CHORRILLOS,-12.1962,-77.02713,MINORISTAS,BODEGA,D,106,60,67,83
981803019,E000000121505,U,19316,CAJATAMBO,CAJATAMBO,-12.0197,-77.0116,MINORISTAS,CASA DE VIDEOS,B,617,342,349,572
981804443,E000000121512,U,2574,LIMA,SAN BORJA,-12.10254,-76.99663,MINORISTAS,BODEGA,C,237,117,35,184
981808413,E000000121525,U,4235,LIMA,SAN JUAN DE LURIGANCHO,-11.9653,-76.9762,MINORISTAS,BODEGA,C,499,490,282,551
981809205,E000000121526,U,1067,LIMA,LA MOLINA,-12.09957,-76.95018,MINORISTAS,BODEGA,C,101,101,86,61
981809754,E000000121527,U,759,CAÑETE,SAN VICENTE DE CAÑETE,-13.0723,-76.386,MINORISTAS,BODEGA,D,91,112,110,45
981811013,E000000121534,U,2332,LIMA,CHORRILLOS,-12.2,-77.0185,MINORISTAS,BODEGA,C,217,119,167,146
981811626,E000000121539,U,7359,CAÑETE,SAN ANTONIO,-12.4845,-76.7785,MINORISTAS,BODEGA,C,297,786,887,681
981825556,E000000121592,U,1210,LIMA,LOS OLIVOS,-12.0118,-77.0798,MINORISTAS,BODEGA,C,57,141,88,58
981831939,E000000121615,U,308,LIMA,LA VICTORIA,-12.0635,-77.0101,MINORISTAS,AMBULANTE,D,68,65,70,31
981832008,E000000121617,U,16280,LIMA,LA VICTORIA,-12.0606,-77.02132,MINORISTAS,AMBULANTE,B,444,132,233,229
981837394,E000000121636,U,847,LIMA,SAN JUAN DE LURIGANCHO,-11.998,-77.0126,MINORISTAS,BODEGA,D,66,70,126,94
981837563,E000000121637,U,2277,LIMA,SAN JUAN DE LURIGANCHO,-12.002,-77.0057,MINORISTAS,BODEGA,C,153,201,121,212
981846608,E000000121677,U,517,LIMA,SAN JUAN DE LURIGANCHO,-12.0038,-77.0064,MINORISTAS,BODEGA,D,61,61,85,28
981855234,E000000121714,U,2331.56,LIMA,CARABAYLLO,-11.8534,-77.0372,MINORISTAS,LIBRERIA,C,201,217,181,113
981859192,E000000121729,U,8668,LIMA,PACHACAMAC,-12.11229,-76.87247,MINORISTAS,BODEGA,C,341,586,505,641
981860310,E000000121737,U,66,LIMA,VILLA EL SALVADOR,-12.2065,-76.9409,MINORISTAS,BODEGA,E,53,46,30,39
981860921,E000000121740,U,2882,LIMA,SAN MARTIN DE PORRES,-11.99137,-77.09992,MINORISTAS,BODEGA,C,149,220,152,149
981864437,E000000121754,U,22397.98,LIMA,EL AGUSTINO,-12.0616,-77.02152,MINORISTAS,BODEGA,B,680,90,495,748
981865014,E000000121756,U,385,LIMA,INDEPENDENCIA,-11.9978,-77.05362,MINORISTAS,BODEGA,D,47,66,83,64
981867522,E000000121765,U,7719.8,LIMA,VILLA EL SALVADOR,-12.21744,-76.93257,MINORISTAS,BODEGA,C,577,281,554,582
981872996,E000000121794,U,176,LIMA,SAN JUAN DE LURIGANCHO,-12.00395,-77.00695,MINORISTAS,BODEGA,D,67,37,60,79
981873467,E000000121797,U,94.6,LIMA,LIMA,-12.06421,-77.03572,MINORISTAS,CENTRO COMERCIAL,E,18,21,40,31
981877107,E000000121813,U,880,CAÑETE,IMPERIAL,-13.0612,-76.3509,MINORISTAS,AMBULANTE,D,100,74,64,92
981878100,E000000121816,U,3047,LIMA,SAN JUAN DE LURIGANCHO,-11.9418,-76.9976,MINORISTAS,FARMACIA,C,224,593,457,275
981878324,E000000121817,V,5390,LIMA,SAN JUAN DE LURIGANCHO,-11.9936,-77.0045,MINORISTAS,BODEGA,C,348,831,470,623
981880239,E000000121825,U,528,CAÑETE,QUILMANA,-12.997,-76.382,MINORISTAS,LIBRERIA,D,64,49,58,72
981881135,E000000121832,U,530.2,LIMA,SAN MARTIN DE PORRES,-12.0318,-77.0829,MINORISTAS,FARMACIA,D,45,59,33,52
981882073,E000000121835,U,3047,LIMA,COMAS,-11.91535,-77.05991,MINORISTAS,BODEGA,C,685,369,438,761
981889622,E000000121866,U,2761,LIMA,ATE,-12.05012,-76.95317,MINORISTAS,BODEGA,C,118,168,191,91
981890096,E000000121868,U,440,LIMA,ANCON,-11.7832,-77.1619,MINORISTAS,BODEGA,D,45,31,96,66
981891133,E000000121878,U,2046,CAÑETE,SAN VICENTE DE CAÑETE,-13.0772,-76.3881,MINORISTAS,BODEGA,C,231,156,308,208
981891940,E000000121883,U,1716,LIMA,ATE,-12.05571,-76.9585,MINORISTAS,BODEGA,C,68,58,35,78
981892018,E000000121884,U,132,LIMA,ATE,-12.03533,-76.93222,MINORISTAS,BODEGA,D,21,23,15,30
981895963,E000000121901,U,5082,LIMA,CHORRILLOS,-12.17332,-76.99557,MINORISTAS,BODEGA,C,663,605,395,251
981896117,E000000121903,U,748,LIMA,SANTIAGO DE SURCO,-12.20481,-76.97913,MINORISTAS,BODEGA,D,32,45,114,107
981898158,E000000121912,U,110,LIMA,SAN JUAN DE LURIGANCHO,-12.0288,-76.9471,MINORISTAS,BODEGA,D,27,29,14,15
981900975,E000000121924,V,154,LIMA,ATE,-12.04099,-76.90351,MINORISTAS,BODEGA,D,32,24,24,31
981901014,E000000121926,U,616,LIMA,LIMA,-12.05867,-77.01331,MINORISTAS,BODEGA,D,83,74,91,61
981902611,E000000121933,U,4972,LIMA,ATE,-12.0107,-76.85272,MINORISTAS,BODEGA,C,619,454,457,579
981903911,E000000121937,U,2002,LIMA,MAGDALENA DEL MAR,-12.08978,-77.06179,MINORISTAS,BODEGA,C,130,239,265,243
981904068,E000000121938,U,561,LIMA,MIRAFLORES,-12.11127,-77.04768,MINORISTAS,BODEGA,D,56,70,80,64
981904161,E000000121939,U,73.7,CAÑETE,CHILCA,-12.51626,-76.73659,MINORISTAS,FARMACIA,E,18,34,26,33
981904446,E000000121943,V,1782,LIMA,SAN MARTIN DE PORRES,-11.94391,-77.08685,MINORISTAS,BODEGA,C,89,64,86,94
981910632,E000000121964,V,2024,LIMA,VILLA EL SALVADOR,-12.19875,-76.95308,MINORISTAS,BODEGA,C,248,237,161,161
981911014,E000000121967,U,253,HUAURA,HUACHO,-11.11736,-77.60625,MINORISTAS,BODEGA,D,54,95,76,64
981913095,E000000121972,U,2112,HUAURA,HUACHO,-11.09798,-77.57553,MINORISTAS,BODEGA,C,203,274,273,215
981918237,E000000122008,V,1276,LIMA,SAN JUAN DE LURIGANCHO,-11.94,-76.9988,MINORISTAS,BODEGA,C,78,45,21,69
981918581,E000000122011,U,8635,LIMA,LA VICTORIA,-12.06078,-77.03275,MINORISTAS,LIBRERIA BAZAR,C,120,260,400,520
981924936,E000000122034,U,1452,CAÑETE,IMPERIAL,-13.056,-76.3503,MINORISTAS,BODEGA,C,88,75,93,74
981929917,E000000122063,U,3432,LIMA,SAN ISIDRO,-12.10133,-77.05358,MINORISTAS,BOTICA,C,261,700,835,352
981930254,E000000122066,U,1507,LIMA,SAN BARTOLO,-12.39181,-76.77504,MINORISTAS,BODEGA,C,75,39,62,75
981931594,E000000122069,U,946,LIMA,LURIGANCHO,-12.0008,-76.90769,MINORISTAS,BODEGA,D,98,65,47,93
981935143,E000000122087,U,2783,LIMA,PUCUSANA,-12.46385,-76.75373,MINORISTAS,BODEGA,C,123,98,211,117
981939469,E000000122109,U,1804,LIMA,ATE,-12.038,-76.9168,MINORISTAS,BODEGA,C,80,82,118,53
981944176,E000000122127,U,3080,LIMA,SAN MARTIN DE PORRES,-11.9864,-77.08628,MINORISTAS,BODEGA,C,564,326,560,353
981945420,E000000122130,U,572,CAÑETE,CHILCA,-12.51857,-76.73771,MINORISTAS,BODEGA,D,25,44,52,46
981947492,E000000122136,U,341,LIMA,BREÑA,-12.05999,-77.05051,MINORISTAS,LIBRERIA BAZAR,D,57,72,62,65
981953684,E000000122155,U,1034,LIMA,PACHACAMAC,-12.09678,-76.88076,MINORISTAS,BODEGA,C,39,118,74,128
981959737,E000000122177,U,1254,LIMA,LA VICTORIA,-12.08187,-77.02279,MINORISTAS,LIBRERIA BAZAR,C,46,95,81,48
981961604,E000000122184,U,1100,LIMA,PUENTE PIEDRA,-11.8814,-77.06999,MINORISTAS,BODEGA,C,87,30,86,50
981961917,E000000122186,U,1617,LIMA,SAN MARTIN DE PORRES,-11.99898,-77.09807,MINORISTAS,BODEGA,C,30,37,82,73
981962880,E000000122191,U,1804,LIMA,ATE,-12.04326,-76.91774,MINORISTAS,BODEGA,C,72,100,118,35
981964085,E000000122200,U,66,LIMA,SANTIAGO DE SURCO,-12.14812,-77.01433,MINORISTAS,BODEGA,E,12,9,32,28
981964941,E000000122202,U,14135,CAÑETE,MALA,-12.66257,-76.61425,MINORISTAS,BODEGA,B,666,480,411,293
981967579,E000000122215,V,3861,LIMA,JESUS MARIA,-12.06993,-77.03821,MINORISTAS,AMBULANTE,C,535,236,646,759
981968238,E000000122220,U,3608,LIMA,SAN JUAN DE MIRAFLORES,-12.14382,-76.9718,MINORISTAS,BODEGA,C,608,392,347,552
981969562,E000000122230,V,1023,LIMA,SANTA ANITA,-12.0484,-76.9805,MINORISTAS,CABINA DE INTERNET,C,128,66,70,67
981970051,E000000122234,U,902,LIMA,SAN MARTIN DE PORRES,-12.0112,-77.0569,MINORISTAS,LIBRERIA,D,71,65,28,80
981975082,E000000122257,U,660,LIMA,LA MOLINA,-12.08922,-76.88776,MINORISTAS,BODEGA,D,100,64,112,60
981978162,E000000122269,U,1463,LIMA,LURIGANCHO,-11.97916,-76.93838,MINORISTAS,BODEGA,C,27,74,93,89
981979167,E000000122275,U,836,LIMA,SAN MARTIN DE PORRES,-12.01823,-77.05869,MINORISTAS,BOTICA,D,41,81,115,92
981984832,E000000122300,U,4543,LIMA,CHORRILLOS,-12.20827,-77.0148,MINORISTAS,BODEGA,C,384,720,371,695
981985219,E000000122302,U,1628,LIMA,SAN JUAN DE MIRAFLORES,-12.14772,-76.97414,MINORISTAS,BODEGA,C,79,113,58,76
981985288,E000000122303,V,1870,LIMA,LURIN,-12.2979,-76.8509,MINORISTAS,BODEGA,C,73,13,69,68
981988458,E000000122313,V,154,LIMA,SAN MARTIN DE PORRES,-11.9702,-77.10411,MINORISTAS,BODEGA,D,23,51,41,16
981990349,E000000122324,U,484,LIMA,PUENTE PIEDRA,-11.85132,-77.09271,MINORISTAS,BODEGA,D,82,41,79,87
981991510,E000000122330,U,44,LIMA,ATE,-12.00008,-76.8319,MINORISTAS,BODEGA,E,19,24,12,34
981992011,E000000122336,U,5907,LIMA,SAN JUAN DE MIRAFLORES,-12.14148,-76.97779,MINORISTAS,BODEGA,C,743,461,379,553
981992111,E000000122339,U,2739,LIMA,CARABAYLLO,-11.87345,-77.03049,MINORISTAS,BODEGA,C,207,268,240,112
981994191,E000000122359,U,1419,CAÑETE,CALANGO,-12.65678,-76.63636,MINORISTAS,BODEGA,C,27,105,50,106
981996684,E000000122372,U,550,LIMA,ATE,-12.02688,-76.95321,MINORISTAS,BODEGA,D,70,59,84,54
981998409,E000000122378,U,2574,LIMA,ATE,-12.03414,-76.92903,MINORISTAS,LIBRERIA,C,263,129,70,128
982606443,E000000122440,U,2618,LIMA,COMAS,-11.91389,-77.02698,MINORISTAS,BODEGA,C,147,231,193,138
982607020,E000000122443,V,5852,LIMA,SAN JUAN DE MIRAFLORES,-12.15546,-76.97163,MINORISTAS,BOTICA,C,501,383,565,579
982609714,E000000122456,U,200.42,LIMA,MIRAFLORES,-12.11145,-77.02809,MINORISTAS,BODEGA,D,55,32,74,70
982609823,E000000122457,U,66,LIMA,SANTIAGO DE SURCO,-12.14211,-76.99223,MINORISTAS,BODEGA,E,49,24,33,41
982619338,E000000122490,U,1067,LIMA,INDEPENDENCIA,-12.0064,-77.0525,MINORISTAS,BODEGA,C,72,49,78,75
982619814,E000000122493,U,440,LIMA,PUENTE PIEDRA,-11.98518,-77.08019,MINORISTAS,BODEGA,D,74,62,64,22
982987879,E000000122591,V,2981,CAÑETE,SAN VICENTE DE CAÑETE,-13.1181,-76.4088,MINORISTAS,BODEGA,C,473,376,282,574
982988203,E000000122594,U,8459,LIMA,ATE,-12.07476,-76.97931,MINORISTAS,BODEGA,C,290,466,565,426
983434282,E000000122616,U,880,LIMA,CHORRILLOS,-12.1892,-76.98213,MINORISTAS,BODEGA,D,50,105,43,90
983606165,E000000122655,V,704,LIMA,SAN MARTIN DE PORRES,-11.9932,-77.08813,MINORISTAS,BODEGA,D,93,109,91,74
983606673,E000000122657,U,2640,LIMA,PUENTE PIEDRA,-11.85153,-77.03357,MINORISTAS,BODEGA,C,204,188,168,107
983607302,E000000122663,U,1903,CAÑETE,MALA,-12.6666,-76.6155,MINORISTAS,BODEGA,C,160,97,159,214
983607509,E000000122665,V,2200,OYON,OYON,-10.66713,-76.76972,MINORISTAS,BODEGA,C,229,40,256,135
983608287,E000000122667,U,1672,LIMA,SAN JUAN DE LURIGANCHO,-12.0199,-76.9717,MINORISTAS,BODEGA,C,94,75,57,54
983622036,E000000122730,U,4400,LIMA,VILLA MARIA DEL TRIUNFO,-12.16155,-76.94929,MINORISTAS,BODEGA,C,653,649,482,596
983624324,E000000122739,U,7568,LIMA,VILLA EL SALVADOR,-12.2063,-76.95316,MINORISTAS,BODEGA,C,432,568,748,581
983624350,E000000122740,U,2024,LIMA,VILLA MARIA DEL TRIUNFO,-12.1397,-76.9508,MINORISTAS,BODEGA,C,199,227,151,211
983624422,E000000122741,U,44,LIMA,CARABAYLLO,-11.83441,-77.00065,MINORISTAS,BODEGA,E,25,33,25,20
983624710,E000000122744,U,1398.32,LIMA,VILLA EL SALVADOR,-12.20499,-76.94477,MINORISTAS,BODEGA,C,16,83,43,125
983626657,E000000122755,U,1881,LIMA,SAN JUAN DE MIRAFLORES,-12.1549,-76.9727,MINORISTAS,BODEGA,C,96,80,65,48
983626735,E000000122756,U,3454,LIMA,CHORRILLOS,-12.19649,-77.02502,MINORISTAS,BOTICA,C,401,212,719,606
983627462,E000000122760,U,286,LIMA,LURIGANCHO,-11.9312,-76.70113,MINORISTAS,BODEGA,D,77,55,46,41
983628478,E000000122764,U,979,LIMA,LA MOLINA,-12.07674,-76.95299,MINORISTAS,BODEGA,D,95,101,59,37
983629120,E000000122767,U,1100,LIMA,CARABAYLLO,-11.89259,-77.02716,MINORISTAS,BODEGA,C,64,103,87,25
983630731,E000000122774,V,3311,LIMA,VILLA MARIA DEL TRIUNFO,-12.15484,-76.93297,MINORISTAS,BODEGA,C,409,719,696,415
983630987,E000000122775,U,1507,LIMA,SAN JUAN DE MIRAFLORES,-12.13387,-76.96662,MINORISTAS,BODEGA,C,85,75,59,29
983631054,E000000122776,V,5632,LIMA,SAN MARTIN DE PORRES,-11.99816,-77.11143,MINORISTAS,BODEGA,C,515,771,369,882
983637057,E000000122809,U,3190,LIMA,LURIGANCHO,-11.99311,-76.90403,MINORISTAS,BODEGA,C,559,691,882,153
983638171,E000000122812,U,5896,LIMA,LIMA,-12.04429,-77.06131,MINORISTAS,AMBULANTE,C,561,793,740,533
