Marca temporal,"¿Quién es tu referente?
Este datito es opcional, pero nos ayuda a saber quién no anda trabajando 🤔","¿En que ciclo académico te encuentras actualmente en la UTEC?
*Tu ciclo lo define tu curso de menor ciclo que NO has llevado (o recién estás llevando).","¿Cuántos ciclos has cursado desde que ingresaste a la UTEC?
*Los ciclos de verano no se toman en cuenta.",¿Cuál es tu género?,¿Cuántos años tienes?,¿Cuál es tu situación sentimental?,¿Qué carrera estás estudiando?,"¿En que distrito resides actualmente?
Los siete distritos del Callao también figuran.","¿Cuánto tiempo te toma llegar a la UTEC?
Puede que haya días en los que enfrentas más tránsito o no, en ese caso te pedimos una media aproximada.",(2023-1) ¿Cuántos cursos en total estás llevando este ciclo?  📚📙,"(2023-1) ¿Cuántos créditos en total estás llevando este ciclo?
El máximo de créditos por ciclo es 26.","(2023-1) De tu total de créditos, ¿cuántos son de cursos de carrera?  👨‍🎓
El máximo de créditos por ciclo es 26.","(2023-1) De tu total de cursos, ¿cuántos son cursos de carrera?","(2022-2) ¿Cuántos créditos llevaste el ciclo pasado?
El máximo de créditos por ciclo es 26.",(2022-2) ¿Cuántos cursos en total llevaste el ciclo pasado?  📚📙,"(2022-2) De tu anterior total de créditos, ¿cuántos eran de cursos de carrera?  👨‍🎓
El máximo de créditos por ciclo es 26.","(2022-2) De tu anterior total de cursos, ¿cuántos eran cursos de carrera?","(2022-2) ¿Cuál es tu promedio ponderado del ciclo pasado?
Te pedimos que de ser posible, al menos puedas especificar la primera cifra decimal (ejem: 15.6).","¿Entre qué horas sueles desayunar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TIENES clases (2023-1)?]","¿Entre qué horas sueles desayunar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tienes clases (2023-1)?]","¿Entre qué horas sueles desayunar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TENÍAS clases (2022-2)?]","¿Entre qué horas sueles desayunar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tenías clases (2022-2)?]","¿Entre qué horas sueles almorzar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TIENES clases (2023-1)?]","¿Entre qué horas sueles almorzar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tienes clases (2023-1)?]","¿Entre qué horas sueles almorzar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TENÍAS clases (2022-2)?]","¿Entre qué horas sueles almorzar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tenías clases (2022-2)?]","¿Durante qué horas sueles cenar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TIENES clases (2023-1)?]","¿Durante qué horas sueles cenar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tienes clases (2023-1)?]","¿Durante qué horas sueles cenar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [TENÍAS clases (2022-2)?]","¿Durante qué horas sueles cenar los días que...
*Con ""días que NO tienes clases"" nos referimos a domingos y feriados. [NO tenías clases (2022-2)?]","¿SEMANALMENTE cuántas horas sueles DORMIR (ciclo 2023-1)?  😴
*Cuántas horas duermes en una semana aprox*",¿SEMANALMENTE cuántas horas SOLÍAS DORMIR (ciclo 2022-2)?,¿SEMANALMENTE cuántas horas SUELES DEDICAR al deporte (ciclo 2023-1)?  ⛹️‍♂️,¿SEMANALMENTE cuántas horas SOLÍAS DEDICAR al deporte (ciclo 2022-2)?,¿SEMANALMENTE cuántas horas SUELES ESTUDIAR (ciclo 2023-1)?  🦕,¿SEMANALMENTE cuántas horas SOLÍAS ESTUDIAR (ciclo 2022-2)?,"Salud y deporte.
Hábitos que sean beneficiosos para tu bienestar general (alimentación, sueño y ejercicio).","Dinero (finanzas y economía).
Tu relación con el dinero, la forma en la que gestionas tus gastos y ahorros.","Carrera y trabajo.
Desarrollo de habilidades profesionales, desempeño en la universidad y desempeño laboral (en caso tengas trabajo).","Familia y amor.
Tu relación con tu familia y pareja (en caso tengas una).","Entorno y amigos.
La calidad y la cantidad de las relaciones sociales y de amistad tienes en tu vida.","Desarrollo personal.
Tiempo dedicado a reflexionar y trabajar en tus habilidades, personalidad, mentalidad, salud y felicidad.","Pasatiempos y entretenimiento.
Sentimiento de satisfacción y suficiencia respecto al tiempo que le dedicas a tu diversión.","Espiritualidad.
Conexión personal con tu vida espiritual (religión, práctica espiritual personal o su sentido de propósito y significado en la vida).","Salud y deporte.
Hábitos que sean beneficiosos para tu bienestar general (alimentación, sueño y ejercicio).","Dinero (finanzas y economía).
Tu relación con el dinero, la forma en la que gestionas tus gastos y ahorros.","Carrera y trabajo.
Desarrollo de habilidades profesionales, desempeño en la universidad y desempeño laboral (en caso tengas trabajo).","Familia y amor.
Tu relación con tu familia y pareja (en caso tengas una).","Entorno y amigos.
La calidad y la cantidad de las relaciones sociales y de amistad tienes en tu vida.","Desarrollo personal.
Tiempo dedicado a reflexionar y trabajar en tus habilidades, personalidad, mentalidad, salud y felicidad.","Pasatiempos y entretenimiento.
Sentimiento de satisfacción y suficiencia respecto al tiempo que le dedicas a tu diversión.","Espiritualidad.
Conexión personal con tu vida espiritual (religión, práctica espiritual personal o su sentido de propósito y significado en la vida)."
3/05/2023 15:46:39,Luciana.,Tercer ciclo.,3,Femenino.,20,Solter@.,Ingeniería Mecánica.,Santiago de Surco,De 1 a 2 horas.,5,20,20,20,20,5,20,5,20,5 - 6 am,6 - 7 am,5 - 6 am,5 - 6 am,12 - 1 pm,12 - 1 pm,1 - 2 pm,12 - 1 pm,6 - 7 pm,6 - 7 pm,7 - 8 pm,6 - 7 pm,8,4,6,2,4,5,3,2,1,2,3,2,3,2,8,8,9,5,3,2,4,3
3/05/2023 15:47:52,Luciana.,Cuarto ciclo.,4,Femenino.,20,Solter@.,Ingeniería Industrial.,Villa el Salvador,De 1 a 2 horas.,5,20,12,3,22,7,8,2,14.6,6 - 7 am,7 - 8 am,6 - 7 am,7 - 8 am,12 - 1 pm,2 - 3 pm,1 - 2 pm,1 - 2 pm,5 - 6 pm,8 - 9 pm,6 - 7 pm,8 - 9 pm,60,50,0,0,35,30,6,6,6,5,7,7,8,6,3,7,7,7,8,7,9,7
4/05/2023 20:04:03,Kiara.,Cuarto ciclo.,4,Femenino.,19,Solter@.,Ingeniería Civil.,Independencia,De 1 a 2 horas.,7,25,8,2,21,5,5,1,13.56,6 - 7 am,9 - 10 am,4 - 5 am,8 - 9 am,11 am - 12 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,5 - 6 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,42,35,2,1,6,4,7,7,5,8,9,7,10,5,3,10,1,2,9,1,1,1
3/05/2023 19:28:35,Luciana.,Cuarto ciclo.,5,Femenino.,18,Solter@.,Ingeniería Química.,San Juan de Lurigancho,De 1 a 2 horas.,5,20,13,3,18,5,4,1,14,10 - 11 am,8 - 9 am,9 - 10 am,8 - 9 am,1 - 2 pm,2 - 3 pm,1 - 2 pm,2 - 3 pm,10 - 11 pm,9 - 10 pm,10 - 11 pm,9 - 10 pm,35,30,0,0,17,10,5,4,3,6,8,8,7,8,6,2,2,5,4,6,5,4
3/05/2023 22:58:37,Luciana.,Quinto ciclo.,5,Femenino.,20,Con pareja.,Ingeníera Ambiental.,San Borja,Media hora a 1 hora.,4,16,16,4,20,5,3,3,15,6 - 7 am,7 - 8 am,6 - 7 am,7 - 8 am,1 - 2 pm,11 am - 12 pm,12 - 1 pm,1 - 2 pm,7 - 8 pm,6 - 7 pm,7 - 8 pm,6 - 7 pm,5,8,0,1,30,28,5,7,6,4,4,4,2,4,4,7,4,4,3,3,4,4
4/05/2023 9:56:05,Kiara.,Segundo ciclo.,3,Femenino.,18,Con pareja.,Ciencias de la Computación.,Surquillo,Menos de media hora.,6,23,16,4,26,8,8,2,14.76,6 - 7 am,10 - 11 am,No desayuno.,11 - 12 am,12 - 1 pm,1 - 2 pm,2 - 3 pm,1 - 2 pm,9 - 10 pm,8 - 9 pm,9 - 10 pm,8 - 9 pm,49,46,7,0,12,8,7,5,6,8,8,8,6,7,4,4,5,7,9,8,7,7
4/05/2023 10:28:16,Derkhenz.,Segundo ciclo.,2,Masculino.,18,Solter@.,Ingeniería Mecatrónica.,Puente Piedra,De 2 a 3 horas.,6,21,0,0,24,7,4,1,16,6 - 7 am,6 - 7 am,6 - 7 am,6 - 7 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,36,45,5,5,4,4,3,5,4,6,4,5,6,5,5,5,5,6,6,7,6,6
4/05/2023 10:39:40,Derkhenz.,Tercer ciclo.,3,Masculino.,23,Solter@.,Ingeniería Electrónica.,Comas,Media hora a 1 hora.,5,18,0,0,20,6,0,0,13.4,5 - 6 am,8 - 9 am,5 - 6 am,8 - 9 am,12 - 1 pm,1 - 2 pm,12 - 1 pm,1 - 2 pm,11 pm - 12 am,8 - 9 pm,10 - 11 pm,8 - 9 pm,40,45,2,0,10,9,4,7,5,10,10,7,4,5,2,6,5,9,8,5,8,5
4/05/2023 10:41:38,Derkhenz.,Noveno ciclo.,9,Masculino.,21,Solter@.,Ciencias de la Computación.,San Juan de Lurigancho,De 1 a 2 horas.,5,18,18,5,20,6,16,5,14.9,6 - 7 am,8 - 9 am,6 - 7 am,8 - 9 am,12 - 1 pm,12 - 1 pm,12 - 1 pm,12 - 1 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,45,40,9,2,10,10,9,8,9,7,9,9,9,10,7,7,8,8,9,8,9,9
4/05/2023 10:51:37,Derkhenz.,Séptimo ciclo.,49,Masculino.,20,Solter@.,Bioingeniería.,San Borja,Media hora a 1 hora.,7,21,9,4,24,6,11,4,17.89,6 - 7 am,7 - 8 am,6 - 7 am,7 - 8 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,49,44,12,10,7,7,8,7,8,7,8,7,2,6,7,4,5,7,5,6,7,4
4/05/2023 10:55:40,Derkhenz.,Noveno ciclo.,9,Femenino.,21,Solter@.,Bioingeniería.,San Borja,Menos de media hora.,6,19,15,4,16,4,16,4,16,6 - 7 am,7 - 8 am,7 - 8 am,8 - 9 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,6,8,3,0,10,12,9,8,9,10,10,9,10,10,10,9,9,10,10,10,9,10
4/05/2023 11:13:59,Derkhenz.,Cuarto ciclo.,4,Femenino.,19,Solter@.,Ingeniería Industrial.,Barranco,Menos de media hora.,6,20,8,2,22,6,9,3,14.75,5 - 6 am,5 - 6 am,5 - 6 am,5 - 6 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,42,42,10,10,45,45,7,7,7,8,8,7,8,8,7,7,7,8,8,8,8,7
4/05/2023 11:23:02,Kiara.,Segundo ciclo.,1,Masculino.,17,Con pareja.,Bioingeniería.,Santiago de Surco,Media hora a 1 hora.,5,20,10,3,20,10,10,3,15.7,6 - 7 am,6 - 7 am,6 - 7 am,6 - 7 am,2 - 3 pm,2 - 3 pm,2 - 3 pm,2 - 3 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,7,7,3,3,1,1,4,5,5,10,9,7,6,4,6,5,5,10,9,4,6,4
4/05/2023 11:23:13,Derkhenz.,Tercer ciclo.,8,Masculino.,21,Solter@.,Administración y Negocios Digitales.,Chorrillos,Media hora a 1 hora.,6,20,20,6,5,5,20,5,14,9 - 10 am,9 - 10 am,9 - 10 am,9 - 10 am,2 - 3 pm,2 - 3 pm,2 - 3 pm,2 - 3 pm,9 - 10 pm,9 - 10 pm,9 - 10 pm,9 - 10 pm,5,6,2,2,3,2,5,5,4,3,3,4,5,9,7,5,3,5,5,4,3,3
4/05/2023 11:24:21,Kiara.,Quinto ciclo.,4,Femenino.,19,Con pareja.,Bioingeniería.,Santiago de Surco,Media hora a 1 hora.,5,18,2,1,20,5,6,2,14.5,11 - 12 am,10 - 11 am,No desayuno.,No desayuno.,2 - 3 pm,3 - 4 pm,No almuerzo.,4 - 5 pm,No ceno.,No ceno.,No ceno.,No ceno.,40,30,3,1,30,30,4,4,1,5,8,2,7,2,3,4,4,5,8,4,7,2
4/05/2023 11:24:44,Kiara.,Quinto ciclo.,4,Femenino.,19,Con pareja.,Bioingeniería.,San Martin de Porres,De 1 a 2 horas.,3,9,2,1,21,7,0,0,13,10 - 11 am,9 - 10 am,10 - 11 am,9 - 10 am,1 - 2 pm,4 - 5 pm,No almuerzo.,3 - 4 pm,10 - 11 pm,9 - 10 pm,No ceno.,11 pm - 12 am,40,40,0,0,30,20,5,4,5,6,5,5,5,4,4,5,5,5,5,4,5,4
4/05/2023 11:26:13,Kiara.,Cuarto ciclo.,4,Femenino.,21,Solter@.,Ingeniería Industrial.,Ventanilla,De 3 a más.,6,26,16,4,24,6,2,3,16,7 - 8 am,9 - 10 am,9 - 10 am,7 - 8 am,12 - 1 pm,1 - 2 pm,11 am - 12 pm,2 - 3 pm,No ceno.,9 - 10 pm,11 pm - 12 am,10 - 11 pm,5,8,0,3,7,8,6,5,5,10,8,4,7,6,7,1,3,7,4,1,5,6
4/05/2023 11:27:38,Kiara.,Tercer ciclo.,3,Masculino.,18,Solter@.,Ingeniería Industrial.,Chorrillos,De 1 a 2 horas.,5,14,3,1,16,6,0,0,14.2,7 - 8 am,8 - 9 am,7 - 8 am,8 - 9 am,12 - 1 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,52,58,12,4,35,30,7,5,6,7,6,7,5,6,5,5,5,6,5,6,5,5
4/05/2023 11:27:48,Kiara.,Quinto ciclo.,15,Masculino.,18,Solter@.,Ingeniería Mecatrónica.,Barranco,Menos de media hora.,7,26,8,2,24,5,4,1,14,8 - 9 am,No desayuno.,9 - 10 am,10 - 11 am,1 - 2 pm,1 - 2 pm,2 - 3 pm,12 - 1 pm,8 - 9 pm,9 - 10 pm,No ceno.,11 pm - 12 am,30,38,14,8,8,8,7,8,6,5,9,10,10,7,9,10,10,10,10,9,10,5
4/05/2023 11:28:34,Kiara.,Tercer ciclo.,2,Masculino.,17,Con pareja.,Bioingeniería.,Bellavista,De 1 a 2 horas.,5,19,0,0,21,6,3,1,14.3,8 - 9 am,9 - 10 am,7 - 8 am,9 - 10 am,4 - 5 pm,4 - 5 pm,3 - 4 pm,4 - 5 pm,No ceno.,No ceno.,No ceno.,No ceno.,42,35,12,15,10,10,7,8,7,7,10,10,10,8,7,6,6,3,9,4,8,5
4/05/2023 11:29:29,Kiara.,Quinto ciclo.,5,Femenino.,18,Solter@.,Bioingeniería.,San Juan de Lurigancho,De 1 a 2 horas.,5,16,3,1,16,5,0,0,13,No desayuno.,9 - 10 am,11 - 12 am,9 - 10 am,1 - 2 pm,2 - 3 pm,4 - 5 pm,2 - 3 pm,11 pm - 12 am,8 - 9 pm,11 pm - 12 am,8 - 9 pm,45,49,4,6,14,8,6,7,5,7,6,7,5,2,4,2,3,4,4,1,3,1
4/05/2023 11:39:57,Kiara.,Tercer ciclo.,3,Masculino.,17,Prefiero no decirlo.,Ciencias de la Computación.,San Juan de Miraflores,Media hora a 1 hora.,7,25,12,3,20,6,4,1,17.33,4 - 5 am,6 - 7 am,5 - 6 am,6 - 7 am,12 - 1 pm,1 - 2 pm,2 - 3 pm,1 - 2 pm,11 pm - 12 am,9 - 10 pm,9 - 10 pm,9 - 10 pm,38,51,5,5,9,6,10,7,9,6,10,10,10,10,10,7,10,6,10,10,10,10
4/05/2023 12:06:35,Gaby.,Tercer ciclo.,12,Femenino.,18,Prefiero no decirlo.,Ingeniería Mecatrónica.,Independencia,De 2 a 3 horas.,6,21,4,2,19,6,1,1,13.52,6 - 7 am,6 - 7 am,6 - 7 am,6 - 7 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,5,30,6,3,9,12,7,5,8,5,6,6,8,6,7,7,7,7,7,7,7,7
4/05/2023 12:40:43,Derkhenz.,Quinto ciclo.,5,Masculino.,20,Solter@.,Ingeniería Mecánica.,Barranco,Menos de media hora.,6,23,16,4,21,6,12,3,15.3,No desayuno.,No desayuno.,No desayuno.,No desayuno.,No almuerzo.,No almuerzo.,No almuerzo.,No almuerzo.,No ceno.,No ceno.,No ceno.,No ceno.,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
4/05/2023 12:45:18,Kiara.,Cuarto ciclo.,5,Femenino.,19,Solter@.,Ingeniería Mecatrónica.,Barranco,Menos de media hora.,6,20,7,2,16,5,3,1,13.4,5 - 6 am,8 - 9 am,6 - 7 am,8 - 9 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,9 - 10 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,36,54,4,5,30,24,7,9,5,7,7,8,5,2,5,6,5,9,3,6,8,4
4/05/2023 14:16:56,Gaby.,Tercer ciclo.,3,Femenino.,18,Solter@.,Ingeniería Química.,La Molina,De 1 a 2 horas.,5,19,4,1,21,7,4,1,16.5,5 - 6 am,7 - 8 am,5 - 6 am,7 - 8 am,2 - 3 pm,1 - 2 pm,2 - 3 pm,1 - 2 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,7,6,3,2,6,7,5,6,6,8,8,8,8,4,5,8,7,6,6,5,7,3
4/05/2023 14:20:42,Francko.,Cuarto ciclo.,5,Masculino.,22,Solter@.,Ingeníera Ambiental.,Miraflores,Media hora a 1 hora.,6,18,18,5,18,5,18,5,16.5,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,8 - 9 pm,7,7,4,3,5,6,9,3,7,5,7,4,6,7,6,4,7,2,6,2,4,1
4/05/2023 14:22:43,Gaby.,Tercer ciclo.,2,Masculino.,18,Solter@.,Bioingeniería.,San Juan de Miraflores,Media hora a 1 hora.,5,19,0,0,21,7,5,2,16.9,6 - 7 am,10 - 11 am,6 - 7 am,10 - 11 am,3 - 4 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,43,38,0,0,15,15,6,7,8,7,9,3,2,2,1,4,7,7,9,4,3,3
4/05/2023 14:23:07,Gaby.,Tercer ciclo.,2,Femenino.,18,Con pareja.,Bioingeniería.,Surquillo,Media hora a 1 hora.,5,19,0,3,21,7,5,2,16.3,No desayuno.,9 - 10 am,8 - 9 am,8 - 9 am,No almuerzo.,2 - 3 pm,1 - 2 pm,2 - 3 pm,No ceno.,No ceno.,No ceno.,No ceno.,7,7,18,6,13,10,8,9,7,9,8,7,7,3,7,7,5,8,7,6,8,3
4/05/2023 14:27:10,Derkhenz.,Tercer ciclo.,22,Masculino.,19,Solter@.,Ingeniería Industrial.,Comas,De 1 a 2 horas.,7,22,0,1,22,7,1,1,16.9,6 - 7 am,6 - 7 am,6 - 7 am,6 - 7 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,7 - 8 pm,35,6,1,7,21,25,6,6,7,6,6,6,5,6,6,6,6,6,6,6,6,6
4/05/2023 14:32:30,Derkhenz.,Cuarto ciclo.,4,Masculino.,20,Prefiero no decirlo.,Bioingeniería.,Chorrillos,Menos de media hora.,6,19,0,0,18,6,1,0,16,5 - 6 am,5 - 6 am,5 - 6 am,5 - 6 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,9 - 10 pm,9 - 10 pm,9 - 10 pm,9 - 10 pm,40,60,0,0,10,10,2,2,4,4,6,9,6,9,4,6,6,5,5,6,7,7
4/05/2023 14:37:50,Derkhenz.,Tercer ciclo.,3,Masculino.,17,Solter@.,Ingeniería Química.,Callao,De 2 a 3 horas.,7,21,5,1,20,7,0,0,13,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,11 am - 12 pm,11 am - 12 pm,12 - 1 pm,12 - 1 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,5,8,4,10,16,4,10,5,4,10,10,10,4,6,5,5,6,10,6,10,6,6
4/05/2023 14:44:34,Derkhenz.,Segundo ciclo.,1,Masculino.,18,Solter@.,Ingeniería Mecatrónica.,Comas,De 3 a más.,7,22,0,0,21,7,1,1,17,4 - 5 am,7 - 8 am,6 - 7 am,6 - 7 am,12 - 1 pm,1 - 2 pm,12 - 1 pm,11 am - 12 pm,8 - 9 pm,6 - 7 pm,7 - 8 pm,6 - 7 pm,4,4,6,6,7,7,5,5,3,4,6,5,7,6,3,3,5,3,4,6,8,6
4/05/2023 14:44:41,Gaby.,Tercer ciclo.,3,Masculino.,18,Solter@.,Ingeniería Mecatrónica.,Jesús María,Media hora a 1 hora.,6,22,4,1,19,6,0,0,15.47,6 - 7 am,8 - 9 am,6 - 7 am,8 - 9 am,1 - 2 pm,2 - 3 pm,1 - 2 pm,2 - 3 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,8 - 9 pm,53,49,6,6,2,0,9,7,1,9,8,6,7,5,8,7,8,6,7,6,9,7
4/05/2023 15:02:09,Derkhenz.,Segundo ciclo.,2,Masculino.,19,Solter@.,Ingeniería Mecatrónica.,Barranco,Menos de media hora.,6,19,0,0,20,7,2,1,15.8,5 - 6 am,7 - 8 am,5 - 6 am,6 - 7 am,2 - 3 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,35,38,3,2,9,7,6,6,7,8,8,7,7,5,6,6,7,8,7,6,5,4
4/05/2023 16:46:03,Derkhenz.,Segundo ciclo.,2,Femenino.,18,Solter@.,Ingeniería Mecatrónica.,Callao,De 1 a 2 horas.,6,19,0,0,20,7,2,1,15.6,6 - 7 am,6 - 7 am,6 - 7 am,6 - 7 am,2 - 3 pm,2 - 3 pm,2 - 3 pm,2 - 3 pm,No ceno.,No ceno.,No ceno.,No ceno.,20,20,4,4,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/05/2023 17:02:48,Derkhenz.,Séptimo ciclo.,50,Masculino.,21,Solter@.,Ingeniería Industrial.,Callao,De 1 a 2 horas.,6,20,8,2,18,5,10,3,14.3,9 - 10 am,9 - 10 am,7 - 8 am,8 - 9 am,12 - 1 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,10 - 11 pm,9 - 10 pm,9 - 10 pm,9 - 10 pm,46,49,4,2,10,8,6,5,8,7,7,8,8,7,7,6,4,6,5,6,7,6
4/05/2023 17:12:40,Derkhenz.,Tercer ciclo.,3,Masculino.,18,Solter@.,Ingeniería Mecatrónica.,Ate,De 1 a 2 horas.,5,18,10,3,19,6,9,3,14.7,6 - 7 am,10 - 11 am,5 - 6 am,10 - 11 am,12 - 1 pm,2 - 3 pm,No almuerzo.,2 - 3 pm,9 - 10 pm,7 - 8 pm,11 pm - 12 am,9 - 10 pm,25,30,1,3,10,2,4,7,5,9,5,8,6,1,7,3,4,9,6,4,5,1
4/05/2023 18:29:29,Derkhenz.,Cuarto ciclo.,4,Femenino.,20,Solter@.,Ingeniería Civil.,Barranco,Menos de media hora.,6,22,12,3,22,6,5,1,15.41,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,1 - 2 pm,12 - 1 pm,1 - 2 pm,12 - 1 pm,11 pm - 12 am,11 pm - 12 am,11 pm - 12 am,11 pm - 12 am,42,36,5,0,28,14,10,8,7,5,5,8,8,10,10,9,8,6,7,9,8,10
4/05/2023 18:36:28,Derkhenz.,Tercer ciclo.,4,Femenino.,19,Solter@.,Ingeniería Civil.,Barranco,Menos de media hora.,6,21,0,0,21,6,0,0,12.55,7 - 8 am,8 - 9 am,7 - 8 am,8 - 9 am,2 - 3 pm,1 - 2 pm,2 - 3 pm,1 - 2 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,42,50,0,2,77,77,4,5,5,10,7,7,4,6,6,6,6,10,6,7,4,6
4/05/2023 18:42:25,,Cuarto ciclo.,3,Femenino.,20,Solter@.,Ingeníera Ambiental.,Barranco,Menos de media hora.,6,20,21,3,21,6,21,2,13,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,2 - 3 pm,2 - 3 pm,2 - 3 pm,2 - 3 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,5,8,1,2,9,5,6,4,6,6,6,6,6,7,7,6,6,6,4,4,4,5
4/05/2023 18:45:37,Derkhenz.,Tercer ciclo.,3,Masculino.,19,Solter@.,Ingeníera Ambiental.,Comas,De 1 a 2 horas.,6,20,7,2,21,6,7,2,13.8,7 - 8 am,9 - 10 am,5 - 6 am,7 - 8 am,2 - 3 pm,2 - 3 pm,1 - 2 pm,2 - 3 pm,9 - 10 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,6,7,6,2,6,3,8,6,8,8,10,8,10,7,6,6,6,4,6,1,6,6
4/05/2023 18:52:45,Derkhenz.,Segundo ciclo.,2,Femenino.,19,Solter@.,Ingeniería Industrial.,Independencia,De 1 a 2 horas.,6,19,19,6,23,7,23,7,15.7,6 - 7 am,7 - 8 am,6 - 7 am,7 - 8 am,1 - 2 pm,2 - 3 pm,1 - 2 pm,2 - 3 pm,8 - 9 pm,7 - 8 pm,8 - 9 pm,7 - 8 pm,32,30,3,3,18,18,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,6
4/05/2023 18:58:32,Derkhenz.,Sexto ciclo.,6,Femenino.,21,Solter@.,Ingeniería Química.,Ate,De 1 a 2 horas.,5,20,9,2,23,6,8,2,14.6,7 - 8 am,7 - 8 am,7 - 8 am,7 - 8 am,12 - 1 pm,1 - 2 pm,2 - 3 pm,1 - 2 pm,8 - 9 pm,7 - 8 pm,7 - 8 pm,7 - 8 pm,6,7,0,0,6,5,5,9,8,9,9,7,8,4,4,8,7,9,9,7,8,5
4/05/2023 19:03:16,Derkhenz.,Tercer ciclo.,3,Masculino.,17,Solter@.,Ciencias de la Computación.,Comas,De 1 a 2 horas.,6,21,16,4,20,5,16,4,14.6,No desayuno.,8 - 9 am,7 - 8 am,8 - 9 am,1 - 2 pm,12 - 1 pm,1 - 2 pm,12 - 1 pm,No ceno.,No ceno.,No ceno.,No ceno.,49,49,7,0,56,60,8,8,6,1,6,8,7,1,1,6,5,7,6,5,7,6
4/05/2023 19:06:34,Luciana.,Quinto ciclo.,9,Masculino.,22,Solter@.,Ingeniería Química.,Surquillo,Menos de media hora.,3,12,12,3,9,3,9,3,17.4,7 - 8 am,6 - 7 am,7 - 8 am,7 - 8 am,1 - 2 pm,1 - 2 pm,1 - 2 pm,1 - 2 pm,9 - 10 pm,8 - 9 pm,8 - 9 pm,8 - 9 pm,30,30,3,1,4,7,4,3,6,4,6,7,7,8,2,8,5,8,2,6,4,8
