CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,INF_200,P200_N,P203,P204,P205_A,P205_B,P206,P207_1,P208,P209,P209_N,P209_1,P210,P210_N,P210_1,P211_N,P211_1,P200_APORTANTE,P211_N_PARENTESCO,P211_N_SEXO,P211_N_AÑOS,P211_N_MESES,P211_N_ECIVIL,P211_N_MIGRANTE,factorfinal
13,LA LIBERTAD,01,TRUJILLO,05,LA ESPERANZA,Trujillo,45238,04680,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,22, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,05,LA ESPERANZA,Trujillo,45238,04680,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,05,LA ESPERANZA,Trujillo,45238,04680,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,3,1,4,3.Hijo/a o hijastro/a,1.Hombre, ,1, , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,25.2908669863495
02,ANCASH,18,SANTA,01,CHIMBOTE,Chimbote,45340,09341,16,1,1,5.Alto,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,2.Mujer,51, ,3.Viudo/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,13.1758204062503
02,ANCASH,18,SANTA,01,CHIMBOTE,Chimbote,45340,09341,16,1,1,5.Alto,1.Completa,1.Completa,1.Sí,2,2,2,11.Otro no pariente,2.Mujer,67, ,4.Divorciado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,13.1758204062503
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,45366,10915,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,1.Hombre,25, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,10.5406563250003
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,45366,10915,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,2,2.Esposo/a o compañero/a,2.Mujer,21, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,10.5406563250003
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,45366,10915,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,3,3.Hijo/a o hijastro/a,1.Hombre,3, , , ,1.Sí,2.No, ,4.Falleció/No sabe,1.Sí,2, , , , , , , , , , ,10.5406563250003
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,45366,10915,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,4,3.Hijo/a o hijastro/a,1.Hombre,1, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,10.5406563250003
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47035,21071,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,1,1.Jefe/a del hogar,1.Hombre,25, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47035,21071,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,2,6.Padres/suegros,2.Mujer,51, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47035,21071,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,3,7.Hermano/a,1.Hombre,28, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47035,21071,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,4,7.Hermano/a,1.Hombre,20, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47035,21071,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,5,8.Otro pariente,1.Hombre,25, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47035,21071,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,6,8.Otro pariente,2.Mujer,21, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,06,CARABAYLLO,Lima,47035,21071,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,7,8.Otro pariente,1.Hombre,2, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,6, , , , , , , , , , ,133.030685853111
20,PIURA,01,PIURA,01,PIURA,Piura,47972,01130,17,2,2,4.Medio alto,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,2.Mujer,24, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,18.8209345284052
20,PIURA,01,PIURA,01,PIURA,Piura,47972,01130,17,2,2,4.Medio alto,1.Completa,1.Completa,1.Sí,2,2,2,2.Esposo/a o compañero/a,1.Hombre,36, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,18.8209345284052
20,PIURA,01,PIURA,01,PIURA,Piura,0125702,01335,35,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,2.Mujer,24, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,0125702,01335,35,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,1.Hombre,35, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0330702,03163,8,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,2.Mujer,29, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,18.0433333333333
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0330702,03164,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,1,1.Jefe/a del hogar,2.Mujer,25, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,18.0433333333333
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0330702,03164,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,2,2.Esposo/a o compañero/a,1.Hombre,30, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,18.0433333333333
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0330702,03164,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,3,3.Hijo/a o hijastro/a,2.Mujer,10, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,18.0433333333333
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0330702,03164,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,4,3.Hijo/a o hijastro/a,2.Mujer,6, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,18.0433333333333
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0330702,03164,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,5,3.Hijo/a o hijastro/a,1.Hombre,4, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,18.0433333333333
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0330702,03164,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,6,3.Hijo/a o hijastro/a,2.Mujer,2, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,18.0433333333333
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,0330702,03164,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,7,3.Hijo/a o hijastro/a,2.Mujer,1, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,18.0433333333333
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1039001,06305,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,2.Mujer,26, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,25.2908669863495
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18778,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,1.Hombre,33, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18778,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,2,2.Esposo/a o compañero/a,2.Mujer,39, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18778,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,3,3.Hijo/a o hijastro/a,1.Hombre,12, ,6.Soltero/a, ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18778,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,4,3.Hijo/a o hijastro/a,1.Hombre,10, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,01,CALLAO,Lima,1797103,15101,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,2.Mujer,28, ,1.Conviviente,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,01,CALLAO,Lima,1797103,15101,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,2,2.Esposo/a o compañero/a,1.Hombre,31, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,01,CALLAO,Lima,1797103,15101,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,3,3.Hijo/a o hijastro/a,1.Hombre,4, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,01,CALLAO,Lima,1797103,15101,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,1,4,3.Hijo/a o hijastro/a,2.Mujer,1, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,01,CALLAO,Lima,1846002,17032,33,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,1.Hombre,18, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , ,1.No migrante que SI aporta, , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,1846002,17032,33,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,2,2.Esposo/a o compañero/a,2.Mujer,19, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,1846002,17032,33,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,3,3.Hijo/a o hijastro/a,1.Hombre,3, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1947202,29349,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,62, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1947202,29349,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,53, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1947202,29349,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,2.Mujer,14, ,6.Soltero/a,4.No Sabe,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1947302,29358,37,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,1.Hombre,38, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1947302,29358,37,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,2.Mujer,36, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1947302,29358,37,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,1.Hombre,18, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1947302,29358,37,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,2.Mujer,9, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1947302,29358,37,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,5,3.Hijo/a o hijastro/a,2.Mujer,4, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1985501,32100,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,1.Hombre,51, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1985501,32100,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,2.Mujer,50, ,2.Casado/a,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1985501,32100,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,1.Hombre,25, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1985501,32100,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,1.Hombre,21, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,1985501,32100,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,5,3.Hijo/a o hijastro/a,1.Hombre,13, ,6.Soltero/a, ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,14,LA MOLINA,Lima,29445,56143,14,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,2.Mujer,27, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,14,LA MOLINA,Lima,29445,56143,14,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,1.Hombre,29, ,2.Casado/a,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34172,12252,1,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,30, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,107.627006861595
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34172,12252,1,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,107.627006861595
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34172,12252,1,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,2.Mujer,5, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,107.627006861595
11,ICA,01,ICA,01,ICA,Ica,34345,11469,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,2.Mujer,23, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34345,11469,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,2,3.Hijo/a o hijastro/a,2.Mujer,6, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34345,11469,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,3,3.Hijo/a o hijastro/a,2.Mujer,2, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,1, , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34345,11469,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,4,6.Padres/suegros,2.Mujer,50, ,5.Separado o Ex conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34345,11477,26,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,1.Hombre,19, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,21.5254013723191
11,ICA,01,ICA,01,ICA,Ica,34345,11477,26,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,2,2.Esposo/a o compañero/a,2.Mujer,18, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,21.5254013723191
11,ICA,01,ICA,01,ICA,Ica,34345,11480,29,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,2,1,1.Jefe/a del hogar,1.Hombre,45, ,1.Conviviente,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,21.5254013723191
15,LIMA,01,LIMA,01,LIMA,Lima,24910,36109,9,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,1,1.Jefe/a del hogar,1.Hombre,39, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,01,LIMA,Lima,24910,36109,9,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,2,2.Esposo/a o compañero/a,2.Mujer,35, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,01,LIMA,Lima,24910,36109,9,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,3,3.Hijo/a o hijastro/a,2.Mujer,7, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18296,17382,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,8,2,2,2.Esposo/a o compañero/a,2.Mujer,33, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18296,17382,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,8,2,3,3.Hijo/a o hijastro/a,1.Hombre,11, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,2, , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18296,17382,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,8,2,4,3.Hijo/a o hijastro/a,2.Mujer,9, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,2, , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18296,17382,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,8,2,5,3.Hijo/a o hijastro/a,2.Mujer, ,3, , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18296,17382,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,8,2,6,6.Padres/suegros,2.Mujer,54, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18296,17382,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,8,2,7,7.Hermano/a,1.Hombre,33, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18296,17382,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,8,2,8,8.Otro pariente,1.Hombre,5, , , ,1.Sí,1.Sí,7, ,2.No, ,1.Perú, , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18339,17741,11,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,28, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18339,17741,11,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,2.Mujer,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18463,17001,2,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,2.Mujer,59, ,3.Viudo/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18463,17001,2,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,1,2,3.Hijo/a o hijastro/a,1.Hombre,29, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18463,17001,2,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,1,3,5.Nieto/a,2.Mujer,10, , , ,1.Sí,2.No, ,4.Falleció/No sabe,2.No, ,1.Perú,1,2.Abuelo/a, ,1,2,59, ,3,1,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18463,17001,2,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,1,4,5.Nieto/a,2.Mujer,10, , , ,1.Sí,2.No, ,4.Falleció/No sabe,2.No, ,1.Perú,1,2.Abuelo/a, ,1,2,59, ,3,1,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18465,17218,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,1.Hombre,62, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18465,17218,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,2,2.Esposo/a o compañero/a,2.Mujer,56, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18465,17218,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,3,5.Nieto/a,2.Mujer,14, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,1.Perú,2.No, ,1.Perú,1,2.Abuelo/a, ,1,1,62, ,2,1,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18465,17218,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,4,5.Nieto/a,2.Mujer,8, , , ,1.Sí,2.No, ,1.Perú,2.No, ,1.Perú,1,2.Abuelo/a, ,1,1,62, ,2,1,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18465,17219,23,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,2.Mujer,40, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18465,17219,23,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,1.Hombre,46, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18507,18083,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,41, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18507,18083,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,34, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18507,18083,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,25,PUENTE PIEDRA,Lima,19286,20508,8,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,2,1,1.Jefe/a del hogar,1.Hombre,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,25,PUENTE PIEDRA,Lima,19286,20508,8,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,2,2,2.Esposo/a o compañero/a,2.Mujer,19, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,25,PUENTE PIEDRA,Lima,19286,20508,8,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,2,3,3.Hijo/a o hijastro/a,1.Hombre,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
