CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,P200_N,INF_500,P501A,P501,P501B,P502,P503,P504_1,P504_2,P504_3,P504_4,P505,P506,P506A,P507_1,P507_2,P507_3,P507_4,P508_1,P508_2,P508_3,P508_4,P509_1,P509_2,P509_3,P509_4,P509_5,P509_6,P509_7,P509_8,P510,P511,P512,P513,P514,P515,P516,factorfinal
15,LIMA,01,LIMA,03,ATE,Lima,23812,57179,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23812,57179,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,8.Técnico Superior Completa, ,331275,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,1.Negro/a,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23812,57179,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,3,1,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES, , , , , , , ,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23812,57179,6,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23812,57188,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,511026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57188,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,111016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,1.Sí, ,4.Blanco,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57188,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,1,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,1,2.No Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,2,2.No Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,1.¿Aprobado?, , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57190,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,331036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57190,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,3.Desconocimiento del sistema educativo (no sabe cómo acceder), , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57190,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,3,1,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57192,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,525016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,2.No, , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57192,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57192,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,3,2,2.PERU, ,3.Primaria incompleta, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,2.Primaria, ,5,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES, , , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57192,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,2,2.PERU, ,3.Primaria incompleta, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,2.Primaria, ,2,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES, , , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57193,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,342056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,3.Desconocimiento del sistema educativo (no sabe cómo acceder), , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57193,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,714016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,2.No, , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57193,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,3,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,1.Sí,1.Sí,2.Remota,2.Primaria, ,5,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES, , , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57194,15,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57194,15,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57194,15,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,3,2.PERU, ,6.Secundaria completa, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,3.Secundaria,5, ,1.Estatal, , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57187,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,441125,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57187,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,2,2,1.VENEZUELA,8.Técnico Superior Completa, ,311035,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57187,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,3,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,1,2.No Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,2.No Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57187,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,4,2,1.VENEZUELA,2.Preescolar, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,3.Desconocimiento del sistema educativo (no sabe cómo acceder), , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57187,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,5,5,1.VENEZUELA,10.Superior Universitaria Completa, ,714016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,2.No, , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57187,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,7,7,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,3.Desconocimiento del sistema educativo (no sabe cómo acceder), , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57187,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,8,8,1.VENEZUELA,10.Superior Universitaria Completa, ,331036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,2.No, , ,4.Blanco,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24203,55630,18,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,222125,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,3.Lesbiana,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24203,55630,18,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,313016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,3.Lesbiana,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24203,55630,18,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24203,55628,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24203,55628,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,2.PERU, ,6.Secundaria completa, ,1.Sí,3.Secundaria,4, ,1.Estatal,1.Sí,1.Sí,2.Remota,3.Secundaria,5, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,5.El profesor no interactuaba continuamente con el niño/a,0,0,0,1.¿Aprobado?, , , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24203,55628,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,3,3,2.PERU, ,6.Secundaria completa, ,1.Sí,3.Secundaria,4, ,1.Estatal,1.Sí,1.Sí,2.Remota,3.Secundaria,5, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,5.El profesor no interactuaba continuamente con el niño/a,0,0,0,1.¿Aprobado?, , , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24203,55628,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,10.Superior Universitaria Completa, ,339076,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,2.No, , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24203,55626,17,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24203,55626,17,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55655,34,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,222125,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55655,34,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,321026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,5.Mestizo,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55655,34,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,1.Educación Inicial,0, ,2.No Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,2.No Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",0,0,0,0,0,0,"5.¿No aprueba, ni desaprueba (inicial)?", , , , , , ,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55656,35,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55656,35,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,1,2.PERU, ,2.Educación inicial, ,1.Sí,1.Educación Inicial,0, ,1.Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,0, ,1.Estatal,1.¿Televisión?,0,0,0,0,0,0,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,"5.¿No aprueba, ni desaprueba (inicial)?", , , , , , ,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55656,35,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,3,1,2.PERU, ,2.Educación inicial, ,1.Sí,1.Educación Inicial,0, ,1.Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,0, ,1.Estatal,1.¿Televisión?,0,0,0,0,0,0,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,"5.¿No aprueba, ni desaprueba (inicial)?", , , , , , ,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55657,36,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,511026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,1.No conozco el procedimiento,4.Blanco,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55657,36,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,521026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55657,36,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,3,2,1.VENEZUELA,2.Preescolar, , ,2.No, , , , ,1.Sí,1.Sí,2.Remota,1.Educación Inicial,0, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0, , , , , , , ,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55657,36,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,8.Técnico Superior Completa, ,331095,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,5.Mestizo,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55660,39,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55660,39,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,4.Blanco,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55661,40,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,7.Técnico Superior Incompleta, ,526175,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55661,40,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,111026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,1.No conozco el procedimiento,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55661,40,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,3,3,2.PERU, ,6.Secundaria completa, ,1.Sí,3.Secundaria,5, ,2.No Estatal,2.No, , , , , , , , , , , , , , , , , , ,1.¿Aprobado?,1.Problemas económicos, , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55661,40,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,4,2,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,5,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,6,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,1.¿Aprobado?, , , , , , ,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24237,55661,40,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,5,2,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,3,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,4,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,1.¿Aprobado?, , , , , , ,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55638,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,112016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,1.Sí, ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55638,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,8.Técnico Superior Completa, ,715075,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55639,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55634,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,399.092057559333
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55634,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,399.092057559333
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55634,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,3,1,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,5,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,6,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,1.¿Aprobado?, , , , , , ,399.092057559333
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55634,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,4,1,2.PERU, ,1.Sin nivel, ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,399.092057559333
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55637,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,714035,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55637,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,1,1.VENEZUELA,7.Técnico Superior Incompleta, ,715075,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24247,55637,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,3,1,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,3.Desconocimiento del sistema educativo (no sabe cómo acceder), , , , , ,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24252,55647,26,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,112016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,1.No conozco el procedimiento,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24252,55648,27,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,611016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,1.No conozco el procedimiento,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24252,55648,27,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54582,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,524045,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54582,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,111026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,2.No, , ,5.Mestizo,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54582,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54583,8,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,7.Técnico Superior Incompleta, ,11115,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54583,8,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,3,3,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , ,3.Moreno,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54584,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,199996,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,4.Blanco,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54584,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,1,2.PERU, ,3.Primaria incompleta, ,1.Sí,1.Educación Inicial,3, ,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,"5.¿No aprueba, ni desaprueba (inicial)?", , , , , , ,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54585,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,7.NO SABE,1.Heterosexual,79.8184115118666
