CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,ESTRATO,VRESFIN,RESFIN,PRESFIN,THOGAR,NHOGAR,P15,P15_N,P200_N,INF_300,P301_D,P301_M,P301_A,P302,P303_MES,P303_ANIO,P304,P305,P306_1,P306_2,P306_3,P306_4,P306_5,P306_6,P306_7,P307,P307A,P308,P309,P309_1,P310_E,P311,P312,P313,factorfinal
15,LIMA,01,LIMA,03,ATE,Lima,23559,58762,10,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,20,09,1991,35,5,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,6.No tengo interés en tramitarlo/solicitarlo,"1.Sí, solicité refugio, decisión pendiente", , ,24,1.Sí, ,2.No,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58762,10,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,27,06,1982,35,7,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,1.No tengo información/no sé qué es, ,07,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58763,11,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,01,09,1998,35,1,2020,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,10,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58763,11,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,2,26,07,1999,35,3,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,16,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58763,11,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,3,15,02,2001,35,10,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,16,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58764,12,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,02,12,1994,35,1,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,10,1.Sí, ,2.No,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58764,12,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,04,10,1998,35,7,2020,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,04,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58764,12,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,2,30,05,2021,27,5,2021,1.Tumbes,1.Sí,0,0,0,0,0,0,7.NO TIENE NINGÚN DOCUMENTO,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,04,1.Sí, , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58764,12,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,4,24,10,1960,35,11,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,04,1.Sí, ,2.No,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58747,1,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,1,1,1,22,12,1987,35,2,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,1.No tengo información/no sé qué es, ,14,1.Sí, ,1.Sí,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23559,58752,4,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,03,06,1994,35,8,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,1.No tengo información/no sé qué es, ,14,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58752,4,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,2,14,01,1997,35,4,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58752,4,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,3,20,06,1946,35,4,2019,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,14,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58748,2,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,24,10,1971,35,2,2020,4.Lima Aeropuerto,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,"1.Sí, solicité refugio, decisión pendiente", , ,04,2.No,4.Regresar a Venezuela,2.No,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23559,58748,2,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,05,12,1981,35,4,2021,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,1.No tengo información/no sé qué es, ,04,1.Sí, ,1.Sí,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23559,58748,2,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,3,05,11,2006,35,10,2021,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,5.Certificado o partida de nacimiento,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,1.No tengo información/no sé qué es, ,04,1.Sí, ,1.Sí,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23559,58748,2,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,2,07,03,2016,35,4,2021,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,1.No tengo información/no sé qué es, ,04,1.Sí, , ,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23559,58767,13,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,17,12,1993,35,5,2018,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,16,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58767,13,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,2,05,09,2001,35,4,2019,1.Tumbes,1.Sí,0,2.Cédula de identidad vencida,3.Pasaporte vigente,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,07,1.Sí, ,2.No,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58767,13,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,2,16,07,2018,35,4,2019,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,07,1.Sí, , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58768,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,25,10,1997,35,9,2020,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,04,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58768,14,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,10,12,2000,35,10,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,04,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58769,15,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,05,06,1998,35,5,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23559,58769,15,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,26,07,1991,35,10,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,3.Carné de extranjería por PTP, ,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58232,7,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,09,06,1990,35,10,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,3.Carné de extranjería por PTP, ,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,20,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58232,7,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,2,27,10,1977,35,10,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,20,1.Sí, ,2.No,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58232,7,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,2,16,11,2019,27,11,2019,1.Tumbes,2.No,0,0,0,0,0,0,7.NO TIENE NINGÚN DOCUMENTO,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,20,1.Sí, , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58233,8,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,30,05,1981,35,8,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,1.No tengo información/no sé qué es, ,14,1.Sí, ,2.No,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58233,8,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,2,07,05,1973,35,8,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,6.No tengo interés en tramitarlo/solicitarlo,5.No solicité refugio,1.No tengo información/no sé qué es, ,14,1.Sí, ,2.No,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58233,8,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,2,31,05,2011,35,8,2019,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,5.No tengo los medios electrónicos para ingresar a la Plataforma de Migraciones,5.No solicité refugio,1.No tengo información/no sé qué es, ,14,1.Sí, , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58235,20,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,19,01,1986,35,8,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,20,1.Sí, ,1.Sí,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58235,20,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,23,01,1984,35,8,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,20,1.Sí, ,2.No,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58235,20,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,1,29,06,2013,35,8,2018,1.Tumbes,1.Sí,0,0,0,4.Pasaporte vencido,0,0,0,12.Turista vigente, ,5.No solicité refugio,8.No he necesitado,3.Otro,20,1.Sí, , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58235,20,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,1,29,12,2017,35,8,2018,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,9.Otro, ,20,1.Sí, , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58237,10,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,22,10,1992,35,8,2018,1.Tumbes,1.Sí,0,0,0,4.Pasaporte vencido,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,5.No solicité refugio,8.No he necesitado,3.Otro,16,2.No,4.Regresar a Venezuela,2.No,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23670,58237,10,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,13,03,1992,35,8,2018,1.Tumbes,1.Sí,0,0,0,4.Pasaporte vencido,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,16,1.Sí, ,2.No,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23670,58238,11,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,27,10,1991,35,7,2019,5.Otro lugar,1.Sí,1.Cédula de identidad vigente,0,3.Pasaporte vigente,0,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,1.No tengo información/no sé qué es, ,10,1.Sí, ,1.Sí,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23670,58238,11,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,1,13,08,2012,35,7,2019,5.Otro lugar,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,10,1.Sí, , ,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23670,58229,6,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,22,06,1975,35,3,2019,1.Tumbes,1.Sí,0,0,0,4.Pasaporte vencido,0,0,0,2.Carné de extranjería por calidad migratoria humanitaria (CMH), ,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,07,1.Sí, ,1.Sí,399.092057559333
15,LIMA,01,LIMA,03,ATE,Lima,23670,58229,6,3.Medio,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,24,08,2006,35,3,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,7.Carné de extranjería por refugiado, ,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,07,2.No,4.Regresar a Venezuela,2.No,399.092057559333
15,LIMA,01,LIMA,03,ATE,Lima,23672,58222,1,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,1,1,02,01,1991,35,10,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,07,2.No,4.Regresar a Venezuela,2.No,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23672,58222,1,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,2,2,03,03,2008,35,10,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,07,1.Sí, ,1.Sí,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23672,58222,1,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,3,1,15,08,2011,35,7,2020,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,07,2.No,4.Regresar a Venezuela, ,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23672,58222,1,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,4,1,21,10,2013,35,7,2020,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,07,2.No,4.Regresar a Venezuela, ,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23672,58222,1,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,5,5,28,05,1968,35,10,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,4.No tengo alternativas migratorias,5.No solicité refugio,1.No tengo información/no sé qué es, ,07,1.Sí, ,2.No,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23672,58224,3,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,11,11,1990,35,7,2018,1.Tumbes,1.Sí,0,2.Cédula de identidad vencida,0,0,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,19,1.Sí, ,1.Sí,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23672,58224,3,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,15,09,1993,35,1,2022,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,19,1.Sí, ,1.Sí,199.546028779666
15,LIMA,01,LIMA,03,ATE,Lima,23699,57718,14,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,07,04,2000,35,4,2018,4.Lima Aeropuerto,1.Sí,0,2.Cédula de identidad vencida,3.Pasaporte vigente,0,0,0,0,2.Carné de extranjería por calidad migratoria humanitaria (CMH), ,"1.Sí, solicité refugio, decisión pendiente", , ,23,2.No,4.Regresar a Venezuela,1.Sí,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57718,14,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,13,11,2000,35,11,2018,1.Tumbes,1.Sí,0,2.Cédula de identidad vencida,0,4.Pasaporte vencido,0,0,0,2.Carné de extranjería por calidad migratoria humanitaria (CMH), ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,14,2.No,4.Regresar a Venezuela,1.Sí,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57719,15,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,06,02,1974,35,1,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,24,1.Sí, ,1.Sí,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57719,15,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,15,05,2002,35,2,2022,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,5.Me dijeron que no era necesario, ,24,1.Sí, ,1.Sí,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57720,24,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,1,1,12,11,1977,35,7,2018,1.Tumbes,1.Sí,0,2.Cédula de identidad vencida,0,4.Pasaporte vencido,0,0,0,2.Carné de extranjería por calidad migratoria humanitaria (CMH), ,"1.Sí, solicité refugio, decisión pendiente", , ,20,2.No,4.Regresar a Venezuela,2.No,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57720,24,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,2,2,21,06,1989,35,11,2018,1.Tumbes,1.Sí,0,2.Cédula de identidad vencida,0,0,0,0,0,7.Carné de extranjería por refugiado, ,"1.Sí, solicité refugio, decisión pendiente", , ,20,2.No,4.Regresar a Venezuela,2.No,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57720,24,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,3,2,22,06,2010,35,7,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,20,2.No,4.Regresar a Venezuela, ,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57720,24,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,4,2,12,09,2014,35,7,2021,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,20,2.No,4.Regresar a Venezuela, ,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57720,24,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,5,5,17,03,1997,35,11,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,7.Carné de extranjería por refugiado, ,"1.Sí, solicité refugio, decisión pendiente", , ,23,2.No,4.Regresar a Venezuela,1.Sí,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57720,24,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,2,1.Sí,1,1,1,20,11,1974,35,11,2018,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,20,1.Sí, ,2.No,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57721,25,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,1,1,11,11,1994,35,4,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,16,2.No,4.Regresar a Venezuela,2.No,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57721,25,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,2,1,28,10,1991,35,7,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,10.Permiso Temporal de Permanencia (PTP) vencido, ,"1.Sí, solicité refugio, decisión pendiente", , ,16,2.No,4.Regresar a Venezuela,2.No,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57721,25,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,3,1,06,06,2015,35,11,2020,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,16,2.No,4.Regresar a Venezuela, ,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57721,25,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,4,1,31,05,2018,35,4,2019,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,16,2.No,4.Regresar a Venezuela, ,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57721,25,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,1,1.Sí,5,5,1,11,01,2022,27,1,2022,1.Tumbes,1.Sí,0,0,0,0,0,0,7.NO TIENE NINGÚN DOCUMENTO,15.NO CUENTA CON UN PERMISO MIGRATORIO,6.No tengo interés en tramitarlo/solicitarlo,5.No solicité refugio,5.Me dijeron que no era necesario, ,16,2.No,4.Regresar a Venezuela, ,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57721,25,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,2,1.Sí,2,1,1,14,11,1969,35,11,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,16,2.No,4.Regresar a Venezuela,2.No,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57721,25,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,2,2,1.Sí,2,2,2,30,05,2007,35,11,2020,1.Tumbes,2.No,0,2.Cédula de identidad vencida,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,16,2.No,4.Regresar a Venezuela,2.No,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23705,57730,34,4.Medio alto,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,07,08,1972,35,6,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,06,1.Sí, ,2.No,399.092057559333
