From HS 2017,To SITC Rev. 3
850940,77572
850980,7757
850990,77579
851010,77541
851020,77542
851030,7757
851090,77549
851110,77831
851120,77831
851130,77831
851140,77831
851150,77831
851180,77831
851190,77833
851210,77834
851220,77834
851230,77834
851240,77834
851290,77835
851310,81312
851390,8138
851410,74131
851420,74132
851430,74133
851440,74134
851490,74135
851511,73731
851519,73732
851521,73733
851529,73734
851531,73735
851539,73736
851580,73737
851590,73739
851610,77581
851621,77582
851629,77582
851631,77583
851632,77583
851633,77583
851640,77584
851650,77586
851660,77586
851671,77587
851672,77587
851679,77587
851680,77588
851690,77589
851711,76432
851712,76432
851718,76432
851761,76432
851762,76432
851769,76432
851770,759
851810,76421
851821,76422
851822,76422
851829,76423
851830,76424
851840,76425
851850,76426
851890,76492
851920,763
851930,76335
851950,76384
851981,76383
851989,76383
852110,76381
852190,76381
852210,76499
852290,76499
852321,898
852329,898
852341,898
852349,898
852351,77641
852352,77641
852359,77641
852380,898
852550,76431
852560,76432
852580,76381
852610,76483
852691,76483
852692,76483
852712,76221
852713,76221
852719,76222
852721,76211
852729,76212
852791,76281
852792,76282
852799,76289
852842,761
852849,761
852852,761
852859,761
852862,761
852869,761
852871,7611
852872,7611
852873,7611
852910,759
852990,759
853010,77882
853080,77882
853090,77883
853110,77884
853120,77884
853180,77884
853190,77885
853210,77861
853221,77862
853222,77863
853223,77864
853224,77865
853225,77866
853229,77867
853230,77868
853290,77869
853310,77231
853321,77232
853329,77232
853331,77233
853339,77233
853340,77235
853390,77238
853400,7722
853510,77241
853521,77242
853529,77243
853530,77244
853540,77245
853590,77249
853610,77251
853620,77252
853630,77253
853641,77254
853649,77254
853650,77255
853661,77257
853669,77258
853670,89399
853690,77259
853710,77261
853720,77262
853810,77281
853890,77282
853910,77823
853921,77821
853922,77821
853929,77821
853931,77822
853932,77822
853939,77822
853941,77824
853949,77824
853950,77878
853990,77829
854011,77611
854012,77612
854020,77621
854040,77623
854060,77623
854071,77625
854079,77625
854081,77627
854089,77627
854091,77629
854099,77629
854110,77631
854121,77632
854129,77633
854130,77635
854140,77637
854150,77639
854160,77681
854190,77688
854231,776
854232,776
854233,776
854239,776
854290,77689
854310,77871
854320,77878
854330,77878
854370,77878
854390,77649
854411,77311
854419,77311
854420,77312
854430,77313
854442,7731
854449,7731
854460,77317
854470,77318
854511,77886
854519,77886
854520,77886
854590,77886
854610,77322
854620,77323
854690,77324
854710,77326
854720,77328
854790,77329
854810,776
854890,776
860110,79111
860120,79115
860210,79121
860290,79129
860310,7916
860390,7916
860400,79181
860500,7917
860610,79182
860630,79182
860691,79182
860692,79182
860699,79182
860711,79199
860712,79199
860719,79199
860721,79199
860729,79199
860730,79199
860791,79199
860799,79199
860800,79191
860900,7863
870110,72241
870120,7832
870130,7223
870191,72249
870192,72249
870193,72249
870194,72249
870195,72249
870210,78311
870220,78311
870230,78319
870240,78319
870290,78319
870310,7811
870321,7812
870322,7812
870323,7812
870324,7812
870331,7812
870332,7812
870333,7812
870340,7812
870350,7812
870360,7812
870370,7812
870380,7812
870390,7812
870410,78211
870421,78219
870422,78219
870423,78219
870431,78219
870432,78219
870490,78219
870510,78221
870520,78223
870530,78225
870540,78227
870590,78229
870600,7841
870710,78421
870790,78425
870810,78431
870821,78432
870829,78432
870830,78433
870840,784
870850,78439
870870,78439
870880,78439
870891,78439
870892,78439
870893,78439
870894,78439
870895,78439
870899,78439
870911,74414
870919,74415
870990,74419
871000,89111
871110,78511
871120,78513
871130,78515
871140,78516
871150,78517
871160,78519
871190,78519
871200,7852
871310,78531
871390,78531
871410,78535
871420,78536
871491,78537
871492,78537
871493,78537
871494,78537
871495,78537
871496,78537
871499,78537
871500,8941
871610,7861
871620,78621
871631,78622
871639,78629
871640,78683
871680,78685
871690,78689
880100,79281
880211,79211
880212,79215
880220,7922
880230,7923
880240,7924
880260,7925
880310,79291
880320,79293
880330,79295
880390,79297
880400,89996
880510,79283
880521,79283
880529,79283
890110,79328
890120,79322
890130,79326
890190,79327
890200,79324
890310,79311
890391,79312
890392,79319
890399,79319
890400,7937
890510,79351
890520,79355
890590,79359
890610,79329
890690,79329
890710,79391
890790,79399
890800,7933
900110,88419
900120,88419
900130,88411
900140,88415
900150,88417
900190,88419
900211,88431
900219,88432
900220,88433
900290,88439
900311,88421
900319,88421
900390,88422
900410,88423
900490,88423
900510,87111
900580,87115
900590,87119
900630,88111
900640,88111
900651,88111
900652,88111
900653,88111
900659,88111
900661,88113
900669,88113
900691,88114
900699,88115
900710,88121
900720,88122
900791,88123
900792,88124
900850,8813
900890,88134
901010,88135
901050,88135
901060,88135
901090,88136
901110,87141
901120,87143
901180,87145
901190,87149
901210,87131
901290,87139
901310,87191
901320,87192
901380,87193
901390,87199
901410,87411
901420,87411
901480,87411
901490,87412
901510,87413
901520,87413
901530,87413
901540,87413
901580,87413
901590,87414
901600,87451
901710,87422
901720,87422
901730,87423
901780,87423
901790,87424
901811,77411
901812,77412
901813,77412
901814,77412
901819,77412
901820,77413
901831,87221
901832,87221
901839,87221
901841,87211
901849,87219
901850,87225
901890,87229
901910,87231
901920,87233
902000,87235
902110,89963
902121,89965
902129,89965
902131,8996
902139,8996
902140,89961
902150,89967
902190,89969
902212,77421
902213,77421
902214,77421
902219,77421
902221,77422
902229,77422
902230,77423
902290,77429
902300,87452
902410,87453
902480,87453
902490,87454
902511,87455
902519,87455
902580,87455
902590,87456
902610,87431
902620,87435
902680,87437
902690,87439
902710,87441
902720,87442
902730,87443
902750,87445
902780,87446
902790,87449
902810,87311
902820,87313
902830,87315
902890,87319
902910,87321
902920,87325
902990,87329
903010,87471
903020,87478
903031,87475
903032,87478
903033,87475
903039,87478
903040,87477
903082,87478
903084,87478
903089,87478
903090,87479
903110,87425
903120,87425
903141,87425
903149,87425
903180,87425
903190,87426
903210,87461
903220,87463
903281,87465
903289,87465
903290,87469
903300,8749
910111,88531
910119,88531
910121,88532
910129,88532
910191,88539
910199,88539
910211,88541
910212,88541
910219,88541
910221,88542
910229,88542
910291,88549
910299,88549
910310,88572
910390,88573
910400,88571
910511,88574
910519,88575
910521,88576
910529,88577
910591,88578
910599,88579
910610,88594
910690,88594
910700,88595
910811,88551
910812,88551
910819,88551
910820,88552
910890,88552
910910,88596
910990,88596
911011,88598
911012,88598
911019,88598
911090,88598
911110,88591
911120,88591
911180,88591
911190,88591
911220,88597
911290,88597
911310,88592
911320,88592
911390,88593
911410,88599
911430,88599
911440,88599
911490,88599
920110,89813
920120,89813
920190,89813
920210,89815
920290,89815
920510,89823
920590,89823
920600,89824
920710,89825
920790,89826
920810,89829
920890,89829
920930,8989
920991,8989
920992,8989
920994,8989
920999,8989
930110,89112
930120,89112
930190,89112
930200,89114
930310,89131
930320,89131
930330,89131
930390,89131
930400,89139
930510,89191
930520,89195
930591,89199
930599,89199
930621,89122
930629,89123
930630,89124
930690,89129
930700,89113
940110,82111
940120,82112
940130,82114
940140,82115
940152,82113
940153,82113
940159,82113
940161,82116
940169,82116
940171,82117
940179,82117
940180,82118
940190,82119
940210,8724
940290,8724
940310,82131
940320,82139
940330,82151
940340,82153
940350,82155
940360,82159
940370,82171
940382,82179
940383,82179
940389,82179
940390,8218
940410,82121
940421,82123
940429,82125
940430,82127
940490,82129
940510,81311
940520,81313
940530,89441
940540,81315
940550,81317
940560,8132
940591,81391
940592,81392
940599,81399
940610,8110
940690,8110
950300,8942
950420,89433
950430,89435
950440,89437
950450,8943
950490,89439
950510,89445
950590,89449
950611,89473
950612,89473
950619,89473
950621,89474
950629,89474
950631,89475
950632,89475
950639,89475
950640,89479
950651,89476
950659,89476
950661,89479
950662,89479
950669,89479
950670,89472
950691,89478
950699,89479
950710,89471
950720,89471
950730,89471
950790,89471
950810,8946
950890,8946
960110,89911
960190,89911
960200,89919
960310,89972
960321,89972
960329,89972
960330,89972
960340,89972
960350,89972
960390,89972
960400,89981
960500,8313
960610,89983
960621,89983
960622,89983
960629,89983
960630,89984
960711,89985
960719,89985
960720,89986
960810,89521
960820,89521
960830,89521
960840,89521
960850,89521
960860,89521
960891,89522
960899,89521
960910,89523
960920,89523
960990,89523
961000,89592
961100,89593
961210,89594
961220,89594
961310,89933
961320,89933
961380,89933
961390,89935
961400,89937
961511,89989
961519,89989
961590,89989
961610,89987
961620,89982
961700,89997
961800,89988
961900,64295
962000,759
970110,89611
970190,89612
970200,8962
970300,8963
970400,8964
970500,8965
970600,8966
999999,9310
