Código del producto,Descripción del producto,Valor importado en 2002; miles de Dólar Americano,Valor importado en 2003; miles de Dólar Americano,Valor importado en 2004; miles de Dólar Americano,Valor importado en 2005; miles de Dólar Americano,Valor importado en 2006; miles de Dólar Americano,Valor importado en 2007; miles de Dólar Americano,Valor importado en 2008; miles de Dólar Americano,Valor importado en 2009; miles de Dólar Americano,Valor importado en 2010; miles de Dólar Americano,Valor importado en 2011; miles de Dólar Americano,Valor importado en 2012; miles de Dólar Americano,Valor importado en 2013; miles de Dólar Americano,Valor importado en 2014; miles de Dólar Americano,Valor importado en 2015; miles de Dólar Americano,Valor importado en 2016; miles de Dólar Americano,Valor importado en 2017; miles de Dólar Americano,Valor importado en 2018; miles de Dólar Americano,Valor importado en 2019; miles de Dólar Americano,Valor importado en 2020; miles de Dólar Americano,Valor importado en 2021; miles de Dólar Americano
200971,Jugo de manzana; sin fermentar y sin adición de alcohol; incl. con adición de azúcar u otro ...,102869,174000,195416,217277,258117,328019,413807,336051,351440,436598,433018,497386,450222,377367,427303,466236,591929,459179,513939,589048
700490,Hojas de vidrio estirado o soplado; pero sin trabajar de otro modo (exc. coloreadas en la masa; ...,252892,348159,380156,617328,852381,1015130,1227759,1531384,2038799,2362854,2455760,2224597,1899807,1395927,1134947,623062,610210,472280,400893,587437
160242,Paletas y trozos de paleta; de porcinos; preparados o conservados,174242,191373,215026,265142,311259,317585,384357,404323,400522,464209,496007,548537,634640,485618,454920,507665,566576,482596,581025,587088
731414,Telas metálicas tejidas; incl. las continuas o sin fin; de acero inoxidable (exc. tejidos de ...,178278,208221,236301,269020,288041,356368,446429,306029,388042,471448,457630,441233,455623,411672,403574,475751,538497,528088,509506,586449
848049,Modelos para metal o carburos metálicos (exc. de grafito u otros carbonos; de materia cerámica ...,540191,511365,587109,632666,585044,642315,682786,582012,563655,693014,752798,934579,912657,705133,701252,720489,808569,706946,518765,586117
722619,"""Productos planos de acero al silicio llam. """"magnético"""" """"acero magnético al silicio""""; de ...",228158,340242,477424,528931,608587,722241,803781,415053,489806,587902,470879,436762,408287,336467,297933,370470,471524,458696,375965,585978
843039,Cortadoras y arrancadoras; de carbón o rocas; y máquinas para hacer túneles o galerías; no ...,406310,432910,423588,411189,479358,578649,889797,906759,647169,883648,754482,767556,693602,732610,519908,571160,694653,763078,629671,585666
870919,Carretillas automóvil sin dispositivo de elevación de los tipos utilizados para transporte ...,231179,251735,274384,372756,370885,522620,634655,548938,427832,571516,822824,845922,806899,562628,563779,555910,735576,674145,524433,585551
821420,Herramientas y juegos de herramientas de manicura o pedicuro; incl. las limas uñas; de metal ...,241772,280374,303668,313708,348764,390024,486689,391167,411130,445769,447943,456329,506659,514303,457127,458781,482392,499744,504607,584849
250410,Grafito natural; en polvo o en escamas,157085,134387,164821,189092,179035,234171,321894,207175,342297,518210,415459,394413,419978,369933,346940,415790,573004,591463,443470,584760
382312,Ácido oleico; industrial,63912,83994,96803,100085,111530,145001,209492,185325,213735,260755,288214,279386,277409,224097,220017,310673,328266,376691,355975,584185
180320,Pasta de cacao; desgrasada total o parcialmente,204596,305953,247069,168006,155235,188566,235502,329214,626424,925517,877825,619980,527955,532349,609935,543135,479232,423994,434506,584100
843410,Máquinas de ordeñar,103237,127760,132184,141388,219269,298981,495558,361590,414283,556095,508775,484274,524122,408569,329739,390298,444097,621563,542641,583699
401490,Artículos de higiene o de farmacia; de caucho vulcanizado sin endurecer; incl. con partes de ...,303646,397448,470337,515303,574334,596261,677225,643345,631544,656447,666788,595292,546932,519749,532458,579071,611575,554286,1042378,582987
281119,"""Ácidos inorgánicos (exc. cloruro de hidrógeno """"ácido clorhídrico""""; ácido clorosulfúrico; ...",140669,139391,170137,212913,239766,266264,378142,272199,374274,415406,388791,407176,430670,396312,372999,458623,488372,468387,469800,582300
160530,Langosta; preparados o conservados (excepto ahumado),117767,125074,129900,167111,175283,141588,166642,127833,188455,210516,241493,228828,257890,311767,375131,344372,293328,315746,268388,582133
741129,"""Tubos a base de aleaciones de cobre (exc. de aleaciones a base de cobre-cinc """"latón""""; de ...",216108,243843,354377,370664,549310,761552,879673,528937,735916,869425,797528,773220,705265,583964,460780,518071,535555,526233,451630,581149
940210,Sillones de dentista; de peluquería y sillones simil.; con dispositivos de orientación y elevación; ...,197706,230240,275686,305436,329214,398681,446259,361460,383283,386351,393542,438923,444839,433916,450215,484346,519037,541037,461188,581078
551512,Tejidos de fibras sintéticas discontinuas; con un alto contenido de fibras discontinuas de ...,342107,365243,458018,457325,506865,511407,556278,517352,554516,616798,606081,595675,576574,557224,537373,564467,577744,568125,482356,580637
843790,Partes de máquinas para limpieza; clasificación o cribado de semillas; granos u hortalizas ...,254015,278236,320203,298224,355991,434494,511391,493259,541514,585039,584960,636408,621188,598320,615973,559611,567101,563382,525541,580347
851210,Aparatos de alumbrado o señalización visual; eléctricos; de los tipos utilizados en bicicletas ...,114051,136776,165485,185740,198031,221271,248981,246483,240876,274294,307452,308839,348886,355847,344367,324075,342968,355499,411748,580222
830520,Grapas en tiras; de metal común,218023,250617,290268,302242,316374,356264,406538,313494,389561,420008,433362,438986,441266,417546,413554,432984,483676,464692,420889,579131
281000,Óxidos de boro; ácidos bóricos,245615,276718,301472,336390,390858,446310,591019,480761,652148,745200,687821,643701,626749,536945,498114,507150,567104,502492,495247,579048
550932,Hilados con un contenido de fibras discontinuas acrílicas o modacrílicas >= 85% en peso; retorcidos ...,741631,754391,811826,756053,775749,822782,841701,677049,790337,924816,719649,706930,656258,606932,540457,584544,647516,525591,403166,578996
391610,Monofilamentos cuya mayor dimensión del corte transversal sea > 1 mm; barras; varillas y perfiles; ...,85012,102077,157224,165228,160968,194057,232066,202888,220837,289203,298925,312480,345607,347089,353327,456185,506278,485402,468239,578229
902490,Partes y accesorios de máquinas y aparatos no electrónicos para ensayo de las propiedades mecánicas ...,200426,223295,279317,270078,313535,349822,420823,353919,383532,467869,472757,424680,426381,417706,421261,466963,524401,539844,471800,578103
851519,Máquinas y aparatos para soldadura fuerte o para soldadura blanda (exc. soldadores y pistolas ...,216278,256445,331316,370930,441334,408961,452256,314409,463337,529738,638337,478580,483124,473421,471873,532641,619279,607552,519070,577168
741121,"""Tubos de aleaciones a base de cobre-cinc """"latón""""""",299204,324710,438008,476601,862583,890557,989812,526537,635390,726146,643653,622764,633061,503768,425734,492131,551911,480826,405741,577141
711320,"""Artículos de joyería y sus partes; de chapado de metal precioso """"plaqué"""" sobre metal común ...",145044,130682,155688,180981,175938,230017,242263,224083,237781,359678,368457,276690,295235,234897,220097,279181,296784,264999,247485,577043
901050,Aparatos y material para laboratorios fotográfico o cinematográfico; n.c.o.p.; negatoscopios,661281,828809,1527214,1520399,1036862,597884,535727,283382,433064,541518,542224,550299,468422,322658,375115,468249,576727,421942,505699,576571
280530,Metales de las tierras raras; escandio e itrio; incl. mezclados o aleados entre sí,64027,69464,86365,117484,189711,325020,226923,112593,251235,948240,540198,305321,364027,348270,342883,368719,429043,398744,335237,576471
960610,Botones de presión y sus partes,262230,307356,317047,332174,394276,455106,452601,365874,404479,466821,465338,474813,496509,460199,489279,525919,536056,536942,437292,575727
844820,Partes y accesorios de las máquinas para extrudir; estirar; texturar o cortar materia textil ...,240767,378170,383651,277669,267724,311809,287570,272520,274103,501595,456713,483391,501743,507893,487588,481439,594067,490390,412231,575094
843691,Partes de máquinas y aparatos para la avicultura; n.c.o.p.,137549,145371,163009,221056,229636,286441,359775,313518,434645,557841,583040,435156,467532,491753,479269,491406,557739,542961,460285,574194
720927,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; sin enrollar; simplemente ...,598453,835418,811563,952064,691122,796936,835689,578129,648528,781076,632656,531044,471573,406351,344164,466409,486924,400747,364444,572925
842330,"""Básculas y balanzas para pesada constante; incl. las dedescargar pesos determinados en sacos ...",197169,207152,248201,249902,272601,355392,382167,287908,340693,395492,406876,451105,457195,448324,444937,510425,564376,528776,513479,572215
840682,Turbinas de vapor; de potencia <= 40 MW (exc. para la propulsión de barcos; así como las turbinas ...,301259,294094,313369,441495,531630,722616,764483,893418,760323,1211456,883628,765298,586681,699537,722034,636699,535654,428590,442081,570347
701400,Vidrio para señalización y elementos de óptica de vidrio (excepto los de la partida 7015); ...,459875,534743,767280,773085,850266,823439,834062,568354,821061,940993,933781,731559,661461,546522,583758,588038,638046,559200,446630,570169
540331,Hilados de filamentos de rayón viscosa; incl. los monofilamentos de título < 67 decitex; sencillos; ...,471090,474618,434463,350018,400190,491471,428647,373745,481731,554465,488951,553209,575162,461520,453280,483182,546882,536510,406201,569526
930510,Partes y accesorios de revólveres o pistolas; n.c.o.p.,56964,59760,81162,92764,89901,98246,126569,167720,141720,177850,221808,310628,255128,217592,314528,321987,320748,311312,437571,569083
310510,Abonos de origen animal; vegetal; mineral o químico; en tabletas o formas simil. o en envases ...,112821,112675,125727,138788,143690,204260,260585,311327,255488,339271,359633,357689,349300,365242,367696,503783,468475,489790,549853,568820
843420,Máquinas y aparatos para la industria lechera (exc. aparatos frigoríficos o instalaciones de ...,305743,324498,403928,435786,462505,585832,643454,442145,530439,681492,694456,721483,660395,609030,668892,738190,714068,666438,714521,568655
902410,Máquinas y aparatos para ensayo de dureza; tracción; compresión; elasticidad u otras propiedades ...,257641,300187,341595,472347,495434,512952,669087,537248,687636,703994,655098,643808,688072,619222,571646,618066,639393,595886,530350,568343
080529,wilking frescas o secas y híbridos similares de agrios,,,,,,,,,,,,,,4,759,386277,443064,361659,521251,568238
030251,"""Bacalao fresco o refrigerado """"Gadus morhua; Gadus ogac; Gadus macrocephalus""""""",,,,,,,,,,,388054,480532,529623,528801,528856,592334,615858,566237,553910,566914
730290,"""Traviesas """"durmientes""""; contracarriles """"contrarrieles""""; cremalleras; cojinetes; cuñas; ...",243858,302080,364075,466426,554281,724734,1116408,773168,608576,699544,706904,809565,830274,658870,567580,597619,619665,585436,586631,566856
551612,Tejidos con un contenido de fibras artificiales discontinuas >= 85% en peso; teñidos,286960,267645,266354,208287,229023,209750,222714,179914,215526,305326,313847,343557,366411,414456,488104,542655,499146,522302,412566,566827
701690,"""Adoquines; boldosas; ladrillos; placas; tejas y demás artículos; de vidrio prensado o moldeado; ...",267862,340078,404428,433145,464462,537172,579329,508049,535649,591096,551783,552687,588748,520762,480335,507886,564039,593080,484965,566076
481160,"""Papel y cartón recubiertos; impregnados o revestidos de cera; parafina; estearina; aceite ...",259264,329355,404805,449530,481783,533969,529049,460080,497826,523657,556161,576219,588640,538951,509255,533260,553243,501569,480926,565969
291010,"""Oxirano """"óxido de etileno""""""",194003,264125,332115,376479,471907,534261,672073,448981,480447,606817,563376,617374,593100,433468,439585,461165,517358,463256,421352,565135
390939,Resinas amínicas; en formas primarias (exc. De urea; resinas de tiourea y melamina y MDI),,,,,,,,,,,,,,4,126,564874,588961,443133,417076,564379
310319,Superfosfatos (excl. Tales productos que contienen en peso => ??35% de pentóxido de difósforo; ...,,,,,,,,,,,,,,,,267862,311034,374531,271506,563259
230649,"""Tortas y demás residuos sólidos de la extracción de materias grasas o aceites vegetales; de ...",140072,117775,220003,192588,229451,348327,641831,472449,503571,610757,662706,823240,849202,573026,438421,406659,509989,482917,466298,563237
290514,"""Butanoles (exc. butan-1-ol """"alcohol n-butílico"""")""",181244,232040,286317,381890,420394,592445,590621,413426,640019,684580,755811,744643,762641,409766,303052,323552,435930,378622,333438,563062
600191,"""Terciopelo y felpa; de punto; de algodón (exc. los tejidos """"de pelo largo"""")""",374263,363694,376626,381007,401335,349098,361807,297724,301394,300171,292659,319065,288701,280275,295989,315332,304912,263194,259015,562744
090931,Semillas de comino; sin triturar ni pulverizar,,,,,,,,,,,142517,216761,242864,259300,278433,331028,350845,466367,587895,561711
282550,Óxidos e hidróxidos de cobre,100806,129172,172772,217064,345554,403121,481645,293506,461537,568228,463750,436627,451248,422660,319086,385602,420752,409372,408395,561539
500720,Tejidos con un contenido de seda o desperdicios de seda; distintos de la borrilla >= 85% en ...,957139,1076667,1348061,1476511,1539579,1587558,1696487,1311800,1369734,1461424,1320599,1202177,1112598,852572,740356,691863,741607,656286,417242,561021
251741,Gránulos; tasquiles y polvo de mármol; incl. tratados térmicamente,238584,314392,430389,510039,459509,555939,703880,544273,529196,558237,568580,564745,577969,476411,522298,533867,526691,496781,500680,560894
200939,"""Jugo de agrios """"cítricos""""; sin fermentar y sin adición de alcohol; incl. con adición de ...",118786,130272,128816,141884,149897,213702,369259,392292,490269,560371,495593,473837,558403,647944,643990,605771,630717,581394,608727,560617
842612,Pórticos móviles sobre neumáticos y carretillas puente,234865,351307,507026,592254,659364,678316,999021,591352,611210,612236,648425,778267,693409,666742,634298,683277,678590,529554,633041,560593
170220,"""Azúcar sólido de arce [""""maple""""] y jarabe de arce [""""maple""""]; sin adición de aromatizante ...",120203,132144,148244,174367,205226,240000,263229,267088,262993,289198,294675,325188,338496,343415,352968,364815,371723,399068,465977,560572
570310,Alfombras y demás revestimientos para el suelo; de lana o pelo fino; con pelo insertado; aunque ...,526641,604991,719397,769439,807294,868072,854869,636051,685916,700427,664385,648849,686707,652979,629710,590861,596398,540783,458486,560501
611211,"""Conjuntos de abrigo para entrenamiento o deporte """"chandales""""; de punto; de algodón""",170409,262183,341425,344030,373425,415440,431600,401217,363492,376265,309187,291428,294565,255619,257700,294529,324148,354294,388658,559705
481149,"""Papel y cartón; coloreados o decorados en la superficie o impresos; engomados o adhesivos ...",261569,264754,298827,316764,350195,429250,435263,376074,427710,468187,477380,457215,458537,420243,497485,444495,459984,473508,455579,559625
910521,Relojes de pared; eléctricos,352395,374054,414446,452308,465241,476002,494317,434099,502058,526003,541058,554197,544595,524313,516993,499568,488776,488244,445661,559371
310490,Carnalita; silvinita y demás sales de potasio naturales; sulfato de magnesio y de potasio; ...,161474,201813,245264,263359,234300,382625,843316,782914,626007,882071,703266,642474,591491,522467,382985,385117,458494,476973,501822,559190
010290,Los bovinos vivos (excepto ganado y búfalos),3520984,3280934,3289911,4179737,4961910,5312176,5740864,5675605,6885084,7004334,2259354,1577073,1339663,804960,781236,789792,968608,704489,788711,558903
261900,Escorias (excepto las granuladas); batiduras y demás desperdicios de la siderurgia,282142,301368,317214,404117,403437,619722,1004166,516482,789988,1336136,1007099,902498,628263,275073,360813,454715,571388,419501,299177,558835
844859,Partes y accesorios para máquinas de la partida 8447; n.c.o.p.,402937,449997,445204,444114,520942,576769,530721,394559,608498,624822,514684,564465,578124,510944,514437,559386,569615,458420,379428,558629
380993,"""Aprestos y productos de acabado; aceleradores de tintura o de fijación de materias colorantes ...",411771,479589,534838,558541,590250,614024,628530,522004,628198,633089,590773,616544,630572,559008,548035,586813,581616,507992,423213,558574
630130,Mantas de algodón (exc. mantas eléctricas; manteles y colchas; así como artículos de cama y ...,263797,285273,316174,304313,317528,337649,376101,358198,386672,450825,452807,408851,402714,400364,399965,455259,473186,488577,421410,558328
820190,Hoces y guadañas; cuchillos de heno; cuñas y otras herramientas de mano del tipo utilizado ...,166003,187815,209025,245808,263396,297597,303717,264923,290007,335140,333029,325831,354687,345000,356810,403648,425878,396266,424011,558093
620822,Camisones y pijamas; de fibras sintéticas o artificiales; para mujeres o niñas (exc. de punto; ...,446207,442799,395929,429365,414249,433461,437056,369997,368161,329659,299424,308655,346595,387570,292660,331032,431418,428438,390334,557466
820520,Martillos y mazas; con parte operante de metal común,172314,201814,225818,252324,294801,336058,383578,294451,348173,401726,407676,419237,452534,404290,379533,400293,448669,442462,436777,557306
282612,Fluoruros de aluminio,143027,139357,132615,162648,194358,299395,403957,282318,299089,390058,458872,461718,504684,483904,498700,413610,650328,766385,637714,556615
841420,Bombas de aire; de mano o pedal,184237,214855,241348,255973,307532,312295,344011,349974,344751,377236,401754,424678,426268,381040,363537,391899,382564,384982,435619,556570
071360,"""Habas secas y peladas """"Cajanus cajan""""; aunque estén mondadas o partidas""",,,,,,,,,,,8565,261560,403212,552557,669629,333730,242258,343007,369546,555435
843010,Martinetes y máquinas para arrancar pilotes; estacas o simil. (exc. aparatos montados en vagones ...,124476,227278,205645,245795,333501,448908,575529,422778,454445,494812,559849,568579,575417,490314,583548,565660,608560,562863,592343,555289
282619,Fluoruros (exc. de aluminio y mercurio),131219,85393,113520,103949,137245,222235,259023,185438,273024,300448,288808,266091,286839,346042,336129,368278,451783,429263,407424,555150
110220,Harina de maíz,135179,166876,218479,195036,205663,317654,327307,372583,295512,465303,471383,436416,484089,376370,496938,573888,586674,563588,668929,554480
491000,Calendarios de cualquier clase impresos; incluidos los tacos de calendario,384776,430386,471320,492852,501030,553751,565787,517425,512688,561641,549375,550996,542337,512275,507319,519148,556361,557601,511494,554037
846330,Máquinas para trabajar alambres; que no trabajen por arranque de materia (exc. bancos de estirar ...,290203,333229,384294,476855,521751,557251,586043,485240,446879,566803,543054,589669,584946,494574,482567,559766,585648,602372,422038,553817
890610,Navíos de guerra de todo tipo,258826,263036,531071,127125,719149,793664,1095897,813774,1545660,1395244,902097,188992,1056020,392250,580828,298661,124218,65354,498794,553455
870990,Partes de carretillas automóvil sin dispositivo de elevación de los tipos utilizados para transporte ...,189049,192090,245664,383983,354545,483114,630707,422666,512990,603301,667697,620451,505253,523708,436814,471488,594565,494961,652035,553080
511211,Tejidos de lana peinada o pelo fino peinado; con un contenido de lana o pelo fino >= 85% y ...,980793,1096340,1297100,1312771,1384853,1482237,1460665,1008517,1083458,1332423,1254715,1244417,1315464,1116340,1083738,1106658,1225143,1079021,594554,551768
611790,"""Partes de prendas o de complementos """"accesorios"""" de vestir; de punto; n.c.o.p.""",992899,974845,964710,864700,789954,745991,678895,486718,589918,655513,688875,738065,679099,609967,630783,573611,501811,420475,377334,551461
293211,Tetrahidrofurano,222171,244350,287077,383774,414826,487993,514677,270100,403016,543333,521451,512262,421479,322098,244969,290615,303461,280751,280051,551439
520819,Tejidos de algodón; con un contenido de algodón >= 85% en peso; de peso <= 200 g/m²; crudos ...,392578,451454,589433,574116,657771,597360,710978,577948,717748,889022,738043,928790,718216,736476,588555,631002,606132,561860,486291,551171
691310,Estatuillas y demás artículos para adorno; de porcelana; n.c.o.p.,732911,742222,700093,601210,570109,583928,523847,395552,438006,480131,414190,400890,408612,380522,386267,349444,381740,371865,334898,550892
846791,Partes de sierras o tronzadoras de cadena; con motor incorporado; de uso manual; incl. eléctrico; ...,233064,283643,342214,393024,431051,462669,506286,412319,483880,546390,541503,509309,514359,464538,447406,493984,493490,454523,495716,550752
290517,"""Dodecan-1-ol """"alcohol laurílico""""; hexadecan-1-ol """"alcohol cetílico"""" y octadecan-1-ol """"alcohol ...",152437,186097,236264,263077,248904,287454,362026,237985,363082,595092,576571,433544,454569,387394,436605,457633,509517,403717,371103,550443
845730,Máquinas de puestos múltiples; para trabajar metal,566068,735273,735275,933332,727111,912279,938568,583972,517010,742616,1172302,858013,747691,706497,676409,689164,843129,680520,552058,549298
081320,Ciruelas; secas,254747,272921,294625,345921,400770,443225,480990,458971,473225,465647,473000,553489,594169,605966,524588,518949,504160,449206,492802,549015
382430,Carburos metálicos; sin aglomerar; mezclados entre sí o con aglutinantes metálicos,188715,111418,147491,242770,337688,380280,404391,205744,389020,652758,644737,634224,688465,482968,356595,485532,618052,499745,368178,548690
970190,Collages y cuadros simil.,99139,150661,165632,198369,212485,290237,676819,211961,449819,310483,426558,433425,418375,494636,441994,529250,550904,544441,340562,548506
251749,"""Gránulos; tasquiles y polvo de travertinos; """"ecaussines""""; alabastro; granito; arenisca; ...",191761,205351,232726,288077,335483,508134,670873,536830,467868,535207,399243,398447,498406,407746,418500,472746,505617,657987,855160,547403
780200,Desperdicios y desechos; de plomo,66488,70525,106467,147909,221718,517244,392610,354003,516929,637306,479267,510624,510347,419516,443058,590704,662878,564484,405206,547251
262190,Escorias y cenizas; incl. las cenizas de algas (exc. escorias; incl. las granuladas; de la ...,136158,165712,193918,227395,283467,322714,461641,262244,315220,362760,392918,406354,416393,375308,356508,367889,415114,393797,398355,546973
070930,Berenjenas; frescas o refrigeradas,169643,209830,268224,277561,291993,351852,409924,411681,450512,493160,498055,557584,515443,501403,499507,544915,553573,556225,591268,546923
390760,"""Poli""""tereftalato de etileno""""; en formas primarias""",4103489,5233629,6395290,8198259,8889341,10559800,11323463,8644292,10659899,14065540,12926415,13828213,13302993,10981778,10114882,1890889,1420658,1258231,813594,546515
600536,"""de punto por urdimbre de tejidos crudos o blanqueados de fibras sintéticas """"incl. los obtenidos ...",,,,,,,,,,,,,,3,15,404682,506620,499035,441599,546437
730411,Tubos sin soldadura; de hierro o acero; de los tipos utilizados en oleoductos o gasoductos,,,,,,763538,1354154,1072002,1228476,1191571,1619491,1287624,1147038,1142264,734246,744167,875436,768148,697170,546308
810419,Magnesio en bruto; con un contenido de magnesio < 99;8% en peso,308604,368083,430226,472775,391328,485824,683806,302461,423446,494266,511663,508384,492890,452412,426795,457382,499339,504017,398665,546024
284329,Compuestos de plata; inorgánicos u orgánicos; aunque no sean de constitución química definida ...,111619,130447,169876,169738,195925,245129,268567,121452,197372,314086,242551,206342,156682,142860,161354,162408,148327,131148,175765,545415
291090,"""Epóxidos; epoxialcoholes; epoxifenoles y epoxiéteres; con tres átomos en el ciclo; y sus derivados ...",104222,108566,158074,188883,242022,259746,237827,359013,264254,279550,261359,266370,301944,250380,256307,314168,393687,353869,430690,544919
570490,Alfombras y demás revestimientos para el suelo; de fieltro; distintos de los de pelo insertado ...,417998,461585,488356,526486,576869,651390,696722,567818,631945,683626,653317,685753,676451,594120,602885,620008,655509,575967,494208,544461
200893,"""The Cranberries """"Vaccinium macrocarpon; Vaccinium oxycoccos; Vaccinium vitis-idaea""""; preparados ...",,,,,,,,,,,205432,316632,363307,397152,419293,448369,506567,577439,560545,543120
120590,"""Semillas de nabo """"nabina"""" o de colza con alto contenido de ácido erúcico """"de las que se ...",397108,342256,287817,91890,98290,139904,284754,172551,393223,692332,336893,349866,310074,321095,278315,390772,502186,631866,874263,542337
690490,Bovedillas; cubrevigas y artículos simil.; de cerámica (exc. productos de harinas silíceas ...,69583,73652,97995,121668,135725,184353,212243,191159,195758,201073,207702,236237,241849,229929,241126,324134,302926,351643,412958,542025
843840,Máquinas y aparatos para la industria cervecera (exc. centrifugadoras; filtros y aparatos de ...,344086,364203,368848,484443,524186,718872,847457,578788,441802,575434,585465,711436,863530,762357,763651,772643,832248,828693,489284,541856
550922,Hilados con un contenido de fibras discontinuas de poliéster >= 85% en peso; retorcidos o cableados ...,278262,304268,337370,340296,369645,400863,408114,323508,394933,444122,422259,459094,533543,437535,484061,533785,581616,531990,421061,541582
701342,Artículos de vidrio; para servicio de mesa o de cocina; con un coeficiente de dilatación lineal ...,,,,,,187541,222559,197827,233404,257526,269560,286876,324220,341089,320938,365905,397914,423992,481044,541141
620610,Camisas; blusas y blusas camiseras; de seda o desperdicios de seda; para mujeres o niñas (exc. ...,631992,693316,745619,881569,850492,892110,1099020,816806,733354,878283,1005286,1027991,1063021,902383,868083,814270,867479,753670,567375,540392
210420,Preparaciones para la alimentación infantil o para usos dietéticos que consistan en una mezcla ...,176886,178750,200894,243173,304351,429558,537872,510070,475801,586831,522447,577010,556872,525382,511307,532087,622672,623070,559967,540254
961380,Encendedores y mecheros (exc. de gas de bolsillo; así como las piedras y mechas),207451,247821,268925,279475,278581,308741,317979,308042,362180,383080,393395,402973,413145,395244,423353,419775,456950,434919,434249,540089
110311,Grañones y sémola; de trigo,152517,166449,175747,184691,194023,269795,431956,341268,272432,383652,400025,376617,372075,399279,400064,394759,426174,424344,489237,539894
841340,Bombas para hormigón,164727,208249,314394,435154,620638,877147,939519,425125,458479,547603,528650,624279,600705,584507,489414,500087,543611,498512,437972,539152
730669,Tubos y perfiles huecos; soldados; de sección distinta de la circular; de acero inoxidable ...,,,,,,601569,487408,299883,331071,385385,346820,356173,370014,335934,351673,418254,450463,473960,395722,539043
630239,Ropa de cama de materia textil (exc. de algodón y de fibras sintéticas o artificiales; así ...,71199,92081,111401,129739,194304,200689,236981,169999,194673,246931,287729,308931,305543,314570,329738,352475,387355,406696,409457,539030
151529,Aceite de maíz y sus fracciones; incl. refinados; sin modificar químicamente (exc. aceite de ...,285307,408610,330467,427323,510166,420508,730536,414215,432453,819776,806405,720068,515943,525500,639096,564441,456313,372769,354005,538536
860711,"""Bojes y """"bissels""""; de tracción propios de vehículos para vías férreas o simil.""",277426,238239,264985,230992,275762,417354,348329,412782,456905,513262,358465,511207,482322,435640,529237,504866,565190,454368,450835,536690
903032,Multimetros con mecanismo de grabación,,,,,,73819,118385,127720,187185,223826,250177,276108,307914,284871,297231,349669,376629,385919,427281,536503
847940,Máquinas de cordelería o cablería (exc. máquinas para retorcer de los tipos utilizados en hilatura),330519,367284,411960,358075,448192,556977,841336,599160,499590,547529,577725,715751,575185,511498,524586,580495,569981,521955,382032,535049
620930,Prendas y complementos de vestir de fibras sintéticas (exc. ??de punto y sombreros; pañales ...,308357,322854,348352,377763,405861,417367,442182,419761,459180,589268,529601,548971,602669,571695,525460,554951,594015,587872,506844,534744
283531,"""Trifosfato de sodio """"tripolifosfato de sodio""""; incl. de constitución química no definida""",702670,733623,820447,953126,925267,1049045,1898822,1234768,1008798,1034310,983798,903442,864621,737873,613491,506187,556161,497545,467337,533926
930190,Armas de guerra; incl. pistolas ametralladoras (exc. cañones; obuses morteros y demás piezas ...,311070,273767,187796,61258,132246,154088,181847,210806,223730,284301,260525,237855,422489,585024,577795,296970,351145,276336,504745,533534
550490,Fibras artificiales discontinuas; sin cardar; peinar ni transformar de otra forma para la hilatura ...,155625,169546,181479,190350,206078,227446,282445,240769,338443,439069,427717,376172,423687,506633,516305,532088,585528,632650,500697,533034
901814,Aparatos de centellografía,268309,255922,281020,334228,270748,381449,440051,399528,422434,459520,465472,368904,271102,304240,339177,365748,381585,442050,462854,532848
520842,Tejidos de algodón; con un contenido de algodón >= 85% en peso; de peso > 100 g/m² pero <= ...,978684,1060009,1209612,1213553,1191428,1268368,1390908,1040405,1247000,1538226,1296260,1236743,1403913,1017069,1021284,900419,880428,666148,424267,531684
401035,"""Correas de transmisión; sin fin; con muescas """"sincrónicas""""; de circunferencia exterior > ...",212968,268316,337912,359849,428941,527838,531254,474598,566036,607075,533617,582749,618172,550467,546409,581365,614247,520201,478100,531652
080280,Nueces de areca frescos o secos; incluso sin cáscara o mondados,,,,,,,,,,,83491,125932,350544,291709,233669,217508,127597,103203,197842,529857
110313,Grañones y sémola; de maíz,207730,231285,367148,234232,245053,345756,477298,455180,437026,570303,571986,609408,458534,388002,413155,416507,422027,364244,447872,529785
950659,"""Raquetas de """"badminton"""" o simil.; incl. sin cordaje (exc. raquetas de tenis y de tenis de ...",151844,158583,174324,191785,218486,234492,267030,275451,292650,305889,321165,328497,337254,291021,308470,338411,354736,352551,316919,529596
910700,Interruptores horarios y demás aparatos que permitan accionar un dispositivo en un momento ...,516118,566945,607892,585548,623340,631543,649984,554063,588191,580741,562663,562381,572052,508689,486321,512404,484788,467474,435438,529241
530919,Tejidos de lino; con un contenido de lino >= 85% en peso; teñidos; fabricados con hilos de ...,453793,549312,607636,659837,652022,618245,561238,381145,383283,427485,357943,364102,385509,344602,387220,711468,769652,836104,387070,529107
392059,"""Placas; láminas; hojas y tiras; de polímeros acrílicos no celulares y sin esfuerzo; estratificación ...",238226,277746,306160,345641,378331,420832,458754,354477,407639,494675,451918,469195,520176,464041,479233,519725,563316,579646,500895,529015
291422,Ciclohexanona y metilciclohexanonas,247664,303809,359923,501065,575978,693493,640668,342344,585762,732368,724141,641864,721449,440851,400558,504097,613816,469500,334953,528966
660191,Artículos con astil o mango telescópico (exc. destinados al entretenimiento de los niños),346763,363752,399693,424564,451104,493512,579628,515859,606819,688177,632188,595556,651694,665331,648268,659648,696813,702122,491121,528684
